id	chr_name	start	end	chromosome_id	tag_count_100um_k99a	id_100um_k99a	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc	ets_tag_count	ets_id	batf_tag_count	batf_id	junb_tag_count	junb_id	cjun_tag_count	cjun_id	jund_tag_count	jund_id	irf4_tag_count	irf4_id
22204	chr10	67586647	67587147	9	17.5	22204	78.4	9588.0	77.6	9726.0	80.9	9404.0														
22205	chr10	75105487	75105987	9	17.5	22205																			18.7	26043.0
22209	chr10	80684024	80684778	9	17.5	22209	23.4	23090.0	22.4	22535.0									25.1	15480.0			50.1	11193.0	70.3	2991.0
22210	chr10	81510735	81511555	9	17.5	22210							22.0	21394.0												
22211	chr10	81633518	81634174	9	17.5	22211	52.6	14374.0	47.0	15441.0	48.8	15438.0											29.1	25192.0	15.9	30751.0
22212	chr10	82662609	82663285	9	17.5	22212	40.0	17437.0	32.4	19114.0	28.4	21047.0	39.9	14522.0	11.3	7148.0							10.8	55663.0	8.76	46682.0
22213	chr10	117785099	117785987	9	17.5	22213	15.9	26947.0	15.5	25885.0	21.0	24051.0	18.5	23332.0									15.1	45395.0		
22214	chr10	119031191	119031819	9	17.5	22214	17.5	25993.0			17.9	25669.0	23.7	20510.0							24.6	15509.0	27.2	27180.0	10.8	41440.0
22216	chr11	6700977	6701691	13	17.5	22216	8.34	32445.0			9.88	32283.0											14.8	45975.0		
22217	chr11	19890935	19891435	13	17.5	22217	26.7	21740.0			27.8	21269.0											9.42	59604.0	12.4	37795.0
22218	chr11	21163591	21164241	13	17.5	22218	62.6	12279.0	22.4	22543.0	12.3	29711.0														
22220	chr11	32102650	32103414	13	17.5	22220	14.2	28130.0	13.2	27269.0	11.7	30268.0	20.8	21963.0												
22221	chr11	32585678	32586462	13	17.5	22221	25.9	22053.0	9.58	30383.0	23.5	22965.0	146.1	1763.0												
22223	chr11	44610930	44611810	13	17.5	22223	16.7	26460.0	21.4	22890.0	61.7	12609.0	19.1	23008.0							28.7	13188.0	30.9	23377.0	14.8	32946.0
22224	chr11	45656840	45657482	13	17.5	22224	26.7	21748.0			17.3	26069.0	15.0	25903.0												
22225	chr11	45873592	45874274	13	17.5	22225																				
22227	chr11	54055754	54056686	13	17.5	22227	15.0	27609.0	26.0	21150.0	36.4	18622.0	19.1	23010.0												
22228	chr11	54154593	54155461	13	17.5	22228			10.5	29465.0																
22229	chr11	74568529	74569157	13	17.5	22229			11.9	28369.0																
22231	chr11	75428763	75429437	13	17.5	22231	31.7	19971.0	23.7	21990.0			29.5	18098.0	16.3	4455.0					21.2	17657.0	50.6	10978.0	70.3	2994.0
22232	chr11	86971647	86972283	13	17.5	22232	28.4	21106.0	16.0	25606.0	27.8	21279.0							31.7	13365.0						
22235	chr11	98355558	98356380	13	17.5	22235			23.3	22156.0	11.7	30292.0	11.0	29439.0			12.1	27665.0					20.2	36359.0	13.8	34831.0
22236	chr11	98360168	98360806	13	17.5	22236					186.5	1879.0	27.7	18766.0												
22237	chr11	98925125	98926377	13	17.5	22237	39.2	17669.0	27.8	20520.0	36.4	18626.0	37.5	15280.0											7.61	49537.0
22238	chr11	103381928	103382428	13	17.5	22238											29.4	11645.0	357.5	136.0	32.1	11545.0	93.9	2759.0	17.1	28778.0
22239	chr11	106660019	106660781	13	17.5	22239	118.5	4991.0	113.6	5449.0	121.0	4950.0	102.8	3876.0												
22240	chr11	113331802	113332440	13	17.5	22240																				
22241	chr11	114446303	114447117	13	17.5	22241	23.4	23123.0	29.2	20090.0	22.8	23235.0	12.7	27862.0												
22242	chr11	118113954	118114624	13	17.5	22242	30.9	20254.0	20.1	23548.0	42.0	17158.0														
22243	chr11	119353506	119354006	13	17.5	22243							16.2	24959.0												
22244	chr11	119938602	119939102	13	17.5	22244					37.0	18459.0														
22245	chr12	3297613	3298775	15	17.5	22245			7.3	32938.0	10.5	31541.0	16.8	24556.0												
22246	chr12	12372534	12373034	15	17.5	22246					27.8	21291.0														
22247	chr12	25265795	25266295	15	17.5	22247	91.8	7758.0					20.2	22329.0												
22248	chr12	32087034	32087534	15	17.5	22248	29.2	20810.0					11.0	29462.0												
22249	chr12	33038407	33039207	15	17.5	22249			12.8	27649.0	27.8	21293.0	25.4	19731.0			18.5	19682.0					20.7	35509.0	21.0	22972.0
22250	chr12	33131436	33131936	15	17.5	22250	63.4	12144.0							20.8	2789.0	46.6	6356.0			18.4	19492.0	25.8	28741.0	26.5	17249.0
22253	chr12	71897567	71898333	15	17.5	22253	28.4	21120.0	12.8	27651.0			14.4	26345.0			14.7	24225.0	55.1	8048.0			10.5	56477.0	49.1	6356.0
22254	chr12	73616555	73617055	15	17.5	22254							57.8	10026.0			17.9	20437.0	19.2	17425.0			43.3	14481.0		
22255	chr12	80846896	80847540	15	17.5	22255	20.9	24252.0	16.9	25181.0	17.3	26093.0	46.8	12556.0			18.5	19687.0					10.8	55740.0		
22257	chr12	85640551	85641051	15	17.5	22257							14.4	26350.0												
22259	chr12	111150272	111150900	15	17.5	22259	15.9	27012.0																		
22260	chr13	6635258	6635892	14	17.5	22260	22.5	23529.0	45.6	15741.0	47.5	15792.0														
22263	chr13	23453502	23454002	14	17.5	22263			42.9	16368.0	27.8	21309.0			60.0	169.0	16.0	22633.0			11.6	23947.0	12.6	50854.0	13.6	35343.0
22265	chr13	30792766	30793396	14	17.5	22265	42.6	16805.0	39.7	17178.0	17.3	26103.0	16.2	24984.0												
22266	chr13	31808434	31808934	14	17.5	22266	16.7	26508.0	18.2	24428.0	15.4	27294.0														
22267	chr13	44819042	44819542	14	17.5	22267	16.7	26512.0	19.2	23999.0	13.6	28687.0	24.8	20042.0	9.48	8340.0							10.8	55780.0		
22271	chr13	74768710	74769352	14	17.5	22271																				
22272	chr13	98031087	98031719	14	17.5	22272	25.9	22107.0	21.4	22920.0	32.1	19942.0	23.7	20559.0									19.6	37237.0	10.4	42683.0
22273	chr13	108056890	108057390	14	17.5	22273					21.6	23799.0	11.6	28883.0			16.6	21926.0					21.8	33960.0	10.6	42120.0
22274	chr13	114887122	114887884	14	17.5	22274	18.4	25581.0	21.0	23128.0	11.1	30903.0														
22275	chr14	21194046	21194546	11	17.5	22275	30.0	20572.0	10.9	29118.0	23.5	23004.0	10.4	30277.0												
22276	chr14	27303738	27304396	11	17.5	22276					29.6	20698.0	13.9	26813.0			45.3	6620.0	53.5	8358.0	19.8	18588.0	49.5	11490.0	58.3	4512.0
22278	chr14	56241126	56241804	11	17.5	22278			10.5	29524.0																
22279	chr14	63143046	63143860	11	17.5	22279	10.8	30912.0	16.0	25644.0			9.82	31243.0												
22280	chr14	74939232	74940238	11	17.5	22280	11.7	30417.0	26.5	21017.0	17.9	25742.0	20.2	22359.0												
22281	chr14	78907988	78908780	11	17.5	22281	13.3	28840.0	28.3	20417.0	21.6	23809.0	17.9	23779.0												
22283	chr14	120137795	120138295	11	17.5	22283	22.5	23561.0			25.3	22255.0	35.8	15830.0							17.7	20016.0	28.5	25786.0	21.2	22714.0
22284	chr14	121198700	121199200	11	17.5	22284			10.9	29132.0	25.3	22257.0	13.9	26831.0									5.38	71933.0		
22285	chr15	12840138	12840854	16	17.5	22285	21.7	23935.0	17.8	24714.0	9.26	33091.0														
22286	chr15	27937817	27938607	16	17.5	22286			10.5	29537.0	13.6	28717.0	8.09	33711.0												
22287	chr15	35743761	35744407	16	17.5	22287	12.5	29682.0																		
22288	chr15	36564749	36565249	16	17.5	22288																				
22290	chr15	58175051	58175551	16	17.5	22290	12.5	29688.0																	13.1	36378.0
22291	chr15	60099721	60100221	16	17.5	22291			30.6	19683.0	21.6	23813.0	19.1	23072.0												
22292	chr15	66454176	66454676	16	17.5	22292			19.2	24012.0																
22293	chr15	66814921	66815421	16	17.5	22293					34.0	19386.0	376.0	175.0												
22294	chr15	67346039	67346665	16	17.5	22294	19.2	25154.0					26.6	19260.0			6.39	34895.0								
22295	chr15	73618274	73619100	16	17.5	22295					11.1	30940.0	8.66	32748.0									17.0	41887.0		
22298	chr15	78489609	78490485	16	17.5	22298			9.58	30450.0	12.3	29848.0														
22299	chr15	79454798	79455428	16	17.5	22299	33.4	19468.0	71.2	10747.0	45.7	16245.0	37.0	15484.0												
22300	chr15	80011277	80011777	16	17.5	22300	20.0	24767.0											23.4	16073.0			52.7	10208.0	29.5	14851.0
22301	chr15	80568304	80568962	16	17.5	22301	15.9	27067.0					20.8	22008.0												
22302	chr15	81397118	81397894	16	17.5	22302			160.6	2599.0	177.2	2150.0	138.6	2000.0												
22303	chr15	89459133	89459891	16	17.5	22303	35.0	18955.0	31.0	19552.0	27.2	21597.0	26.6	19267.0												
22304	chr15	94220991	94221491	16	17.5	22304	18.4	25621.0							13.1	6155.0										
22306	chr16	10802148	10802774	17	17.5	22306	16.7	26562.0																		
22307	chr16	10979259	10979759	17	17.5	22307	17.5	26125.0			42.6	17012.0	20.2	22373.0			43.4	7056.0	99.4	3366.0	16.4	20989.0	42.5	14957.0		
22308	chr16	14363485	14364203	17	17.5	22308			18.2	24461.0	13.6	28738.0														
22309	chr16	20929645	20930287	17	17.5	22309	60.1	12832.0	39.7	17189.0	26.6	21804.0														
22310	chr16	22789945	22790717	17	17.5	22310	20.0	24778.0			16.1	26882.0														
22311	chr16	24154080	24154860	17	17.5	22311	12.5	29732.0					17.9	23802.0					104.4	3079.0	24.6	15611.0	88.8	3197.0	129.3	607.0
22313	chr16	32069151	32069651	17	17.5	22313			32.4	19156.0	39.5	17794.0	26.0	19505.0									9.69	59028.0		
22315	chr16	32878977	32879733	17	17.5	22315	16.7	26567.0	29.7	19971.0	64.8	12079.0	58.3	9932.0												
22316	chr16	33370502	33371540	17	17.5	22316	24.2	22821.0	18.2	24463.0	11.1	30966.0	15.0	26028.0												
22317	chr16	33403227	33403865	17	17.5	22317	18.4	25628.0	26.0	21196.0	46.3	16100.0	32.9	16840.0			10.2	30767.0								
22318	chr16	44062999	44063631	17	17.5	22318	32.5	19744.0	34.2	18639.0	36.4	18653.0	8.66	32780.0									15.6	44459.0	11.3	40462.0
22319	chr16	48796828	48797454	17	17.5	22319							12.1	28416.0			22.4	16189.0					17.2	41419.0		
22320	chr16	48801135	48801635	17	17.5	22320																	8.34	63105.0		
22321	chr16	76762745	76763245	17	17.5	22321					17.9	25778.0	131.7	2254.0			33.9	9858.0	61.8	7024.0			90.7	3039.0	55.8	4930.0
22322	chr16	84623938	84624872	17	17.5	22322			11.4	28784.0	22.2	23575.0	22.5	21163.0												
22323	chr16	92817022	92817662	17	17.5	22323			575.7	107.0			13.9	26863.0												
22324	chr17	4998163	4998795	18	17.5	22324			106.7	6127.0	103.1	6656.0														
22325	chr17	5807011	5807815	18	17.5	22325	34.2	19227.0			55.0	14060.0	19.6	22761.0												
22330	chr17	30364022	30364676	18	17.5	22330	57.6	13338.0	34.7	18501.0	38.3	18137.0													15.0	32604.0
22331	chr17	30418220	30418910	18	17.5	22331	22.5	23611.0	10.9	29156.0	11.1	30995.0														
22332	chr17	30842261	30842893	18	17.5	22332	23.4	23214.0	20.1	23584.0	14.2	28287.0	13.3	27376.0												
22337	chr17	45630101	45630829	18	17.5	22337	22.5	23618.0	28.7	20279.0	34.6	19228.0	37.0	15495.0									18.8	38598.0	55.6	4972.0
22338	chr17	50499584	50500246	18	17.5	22338			22.4	22591.0	31.5	20135.0											11.3	54460.0		
22339	chr17	57096466	57097090	18	17.5	22339	52.6	14437.0	37.9	17659.0	43.2	16877.0	20.2	22398.0									26.6	27854.0		
22342	chr17	80772471	80772971	18	17.5	22342	78.4	9632.0					30.0	17911.0			86.9	2283.0	13.4	19270.0			36.3	19055.0	23.5	20147.0
22343	chr17	84026444	84027068	18	17.5	22343	23.4	23223.0	31.9	19298.0	37.7	18322.0											22.1	33654.0		
22346	chr18	38700931	38701431	20	17.5	22346	20.9	24350.0	12.8	27741.0	13.0	29280.0	12.7	28012.0												
22347	chr18	39497394	39498146	20	17.5	22347	32.5	19772.0																		
22349	chr18	61570774	61571438	20	17.5	22349			23.3	22208.0			17.9	23832.0												
22350	chr18	62165524	62166332	20	17.5	22350	39.2	17746.0	18.7	24254.0	20.4	24466.0	166.4	1338.0												
22351	chr18	67938888	67939592	20	17.5	22351	37.5	18224.0	6.39	33934.0	10.5	31724.0														
22352	chr18	70545805	70546305	20	17.5	22352	12.5	29820.0	17.3	25032.0	29.0	20935.0					14.1	25316.0					20.2	36463.0	9.91	44020.0
22354	chr18	81366757	81367381	20	17.5	22354			11.4	28808.0															24.7	19000.0
22355	chr18	82489530	82490444	20	17.5	22355					35.8	18865.0	34.7	16254.0									7.27	66432.0		
22356	chr18	84888927	84889591	20	17.5	22356			22.8	22402.0	26.6	21826.0	28.9	18397.0			15.3	23614.0					26.1	28508.0		
22358	chr19	32408847	32409707	21	17.5	22358	60.1	12840.0	23.7	22037.0	32.1	19976.0	15.0	26082.0												
22359	chr19	32958569	32959339	21	17.5	22359					83.4	9079.0	84.9	5675.0											11.3	40527.0
22360	chr19	36475944	36476768	21	17.5	22360	126.0	4387.0			22.2	23591.0														
22361	chr19	37178192	37178692	21	17.5	22361																				
22362	chr19	41341263	41342427	21	17.5	22362			10.9	29190.0	9.26	33184.0	8.09	33899.0			12.8	27105.0							16.6	29718.0
22364	chr19	45527315	45527815	21	17.5	22364	45.9	16024.0	44.7	15962.0	27.2	21624.0	35.8	15865.0									14.8	46177.0		
22365	chr19	56757375	56758291	21	17.5	22365			15.1	26312.0	8.64	33989.0														
22368	chrX	48124552	48125304	3	17.5	22368	21.7	24006.0	12.3	28188.0	21.0	24161.0	13.3	27419.0									18.0	40049.0	11.5	40014.0
22369	chrX	48447529	48448639	3	17.5	22369	34.2	19253.0	176.5	2081.0	162.4	2634.0	19.1	23126.0												
22374	chrX	96135473	96136445	3	17.5	22374	39.2	17766.0	50.6	14671.0	32.7	19800.0	31.2	17511.0												
22378	chrX	159757642	159758416	3	17.5	22378	50.1	15023.0	73.4	10399.0			32.9	16873.0	13.5	5946.0	47.3	6291.0					43.3	14525.0	35.5	11340.0
22381	chr1	16162307	16163125	1	17.0	22381	14.2	27836.0	13.2	27074.0	14.2	27930.0	13.3	26931.0												
22383	chr1	21166236	21166736	1	17.0	22383	35.9	18504.0	26.9	20746.0	32.1	19806.0	23.7	20338.0									11.0	54532.0	9.91	43458.0
22384	chr1	21291091	21291913	1	17.0	22384	18.4	25244.0					23.7	20339.0												
22385	chr1	36784640	36785400	1	17.0	22385	47.6	15414.0	31.5	19317.0	39.5	17674.0	22.5	20898.0			13.4	25368.0			47.1	6144.0	15.6	44011.0	12.7	36937.0
22386	chr1	38885581	38886081	1	17.0	22386							27.1	18872.0												
22387	chr1	43462775	43463533	1	17.0	22387					18.5	25130.0	26.6	19109.0							18.4	19186.0	20.7	35212.0	30.7	13947.0
22388	chr1	52374783	52375447	1	17.0	22388	16.7	26215.0	17.3	24776.0	10.5	31081.0	14.4	26111.0			31.3	10601.0								
22389	chr1	106324902	106325402	1	17.0	22389	14.2	27850.0	28.3	20297.0	27.2	21384.0														
22390	chr1	127637546	127638172	1	17.0	22390	9.18	31764.0			7.41	34503.0	9.82	30511.0			126.5	1021.0	123.6	2259.0	63.5	3311.0	63.5	7027.0		
22391	chr1	128436248	128436748	1	17.0	22391					26.6	21641.0	14.4	26123.0									8.34	62451.0	14.1	34053.0
22392	chr1	128667104	128667960	1	17.0	22392	25.9	21876.0	21.9	22625.0	19.1	24870.0	27.1	18880.0	8.58	8734.0	14.1	24526.0					17.0	41492.0	11.8	39054.0
22393	chr1	130743828	130744460	1	17.0	22393	17.5	25714.0	9.58	30198.0	15.4	26969.0	17.3	23873.0												
22394	chr1	131081747	131082435	1	17.0	22394			179.7	1968.0	216.1	1365.0	140.4	1929.0												
22395	chr1	138128544	138129172	1	17.0	22395			484.0	178.0	29.6	20531.0	31.8	17103.0												
22396	chr1	138615022	138615522	1	17.0	22396	37.5	18018.0	15.1	26022.0	14.2	27949.0	38.1	14956.0											10.1	42857.0
22398	chr1	156921278	156921778	1	17.0	22398			20.1	23406.0													14.5	46221.0	9.91	43485.0
22399	chr1	157048119	157048619	1	17.0	22399	15.9	26665.0	15.5	25730.0			22.5	20912.0												
22400	chr1	161767489	161767989	1	17.0	22400	94.3	7402.0	121.3	4729.0	111.8	5724.0	132.3	2203.0												
22401	chr1	165668899	165669875	1	17.0	22401							15.6	25122.0												
22403	chr2	6362615	6363405	2	17.0	22403	20.9	24037.0	28.7	20145.0	15.4	26983.0	15.0	25610.0			11.5	28087.0							14.8	32691.0
22404	chr2	6871796	6872296	2	17.0	22404	13.3	28394.0	15.1	26029.0	15.4	26984.0	17.3	23884.0									5.11	72104.0		
22405	chr2	11355094	11355900	2	17.0	22405	18.4	25271.0	15.1	26030.0	19.1	24882.0											5.11	72106.0		
22406	chr2	22810753	22811253	2	17.0	22406	48.4	15233.0	22.4	22434.0	32.7	19618.0	26.0	19324.0					42.6	10437.0	22.5	16543.0	42.3	14986.0	15.2	31813.0
22407	chr2	24747522	24748294	2	17.0	22407	17.5	25730.0	25.5	21233.0					23.0	2109.0	74.1	3056.0	128.6	2100.0	12.3	23303.0	43.3	14409.0	93.8	1438.0
22408	chr2	27378248	27379164	2	17.0	22408																				
22409	chr2	30707292	30708086	2	17.0	22409	14.2	27874.0	16.0	25494.0	40.8	17387.0	23.7	20366.0			16.6	21427.0					29.6	24536.0	22.1	21413.0
22410	chr2	32054529	32055193	2	17.0	22410			25.1	21376.0	25.9	21851.0	25.4	19565.0												
22413	chr2	43773775	43774463	2	17.0	22413	107.6	5984.0	105.8	6182.0			11.6	28542.0												
22414	chr2	52560770	52561270	2	17.0	22414	17.5	25735.0			14.8	27461.0					25.5	13590.0					15.3	44580.0		
22415	chr2	58128981	58129833	2	17.0	22415							35.2	15883.0			50.5	5585.0								
22416	chr2	58146556	58147192	2	17.0	22416			10.5	29242.0			8.66	32194.0												
22417	chr2	60717628	60718128	2	17.0	22417	29.2	20665.0			17.9	25493.0	13.3	26973.0			8.3	32726.0	23.4	15868.0			28.5	25608.0	25.1	18333.0
22418	chr2	68365529	68366299	2	17.0	22418	15.0	27252.0	20.1	23414.0	15.4	26998.0	15.6	25134.0												
22420	chr2	70811721	70812535	2	17.0	22420	8.34	32185.0	7.76	32017.0			11.0	29096.0												
22423	chr2	113902652	113903488	2	17.0	22423	30.0	20384.0	20.5	23198.0	27.8	21179.0	20.2	22101.0												
22424	chr2	122789185	122789845	2	17.0	22424	25.9	21906.0	15.5	25751.0	17.9	25498.0														
22426	chr2	145167993	145168625	2	17.0	22426	19.2	24900.0	14.6	26345.0	17.3	25885.0	12.7	27511.0					83.5	4498.0	19.1	18754.0	39.3	16850.0	39.9	9275.0
22429	chr2	165179400	165180186	2	17.0	22429	20.0	24455.0	16.9	25077.0	21.6	23628.0	19.6	22469.0												
22430	chr2	166757477	166758343	2	17.0	22430					17.3	25888.0					8.3	32764.0	107.8	2880.0	17.7	19699.0	41.7	15311.0	37.6	10223.0
22431	chr2	167700933	167701433	2	17.0	22431	75.1	10081.0					33.5	16474.0												
22432	chr2	169519882	169520646	2	17.0	22432			17.8	24538.0	17.3	25890.0	15.0	25650.0												
22433	chr2	173172680	173173502	2	17.0	22433	33.4	19281.0	18.2	24302.0	24.7	22344.0	22.0	21257.0												
22434	chr2	181243366	181244160	2	17.0	22434	32.5	19554.0	26.0	21067.0	22.2	23364.0	30.0	17738.0												
22436	chr3	38805676	38806338	4	17.0	22436	13.3	28448.0	16.9	25084.0	12.3	29425.0														
22437	chr3	41604470	41604970	4	17.0	22437					19.8	24545.0					7.66	33468.0								
22438	chr3	68955924	68956712	4	17.0	22438	40.0	17326.0	15.5	25764.0	27.2	21421.0	19.1	22878.0									5.92	70012.0		
22439	chr3	69040953	69041453	4	17.0	22439	63.4	12062.0	161.5	2547.0	159.9	2725.0			17.2	3951.0	28.7	11821.0								
22440	chr3	83797504	83798004	4	17.0	22440	22.5	23317.0													21.8	17030.0	11.8	52459.0	8.07	48182.0
22442	chr3	107097009	107097509	4	17.0	22442																				
22444	chr3	121982059	121982559	4	17.0	22444	27.5	21289.0	16.0	25517.0	24.7	22351.0			9.03	8487.0										
22445	chr3	131150926	131151704	4	17.0	22445			8.67	30965.0																
22446	chr3	144411281	144411939	4	17.0	22446	88.4	8143.0	16.4	25306.0	86.4	8588.0	24.8	19883.0												
22448	chr4	32277817	32278597	5	17.0	22448			6.39	33603.0																
22449	chr4	44022210	44022710	5	17.0	22449	119.3	4865.0	113.6	5422.0			79.7	6277.0	17.6	3775.0	22.4	15884.0					30.1	24042.0	10.6	41793.0
22450	chr4	45451744	45452674	5	17.0	22450			16.4	25308.0			14.4	26183.0												
22451	chr4	56830755	56831385	5	17.0	22451	35.9	18551.0	40.6	16891.0	38.3	18019.0	20.2	22134.0			6.39	34686.0								
22452	chr4	62673555	62674315	5	17.0	22452	25.9	21943.0	22.8	22267.0	20.4	24242.0	19.1	22902.0												
22453	chr4	107988595	107989369	5	17.0	22453	15.0	27339.0			17.3	25915.0	13.3	27039.0							38.2	8887.0	24.0	30881.0	30.0	14439.0
22454	chr4	108080731	108081453	5	17.0	22454	68.4	11195.0	40.6	16893.0	84.0	8921.0	15.6	25205.0												
22456	chr4	123018370	123019252	5	17.0	22456	16.7	26294.0	13.2	27153.0	19.8	24573.0	113.8	3110.0												
22460	chr4	130713296	130714178	5	17.0	22460	8.34	32272.0	18.2	24327.0	23.5	22861.0	32.9	16703.0												
22461	chr4	133614883	133615383	5	17.0	22461					28.4	20985.0													8.07	48238.0
22462	chr4	137347360	137348002	5	17.0	22462																				
22463	chr4	149761759	149762607	5	17.0	22463			7.3	32780.0																
22464	chr4	150047920	150048602	5	17.0	22464	30.9	20124.0	43.3	16210.0	29.0	20799.0	17.9	23585.0									7.54	65022.0		
22465	chr5	20931395	20932207	6	17.0	22465			10.0	29759.0	18.5	25215.0	8.09	33155.0											16.1	30232.0
22467	chr5	28242254	28242754	6	17.0	22467											16.6	21564.0								
22469	chr5	34207235	34207735	6	17.0	22469																				
22470	chr5	34908125	34908625	6	17.0	22470	27.5	21322.0	23.7	21934.0	18.5	25217.0	13.9	26575.0									13.7	48091.0	12.0	38652.0
22471	chr5	53948555	53949331	6	17.0	22471	24.2	22620.0	24.2	21755.0	22.8	23140.0	24.3	20172.0												
22473	chr5	69521680	69522312	6	17.0	22473	42.6	16696.0	42.9	16316.0	44.5	16460.0	35.8	15739.0												
22474	chr5	77130241	77131101	6	17.0	22474			11.4	28585.0	9.88	32000.0											10.2	56973.0	6.22	52709.0
22475	chr5	105635540	105636040	6	17.0	22475	30.0	20433.0																		
22476	chr5	111195790	111196588	6	17.0	22476	36.7	18321.0	30.6	19615.0	36.4	18578.0	28.3	18473.0												
22477	chr5	111815065	111815565	6	17.0	22477			17.8	24579.0																
22478	chr5	114769654	114770154	6	17.0	22478	29.2	20718.0	16.0	25537.0			17.9	23598.0												
22480	chr5	125172751	125173725	6	17.0	22480																				
22483	chr5	139161507	139162155	6	17.0	22483	69.2	11045.0	36.5	17941.0	34.6	19111.0	47.9	12189.0												
22484	chr5	140578183	140578953	6	17.0	22484					17.3	25956.0	19.1	22925.0												
22485	chr5	146789370	146790332	6	17.0	22485	31.7	19885.0	21.4	22841.0	31.5	20033.0	29.5	18026.0												
22486	chr5	148620133	148620977	6	17.0	22486	17.5	25841.0	22.4	22479.0	21.0	23971.0	23.7	20426.0												
22488	chr6	22411799	22412299	7	17.0	22488	15.0	27414.0	25.1	21414.0	27.8	21210.0					21.7	16435.0					29.9	24326.0	23.1	20501.0
22490	chr6	58838381	58839021	7	17.0	22490			19.6	23700.0	30.9	20199.0	25.4	19623.0												
22491	chr6	66312050	66312684	7	17.0	22491			21.4	22844.0	11.7	30139.0	10.4	29962.0												
22492	chr6	83010517	83011017	7	17.0	22492	17.5	25858.0			37.0	18405.0														
22493	chr6	98606580	98607254	7	17.0	22493	63.4	12086.0	50.6	14598.0	15.4	27121.0														
22494	chr6	117921070	117922052	7	17.0	22494	36.7	18342.0	22.4	22484.0	217.3	1350.0	187.7	1024.0									16.7	42154.0		
22495	chr6	120029394	120030186	7	17.0	22495			8.67	31050.0	10.5	31323.0											9.42	59410.0		
22496	chr6	121013438	121014062	7	17.0	22496	15.9	26825.0	20.1	23477.0	27.8	21214.0	19.1	22939.0									16.4	42672.0	18.4	26314.0
22498	chr6	127330340	127330966	7	17.0	22498	47.6	15480.0	42.0	16553.0	49.4	15267.0	29.5	18041.0					35.9	12131.0	38.2	8914.0	55.4	9233.0		
22499	chr6	128021590	128022508	7	17.0	22499	15.9	26827.0	14.1	26614.0	15.4	27128.0	11.6	28682.0												
22500	chr6	129262622	129263250	7	17.0	22500	23.4	23007.0	29.2	20055.0	30.3	20396.0	35.2	15951.0												
22501	chr6	135237280	135237922	7	17.0	22501	30.0	20450.0			17.9	25592.0	15.6	25260.0									7.0	66781.0		
22503	chr6	142560851	142561351	7	17.0	22503					14.8	27616.0	26.6	19169.0			8.94	32108.0			33.4	10845.0	25.8	28621.0	22.1	21497.0
22504	chr6	142958069	142958981	7	17.0	22504	377.1	383.0	24.2	21769.0	221.0	1298.0	22.5	21004.0												
22505	chr6	145894317	145894955	7	17.0	22505	24.2	22654.0	28.3	20338.0	30.9	20207.0	23.1	20718.0	10.4	7642.0							34.2	20582.0	23.5	20017.0
22507	chr7	4809124	4810210	8	17.0	22507	9.18	31902.0	18.7	24138.0	13.6	28534.0	115.5	3014.0												
22508	chr7	12749247	12749939	8	17.0	22508	21.7	23794.0	19.2	23920.0	32.1	19866.0	17.3	24018.0												
22509	chr7	16894873	16895523	8	17.0	22509	21.7	23796.0	10.5	29350.0	27.8	21216.0	12.7	27675.0					23.4	15950.0	40.9	7932.0	47.1	12556.0	39.2	9564.0
22512	chr7	28573545	28574343	8	17.0	22512	10.0	31321.0	8.67	31066.0																
22513	chr7	45786668	45787444	8	17.0	22513			7.76	32229.0	29.0	20820.0	17.9	23630.0												
22514	chr7	45856764	45857516	8	17.0	22514	44.2	16284.0	37.0	17842.0	32.1	19870.0	17.9	23631.0											14.3	33735.0
22515	chr7	47022827	47023461	8	17.0	22515			53.4	14021.0	51.2	14839.0														
22516	chr7	66118341	66118971	8	17.0	22516			9.58	30307.0	136.5	3869.0	125.9	2463.0					42.6	10495.0			35.5	19538.0	41.0	8824.0
22517	chr7	68205843	68206791	8	17.0	22517	33.4	19343.0	44.3	16018.0	12.3	29580.0	18.5	23274.0									6.19	69352.0		
22518	chr7	79301562	79302190	8	17.0	22518	56.7	13438.0					39.3	14658.0												
22519	chr7	82236479	82237499	8	17.0	22519							10.4	30010.0												
22520	chr7	98770196	98770696	8	17.0	22520	29.2	20738.0	31.0	19498.0	24.1	22655.0	22.5	21014.0											5.07	55168.0
22521	chr7	101973799	101974299	8	17.0	22521	44.2	16291.0	259.6	854.0	173.5	2255.0														
22522	chr7	118595153	118595653	8	17.0	22522	18.4	25424.0			11.1	30716.0	12.1	28222.0									20.7	35387.0	14.5	33283.0
22523	chr7	122924148	122924796	8	17.0	22523			14.1	26631.0			11.0	29294.0			116.2	1245.0	50.1	8943.0	40.9	7947.0	112.5	1597.0	50.9	5919.0
22524	chr7	128251773	128252409	8	17.0	22524	35.9	18610.0	34.2	18583.0																
22525	chr7	132304116	132304616	8	17.0	22525			12.8	27550.0	15.4	27154.0														
22526	chr7	132888550	132889206	8	17.0	22526																				
22527	chr8	13995897	13996555	10	17.0	22527	28.4	21048.0	17.3	24886.0	23.5	22915.0	15.6	25293.0												
22529	chr8	31031447	31032289	10	17.0	22529	20.0	24576.0	7.76	32259.0	11.1	30731.0	13.9	26659.0									8.88	61106.0		
