id	chr_name	start	end	chromosome_id	tag_count_10um_pcc	id_10um_pcc	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	ets_tag_count	ets_id	batf_tag_count	batf_id	junb_tag_count	junb_id	cjun_tag_count	cjun_id	jund_tag_count	jund_id	irf4_tag_count	irf4_id
11430	chr12	13268851	13269903	15	51.4	11430	84.3	8748.0	88.5	8244.0	40.2	12567.0	71.0	10973.0	7.67	9442.0							38.5	17502.0		
11431	chr12	16894061	16894835	15	51.4	11431	76.8	9882.0	51.1	14524.0	64.5	7071.0	95.1	7572.0							16.4	20895.0	39.6	16782.0	22.1	21596.0
11434	chr12	32820743	32821865	15	51.4	11434	51.7	14585.0	46.5	15567.0	12.4	26208.0	71.6	10861.0											21.0	22969.0
11436	chr12	108332653	108333723	15	51.4	11436	83.4	8859.0	73.9	10300.0	45.8	10997.0	82.1	9240.0							36.8	9569.0	32.6	21976.0	33.9	12110.0
11439	chr12	113000558	113001184	15	51.4	11439	65.9	11713.0	66.1	11591.0	37.9	13283.0	70.4	11100.0	8.58	8915.0	13.4	25991.0	24.2	15770.0			43.9	14223.0	13.8	34850.0
11440	chr12	118301986	118302750	15	51.4	11440	66.7	11564.0	46.1	15660.0	38.5	13097.0	63.0	12402.0	25.3	1704.0					40.9	8033.0	59.2	8165.0	56.5	4810.0
11442	chr13	112987664	112988890	14	51.4	11442	66.7	11569.0	131.8	4000.0	45.8	11000.0	74.1	10450.0	11.3	7200.0	7.66	33882.0	34.3	12686.0	25.9	14755.0	58.4	8392.0	77.2	2398.0
11443	chr14	18330608	18331682	11	51.4	11443	63.4	12158.0	50.6	14643.0	65.0	6993.0	58.7	13236.0	7.67	9461.0	13.4	26038.0							15.2	32111.0
11445	chr14	52019276	52020236	11	51.4	11445					50.9	9766.0	208.1	1487.0					75.2	5339.0	96.9	1134.0	120.0	1314.0	53.9	5288.0
11448	chr15	9071398	9072722	16	51.4	11448	74.3	10303.0	81.7	9195.0	48.6	10293.0	85.8	8750.0												
11451	chr15	65787014	65788194	16	51.4	11451	76.8	9900.0	68.9	11122.0	53.7	9124.0	74.7	10368.0			20.4	17834.0	65.2	6559.0			47.9	12211.0	47.3	6833.0
11452	chr15	82354047	82354847	16	51.4	11452	193.6	1674.0	174.3	2149.0	122.2	2004.0	166.7	2487.0	20.3	2923.0	12.1	27845.0	91.1	3918.0	45.7	6647.0	50.6	10999.0	26.7	17086.0
11454	chr16	13672307	13673225	17	51.4	11454	127.7	4271.0	125.9	4415.0	47.5	10589.0	106.2	6305.0									17.5	40944.0	26.3	17503.0
11456	chr16	44331572	44332588	17	51.4	11456	130.2	4086.0	122.3	4681.0	30.0	16136.0	127.2	4490.0									12.1	52244.0	6.46	52461.0
11458	chr16	91646516	91647914	17	51.4	11458	171.9	2184.0	244.1	991.0	46.4	10890.0	69.8	11223.0	38.8	486.0	26.2	13520.0	30.9	13681.0	68.9	2798.0	48.7	11812.0	59.2	4375.0
11460	chr17	46253455	46254361	18	51.4	11460	48.4	15396.0	57.0	13346.0	41.3	12272.0	68.5	11435.0			6.39	34915.0			35.5	10157.0	45.7	13233.0	18.4	26510.0
11463	chr19	46347948	46349718	21	51.4	11463			55.2	13709.0			57.4	13534.0			8.94	32621.0			28.7	13332.0	50.3	11127.0	39.0	9715.0
11464	chrX	8174664	8176940	3	51.4	11464	65.9	11756.0	57.9	13163.0	45.2	11179.0	47.5	15833.0			9.58	31782.0					26.9	27567.0	12.2	38514.0
11467	chr1	4807948	4809130	1	50.8	11467	40.0	17287.0	69.3	10989.0	44.7	11181.0	54.3	14077.0	12.2	6446.0										
11469	chr1	93478994	93480314	1	50.8	11469	92.6	7605.0	84.9	8673.0	64.5	7016.0	90.1	8137.0	28.4	1227.0			22.6	16142.0	122.1	536.0	110.1	1693.0	41.3	8715.0
11470	chr1	152089160	152090180	1	50.8	11470	74.3	10214.0	74.4	10184.0	33.9	14488.0	64.2	12098.0							10.9	24070.0			20.1	24001.0
11471	chr1	171245931	171246857	1	50.8	11471	128.5	4145.0	120.4	4801.0			105.6	6316.0												
11473	chr1	183220845	183221731	1	50.8	11473	60.9	12513.0	59.3	12809.0	30.5	15736.0	53.1	14386.0	17.6	3741.0	8.94	31859.0			52.5	4960.0	34.4	20295.0	38.0	10023.0
11474	chr2	13792621	13793581	2	50.8	11474	127.7	4210.0	78.5	9600.0	44.7	11192.0	74.1	10392.0	12.2	6465.0									8.76	46399.0
11475	chr2	30980250	30981770	2	50.8	11475	87.6	8236.0	57.9	13077.0	40.2	12461.0	51.9	14655.0											25.1	18328.0
11478	chr2	103072836	103073870	2	50.8	11478	101.0	6648.0			31.1	15535.0									35.5	9944.0	22.6	32627.0	30.0	14419.0
11479	chr2	131950289	131951457	2	50.8	11479	25.9	21909.0	42.0	16529.0	40.2	12472.0	36.4	18548.0			7.66	33448.0			34.8	10222.0	6.73	67393.0		
11480	chr2	154568889	154569925	2	50.8	11480	60.1	12714.0	62.5	12221.0	52.0	9433.0	74.7	10305.0									24.5	30180.0	15.4	31419.0
11482	chr3	27152833	27154423	4	50.8	11482	77.6	9669.0	74.8	10104.0			64.8	12000.0			13.4	25486.0			54.6	4607.0	72.7	5277.0	18.7	25918.0
11483	chr3	33844131	33845027	4	50.8	11483	59.2	12876.0	54.7	13727.0	52.0	9437.0	58.7	13148.0									10.8	55358.0		
11484	chr3	69314893	69316065	4	50.8	11484	70.9	10754.0	69.8	10929.0	45.2	11051.0	66.7	11680.0												
11485	chr3	95928665	95929505	4	50.8	11485	91.8	7712.0	78.9	9535.0	45.2	11056.0	57.4	13433.0	23.0	2118.0					78.5	2022.0	64.9	6720.0	25.4	18150.0
11487	chr3	142880011	142881193	4	50.8	11487	35.0	18797.0	67.1	11384.0	33.9	14512.0	56.8	13559.0							17.7	19730.0	24.5	30204.0	19.1	25256.0
11488	chr3	146107574	146108668	4	50.8	11488	70.1	10889.0	67.1	11385.0	61.6	7485.0	71.0	10923.0									22.9	32301.0		
11490	chr4	47353985	47355169	5	50.8	11490	40.9	17094.0	43.3	16205.0	43.0	11681.0	53.7	14261.0												
11491	chr4	86857721	86858823	5	50.8	11491	127.7	4220.0	63.9	11995.0	54.3	8899.0	67.3	11572.0												
11495	chr4	150281376	150283060	5	50.8	11495	45.1	16079.0	41.5	16654.0	28.8	16432.0	49.4	15248.0	10.4	7600.0	14.1	24729.0					47.6	12268.0		
11500	chr5	52741439	52742477	6	50.8	11500	75.1	10106.0	65.2	11733.0	45.2	11069.0	63.6	12241.0									12.1	51834.0	17.8	27443.0
11501	chr5	88565340	88566356	6	50.8	11501	31.7	19871.0	49.3	14890.0	44.7	11223.0	63.6	12243.0							12.3	23372.0	23.7	31249.0	19.6	24667.0
11502	chr5	96792656	96794384	6	50.8	11502	24.2	22625.0	66.1	11560.0	37.9	13199.0	56.2	13714.0									5.65	70923.0		
11503	chr5	115326550	115327484	6	50.8	11503	74.3	10245.0	70.3	10874.0	35.1	14117.0	66.1	11802.0					57.6	7568.0	23.9	15786.0	25.0	29586.0	12.7	37090.0
11506	chr5	139150378	139151260	6	50.8	11506	34.2	19083.0	33.8	18701.0	28.8	16442.0	42.0	17101.0												
11507	chr6	66896607	66897667	7	50.8	11507	55.9	13590.0	80.3	9360.0	39.0	12854.0	58.7	13171.0									11.3	53981.0		
11508	chr6	71831186	71832516	7	50.8	11508	34.2	19087.0	37.9	17583.0	49.2	10101.0	64.8	12025.0	20.8	2741.0			38.4	11468.0	41.6	7730.0	55.4	9231.0	27.9	15984.0
11509	chr6	87888460	87889492	7	50.8	11509	86.8	8368.0	83.0	8959.0	62.2	7406.0	85.8	8698.0												
11510	chr6	91516429	91517445	7	50.8	11510	155.2	2762.0	154.6	2819.0	70.7	6107.0	145.1	3381.0												
11516	chr7	98177716	98179868	8	50.8	11516	51.7	14537.0	54.7	13744.0	22.1	19569.0	48.8	15413.0									26.1	28336.0	8.76	46599.0
11518	chr7	133775294	133776202	8	50.8	11518	63.4	12102.0	56.1	13475.0	39.6	12691.0	64.8	12038.0									11.0	54841.0		
11521	chr8	83898868	83899812	10	50.8	11521	74.3	10265.0	54.3	13836.0	33.4	14758.0	68.5	11395.0			17.9	20252.0					36.3	18953.0	19.8	24417.0
11522	chr8	105289259	105290873	10	50.8	11522	89.3	8064.0	68.4	11161.0					8.58	8843.0			60.1	7234.0	63.5	3350.0	49.0	11673.0	24.9	18671.0
11523	chr9	14379055	14380523	12	50.8	11523	65.1	11843.0	68.4	11164.0	34.5	14360.0	55.0	14000.0											12.4	37736.0
11524	chr9	56995441	56996341	12	50.8	11524	78.4	9580.0	37.4	17735.0	41.9	12038.0	66.7	11725.0							51.9	5133.0	14.5	46486.0	19.6	24732.0
11525	chr9	104001193	104003189	12	50.8	11525	72.6	10523.0	67.5	11322.0	26.0	17679.0	56.2	13746.0	5.87	10005.0	7.03	34352.0			43.0	7372.0	28.0	26283.0	50.7	5966.0
11527	chr9	112233762	112235278	12	50.8	11527	65.9	11688.0	84.9	8706.0	27.1	17201.0	72.9	10624.0												
11529	chr10	80137502	80138780	9	50.8	11529	88.4	8194.0	93.5	7609.0	41.9	12052.0	98.2	7163.0					35.1	12403.0						
11531	chr11	5150677	5152425	13	50.8	11531	78.4	9594.0	74.8	10141.0	48.6	10268.0	66.1	11837.0												
11532	chr11	32226591	32228317	13	50.8	11532	43.4	16542.0	45.6	15730.0	30.0	16073.0	67.3	11614.0	14.0	5600.0									27.0	16836.0
11534	chr11	60045662	60046712	13	50.8	11534	83.4	8851.0	89.4	8123.0	44.7	11288.0	87.1	8547.0	18.1	3655.0	11.5	28573.0	11.7	19622.0	19.1	18975.0	40.1	16454.0	27.2	16649.0
11535	chr11	60536723	60537791	13	50.8	11535	53.4	14185.0	56.6	13404.0	36.8	13619.0	57.4	13487.0							36.8	9544.0	31.8	22632.0	12.7	37250.0
11536	chr11	61928969	61930135	13	50.8	11536	31.7	19968.0	69.8	10967.0	26.6	17475.0	73.5	10540.0												
11537	chr11	85140036	85140798	13	50.8	11537	85.1	8639.0	75.3	10064.0	25.4	17957.0	46.3	16070.0	13.1	6101.0	10.2	30549.0			25.9	14709.0	61.9	7444.0	24.0	19615.0
11538	chr11	86484906	86486132	13	50.8	11538	121.0	4763.0	74.8	10147.0	53.2	9240.0	108.1	6118.0							21.8	17243.0	16.7	42298.0	21.9	21855.0
11540	chr11	98438248	98439354	13	50.8	11540	63.4	12138.0	66.1	11585.0	46.9	10718.0	87.1	8552.0					38.4	11530.0	32.1	11542.0	130.3	1005.0	33.0	12698.0
11542	chr11	100440414	100441190	13	50.8	11542	73.4	10411.0	48.8	15025.0	42.4	11896.0	57.4	13491.0	10.4	7724.0	12.8	26836.0			30.7	12188.0	27.7	26646.0	13.1	36300.0
11544	chr11	120467860	120468690	13	50.8	11544	92.6	7665.0	68.0	11258.0	54.9	8827.0	157.4	2841.0												
11545	chr12	24974922	24976290	15	50.8	11545	48.4	15359.0	55.7	13582.0	35.1	14188.0	85.8	8738.0			10.2	30587.0	28.4	14388.0	39.6	8506.0	23.1	32112.0	27.7	16258.0
11546	chr12	102756932	102757874	15	50.8	11546	106.0	6197.0	90.3	8031.0	57.1	8353.0	80.3	9514.0					24.2	15769.0			55.2	9344.0	72.2	2828.0
11549	chr13	59584690	59585582	14	50.8	11549	50.1	14974.0	62.0	12355.0	37.3	13467.0	74.1	10449.0	14.9	5128.0	24.9	14281.0	71.0	5797.0	32.8	11268.0	95.3	2672.0	51.4	5831.0
11552	chr14	52279611	52281745	11	50.8	11552	88.4	8208.0	49.3	14945.0	39.0	12936.0	50.6	15017.0					19.2	17452.0	86.0	1583.0	85.3	3543.0		
11557	chr16	17404202	17405464	17	50.8	11557	50.1	14993.0	123.2	4608.0	36.2	13842.0	62.4	12532.0			10.2	30760.0							16.4	30067.0
11559	chr17	32284536	32285770	18	50.8	11559	28.4	21187.0	52.5	14268.0	44.7	11328.0	37.0	18506.0							102.4	948.0	57.1	8778.0	32.7	12868.0
11561	chr18	32937827	32938705	20	50.8	11561	266.2	839.0	219.4	1252.0	38.5	13140.0	45.7	16263.0									31.8	22714.0		
11563	chr18	66458934	66459962	20	50.8	11563	60.9	12670.0	71.6	10675.0	32.8	15043.0	96.9	7348.0			8.94	32588.0								
11565	chr19	46002608	46004118	21	50.8	11565	71.8	10732.0	64.8	11880.0	47.5	10614.0	53.7	14364.0			28.7	12088.0	26.7	15046.0	89.4	1428.0	36.3	19068.0		
11566	chr19	46395339	46396225	21	50.8	11566	223.6	1204.0	126.8	4335.0			137.7	3818.0							19.8	18683.0	24.8	30123.0		
11568	chrX	20848329	20849519	3	50.8	11568	59.2	13028.0	47.0	15490.0	33.4	14850.0	46.3	16130.0	14.0	5680.0	12.8	27118.0					44.1	14129.0	12.2	38515.0
11569	chrX	72917984	72920108	3	50.8	11569	65.9	11759.0	79.8	9465.0	54.9	8873.0	69.8	11234.0									8.88	61580.0	11.5	40018.0
11570	chrX	142682374	142684390	3	50.8	11570	69.2	11149.0	70.3	10922.0	24.3	18563.0	99.4	7055.0												
11571	chr1	12990861	12992803	1	50.3	11571	48.4	15224.0	57.5	13168.0	16.4	22704.0	54.3	14078.0									11.0	54530.0	15.7	30937.0
11572	chr1	37864837	37866021	1	50.3	11572	65.1	11763.0	67.1	11363.0	35.1	14059.0	43.8	16574.0			8.3	32654.0			47.8	5990.0	39.8	16512.0	34.4	11800.0
11573	chr1	59671070	59672216	1	50.3	11573	131.0	4008.0	65.7	11622.0	115.9	2242.0	66.7	11661.0												
11574	chr1	74504913	74506311	1	50.3	11574	61.7	12337.0	73.0	10403.0	50.9	9670.0	71.0	10897.0	15.8	4545.0	36.4	8784.0	24.2	15587.0	83.9	1650.0	73.5	5131.0	21.4	22258.0
11578	chr1	153739295	153741379	1	50.3	11578	27.5	21235.0	45.2	15781.0	19.8	20713.0	66.7	11666.0							17.7	19656.0	35.0	19895.0	9.91	43483.0
11580	chr2	27426692	27427734	2	50.3	11580	60.1	12706.0	61.1	12482.0			64.8	11987.0	10.4	7569.0					60.0	3764.0	40.4	16154.0	25.6	17910.0
11584	chr2	91070272	91071022	2	50.3	11584	81.8	9044.0	104.9	6290.0	40.7	12305.0	97.6	7215.0	23.9	1918.0	20.4	17427.0	120.3	2389.0	36.8	9386.0	106.0	1941.0	68.9	3120.0
11586	chr2	132143751	132144517	2	50.3	11586	70.1	10879.0	74.4	10188.0	60.5	7688.0	69.8	11144.0											6.92	50980.0
11587	chr2	155825501	155826729	2	50.3	11587	140.2	3464.0	135.0	3813.0	88.8	3980.0	137.7	3794.0	14.9	4989.0	18.5	19307.0			82.6	1753.0	64.9	6719.0	10.6	41741.0
11589	chr2	180256367	180257335	2	50.3	11589	167.7	2280.0	135.9	3757.0	48.1	10347.0	68.5	11359.0	35.7	605.0	24.9	14013.0	18.4	17550.0			71.3	5490.0	58.1	4523.0
11590	chr2	181679175	181680341	2	50.3	11590	108.5	5899.0	111.3	5654.0	26.0	17609.0	116.7	5270.0							105.1	869.0			46.6	6987.0
11591	chr2	181837514	181838888	2	50.3	11591	108.5	5900.0	113.6	5419.0	84.8	4342.0	98.8	7066.0			12.8	26389.0	60.1	7193.0	60.7	3669.0	32.0	22307.0	7.84	48733.0
11592	chr3	9608575	9609553	4	50.3	11592	51.7	14490.0	73.9	10263.0	44.1	11367.0	63.0	12351.0												
11593	chr3	138526177	138527207	4	50.3	11593	101.8	6567.0	69.8	10931.0	49.2	10078.0	74.1	10403.0	19.9	2963.0	71.5	3234.0	261.5	390.0	25.9	14515.0	133.5	909.0	50.3	6045.0
11594	chr3	146519358	146520776	4	50.3	11594	83.4	8807.0	98.1	7036.0	51.5	9561.0	118.6	5134.0												
11595	chr4	32615923	32617151	5	50.3	11595			74.4	10195.0	7.92	31071.0	67.9	11463.0												
11596	chr4	40948845	40949599	5	50.3	11596	83.4	8808.0	67.1	11386.0	59.4	7900.0	190.2	1793.0												
11597	chr4	114908628	114910438	5	50.3	11597	70.1	10895.0	66.6	11470.0	40.2	12492.0	63.0	12358.0			14.1	24707.0	51.8	8592.0	45.7	6543.0	25.3	29241.0	43.1	8081.0
11599	chr4	117913869	117915155	5	50.3	11599	155.2	2758.0	145.5	3236.0	113.7	2344.0	156.8	2856.0			15.3	23025.0	32.6	13023.0			46.6	12769.0	29.7	14600.0
11600	chr4	123182130	123183786	5	50.3	11600	74.3	10233.0	66.6	11471.0	48.1	10355.0	72.2	10685.0			12.1	27340.0			17.7	19748.0	24.2	30562.0	16.1	30221.0
11601	chr4	126428800	126429940	5	50.3	11601	131.8	3974.0	117.2	5071.0	51.5	9568.0	124.1	4676.0					10.9	19722.0	101.7	959.0	61.4	7559.0	65.5	3519.0
11605	chr5	9162259	9163011	6	50.3	11605	63.4	12078.0	53.8	13908.0	40.7	12329.0	71.0	10932.0												
11606	chr5	36580832	36582250	6	50.3	11606	48.4	15277.0	50.6	14592.0	31.7	15349.0	83.4	9017.0	19.9	2976.0			34.3	12566.0			40.4	16184.0	9.22	45330.0
11610	chr5	124327806	124328442	6	50.3	11610	163.5	2443.0	155.1	2796.0	51.5	9580.0	75.3	10228.0							47.8	6028.0	24.5	30245.0	16.6	29445.0
11612	chr6	57690772	57692634	7	50.3	11612	64.2	11947.0	64.3	11917.0	19.8	20796.0	71.0	10936.0									25.6	28973.0	9.22	45371.0
11614	chr6	83078110	83079296	7	50.3	11614	113.5	5426.0	81.2	9235.0	40.7	12346.0	55.6	13848.0	9.93	7926.0	26.2	13314.0	40.9	10855.0	59.4	3888.0	40.6	16016.0	25.1	18409.0
11615	chr6	86683917	86684813	7	50.3	11615	101.8	6593.0	72.5	10505.0	44.7	11236.0	70.4	11060.0	12.2	6548.0	28.1	12209.0	16.7	18147.0	24.6	15400.0	52.2	10332.0	30.4	14155.0
11618	chr6	136807576	136808796	7	50.3	11618	166.0	2341.0	184.8	1864.0	41.9	12014.0	126.6	4512.0							61.4	3588.0	44.7	13754.0	15.0	32377.0
11619	chr7	3617234	3618218	8	50.3	11619	107.6	6009.0	74.8	10120.0			111.8	5744.0	13.5	5783.0	12.8	26578.0			43.7	7152.0	38.2	17615.0		
11620	chr7	4444468	4445432	8	50.3	11620	45.1	16102.0	44.7	15906.0	50.3	9849.0	61.7	12582.0	9.48	8244.0										
11624	chr7	104312195	104314541	8	50.3	11624	155.2	2767.0	117.7	5026.0	35.6	13951.0	107.4	6154.0												
11625	chr7	116334567	116335751	8	50.3	11625	117.6	5040.0	145.5	3240.0	14.7	24067.0	167.9	2431.0												
11626	chr7	118740897	118741805	8	50.3	11626	94.3	7429.0	91.7	7847.0	74.7	5563.0	93.2	7776.0												
11627	chr7	127512929	127514335	8	50.3	11627	29.2	20742.0	58.8	12941.0	69.0	6325.0	67.9	11492.0							22.5	16709.0			11.3	40217.0
11628	chr7	127877010	127878024	8	50.3	11628	48.4	15305.0	63.0	12170.0	32.8	14917.0	58.0	13328.0							30.0	12447.0				
11629	chr8	22124396	22125796	10	50.3	11629	61.7	12412.0	72.1	10563.0	31.7	15385.0	64.8	12041.0									10.5	56317.0	11.5	39731.0
11630	chr8	22858447	22859415	10	50.3	11630	67.6	11374.0	68.0	11239.0	33.9	14552.0	45.7	16189.0							51.2	5250.0	17.5	40735.0	10.4	42516.0
11632	chr8	120533274	120535666	10	50.3	11632	57.6	13262.0	37.4	17730.0	33.4	14762.0	45.1	16346.0					23.4	15977.0	62.1	3525.0			33.2	12490.0
11636	chr9	43105951	43107101	12	50.3	11636	55.9	13620.0	69.8	10956.0	42.4	11865.0	75.3	10247.0					6.68	20342.0	23.9	15878.0	34.4	20403.0	48.4	6512.0
11637	chr9	59352651	59353965	12	50.3	11637	73.4	10394.0	70.3	10891.0	17.5	22173.0	63.6	12266.0									34.7	20181.0	23.3	20295.0
11642	chr10	34019387	34020393	9	50.3	11642	140.2	3484.0	95.8	7344.0			59.9	12949.0	25.7	1612.0			68.5	6110.0	223.1	80.0	73.2	5197.0	100.1	1213.0
11644	chr10	53628242	53630662	9	50.3	11644	36.7	18388.0	45.6	15728.0			49.4	15299.0	13.5	5830.0	24.3	14611.0	36.8	11941.0	33.4	10894.0	40.4	16236.0	25.1	18462.0
11647	chr10	81321764	81322652	9	50.3	11647	171.0	2204.0	65.2	11756.0	50.3	9868.0	58.7	13206.0												
11648	chr10	81357859	81359401	9	50.3	11648	93.4	7551.0	127.7	4267.0	123.3	1956.0	152.5	3054.0									22.6	32805.0		
11651	chr10	95501308	95502206	9	50.3	11651	55.1	13802.0	83.5	8903.0	43.5	11580.0	87.7	8460.0					20.0	17101.0	24.6	15505.0	58.4	8374.0	28.6	15511.0
11654	chr11	4873547	4874711	13	50.3	11654	65.9	11700.0	63.9	12026.0	60.5	7730.0	68.5	11410.0												
11655	chr11	5787583	5788601	13	50.3	11655	253.6	918.0	211.2	1373.0	140.3	1448.0	248.2	975.0	37.0	550.0					26.6	14267.0	92.0	2905.0	20.1	24156.0
11656	chr11	20113130	20114234	13	50.3	11656	60.9	12602.0	77.1	9795.0	53.2	9232.0	77.8	9891.0			12.1	27608.0					64.9	6749.0		
11657	chr11	22286737	22287489	13	50.3	11657	69.2	11087.0	78.5	9628.0	45.2	11108.0	78.4	9778.0							21.2	17644.0	28.5	25731.0	17.1	28756.0
11658	chr11	33148086	33149056	13	50.3	11658	58.4	13135.0	61.1	12520.0	37.3	13445.0	58.7	13213.0							78.5	2036.0	20.5	35870.0	33.2	12517.0
11660	chr11	74926674	74927774	13	50.3	11660	57.6	13287.0	55.7	13576.0	33.4	14791.0	56.2	13754.0			23.0	15602.0					17.5	40835.0		
11665	chr12	72664137	72665185	15	50.3	11665	138.5	3576.0	121.8	4712.0	87.7	4108.0	107.4	6166.0							53.2	4910.0	72.7	5305.0	35.3	11419.0
11667	chr12	79171000	79171956	15	50.3	11667	55.9	13653.0	58.4	13047.0	41.3	12242.0	61.7	12622.0			17.2	21157.0								
11668	chr12	83596135	83597777	15	50.3	11668	79.3	9499.0	78.5	9636.0	53.7	9110.0	58.0	13372.0	19.0	3331.0	23.6	15159.0			36.2	9843.0	58.1	8455.0	100.7	1197.0
11671	chr13	4608758	4609674	14	50.3	11671	80.1	9380.0	75.3	10072.0	49.8	10015.0	67.9	11518.0											21.7	22168.0
11672	chr13	12566536	12567432	14	50.3	11672	72.6	10543.0	52.5	14260.0	30.5	15880.0	85.8	8745.0												
11673	chr13	23562310	23563270	14	50.3	11673	77.6	9747.0	69.3	11049.0	47.5	10566.0	48.2	15634.0	58.2	181.0	28.1	12342.0			316.6	31.0	69.7	5824.0	22.4	21316.0
11676	chr13	98889133	98890309	14	50.3	11676	91.8	7768.0	91.2	7913.0	68.4	6458.0	88.3	8397.0									16.1	43377.0	23.3	20354.0
11678	chr13	114386127	114387773	14	50.3	11678	85.1	8653.0	89.9	8088.0	45.8	11001.0	90.1	8191.0									7.8	64600.0		
11679	chr14	19823653	19824405	11	50.3	11679	50.9	14800.0	118.6	4967.0	39.6	12746.0	111.1	5827.0	11.3	7201.0	25.5	13847.0	27.6	14687.0	45.0	6807.0	111.4	1639.0	19.6	24830.0
11680	chr14	20392971	20394565	11	50.3	11680	59.2	12991.0	65.7	11689.0	21.5	19974.0	67.3	11633.0	16.7	4248.0	24.3	14708.0	31.7	13395.0	122.8	534.0	71.9	5433.0	93.4	1468.0
11681	chr14	26970675	26971705	11	50.3	11681	55.9	13661.0	56.1	13502.0	39.6	12748.0	57.4	13500.0							40.3	8299.0	33.9	20910.0	58.8	4446.0
11683	chr14	45656671	45657601	11	50.3	11683	80.9	9276.0	74.8	10159.0	87.7	4110.0	67.3	11637.0												
11684	chr14	55822518	55824282	11	50.3	11684	41.7	17012.0	35.6	18218.0	33.9	14624.0	58.0	13384.0							40.9	8042.0	32.6	21996.0	13.1	36363.0
11685	chr14	60784554	60785308	11	50.3	11685	51.7	14611.0	61.6	12459.0	40.2	12583.0	45.1	16392.0	14.0	5634.0					39.6	8525.0	65.4	6634.0	43.8	7890.0
11688	chr15	12118260	12119476	16	50.3	11688	55.1	13839.0	50.6	14650.0	53.2	9257.0	61.7	12630.0									11.8	52907.0	12.9	36858.0
11690	chr15	36164166	36165922	16	50.3	11690	40.0	17486.0	49.3	14949.0	33.4	14822.0	47.5	15807.0							7.51	25869.0	13.5	49001.0	8.3	47972.0
11692	chr15	76351294	76352172	16	50.3	11692	65.9	11736.0	70.7	10835.0	48.1	10439.0	136.5	3887.0	20.8	2800.0	15.3	23508.0			27.3	13982.0	40.1	16483.0	44.0	7823.0
11694	chr15	83349070	83350794	16	50.3	11694	73.4	10432.0	78.5	9640.0	52.6	9390.0							91.9	3863.0	15.7	21445.0	16.4	42891.0	29.5	14852.0
11695	chr15	93596163	93597055	16	50.3	11695	57.6	13324.0	52.5	14266.0	42.4	11921.0	59.3	13108.0									10.2	57406.0		
11696	chr15	99458148	99458904	16	50.3	11696	45.9	15989.0	104.5	6397.0	32.8	15023.0	57.4	13511.0	13.1	6157.0	12.8	26989.0					20.2	36436.0		
11701	chr16	30309282	30310212	17	50.3	11701	72.6	10567.0	83.0	8997.0	41.3	12260.0	63.6	12318.0											9.22	45669.0
11702	chr16	35983831	35984987	17	50.3	11702	55.9	13677.0	70.7	10840.0	46.9	10739.0	63.6	12321.0							23.2	16464.0	34.2	20700.0		
11704	chr17	21566599	21567619	18	50.3	11704	74.3	10312.0	67.5	11354.0	59.9	7864.0	88.9	8335.0									20.2	36449.0		
11705	chr17	25184543	25185295	18	50.3	11705	132.7	3952.0	131.4	4038.0	50.9	9782.0	129.7	4336.0			18.5	19814.0	13.4	19259.0	32.1	11617.0	145.9	654.0		
11707	chr17	47924412	47925786	18	50.3	11707	55.1	13858.0	64.8	11877.0	40.7	12429.0	68.5	11437.0							18.4	19597.0	22.6	32927.0	22.4	21370.0
11708	chr17	53566073	53567089	18	50.3	11708	77.6	9783.0	65.7	11703.0	32.2	15276.0	66.1	11868.0	11.7	6960.0	28.1	12414.0			42.3	7639.0	48.4	11972.0		
11712	chr18	31633775	31634655	20	50.3	11712	64.2	12032.0	70.7	10844.0	53.2	9272.0	76.6	10096.0	17.2	4099.0	10.2	30842.0	21.7	16641.0	59.4	3943.0	19.1	38193.0		
11713	chr18	35599333	35600567	20	50.3	11713	72.6	10590.0	105.4	6279.0	73.5	5783.0	129.0	4375.0												
11714	chr18	76258655	76260351	20	50.3	11714			15.1	26301.0			16.1	26919.0									29.9	24504.0		
11715	chr19	4509671	4510611	21	50.3	11715	80.9	9298.0	90.3	8040.0	42.4	11934.0	89.5	8272.0					17.5	18047.0	19.1	19154.0	64.9	6774.0		
11718	chr19	45005440	45006696	21	50.3	11718	123.5	4590.0	135.0	3836.0	58.8	8093.0	84.0	8987.0							35.5	10182.0	90.7	3043.0	70.3	3002.0
11720	chrX	38634351	38636965	3	50.3	11720	65.9	11758.0	68.4	11205.0	52.6	9418.0	64.2	12209.0	12.2	6715.0	12.1	28004.0			25.2	15250.0	18.3	39537.0	14.1	34535.0
11721	chrX	42068820	42071356	3	50.3	11721	12.5	29859.0	60.7	12625.0	51.5	9663.0	53.1	14518.0			7.66	34047.0								
11724	chrX	167380724	167382660	3	50.3	11724	71.8	10738.0	95.8	7359.0	44.7	11339.0	86.4	8665.0									10.2	57541.0	6.92	51440.0
11726	chr1	38896945	38897967	1	49.7	11726	89.3	8005.0	80.3	9340.0	50.3	9799.0	71.0	10893.0	12.6	6201.0							31.8	22498.0		
11727	chr1	43825807	43827349	1	49.7	11727	68.4	11153.0	71.6	10604.0	39.6	12614.0	62.4	12435.0			12.1	27147.0					20.7	35213.0		
