id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2	kmeans
NM_029999	chr17	72918305	72941946	+	3063.0	1	Lbh|1810009F10Rik|6720416L16Rik|-|17 E2|17|protein-coding	21.754	29.234	42.194	20.725	74.334	Lbh	-0.003417504960560505	-0.0009821298112079905	5
NM_178372	chr17	25298394	25300161	+	1209.0	1	Prss34|C130091P12|Mcp11|mMcp-11|-|17 A3.3|17 12.53 cM|protein-coding	25.859	36.314	50.473	16.137999999999998	88.133	Prss34	-0.004304254942230871	-0.004193443914122112	5
NM_009923	chr11	100574939	100581739	+	2327.0	1	Cnp|CNPase|Cnp-1|Cnp1|RP24-319D9.2|11 D|11 63.47 cM|protein-coding	15.65	18.698	32.234	11.893	56.01	Cnp	-0.0027405711656580266	-0.0011919566177728115	5
NM_019456	chr2	22774327	22875653	+	2524.0	1	Apbb1ip|9930118P07Rik|Prp48|RP23-114M13.1|2 A3|2|protein-coding	23.212	33.773	51.756	19.425	89.819	Apbb1ip	-0.004397527297692822	-0.003251894535336502	5
NM_011116	chr7	27532018	27553112	-	2148.0	1	Pld3|Sam-9|-|7 A3|7|protein-coding	21.793000000000006	26.096	43.774	19.68	75.28699999999998	Pld3	-0.0035388673616507547	-0.0008319246027288277	5
NM_178650	chr19	4184357	4191047	-	1747.0	1	Tbc1d10c|1810062O14Rik|AI428527|-|19 A|19|protein-coding	34.927	44.662	63.374	36.316	108.962	Tbc1d10c	-0.004728717686142293	-0.0002237001070637826	5
NM_001103178	chr19	57033264	57119024	-	5903.0	1	Ablim1|2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|AV079770|AW060987|AW215784|Limab1|mKIAA0059|-|19 D2|19 52.09 cM|protein-coding	33.9	37.301	58.636	30.56	100.509	Ablim1	-0.004447337342686164	0.0002929401876694478	5
NM_011876	chr9	106203108	106215387	+	1583.0	1	Twf2|A6-related|AU014993|Ptk9l|Ptk9r|-|9 F1|9|protein-coding	27.294	33.665	49.529	28.758000000000006	84.652	Twf2	-0.0036612199776861884	0.00018922590304475449	5
NM_008359	chr6	120463197	120483727	+	3955.0	1	Il17ra|AW538159|Cdw217|Il17r|VDw217|-|6 F1|6 56.95 cM|protein-coding	29.574	33.353	47.393	23.615	80.954	Il17ra	-0.0035288706050908896	-0.0005899506032574625	5
NM_010876	chr5	134220259	134229625	-	2709.0	1	Ncf1|NCF-47K|NOXO2|Ncf-1|p47-phox|p47<phox>|p47phox|-|5 G2|5 74.47 cM|protein-coding	61.415	133.017	128.012	59.684	218.172	Ncf1	-0.009716509150154463	-0.01835122763171852	5
NM_027410	chr5	144195347	144223578	-	4137.0	1	Tecpr1|2210010N04Rik|mKIAA1358|-|5 G2|5|protein-coding	23.897	28.567	45.565	23.196	77.63	Tecpr1	-0.003506623216266816	-0.0003706751548337647	5
NM_146145	chr4	101151974	101265282	-	5272.0	1	Jak1|AA960307|C130039L05Rik|RP23-336G7.2|4 C6|4 46.19 cM|protein-coding	63.529	83.353	112.566	60.12300000000001	189.793	Jak1	-0.008220371998756415	-0.003125256868251771	5
NM_008452	chr8	72319062	72321654	+	1811.0	1	Klf2|Lklf|-|8|8 C1|protein-coding	61.67	87.01799999999999	152.26	47.92100000000001	255.757	Klf2	-0.012943584574738194	-0.011531008517832779	5
NM_001164040	chr15	74955106	74959905	+	1858.0	1	Ly6e|9804|Ly67|RIG-E|Sca-2|TSA-1|Tsa1|-|15 D3|15 34.29 cM|protein-coding	218.381	286.55	431.159	181.273	713.107	Ly6e	-0.03303721422760346	-0.02416227504812933	5
NM_011346	chr1	164062076	164080785	+	2310.0	1	Sell|AI528707|CD62L|L-selectin|LECAM-1|Lnhr|Ly-22|Ly-m22|Lyam-1|Lyam1|-|1 H2.2|1 71.37 cM|protein-coding	51.324	59.084	109.56	35.692	177.815	Sell	-0.00872425869505093	-0.006693175890686266	5
NM_013758	chr19	53143997	53247326	+	4243.0	1	Add3|AI463285|R75380|-|19 D2|19 47.18 cM|protein-coding	17.275	27.463	41.786	15.43	67.649	Add3	-0.0032728065428046394	-0.003875743834325492	5
NM_011407	chr11	83116845	83122659	+	1853.0	1	Slfn1|AV316259|RP23-308N3.1|11 C|11 50.3 cM|protein-coding	85.21799999999998	98.435	153.797	57.91	248.341	Slfn1	-0.011453983039544651	-0.009121326317404215	5
NR_033148	chr5	137629123	137642896	+	4491.0	1	Gm20605|Lrch4-sap25|-|-|ncRNA	18.122	24.664	42.848	18.407	69.117	Gm20605	-0.00327729842755818	-0.0022275928157021304	5
NM_178785	chr17	32390661	32403581	-	3658.0	1	Rasal3|A430107D22Rik|-|17 B1|17|protein-coding	26.132	32.944	59.94	27.873	96.516	Rasal3	-0.004499818737626378	-0.0019534331078017064	5
NM_007645	chr7	45233632	45238839	-	1216.0	1	Cd37|Tspan26|-|7 B4|7 29.2 cM|protein-coding	39.806	55.958	78.502	42.28100000000001	124.699	Cd37	-0.005347858711779021	-0.0036696412870820022	5
NM_027206	chr3	95139521	95142360	-	1118.0	1	Tnfaip8l2|1810019A08Rik|AW610835|TIPE2|-|3 F2.1|3|protein-coding	12.295	26.498	40.35	14.09	64.092	Tnfaip8l2	-0.003213996567278447	-0.005032586137622514	5
NM_011673	chr4	59189550	59222833	+	3708.0	1	Ugcg|AU043821|C80537|Epcs21|GlcT-1|Ugcgl|RP23-57N22.4|4 B3|4 32.44 cM|protein-coding	33.782	34.861	60.566	34.454	95.187	Ugcg	-0.0039962123038146695	0.0004207271032444957	5
NM_001168652	chr5	137629123	137641099	+	2244.0	1	Lrch4|2810008P14Rik|2900069C24Rik|AI558103|LRN|LRRN4|SAP25|mFLJ00248|-|5 G2|5|protein-coding	27.957	39.781	65.21300000000001	28.289	101.717	Lrch4	-0.0047216925206471725	-0.004460409712717753	5
NM_153560	chr2	32535359	32569750	+	4204.0	1	Fam102a|AI426465|C230093N12Rik|Eeig1|RP23-255P20.4|2 B|2|protein-coding	20.605	31.752	41.658	13.545	64.391	Fam102a	-0.002998798918893264	-0.005472718107886337	5
NR_105939	chr17	35194972	35195049	+	77.0	1	Mir6973a|mmu-mir-6973a|-|-|ncRNA	30.478	34.836	56.834	16.423	86.613	Mir6973a	-0.004090148360104816	-0.005454684163582433	5
NM_144551	chr12	15791727	15816785	-	4193.0	1	Trib2|AW319517|TRB-2|TRB2|-|12 A1.1|12|protein-coding	25.876	28.223000000000006	49.151	21.378	74.744	Trib2	-0.003326661396608937	-0.002255193236474137	5
NM_029575	chr9	116087695	116175363	-	4704.0	1	Tgfbr2|1110020H15Rik|AU042018|DNIIR|RIIDN|TBR-II|TbetaR-II|TbetaRII|-|9 F3|9 68.39 cM|protein-coding	24.215	34.901	50.394	17.435	74.681	Tgfbr2	-0.0034308177836428915	-0.006037669694481575	5
NM_153137	chr1	193175504	193201546	-	2103.0	1	Traf3ip3|6030423D04Rik|AI115021|T3jam|RP23-282D4.1|1 H6|1|protein-coding	21.781	27.104	52.938	19.156	77.955	Traf3ip3	-0.003718002245371672	-0.004244402895657164	5
NM_001278269	chr15	6579847	6665608	+	4840.0	1	Fyb|ADAP|B630013F22Rik|FYB-120/130|Slap130|p120/130|p120/p130|-|15 A1|15|protein-coding	19.162	32.755	75.393	13.855	110.321	Fyb	-0.006021124089853204	-0.010691044672921741	5
NM_009006	chr19	6341160	6355619	+	4614.0	1	Map4k2|AI385662|BL44|GCK|Rab8ip|-|19 A|19|protein-coding	19.455	24.519	52.857	22.912	75.398	Map4k2	-0.003510257511109296	-0.0033131749468782645	5
NM_009025	chr8	13567218	13677587	-	4092.0	1	Rasa3|AI326412|C86362|E130011G04|GAPIII|scat|-|8 A1.1|8 6.29 cM|protein-coding	17.369	30.192	65.047	12.873	84.485	Rasa3	-0.004424236379311417	-0.011177804186789762	5
NR_105744	chr9	110281287	110281409	+	122.0	1	Mir6236|mmu-mir-6236|-|-|ncRNA	102.022	140.003	82.134	45.903	428.427	Mir6236	-0.02294664208673394	0.037104476237247185	6
NM_001002895	chr17	27563769	27565727	-	630.0	1	AI413582|AI854251|-|17 A3.3|17|protein-coding	10.51	14.589	10.517	9.291	52.028	AI413582	-0.002735519267402577	0.005671354447654953	6
NM_001161428	chr19	3935186	3949340	+	1980.0	1	Unc93b1|Unc-93B1|Unc93b|-|19 A|19|protein-coding	13.038	20.5	22.474	12.226	88.307	Unc93b1	-0.004909383867405227	0.007126025573230892	6
NM_013737	chr17	43568451	43612201	+	1901.0	1	Pla2g7|R75400|-|17|17 C|protein-coding	21.207	33.927	32.96	16.041	129.099	Pla2g7	-0.007148012268219545	0.009172211771855279	6
NM_007408	chr4	86656565	86670059	-	1877.0	1	Plin2|AA407157|ADPH|Adfp|Adrp|RP23-95O1.5|4 C4|4 40.69 cM|protein-coding	13.329	22.193	21.158	14.032	80.152	Plin2	-0.004294065233619692	0.006318575719634446	6
NM_011662	chr7	30413788	30417579	+	559.0	1	Tyrobp|DAP12|KARAP|Ly83|-|7 B|7 17.45 cM|protein-coding	59.601000000000006	141.909	138.721	35.936	519.9540000000002	Tyrobp	-0.03029334104102015	0.020015291669336518	6
NM_008339	chr11	106311341	106314529	-	1190.0	1	Cd79b|B29|Ig-beta|Igb|Igbeta|RP23-418O11.7|11 E1|11 68.89 cM|protein-coding	10.6	18.762	17.941	9.837	67.209	Cd79b	-0.0036749514845235694	0.00451646175288728	6
NM_007780	chr15	78325990	78351001	+	4749.0	1	Csf2rb|AI848964|AIC2B|Bc|CDw131|Csf2rb1|Csfgmrb|Il3r|Il3rb|Il3rb1|Il5rb|-|15 E1|15 37.36 cM|protein-coding	14.684	19.744	17.474	12.994000000000002	65.39399999999999	Csf2rb	-0.003345464401721145	0.0058036091168416435	6
NM_001190320	chr6	123229843	123247024	+	1148.0	1	Clec4n|Clec6a|Clecsf10|Nkcl|-|6 F3|6 58.3 cM|protein-coding	7.739	18.108	15.64	3.273	58.229	Clec4n	-0.003370812186891298	0.001578686940791985	6
NM_011355	chr2	91096797	91115756	+	1326.0	1	Spi1|Dis-1|Dis1|PU.1|Sfpi-1|Sfpi1|Spi-1|Tcfpu1|Tfpu.1|RP23-20F9.1|2 E3|2 50.44 cM|protein-coding	19.816	32.247	41.485	14.632	153.539	Spi1	-0.008845776295232166	0.009976444557841165	6
NM_010821	chr19	12460779	12465285	+	4332.0	1	Mpeg1|MPS1|Mpg-1|-|19 A|19|protein-coding	20.228	32.326	35.319	19.975	130.012	Mpeg1	-0.0071197685730846685	0.009824926438632585	6
NM_007801	chr9	90054267	90076095	+	1609.0	1	Ctsh|AL022844|-|9 E3.1|9 47.4 cM|protein-coding	8.83	17.945999999999994	18.302	10.644	67.058	Ctsh	-0.003690095057017383	0.0044688331058221715	6
NM_009970	chr19	61224402	61228418	-	1836.0	1	Csf2ra|CD116|Csfgmra|GM-CSF-Ra|GM-CSFR|-|19 D3|19 56.89 cM|protein-coding	11.276	13.643	21.029	9.446	76.226	Csf2ra	-0.00430670319922204	0.006351023302342743	6
NM_009921	chr9	109847377	109849456	-	593.0	1	Camp|CAP18|Cnlp|Cramp|FALL39|MCLP|-|9 F2|9 59.8 cM|protein-coding	128.409	212.333	230.843	80.303	827.7139999999998	Camp	-0.04676936449161847	0.044994904538121085	6
NM_010194	chr7	80377758	80387946	-	2741.0	1	Fes|AI586313|BB137047|FPS|c-fes|-|7 D3|7 45.65 cM|protein-coding	5.55	9.973	13.295	5.312	47.11600000000001	Fes	-0.002700511832839877	0.0029603084853572536	6
NM_001291020	chr2	129592839	129632228	+	3821.0	1	Sirpa|AI835480|Bit|CD172a|P84|Ptpns1|SHP-1|SHPS-1|SIRP|RP23-37B4.2|2 F3|2 63.19 cM|protein-coding	7.612	14.422	17.843	6.732	62.835	Sirpa	-0.0035976962319715367	0.0035343870688009805	6
NM_026985	chr8	3665762	3668905	+	1123.0	1	Mcemp1|1810033B17Rik|-|8 A1|8 1.92 cM|protein-coding	19.592	32.632	38.641	10.134	133.829	Mcemp1	-0.007695681565250563	0.0062087285995742715	6
NM_010442	chr8	75093618	75100593	+	1569.0	1	Hmox1|D8Wsu38e|HO-1|HO1|Hemox|Hmox|Hsp32|-|8 C1|8 35.59 cM|protein-coding	13.969	17.247	17.7	11.836	59.772	Hmox1	-0.003051613306270259	0.004972345673840596	6
NM_010185	chr1	171229572	171234349	-	651.0	1	Fcer1g|AI573376|CD23|FcR-gamma|FcR[g]|FcRgamma|Fce1g|FcepsilonRI|Ly-50|-|1 H3|1 79.23 cM|protein-coding	55.105	75.015	88.081	33.855	296.378	Fcer1g	-0.016363900585576567	0.017589722218436132	6
NM_007403	chr7	139978941	139992488	-	3008.0	1	Adam8|CD156|CD156a|E430039A18Rik|MS2|-|7|7 F3-F5|protein-coding	10.393	16.838	19.117	8.985	64.16	Adam8	-0.0035226265190314078	0.003799255469535585	6
NM_026414	chr6	86628174	86629704	+	1528.0	1	Asprv1|2300003P22Rik|AA986851|SASP|SASPase|Taps|-|6 D1|6|protein-coding	11.19	18.846	22.618	5.935	75.756	Asprv1	-0.004343851781963311	0.0032073734328752863	6
NM_013521	chr17	17876471	17883939	-	1319.0	1	Fpr1|FPR|LXA4R|fMLF-R|-|17 A3.2|17 10.63 cM|protein-coding	9.722	14.744000000000002	15.473	7.725	51.817	Fpr1	-0.002787160105015141	0.0031299983514735856	6
NM_010188	chr1	171051169	171059403	-	1346.0	1	Fcgr3|CD16|-|1 H3|1 78.8 cM|protein-coding	12.392	25.643	32.33	7.3820000000000014	107.662	Fcgr3	-0.006303699157364668	0.0038216801334073672	6
NM_009402	chr7	18884690	18890438	+	676.0	1	Pglyrp1|PGRP|PGRP-S|Pglyrp|Tag7|Tasg7|Tnfsf3l|-|7|7 A3|protein-coding	57.53	107.719	116.647	27.311	383.386	Pglyrp1	-0.02193987553005201	0.011381768928616916	6
NM_008175	chr11	102430322	102436809	+	2318.0	1	Grn|Pgrn|epithelin|RP23-226P4.4|11 D|11 66.29 cM|protein-coding	14.753	22.565	29.783	11.55	97.778	Grn	-0.0054899880643998035	0.005580769721580078	6
NM_001198825	chr16	84954436	85173707	-	3228.0	1	App|Abeta|Abpp|Adap|Ag|Cvap|E030013M08Rik|betaApp|-|16 C3-qter|16 46.92 cM|protein-coding	12.165	17.145	17.192999999999998	10.755999999999998	56.37600000000001	App	-0.002908411871646999	0.003946137119070484	6
NM_053214	chr17	33555707	33607764	+	3803.0	1	Myo1f|C330006B10Rik|-|17 B-C|17 17.98 cM|protein-coding	9.4	17.198	21.735	6.527	71.017	Myo1f	-0.004072268121749616	0.003001484258449009	6
NM_011175	chr12	102394098	102439697	-	1858.0	1	Lgmn|AEP|AI746452|AU022324|Prsc1|-|12 E|12|protein-coding	9.135	17.006	16.509	11.512	53.81399999999999	Lgmn	-0.002792451271659117	0.003428172977449961	6
NM_019946	chr6	138140537	138156752	+	937.0	1	Mgst1|1500002K10Rik|Gst|-|6 G1|6|protein-coding	13.06	28.164	28.328000000000007	9.756	92.143	Mgst1	-0.005170580789079664	0.002759562004514541	6
NM_001082547	chr16	36184212	36188110	+	408.0	1	Gm5483|EG433016|-|16 B3|16|protein-coding	9.039	19.143	15.838	3.985	51.44600000000001	Gm5483	-0.002860503246135693	0.0005045104883203784	6
NM_008685	chr15	103248218	103255416	-	1663.0	1	Nfe2|45kDa|NF-E2|p45|p45NFE2|p45nf-e2|-|15 F3|15 58.62 cM|protein-coding	10.282	14.469	16.158	6.735	51.886	Nfe2	-0.002811361716767961	0.002786244087770834	6
NM_028595	chr19	11469368	11482196	+	1834.0	1	Ms4a6c|2200009H22Rik|2210417N07Rik|-|19 A|19|protein-coding	7.586	10.195	16.815	5.457000000000002	53.757	Ms4a6c	-0.003078680216891793	0.003158631700494033	6
NM_010819	chr6	123262107	123275268	+	1328.0	1	Clec4d|Clecsf8|Mpcl|mcl|-|6 F3|6 58.33 cM|protein-coding	8.836	19.189	24.7	5.605	78.95100000000002	Clec4d	-0.004618945342733412	0.0023296583382638745	6
NM_009909	chr1	74153994	74161246	+	3039.0	1	Cxcr2|CD128|CDw128|Cmkar2|Gpcr16|IL-8Rh|IL-8rb|IL8RA|Il8rb|mIL-8RH|-|1 C3|1 38.41 cM|protein-coding	5.089	12.643	17.132	1.985	54.03	Cxcr2	-0.0032477636533939013	0.0009281145834452801	6
NM_001082960	chr7	128062640	128118491	+	4650.0	1	Itgam|CD11b/CD18|CR3|CR3A|Cd11b|F730045J24Rik|Ly-40|MAC1|Mac-1|Mac-1a|-|7|7 F4|protein-coding	18.232	36.367	46.256	10.101	145.537	Itgam	-0.008464666490543836	0.004057795938547522	6
NM_009656	chr5	121567687	121593824	-	2192.0	1	Aldh2|Ahd-5|Ahd5|-|5|5 F-G1|protein-coding	20.113	36.51300000000001	55.303	16.746	171.608	Aldh2	-0.009916118720119656	0.0073824417073444035	6
NM_030691	chr7	121064067	121074530	-	2125.0	1	Igsf6|-|-|7|7 F2-F3|protein-coding	8.421	12.901	17.534000000000002	6.784	54.351000000000006	Igsf6	-0.003031024989099035	0.002782340248769004	6
NM_008491	chr2	32384637	32387739	-	845.0	1	Lcn2|24p3|AW212229|Sip24|RP23-161B9.11-003|2 A3|2 22.09 cM|protein-coding	257.151	442.642	516.83	139.86	1600.6629999999998	Lcn2	-0.0904035151763619	0.04898528818279288	6
NM_010734	chr17	35185095	35188440	-	410.0	1	Lst1|B144|RP23-115O3.4|17 B1|17 18.59 cM|protein-coding	15.945	23.476	33.517	10.398	102.768	Lst1	-0.00581566832340079	0.0046876857796882	6
NM_010828	chr10	17723228	17725674	+	1965.0	1	Cited2|AI835299|ER154-like|Mrg1|Msg2|p35srj|-|10 A2|10|protein-coding	22.351	24.973000000000006	32.053000000000004	19.306	98.005	Cited2	-0.005047561697098733	0.007796109011059766	6
NM_010266	chr19	21391307	21472661	-	5401.0	1	Gda|AU015411|AW047581|-|19 B|19 14.32 cM|protein-coding	5.695	12.672	16.569000000000006	4.114	50.024	Gda	-0.002901381814535859	0.001168457867545561	6
NM_017370	chr8	109575128	109579172	-	1338.0	1	Hp|HP-1|preHP2|-|8 D3|8 57.11 cM|protein-coding	45.25899999999999	77.124	99.894	28.191	300.846	Hp	-0.017058127474954676	0.009805977270156791	6
NM_011313	chr3	90612894	90614414	+	714.0	1	S100a6|2A9|5B10|CALCYCLIN|Cacy|PRA|-|3 F1-F2|3 39.35 cM|protein-coding	42.143	101.102	131.404	20.646	391.656	S100a6	-0.02312758200534756	0.004207072243899031	6
NM_010559	chr3	89869324	89913162	-	3331.0	1	Il6ra|CD126|IL-6R|Il6r|-|3 F1|3 39.19 cM|protein-coding	6.039	9.355	16.207	6.627000000000002	48.285	Il6ra	-0.002727301154751135	0.002711684043097558	6
NM_175511	chr2	32066885	32083705	-	4007.0	1	Fam78a|A130092J06Rik|RP23-55I14.8|2 B|2|protein-coding	11.965	12.148	23.905	10.189	71.208	Fam78a	-0.0039472281393183595	0.005168048654164514	6
NM_183249	chr11	83746940	83752646	+	433.0	1	Wfdc21|1100001G20Rik|Wdnm1-like|RP23-430I21.5|11 C|11|protein-coding	29.423	56.3	61.49	17.272000000000002	182.321	Wfdc21	-0.010199032177214287	0.003373345037781221	6
NM_010730	chr19	20373434	20390671	-	1380.0	1	Anxa1|Anx-1|Anx-A1|C430014K04Rik|Lpc-1|Lpc1|-|19 B|19 13.83 cM|protein-coding	29.214	69.86	99.61	19.06	294.275	Anxa1	-0.0173773697574765	0.005065488480822295	6
NM_008611	chr9	7558429	7568486	+	2441.0	1	Mmp8|BB138268|-|9 A1|9|protein-coding	40.826	109.096	156.778	20.826	459.132	Mmp8	-0.02751248851400384	0.0038877764039055383	6
NM_009911	chr1	128588199	128592299	-	1810.0	1	Cxcr4|CD184|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo|-|1 E4|1 56.43 cM|protein-coding	31.049	42.258	61.756	27.108	180.234	Cxcr4	-0.009829603723992664	0.009943392972317498	6
NM_011580	chr2	118111922	118127133	+	5778.0	1	Thbs1|TSP-1|TSP1|Thbs-1|tbsp1|RP23-234E8.1|2 F1-F3|2 59.34 cM|protein-coding	19.54	37.064	48.657	9.136	141.373	Thbs1	-0.0081816883152592	0.0022230152544894365	6
NM_001001806	chr17	84183928	84187947	-	3529.0	1	Zfp36l2|Brf2|ERF2|Tis11d|-|17 E4|17|protein-coding	51.574	45.147	88.90299999999998	44.72	256.768	Zfp36l2	-0.013757149999528323	0.021169729486034017	6
NM_175451	chr10	84526305	84533888	-	2911.0	1	Ckap4|5630400A09Rik|CLIMP-63|P63|-|10 C1|10|protein-coding	14.036	21.871	24.067	7.956	69.24600000000001	Ckap4	-0.0037536295005655795	0.0018334627882831446	6
NM_001099217	chr15	75108161	75111949	-	795.0	1	Ly6c2|Ly-6C.2|Ly-6C2|-|15 D3|15|protein-coding	67.263	100.427	124.601	49.81	357.019	Ly6c2	-0.01930618708600395	0.014209095786918502	6
NM_008437	chr7	44572445	44586846	+	1468.0	1	Napsa|KAP|Kdap|NAP1|SNAPA|pronapsin|-|7 B4|7|protein-coding	12.447	24.641	27.331	12.675	78.289	Napsa	-0.004212210486873519	0.002440944749511552	6
NM_020561	chr10	57794544	57811830	+	1781.0	1	Smpdl3a|0610010C24Rik|AI529588|ASM3A|ASML3|ASML3A|-|10 B4|10|protein-coding	7.059	14.064	23.676	4.625	67.462	Smpdl3a	-0.003983079866638552	0.0015306146851876193	6
NM_011436	chr9	41968489	42124289	-	6888.0	1	Sorl1|2900010L19Rik|AI596264|AW261561|LR11|SorLA|gp250|mSorLA|-|9 B|9|protein-coding	5.932	11.774	16.531	4.569	46.86600000000001	Sorl1	-0.0026810026516910467	0.00106401758537076	6
NM_001206391	chr13	55005985	55020819	-	2873.0	1	Hk3|HK III|HK-III|-|13 B1|13|protein-coding	7.657999999999999	13.167	16.898	5.232	47.813	Hk3	-0.002667162287396069	0.0012278909020941792	6
NM_001289442	chr15	80572597	80652854	+	5370.0	1	Grap2|GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38|-|15|15 E2|protein-coding	14.11	15.698	31.379	9.157	88.197	Grap2	-0.005010274592906428	0.0044259073198571934	6
NM_133198	chr12	70190815	70227683	-	2799.0	1	Pygl|-|-|12 C2|12 29.01 cM|protein-coding	18.027	39.503	53.62600000000001	9.772	150.518	Pygl	-0.008777083228905717	0.001145234100104974	6
NM_001033632	chr7	141015812	141016892	-	537.0	1	Ifitm6|A330075D07|Dspa2f|Fgls5|fragilis5|-|7 F5|7|protein-coding	47.371	94.907	115.767	21.53	322.423	Ifitm6	-0.018475644866438167	0.0011331971928688414	6
NM_008694	chr9	110419808	110423012	+	1155.0	1	Ngp|bectenecin|-|9 F2|9|protein-coding	534.788	913.145	1031.474	318.353	2856.762	Ngp	-0.15615562017859205	0.046720953355137575	6
NM_053108	chr13	75839886	75850151	+	1322.0	1	Glrx|C86710|D13Wsu156e|Glrx1|Grx1|TTase|RP23-475P8.1|13 C1|13 40.95 cM|protein-coding	9.605	15.158	21.285	8.418	58.543	Glrx	-0.003204035437695153	0.002168202212721396	6
NM_145158	chr17	71252176	71310965	-	3900.0	1	Emilin2|FOAP-10|-|17 E1.3|17|protein-coding	7.64	15.586	21.142	4.567	58.089	Emilin2	-0.0033418694238640787	0.0005403895965427607	6
NM_021293	chr7	43527456	43533171	-	2480.0	1	Cd33|Siglec-3|gp67|-|7 B4|7 28.25 cM|protein-coding	9.193	20.678	25.727	4.4289999999999985	70.315	Cd33	-0.004065846708880961	-0.00022488065369392343	6
NM_001077496	chr11	79513385	79523762	-	3525.0	1	Evi2b|Evi-2|Evi2|RP23-271B20.2|11 B5|11|protein-coding	5.921	11.067	17.183	4.182	46.727	Evi2b	-0.002690235166509256	0.0008785265543001582	6
NM_008522	chr9	111019292	111042766	+	2723.0	1	Ltf|Csp82|Lf|MMS10R|Ms10r|-|9 F|9 60.79 cM|protein-coding	88.633	197.812	239.102	38.625	649.955	Ltf	-0.03750709686170863	-0.004369992386710912	6
NM_007653	chr10	128909866	128912818	+	889.0	1	Cd63|C75951|ME491|Tspan30|-|10 D3|10 77.19 cM|protein-coding	9.947	19.435	20.887	8.128	56.468	Cd63	-0.003031435477753652	0.0007564566475036295	6
NM_026862	chr7	24743983	24760311	-	2695.0	1	Cd177|1190003K14Rik|Pdp3|-|7 A3|7|protein-coding	28.877	68.618	73.057	10.082	195.537	Cd177	-0.011198626281506176	-0.0042748909091858325	6
NM_001161365	chr12	102283641	102390854	+	3742.0	1	Rin3|6430500K07|C86933|-|12 E|12|protein-coding	12.33	14.821	26.002	9.578	69.467	Rin3	-0.0038188615253738688	0.0032348994658045077	6
NM_008405	chr16	96422298	96443614	-	2600.0	1	Itgb2l|5033406G21Rik|pactolus|-|16 C4|16|protein-coding	8.511000000000001	14.762	19.191	4.141	51.143	Itgb2l	-0.002884891812133932	0.0003515104259929138	6
NM_145634	chr11	115116214	115133992	-	1855.0	1	Cd300lf|CLIM1|CLM-1|CLM1|Digr2|F730004D16Rik|IREM1|IgSF13|LMIR3|Pigr3|RP23-342L24.3|11 E2|11|protein-coding	9.376	19.266	24.231	5.999	63.489	Cd300lf	-0.0035751354052462156	3.737585396159815e-05	6
NM_008920	chr2	84980461	84983632	+	830.0	1	Prg2|MBP|mMBP|mMBP-1|RP23-232L15.2|2 D|2 49.45 cM|protein-coding	27.821	54.797	84.90299999999998	24.377	220.75	Prg2	-0.012542337535462734	0.003347869224357669	6
NM_009114	chr3	90692630	90695721	-	516.0	1	S100a9|60B8Ag|AW546964|BEE22|Cagb|GAGB|L1Ag|MRP14|p14|-|3 F1-F2|3 39.91 cM|protein-coding	1870.341	3745.281	4429.7959999999985	983.989	11458.735	S100a9	-0.6416310706502342	-0.08254910568991886	6
NR_040409	chr3	96555768	96566801	-	1669.0	1	Gm15441|ENSMUSG00000074398|OTTMUSG00000021867|-|-|ncRNA	22.624	22.477	45.188	14.417	115.139	Gm15441	-0.006338801971165105	0.005163504072517906	6
NM_013650	chr3	90669071	90670034	+	387.0	1	S100a8|60B8Ag|AI323541|B8Ag|CFAg|CP-10|Caga|MRP8|p8|-|3 F1-F2|3 39.9 cM|protein-coding	1787.2020000000002	3671.484	4546.153	974.863	11498.646	S100a8	-0.6471888861510121	-0.11762788928304352	6
NM_153408	chr1	36264602	36273425	-	2577.0	1	Neurl3|2010300P06Rik|Lincr|-|1 B|1|protein-coding	8.912	11.771	22.997	5.272	56.916	Neurl3	-0.0032427581382091053	0.0011494589048837856	6
NM_010824	chr11	87793784	87804412	+	2530.0	1	Mpo|mKIAA4033|RP23-449P23.5|11 C|11 52.22 cM|protein-coding	5.052	21.501	35.468	2.742	87.419	Mpo	-0.005335647167899488	-0.002449555797685635	6
NM_001130459	chr11	3917078	3931961	-	2017.0	1	Tcn2|AW208754|Tcn-2|RP23-453E10.1|11 A1|11 2.76 cM|protein-coding	7.916	12.614	22.244	4.604	54.724	Tcn2	-0.0031375757665065697	0.0004357280735546138	6
NM_011311	chr3	90603770	90606045	+	494.0	1	S100a4|18A2|42a|Capl|FSp1|Mts1|PeL98|metastasin|pk9a|-|3 F1-F2|3 39.27 cM|protein-coding	24.432	71.068	93.306	26.11	226.473	S100a4	-0.012802694086435678	-0.003497302613767547	6
NR_030718	chrX	96239926	96243642	+	2774.0	1	F630028O10Rik|ENSMUSG00000065522|Gm14924|OTTMUSG00000018496|RP23-23B17.2|X C3|X|ncRNA	6.995	13.993	20.317	3.816	48.307	F630028O10Rik	-0.002752297540958172	-0.0007339594045244346	6
