id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2
NM_027246	NM_027246	chr10	93583029	93589658	-	807.0	1	Snrpf|2010013O18Rik|SMF|sm-F|snRNP-F|-|10 C2|10|protein-coding	26.433000000000003	28.351	16.573	25.43	9.481	Snrpf	0.0010966632747293579	-4.236276906919346e-05
NM_010848	NM_010848	chr10	21124930	21160984	-	3403.0	1	Myb|AI550390|M16449|c-myb|-|10 A3|10 9.75 cM|protein-coding	50.922	38.983000000000004	27.33	55.592	24.156	Myb	0.0017985138768787617	0.009312071473940238
NM_001163479	NM_001163479	chr3	153907289	153910967	-	1267.0	1	Rabggtb|-|-|3 H3|3 78.76 cM|protein-coding	105.81200000000001	84.87100000000001	62.495	88.059	25.625	Rabggtb	0.004514769225291713	0.003379089235232783
NM_019949	NM_019949	chr2	84798828	84810003	+	1381.0	1	Ube2l6|2810489I21Rik|RIG-B|UBCH8|Ubce8|Ubcm8|RP23-399J8.4|2|2 E1|protein-coding	17.297	13.368	6.752000000000001	20.145	14.039000000000001	Ube2l6	0.00026673687678230025	0.0055547539927407455
NM_030018	NM_030018	chr16	91574508	91597680	-	2213.0	1	Tmem50b|AU015466|AU019872|B230114J08Rik|-|16 C3.3|16|protein-coding	10.226	14.437999999999999	17.576	10.988	38.36	Tmem50b	-0.001789469620812368	0.0011989248699775757
NM_008188	NM_008188	chr6	113046327	113068273	+	2049.0	1	Thumpd3|AW556087|Gt(ROSA)26asSor|Gtrosa26as|-|6 E3|6 52.73 cM|protein-coding	41.028	39.812	30.22	38.229	13.927999999999999	Thumpd3	0.0016804276372493884	-0.0011265099668732786
NM_028986	NM_028986	chr2	148681120	148692949	+	4127.0	1	Gzf1|8430437G08Rik|Zfp336|mGZF1|RP23-377E1.2|2|2 H1|protein-coding	18.4	12.731	9.672	15.119000000000002	5.875	Gzf1	0.0006673558726187394	0.001849120005115588
NM_025686	NM_025686	chr8	27123832	27128632	-	1377.0	1	Brf2|2700059M06Rik|5730512K07Rik|AU018504|AU022602|BRFU|TFIIIB50|-|8 A2|8|protein-coding	12.874	11.545	10.633	11.991	5.895	Brf2	0.0004190793955763103	-0.00025584462341191104
NM_145070	NM_145070	chr5	123973628	124003215	+	4358.0	1	Hip1r|AA410023|mKIAA0655|-|5 F|5|protein-coding	6.962000000000001	9.948	10.735999999999999	7.528	16.205	Hip1r	-0.0005633580412349364	-0.0005150403940306006
NM_011188	NM_011188	chr5	21785283	21803784	+	1767.0	1	Psmc2|-|-|5 A3|5 9.97 cM|protein-coding	129.376	124.97	99.92200000000001	138.469	47.34	Psmc2	0.005643465894252661	0.0007259100210234479
NM_146201	NM_146201	chr7	127233443	127237860	+	2637.0	1	Zfp553|2600009K23Rik|AI431057|BC026401|C330013F15Rik|ENSMUSG00000054461|Znf48|-|7 F3|7|protein-coding	16.162	12.76	11.787	14.578	7.744	Zfp553	0.00047260399980818377	0.0007205768444770063
NM_008186	NM_008186	chr7	46796094	46823800	+	2728.0	1	Gtf2h1|62kDa|AW743425|AW822074|BTF2 p62|C77871|p62|-|7 B4|7|protein-coding	37.361	35.297	30.839000000000002	38.183	18.042	Gtf2h1	0.0012782024115200027	-8.448366491282704e-05
NM_023196	NM_023196	chr3	129878606	129895825	+	1555.0	1	Pla2g12a|2310004B05Rik|GXII|GXII-1|GXII-1-PLA2|Pla2g12|Rossy|mGXII-1|-|3 H1|3|protein-coding	26.223000000000003	16.21	12.23	25.21	6.25	Pla2g12a	0.0011905759298045224	0.004513281707234009
NM_001161782	NM_001161782	chr4	65604986	65616240	+	3189.0	1	Trim32|1810045E12Rik|3f3|BBS11|Zfp117|RP23-468K2.1|4 C1|4 34.43 cM|protein-coding	16.124000000000002	17.305	12.517000000000001	13.357999999999999	5.771	Trim32	0.0006021963209737035	-0.0016189341337782817
NM_020561	NM_020561	chr10	57794544	57811830	+	1781.0	1	Smpdl3a|0610010C24Rik|AI529588|ASM3A|ASML3|ASML3A|-|10 B4|10|protein-coding	7.059	14.064	23.676	4.625	67.462	Smpdl3a	-0.003989147175155603	0.00163107866313764
NM_146167	NM_146167	chr6	48718621	48724636	+	1265.0	1	Gimap7|IAN7|Ian3|-|6 B2.3|6|protein-coding	13.318	14.344000000000001	18.235	14.565999999999999	40.542	Gimap7	-0.0017426101850123827	0.00306548505121247
NM_013470	NM_013470	chr5	96793385	96845968	+	1582.0	1	Anxa3|Anx3|-|5 E3|5 47.29 cM|protein-coding	13.192	26.381	19.984	14.274000000000001	46.34	Anxa3	-0.0020324948430668543	-0.00019438017976590997
NM_008916	NM_008916	chr11	75631020	75648865	+	2627.0	1	Inpp5k|C62|Pps|SKIP|RP23-136K12.4|11 B5|11 45.92 cM|protein-coding	16.655	23.094	29.612	17.329	34.834	Inpp5k	-0.0011145069209786884	-0.0034889546623044472
NM_133993	NM_133993	chr10	85871831	85889103	+	2562.0	1	Pwp1|2310058A11Rik|2610205J09Rik|AI098170|AL022879|AV083409|AW550690|-|10 C1|10|protein-coding	42.528999999999996	38.861	30.761999999999997	41.39	18.202	Pwp1	0.001529169927763977	0.0009607646511182196
NM_011020	NM_011020	chr3	40745613	40790365	+	3537.0	1	Hspa4l|94kDa|AI461691|APG-1|Osp94|-|3 B|3|protein-coding	10.782	7.595	6.568	14.597000000000001	4.005	Hspa4l	0.0005389120365366097	0.002493269923677507
NM_009984	NM_009984	chr13	64363214	64370306	-	1961.0	1	Ctsl|1190035F06Rik|Ctsl1|MEP|fs|nkt|-|13 B3|13 33.26 cM|protein-coding	5.385	6.216	8.718	4.975	17.189	Ctsl	-0.0007820597117282542	0.00046123722267152795
NM_001109745	NM_001109745	chr6	87842615	87851106	-	2150.0	1	Cnbp|AA408710|Cnbp1|Znf9|-|6|6 D1-D2|protein-coding	522.094	491.68699999999995	377.05300000000005	452.98900000000003	163.611	Cnbp	0.021079601827772222	-0.019427265389634095
NM_025427	NM_025427	chr14	79288750	79301635	-	907.0	1	Rgcc|1190002H23Rik|Rgc-32|Rgc32|-|14 D3|14|protein-coding	13.03	7.263	5.772	14.38	13.224	Rgcc	-2.2829656890961843e-05	0.004976274097612761
NM_144539	NM_144539	chr1	171632403	171653037	-	3967.0	1	Slamf7|19A|19A24|4930560D03Rik|CRACC|CS1|-|1|1 H2|protein-coding	32.4	6.871	2.392	23.744	7.207000000000001	Slamf7	0.001148911130280086	0.012133068666805344
NM_029665	NM_029665	chr13	106794439	106936915	-	4250.0	1	Ipo11|1700081H05Rik|2510001A17Rik|AI314624|AW555235|E330021B14Rik|Ranbp11|-|13 D2.1|13|protein-coding	12.612	10.618	7.699	13.049000000000001	4.525	Ipo11	0.0005272438071352547	0.0011816496220821888
NM_008669	NM_008669	chr15	82329532	82338826	-	1901.0	1	Naga|-|-|15 E|15 38.56 cM|protein-coding	9.302999999999999	10.540999999999999	15.34	8.895	19.69	Naga	-0.0006838326342695036	-0.0009789370214057208
NM_013566	NM_013566	chr15	102215995	102231935	-	2657.0	1	Itgb7|Ly69|-|15 F3|15 57.39 cM|protein-coding	22.855	25.016	45.625	16.834	83.98	Itgb7	-0.0041901235086922945	-0.0003147822567399327
NM_010227	NM_010227	chrX	74223461	74246534	-	8299.0	1	Flna|ABP-280|Dilp2|F730004A14Rik|Fln1|GENA 379|filamin-1|RP23-436K3.1|X A7.3|X 37.89 cM|protein-coding	61.218	86.346	100.117	70.972	135.407	Flna	-0.0043411800987788905	-0.006317936000247622
NM_001301281	NM_001301281	chr4	148077061	148088064	-	3975.0	1	Agtrap|3300002E14Rik|AT1R|Atrap|D4Wsu124e|RP23-139J21.6|4 E1|4 78.67 cM|protein-coding	5.851	6.996	8.18	5.7170000000000005	13.747	Agtrap	-0.0005135335102119091	0.00013924151764050792
NM_145478	NM_145478	chr15	88862194	88865726	+	2411.0	1	Pim3|BC026639|Kid1|-|15 E3|15|protein-coding	64.139	49.46	33.927	55.641000000000005	15.203	Pim3	0.0028117066967708122	0.004796863963889264
NM_008655	NM_008655	chr10	80930091	80932204	+	1260.0	1	Gadd45b|AI323528|Myd118|-|10 C1|10 39.72 cM|protein-coding	602.5419999999999	807.8710000000001	669.416	557.9540000000001	143.97899999999998	Gadd45b	0.030590016917051096	-0.18249163389355494
NM_001252545	NM_001252545	chr2	144556229	144590753	+	2759.0	1	Sec23b|-|RP23-70J9.7|2|2 H1|protein-coding	44.99100000000001	44.25	36.096	48.23	22.674	Sec23b	0.001563217568095002	0.0006388052631841987
NM_007793	NM_007793	chr10	78425670	78427622	+	597.0	1	Cstb|AA960480|Stfb|-|10 C1|10 39.72 cM|protein-coding	69.706	81.602	73.92	62.75899999999999	127.56	Cstb	-0.003929178146894298	0.0032922151457443812
NM_024216	NM_024216	chr5	122372508	122382769	+	1392.0	1	Gpn3|A930018B01Rik|Atpbd1c|D5Ertd708e|-|5 F|5 62.33 cM|protein-coding	25.169	24.144000000000002	20.097	32.263000000000005	11.179	Gpn3	0.001137134086380657	0.0018672070927208046
NM_016969	NM_016969	chr7	3290555	3299349	+	2788.0	1	Myadm|D7Wsu62e|-|7 A1|7 1.92 cM|protein-coding	5.652	9.593	7.422999999999999	6.596	24.644000000000002	Myadm	-0.0011863320728647828	0.0018740577408857106
NM_008620	NM_008620	chr5	105115767	105139552	-	4462.0	1	Gbp4|AW228052|Mag-2|Mpa-2|Mpa2|mKIAA4245|-|5 E5|5 50.68 cM|protein-coding	25.828000000000003	15.135	14.794	31.993000000000002	16.592	Gbp4	0.000708049496371154	0.007619832421999068
NM_001009935	NM_001009935	chr3	96557957	96561857	+	2791.0	1	Txnip|1200008J08Rik|AA682105|Hyplip1|THIF|Tbp-2|VDUP1|-|3 F2.2|3 41.93 cM|protein-coding	65.977	78.215	150.364	47.302	363.1	Txnip	-0.02002702684274526	0.011467982034804073
NM_008549	NM_008549	chr17	64601649	64755110	+	6054.0	1	Man2a1|Mana-2|Mana2|Map-2|-|17|17 E1.2|protein-coding	9.103	10.588	9.377	9.603	20.085	Man2a1	-0.0006946552971448065	0.001596979778925788
NM_024206	NM_024206	chr6	113728052	113740681	-	1290.0	1	Sec13|1110003H02Rik|Sec13l1|Sec13r|-|6 E3|6 52.84 cM|protein-coding	94.829	93.93799999999999	64.96300000000001	102.369	42.361000000000004	Sec13	0.0036758277412535095	0.0047594877928326266
NM_028031	NM_028031	chr7	48789003	48827437	+	2388.0	1	Zdhhc13|2410004E01Rik|C530010M18|HIP3RP|Hip14l|kojak|skc4|-|7 B4|7|protein-coding	26.763	20.846999999999998	16.442	25.373	11.648	Zdhhc13	0.0008955260238214855	0.0026405366633900887
NM_176845	NM_176845	chr14	45593171	45658143	-	5084.0	1	Ddhd1|PA-PLA1|-|14 C1|14|protein-coding	6.1739999999999995	6.82	7.642	5.067	11.216	Ddhd1	-0.0003612950148222922	-0.0001817033452715921
NM_009366	NM_009366	chr14	76504510	76507766	+	1726.0	1	Tsc22d1|AA589566|AW105905|Egr5|TSC-22|Tgfb1i4|Tsc|Tsc22|-|14 D3|14 40.44 cM|protein-coding	5.39	6.353	7.986000000000001	3.8310000000000004	12.040999999999999	Tsc22d1	-0.00047847461013030115	-0.0005611576298033498
NM_033374	NM_033374	chr11	34226821	34783905	-	6362.0	1	Dock2|AI662014|AW122239|CED-5|Hch|MBC|RP23-32J15.2|11|11 A5|protein-coding	33.839	59.666000000000004	78.35300000000001	37.277	77.297	Dock2	-0.002509518350441937	-0.016174718148312513
NM_001166477	NM_001166477	chr17	27556653	27563671	+	1559.0	1	Hmga1-rs1|ENSMUSG00000041059|Hmgi-rs1|RP23-99M13.1|11 E2|11 84.51 cM|protein-coding	17.177	10.575999999999999	6.978	15.945	13.431	Hmga1-rs1	0.00014567053046896458	0.004898527220307083
NM_008956	NM_008956	chr10	79854432	79864435	+	3015.0	1	Ptbp1|AA407203|AL033359|HNRPI|PTB-1|PTB2|PTB3|PTB4|Ptb|pPTB|-|10 C1|10 39.72 cM|protein-coding	175.332	163.033	132.30200000000002	167.865	76.512	Ptbp1	0.006145679529778945	0.00042294860799235907
NM_029495	NM_029495	chr14	77904239	78002656	+	1855.0	1	Epsti1|2310046K10Rik|5033415K03Rik|BRESI1|-|14 D3|14|protein-coding	11.025	15.502	17.837	9.485	50.611999999999995	Epsti1	-0.002615584235359838	0.0027255902402066236
NM_008580	NM_008580	chr10	19934526	20142750	+	5361.0	1	Map3k5|7420452D20Rik|ASK|ASK1|MAPKKK5|Mekk5|-|10 A3|10|protein-coding	7.028	5.07	8.392000000000001	6.537000000000001	17.637999999999998	Map3k5	-0.0007309603324599499	0.0018096221225722652
NM_001081214	NM_001081214	chr19	46056539	46072909	+	5228.0	1	Pprc1|A930018M19|BC013720|PRC|mKIAA0595|-|19 C3|19|protein-coding	44.882	35.546	26.441999999999997	41.417	12.341	Pprc1	0.0019439959101630446	0.0030641094643981633
NM_026414	NM_026414	chr6	86628174	86629704	+	1528.0	1	Asprv1|2300003P22Rik|AA986851|SASP|SASPase|Taps|-|6 D1|6|protein-coding	11.19	18.846	22.618000000000002	5.935	75.756	Asprv1	-0.004350435031964349	0.003403291867962423
NM_001297607	NM_001297607	chr8	84834652	84840665	-	2025.0	1	Rad23a|2310040P19Rik|AL024030|HR23A|mHR23A|-|8|8 C3|protein-coding	82.698	81.95100000000001	66.873	82.787	32.143	Rad23a	0.003319694861193901	-0.0026786751889228385
NM_010194	NM_010194	chr7	80377758	80387946	-	2741.0	1	Fes|AI586313|BB137047|FPS|c-fes|-|7 D3|7 45.65 cM|protein-coding	5.55	9.972999999999999	13.295	5.312	47.11600000000001	Fes	-0.002704392679840736	0.0031184224265356844
NM_146036	NM_146036	chr12	87266728	87273952	+	1309.0	1	Ahsa1|BC023857|p38|-|12 D2|12|protein-coding	219.208	197.263	164.847	221.612	58.493	Ahsa1	0.01045050832396094	-0.0005854454265523127
NM_010879	NM_010879	chr1	43445751	43570518	+	2768.0	1	Nck2|4833426I10Rik|Grb4|NCKbeta|Nck-2|-|1|1 C1|protein-coding	4.784	7.197	7.196000000000001	5.521	10.777000000000001	Nck2	-0.00034935583506874964	-0.00034939942247172575
NM_010726	NM_010726	chr2	4918996	4938743	+	1463.0	1	Phyh|AI256161|AI265699|Lnap1|PAHX|RP23-349P20.1|2 A1|2|protein-coding	3.5810000000000004	5.905	8.275	4.371	13.04	Phyh	-0.0005756977267421659	-0.0005790259458067175
NM_029777	NM_029777	chr1	82316579	82445367	+	3501.0	1	Rhbdd1|4930418P06Rik|RRP4|mRHBDD1|MSD50|1 C5|1|protein-coding	14.257	15.323	13.937000000000001	13.375	7.3389999999999995	Rhbdd1	0.00043665411741730355	-0.0016994611760003425
NM_021335	NM_021335	chr2	143063069	143072052	+	1221.0	1	Snrpb2|2810052G09Rik|RP23-371L4.1|2 G1|2|protein-coding	58.52	63.773999999999994	44.148	69.568	23.711	Snrpb2	0.0026848081997578772	0.0011030316888035075
NM_027878	NM_027878	chr10	88322804	88357075	-	2798.0	1	Dram1|1200002N14Rik|Dram|-|10 C1|10|protein-coding	3.625	5.2589999999999995	4.371	3.228	10.329	Dram1	-0.0004399436465435425	0.00032651332189559987
NM_139149	NM_139149	chr7	127967479	127982031	+	1827.0	1	Fus|D430004D17Rik|D930039C12Rik|Fus1|Tls|-|7 F3|7|protein-coding	84.917	87.184	84.37299999999999	101.311	41.483999999999995	Fus	0.0034046903060127994	-0.003451470961918364
NM_179203	NM_179203	chr4	155740640	155761098	-	2401.0	1	Atad3a|2400004H09Rik|Atad3|Tob3|mKIAA1273|RP23-242K15.3|4 E2|4|protein-coding	51.508	37.064	24.683000000000003	46.784	14.664000000000001	Atad3a	0.002139238773169722	0.0067038153879704476
NM_001101502	NM_001101502	chr8	26977336	26981462	+	3167.0	1	Zfp703|1110032O19Rik|AI430822|AL022941|Csmn1|End2|Zeppo1|Znf703|Zpo1|-|8 A2|8|protein-coding	8.734	10.201	10.77	7.575	19.997	Zfp703	-0.0007654853256858827	0.0004667413879557083
NM_011358	NM_011358	chr11	116849897	116853094	-	1898.0	1	Srsf2|D11Wsu175e|MRF-1|Pr264|SC35|Sfrs10|Sfrs2|RP23-468A19.7|11 E2|11 81.49 cM|protein-coding	233.31900000000002	191.829	163.08	261.51599999999996	127.83200000000001	Srsf2	0.0074597790211706	0.029023279281402976
NM_133949	NM_133949	chr7	44863068	44869788	-	1869.0	1	Ptov1|1110030G05Rik|AU041779|Gcap3|-|7 B2|7|protein-coding	10.696	14.479000000000001	15.777999999999999	12.411	21.796999999999997	Ptov1	-0.0006415684594295362	-0.0005853021437963983
NM_183021	NM_183021	chr17	84190056	84466208	-	7856.0	1	Thada|6530405K19|A930021O22|AU019899|BC052885|GITA|-|17 E4|17|protein-coding	10.620999999999999	8.571	9.059	9.042	26.916	Thada	-0.0011424777955179489	0.0036964861928526003
NM_001029876	NM_001029876	chr8	124023473	124048504	+	5762.0	1	Urb2|C77575|mKIAA0133|-|8 E2|8|protein-coding	17.019000000000002	12.890999999999998	11.002	18.222	3.8760000000000003	Urb2	0.0008659159541190664	0.001549926290821209
NM_133805	NM_133805	chr1	90603425	90613341	+	1833.0	1	Cops8|9430009J09Rik|AA408242|Csn8|Sgn8|-|1 D|1|protein-coding	63.696000000000005	60.622	50.403999999999996	61.222	23.241	Cops8	0.002553515930034989	-0.0019291348903967026
NM_147151	NM_147151	chr17	34898492	34914050	+	3727.0	1	Ehmt2|Bat8|D17Ertd710e|G9a|KMT1C|NG36|RP23-349B4.3|17 B1|17 18.45 cM|protein-coding	21.116999999999997	19.39	22.628	20.988000000000003	44.015	Ehmt2	-0.0015269405711489678	0.004017782119259503
NM_001163501	NM_001163501	chr12	84149174	84218881	-	6835.0	1	Elmsan1|9430029N19Rik|C130039O16Rik|Gm260|-|12 D1|12|protein-coding	9.142000000000001	8.224	10.202	7.353	19.152	Elmsan1	-0.0007240816085797719	0.001132569744335687
NM_001171007	NM_001171007	chr6	54923942	54971661	-	4057.0	1	Nod1|C230079P11|Card4|F830007N14Rik|Nlrc1|-|6 B3|6|protein-coding	2.613	3.4810000000000003	7.843	2.262	11.087	Nod1	-0.0005595469300748042	-0.00088275908843058
NM_133214	NM_133214	chr9	15505495	15545259	+	940.0	1	Smco4|Fn5|-|9 A2|9|protein-coding	22.693	17.583	12.444	19.833	5.06	Smco4	0.0010214420333397817	0.0014850556667783254
NM_009977	NM_009977	chr2	150570415	150578944	+	980.0	1	Cst7|Cmap|RP23-156P22.1|2|2 G1-G3|protein-coding	20.954	10.184	8.347000000000001	19.282	12.556	Cst7	0.00040102968515211014	0.006089176045091643
NM_001287389	NM_001287389	chr15	78282508	78305721	-	4398.0	1	Csf2rb2|AIC2A|BetaIl3|Bil3|Csfgmrb|Il3r|Il3rb|Il3rb2|-|15 E1|15 37.22 cM|protein-coding	5.012	6.412999999999999	6.324	5.4879999999999995	21.406	Csf2rb2	-0.0010522241298536207	0.00218575151939531
NM_018789	NM_018789	chrX	101254528	101260873	+	3157.0	1	Foxo4|Afxh|Mllt7|afx|RP23-356J7.2|X C3-D|X 43.89 cM|protein-coding	7.341	9.496	11.297	8.08	17.179000000000002	Foxo4	-0.0006041079398915962	-0.00018544865306381684
NM_011772	NM_011772	chr10	128632415	128645993	-	3570.0	1	Ikzf4|A630026H08Rik|Eos|Zfpn1a4|Znfn1a4|-|10 D3|10|protein-coding	10.131	15.602	13.931	9.959	3.8810000000000002	Ikzf4	0.0004552651448736323	-0.004275096735466182
NM_009910	NM_009910	chrX	101731536	101734147	-	1604.0	1	Cxcr3|Cd183|Cmkar3|RP23-49C8.4|X D|X 44.58 cM|protein-coding	19.857	6.9110000000000005	5.941	9.437999999999999	15.6	Cxcr3	-0.00017065028423426094	0.005394681207220962
NM_021512	NM_021512	chr2	90677215	90736328	+	5645.0	1	Nup160|160kDa|2810011M03Rik|AA414952|AU020188|Gtl-13|Gtl1-13|Gtl13|mKIAA0197|RP23-8G23.1|2 E1|2|protein-coding	20.846	17.965999999999998	15.040999999999999	20.705	7.638	Nup160	0.0008381157651278972	0.0006922057008000813
NM_011733	NM_011733	chr6	131364858	131388450	-	1644.0	1	Ybx3|Csda|Dpba|MSY3|MSY4|Yb2|dbpA|oxyR|-|6 F3|6|protein-coding	337.226	204.479	108.71600000000001	344.116	63.115	Ybx3	0.017026676449873022	0.08111638224614261
NM_198095	NM_198095	chr8	71534262	71537437	-	759.0	1	Bst2|2310015I10Rik|Bst-2|C87040|CD317|DAMP-1|GREG|-|8 B3.3|8|protein-coding	53.833999999999996	45.215	33.463	71.118	36.85	Bst2	0.001587188070824652	0.012589054469009715
NM_008511	NM_008511	chr6	145121739	145174928	+	2292.0	1	Lrmp|D6Int3|D6Int4|D6Int5|D6Int7|D6Int8|Jaw1|RP24-216M19.3|6 G3|6 77.34 cM|protein-coding	21.649	52.268	65.828	28.028000000000002	25.534000000000002	Lrmp	0.00023289397331035716	-0.023735810887999056
NM_011650	NM_011650	chr1	118298518	118311132	-	3031.0	1	Tsn|2610034C24Rik|AU040286|C3PO|TB-RBP|-|1 E2.3|1|protein-coding	50.522	53.684	46.63399999999999	54.141999999999996	25.04	Tsn	0.001819956365002483	-0.0029319786960996337
NM_026170	NM_026170	chr17	26561512	26656933	+	2721.0	1	Ergic1|1200007D18Rik|maa-136|-|17|17 B1|protein-coding	48.823	36.924	27.506999999999998	46.023	16.226	Ergic1	0.0019454650424525534	0.00513144952042834
NM_013850	NM_013850	chr10	79997615	80015572	+	6546.0	1	Abca7|ABCX|Abc51|-|10 B4-C1|10 39.72 cM|protein-coding	11.85	14.052999999999999	21.549	11.624	29.728	Abca7	-0.001161499221808259	-0.0012921029018620204
NM_026513	NM_026513	chr8	107046290	107048614	-	1532.0	1	Pdf|2610019N19Rik|-|8 D3|8|protein-coding	29.761999999999997	24.899	21.544	30.281	12.857000000000001	Pdf	0.0010845367313909533	0.0017469996778597923
NM_027207	NM_027207	chr10	80172944	80175119	+	646.0	1	1600002K03Rik|-|-|10 C1|10|protein-coding	24.976	16.365	15.575	18.233	11.764000000000001	1600002K03Rik	0.0005763307782193975	0.0018203691036001387
NM_007984	NM_007984	chr5	142960355	142973189	+	2660.0	1	Fscn1|AI663989|Fan1|fascin-1|-|5 G2|5 81.84 cM|protein-coding	130.119	204.292	81.99799999999999	164.175	210.27700000000002	Fscn1	-0.0035769744968159214	0.021965888660776745
NM_001024920	NM_001024920	chr11	77508099	77513273	-	1357.0	1	Trp53i13|2410019G02Rik|Tp53i13|RP23-81E16.4|11 B5|11|protein-coding	5.343	6.162999999999999	6.2989999999999995	6.843	15.239	Trp53i13	-0.0005965581852316038	0.0016219707175725556
NM_001190846	NM_001190846	chr17	53584126	53672721	+	4080.0	1	Kat2b|A930006P13Rik|AI461839|AW536563|Pcaf|p/CAF|-|17 C|17 27.86 cM|protein-coding	3.451	3.655	5.102	2.887	11.835	Kat2b	-0.0005678592114014922	0.0006415035468873302
NM_001003919	NM_001003919	chr17	66123520	66152168	+	4121.0	1	Ddx11|4732462I11Rik|CHL1|CHLR1|KRG2|essa15a|-|17 E1.1|17|protein-coding	8.654	9.381	11.690999999999999	8.241	4.341	Ddx11	0.0002786912898457391	-0.0023123774261530872
NM_016971	NM_016971	chr10	118204964	118210046	+	1080.0	1	Il22|IL-22|IL-22a|ILTIFa|Iltif|mCG_123110|10 D2|10 66.67 cM|protein-coding	62.707	30.425	5.983	39.777	1.675	Il22	0.002983153085668155	0.013901562621366468
NM_172779	NM_172779	chrX	56454839	56507843	+	3789.0	1	Ddx26b|4930535D10Rik|6330505F04Rik|D130066O12|-|X A5|X|protein-coding	5.42	3.852	8.052	4.482	16.851	Ddx26b	-0.0007953657865031259	0.0012124611222323741
NM_153551	NM_153551	chr17	57066055	57078510	-	2495.0	1	Dennd1c|4432409M07Rik|-|17|17 E1.1|protein-coding	6.164	7.352	15.491	6.936	27.061999999999998	Dennd1c	-0.0013375152880787042	-6.570493878435651e-06
NM_020008	NM_020008	chr6	129461591	129472777	-	2269.0	1	Clec7a|BGR|Clecsf12|beta-GR|-|6 F3|6|protein-coding	3.805	8.275	6.3629999999999995	2.8339999999999996	21.372	Clec7a	-0.001148692136950542	0.0005835813077664411
NM_172567	NM_172567	chr11	105126425	105141146	+	2608.0	1	Mettl2|2810438F06Rik|AW493404|C130031G21Rik|D11Ertd768e|METL|PSENIP1|RP23-324C12.3|11 E1|11 68.61 cM|protein-coding	30.851999999999997	23.505	18.364	24.258000000000003	7.83	Mettl2	0.001236848967935106	0.0009354013152448395
NM_001278269	NM_001278269	chr15	6579847	6665608	+	4840.0	1	Fyb|ADAP|B630013F22Rik|FYB-120/130|Slap130|p120/130|p120/p130|-|15 A1|15|protein-coding	19.162	32.755	75.393	13.855	110.321	Fyb	-0.006031579038321644	-0.011178653402117952
NM_015766	NM_015766	chr17	55952623	55957022	+	1164.0	1	Ebi3|EBI-3|IL-27|-|17 D|17 29.08 cM|protein-coding	16.49	17.622	20.344	15.272	33.356	Ebi3	-0.0011385464203278735	0.0008455460594405269
NM_007981	NM_007981	chr8	46471042	46536050	+	3868.0	1	Acsl1|Acas|Acas1|Acs|FACS|Facl2|-|8|8 B2|protein-coding	7.736000000000001	7.781000000000001	7.973	8.173	15.585	Acsl1	-0.0005026759629693912	0.001445010777184401
NM_001252316	NM_001252316	chr10	127517123	127522444	-	2282.0	1	Shmt2|2700043D08Rik|AA408223|AA986903|-|10 D3|10|protein-coding	296.899	272.565	224.157	273.399	53.556999999999995	Shmt2	0.015037452933230833	-0.015298779278850894
NM_001081685	NM_001081685	chr16	97947435	97962621	-	5404.0	1	Zbtb21|5430437K12Rik|B430213I24Rik|Zfp295|Znf295|mKIAA1227|-|16|16 C3-4|protein-coding	14.347000000000001	10.314	9.317	12.369000000000002	5.817	Zbtb21	0.0004616429287665417	0.0010254108265506255
NM_152807	NM_152807	chr11	120458129	120464353	+	2751.0	1	Ccdc137|3110023B02Rik|RP23-82I5.10|11 E2|11|protein-coding	28.517	17.235	12.83	21.539	7.16	Ccdc137	0.0010794333408576517	0.0035304894784271156
NM_134141	NM_134141	chr8	94819818	94838340	-	4316.0	1	Ciapin1|2810413N20Rik|AA617265|AU021794|anamorsin|-|8 C5|8|protein-coding	23.663	25.49	20.146	26.026	9.619	Ciapin1	0.0010148628461863326	-0.0009898898076617741
NM_007577	NM_007577	chr7	16246743	16259540	-	2476.0	1	C5ar1|C5aR|C5r1|Cd88|D7Msu1|-|7 A2|7 8.77 cM|protein-coding	3.673	7.504	9.861	2.233	31.695999999999998	C5ar1	-0.0018563498776312175	0.0010945356665310272
NM_001013369	NM_001013369	chr2	170496428	170519070	+	813.0	1	Pfdn4|0610025M10Rik|1810063B06Rik|C-1|C1|Pfd4|RP23-43J11.1|2 H3|2 91.91 cM|protein-coding	48.45399999999999	44.201	36.774	58.573	15.453	Pfdn4	0.0024553555582039533	0.002865142333476902
NM_023403	NM_023403	chr7	83892000	83901532	+	4487.0	1	Mesdc2|2210015O11Rik|AW537813|mKIAA0081|mesd|msd|-|7 D3|7 48.35 cM|protein-coding	21.826999999999998	19.772000000000002	14.338	17.352	8.791	Mesdc2	0.0006946170820320553	-0.00013915194418021276
NM_029098	NM_029098	chr15	98903921	98918098	-	2148.0	1	Lmbr1l|1110013E13Rik|AA415653|D15Ertd735e|Limr|-|15 F1|15 55.1 cM|protein-coding	19.744	19.999000000000002	28.313000000000002	21.967	41.085	Lmbr1l	-0.0013287479417677687	0.0010746961660083989
