id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NM_013721	chr2	26910807	26913311	+	854.0	1	Rpl7a|Surf3|RP23-414L19.4|2 A3|2 19.1 cM|protein-coding	118.706	99.633	86.82700000000001	115.414	59.933	62.695	59.081	43.592	55.763000000000005	24.401999999999997	24.615	65.02199999999999	94.60600000000001	22.765	20.082	Rpl7a
NM_146093	chr19	8871559	8875656	+	1021.0	1	Ubxn1|2B28|4930455J02Rik|D19Ertd721e|T25529|-|19 A|19|protein-coding	171.9	191.708	163.39700000000002	159.702	101.42399999999999	80.279	82.992	95.257	80.66	42.288999999999994	51.618	86.074	112.396	50.044	52.57	Ubxn1
NM_008330	chr11	49087017	49096987	+	1723.0	1	Ifi47|47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd|RP23-54N20.3|11 B1.2|11|protein-coding	87.70700000000001	52.266999999999996	40.614000000000004	92.32799999999999	40.567	118.945	93.444	41.293	91.057	17.538	20.344	154.711	119.43700000000001	13.887	16.408	Ifi47
NM_009829	chr6	127125709	127151048	-	5764.0	1	Ccnd2|2600016F06Rik|AI256817|BF642806|C86853|Vin-1|Vin1|cD2|-|6 F3|6 61.92 cM|protein-coding	177.628	184.449	120.654	211.585	30.514	217.69099999999997	211.24200000000002	157.585	219.16299999999998	45.001000000000005	68.347	257.779	281.126	15.502	21.522	Ccnd2
NM_017370	chr8	109575128	109579172	-	1338.0	1	Hp|HP-1|preHP2|-|8 D3|8 57.11 cM|protein-coding	45.25899999999999	77.124	99.89399999999999	28.191	300.846	46.953	68.46	146.00799999999998	66.889	247.303	214.545	38.359	26.679000000000002	319.38	301.678	Hp
NM_009402	chr7	18884690	18890438	+	676.0	1	Pglyrp1|PGRP|PGRP-S|Pglyrp|Tag7|Tasg7|Tnfsf3l|-|7|7 A3|protein-coding	57.53	107.719	116.647	27.311	383.38599999999997	55.605	76.029	168.231	83.31	293.633	286.10400000000004	41.64	31.369	449.82099999999997	389.32300000000004	Pglyrp1
NM_007657	chr6	125460266	125494755	-	1182.0	1	Cd9|Tspan29|-|6 F3|6 59.32 cM|protein-coding	42.581	45.553999999999995	48.062	42.213	106.154	64.977	67.47	99.965	68.403	137.079	125.583	65.805	62.295	135.535	170.015	Cd9
NM_001081005	chr2	167062934	167065862	+	731.0	1	1500012F01Rik|Zfas1|-|2 H3|2|protein-coding	216.304	206.24400000000003	160.911	177.19099999999997	61.318000000000005	97.12899999999999	83.367	64.116	80.51100000000001	26.281	34.385999999999996	95.742	123.154	19.605	24.746	1500012F01Rik
NM_001170540	chr13	98309897	98317006	-	881.0	1	Btf3|1700054E11Rik|mCG_114993|13 D1|13|protein-coding	144.989	132.578	105.985	147.966	43.248999999999995	124.773	106.588	93.459	102.17299999999999	40.878	55.544	126.87299999999999	151.72299999999998	41.376000000000005	41.177	Btf3
NM_009656	chr5	121567687	121593824	-	2192.0	1	Aldh2|Ahd-5|Ahd5|-|5|5 F-G1|protein-coding	20.113	36.513000000000005	55.303000000000004	16.746	171.608	25.114	37.412	84.95	38.208	147.15200000000002	132.067	22.291999999999998	16.847	213.968	194.832	Aldh2
NR_030484	chr5	98475556	98475664	-	108.0	1	Mir703|Mirn703|mmu-mir-703|-|5|5|ncRNA	132.708	191.024	118.911	119.096	61.751999999999995	70.361	70.098	69.071	63.744	25.326	51.415	78.808	116.566	25.386	41.644	Mir703
NM_025313	chr10	80142315	80145818	+	925.0	1	Atp5d|0610008F14Rik|1500000I11Rik|AA960090|AI876556|AU020773|C85518|-|10 C1|10|protein-coding	265.9	248.19299999999998	211.04	252.013	151.24200000000002	159.349	161.554	129.564	159.204	75.75399999999999	89.77799999999999	173.829	211.648	79.691	68.766	Atp5d
NM_008433	chr7	24370263	24385212	+	1941.0	1	Kcnn4|IK1|IKCA1|KCA4|KCa3.1|SK4|SKCas|mIKCa1|-|7 A3|7|protein-coding	90.228	75.17399999999999	67.09100000000001	98.711	54.203	65.718	60.492	42.275	58.163000000000004	19.660999999999998	24.980999999999998	78.719	103.024	22.247	16.424	Kcnn4
NM_022996	chr18	38418975	38464406	+	927.0	1	Ndfip1|0610010M22Rik|N4wbp5|-|18 B3|18|protein-coding	311.89	290.934	195.363	268.22900000000004	144.279	217.013	194.938	161.094	204.92700000000002	81.984	107.073	222.84599999999998	246.80200000000002	84.09	85.146	Ndfip1
NM_007531	chr6	124712289	124716945	+	1349.0	1	Phb2|AU044498|BAP|Bap37|Bcap37|REA|-|6 F2|6 59.17 cM|protein-coding	264.899	222.43900000000002	154.41	270.428	86.804	145.17	128.937	99.90100000000001	139.516	40.503	57.553999999999995	161.686	179.965	33.211	39.422	Phb2
NM_013693	chr17	35199367	35202007	-	1647.0	1	Tnf|DIF|TNF-a|TNF-alpha|TNFSF2|TNFalpha|Tnfa|Tnfsf1a|-|17 B1|17 18.59 cM|protein-coding	84.80799999999999	36.046	15.669	101.34899999999999	23.26	50.647	46.765	19.612000000000002	44.282	13.167	13.215	62.044	75.587	12.182	15.634	Tnf
NM_001177352	chr15	61985341	61990361	+	2394.0	1	Myc|AU016757|Myc2|Niard|Nird|bHLHe39|-|15 D2-D3|15 26.19 cM|protein-coding	331.026	192.47099999999998	134.22899999999998	275.142	60.791000000000004	213.544	177.503	116.555	174.422	36.152	49.91	213.123	228.52700000000002	18.948	18.415	Myc
NM_008617	chr5	135778649	135790386	+	1271.0	1	Mdh2|MDH|Mdh-2|Mor-1|Mor1|-|5 G2|5 75.4 cM|protein-coding	296.751	269.267	217.56099999999998	299.332	123.45200000000001	194.835	185.648	149.607	185.912	76.857	95.959	213.2	235.16299999999998	75.45	73.417	Mdh2
NM_173867	chr4	140701473	140723220	+	3752.0	1	Rcc2|2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470|RP23-275J10.2|4 D3|4|protein-coding	283.235	273.876	215.28799999999998	262.512	83.50200000000001	167.02	161.596	143.655	164.144	57.468999999999994	74.778	186.042	229.338	36.354	39.847	Rcc2
NM_011119	chr10	128557766	128565934	-	2418.0	1	Pa2g4|38kDa|AA672939|Ebp1|Plfap|-|10 D3|10|protein-coding	243.735	208.571	135.417	251.13400000000001	51.058	149.218	123.954	85.072	132.167	37.76	44.781000000000006	147.436	176.138	18.297	24.569000000000003	Pa2g4
NM_028659	chr7	28971372	28981888	-	838.0	1	Eif3k|1200009C21Rik|Eif3s12|-|7 A3-B1|7|protein-coding	234.294	201.375	188.43900000000002	222.429	112.406	124.738	122.43799999999999	119.75299999999999	125.947	75.071	74.84100000000001	145.865	150.29399999999998	71.60600000000001	77.498	Eif3k
NM_009870	chr10	127063603	127067282	+	1336.0	1	Cdk4|Crk3|-|10 D3|10|protein-coding	183.59799999999998	139.155	105.83	185.979	68.146	123.44	110.939	86.914	117.35600000000001	37.485	47.388999999999996	128.029	153.49	32.368	36.957	Cdk4
NM_001017429	chr16	38346999	38352763	+	431.0	1	Cox17|AI037035|-|16 B3|16|protein-coding	136.808	130.787	86.92299999999999	144.856	82.647	63.795	53.132	47.678000000000004	48.038999999999994	30.522	26.112	67.809	66.467	39.179	41.397	Cox17
NM_011778	chr19	4148663	4154035	+	1831.0	1	Coro1b|-|-|19 A|19 3.85 cM|protein-coding	50.331	59.891999999999996	71.434	52.114	138.355	54.206	54.83	81.67399999999999	58.688	82.516	80.366	55.137	54.148999999999994	101.039	118.175	Coro1b
NM_010215	chr7	44836288	44840809	+	2037.0	1	Il4i1|Fig1|Fig1-ps|LAAO|LAO|-|7 B4|7 28.93 cM|protein-coding	26.869	34.47	20.339000000000002	31.607	47.994	28.107	29.894000000000002	45.568999999999996	28.714000000000002	26.663	18.425	29.072	25.078000000000003	34.597	51.68	Il4i1
NM_001109913	chr17	33646233	33685458	-	2396.0	1	Hnrnpm|2610023M21Rik|AA409009|Hnrpm|mKIAA4193|RP24-225N8.1|17 B1|17|protein-coding	153.079	145.30700000000002	125.446	164.908	88.14399999999999	94.759	87.568	81.741	84.27600000000001	45.717	58.456	105.542	125.28399999999999	45.251000000000005	56.747	Hnrnpm
NM_010735	chr17	35203165	35205351	-	1377.0	1	Lta|LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382|-|17 B1|17 18.59 cM|protein-coding	108.01100000000001	59.098	27.029	134.629	9.461	64.874	54.911	22.230999999999998	59.016999999999996	4.115	8.533	72.497	94.91799999999999	2.9410000000000003	4.199	Lta
NM_207105	chr17	34263227	34269418	+	1185.0	1	H2-Ab1|AI845868|Abeta|H-2Ab|H2-Ab|I-Abeta|IAb|Ia-2|Ia2|Rmcs1|-|17 B1|17 17.98 cM|protein-coding	29.778000000000002	27.063000000000002	22.331	34.148	79.84	62.365	46.507	44.659	43.812	50.56	31.755	60.662	43.43899999999999	50.585	63.772	H2-Ab1
NM_007505	chr18	77773768	77782868	+	2417.0	1	Atp5a1|AI035633|AL022851|AL023067|Atpm|D18Ertd206e|Mom2|-|18 E3|18 52.38 cM|protein-coding	354.12699999999995	358.658	269.339	374.36699999999996	185.579	221.52	205.735	174.232	205.293	99.69200000000001	125.18799999999999	233.49599999999998	264.178	83.889	99.74799999999999	Atp5a1
NM_010185	chr1	171229572	171234349	-	651.0	1	Fcer1g|AI573376|CD23|FcR-gamma|FcR[g]|FcRgamma|Fce1g|FcepsilonRI|Ly-50|-|1 H3|1 79.23 cM|protein-coding	55.105	75.015	88.081	33.855	296.378	95.34299999999999	115.425	212.852	123.8	303.909	271.959	75.373	53.717	420.099	381.954	Fcer1g
NM_009896	chr16	10783809	10785536	-	1215.0	1	Socs1|Cish1|Cish7|JAB|SOCS-1|SSI-1|-|16 A1|16 5.81 cM|protein-coding	165.59599999999998	207.947	115.292	142.023	84.37899999999999	142.465	140.44799999999998	119.781	137.52100000000002	31.249000000000002	42.479	161.372	165.55200000000002	29.438000000000002	38.278	Socs1
NM_008326	chr11	48865249	48871346	-	2222.0	1	Irgm1|Ifggd3|Ifi1|Iigp3|Iipg3|Irgm|LRG-47|RP23-14F5.1|11 B1.2|11|protein-coding	56.43	34.067	23.579	64.53699999999999	34.784	92.07600000000001	66.449	27.554000000000002	68.069	16.178	19.635	119.875	90.625	21.649	26.625	Irgm1
NM_001163434	chr2	34772090	34776529	+	2523.0	1	Hspa5|AL022860|AU019543|Bip|D2Wsu141e|D2Wsu17e|Grp78|Hsce70|SEZ-7|Sez7|baffled|mBiP|RP23-446N16.1|2 B|2 22.94 cM|protein-coding	489.091	428.846	288.256	461.53	144.586	293.672	263.012	192.35	263.55	104.022	122.48299999999999	298.777	314.863	69.10300000000001	91.522	Hspa5
NM_008339	chr11	106311341	106314529	-	1190.0	1	Cd79b|B29|Ig-beta|Igb|Igbeta|RP23-418O11.7|11 E1|11 68.89 cM|protein-coding	10.6	18.762	17.941	9.837	67.209	23.983	28.846	35.01	25.445999999999998	45.038999999999994	29.497	25.636	17.021	55.452	71.51899999999999	Cd79b
NM_016794	chr6	72385221	72390667	-	781.0	1	Vamp8|AU041171|Edb|endobrevin|-|6 C1|6 32.27 cM|protein-coding	44.644	52.427	56.924	48.251000000000005	114.71799999999999	33.72	41.663999999999994	59.291000000000004	40.23	55.367	61.132	36.567	38.185	80.023	100.936	Vamp8
NM_029219	chr4	129058271	129084526	+	2521.0	1	Rnf19b|4930534K13Rik|4930555L03Rik|Ibrdc3|RP23-284L6.1|4|4 D2.3|protein-coding	92.925	86.62299999999999	66.808	105.811	48.376999999999995	112.219	94.23100000000001	72.328	96.15299999999999	41.797	44.229	130.145	126.351	41.228	45.621	Rnf19b
NM_001029855	chr14	55587440	55591101	-	784.0	1	Psme2|AA589371|AI788882|PA28b|RP23-269N23.4|14 C2-D1|14 28.19 cM|protein-coding	70.666	84.931	59.053000000000004	86.454	28.421	53.79	37.066	34.559	42.321000000000005	24.587	22.07	62.456	69.226	16.929000000000002	30.826999999999998	Psme2
NM_197979	chr11	4701968	4704344	-	437.0	1	Uqcr10|1110020P15Rik|AA960494|Ucrc|RP23-280J3.4|11 A1|11|protein-coding	200.333	176.201	139.076	165.769	92.87	86.149	88.88	79.392	87.06	33.977	49.57899999999999	97.383	124.45	52.045	49.65	Uqcr10
NM_001077529	chr11	93949814	93955783	-	731.0	1	Nme2|NM23-H2|NM23B|nm23-M2|RP23-378I13.2|11|11 C|protein-coding	138.737	132.316	89.79899999999999	164.34099999999998	49.718999999999994	72.292	75.133	47.269	67.695	15.501	22.991999999999997	78.487	110.219	14.405999999999999	19.743	Nme2
NM_016776	chr11	72441378	72451550	+	4089.0	1	Mybbp1a|AL024407|AU019902|P160|p160MBP|p67MBP|RP23-48A2.3|11 B4|11 44.29 cM|protein-coding	233.132	179.55	122.007	219.59099999999998	36.54	150.687	124.991	84.848	126.488	31.326999999999998	37.951	153.004	173.766	17.006	20.463	Mybbp1a
NM_001038231	chr19	5364633	5366363	-	761.0	1	Banf1|Baf|Bcrp1|L2bp1/Baf|-|19 A|19|protein-coding	283.938	283.435	208.204	276.033	82.542	127.221	141.253	103.20299999999999	135.221	35.771	57.331	140.815	189.25	30.46	39.162	Banf1
NM_013653	chr11	83525779	83530518	-	526.0	1	Ccl5|MuRantes|RANTES|SISd|Scya5|TCP228|RP23-320E6.2|11 C|11 50.66 cM|protein-coding	29.16	30.822	15.162	34.756	56.516000000000005	50.84	37.904	45.221000000000004	42.02	41.724	27.24	50.98	36.06	42.883	62.297	Ccl5
NM_008538	chr10	37133243	37138926	-	4182.0	1	Marcks|Macs|PKCSL|-|10 B1|10 19.49 cM|protein-coding	22.436999999999998	26.892	19.814	27.353	49.931999999999995	37.729	41.918	70.223	42.405	67.444	52.626000000000005	41.733999999999995	30.504	71.355	98.434	Marcks
NM_010880	chr1	86344719	86359455	-	8241.0	1	Ncl|B530004O11Rik|C23|D0Nds28|D1Nds28|Nucl|-|1 D|1 43.94 cM|protein-coding	298.74	228.102	147.328	326.834	71.047	165.204	133.872	89.97200000000001	133.806	37.718	49.031000000000006	176.71400000000003	183.667	26.750999999999998	31.791999999999998	Ncl
NM_011149	chr9	66060169	66066629	+	953.0	1	Ppib|AA408962|AA553318|AI844835|Cphn-2|Cphn2|CyP-20b|-|9 C|9|protein-coding	213.18900000000002	224.63400000000001	194.96900000000002	221.824	162.476	134.702	140.13	133.142	137.852	77.014	82.042	151.075	171.612	76.5	82.875	Ppib
NM_010382	chr17	34305867	34316674	+	1661.0	1	H2-Eb1|H-2Eb|H2Eb|Ia-4|Ia4|-|17 B1|17 17.98 cM|protein-coding	21.623	20.709	13.37	22.513	52.602	39.394	34.650999999999996	37.369	36.336	32.777	26.058000000000003	47.167	34.191	38.115	61.177	H2-Eb1
NM_011804	chr1	165763780	165775304	+	2119.0	1	Creg1|AA755314|Creg|-|1 H2.3|1|protein-coding	21.32	22.840999999999998	24.686	14.8	73.487	29.127	34.507	68.348	31.511999999999997	94.965	81.586	24.342	17.744	126.71	138.243	Creg1
NM_008231	chr3	87906321	87916132	+	2237.0	1	Hdgf|AI118077|D3Ertd299e|-|3 F1|3 38.78 cM|protein-coding	321.006	269.496	207.257	302.286	100.279	204.02599999999998	186.36599999999999	142.793	187.08	60.291000000000004	84.064	211.417	249.518	42.757	54.61600000000001	Hdgf
NM_009201	chr7	16781346	16798274	+	2747.0	1	Slc1a5|AAAT|ASCT2|ATBO|M7V1|M7VS1|R16|RDRC|Slc1a7|-|7 A2|7|protein-coding	144.702	81.866	58.602	149.42700000000002	67.885	128.791	101.251	57.232	102.99700000000001	43.621	42.611999999999995	127.016	139.359	37.564	40.374	Slc1a5
NM_030259	chr5	124463265	124478235	-	1254.0	1	Rilpl2|-|-|5 F|5|protein-coding	77.7	44.354	34.963	93.40799999999999	45.803999999999995	41.446999999999996	36.186	35.86	34.302	27.576	23.287	55.607	62.644	27.975	37.482	Rilpl2
NM_130889	chr4	46451117	46472523	+	1358.0	1	Anp32b|2410015B15Rik|PAL31|PHAPI2a|Ssp29|RP23-117B19.3|4|4 B2|protein-coding	296.626	255.12400000000002	187.269	301.866	85.734	107.729	98.2	81.153	96.816	30.691	39.830999999999996	119.15799999999999	146.43	21.29	29.625	Anp32b
NM_026095	chr10	75518042	75535440	+	598.0	1	Snrpd3|1700043E15Rik|2310009E13Rik|AW046420|SMD3|-|10 C1|10|protein-coding	243.388	220.452	184.86700000000002	257.14099999999996	94.40799999999999	114.65799999999999	106.469	97.441	102.226	40.403	44.438	123.12299999999999	145.586	33.031	39.836999999999996	Snrpd3
NR_110499	chr7	45324958	45325651	+	693.0	1	Rpl14-ps1|ENSMUSG00000046721|Gm9811|-|7 B4|7|pseudo	541.7180000000001	455.25699999999995	440.921	507.283	295.127	302.763	274.603	233.26	281.518	125.17200000000001	141.296	299.425	312.45599999999996	117.16	127.589	Rpl14-ps1
NR_106017	chr7	31040258	31040317	-	59.0	1	Mir7050|mmu-mir-7050|-|-|ncRNA	49.721000000000004	39.446999999999996	69.321	33.068000000000005	155.09799999999998	83.571	62.961999999999996	152.67600000000002	73.695	123.624	135.291	85.165	57.848	156.306	192.67	Mir7050
NM_133668	chr10	91116578	91123963	-	1502.0	1	Slc25a3|5730556H19Rik|PTP|Phc|-|10 C2|10|protein-coding	292.267	286.815	267.01599999999996	310.95599999999996	187.90099999999998	212.451	198.233	183.80700000000002	202.91400000000002	115.72200000000001	132.694	216.25400000000002	252.97400000000002	104.37799999999999	118.887	Slc25a3
NM_007638	chr6	85451505	85468477	+	2438.0	1	Cct7|AA408524|AL022769|Ccth|Cctz|-|6|6 D1|protein-coding	270.545	247.908	173.19299999999998	255.046	61.602	145.543	126.891	89.57	122.229	34.325	49.00899999999999	142.041	177.53900000000002	27.986	34.037	Cct7
NM_182650	chr6	51460435	51469894	-	2132.0	1	Hnrnpa2b1|9130414A06Rik|Hnrpa2|Hnrpa2b1|hnrnp-A|-|6 B3|6|protein-coding	323.823	306.432	280.635	392.213	186.25900000000001	219.135	206.065	169.73	208.579	116.654	127.06299999999999	238.15900000000002	249.157	103.199	119.434	Hnrnpa2b1
NM_008160	chr9	108339080	108340344	+	1043.0	1	Gpx1|AI195024|AL033363|CGPx|GPx-1|GSHPx-1|Gpx|-|9 F1|9 59.24 cM|protein-coding	80.641	92.09200000000001	94.464	81.232	211.953	49.165	60.141999999999996	95.406	67.643	98.34100000000001	106.906	54.911	60.565	131.373	155.475	Gpx1
NM_001081274	chr4	149149985	149166707	-	2209.0	1	Pgd|0610042A05Rik|AU019875|C78335|RP23-249G3.4|4 E2|4 78.96 cM|protein-coding	58.053000000000004	68.536	84.057	55.74100000000001	202.468	62.997	67.351	111.98	70.04	182.516	169.47400000000002	56.031000000000006	50.75899999999999	266.029	239.893	Pgd
NM_175103	chr7	126696000	126696693	+	332.0	1	Bola2|1110025L05Rik|BolA-2|-|7 F3|7|protein-coding	179.623	133.191	104.465	162.586	70.38600000000001	69.714	59.203	54.9	52.854	14.319	19.115	67.798	92.185	28.153000000000002	24.563000000000002	Bola2
NM_010448	chr11	51600100	51606881	-	2395.0	1	Hnrnpab|3010025C11Rik|CBF-A|Cgbfa|Hnrpab|RP23-79E13.1|11 B1.3|11|protein-coding	399.95300000000003	354.245	251.50900000000001	442.01099999999997	135.347	216.555	200.655	168.986	197.82	66.72800000000001	88.103	239.109	248.125	52.945	70.865	Hnrnpab
NM_028071	chr8	119809214	119840579	-	1633.0	1	Cotl1|1810074P22Rik|2010004C08Rik|Clp|-|8 E1|8|protein-coding	102.83200000000001	150.92600000000002	150.82399999999998	98.103	273.947	80.955	107.55	148.031	109.67399999999999	187.91299999999998	170.14	82.671	88.15899999999999	231.34900000000002	236.25400000000002	Cotl1
NM_007637	chr15	31590884	31601804	-	1756.0	1	Cct5|Ccte|TCPE|mKIAA0098|-|15|15 B3.2|protein-coding	491.319	450.24300000000005	335.532	474.611	123.802	276.198	242.53	196.775	246.283	86.3	112.117	285.125	328.54	53.333999999999996	64.595	Cct5
NM_001252260	chr11	33152498	33163206	-	1370.0	1	Npm1|B23|NO38|Npm|RP23-323L8.2|11 A4|11|protein-coding	404.64	326.974	211.362	409.116	80.794	210.268	180.985	120.509	171.68400000000003	47.155	66.262	222.00799999999998	242.30700000000002	25.061	36.87	Npm1
NM_010442	chr8	75093618	75100593	+	1569.0	1	Hmox1|D8Wsu38e|HO-1|HO1|Hemox|Hmox|Hsp32|-|8 C1|8 35.59 cM|protein-coding	13.969000000000001	17.247	17.7	11.835999999999999	59.772	16.378	22.717	40.323	23.621	84.88	53.813	18.3	14.657	103.495	106.471	Hmox1
NM_025624	chr5	147860628	147875778	+	726.0	1	Pomp|2510048O06Rik|Ump1|-|5 G3|5|protein-coding	171.845	141.703	107.262	181.895	79.472	112.34	100.198	82.39399999999999	100.53	40.186	42.135	133.691	127.70200000000001	38.88	51.875	Pomp
NM_001007571	chr8	84246235	84249761	-	656.0	1	D8Ertd738e|AA589584|-|8 C3|8 40.72 cM|protein-coding	151.02200000000002	128.442	130.24200000000002	138.187	120.73700000000001	76.48899999999999	74.834	67.79899999999999	71.252	46.46	48.898999999999994	82.84899999999999	103.544	53.667	62.985	D8Ertd738e
NM_009272	chr4	148591513	148594619	+	1319.0	1	Srm|AA407669|SpdST|SpdSy|RP23-331P21.3|4 E2|4|protein-coding	206.90200000000002	132.067	77.333	195.005	35.433	104.054	99.14299999999999	49.192	92.615	12.392999999999999	19.395	114.946	142.275	9.307	12.253	Srm
NM_001287217	chr7	31032723	31042331	-	1018.0	1	Fxyd5|EF-8|Oit2|RIC|-|7 B1|7|protein-coding	118.80799999999999	123.958	152.91	130.32399999999998	311.77099999999996	147.47	148.735	185.199	146.94799999999998	249.234	243.9	148.178	138.505	326.002	310.186	Fxyd5
NM_007780	chr15	78325990	78351001	+	4749.0	1	Csf2rb|AI848964|AIC2B|Bc|CDw131|Csf2rb1|Csfgmrb|Il3r|Il3rb|Il3rb1|Il5rb|-|15 E1|15 37.36 cM|protein-coding	14.684000000000001	19.744	17.474	12.994000000000002	65.39399999999999	28.79	34.418	50.458	35.478	65.014	52.626999999999995	25.404	23.811	70.774	105.925	Csf2rb
NM_013471	chr6	86736840	86793584	-	1988.0	1	Anxa4|AI265406|AIV|AW106930|Anx4|Xanx-4|-|6 D1|6 37.75 cM|protein-coding	14.967	18.730999999999998	11.912	22.663	35.03	27.281999999999996	30.371	36.638000000000005	32.703	30.072	25.712	25.559	20.546	41.468	75.006	Anxa4
NM_001005423	chr1	72159233	72212307	-	2486.0	1	Mreg|Gm974|Wdt2|dsu|-|1 C3|1|protein-coding	9.946	16.312	9.772	12.92	32.234	24.337	26.631999999999998	38.131	23.82	34.211999999999996	24.57	25.698	19.401	43.187	71.11399999999999	Mreg
NM_001291058	chr11	69664213	69666170	-	1239.0	1	Cd68|Lamp4|Scard1|gp110|-|11 B3|11 42.86 cM|protein-coding	6.765	11.207	9.672	5.3660000000000005	36.469	19.008	22.505	44.474	23.019000000000002	60.445	43.176	13.655999999999999	12.238	69.805	97.25200000000001	Cd68
NM_008019	chr2	151542499	151561691	+	1634.0	1	Fkbp1a|12kDa|FKBP12|FKBP12-T1|FKBP12-T2|Fkbp|Fkbp1|mFKBP1|mFKBP12|RP23-419G21.5|2 G3|2|protein-coding	129.827	99.075	71.611	165.505	59.54600000000001	128.441	115.369	73.346	113.56700000000001	36.507	41.174	142.114	154.055	32.757	40.743	Fkbp1a
NM_175015	chr2	73908450	73911294	-	672.0	1	Atp5g3|6030447M23|RP23-146O7.1|2 C3|2|protein-coding	310.879	339.75699999999995	259.759	329.796	157.945	173.16	166.048	155.095	165.762	76.753	85.58200000000001	186.475	221.891	48.773	71.562	Atp5g3
NM_001081278	chr14	101442360	101609191	-	6620.0	1	Tbc1d4|5930406J04Rik|A930035N22|AV295684|As160|-|14 E2.3|14|protein-coding	15.921	33.726	22.42	15.892999999999999	56.534	21.88	26.160999999999998	55.832	27.468000000000004	55.196999999999996	43.101000000000006	18.680999999999997	12.61	56.523	99.42299999999999	Tbc1d4
NM_001170911	chr15	102459170	102462806	+	1105.0	1	Prr13|1110020C13Rik|2010324E22Rik|-|15 F3|15|protein-coding	65.194	80.428	80.762	74.64699999999999	207.921	85.883	96.215	143.869	103.946	242.106	222.768	85.09899999999999	78.63600000000001	302.92900000000003	303.969	Prr13
NM_015811	chr1	144244669	144249104	-	1323.0	1	Rgs1|BL34|-|1 F|1 62.56 cM|protein-coding	67.281	53.728	25.69	91.73200000000001	45.76	77.03699999999999	64.438	56.544	63.265	46.96	33.802	84.137	67.92	36.077	68.327	Rgs1
NM_009137	chr8	94745684	94751388	+	1806.0	1	Ccl22|ABCD-1|DCBCK|MDC|Scya22|-|8 C5|8|protein-coding	112.93799999999999	141.863	35.872	173.229	60.25899999999999	269.9	240.58	224.332	249.35299999999998	50.375	47.821999999999996	353.23199999999997	238.243	27.084	59.986999999999995	Ccl22
NM_011175	chr12	102394098	102439697	-	1858.0	1	Lgmn|AEP|AI746452|AU022324|Prsc1|-|12 E|12|protein-coding	9.135	17.006	16.509	11.512	53.81399999999999	14.610999999999999	18.019000000000002	37.763000000000005	17.746	45.11	35.169000000000004	14.681	10.66	54.229	87.303	Lgmn
NM_013486	chr3	101275908	101287939	-	1137.0	1	Cd2|LFA-2|Ly-37|Ly37|-|3 F2.2|3 44.17 cM|protein-coding	136.191	169.062	125.899	203.18099999999998	142.73	128.464	113.4	100.022	118.09299999999999	43.988	62.268	162.026	162.392	58.748999999999995	61.291000000000004	Cd2
NM_007573	chr11	70977846	70983026	-	1157.0	1	C1qbp|AA407365|AA986492|D11Wsu182e|HABP1|P32|gC1qBP|DN-393H17.2|11 B4|11 43.21 cM|protein-coding	376.80800000000005	276.535	161.61700000000002	332.57300000000004	73.237	178.636	151.431	101.455	149.784	30.281999999999996	42.336999999999996	181.38299999999998	208.524	15.295	23.153000000000002	C1qbp
NR_105786	chr19	9017904	9017931	+	27.0	1	Mir6367|mmu-mir-6367|-|-|ncRNA	12.417	1.4609999999999999	16.663	32.116	7.659	47.266000000000005	62.696999999999996	59.948	53.678999999999995	86.831	93.649	87.354	99.469	131.546	113.492	Mir6367
NM_010552	chr1	20730905	20734496	+	1166.0	1	Il17a|Ctla-8|Ctla8|IL-17|IL-17A|Il17|-|1|1 A|protein-coding	89.315	11.536	4.455	194.78099999999998	11.350999999999999	52.983000000000004	36.255	2.656	33.739000000000004	0.055999999999999994	0.85	91.15700000000001	85.223	0.802	1.484	Il17a
NM_015743	chr4	48051248	48083352	+	1877.0	1	Nr4a3|AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC|RP23-122N18.2|4|4 B2|protein-coding	158.90200000000002	143.306	75.654	139.843	46.081	139.472	122.303	96.544	122.939	36.465	34.919000000000004	150.841	146.004	26.590999999999998	45.896	Nr4a3
