id.1	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h-1	100uM-K99A-24h-1	10uM-K99A-24h-1	10uM-PCC-24h-1	No-Peptide-24h-1	0-1uM-PCC-24h-0-5uM-MEKi-2	0-1uM-PCC-24h-2	100uM-K99A-24h-0-5uM-MEKi-2	100uM-K99A-24h-2	10uM-K99A-24h-0-5uM-MEKi-2	10uM-K99A-24h-2	10uM-PCC-24h-0-5uM-MEKi-2	10uM-PCC-24h-2	No-Peptide-24h-0-5uM-MEKi-2	No-Peptide-24h-2	No-Peptide-24h	10uM-K99A-24h	100uM-K99A-24h	0-1uM-PCC-24h	10uM-PCC-24h	gene_name
NM_001110145	chr2	69861562	69871846	+	2047.0	1	Ssb|SS-B|RP23-273G23.1|2 C2|2 40.95 cM|protein-coding	160.732	155.493	128.012	179.66299999999995	67.535	119.728	107.943	75.97800000000002	109.062	50.68	61.979	115.921	112.723	36.894	40.684	54.1095	94.9955	132.2775	134.3375	146.19299999999996	Ssb
NM_026438	chr10	61648621	61674165	+	1279.0	1	Ppa1|2010317E03Rik|Pyp|-|10 B4|10 32.25 cM|protein-coding	118.089	93.481	56.344	124.408	17.988	81.683	63.493	41.652	68.234	11.813	17.986	82.78200000000002	80.843	5.992000000000001	7.497000000000001	12.7425	37.165	80.8575	90.791	102.6255	Ppa1
NM_008248	chr11	54866438	54870496	+	571.0	1	Hint1|AA673479|Hint|Ipk1|PKCI-1|PRKCNH1|RP24-84L18.1|11 B1.3|11|protein-coding	249.686	226.386	206.43	215.2	123.137	146.594	126.573	135.325	140.05700000000002	67.062	79.62100000000002	141.966	136.89	51.289	62.84	92.9885	143.02550000000005	183.2215	188.1295	176.045	Hint1
NR_033136	chr7	44812256	44816658	-	1813.0	1	Atf5|AFTA|Atf7|Atfx|ODA-10|-|7 B4|7|protein-coding	178.195	195.057	171.808	137.885	52.24100000000001	91.411	105.042	97.08	97.643	38.219	52.477	88.009	106.41	17.838	24.889	38.56500000000001	112.1425	146.35	141.61849999999995	122.1475	Atf5
NM_008946	chr11	70525357	70527858	+	1028.0	1	Psmb6|Lmp19|Mpnd|RP23-122P1.4|11 B3|11 42.99 cM|protein-coding	172.768	188.944	146.609	174.395	64.876	84.64200000000002	85.62799999999999	74.27600000000002	79.557	31.041	45.865	89.428	119.36	28.186	35.77	50.32300000000001	96.237	134.25050000000002	129.19799999999998	146.8775	Psmb6
NM_025437	chrX	159372195	159385699	+	917.0	1	Eif1ax|1500010B24Rik|AI426898|Eif1ay|RP23-52L10.2|X F4|X|protein-coding	163.29	164.325	128.89700000000002	159.651	54.293	98.114	90.866	77.281	98.952	42.824	50.49800000000001	97.625	100.92	18.551	26.248	40.2705	89.69750000000002	131.6385	127.07799999999999	130.2855	Eif1ax
NM_021303	chr4	156236010	156247616	+	2764.0	1	Noc2l|AA410003|AF155546|NIR|-|4 E2|4|protein-coding	157.488	119.938	89.818	148.939	50.951	94.819	81.762	63.576	81.314	31.454	29.453000000000007	94.996	107.915	21.687	21.422	36.1865	59.6355	100.626	119.625	128.42700000000002	Noc2l
NR_027943	chr17	34950236	34952468	-	581.0	1	1110038B12Rik|0610009C20Rik|0910001G04Rik|-|17 B1|17|ncRNA	175.56599999999997	136.467	94.962	116.724	37.551	82.76899999999998	73.245	57.898	69.581	16.253	27.904	72.36399999999998	95.243	14.157	10.633	24.092	61.433	103.024	124.4055	105.9835	1110038B12Rik
NM_001282737	chr4	107879755	107887424	+	685.0	1	Magoh|Mago-m|Mos2|RP23-40G2.2|4 C7|4 50.18 cM|protein-coding	160.47299999999996	161.76	123.295	164.195	42.643	77.908	75.579	55.169	75.112	35.461	34.09	82.71	89.277	25.106	22.728	32.685500000000005	78.6925	118.436	118.02599999999998	126.736	Magoh
NM_010517	chr11	99041260	99052643	+	2060.0	1	Igfbp4|AI875747|Deb2|IGFBP-4|RP23-333D2.6|11 D|11|protein-coding	113.761	94.595	90.097	102.164	30.166	103.513	91.899	68.051	96.363	14.447	26.137	95.676	129.041	7.199	8.732999999999999	19.4495	58.117	95.479	102.83	115.6025	Igfbp4
NM_008950	chr11	106256185	106263112	+	1264.0	1	Psmc5|mSUG1|RP23-418O11.3|11 E1|11|protein-coding	162.227	145.678	117.1	162.929	45.932	87.74600000000002	70.273	70.096	74.081	23.855	32.83	90.782	107.521	20.705	25.924	35.928000000000004	74.965	109.8795	116.25	135.225	Psmc5
NM_001025245	chr18	82475123	82558703	+	4814.0	1	Mbp|C76307|Hmbpr|R75289|golli-mbp|mld|shi|-|18 E2-E4|18 55.84 cM|protein-coding	191.859	200.895	178.618	138.892	51.184	101.857	113.327	115.765	116.019	54.43600000000001	70.012	94.11	111.264	34.184	33.644	42.413999999999994	124.315	158.457	152.59300000000005	125.07799999999999	Mbp
NM_033561	chr5	134619876	134639328	-	2400.0	1	Eif4h|AU018978|D5Ertd355e|E430026L18Rik|Ef4h|Wbscr1|Wscr1|mKIAA0038|-|5 G2|5 74.71 cM|protein-coding	202.642	195.523	162.489	193.643	99.284	135.763	130.037	115.795	133.547	65.476	77.529	138.779	160.884	54.834	67.464	83.374	120.009	164.535	166.3395	177.2635	Eif4h
NM_016876	chr9	20894349	20898590	-	1055.0	1	Eif3g|44kDa|D0Jmb4|Eif3s4|TU-189B2|eIF3-p44|p44|-|9 A3|9|protein-coding	205.09	166.423	134.134	190.446	87.12899999999998	94.957	87.404	72.775	87.726	36.79	38.535	100.65	118.532	33.134	34.058	60.59349999999999	86.33449999999998	127.0745	146.247	154.489	Eif3g
NM_001077529	chr11	93949814	93955783	-	731.0	1	Nme2|NM23-H2|NM23B|nm23-M2|RP23-378I13.2|11|11 C|protein-coding	138.737	132.316	89.79899999999998	164.34099999999995	49.719	72.292	75.133	47.269	67.695	15.501	22.992	78.487	110.219	14.406	19.743	34.730999999999995	56.3955	100.0055	106.935	137.27999999999997	Nme2
NM_029735	chr1	185363095	185428355	+	4816.0	1	Eprs|2410081F06Rik|3010002K18Rik|C79379|Qprs|-|1|1 H4-H6|protein-coding	139.77700000000002	136.589	102.341	132.112	27.428	97.431	86.70200000000001	70.476	84.984	28.681	37.297	97.978	100.25	18.683	17.149	22.2885	69.819	110.7865	113.23950000000002	116.181	Eprs
NM_008390	chr11	53770014	53777324	+	2126.0	1	Irf1|AU020929|Irf-1|RP23-303F24.1|11 B1.3|11 32.0 cM|protein-coding	152.138	113.645	64.408	194.162	101.429	160.845	123.462	77.425	125.68	50.726000000000006	51.444	209.071	207.199	57.915	80.55199999999998	90.9905	57.926	119.6625	137.8	200.6805	Irf1
NM_053086	chr19	46075847	46085543	+	3647.0	1	Nolc1|NOPP130|NOPP140|P130|-|19 C3|19|protein-coding	147.97	105.771	68.722	131.602	24.312	80.355	69.521	42.047	66.85	15.607	21.357	81.218	95.15	10.542	12.969	18.6405	45.0395	86.31049999999998	108.7455	113.376	Nolc1
NM_025567	chr15	76343523	76345934	+	1185.0	1	Cyc1|2610002H19Rik|AA408921|-|15 D3|15|protein-coding	172.90099999999995	164.44400000000005	124.044	164.919	68.627	105.687	106.465	82.48899999999998	104.136	45.504	51.00100000000001	120.762	129.892	31.497	36.119	52.373000000000005	87.52250000000002	134.29000000000002	139.683	147.40550000000005	Cyc1
NM_001205314	chr1	52119438	52161865	+	5126.0	1	Stat1|2010005J02Rik|AA408197|-|1 C1.1|1 26.81 cM|protein-coding	123.639	87.389	55.269	146.156	63.752	167.91299999999995	127.05	60.915	126.497	40.235	42.054	191.888	177.067	42.874	55.88399999999999	59.818000000000005	48.6615	106.943	125.3445	161.6115	Stat1
NM_025380	chr13	38645691	38659028	-	1033.0	1	Eef1e1|1110003A02Rik|-|13|13 A5|protein-coding	136.921	120.516	67.268	147.35399999999996	23.823	77.381	65.413	42.851000000000006	62.536	14.122	20.11	81.252	84.38799999999998	8.626	9.713	16.768	43.68899999999999	91.526	101.167	115.87099999999998	Eef1e1
NM_010735	chr17	35203165	35205351	-	1377.0	1	Lta|LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382|-|17 B1|17 18.59 cM|protein-coding	108.011	59.098	27.029	134.629	9.461	64.874	54.911	22.231	59.017	4.115	8.533	72.497	94.918	2.9410000000000003	4.199	6.83	17.781	59.0575	81.46100000000001	114.77349999999998	Lta
NM_007513	chr5	148327410	148399904	-	7164.0	1	Slc7a1|4831426K01Rik|AI447493|Atrc-1|Atrc1|Cat1|Rec-1|Rev-1|mCAT-1|-|5 G3|5 88.48 cM|protein-coding	125.607	109.59	79.903	109.541	18.655	96.647	90.409	67.358	90.165	23.644	30.229	100.291	112.84	9.307	9.941	14.298000000000002	55.066	99.8775	108.008	111.1905	Slc7a1
NM_008956	chr10	79854432	79864435	+	3015.0	1	Ptbp1|AA407203|AL033359|HNRPI|PTB-1|PTB2|PTB3|PTB4|Ptb|pPTB|-|10 C1|10 39.72 cM|protein-coding	175.332	163.033	132.30200000000002	167.865	76.512	133.678	124.941	100.951	129.29399999999998	54.151	65.612	139.602	146.866	43.938	42.555	59.5335	98.957	146.1635	150.1365	157.3655	Ptbp1
NM_001170540	chr13	98309897	98317006	-	881.0	1	Btf3|1700054E11Rik|mCG_114993|13 D1|13|protein-coding	144.989	132.578	105.985	147.966	43.249	124.773	106.588	93.459	102.173	40.878	55.544	126.873	151.72299999999996	41.37600000000001	41.177	42.213	80.7645	117.3755	125.7885	149.84449999999995	Btf3
NM_153564	chr3	142496934	142522344	+	3008.0	1	Gbp5|5330409J06Rik|Gbp5a|-|3 H1|3|protein-coding	79.72	44.535	22.108	124.066	14.214	122.11	88.464	38.603	86.79799999999999	18.662	16.828	152.472	136.531	10.648	20.029	17.1215	19.468	65.66649999999998	84.09200000000001	130.2985	Gbp5
NM_017472	chr10	42502054	42535369	+	1371.0	1	Snx3|SDP3|-|10 B2|10 22.89 cM|protein-coding	200.552	228.479	166.10299999999995	190.05900000000003	88.428	137.34	131.773	124.784	134.484	64.078	71.421	144.43200000000004	145.531	59.402	62.18600000000001	75.307	118.762	181.4815	166.16250000000005	167.79500000000004	Snx3
NR_106169	chr17	35251289	35251405	+	116.0	1	Mir8094|mmu-mir-8094|-|17 B1|17|ncRNA	232.661	166.28799999999995	175.937	207.749	80.223	155.52100000000004	128.906	126.795	111.557	111.159	83.771	135.696	164.47799999999995	83.26100000000002	72.006	76.11449999999998	129.85399999999998	138.9225	180.7835	186.1135	Mir8094
NR_045893	chr11	6525591	6528760	-	588.0	1	Gm11974|OTTMUSG00000005115|-|11 A1|11|ncRNA	202.84	217.694	186.759	144.33700000000005	36.049	77.245	84.60799999999998	83.3	78.524	27.024	34.739000000000004	73.683	89.066	18.439	17.147000000000002	26.598000000000003	110.749	148.109	143.724	116.7015	Gm11974
NM_008019	chr2	151542499	151561691	+	1634.0	1	Fkbp1a|12kDa|FKBP12|FKBP12-T1|FKBP12-T2|Fkbp|Fkbp1|mFKBP1|mFKBP12|RP23-419G21.5|2 G3|2|protein-coding	129.827	99.075	71.611	165.505	59.54600000000001	128.441	115.369	73.346	113.567	36.507	41.174	142.114	154.055	32.757	40.743	50.14450000000001	56.3925	106.321	122.598	159.78	Fkbp1a
NM_010552	chr1	20730905	20734496	+	1166.0	1	Il17a|Ctla-8|Ctla8|IL-17|IL-17A|Il17|-|1|1 A|protein-coding	89.315	11.536	4.455	194.781	11.351	52.983	36.255	2.656	33.739000000000004	0.056	0.85	91.157	85.223	0.802	1.484	6.4175	2.6525	22.637500000000006	62.785	140.00199999999998	Il17a
NM_144900	chr3	101576219	101604707	-	3677.0	1	Atp1a1|Atpa-1|BC010319|-|3 F3|3 44.3 cM|protein-coding	207.568	222.111	170.415	193.631	111.216	148.688	148.67600000000004	138.75799999999998	148.22	61.9	73.593	151.741	164.613	51.855	60.043	85.62950000000002	122.004	185.1655	178.122	179.122	Atp1a1
NM_001204979	chr3	108424864	108445259	-	3619.0	1	Sars|Sars1|Strs|serRS|RP23-37G19.1|3 F3|3 47.08 cM|protein-coding	171.65	173.972	151.222	166.704	54.999	99.25	96.643	85.289	95.644	34.298	41.81100000000001	107.179	121.117	23.485	22.561	38.78	96.5165	134.808	134.1465	143.9105	Sars
NM_025974	chr9	120571517	120574653	+	927.0	1	Rpl14|3100001N19Rik|AA407502|AL022816|CAG-ISL-7|CTG-B33|L14|-|9 F4|9|protein-coding	235.398	215.233	178.245	263.318	143.386	158.69299999999996	138.07399999999998	115.468	137.139	68.917	70.865	161.72799999999995	160.55100000000004	52.229	67.391	105.3885	124.555	176.18599999999998	186.736	211.9345	Rpl14
NM_001077509	chr4	150927999	150946102	+	2105.0	1	Tnfrsf9|4-1BB|A930040I11Rik|AA408498|AI325004|CDw137|Cd137|ILA|Ly63|RP23-272N19.6|4 E2|4 81.52 cM|protein-coding	121.782	232.856	160.391	126.07	34.679	126.901	135.505	156.361	139.82	41.858	55.608	116.941	116.103	14.800999999999998	32.049	33.364000000000004	107.9995	186.338	128.64350000000002	121.0865	Tnfrsf9
NM_133916	chr5	140419305	140443358	+	2945.0	1	Eif3b|AL033316|AL033334|AL033369|AW208965|D5Wsu45e|EIF3-ETA|EIF3-P110|EIF3-P116|Eif3s9|PRT1|-|5 G2|5 78.97 cM|protein-coding	170.975	141.55200000000005	105.921	175.62099999999995	56.387	101.755	94.859	71.76	91.555	34.784	41.262	112.156	122.561	27.4	29.722	43.0545	73.5915	116.5535	132.917	149.091	Eif3b
NR_030457	chr14	54616677	54616785	-	108.0	1	Mir686|Mirn686|mmu-mir-686|-|14|14|ncRNA	211.867	230.47	208.283	232.505	94.782	140.186	96.657	105.561	118.861	45.828	67.482	124.384	172.517	46.733	62.695	78.7385	137.8825	174.6655	154.262	202.511	Mir686
NM_001136081	chr2	85037451	85047114	+	2710.0	1	Ssrp1|C81323|Hmg1-rs1|Hmgi-rs3|Hmgox|T160|RP23-232L15.5|2 D|2 49.45 cM|protein-coding	178.688	158.907	116.374	169.799	54.79	103.708	97.272	74.503	95.521	39.483	47.731	113.349	126.81	28.58	29.107	41.9485	82.0525	127.214	137.98	148.30450000000005	Ssrp1
NM_010219	chr6	128430107	128438631	-	2155.0	1	Fkbp4|59kDa|AL022792|AW208983|FKBP-4|FKBP-52|FKBP52|FKPB52|p59|-|6 F3|6|protein-coding	184.142	152.33100000000005	103.225	184.876	56.809	86.272	81.411	58.585	77.51100000000002	21.214	33.681	93.695	110.709	20.009	23.21	40.0095	68.453	114.92100000000002	132.7765	147.7925	Fkbp4
NM_013559	chr5	149616845	149636315	-	3458.0	1	Hsph1|105kDa|AI790491|Hsp105|Hsp110|hsp-E7I|-|5 G3|5 89.18 cM|protein-coding	153.61	126.074	87.913	145.754	18.793	92.48	77.197	53.727	78.242	18.889	25.922	93.486	99.379	8.793	12.749	15.770999999999999	56.9175	102.15799999999999	115.4035	122.5665	Hsph1
NM_019553	chr10	62580247	62602298	-	4726.0	1	Ddx21|AI255159|AL022742|D10Ertd645e|D10Wsu42e|-|10 B4-B5.1|10 32.43 cM|protein-coding	161.069	123.907	83.382	162.12	35.892	104.871	85.329	58.312	87.49	25.906	33.99	111.659	113.762	16.27	21.522	28.707	58.68600000000001	105.6985	123.19899999999998	137.941	Ddx21
NM_010090	chr2	127336159	127338377	+	1612.0	1	Dusp2|PAC1|RP23-206D14.6|2 F1|2|protein-coding	185.128	181.082	176.892	190.715	91.34	114.972	131.558	126.516	135.988	72.759	74.79899999999998	141.605	175.733	38.655	38.54	64.94	125.8455	158.535	158.343	183.22400000000002	Dusp2
NM_018799	chr4	129591974	129600648	-	1096.0	1	Eif3i|36kDa|D4Ertd632e|Eif3s2|Trip1|RP23-151A15.2|4 D2.2|4 63.26 cM|protein-coding	169.16099999999997	155.267	108.256	181.805	66.605	118.45	105.2	79.941	105.603	37.672	45.734	128.51	141.87	30.473000000000006	32.198	49.4015	76.995	130.435	137.1805	161.8375	Eif3i
NM_008577	chr19	8706882	8713897	-	2561.0	1	Slc3a2|4F2|4F2HC|AI314110|Cd98|Ly-10|Ly-m10|Ly10|Mdu1|Mgp-2hc|NACAE|-|19 A|19 5.44 cM|protein-coding	227.801	209.601	161.137	203.365	89.995	153.366	145.621	122.365	142.291	70.413	82.76	154.47899999999996	164.577	59.562	73.914	81.9545	121.9485	175.946	186.71099999999998	183.97099999999998	Slc3a2
NM_018860	chr10	128548110	128549168	-	443.0	1	Rpl41|1810055P16Rik|2210411K19Rik|-|10 D3|10|protein-coding	315.208	245.94	157.873	262.454	179.25599999999997	103.183	97.335	92.932	96.631	41.75	53.38399999999999	119.444	184.526	41.916	57.234	118.24499999999998	105.6285	171.2855	206.2715	223.49	Rpl41
NM_015743	chr4	48051248	48083352	+	1877.0	1	Nr4a3|AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC|RP23-122N18.2|4|4 B2|protein-coding	158.90200000000004	143.306	75.654	139.843	46.081	139.472	122.303	96.544	122.939	36.465	34.919000000000004	150.841	146.004	26.591	45.896	45.9885	55.2865	133.1225	140.60250000000002	142.9235	Nr4a3
NM_001081005	chr2	167062934	167065862	+	731.0	1	1500012F01Rik|Zfas1|-|2 H3|2|protein-coding	216.304	206.24400000000003	160.911	177.19099999999997	61.31800000000001	97.129	83.367	64.116	80.51100000000002	26.281	34.386	95.742	123.154	19.605	24.746	43.032	97.6485	143.37750000000003	149.8355	150.1725	1500012F01Rik
NM_009896	chr16	10783809	10785536	-	1215.0	1	Socs1|Cish1|Cish7|JAB|SOCS-1|SSI-1|-|16 A1|16 5.81 cM|protein-coding	165.59599999999998	207.947	115.292	142.023	84.37899999999998	142.465	140.44799999999998	119.781	137.52100000000002	31.249	42.479	161.372	165.55200000000005	29.438	38.278	61.32849999999999	78.88550000000002	172.734	153.02200000000002	153.78750000000005	Socs1
NM_146217	chr8	111033842	111055569	+	3692.0	1	Aars|AI316495|C76919|sti|-|8 E1|8|protein-coding	166.803	175.373	137.619	158.10399999999996	35.554	103.352	95.535	87.281	99.977	34.467	41.777	110.337	119.238	15.662	21.111	28.332500000000003	89.69800000000002	137.675	131.16899999999998	138.671	Aars
NM_026631	chr11	51619773	51623714	+	998.0	1	Nhp2|2410130M07Rik|D11Ertd175e|Nola2|RP23-79E13.8|11 B1.3|11 31.14 cM|protein-coding	183.798	143.399	99.912	181.375	37.454	77.305	70.439	50.63	71.523	22.839	18.977	86.876	98.728	10.739	16.194000000000006	26.824	59.44450000000001	107.461	127.1185	140.0515	Nhp2
NM_009870	chr10	127063603	127067282	+	1336.0	1	Cdk4|Crk3|-|10 D3|10|protein-coding	183.598	139.155	105.83	185.979	68.146	123.44	110.939	86.914	117.356	37.485	47.389	128.029	153.49	32.368	36.957	52.5515	76.6095	128.2555	147.2685	169.73450000000003	Cdk4
NM_024193	chr2	130274412	130279313	+	1881.0	1	Nop56|2310044F10Rik|Nol5a|RP23-20A6.6|2|2 F3|protein-coding	205.573	158.101	126.568	157.045	43.152	107.288	92.945	69.065	94.498	25.447	33.843	103.745	114.164	16.331	15.975	29.5635	80.2055	126.2995	149.259	135.6045	Nop56
NR_024067	chr1	9942025	9944118	-	403.0	1	Snhg6|1110008H02Rik|-|1 A2|1|ncRNA	171.479	175.111	143.908	159.224	16.934	96.44	89.961	47.847	85.79899999999998	15.352	29.403	94.53	92.049	20.564	13.0	14.967	86.65549999999998	130.45499999999998	130.72	125.63649999999998	Snhg6
NM_027817	chr11	61653321	61672777	+	1592.0	1	Grap|8430435N19Rik|BB233594|RP23-278F12.2|11 B2|11|protein-coding	195.903	118.29	113.552	190.818	61.604	109.093	94.99	50.172	82.71600000000002	31.825	37.869	119.132	155.554	21.684	26.295	43.9495	75.7105	100.503	145.4465	173.18599999999995	Grap
NM_011358	chr11	116849897	116853094	-	1898.0	1	Srsf2|D11Wsu175e|MRF-1|Pr264|SC35|Sfrs10|Sfrs2|RP23-468A19.7|11 E2|11 81.49 cM|protein-coding	233.319	191.829	163.08	261.516	127.832	163.204	155.313	123.692	156.841	81.078	93.28	185.506	194.563	82.699	77.729	102.7805	128.18	174.335	194.31599999999997	228.0395	Srsf2
NM_009637	chr6	140624298	140677418	+	902.0	1	Aebp2|AU023766|B230313N05Rik|-|6|6 G1|protein-coding	176.227	207.16	224.81	193.068	60.01	155.374	161.816	175.233	160.796	99.923	106.468	164.903	188.945	49.808	59.01300000000001	59.5115	165.639	183.97799999999998	169.0215	191.0065	Aebp2
NM_011732	chr4	119277327	119294513	-	2181.0	1	Ybx1|1700102N10Rik|C79409|EF1A|MSY1|Nsep1|YB-1|dbpB|mYB-1a|RP24-363D14.2|4|4 D1|protein-coding	229.58	192.295	132.28	231.79	101.1	131.203	117.739	91.186	114.252	47.267	61.649	147.659	154.309	45.512	48.789	74.94449999999998	96.9645	153.2735	173.6595	193.0495	Ybx1
NM_009837	chr11	22990593	23003336	+	1950.0	1	Cct4|2610204B21Rik|A45|C78323|Cctd|RP24-143D17.2|11 A3.2|11 14.25 cM|protein-coding	207.712	190.921	154.55700000000004	217.689	77.39	145.615	125.152	96.719	125.424	62.852	63.664	145.983	147.224	38.984	45.926	61.658	109.1105	158.1725	166.43200000000004	182.4565	Cct4
NR_035430	chr12	55370695	55491306	+	58.0	1	Mir1198|Mirn1198|mmu-mir-1198|-|X|X 3.52 cM|ncRNA	195.811	223.757	198.855	140.16	27.632	120.016	153.22799999999995	143.175	122.266	114.527	76.078	123.762	163.031	50.494	51.98	39.806	137.4665	173.0115	174.5195	151.59550000000004	Mir1198
NM_025313	chr10	80142315	80145818	+	925.0	1	Atp5d|0610008F14Rik|1500000I11Rik|AA960090|AI876556|AU020773|C85518|-|10 C1|10|protein-coding	265.9	248.193	211.04	252.013	151.24200000000005	159.349	161.554	129.564	159.204	75.75399999999998	89.77799999999998	173.829	211.648	79.691	68.766	110.00400000000002	150.409	203.6985	213.727	231.8305	Atp5d
NM_031165	chr9	40801273	40805199	+	2093.0	1	Hspa8|2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10|-|9 A5.1|9 21.55 cM|protein-coding	189.496	185.585	128.286	199.295	63.63	130.151	116.084	92.431	123.21	48.726000000000006	56.614	135.446	140.988	33.463	37.664	50.64700000000001	92.45	154.3975	152.79	170.1415	Hspa8
NM_013652	chr11	83662584	83664683	+	655.0	1	Ccl4|AT744.1|Act-2|MIP-1B|Mip1b|Scya4|RP23-320E6.8|11 C|11 51.09 cM|protein-coding	203.013	13.189	2.997	154.395	6.393	92.901	62.385	11.819	60.455	15.908	10.446	103.563	110.28	21.024	16.525	11.459000000000001	6.7215	36.821999999999996	132.69899999999998	132.3375	Ccl4
NM_018749	chr15	77958998	77970824	-	1893.0	1	Eif3d|66/67kDa|AA407891|Eif3s7|eIF3p66|-|15 E1|15|protein-coding	220.276	187.293	160.89600000000004	203.077	72.21	129.775	123.878	93.869	123.24	42.246	60.081	132.719	147.963	37.755	37.858	55.034	110.48850000000002	155.2665	172.077	175.51999999999995	Eif3d
NM_028782	chr17	56614298	56626903	-	2946.0	1	Lonp1|1200017E13Rik|LON|Prss15|-|17|17 D|protein-coding	193.706	200.553	164.735	169.405	35.782	93.647	90.661	79.547	90.909	23.918000000000006	32.295	85.73299999999998	117.886	10.089	10.938	23.36	98.515	145.731	142.18349999999995	143.6455	Lonp1
NM_001252476	chr7	44976755	44986420	-	1297.0	1	Prmt1|6720434D09Rik|AW214366|Hrmt1l2|Mrmt1|-|7 B4|7 29.07 cM|protein-coding	170.507	141.667	91.984	194.83	46.438	98.573	88.09899999999998	61.367	89.836	23.398000000000003	36.161	109.938	129.029	21.763	16.005	31.2215	64.07249999999999	115.7515	129.303	161.92950000000005	Prmt1
NM_001164062	chr11	100860484	100885169	+	3586.0	1	Stat5a|AA959963|STAT5|RP23-279L23.4|11 D|11 63.77 cM|protein-coding	161.309	162.967	141.28799999999995	159.483	39.661	126.66	134.209	109.035	136.695	45.528	56.187	132.915	158.33700000000005	19.67	29.412	34.536500000000004	98.73749999999998	149.83100000000005	147.759	158.91000000000003	Stat5a
NM_001002927	chr4	4133536	4138445	-	1408.0	1	Penk|AI326464|ENK|PPA|Penk1|RP23-76M24.2|4 A1|4 2.31 cM|protein-coding	137.748	110.411	80.172	204.285	23.096	94.963	89.50299999999999	58.279	90.143	20.027	31.409	115.546	109.082	8.895	13.83	18.463	55.7905	100.277	113.6255	156.6835	Penk
NM_146036	chr12	87266728	87273952	+	1309.0	1	Ahsa1|BC023857|p38|-|12 D2|12|protein-coding	219.208	197.263	164.847	221.612	58.493	118.364	110.857	91.879	109.298	43.084	54.73	129.494	135.326	33.179	39.985	49.239	109.7885	153.2805	165.0325	178.46900000000002	Ahsa1
NM_026095	chr10	75518042	75535440	+	598.0	1	Snrpd3|1700043E15Rik|2310009E13Rik|AW046420|SMD3|-|10 C1|10|protein-coding	243.388	220.452	184.867	257.141	94.408	114.658	106.469	97.441	102.226	40.403	44.438	123.123	145.586	33.031	39.837	67.12249999999999	114.6525	161.339	174.9285	201.3635	Snrpd3
NM_011291	chr1	16101296	16104433	-	924.0	1	Rpl7|Rpl7a|Surf-3|-|1 A3|1|protein-coding	296.4840000000001	310.62	294.173	305.856	140.66299999999998	150.67	130.22799999999998	126.506	136.24	65.687	81.075	167.46900000000005	179.84400000000005	57.254	60.44300000000001	100.553	187.62400000000002	223.43	213.356	242.85	Rpl7
NM_133726	chr15	81365044	81399694	-	1608.0	1	St13|1110007I03Rik|3110002K08Rik|AW555194|HIP|HOP|HSPABP|HSPABP1|PRO0786|SNC6|p48|-|15|15 E2|protein-coding	209.748	204.837	171.075	219.388	61.76300000000001	146.066	132.558	110.069	125.704	46.21	64.101	148.55700000000004	150.143	40.06800000000001	42.478	52.12050000000001	117.588	165.2705	171.153	184.7655	St13
NM_025814	chr6	67266979	67289302	+	6675.0	1	Serbp1|1200009K13Rik|9330147J08Rik|AL022786|Pairbp1|-|6 C1|6|protein-coding	223.68400000000003	201.334	135.718	216.841	60.661	118.988	104.168	77.21600000000002	105.099	33.367	44.573	117.34	124.208	26.278	27.566	44.1135	90.1455	153.2165	163.92600000000004	170.5245	Serbp1
NM_009687	chr14	50924949	50927188	+	1300.0	1	Apex1|APE|Apex|HAP1|Ref-1|-|14 C3|14 26.3 cM|protein-coding	231.75	192.985	130.594	179.40099999999995	35.951	95.891	88.185	56.895	89.111	20.188	32.493	81.839	109.579	10.928	14.713	25.331999999999997	81.5435	141.048	159.9675	144.48999999999995	Apex1
NM_007669	chr17	29093772	29100722	+	1905.0	1	Cdkn1a|CAP20|CDKI|CIP1|Cdkn1|P21|SDI1|Waf1|mda6|p21Cip1|p21WAF|-|17 A3.3|17 15.12 cM|protein-coding	155.312	127.14	83.258	182.567	38.293	136.752	127.022	87.884	120.996	28.579	39.585	157.31799999999996	172.73	19.756	36.841	37.567	61.4215	124.068	141.167	177.6485	Cdkn1a
NM_180678	chr6	55038001	55079504	+	2371.0	1	Gars|GENA202|Gena201|Nmf249|Sgrp23|-|6 B3|6 27.29 cM|protein-coding	196.106	197.116	150.504	206.267	48.974	135.955	123.496	100.411	119.352	49.989	50.687	141.752	135.1	24.73	26.703000000000007	37.8385	100.5955	158.23399999999995	159.80100000000002	170.68349999999995	Gars
NM_008416	chr8	84976909	84978748	-	1837.0	1	Junb|-|-|8 C2-D1|8 41.41 cM|protein-coding	302.617	370.673	345.25	320.078	181.046	181.539	209.975	225.871	217.587	98.802	126.524	215.67	236.02	74.658	97.261	139.1535	235.887	294.13	256.296	278.04900000000004	Junb
