id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NM_025567	NM_025567	chr15	76343523	76345934	+	1185.0	1	Cyc1|2610002H19Rik|AA408921|-|15 D3|15|protein-coding	172.90099999999998	164.44400000000002	124.044	164.919	68.627	105.68700000000001	106.465	82.48899999999999	104.13600000000001	45.504	51.001000000000005	120.762	129.892	31.497	36.119	Cyc1
NM_013486	NM_013486	chr3	101275908	101287939	-	1137.0	1	Cd2|LFA-2|Ly-37|Ly37|-|3 F2.2|3 44.17 cM|protein-coding	136.191	169.062	125.899	203.18099999999998	142.73	128.464	113.4	100.022	118.09299999999999	43.988	62.268	162.026	162.392	58.748999999999995	61.291000000000004	Cd2
NM_010592	NM_010592	chr8	70697739	70700616	+	2875.0	1	Jund|Jund1|-|8 C2|8 34.15 cM|protein-coding	155.00799999999998	171.507	184.11	147.034	152.671	109.055	119.57600000000001	124.544	123.185	70.12899999999999	75.015	128.316	157.637	59.082	55.114	Jund
NM_008320	NM_008320	chr8	120736376	120756692	+	2816.0	1	Irf8|AI893568|ICSBP|IRF-8|Icsbp1|Myls|-|8 E1|8 70.05 cM|protein-coding	67.192	39.194	13.769	127.354	21.939	77.804	61.766999999999996	25.715999999999998	62.571000000000005	15.540999999999999	13.046	122.993	134.792	16.441	23.554000000000002	Irf8
NM_008577	NM_008577	chr19	8706882	8713897	-	2561.0	1	Slc3a2|4F2|4F2HC|AI314110|Cd98|Ly-10|Ly-m10|Ly10|Mdu1|Mgp-2hc|NACAE|-|19 A|19 5.44 cM|protein-coding	227.801	209.601	161.137	203.365	89.995	153.366	145.621	122.365	142.291	70.413	82.76	154.47899999999998	164.577	59.562	73.914	Slc3a2
NM_146036	NM_146036	chr12	87266728	87273952	+	1309.0	1	Ahsa1|BC023857|p38|-|12 D2|12|protein-coding	219.208	197.263	164.847	221.612	58.493	118.36399999999999	110.85700000000001	91.87899999999999	109.29799999999999	43.083999999999996	54.73	129.494	135.326	33.179	39.985	Ahsa1
NM_009687	NM_009687	chr14	50924949	50927188	+	1300.0	1	Apex1|APE|Apex|HAP1|Ref-1|-|14 C3|14 26.3 cM|protein-coding	231.75	192.985	130.594	179.40099999999998	35.951	95.891	88.185	56.895	89.111	20.188	32.493	81.839	109.579	10.927999999999999	14.713	Apex1
NM_009094	NM_009094	chrX	102184943	102188371	-	869.0	1	Rps4x|Rps4|Rps4-1|RP23-331B22.2|X D|X 45.2 cM|protein-coding	189.912	159.284	127.12200000000001	185.97299999999998	115.773	137.51	129.704	106.006	112.698	57.854	67.493	150.101	158.84	50.336999999999996	58.012	Rps4x
NM_001204979	NM_001204979	chr3	108424864	108445259	-	3619.0	1	Sars|Sars1|Strs|serRS|RP23-37G19.1|3 F3|3 47.08 cM|protein-coding	171.65	173.972	151.222	166.704	54.998999999999995	99.25	96.64299999999999	85.289	95.64399999999999	34.298	41.81100000000001	107.179	121.117	23.485	22.561	Sars
NM_028451	NM_028451	chr11	58009064	58062032	+	6594.0	1	Larp1|1810024J12Rik|3110040D16Rik|Larp|mKIAA0731|RP23-293I3.7|11|11 B2|protein-coding	103.066	82.23100000000001	57.882	107.97399999999999	30.264	105.046	90.37200000000001	65.358	91.31	27.633000000000003	34.519	107.639	122.382	20.156	23.16	Larp1
NM_009201	NM_009201	chr7	16781346	16798274	+	2747.0	1	Slc1a5|AAAT|ASCT2|ATBO|M7V1|M7VS1|R16|RDRC|Slc1a7|-|7 A2|7|protein-coding	144.702	81.866	58.602	149.42700000000002	67.885	128.791	101.251	57.232	102.99700000000001	43.621	42.611999999999995	127.016	139.359	37.564	40.374	Slc1a5
NM_001002927	NM_001002927	chr4	4133536	4138445	-	1408.0	1	Penk|AI326464|ENK|PPA|Penk1|RP23-76M24.2|4 A1|4 2.31 cM|protein-coding	137.748	110.411	80.172	204.285	23.096	94.963	89.50299999999999	58.278999999999996	90.14299999999999	20.027	31.409000000000002	115.546	109.08200000000001	8.895	13.83	Penk
NM_146217	NM_146217	chr8	111033842	111055569	+	3692.0	1	Aars|AI316495|C76919|sti|-|8 E1|8|protein-coding	166.803	175.373	137.619	158.10399999999998	35.554	103.352	95.535	87.281	99.977	34.467	41.777	110.337	119.238	15.662	21.111	Aars
NM_025974	NM_025974	chr9	120571517	120574653	+	927.0	1	Rpl14|3100001N19Rik|AA407502|AL022816|CAG-ISL-7|CTG-B33|L14|-|9 F4|9|protein-coding	235.398	215.233	178.245	263.318	143.386	158.69299999999998	138.07399999999998	115.46799999999999	137.139	68.917	70.865	161.72799999999998	160.55100000000002	52.229	67.391	Rpl14
NM_025814	NM_025814	chr6	67266979	67289302	+	6675.0	1	Serbp1|1200009K13Rik|9330147J08Rik|AL022786|Pairbp1|-|6 C1|6|protein-coding	223.68400000000003	201.334	135.718	216.84099999999998	60.661	118.988	104.16799999999999	77.21600000000001	105.09899999999999	33.367	44.573	117.34	124.208	26.278000000000002	27.566	Serbp1
NM_001170540	NM_001170540	chr13	98309897	98317006	-	881.0	1	Btf3|1700054E11Rik|mCG_114993|13 D1|13|protein-coding	144.989	132.578	105.985	147.966	43.248999999999995	124.773	106.588	93.459	102.17299999999999	40.878	55.544	126.87299999999999	151.72299999999998	41.376000000000005	41.177	Btf3
NM_011640	NM_011640	chr11	69580359	69591873	+	1759.0	1	Trp53|Tp53|bbl|bfy|bhy|p44|p53|RP23-56I20.1|11 B2-C|11 42.83 cM|protein-coding	144.188	138.41	130.719	135.196	59.606	126.37100000000001	117.329	100.06	122.12200000000001	54.757	74.97399999999999	130.616	141.453	32.484	34.841	Trp53
NM_011732	NM_011732	chr4	119277327	119294513	-	2181.0	1	Ybx1|1700102N10Rik|C79409|EF1A|MSY1|Nsep1|YB-1|dbpB|mYB-1a|RP24-363D14.2|4|4 D1|protein-coding	229.58	192.295	132.28	231.79	101.1	131.203	117.73899999999999	91.186	114.25200000000001	47.266999999999996	61.648999999999994	147.659	154.309	45.512	48.788999999999994	Ybx1
NM_139311	NM_139311	chr11	97663412	97685458	+	7249.0	1	Mllt6|AI315037|Af17|RP23-94N18.5|11 D|11 61.05 cM|protein-coding	98.905	104.76299999999999	97.613	112.074	57.355	136.445	130.02	118.98299999999999	131.059	66.183	70.89	147.58700000000002	160.514	46.968	60.121	Mllt6
NM_024193	NM_024193	chr2	130274412	130279313	+	1881.0	1	Nop56|2310044F10Rik|Nol5a|RP23-20A6.6|2|2 F3|protein-coding	205.57299999999998	158.101	126.568	157.045	43.152	107.288	92.945	69.065	94.49799999999999	25.447	33.843	103.745	114.164	16.331	15.975	Nop56
NM_018860	NM_018860	chr10	128548110	128549168	-	443.0	1	Rpl41|1810055P16Rik|2210411K19Rik|-|10 D3|10|protein-coding	315.20799999999997	245.94	157.873	262.454	179.25599999999997	103.18299999999999	97.335	92.932	96.631	41.75	53.38399999999999	119.444	184.52599999999998	41.916000000000004	57.233999999999995	Rpl41
NM_026095	NM_026095	chr10	75518042	75535440	+	598.0	1	Snrpd3|1700043E15Rik|2310009E13Rik|AW046420|SMD3|-|10 C1|10|protein-coding	243.388	220.452	184.86700000000002	257.14099999999996	94.40799999999999	114.65799999999999	106.469	97.441	102.226	40.403	44.438	123.12299999999999	145.586	33.031	39.836999999999996	Snrpd3
NM_009837	NM_009837	chr11	22990593	23003336	+	1950.0	1	Cct4|2610204B21Rik|A45|C78323|Cctd|RP24-143D17.2|11 A3.2|11 14.25 cM|protein-coding	207.71200000000002	190.921	154.55700000000002	217.68900000000002	77.39	145.615	125.152	96.719	125.42399999999999	62.852	63.663999999999994	145.983	147.224	38.984	45.926	Cct4
NM_001113358	NM_001113358	chr14	54235485	54253929	-	692.0	1	Dad1|AI323713|RP23-6A14.1|14 C2|14 27.7 cM|protein-coding	221.106	182.925	156.977	195.845	135.898	133.284	124.351	96.713	123.945	43.008	71.072	135.666	163.165	45.203	52.067	Dad1
NM_007513	NM_007513	chr5	148327410	148399904	-	7164.0	1	Slc7a1|4831426K01Rik|AI447493|Atrc-1|Atrc1|Cat1|Rec-1|Rev-1|mCAT-1|-|5 G3|5 88.48 cM|protein-coding	125.60700000000001	109.59	79.903	109.541	18.655	96.647	90.40899999999999	67.358	90.165	23.644000000000002	30.229	100.291	112.84	9.307	9.941	Slc7a1
NM_007952	NM_007952	chr2	121413902	121438686	+	2627.0	1	Pdia3|58kDa|ERp57|ERp60|ERp61|Erp|Grp58|PDI|PDI-Q2|PI-PLC|PLC[a]|Plca|RP23-433P19.8|2 E5|2 60.38 cM|protein-coding	212.21900000000002	206.017	183.49400000000003	217.895	134.237	177.225	163.191	129.711	165.63099999999997	74.915	104.461	175.737	176.18200000000002	62.193000000000005	75.763	Pdia3
NM_001252476	NM_001252476	chr7	44976755	44986420	-	1297.0	1	Prmt1|6720434D09Rik|AW214366|Hrmt1l2|Mrmt1|-|7 B4|7 29.07 cM|protein-coding	170.507	141.667	91.984	194.83	46.438	98.573	88.09899999999999	61.367	89.836	23.398000000000003	36.161	109.93799999999999	129.029	21.763	16.005	Prmt1
NM_028782	NM_028782	chr17	56614298	56626903	-	2946.0	1	Lonp1|1200017E13Rik|LON|Prss15|-|17|17 D|protein-coding	193.706	200.553	164.735	169.405	35.782	93.647	90.661	79.547	90.90899999999999	23.918000000000003	32.295	85.73299999999999	117.88600000000001	10.089	10.937999999999999	Lonp1
NM_031165	NM_031165	chr9	40801273	40805199	+	2093.0	1	Hspa8|2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10|-|9 A5.1|9 21.55 cM|protein-coding	189.49599999999998	185.585	128.286	199.295	63.63	130.151	116.084	92.431	123.21	48.726000000000006	56.614	135.446	140.988	33.463	37.664	Hspa8
NM_018799	NM_018799	chr4	129591974	129600648	-	1096.0	1	Eif3i|36kDa|D4Ertd632e|Eif3s2|Trip1|RP23-151A15.2|4 D2.2|4 63.26 cM|protein-coding	169.16099999999997	155.267	108.256	181.805	66.605	118.45	105.2	79.941	105.603	37.672	45.733999999999995	128.51	141.87	30.473000000000003	32.198	Eif3i
NM_008956	NM_008956	chr10	79854432	79864435	+	3015.0	1	Ptbp1|AA407203|AL033359|HNRPI|PTB-1|PTB2|PTB3|PTB4|Ptb|pPTB|-|10 C1|10 39.72 cM|protein-coding	175.332	163.033	132.30200000000002	167.865	76.512	133.678	124.941	100.95100000000001	129.29399999999998	54.151	65.612	139.602	146.866	43.938	42.555	Ptbp1
NM_009077	NM_009077	chr7	45718071	45720835	+	671.0	1	Rpl18|L18|Rpl18a|-|7 B4|7|protein-coding	259.129	265.779	230.645	259.05	164.96	129.243	136.30200000000002	122.184	141.555	58.621	61.696000000000005	134.792	168.438	52.375	70.343	Rpl18
NM_001077509	NM_001077509	chr4	150927999	150946102	+	2105.0	1	Tnfrsf9|4-1BB|A930040I11Rik|AA408498|AI325004|CDw137|Cd137|ILA|Ly63|RP23-272N19.6|4 E2|4 81.52 cM|protein-coding	121.78200000000001	232.856	160.391	126.07	34.679	126.90100000000001	135.505	156.361	139.82	41.858000000000004	55.608000000000004	116.941	116.103	14.800999999999998	32.049	Tnfrsf9
NM_130889	NM_130889	chr4	46451117	46472523	+	1358.0	1	Anp32b|2410015B15Rik|PAL31|PHAPI2a|Ssp29|RP23-117B19.3|4|4 B2|protein-coding	296.626	255.12400000000002	187.269	301.866	85.734	107.729	98.2	81.153	96.816	30.691	39.830999999999996	119.15799999999999	146.43	21.29	29.625	Anp32b
NM_011291	NM_011291	chr1	16101296	16104433	-	924.0	1	Rpl7|Rpl7a|Surf-3|-|1 A3|1|protein-coding	296.48400000000004	310.62	294.173	305.856	140.66299999999998	150.67	130.22799999999998	126.506	136.24	65.687	81.075	167.46900000000002	179.84400000000002	57.254	60.443000000000005	Rpl7
NM_008330	NM_008330	chr11	49087017	49096987	+	1723.0	1	Ifi47|47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd|RP23-54N20.3|11 B1.2|11|protein-coding	87.70700000000001	52.266999999999996	40.614000000000004	92.32799999999999	40.567	118.945	93.444	41.293	91.057	17.538	20.344	154.711	119.43700000000001	13.887	16.408	Ifi47
NM_025546	NM_025546	chr16	11193037	11203292	-	1828.0	1	Rsl1d1|2410005K20Rik|C76439|pBK1|-|16|16 B1|protein-coding	209.058	175.093	117.149	212.433	45.42100000000001	127.249	103.76799999999999	67.756	100.01299999999999	35.946	40.059	122.488	131.064	22.088	21.63	Rsl1d1
NM_010431	NM_010431	chr12	73907867	73947530	+	4744.0	1	Hif1a|AA959795|HIF1alpha|MOP1|bHLHe78|-|12 C3|12 31.99 cM|protein-coding	132.55200000000002	161.254	146.64700000000002	148.001	70.226	154.178	146.737	121.07799999999999	150.519	63.31100000000001	82.58200000000001	159.179	146.424	42.452	45.726000000000006	Hif1a
NM_133726	NM_133726	chr15	81365044	81399694	-	1608.0	1	St13|1110007I03Rik|3110002K08Rik|AW555194|HIP|HOP|HSPABP|HSPABP1|PRO0786|SNC6|p48|-|15|15 E2|protein-coding	209.748	204.83700000000002	171.075	219.388	61.763000000000005	146.066	132.558	110.069	125.704	46.21	64.101	148.55700000000002	150.143	40.068000000000005	42.478	St13
NM_018749	NM_018749	chr15	77958998	77970824	-	1893.0	1	Eif3d|66/67kDa|AA407891|Eif3s7|eIF3p66|-|15 E1|15|protein-coding	220.27599999999998	187.293	160.89600000000002	203.077	72.21	129.775	123.87799999999999	93.869	123.24	42.246	60.081	132.719	147.963	37.755	37.858000000000004	Eif3d
NM_027817	NM_027817	chr11	61653321	61672777	+	1592.0	1	Grap|8430435N19Rik|BB233594|RP23-278F12.2|11 B2|11|protein-coding	195.903	118.29	113.552	190.81799999999998	61.604	109.09299999999999	94.99	50.172	82.71600000000001	31.825	37.869	119.132	155.554	21.684	26.295	Grap
NM_011968	NM_011968	chr12	55398825	55418459	+	988.0	1	Psma6|IOTA|-|12 C1|12|protein-coding	252.762	239.035	223.207	259.567	84.71799999999999	171.382	163.293	145.805	163.984	72.242	83.902	183.295	163.381	54.995	67.133	Psma6
NM_011358	NM_011358	chr11	116849897	116853094	-	1898.0	1	Srsf2|D11Wsu175e|MRF-1|Pr264|SC35|Sfrs10|Sfrs2|RP23-468A19.7|11 E2|11 81.49 cM|protein-coding	233.31900000000002	191.829	163.08	261.51599999999996	127.83200000000001	163.204	155.313	123.69200000000001	156.841	81.078	93.28	185.50599999999997	194.563	82.699	77.729	Srsf2
NM_144900	NM_144900	chr3	101576219	101604707	-	3677.0	1	Atp1a1|Atpa-1|BC010319|-|3 F3|3 44.3 cM|protein-coding	207.56799999999998	222.111	170.415	193.63099999999997	111.21600000000001	148.688	148.67600000000002	138.75799999999998	148.22	61.9	73.593	151.741	164.613	51.855	60.043	Atp1a1
NM_153564	NM_153564	chr3	142496934	142522344	+	3008.0	1	Gbp5|5330409J06Rik|Gbp5a|-|3 H1|3|protein-coding	79.72	44.535	22.108	124.066	14.214	122.11	88.464	38.603	86.79799999999999	18.662	16.828	152.472	136.531	10.648	20.029	Gbp5
NM_015743	NM_015743	chr4	48051248	48083352	+	1877.0	1	Nr4a3|AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC|RP23-122N18.2|4|4 B2|protein-coding	158.90200000000002	143.306	75.654	139.843	46.081	139.472	122.303	96.544	122.939	36.465	34.919000000000004	150.841	146.004	26.590999999999998	45.896	Nr4a3
NM_009870	NM_009870	chr10	127063603	127067282	+	1336.0	1	Cdk4|Crk3|-|10 D3|10|protein-coding	183.59799999999998	139.155	105.83	185.979	68.146	123.44	110.939	86.914	117.35600000000001	37.485	47.388999999999996	128.029	153.49	32.368	36.957	Cdk4
NM_008019	NM_008019	chr2	151542499	151561691	+	1634.0	1	Fkbp1a|12kDa|FKBP12|FKBP12-T1|FKBP12-T2|Fkbp|Fkbp1|mFKBP1|mFKBP12|RP23-419G21.5|2 G3|2|protein-coding	129.827	99.075	71.611	165.505	59.54600000000001	128.441	115.369	73.346	113.56700000000001	36.507	41.174	142.114	154.055	32.757	40.743	Fkbp1a
NM_008945	NM_008945	chr3	94884324	94886958	-	940.0	1	Psmb4|Pros-27|-|3 F2|3 40.74 cM|protein-coding	257.6	253.843	198.49200000000002	275.474	112.639	136.257	130.662	107.35799999999999	130.782	62.906000000000006	64.558	151.691	180.83	53.163000000000004	60.465	Psmb4
NM_180678	NM_180678	chr6	55038001	55079504	+	2371.0	1	Gars|GENA202|Gena201|Nmf249|Sgrp23|-|6 B3|6 27.29 cM|protein-coding	196.106	197.11599999999999	150.504	206.267	48.974	135.955	123.49600000000001	100.411	119.352	49.989	50.687	141.752	135.1	24.73	26.703000000000003	Gars
NM_007748	NM_007748	chr5	115345654	115348955	-	528.0	1	Cox6a1|VIaL|-|5 F|5 56.06 cM|protein-coding	239.22400000000002	256.925	196.982	258.796	146.971	165.125	181.767	156.209	182.736	82.63799999999999	115.30799999999999	184.31	207.699	87.684	93.887	Cox6a1
NM_008390	NM_008390	chr11	53770014	53777324	+	2126.0	1	Irf1|AU020929|Irf-1|RP23-303F24.1|11 B1.3|11 32.0 cM|protein-coding	152.138	113.645	64.408	194.162	101.429	160.845	123.462	77.425	125.68	50.726000000000006	51.443999999999996	209.071	207.199	57.915	80.55199999999999	Irf1
NM_078478	NM_078478	chr14	37120445	37135322	-	2894.0	1	Ghitm|1010001P14Rik|C77840|MICS1|PTD010|Tmbim5|-|14 B|14 21.29 cM|protein-coding	220.328	278.811	225.53900000000002	233.53599999999997	63.07899999999999	141.612	142.205	130.267	143.321	64.493	77.503	151.799	157.917	34.213	44.147	Ghitm
NM_008638	NM_008638	chr6	83305704	83317604	-	2060.0	1	Mthfd2|AW558851|NMDMC|-|6 C3|6 35.94 cM|protein-coding	233.03599999999997	245.41099999999997	179.917	226.165	47.809	119.31	110.411	90.837	109.48	32.181999999999995	49.795	128.107	147.97299999999998	18.512	23.56	Mthfd2
NM_001281968	NM_001281968	chr11	46325148	46389515	-	4252.0	1	Itk|Emt|Tcsk|Tsk|RP23-273O7.1|11 B1.1|11 27.75 cM|protein-coding	172.392	296.23900000000003	237.142	183.498	135.14600000000002	174.146	198.59599999999998	207.77900000000002	195.97099999999998	106.507	133.42600000000002	185.55700000000002	191.514	90.389	80.09899999999999	Itk
NM_029872	NM_029872	chr13	58125879	58128556	-	2675.0	1	Hnrnpa0|1110055B05Rik|3010025E17Rik|Hnrpa0|hnRNP A0|-|13 B1|13|protein-coding	298.149	266.467	229.46400000000003	290.13599999999997	195.144	142.97	139.08100000000002	134.592	146.386	62.61600000000001	74.507	152.66899999999998	195.213	67.017	70.949	Hnrnpa0
NM_010517	NM_010517	chr11	99041260	99052643	+	2060.0	1	Igfbp4|AI875747|Deb2|IGFBP-4|RP23-333D2.6|11 D|11|protein-coding	113.76100000000001	94.595	90.09700000000001	102.164	30.166	103.51299999999999	91.899	68.051	96.363	14.447000000000001	26.136999999999997	95.676	129.041	7.199	8.732999999999999	Igfbp4
NM_011613	NM_011613	chr14	78277446	78308043	-	2228.0	1	Tnfsf11|Ly109l|ODF|OPG|OPGL|RANKL|Trance|-|14 D3|14 41.26 cM|protein-coding	252.65099999999998	212.176	160.238	200.435	22.671	125.102	119.751	80.482	119.53200000000001	28.499000000000002	53.583999999999996	119.851	127.875	6.796	11.202	Tnfsf11
NM_011189	NM_011189	chr14	55578494	55581527	+	964.0	1	Psme1|AW413925|PA28a|-|14 C2-D1|14 28.19 cM|protein-coding	301.441	347.121	332.412	297.7	173.922	217.891	199.26	204.041	196.632	93.024	111.604	220.94099999999997	212.31400000000002	80.41	104.59	Psme1
NM_008366	NM_008366	chr3	37120716	37125954	-	940.0	1	Il2|Il-2|DN-144H19.3|3 B-C|3 18.3 cM|protein-coding	167.854	32.732	9.833	249.106	11.0	104.044	72.28399999999999	12.128	70.375	4.295	4.43	166.31	136.129	3.513	3.681	Il2
NM_009637	NM_009637	chr6	140624298	140677418	+	902.0	1	Aebp2|AU023766|B230313N05Rik|-|6|6 G1|protein-coding	176.227	207.16	224.81	193.06799999999998	60.01	155.374	161.816	175.233	160.796	99.92299999999999	106.46799999999999	164.903	188.945	49.808	59.013000000000005	Aebp2
NM_011969	NM_011969	chr2	180036367	180042464	-	943.0	1	Psma7|C6-I|RP23-23G3.6|2 H4|2|protein-coding	233.44799999999998	220.114	156.744	260.383	91.009	123.58200000000001	111.54700000000001	85.225	115.10700000000001	38.535	48.895	150.067	189.21400000000003	36.409	51.573	Psma7
NM_001205314	NM_001205314	chr1	52119438	52161865	+	5126.0	1	Stat1|2010005J02Rik|AA408197|-|1 C1.1|1 26.81 cM|protein-coding	123.639	87.389	55.269	146.156	63.751999999999995	167.91299999999998	127.05	60.915	126.49700000000001	40.235	42.053999999999995	191.888	177.067	42.873999999999995	55.88399999999999	Stat1
NM_133668	NM_133668	chr10	91116578	91123963	-	1502.0	1	Slc25a3|5730556H19Rik|PTP|Phc|-|10 C2|10|protein-coding	292.267	286.815	267.01599999999996	310.95599999999996	187.90099999999998	212.451	198.233	183.80700000000002	202.91400000000002	115.72200000000001	132.694	216.25400000000002	252.97400000000002	104.37799999999999	118.887	Slc25a3
NM_010090	NM_010090	chr2	127336159	127338377	+	1612.0	1	Dusp2|PAC1|RP23-206D14.6|2 F1|2|protein-coding	185.128	181.082	176.892	190.715	91.34	114.97200000000001	131.558	126.516	135.988	72.759	74.79899999999999	141.605	175.733	38.655	38.54	Dusp2
NM_009272	NM_009272	chr4	148591513	148594619	+	1319.0	1	Srm|AA407669|SpdST|SpdSy|RP23-331P21.3|4 E2|4|protein-coding	206.90200000000002	132.067	77.333	195.005	35.433	104.054	99.14299999999999	49.192	92.615	12.392999999999999	19.395	114.946	142.275	9.307	12.253	Srm
NM_009743	NM_009743	chr2	152780664	152831728	-	2416.0	1	Bcl2l1|Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1|RP23-106A3.4|2 H1|2 75.41 cM|protein-coding	214.136	294.559	263.526	205.805	46.628	121.65799999999999	144.94	158.371	150.423	50.406000000000006	82.84299999999999	134.97299999999998	156.414	20.22	28.599	Bcl2l1
NM_001252457	NM_001252457	chr17	35242817	35253707	+	1638.0	1	Ddx39b|0610030D10Rik|AI428441|Bat-1|Bat1|Bat1a|D17H6S81E|D17H6S81E-1|D6S81Eh|-|17 B1|17 18.6 cM|protein-coding	259.634	236.005	225.395	273.381	157.907	231.854	211.601	182.50900000000001	211.53599999999997	139.232	138.263	234.985	254.03599999999997	124.204	120.844	Ddx39b
NM_009122	NM_009122	chr17	51736187	51832647	-	6205.0	1	Satb1|2610306G12Rik|AW413156|-|17 C|17|protein-coding	174.345	262.985	254.419	195.30700000000002	144.917	181.671	193.387	185.298	193.643	103.82	128.13	195.324	202.81400000000002	76.91199999999999	73.033	Satb1
NM_182650	NM_182650	chr6	51460435	51469894	-	2132.0	1	Hnrnpa2b1|9130414A06Rik|Hnrpa2|Hnrpa2b1|hnrnp-A|-|6 B3|6|protein-coding	323.823	306.432	280.635	392.213	186.25900000000001	219.135	206.065	169.73	208.579	116.654	127.06299999999999	238.15900000000002	249.157	103.199	119.434	Hnrnpa2b1
NM_001164062	NM_001164062	chr11	100860484	100885169	+	3586.0	1	Stat5a|AA959963|STAT5|RP23-279L23.4|11 D|11 63.77 cM|protein-coding	161.309	162.967	141.28799999999998	159.483	39.661	126.66	134.209	109.035	136.695	45.528	56.187	132.915	158.33700000000002	19.67	29.412	Stat5a
NM_026055	NM_026055	chrX	37082520	37085184	-	389.0	1	Rpl39|2810465O16Rik|RP23-43O20.1|X|X F3|protein-coding	313.07	318.209	326.247	320.993	198.82299999999998	256.786	276.937	217.997	274.513	172.769	186.972	245.16099999999997	219.635	134.394	116.508	Rpl39
NM_025313	NM_025313	chr10	80142315	80145818	+	925.0	1	Atp5d|0610008F14Rik|1500000I11Rik|AA960090|AI876556|AU020773|C85518|-|10 C1|10|protein-coding	265.9	248.19299999999998	211.04	252.013	151.24200000000002	159.349	161.554	129.564	159.204	75.75399999999999	89.77799999999999	173.829	211.648	79.691	68.766	Atp5d
NM_007669	NM_007669	chr17	29093772	29100722	+	1905.0	1	Cdkn1a|CAP20|CDKI|CIP1|Cdkn1|P21|SDI1|Waf1|mda6|p21Cip1|p21WAF|-|17 A3.3|17 15.12 cM|protein-coding	155.312	127.14	83.258	182.567	38.293	136.752	127.022	87.884	120.99600000000001	28.579	39.585	157.31799999999998	172.73	19.756	36.841	Cdkn1a
NM_007531	NM_007531	chr6	124712289	124716945	+	1349.0	1	Phb2|AU044498|BAP|Bap37|Bcap37|REA|-|6 F2|6 59.17 cM|protein-coding	264.899	222.43900000000002	154.41	270.428	86.804	145.17	128.937	99.90100000000001	139.516	40.503	57.553999999999995	161.686	179.965	33.211	39.422	Phb2
NM_007638	NM_007638	chr6	85451505	85468477	+	2438.0	1	Cct7|AA408524|AL022769|Ccth|Cctz|-|6|6 D1|protein-coding	270.545	247.908	173.19299999999998	255.046	61.602	145.543	126.891	89.57	122.229	34.325	49.00899999999999	142.041	177.53900000000002	27.986	34.037	Cct7
NM_018868	NM_018868	chr1	59685006	59711510	+	1959.0	1	Nop58|MSSP|Nol5|SIK|nop5|-|1 C1.3|1|protein-coding	226.354	188.81599999999997	120.213	241.66099999999997	37.079	146.634	125.39299999999999	84.779	122.126	28.09	37.304	146.385	150.375	14.854000000000001	18.922	Nop58
NM_175329	NM_175329	chr10	75935573	75937734	+	942.0	1	Chchd10|1620401E04Rik|AI267078|Ndg2|-|10 C1|10|protein-coding	159.624	227.63400000000001	210.878	191.237	33.533	103.63799999999999	111.117	123.565	114.954	32.562	50.368	121.052	163.875	10.054	10.651	Chchd10
NM_009896	NM_009896	chr16	10783809	10785536	-	1215.0	1	Socs1|Cish1|Cish7|JAB|SOCS-1|SSI-1|-|16 A1|16 5.81 cM|protein-coding	165.59599999999998	207.947	115.292	142.023	84.37899999999999	142.465	140.44799999999998	119.781	137.52100000000002	31.249000000000002	42.479	161.372	165.55200000000002	29.438000000000002	38.278	Socs1
NM_009080	NM_009080	chr11	68901566	68904534	+	537.0	1	Rpl26|SIG-20|RP23-396M19.1|11 B3|11|protein-coding	321.059	305.362	253.62099999999998	316.089	170.502	144.642	129.77100000000002	135.899	138.707	61.0	75.061	170.146	226.09799999999998	47.111000000000004	55.958999999999996	Rpl26
NM_016737	NM_016737	chr19	7020696	7040026	-	2157.0	1	Stip1|Hop|Sti1|p60|-|19 A|19|protein-coding	242.976	247.579	191.887	261.153	50.885	145.437	140.282	114.15799999999999	141.10399999999998	42.32899999999999	59.232	158.501	174.287	28.483	32.308	Stip1
NM_011498	NM_011498	chr6	108660629	108666925	+	3106.0	1	Bhlhe40|Bhlhb2|C130042M06Rik|CR8|Clast5|Dec1|Sharp2|Stra13|Stra14|-|6|6 E-F1|protein-coding	242.35299999999998	382.426	384.05199999999996	241.477	71.291	174.565	224.06	254.262	225.614	119.071	147.22	174.107	189.74099999999999	42.45	63.268	Bhlhe40
