	Chr	Start	End	Strand
21814	chr16	94592890	94593938	+
21815	chr18	83740615	83741115	+
21816	chr9	97307072	97307950	+
21817	chr4	140679666	140680290	+
21818	chr10	81551462	81552268	+
21819	chr14	118680872	118681754	+
21820	chr5	105415889	105416519	+
21821	chr2	91975827	91976707	+
21823	chrX	85870253	85871597	+
21824	chr17	84332774	84333524	+
21825	chr17	5060520	5061276	+
21826	chr2	75563030	75563530	+
21827	chr10	80385860	80386646	+
21828	chr3	69114148	69115084	+
21829	chr2	167712745	167713645	+
21830	chr4	155783894	155784864	+
21831	chr10	120552189	120553219	+
21833	chr13	110395011	110395925	+
21834	chr6	53446077	53446831	+
21835	chr10	80989132	80990078	+
21836	chr9	57790132	57790920	+
21837	chr18	73753843	73754605	+
21838	chr4	149294576	149295454	+
21839	chr4	134591907	134593243	+
21840	chr6	97318215	97318715	+
21842	chr15	82967975	82969351	+
21844	chr14	74984823	74985715	+
21845	chr5	134437125	134438147	+
21846	chr2	103642389	103643015	+
21847	chr17	56272926	56274548	+
21848	chr14	71000619	71002013	+
21849	chr6	114656059	114657111	+
21850	chr13	51115311	51116081	+
21851	chr15	79956233	79957119	+
21852	chr15	28021846	28022600	+
21853	chr2	6363103	6364125	+
21854	chr14	26515870	26516620	+
21855	chr2	152811405	152812359	+
21856	chr1	184441095	184441745	+
21858	chr7	110689275	110689775	+
21859	chr9	44655531	44656291	+
21860	chr8	11009562	11010062	+
21861	chr8	36082187	36082687	+
21863	chr16	91825366	91825994	+
21865	chr11	117414382	117415698	+
21866	chr4	63480388	63481266	+
21867	chr9	40996184	40997100	+
21868	chr15	3171820	3172616	+
21869	chr8	81756984	81757484	+
21870	chr18	38171463	38172481	+
21871	chr11	75945979	75946813	+
21872	chr6	54078026	54078656	+
21873	chr1	131492012	131492768	+
21874	chr16	26666953	26667703	+
21875	chrX	107217201	107218373	+
21876	chr19	10752474	10753224	+
21877	chr8	13621083	13621937	+
21878	chr4	135567629	135568571	+
21879	chr1	12875294	12876058	+
21880	chr6	72745228	72746128	+
21881	chr11	93999247	94000125	+
21882	chr11	115642941	115643841	+
21883	chr19	53490825	53492231	+
21884	chr2	167859110	167859868	+
21886	chr6	144725303	144725943	+
21887	chr11	94716302	94717194	+
21889	chr4	138962612	138963252	+
21890	chr17	30133440	30134194	+
21891	chr7	125393169	125394091	+
21892	chr8	95244922	95245818	+
21893	chr11	108927762	108929030	+
21894	chr7	107665652	107666600	+
21895	chr5	45534136	45535344	+
21896	chr14	122997492	122997992	+
21897	chr12	84100582	84101346	+
21898	chr3	103786794	103787294	+
21899	chr2	163697639	163698575	+
21900	chr3	55418883	55419673	+
21901	chr7	30955356	30956258	+
21902	chr17	84422381	84423281	+
21904	chr10	118810832	118811586	+
21905	chr11	55107086	55107980	+
21906	chr5	107353393	107354275	+
21907	chr7	19282283	19283959	+
21908	chr12	17749551	17750481	+
21909	chr15	73727423	73728343	+
21910	chr17	28769174	28769958	+
21911	chr13	101744536	101745304	+
21912	chr10	5384346	5384846	+
21913	chr6	49206551	49207205	+
21915	chr6	54831360	54832022	+
21917	chr17	56668517	56669171	+
21918	chr4	59274137	59274637	+
21919	chr17	73174255	73174885	+
21920	chr15	77789130	77789630	+
21922	chr5	112226832	112228562	+
21923	chr4	155353313	155354221	+
21924	chr15	58669267	58670055	+
21927	chr3	95520448	95521610	+
21928	chr12	102329498	102330670	+
21929	chr2	32709759	32710697	+
21930	chr1	39944525	39945157	+
21931	chr5	65858788	65859596	+
21934	chr4	126226907	126227407	+
21936	chr14	65597652	65598438	+
21937	chr18	37930238	37931502	+
21938	chr18	38429428	38430624	+
21939	chr10	100629524	100630280	+
21940	chr17	23629980	23630730	+
21941	chr11	20242093	20243223	+
21942	chr13	104937445	104938347	+
21943	chr19	43711491	43712243	+
21944	chr7	67500625	67501437	+
21945	chr3	9520256	9520880	+
21946	chr13	40732369	40733581	+
21948	chr2	112509860	112510820	+
21949	chr3	67556627	67557665	+
21950	chr5	147583938	147584438	+
21952	chr14	122902039	122902669	+
21953	chr15	9535032	9535824	+
21954	chr2	90651782	90653154	+
21956	chr7	67421380	67422120	+
21957	chr2	166034449	166035337	+
21958	chr6	99175814	99177054	+
21959	chr13	70828227	70829113	+
21960	chr5	38864205	38865013	+
21961	chr11	64014966	64015466	+
21962	chr11	64117462	64118094	+
21963	chr13	113210939	113211693	+
21964	chr15	80010251	80011403	+
21965	chr11	119691976	119692870	+
21966	chr5	147062463	147063105	+
21967	chr10	128194753	128195505	+
21968	chr7	4498920	4499840	+
21969	chr17	8165953	8167011	+
21970	chr1	160008015	160008643	+
21971	chr12	24492599	24493485	+
21972	chr3	97419282	97419906	+
21974	chr14	66765446	66766404	+
21975	chr15	66789660	66790288	+
21976	chr19	58864421	58865441	+
21977	chr9	54981478	54981978	+
21978	chr3	97254950	97255856	+
21979	chr2	117321473	117322467	+
21980	chr9	69505201	69506337	+
21981	chr1	171561263	171562071	+
21982	chr2	132725480	132726288	+
21983	chr7	110618536	110619446	+
21984	chr4	129514380	129515854	+
21985	chr3	100702503	100703331	+
21986	chr17	52062566	52063066	+
21987	chr11	110447860	110448748	+
21988	chr10	39385286	39386284	+
21989	chr1	164137122	164137746	+
21990	chr11	23852749	23853547	+
21991	chr2	163769115	163770001	+
21992	chr5	125051741	125052899	+
21993	chrX	106218996	106219756	+
21994	chr12	79623578	79624330	+
21995	chr13	100586848	100588014	+
21996	chr2	58128943	58129871	+
21997	chr6	38253531	38254155	+
21998	chr3	94916026	94916784	+
21999	chr8	68336119	68336743	+
22000	chr3	20078776	20079276	+
22001	chr12	79437795	79438429	+
22002	chr9	40871464	40872088	+
22003	chr4	133014188	133015552	+
22004	chr7	132800090	132800956	+
22005	chr2	73053675	73054175	+
22006	chr2	11650602	11651102	+
22007	chr4	152247462	152248104	+
22008	chr15	62104466	62105618	+
22009	chr10	81173013	81173513	+
22010	chr8	57328018	57329424	+
22011	chr12	12372889	12373513	+
22012	chr9	72663218	72663718	+
22013	chr5	3459795	3460573	+
22014	chr5	113180017	113180517	+
22015	chr2	30707211	30708267	+
22017	chr10	54014292	54015048	+
22018	chr5	73338068	73338884	+
22020	chr1	156901336	156902366	+
22021	chr5	92106474	92107498	+
22022	chr1	184061623	184062249	+
22023	chr11	75636378	75637128	+
22025	chr9	65010894	65011560	+
22026	chr9	114495051	114495895	+
22027	chr3	105930202	105931100	+
22028	chr6	22411652	22412308	+
22029	chr12	99206016	99206898	+
22030	chr1	136698983	136699611	+
22031	chr15	61439820	61440598	+
22032	chr3	108865064	108865970	+
22033	chr14	61288970	61289470	+
22034	chr6	72734487	72735245	+
22036	chr18	7608624	7609380	+
22037	chr1	94091736	94092236	+
22038	chr8	110805187	110805939	+
22040	chr17	6002052	6003084	+
22041	chr1	40681592	40682352	+
22042	chr14	21193965	21194717	+
22043	chr19	10709886	10710510	+
22044	chr2	71405884	71406520	+
22046	chr13	93593194	93593820	+
22047	chr5	134323296	134324286	+
22049	chr9	110781058	110781862	+
22050	chr1	130798091	130798855	+
22051	chr17	32369166	32369922	+
22052	chr16	23544093	23545477	+
22053	chr15	74920562	74921062	+
22055	chr7	141574046	141574960	+
22056	chr8	70800753	70801861	+
22057	chr17	12791061	12791851	+
22059	chr13	36954240	36955006	+
22060	chr13	13519919	13520697	+
22061	chr1	106065106	106066000	+
22062	chr11	106019886	106020922	+
22063	chr8	83757651	83758879	+
22064	chr10	128536198	128536698	+
22065	chr3	103140215	103140845	+
22066	chr13	72120472	72121354	+
22067	chr7	132861902	132863458	+
22068	chr1	89079263	89080423	+
22069	chr7	82920959	82922161	+
22070	chr3	55373307	55374091	+
22071	chr9	61235662	61236548	+
22072	chr15	68962261	68963207	+
22073	chr17	3156061	3156687	+
22075	chr10	117982420	117983060	+
22076	chr1	138297947	138298725	+
22077	chr16	50688899	50689657	+
22078	chr11	86623888	86624528	+
22079	chr9	21566712	21567626	+
22080	chr10	34175776	34176822	+
22081	chr1	137902984	137903610	+
22082	chr1	34536042	34537330	+
22083	chr10	61602160	61602794	+
22084	chr16	59470094	59470856	+
22085	chr9	72441041	72441667	+
22086	chr14	74939234	74940256	+
22087	chr6	103465041	103465811	+
22088	chr12	3338643	3339481	+
22089	chr5	148547909	148548545	+
22090	chr5	108465465	108466219	+
22091	chr13	51935294	51936128	+
22092	chr1	92832374	92833138	+
22093	chrX	93288826	93290320	+
22094	chr5	103698620	103699248	+
22095	chr8	10006672	10008056	+
22096	chr15	73092945	73093835	+
22097	chr19	6306484	6307114	+
22098	chr3	89864004	89864656	+
22099	chr14	21682626	21683386	+
22101	chr11	76130604	76131252	+
22102	chr5	36090384	36091548	+
22104	chr10	19612675	19613473	+
22105	chr8	14977634	14978526	+
22106	chr4	98243514	98244344	+
22107	chr9	32581649	32582407	+
22108	chr17	86731893	86732697	+
22109	chrX	167035936	167037390	+
22110	chr15	96257310	96258092	+
22111	chr1	131092350	131092978	+
22112	chr14	60782484	60783314	+
22113	chr2	167823030	167823684	+
22114	chr9	98333002	98333752	+
22115	chr14	69830986	69831882	+
22116	chr4	32294424	32295300	+
22118	chr2	68980981	68981481	+
22119	chr9	44716956	44717456	+
22120	chrX	101736603	101738011	+
22121	chr16	57472322	57472822	+
22122	chr11	11878504	11879134	+
22123	chr5	143333734	143334360	+
22124	chr2	94272804	94273870	+
22125	chr11	22002377	22003439	+
22126	chr2	179951595	179952735	+
22127	chr6	124377316	124377978	+
22128	chr12	73912808	73913552	+
22129	chr6	122533033	122533657	+
22130	chr11	20477228	20478254	+
22132	chr2	166449057	166449817	+
22134	chr13	35782668	35783518	+
22135	chr12	86882124	86882750	+
22136	chr12	73889382	73890144	+
22137	chr7	58568586	58569422	+
22138	chr11	115265704	115266670	+
22139	chr18	38144568	38145702	+
22140	chr13	45903399	45904327	+
22141	chr8	94485031	94486197	+
22143	chr8	120633135	120634693	+
22144	chr5	53584481	53585117	+
22145	chr15	89173260	89174024	+
22147	chr7	129730560	129731850	+
22148	chr15	97449831	97450715	+
22150	chr5	146790895	146791395	+
22151	chr10	93834042	93834542	+
22152	chr3	69012030	69012790	+
22153	chr7	81004112	81004612	+
22154	chr17	80057911	80058891	+
22155	chr10	84631868	84632502	+
22157	chr5	8349549	8350427	+
22158	chr19	53438228	53438990	+
22159	chr6	87384163	87385083	+
22160	chr16	93572017	93572517	+
22161	chr11	95415622	95416430	+
22162	chr4	139169084	139170090	+
22163	chr14	62292271	62293047	+
22164	chr13	24337712	24338348	+
22165	chr5	31732196	31733072	+
22166	chr12	17881973	17882853	+
22167	chr1	160007227	160007727	+
22169	chr15	78915312	78916426	+
22170	chr10	110745414	110746038	+
22171	chr12	110447309	110447809	+
22172	chr13	72639286	72640218	+
22173	chr10	26562567	26563475	+
22174	chr9	57271751	57272679	+
22175	chr16	18416294	18416968	+
22176	chr17	34392062	34392814	+
22177	chr6	144541343	144542103	+
22178	chr1	172562668	172563292	+
22179	chr6	29415064	29415564	+
22180	chr3	152092469	152093093	+
22181	chr3	121437638	121438404	+
22182	chr11	100831339	100832369	+
22183	chr1	151682772	151683678	+
22184	chr14	77845736	77846494	+
22185	chr19	46329774	46330528	+
22186	chr11	69752073	69753003	+
22187	chr11	78126426	78127238	+
22188	chr5	137509801	137510559	+
22189	chr10	117127568	117128356	+
22190	chr10	116934791	116935821	+
22191	chr1	119486927	119487729	+
22193	chr8	126651926	126652680	+
22194	chr16	87723497	87724377	+
22195	chr9	40397089	40397589	+
22196	chr1	159396333	159396833	+
22197	chr14	61788189	61788689	+
22198	chr14	70798716	70799472	+
22203	chr2	75068265	75069073	+
22204	chr3	95709490	95710366	+
22205	chr5	64923010	64923510	+
22206	chr16	44319386	44320276	+
22208	chrX	21361083	21362199	+
22210	chr6	130031208	130031832	+
22211	chr18	70573952	70574818	+
22212	chr8	126654147	126654777	+
22213	chr11	120729163	120730697	+
22214	chr7	45591761	45592497	+
22216	chr1	64971003	64971503	+
22218	chr14	32798961	32799713	+
22219	chr4	44270724	44271738	+
22220	chr11	35841537	35842433	+
22221	chr8	34948170	34949094	+
22222	chr1	9699558	9700332	+
22223	chr13	109189379	109190533	+
22224	chr3	30595025	30596077	+
22227	chr9	57655445	57656389	+
22228	chr10	51453303	51453937	+
22229	chr15	86202505	86203455	+
22233	chr11	116337007	116337771	+
22236	chr9	124068323	124068823	+
22237	chr4	106787668	106788302	+
22238	chr9	75256217	75257143	+
22239	chr2	49481374	49482682	+
22240	chr12	26405650	26406404	+
22241	chr6	3386047	3386929	+
22242	chr3	89785225	89785977	+
22243	chr10	117215770	117216624	+
22245	chr13	5408249	5409083	+
22246	chr9	113441891	113442783	+
22247	chr14	27435920	27437164	+
22249	chr4	114685668	114686420	+
22250	chr12	18610493	18611347	+
22252	chr2	45116911	45117537	+
22253	chr9	96369985	96370863	+
22254	chr2	165178943	165179951	+
22255	chr11	86818163	86818791	+
22256	chr3	103405239	103406331	+
22257	chr18	75367546	75368172	+
22259	chr2	132658158	132658934	+
22260	chr5	123253202	123254254	+
22261	chr15	100077063	100077563	+
22264	chr15	64042640	64043716	+
22265	chr13	40722909	40723813	+
22266	chr14	46577614	46578246	+
22267	chr6	97294352	97294852	+
22268	chr14	63103683	63104693	+
22269	chr1	93115035	93116051	+
22270	chr5	134333311	134333987	+
22271	chr16	29813556	29814324	+
22272	chr8	72357911	72358665	+
22273	chrX	142685239	142686797	+
22274	chr7	3409880	3411764	+
22275	chr3	60513124	60513624	+
22276	chr12	69129935	69130727	+
22277	chr14	16255451	16256075	+
22278	chr1	89108771	89109405	+
22280	chr7	137312877	137313917	+
22281	chr16	25052449	25053617	+
22282	chr15	96757147	96757647	+
22285	chr1	87866162	87866662	+
22286	chr1	36960307	36961065	+
22287	chr15	41774503	41775293	+
22288	chr15	12667611	12668465	+
22290	chr9	85710544	85711182	+
22291	chrX	133687892	133688972	+
22292	chr3	33839036	33839664	+
22293	chr11	32221157	32222137	+
22294	chr6	125377802	125378820	+
22295	chr12	85105592	85106670	+
22296	chr7	24645965	24646861	+
22297	chr16	93788804	93789712	+
22298	chr3	79028121	79028873	+
22299	chr10	122599389	122600455	+
22301	chr19	28912683	28913565	+
22302	chr2	132695570	132696804	+
22303	chr16	92946617	92947369	+
22304	chr3	108423270	108424180	+
22306	chr17	29533368	29534018	+
22307	chr13	112062215	112062715	+
22309	chr6	28484263	28485013	+
22310	chr18	65694881	65695643	+
22311	chr6	91156667	91157291	+
22312	chr9	92457650	92458286	+
22313	chrX	48713277	48714127	+
22314	chr4	150594253	150595445	+
22315	chr2	143983261	143984017	+
22316	chr10	51553669	51554437	+
22317	chr9	117871637	117872711	+
22318	chr18	32989930	32990772	+
22319	chr11	116905639	116906517	+
22320	chr13	97824036	97824802	+
22321	chr2	49867986	49868652	+
22322	chr12	77667605	77668357	+
22323	chr8	64942176	64943080	+
22325	chr13	32928906	32929656	+
22327	chr5	36088591	36089245	+
22328	chr6	136743697	136744197	+
22329	chr9	46144350	46144850	+
22330	chr8	35850184	35851008	+
22331	chr7	126357309	126357809	+
22332	chr9	72399710	72400480	+
22333	chr1	178529329	178530155	+
22334	chr1	60916498	60917122	+
22335	chr9	21100071	21100987	+
22336	chr8	127324693	127325745	+
22337	chr8	114869600	114870790	+
22339	chr6	29198375	29199261	+
22340	chr13	46733665	46734621	+
22341	chr11	55113252	55113752	+
22342	chr13	24779194	24779946	+
22344	chr1	143202009	143202659	+
22346	chr9	44866397	44867075	+
22348	chr1	95655203	95655703	+
22349	chr3	59675438	59676402	+
22350	chr17	29509911	29510857	+
22351	chr16	22466654	22467154	+
22352	chr9	123270740	123271626	+
22353	chr12	82231056	82231882	+
22354	chr17	72965569	72966251	+
22355	chr6	73279277	73280153	+
22356	chr11	90487972	90488780	+
22357	chr1	98129403	98130311	+
22358	chrX	12570373	12571267	+
22359	chr11	33999966	34000908	+
22360	chr9	60858416	60859176	+
22361	chr3	69223223	69223975	+
22362	chr17	29142864	29143810	+
22363	chr10	42031194	42032116	+
22364	chr4	46374893	46375535	+
22365	chr1	58761502	58762506	+
22366	chrX	77580371	77581787	+
22367	chr10	128424187	128425067	+
22368	chr8	128391312	128392190	+
22369	chr7	105580124	105581542	+
22370	chr12	85416165	85416789	+
22371	chr15	68960090	68961014	+
22372	chr5	64391023	64391833	+
22373	chr16	24339533	24340033	+
22374	chr10	12548861	12549643	+
22375	chr8	46751420	46752186	+
22376	chr17	3092515	3093447	+
22378	chr4	133733919	133735001	+
22379	chr17	35301453	35301953	+
22380	chr11	44610913	44611809	+
22381	chr14	121349142	121349642	+
22382	chr14	60123083	60124361	+
22383	chr11	102572904	102573674	+
22384	chr5	110598469	110599413	+
22385	chr8	13995821	13996591	+
22386	chr4	102587882	102588518	+
22387	chr1	138233364	138234114	+
22388	chr8	108822423	108823441	+
22389	chr11	107793233	107794253	+
22391	chr11	75656569	75657069	+
22392	chr2	31179580	31180362	+
22393	chr5	140858123	140858955	+
22394	chr13	109921997	109922907	+
22395	chr2	103632444	103633070	+
22396	chr15	99345018	99345774	+
22397	chr11	101952620	101953408	+
22398	chr18	46311354	46311978	+
22399	chr5	24347913	24348667	+
22400	chr10	19991257	19992349	+
22401	chr7	145047242	145048124	+
22402	chr11	98709497	98710457	+
22403	chr9	120027662	120028378	+
22404	chr15	10662381	10663153	+
22405	chr10	18545268	18546530	+
22410	chr15	101387655	101388405	+
22411	chr2	83812163	83813499	+
22412	chr9	90247668	90248576	+
22413	chr13	22015546	22016182	+
22414	chr17	7868576	7869466	+
22415	chr7	80171159	80171921	+
22416	chr2	68978277	68978777	+
22417	chr6	143425470	143426096	+
22418	chr5	105106518	105107316	+
22419	chr5	64683768	64684666	+
22420	chr11	104435068	104436144	+
22421	chr4	129491456	129492208	+
22422	chr10	80988013	80988513	+
22423	chr9	43241786	43242558	+
22424	chr12	25141314	25142724	+
22425	chr3	30650465	30651091	+
22426	chr1	156462581	156463645	+
22427	chr3	81036960	81037856	+
22428	chrX	74115456	74116228	+
22429	chr1	69498960	69499758	+
22430	chr7	90138984	90139736	+
22431	chr15	85610578	85611462	+
22432	chr9	78100656	78101538	+
22433	chr11	48933688	48934832	+
22434	chr9	54691165	54692073	+
22435	chr8	12757098	12758038	+
22436	chr7	99573009	99573761	+
22437	chr13	112998231	112998991	+
22438	chr7	107658838	107659858	+
22439	chr11	102446489	102447597	+
22441	chr9	56585310	56586076	+
22442	chr1	82852578	82853466	+
22443	chr6	50776824	50777748	+
22445	chr5	135888794	135889546	+
22446	chr2	128026914	128027770	+
22447	chr4	152283163	152283915	+
22448	chr11	79631563	79632339	+
22449	chr5	150262669	150263621	+
22450	chr6	17654622	17655518	+
22451	chr6	122755554	122756638	+
22452	chr12	5191973	5192473	+
22453	chr18	69614203	69615163	+
22454	chr6	28321751	28322553	+
22455	chr5	64472558	64473194	+
22456	chr3	79196771	79197271	+
22457	chr18	60920741	60921539	+
22458	chr6	127433514	127434184	+
22460	chr2	102998011	102998511	+
22461	chr12	8760688	8761600	+
22462	chrX	77522110	77523540	+
22463	chr14	73349610	73350364	+
22464	chr5	75315386	75316140	+
22465	chr3	93549906	93550406	+
22466	chr2	170349006	170349640	+
22467	chr2	60962562	60963186	+
22468	chr6	37592186	37592948	+
22469	chr13	45850032	45850532	+
22470	chr17	84850264	84850892	+
22471	chr9	120942153	120943185	+
22472	chr9	100521499	100522123	+
22473	chr6	54142617	54143527	+
22474	chr17	56478185	56479339	+
22475	chr2	75689312	75689944	+
22476	chr2	38336444	38337238	+
22477	chr2	84504872	84505650	+
22479	chr14	27259497	27260439	+
22480	chr4	88515538	88516452	+
22481	chr9	103426247	103427201	+
22482	chr15	27726185	27726685	+
22483	chr17	88405306	88405806	+
22485	chr18	74879888	74880514	+
22486	chr5	86068390	86069374	+
22488	chr2	173436576	173437076	+
22489	chr15	97665652	97666406	+
22490	chr9	120739101	120740291	+
22492	chr17	73258124	73259010	+
22493	chr10	117784652	117785674	+
22494	chr17	36257348	36257848	+
22495	chr10	6991344	6992536	+
22496	chr12	34433027	34433779	+
22497	chr16	92764593	92765389	+
22498	chr12	99161852	99162352	+
22500	chr15	99644439	99645211	+
22501	chr2	33403385	33404171	+
22502	chr19	20409806	20410306	+
22503	chr19	34210631	34211415	+
22504	chr14	75057136	75057636	+
22505	chr2	173794470	173795370	+
22506	chr1	60702021	60703043	+
22507	chr10	93179211	93179711	+
22509	chr18	7409987	7411315	+
22510	chr7	101356661	101358131	+
22511	chr12	105935276	105936118	+
22513	chr8	4166539	4167163	+
22515	chr10	39239706	39240332	+
22516	chr8	83875115	83876147	+
22517	chr19	34202648	34203552	+
22518	chr7	25179710	25180210	+
22519	chr9	44115563	44116335	+
22520	chr16	45044690	45045190	+
22521	chr2	118902642	118903142	+
22522	chr2	50293604	50294322	+
22523	chr19	21645976	21646476	+
22524	chr4	53491263	53491901	+
22525	chr15	28001273	28002165	+
22526	chr1	134747400	134748028	+
22527	chr12	114299705	114300205	+
22528	chr1	51525309	51526127	+
22530	chr19	30034442	30035578	+
22531	chr16	8833140	8833808	+
22532	chr2	152029196	152030094	+
22533	chr3	83862681	83863575	+
22534	chr15	83031544	83032740	+
22536	chr5	114512825	114513745	+
22538	chr17	83772560	83773406	+
22539	chr5	99967801	99968559	+
22540	chr17	73905672	73906452	+
22541	chr19	45030414	45031054	+
22542	chr11	119050153	119050991	+
22544	chr11	64035885	64036511	+
22545	chr4	143141135	143142253	+
22546	chr9	96351672	96352172	+
22547	chr3	28026725	28027501	+
22548	chr12	101069735	101071179	+
22549	chr10	60218322	60219256	+
22550	chr19	28772308	28773232	+
22551	chr2	32610688	32611438	+
22552	chr4	139187905	139188939	+
22553	chr8	71528525	71529403	+
22554	chr12	101905857	101906779	+
22555	chr7	92420437	92421079	+
22556	chr3	130073102	130073878	+
22557	chr17	26200348	26201754	+
22558	chr7	100448921	100449421	+
22560	chr12	104066676	104068018	+
22561	chr3	19318563	19319063	+
22564	chr17	46870711	46871211	+
22565	chr8	39045841	39046593	+
22566	chr8	47673084	47673984	+
22567	chr11	34033857	34034357	+
22568	chr6	135236963	135237717	+
22569	chrX	23672967	23674153	+
22570	chr3	79472989	79474031	+
22572	chr18	65300906	65301866	+
22573	chr9	53383937	53384629	+
22574	chr10	98781381	98782021	+
22575	chr7	127100420	127101178	+
22576	chr3	88830891	88831983	+
22577	chr14	101655876	101656636	+
22579	chr9	121297012	121297652	+
22580	chr6	114883099	114883727	+
22581	chr5	34578061	34579343	+
22585	chr1	131025709	131026669	+
22586	chr9	108265960	108266886	+
22588	chr8	71476614	71477364	+
22589	chr19	12563605	12564549	+
22590	chr2	29640073	29640825	+
22591	chr8	8968825	8969879	+
22592	chr3	107846007	107846797	+
22593	chr12	69853080	69853710	+
22594	chr2	91194246	91195138	+
22595	chr5	77134536	77135302	+
22596	chr7	79495786	79496548	+
22597	chr5	136503581	136504237	+
22598	chr12	116485622	116486508	+
22599	chr2	165042771	165043403	+
22600	chr11	5429418	5429918	+
22601	chr8	123978651	123979553	+
22602	chr6	88756214	88756998	+
22603	chr11	20561014	20561912	+
22604	chr14	40938885	40939857	+
22606	chr4	95192637	95193301	+
22607	chr14	25726793	25727567	+
22608	chr14	78907984	78908786	+
22609	chr6	94636617	94637569	+
22610	chr13	73484066	73485016	+
22611	chr13	98354246	98355662	+
22612	chr11	119680820	119681728	+
22613	chr2	75636350	75637060	+
22614	chr9	13448706	13449550	+
22615	chr8	106075067	106075723	+
22616	chr13	49428227	49428991	+
22618	chr16	87610718	87611888	+
22619	chr12	12420668	12421432	+
22620	chr19	10838701	10839353	+
22621	chr2	113904535	113905323	+
22622	chr12	102619325	102619977	+
22623	chr1	69680555	69681327	+
22624	chr13	38938252	38939022	+
22625	chr16	3632887	3633773	+
22626	chr7	16200428	16201352	+
22628	chr9	122242646	122243908	+
22629	chr4	32481455	32482449	+
22631	chr2	166974222	166974852	+
22632	chr18	38596181	38596889	+
22633	chr6	134147918	134148558	+
22634	chr10	94415545	94416045	+
22635	chrX	50607211	50608287	+
22636	chr12	83335605	83336355	+
22637	chr13	67844090	67845136	+
22638	chr14	79548271	79549245	+
22639	chr1	170147722	170148624	+
22640	chr16	55952465	55953361	+
22641	chrX	42363963	42365403	+
22642	chr11	106535579	106536211	+
22644	chr9	15582360	15583126	+
22645	chr9	50966330	50966974	+
22646	chr15	64047241	64048427	+
22647	chr5	134489111	134489901	+
22648	chr13	51814401	51815163	+
22649	chr4	132036541	132037283	+
22650	chr10	50592665	50593291	+
22652	chr2	130576981	130578131	+
22654	chr12	73735142	73736174	+
22655	chr11	3311302	3311926	+
22657	chr1	175632104	175632604	+
22658	chr10	41527350	41528238	+
22659	chr16	25024637	25025401	+
22660	chr15	100074637	100075493	+
22661	chr1	52597396	52598032	+
22662	chr1	186703878	186705122	+
22663	chr1	51934902	51935554	+
22664	chr3	137973038	137973690	+
22665	chr9	22054532	22055300	+
22666	chr5	92078667	92079799	+
22667	chr2	158135370	158136622	+
22668	chr13	35026825	35027617	+
22670	chr2	11215122	11215750	+
22672	chr7	64216831	64217455	+
22673	chr10	108191459	108191959	+
22677	chr6	88064343	88065589	+
22678	chr14	54413729	54414497	+
22679	chr6	99379950	99381324	+
22681	chr9	35432861	35433973	+
22682	chr6	125338721	125339385	+
22683	chr16	49874615	49875115	+
22684	chr13	112354938	112355822	+
22685	chr18	56451233	56452001	+
22686	chr5	142447376	142448148	+
22687	chr8	79280761	79282065	+
22688	chr11	58995963	58996629	+
22690	chr10	93419159	93419659	+
22691	chr11	86971119	86971889	+
22692	chr3	5218800	5219714	+
22693	chr2	144228469	144229103	+
22696	chr2	57407067	57407695	+
22697	chr8	128148388	128149158	+
22698	chr7	128737425	128737925	+
22699	chr3	121104697	121105197	+
22700	chr14	74908139	74909059	+
22701	chr7	31167648	31168148	+
22702	chr3	104855404	104856342	+
22703	chr2	169204210	169205460	+
22704	chr11	79869528	79870154	+
22705	chr5	123661876	123662376	+
22706	chr13	114894315	114895065	+
22707	chr13	91133511	91134135	+
22708	chr19	58104426	58105178	+
22709	chr6	145091554	145092454	+
22710	chr3	137970217	137971131	+
22711	chr7	90141623	90142255	+
22712	chr1	181170406	181170906	+
22713	chr14	67062270	67063520	+
22715	chr6	97180310	97181070	+
22716	chr7	125483594	125484502	+
22717	chr16	33072697	33073447	+
22718	chr12	111047674	111048460	+
22719	chr12	76095142	76095934	+
22720	chr9	57887889	57888523	+
22721	chr5	112430739	112431239	+
22722	chr6	49013235	49014123	+
22723	chr7	49496950	49497700	+
22725	chr15	102692120	102692746	+
22726	chr5	137671521	137672599	+
22727	chr10	96570433	96570933	+
22728	chr10	120625411	120626037	+
22729	chr4	83941199	83941965	+
22730	chr6	31085212	31086166	+
22731	chr3	95185275	95186029	+
22732	chr3	101293323	101293823	+
22733	chr4	33225946	33227106	+
22734	chr19	8591638	8592632	+
22735	chr18	68831917	68832545	+
22736	chr16	94584495	94584995	+
22737	chr1	178406570	178407322	+
22738	chr19	56757265	56758403	+
22739	chr11	86371209	86371709	+
22740	chr14	60177329	60178081	+
22741	chr1	132138875	132140039	+
22742	chr1	180811416	180812318	+
22744	chrX	143030312	143031334	+
22745	chr1	13125727	13126753	+
22746	chr5	135700085	135700933	+
22747	chr2	59630226	59631016	+
22748	chr9	7766515	7767015	+
22750	chr9	91361817	91362961	+
22751	chr7	89404456	89405084	+
22752	chr15	101113372	101114130	+
22753	chrX	168794968	168796624	+
22754	chr7	24300574	24301512	+
22755	chr12	119147575	119148481	+
22756	chr1	85697393	85697893	+
22757	chr8	69967430	69968534	+
22758	chr17	32785724	32786582	+
22759	chr16	95752860	95753496	+
22760	chr9	44223972	44225346	+
22761	chr10	130343994	130344780	+
22762	chr1	162625256	162626050	+
22764	chr15	63998062	63998562	+
