	Chr	Start	End	Strand
8775	chr17	73081157	73082853	+
8790	chr15	97665094	97666924	+
8791	chr11	83042893	83045475	+
8797	chr16	8823355	8824487	+
8802	chr11	88552886	88554374	+
8816	chr10	8129583	8131003	+
8817	chr10	117062445	117064289	+
8821	chr1	60973571	60975413	+
8827	chr16	45352419	45353301	+
8828	chr2	117249262	117250712	+
8831	chr10	122984457	122986443	+
8841	chr7	12803126	12804172	+
8858	chr17	34295236	34297334	+
8861	chr11	60045344	60047132	+
8867	chr17	50149281	50150507	+
8868	chr1	138516506	138518236	+
8882	chr13	30659516	30661144	+
8883	chr6	148943495	148946105	+
8888	chr6	142864604	142866210	+
8892	chr5	150664575	150666161	+
8907	chr6	49016357	49017627	+
8909	chr15	9567064	9568790	+
8911	chr16	50363648	50364952	+
8914	chr3	10342020	10343406	+
8916	chrX	101331984	101333952	+
8917	chr14	36961626	36963604	+
8922	chr3	126628128	126629262	+
8923	chr2	30699464	30700482	+
8925	chr3	9549653	9550657	+
8927	chr5	24686268	24688562	+
8934	chr1	66700558	66701700	+
8938	chr6	28318718	28319988	+
8948	chr6	34175373	34177217	+
8964	chr11	110268314	110269116	+
8967	chr14	27267502	27269662	+
8968	chr12	73577902	73578910	+
8970	chr7	110253995	110255741	+
8975	chr11	100734809	100736513	+
8991	chr3	86758194	86759554	+
8994	chr9	77920632	77922260	+
9008	chr11	32008809	32010905	+
9010	chr2	127791509	127792911	+
9011	chr19	10780937	10782641	+
9014	chr6	54698922	54700286	+
9026	chr2	117446023	117448217	+
9036	chr6	87541289	87542463	+
9037	chr1	119835865	119837999	+
9043	chr12	110695007	110697057	+
9044	chr14	104520900	104522742	+
9045	chr5	150223045	150224453	+
9048	chr18	10028971	10030305	+
9051	chr2	11253605	11255237	+
9055	chr10	83542861	83545439	+
9061	chr11	88576016	88577704	+
9063	chr4	59286384	59288404	+
9069	chr9	53356501	53357503	+
9101	chr8	13979146	13980838	+
9104	chr3	68637494	68638642	+
9111	chr17	50570355	50572221	+
9116	chr14	122041680	122042874	+
9128	chr4	63868948	63871210	+
9129	chr3	135628494	135630190	+
9131	chr11	11528097	11529821	+
9142	chr2	103631833	103633729	+
9143	chr15	102073599	102076657	+
9145	chr5	53399969	53401447	+
9147	chr12	15929864	15931588	+
9149	chr14	120911025	120913045	+
9150	chr10	107931981	107933121	+
9156	chrX	167087453	167090239	+
9169	chr2	155050101	155051551	+
9174	chr11	52034901	52036733	+
9177	chr13	112287815	112289635	+
9181	chr9	83830695	83831979	+
9184	chr2	173349417	173350813	+
9186	chr11	20531535	20533257	+
9190	chr12	52728988	52730228	+
9205	chr13	43766884	43768814	+
9210	chr6	99654942	99656332	+
9212	chr5	21672638	21674040	+
9219	chr7	63924540	63926082	+
9242	chr7	58448376	58449876	+
9245	chr5	86086100	86087926	+
9263	chr3	152969519	152970295	+
9285	chr1	64304968	64306498	+
9286	chr6	134413787	134415059	+
9289	chr10	128779165	128780799	+
9291	chr8	127499280	127500440	+
9293	chr4	88030539	88032431	+
9299	chr2	117437928	117439562	+
9300	chr2	122665540	122666638	+
9304	chr3	129535543	129536553	+
9308	chr1	21959954	21961230	+
9311	chr14	122852251	122853161	+
9320	chrX	57195350	57197750	+
9321	chr10	82797008	82798144	+
9332	chrX	166659913	166662089	+
9340	chr17	46771767	46773797	+
9378	chr19	9134427	9135737	+
9385	chr13	43364722	43366160	+
9386	chr5	120696074	120697534	+
9391	chr5	115132647	115134545	+
9395	chr7	30094693	30096161	+
9398	chr3	95209916	95212002	+
9411	chr3	131334614	131335580	+
9416	chr6	15714236	15715846	+
9417	chr11	32560729	32562243	+
9420	chr7	63896234	63897184	+
9425	chr18	4366160	4367388	+
9426	chr10	75302957	75303965	+
9427	chr17	51876290	51877640	+
9431	chr11	51804840	51805860	+
9432	chr2	104492931	104495205	+
9433	chr12	100976959	100978749	+
9435	chr1	91192880	91194056	+
9438	chr13	67080589	67082129	+
9439	chr15	5554438	5556016	+
9441	chr14	103651280	103652722	+
9442	chr13	101693879	101695491	+
9446	chr17	26662559	26663685	+
9447	chr2	117416945	117418097	+
9449	chr2	39010847	39012265	+
9463	chr15	73743407	73744331	+
9464	chr9	96705227	96706485	+
9472	chr2	102383557	102384685	+
9505	chr1	80749333	80751207	+
9506	chr10	28683796	28685554	+
9509	chr6	82996313	82997359	+
9513	chr7	99855637	99857825	+
9516	chr11	109375589	109377295	+
9521	chr3	108856283	108857783	+
9523	chr5	53999181	54000413	+
9529	chr6	33248543	33250229	+
9531	chr15	62697898	62699446	+
9538	chr3	143646778	143647912	+
9545	chr11	96822135	96823553	+
9548	chr3	137866958	137869320	+
9563	chr7	114171343	114172485	+
9566	chr15	74967837	74968967	+
9570	chr9	120055882	120057604	+
9571	chr3	52395997	52396927	+
9576	chr12	33284066	33285518	+
9581	chr16	75920536	75921788	+
9589	chr7	109958538	109960178	+
9591	chr5	53994725	53996255	+
9597	chr12	59133439	59135121	+
9599	chrX	20797881	20799407	+
9602	chr8	39020604	39022078	+
9607	chr17	6106015	6108327	+
9609	chr11	94548538	94549518	+
9610	chr11	101441908	101443448	+
9613	chr1	80338830	80340278	+
9615	chr11	76456277	76457791	+
9616	chr13	37857177	37858607	+
9620	chr9	96476796	96479734	+
9636	chr13	91169124	91170080	+
9647	chr16	95727561	95729543	+
9657	chr17	57192803	57194231	+
9679	chr6	95717268	95718658	+
9680	chr17	34309187	34310587	+
9681	chr1	85697299	85698591	+
9686	chr13	41016011	41017079	+
9690	chr7	75800763	75801731	+
9692	chr17	28467398	28468794	+
9704	chr3	37151872	37153044	+
9705	chr5	62846021	62847917	+
9709	chr13	42052133	42053739	+
9713	chrX	159254065	159255435	+
9728	chr4	141951749	141953603	+
9736	chr15	36791208	36792844	+
9740	chr15	100442657	100444337	+
9742	chr1	38657081	38658475	+
9747	chr14	21112289	21113561	+
9748	chr17	44776476	44778520	+
9749	chr19	6296281	6297263	+
9751	chr4	44065441	44066327	+
9760	chr18	35497476	35499636	+
9762	chr10	53595003	53596621	+
9777	chr7	142532959	142534923	+
9778	chr12	52700756	52702024	+
9779	chr18	70631892	70633488	+
9784	chr4	40776889	40778577	+
9786	chr17	36315134	36316088	+
9790	chr3	20105773	20107887	+
9792	chr13	63567378	63568822	+
9800	chr5	64341575	64343103	+
9801	chr9	70079713	70080655	+
9807	chr3	96813347	96815049	+
9808	chr11	34762725	34764153	+
9810	chr13	117260207	117261735	+
9815	chr9	106684752	106686026	+
9816	chr19	35126895	35128025	+
9823	chr6	124906304	124908950	+
9824	chr9	118040411	118041919	+
9828	chr3	9498613	9499803	+
9833	chr4	150583383	150584757	+
9843	chr14	7818267	7819289	+
9849	chr5	64815812	64817354	+
9862	chr10	111213921	111215657	+
9865	chr7	132610390	132611406	+
9869	chr19	46075897	46077385	+
9879	chr6	134342256	134343706	+
9885	chr8	117283908	117285148	+
9889	chr2	125246659	125248697	+
9890	chr15	80580677	80582393	+
9893	chr9	66510556	66512140	+
9903	chr9	56936819	56938611	+
9910	chr6	121062797	121063687	+
9912	chr6	127991554	127992336	+
9913	chr16	49943103	49944695	+
9931	chr11	5436904	5438614	+
9933	chr9	61947403	61949001	+
9942	chrX	50835928	50837070	+
9951	chr10	56114507	56115631	+
9956	chr16	64835797	64837555	+
9958	chr11	116438752	116440182	+
9972	chr6	72880398	72882404	+
9982	chr8	83200209	83201495	+
9983	chr6	99520618	99522924	+
9987	chrX	167091053	167093001	+
9991	chr6	108465558	108466866	+
9993	chr18	23841281	23843029	+
10004	chr15	98927283	98928891	+
10016	chr7	76236988	76238650	+
10017	chr16	51806701	51808379	+
10020	chr10	88404907	88406861	+
10021	chr10	125370215	125371225	+
10025	chr2	28582332	28583720	+
10034	chr16	17014679	17017037	+
10036	chr2	120562787	120564135	+
10038	chr5	45449384	45450462	+
10042	chr2	75981304	75982226	+
10043	chr8	79027802	79029410	+
10048	chr4	150000904	150001758	+
10053	chr7	83891743	83892771	+
10058	chr4	109280274	109282134	+
10059	chr6	120978161	120979169	+
10063	chr17	23924634	23925560	+
10064	chr3	89196019	89197367	+
10065	chr19	53394526	53396398	+
10066	chr11	55112742	55114326	+
10074	chr9	116168483	116169923	+
10075	chr13	100201215	100202549	+
10078	chr13	112472055	112473097	+
10079	chr1	54896459	54897711	+
10083	chr1	167283511	167284961	+
10084	chr17	17909716	17910792	+
10090	chr7	45591363	45592809	+
10093	chr10	20281765	20282689	+
10099	chr10	66919432	66920550	+
10103	chr8	126838831	126840469	+
10111	chr14	67188755	67189637	+
10115	chr6	52639266	52640186	+
10120	chr7	123108085	123109143	+
10121	chr9	13443789	13445541	+
10129	chr13	95741717	95742799	+
10138	chr10	44002926	44004424	+
10145	chr2	155019520	155020360	+
10147	chr19	41038782	41039788	+
10155	chr5	90492669	90493695	+
10161	chr8	122549235	122550671	+
10168	chr19	10759194	10760780	+
10171	chr2	18671613	18673683	+
10175	chr8	27172699	27174415	+
10180	chr4	32054833	32055781	+
10184	chr1	170213628	170215868	+
10185	chr10	95939992	95942374	+
10190	chr2	94178429	94179443	+
10192	chr12	12274507	12275947	+
10197	chr6	82912937	82914095	+
10207	chr4	88003130	88004906	+
10208	chr6	98993093	98994373	+
10213	chr10	95562302	95563460	+
10222	chr2	79635220	79636516	+
10226	chr5	65107015	65109093	+
10236	chr4	128734680	128735904	+
10240	chr5	107900419	107902413	+
10249	chr18	79292814	79294110	+
10255	chr3	146192008	146192886	+
10261	chr4	123749125	123750915	+
10268	chr2	166000578	166002140	+
10273	chr5	8668938	8670198	+
10277	chr16	38476025	38476909	+
10286	chr17	73869063	73869949	+
10290	chr4	47251156	47252090	+
10292	chr18	7626236	7627024	+
10295	chr19	21603638	21604838	+
10296	chr9	94536504	94538112	+
10313	chr18	20945624	20947462	+
10322	chr10	44442613	44444527	+
10326	chr9	116249447	116250535	+
10331	chr5	54097978	54098856	+
10335	chr15	77698157	77699855	+
10345	chrX	77510426	77512886	+
10352	chr18	32146989	32148295	+
10354	chr7	143756170	143757950	+
10358	chr12	17506750	17508150	+
10360	chr2	91729871	91731209	+
10361	chr6	129746206	129747748	+
10362	chr11	103381465	103382813	+
10372	chr7	28208351	28209759	+
10377	chrX	166479012	166480412	+
10382	chr1	51525351	51527025	+
10389	chr2	75823323	75824609	+
10390	chr4	134912611	134914673	+
10394	chr11	55031669	55033555	+
10395	chr16	87708877	87709773	+
10401	chr4	32422734	32424448	+
10402	chr1	92183260	92184400	+
10403	chr2	75635848	75637678	+
10404	chr2	155691303	155692913	+
10405	chr16	43689774	43690998	+
10407	chr2	3799317	3800223	+
10415	chr7	29211062	29212092	+
10424	chr1	54839294	54840988	+
10425	chr7	81932467	81933667	+
10426	chr4	35095517	35096745	+
10428	chr7	48788817	48789571	+
10430	chr7	31167992	31169122	+
10431	chr8	15033018	15034128	+
10438	chr11	119676698	119678426	+
10444	chr11	16956100	16957200	+
10445	chr7	125190011	125191199	+
10458	chr17	24288306	24289642	+
10463	chr2	61496183	61498097	+
10470	chr8	81618530	81620486	+
10476	chr17	34134991	34136093	+
10477	chr11	87852932	87853970	+
10492	chr15	66899145	66900479	+
10501	chr9	118082192	118083160	+
10504	chr4	8853001	8854449	+
10509	chr4	135080571	135081721	+
10512	chr4	150963937	150965409	+
10514	chr3	37283049	37284339	+
10521	chr16	10841171	10843305	+
10522	chr11	44525586	44527680	+
10526	chr5	88953032	88954044	+
10529	chr4	12086972	12088368	+
10533	chr16	35362714	35363880	+
10542	chr10	54032338	54033678	+
10544	chrX	167200567	167202399	+
10547	chr4	8812221	8813601	+
10553	chr3	106827698	106829686	+
10554	chrX	107216505	107219095	+
10560	chr4	59782517	59783753	+
10567	chr2	166044879	166046153	+
10574	chr17	51812959	51814399	+
10586	chr16	84602334	84603822	+
10597	chr17	53581358	53583332	+
10601	chr9	13561790	13562910	+
10603	chr4	95277784	95278678	+
10604	chr2	164460598	164461996	+
10610	chr19	11064731	11065837	+
10615	chr7	80299064	80300346	+
10617	chrX	140530701	140532169	+
10620	chr8	35592008	35592940	+
10627	chr14	121822555	121823811	+
10636	chr19	9055861	9056881	+
10638	chr5	146973608	146974770	+
10645	chr9	116222868	116224248	+
10648	chr17	83731731	83732793	+
10649	chr18	67774383	67776245	+
10653	chr2	75776548	75777598	+
10657	chr11	117878213	117879495	+
10660	chr4	129058929	129060469	+
10663	chr1	135793544	135794762	+
10679	chr10	59589264	59590278	+
10682	chr2	6338220	6339060	+
10683	chr6	38809789	38810951	+
10686	chr2	125865796	125867176	+
10687	chr18	23810709	23812125	+
10699	chr2	11602498	11603552	+
10702	chr5	148376930	148378850	+
10707	chr7	45465949	45467231	+
10711	chr6	128760330	128761810	+
10714	chr7	110221163	110222915	+
10717	chr1	184048857	184050105	+
10720	chr7	73551919	73554303	+
10726	chr2	84478769	84479805	+
10727	chr10	28694868	28696002	+
10728	chr16	24503854	24504872	+
10731	chr11	52283774	52285136	+
10734	chr4	62593187	62594555	+
10735	chr19	29390045	29392013	+
10740	chr16	92059129	92060255	+
10741	chr2	92008068	92008904	+
10744	chrX	57304264	57305624	+
10745	chr4	132842252	132843506	+
10748	chr6	97315132	97316946	+
10756	chr1	92127568	92128756	+
10761	chr12	99794664	99795554	+
10772	chr10	34170955	34172003	+
10777	chr14	78431239	78432397	+
10778	chr5	123906623	123908331	+
10780	chr3	37680322	37681590	+
10781	chr2	38988096	38988720	+
10782	chr5	66069531	66070523	+
10787	chr3	65391711	65393003	+
10807	chr2	118540056	118541988	+
10813	chr10	19938929	19939967	+
10820	chr1	180829327	180830555	+
10822	chr11	97315395	97316307	+
10824	chr1	54842865	54844519	+
10826	chr19	4154342	4155722	+
10830	chr11	68447931	68449343	+
10831	chr9	14279051	14280937	+
10835	chr2	93427102	93428110	+
10843	chr6	41151896	41152784	+
10845	chr13	38936290	38937416	+
10848	chr17	7945128	7946800	+
10854	chr10	68282733	68283893	+
10871	chr19	21273610	21275554	+
10877	chrX	105079271	105080785	+
10882	chr10	95514098	95516668	+
10889	chr2	72140061	72141255	+
10894	chr2	158166197	158167243	+
10897	chr4	32425225	32426421	+
10899	chr13	62623428	62624404	+
10900	chr19	57094588	57096098	+
10907	chr13	54071317	54072609	+
10913	chr16	95188837	95189969	+
10916	chr8	61275864	61277520	+
10918	chr7	90002498	90005100	+
10921	chr13	28501703	28503003	+
10922	chr11	119159573	119160917	+
10925	chr1	138260770	138261900	+
10932	chr12	84766305	84767955	+
10936	chr16	17726955	17727857	+
10937	chr9	66713485	66714507	+
10946	chr5	100673013	100675117	+
10949	chr19	47432047	47433063	+
10950	chr3	89879642	89880946	+
10953	chr10	59323533	59324543	+
10955	chr2	9586733	9588543	+
10960	chr7	24506625	24508201	+
10967	chr2	153278114	153279750	+
10968	chr15	6500263	6501847	+
10970	chr6	83316534	83317880	+
10971	chr14	65097336	65098362	+
10972	chr18	37883162	37884312	+
10980	chr3	51332656	51334092	+
10982	chr18	10617220	10618918	+
10985	chr1	165668517	165669615	+
10986	chr8	86855249	86856571	+
10993	chr5	105695918	105697554	+
10997	chr1	39024878	39025764	+
11002	chr13	36448156	36449772	+
11006	chr17	7940325	7942205	+
11007	chr8	61224133	61225925	+
11012	chr8	10872063	10872813	+
11013	chr1	13161276	13162596	+
11018	chr1	155107999	155109687	+
11025	chr14	60268769	60270359	+
11027	chr6	142779573	142780663	+
11029	chr18	23913032	23914538	+
11046	chr1	34463425	34465237	+
11048	chr9	69319057	69320161	+
11058	chr13	15845803	15846699	+
11059	chr4	34686434	34687902	+
11062	chr3	116835322	116836084	+
11070	chr7	132797745	132798927	+
11094	chr10	59429995	59431469	+
11097	chr18	81429496	81430626	+
11098	chr11	106961703	106962963	+
11106	chr7	139967354	139968934	+
11107	chr8	121905540	121907014	+
11109	chr14	76152330	76153088	+
11126	chr11	120315764	120316698	+
11129	chr12	100992426	100993678	+
11133	chr11	65794182	65795562	+
11144	chr18	89238720	89239828	+
11145	chr9	69290418	69291728	+
11162	chr2	139924561	139925769	+
11165	chr4	106529347	106530633	+
11171	chr1	52056725	52058569	+
11220	chr5	100845833	100846987	+
11225	chrX	13207580	13208840	+
11233	chr18	49985563	49987113	+
11234	chr15	27926040	27927294	+
11243	chr11	22935234	22936970	+
11251	chr16	70326327	70327281	+
11252	chr5	117182533	117183293	+
11255	chr8	81616257	81617533	+
11284	chr2	75831477	75833363	+
11289	chr7	16982637	16983525	+
11294	chr8	34621806	34622950	+
11300	chr15	100056850	100058514	+
11321	chr4	156077377	156078319	+
11333	chr14	52106408	52107412	+
11334	chr10	44456655	44458281	+
11335	chr15	101180021	101180949	+
11342	chr2	28539385	28540275	+
11347	chr7	137437746	137439248	+
11357	chr15	62265211	62266627	+
11359	chr6	114899883	114901505	+
11362	chr1	53767902	53770100	+
11373	chr10	94378216	94378978	+
11381	chr1	58303804	58304694	+
11384	chr4	133843143	133844665	+
11387	chr11	116375773	116377753	+
11388	chr10	122815153	122816653	+
11389	chr2	126514525	126515917	+
11393	chr5	118513450	118514830	+
11396	chr10	117730854	117732044	+
11402	chr1	164503142	164504054	+
11408	chr19	11527713	11529509	+
11409	chr7	63928659	63930131	+
11412	chr11	6388587	6389523	+
11416	chr11	108203015	108204795	+
11418	chr15	50693753	50694767	+
11422	chr7	131560128	131561136	+
11427	chrX	95967403	95968747	+
11430	chr13	101696053	101697861	+
11439	chr16	4381142	4382146	+
11466	chr12	105018381	105020101	+
11467	chr8	81344559	81346159	+
11482	chr6	53584757	53586029	+
11488	chr16	4558038	4559296	+
11491	chr2	4882734	4884184	+
11492	chr11	70668230	70669392	+
11494	chr18	12642848	12644468	+
11497	chr12	21084843	21087611	+
11510	chr14	27366714	27368102	+
11518	chr2	132094490	132095382	+
11526	chr16	33606515	33607451	+
11540	chr13	85458548	85459804	+
11543	chr6	49012616	49014150	+
11549	chr10	117873287	117874189	+
11550	chr15	98880668	98881564	+
11552	chr17	45594709	45595755	+
11557	chr12	84220632	84221600	+
11559	chr11	119384756	119386116	+
11560	chr8	123162605	123163359	+
11566	chr6	140678321	140679329	+
11569	chr17	73262922	73263684	+
11573	chr3	130714954	130715850	+
11577	chrX	98259277	98260365	+
11580	chrX	75095587	75096563	+
11596	chr2	60749767	60751201	+
11597	chr10	93593640	93594522	+
11599	chr16	91917559	91918451	+
11615	chr4	59204566	59205630	+
11617	chr2	104815599	104816489	+
11622	chr1	52499427	52500721	+
11625	chr17	84877445	84878575	+
11626	chr10	21246271	21248103	+
11634	chr5	105057042	105058928	+
11636	chr15	100018483	100019505	+
11641	chr14	20478444	20479448	+
11642	chr14	121829612	121830886	+
11645	chr8	34651467	34652825	+
11647	chr11	5297015	5298611	+
11651	chr11	49060499	49062629	+
11653	chr1	79765667	79766547	+
11656	chr16	20498392	20499670	+
11659	chr1	165642395	165643425	+
11661	chr3	135711094	135713778	+
11662	chr11	6152468	6153812	+
11667	chr19	53479180	53480084	+
11680	chr10	39376184	39377516	+
11681	chr7	75822114	75822944	+
11689	chrX	35888713	35890103	+
11695	chr2	3748677	3750019	+
11699	chr14	73139719	73140669	+
11704	chr19	34526892	34527542	+
11713	chr5	65829205	65830739	+
11715	chr4	149322061	149322905	+
11723	chr9	58265085	58266165	+
11726	chr13	94788694	94789686	+
11729	chr1	177256448	177257532	+
11739	chr2	102947675	102948887	+
11742	chr9	44494727	44495721	+
11743	chr18	62192058	62193012	+
11746	chr6	146497234	146498030	+
11754	chr18	65818342	65820042	+
11755	chr4	133087385	133088313	+
11775	chr6	7843423	7844591	+
11781	chr15	62825073	62826225	+
11784	chr2	92055336	92056386	+
11797	chr14	27279351	27280639	+
11798	chr5	20700976	20702202	+
11816	chr13	24785873	24786767	+
11823	chr2	60369873	60371385	+
11847	chr13	13571117	13572717	+
11849	chr2	165986715	165988123	+
11854	chr7	122401609	122402365	+
11856	chr17	6007902	6008530	+
11871	chr1	135128372	135129632	+
11874	chr4	117835597	117837279	+
11887	chr13	46619328	46620432	+
11902	chr8	34688901	34690121	+
11917	chr13	52155529	52156415	+
11922	chr16	24538255	24540163	+
11924	chr2	132102737	132103769	+
11925	chr14	121906125	121907853	+
11936	chr6	134251807	134252741	+
11937	chr2	102998477	102999529	+
11938	chr15	97849200	97849984	+
11949	chr10	42997487	42998419	+
11952	chr11	43358552	43359430	+
11954	chr6	71920335	71921581	+
11955	chr7	122296194	122297346	+
11959	chr8	13158687	13160407	+
11963	chr7	139969784	139971494	+
11973	chr10	26760068	26760954	+
11974	chr14	21523489	21524963	+
11978	chr5	105499321	105500829	+
11981	chr19	18670869	18671751	+
11982	chr11	76153215	76154203	+
11985	chrX	10717421	10718629	+
11987	chr14	75828255	75829681	+
11994	chr7	143829077	143830117	+
11996	chr10	75105738	75106846	+
12008	chr3	131124947	131126309	+
12010	chr13	22050518	22051600	+
12013	chr2	180443385	180444547	+
12021	chr7	44818998	44820140	+
12022	chr12	73698778	73699584	+
12033	chr7	34233774	34234782	+
12034	chr2	60756580	60757896	+
12052	chr9	115407733	115408357	+
12055	chr7	80209407	80210521	+
12057	chr11	46420909	46421539	+
12059	chr13	67813850	67814600	+
12068	chr18	75458909	75460135	+
12073	chr9	32562537	32563301	+
12106	chr9	96799637	96800961	+
12113	chr17	87672304	87673430	+
12120	chr18	12224033	12225063	+
12122	chr3	69289749	69290629	+
12126	chr7	90344706	90345640	+
12127	chr3	95511218	95512276	+
12129	chr19	41339006	41339892	+
12137	chr7	99027553	99028441	+
12153	chr3	131113089	131114209	+
12159	chr9	44039977	44041423	+
12162	chr11	95728257	95729387	+
12165	chr9	77466891	77467925	+
12168	chr14	122035249	122036259	+
12169	chr1	170867055	170868065	+
12174	chr5	24383208	24384236	+
12180	chr14	67716514	67717910	+
12182	chr5	142420873	142421903	+
12188	chr15	86053550	86054576	+
12193	chr2	91984200	91985382	+
12214	chr6	97203921	97205517	+
12231	chr3	107695841	107696857	+
12245	chr1	144298958	144299848	+
12247	chr1	156717280	156718302	+
12249	chr15	81416464	81417838	+
12254	chr18	46745660	46746802	+
12256	chr6	120122990	120124534	+
12257	chr2	13493078	13494518	+
12262	chr3	60525886	60526768	+
12263	chr5	53401940	53402690	+
12264	chr8	121832385	121833593	+
12265	chr11	70029535	70030585	+
12267	chr8	11634166	11635320	+
12270	chr3	35692842	35693594	+
12272	chr1	43896635	43897933	+
12273	chr5	24776869	24777881	+
12275	chr14	27347103	27348041	+
12279	chr12	33171893	33173125	+
12282	chr14	120520592	120521534	+
12297	chr6	144918870	144920132	+
12298	chr1	192091588	192092500	+
12304	chr7	68322455	68323911	+
12306	chr8	81703702	81705268	+
12310	chr9	88728533	88730671	+
12312	chr8	107114080	107115360	+
12316	chr1	20819540	20820662	+
12319	chr12	35552767	35554037	+
12321	chr14	79557570	79558502	+
12328	chr11	106716326	106717168	+
12332	chr7	137409993	137410973	+
12348	chr16	76532822	76533700	+
12355	chr5	31767172	31767992	+
12358	chr12	20920374	20922340	+
12359	chr6	120077080	120078136	+
12362	chr9	63733582	63734960	+
12379	chr6	140597993	140599549	+
12381	chr7	84779012	84779646	+
12383	chr6	31176076	31176980	+
12388	chr18	81863588	81864464	+
12391	chr14	20785035	20785789	+
12395	chr10	20266770	20267652	+
12406	chr11	116406187	116407195	+
12412	chr6	114898217	114899367	+
12413	chr16	92644917	92645417	+
12419	chr9	70257672	70258426	+
12423	chr9	62372650	62373664	+
12427	chr15	61416480	61418238	+
12436	chr9	58266317	58267069	+
12444	chr15	62270999	62272343	+
12449	chr10	127324861	127326459	+
12457	chr5	108000695	108001579	+
12458	chr4	149998012	149998666	+
12460	chr8	128148016	128148898	+
12463	chr11	5837360	5838264	+
12464	chr13	117202400	117203724	+
12465	chr2	6592304	6593246	+
12466	chr10	39241676	39242568	+
12468	chr6	108709703	108710637	+
12476	chr17	6978403	6980333	+
12487	chr12	8674301	8675625	+
12488	chr9	75544524	75545402	+
12489	chr1	92015008	92016240	+
12491	chr17	31557991	31558769	+
12499	chr11	79973142	79974022	+
12500	chr10	79995819	79997059	+
12501	chr6	65572946	65574360	+
12511	chr15	63997705	63998915	+
12513	chr17	36189376	36190192	+
12523	chr18	61398571	61399737	+
12525	chr16	58711814	58713026	+
12530	chr7	74531285	74532299	+
12532	chr1	161613043	161614569	+
12538	chr1	63129649	63130531	+
12541	chr17	48040917	48041651	+
12542	chr2	76237773	76238853	+
12552	chr14	76687836	76688738	+
12555	chr3	127894023	127895859	+
12558	chr8	81814346	81815490	+
12568	chr13	101736290	101737576	+
12571	chr6	29825996	29827320	+
12577	chr11	113187179	113188059	+
12581	chr15	36389937	36390991	+
12604	chr15	97663594	97664094	+
12607	chr15	59592262	59593754	+
12616	chr4	124700902	124701660	+
12617	chr10	93050529	93051691	+
12619	chr7	19577284	19578356	+
12626	chr16	94185255	94186007	+
12629	chr13	52792823	52793623	+
12637	chr7	25379607	25380915	+
12643	chr9	83440389	83441287	+
12654	chr1	40053775	40055341	+
12657	chr1	155416380	155417598	+
12658	chr15	75065070	75066510	+
12660	chr3	35753714	35755328	+
12662	chr5	123015387	123016111	+
12669	chr5	114130582	114132164	+
12671	chr12	28675001	28675841	+
12672	chr10	12868078	12869584	+
12676	chr6	143871509	143873127	+
12677	chr8	86797382	86798566	+
12679	chr14	103344569	103346093	+
12680	chr4	7363833	7364585	+
12681	chr11	54214326	54214958	+
12690	chr1	53351699	53352761	+
12693	chr5	146776879	146777767	+
12694	chr3	69010809	69012581	+
12699	chr4	59805334	59806254	+
12706	chr17	5189456	5190210	+
12708	chr10	89442626	89443646	+
12709	chr6	37821160	37822430	+
12718	chr10	85927946	85929502	+
12730	chr16	35696374	35697576	+
12734	chr4	11454983	11455607	+
12741	chr9	21321953	21323073	+
12755	chr13	73467148	73468468	+
12759	chr9	120090510	120091264	+
12768	chr11	44544403	44545415	+
12773	chr8	57800286	57800910	+
12776	chr11	96996025	96997407	+
12777	chr9	114487165	114488197	+
12786	chr10	28515888	28516388	+
12788	chr5	105619705	105620903	+
12792	chr7	84142796	84143690	+
12798	chr11	46399523	46401147	+
12808	chr17	31830202	31831258	+
12811	chr5	65698461	65699477	+
12829	chr9	120054612	120055382	+
12831	chr9	120001877	120002711	+
12833	chr16	95283913	95284825	+
12834	chr9	20878034	20878910	+
12841	chr18	20968404	20969320	+
12849	chr5	69522087	69523003	+
12855	chr9	78520283	78521611	+
12861	chr2	173274780	173275806	+
12862	chr13	64251831	64253281	+
12864	chr5	149635004	149636036	+
12869	chr6	88465200	88466110	+
12876	chr2	155356697	155357615	+
12878	chr12	118254808	118255748	+
12879	chr2	20968857	20969921	+
12884	chr10	62556058	62556890	+
12889	chr10	75326699	75327713	+
12894	chr1	37031270	37031900	+
12897	chr7	122251281	122252019	+
12898	chr10	25404078	25405068	+
12902	chr4	150808202	150808960	+
12903	chr1	155158625	155159611	+
12908	chr8	70475981	70476611	+
12911	chr18	80554049	80554929	+
12913	chr2	61483548	61484896	+
12928	chr10	12820978	12822272	+
12946	chr14	53765996	53767382	+
12947	chr16	50430367	50431421	+
12952	chr7	132719231	132719991	+
12953	chr2	68981218	68982234	+
12972	chr4	63946383	63947569	+
12974	chr7	132793483	132794411	+
12975	chr6	131387302	131388846	+
12979	chr1	13372141	13372899	+
12981	chr4	149953835	149954759	+
12982	chr6	22411726	22413012	+
12985	chr4	149136844	149137854	+
13003	chr5	4192174	4193292	+
13005	chr9	100644544	100645298	+
13011	chr18	65392505	65393577	+
13012	chrX_GL456233_random	163893	165579	+
13017	chr4	119539706	119541128	+
13021	chr17	64601842	64602896	+
13025	chr9	110881470	110882684	+
13035	chr15	80592884	80593736	+
13038	chr10	75304688	75305558	+
13041	chr15	97286599	97287555	+
13050	chr6	134389097	134390269	+
13054	chr4	3833948	3835516	+
13059	chr4	46524821	46526855	+
13060	chr4	141138174	141139342	+
