cluster	chr_name	start	end	tag_count_no_peptide	tag_count_10um_k99a	tag_count_100um_k99a	tag_count_0_1um_pcc	tag_count_10um_pcc
957	chr10	127150053	127151361	60.9	58.8	29.4	35.8	41.6
958	chr13	64311492	64313444	103.5	89.0	44.7	78.4	64.1
959	chr14	21847263	21848771	103.5	92.2	33.4	69.2	35.2
959	chr14	21682566	21683414	29.2	17.8	12.4	27.2	12.1
960	chr4	20041899	20043435	102.6	70.7	38.5	82.1	43.3
960	chr4	19894120	19896008	79.3	82.1	35.1	71.6	47.9
961	chr8	94976355	94977663	102.6	83.9	65.0	73.5	49.7
961	chr8	94870199	94871853	90.9	82.1	34.5	72.2	46.8
962	chr10	120111752	120113640	102.6	85.3	77.5	83.4	0.0
963	chr11	4134514	4136440	102.6	76.6	43.5	53.1	55.5
963	chr11	4122839	4124031	58.4	42.4	35.1	48.2	45.1
964	chr12	111671194	111672910	102.6	70.3	0.0	46.3	0.0
965	chr13	67268429	67269871	102.6	79.8	48.6	82.1	65.9
965	chr13	67108160	67109098	90.1	75.7	52.0	73.5	60.1
965	chr13	67723551	67725091	107.6	91.7	69.0	106.2	75.1
966	chr13	73937007	73938993	102.6	75.3	65.6	98.8	47.9
966	chr13	74390473	74391379	70.9	66.1	43.0	65.4	46.8
966	chr13	74462100	74464024	126.0	116.8	76.9	113.0	77.4
966	chr13	74166423	74167467	51.7	40.1	35.6	49.4	35.8
966	chr13	74259413	74260653	30.9	26.9	15.3	40.1	13.3
967	chr1	93444020	93446356	101.8	90.3	48.6	63.0	34.7
968	chr1	155740815	155742637	101.8	100.4	25.4	75.3	58.3
969	chr3	138526036	138527412	101.8	69.8	49.2	74.1	50.3
969	chr3	138274687	138275891	40.9	34.2	22.6	27.2	16.2
969	chr3	138876175	138877733	73.4	62.0	46.9	50.6	46.2
970	chr4	32799528	32801366	101.8	90.3	33.4	72.9	68.7
970	chr4	32621951	32622583	15.0	12.3	10.2	9.88	12.1
970	chr4	33227103	33227603	23.4	17.8	9.05	16.1	12.1
970	chr4	32868730	32869230	30.9	25.1	0.0	23.5	22.5
970	chr4	32889407	32890229	32.5	32.4	0.0	29.6	18.5
971	chr5	73491423	73492875	101.8	85.3	40.7	72.2	57.2
971	chr5	73252693	73255331	156.9	120.9	95.0	143.9	61.2
972	chr5	120115710	120117234	101.8	99.5	36.8	85.8	66.4
973	chr6	86683891	86685139	101.8	72.5	44.7	70.4	50.3
973	chr6	86644717	86646475	58.4	64.3	46.9	43.8	36.4
973	chr6	86583360	86585748	85.1	106.3	50.9	92.0	37.0
973	chr6	87118981	87119919	44.2	31.9	22.6	35.2	25.4
973	chr6	87038016	87039428	55.1	35.6	23.2	50.0	28.9
974	chr9	64178612	64180036	101.8	84.9	50.3	83.4	47.4
975	chr9	123716480	123718370	101.8	83.5	46.9	80.9	65.3
975	chr9	123922813	123925847	132.7	135.5	46.9	138.9	119.0
975	chr9	123937607	123938805	46.7	41.1	18.7	37.0	27.7
976	chr14	74948145	74950129	101.8	76.2	78.6	81.5	0.0
977	chr14	118854140	118855744	101.8	82.1	41.9	71.6	58.3
977	chr14	119006276	119008756	154.4	151.9	69.6	142.0	120.1
978	chr15	100551146	100553128	101.8	77.6	70.7	50.6	32.9
978	chr15	100680784	100681792	30.9	18.7	20.4	22.2	14.4
978	chr15	100737595	100738525	23.4	18.2	14.7	11.1	9.24
979	chr16	4076719	4078501	101.8	95.8	31.1	69.8	53.7
979	chr16	4002822	4004876	141.8	116.8	39.6	114.8	53.7
980	chr16	97921207	97923123	101.8	92.2	48.1	94.5	78.6
980	chr16	97995968	97998636	151.8	162.9	128.4	162.4	147.9
981	chr1	93511065	93512863	101.0	78.5	50.3	77.8	53.7
981	chr1	93668523	93669939	70.1	69.8	47.5	77.8	66.4
982	chr2	103072637	103074447	101.0	0.0	31.1	0.0	50.8
983	chr5	137332621	137334463	101.0	84.4	45.8	88.3	71.1
983	chr5	137102580	137103672	29.2	39.2	22.6	32.7	27.1
983	chr5	137338033	137339249	80.9	70.7	44.7	70.4	48.5
983	chr5	137671682	137672534	16.7	14.1	12.4	19.1	18.5
984	chr5	137501193	137503149	101.0	51.1	31.7	56.2	47.9
984	chr5	137706752	137708214	65.1	40.6	18.1	30.3	11.6
985	chr6	87009073	87010719	101.0	97.2	0.0	88.3	0.0
985	chr6	87398728	87399850	50.1	43.3	0.0	51.2	0.0
986	chr7	126927880	126929774	101.0	87.6	58.3	95.1	31.2
986	chr7	127027571	127028715	71.8	75.7	37.3	61.1	39.9
986	chr7	126535558	126536482	17.5	14.6	14.1	19.1	10.4
987	chr8	83331671	83333493	101.0	89.0	0.0	92.6	73.4
988	chr9	100642344	100643522	101.0	81.2	35.1	84.6	67.0
988	chr9	100446058	100447130	33.4	37.9	17.5	29.0	17.9
989	chr10	43220910	43222840	101.0	98.5	37.9	92.6	35.8
989	chr10	43451543	43453049	70.1	78.0	35.1	70.4	0.0
990	chr12	108276028	108277106	101.0	90.3	40.2	95.1	61.2
990	chr12	107989079	108001601	891.1	840.3	654.3	854.6	626.7
990	chr12	108653343	108654943	61.7	41.5	32.2	51.9	34.7
990	chr12	107919125	107931543	379.6	542.4	227.9	541.5	388.8
990	chr12	108170553	108171863	25.9	29.7	20.9	24.1	19.1
991	chr13	69809422	69810960	101.0	95.8	35.1	98.2	65.9
992	chr15	3994382	3996752	101.0	57.5	48.6	50.0	43.9
993	chr16	90932872	90935010	101.0	97.6	28.3	34.6	28.9
994	chr18	41950070	41951696	101.0	95.3	43.0	82.7	47.4
994	chr18	41860978	41862552	69.2	83.0	45.2	65.4	52.6
995	chrX	94211944	94214012	101.0	77.6	18.7	69.8	59.5
995	chrX	93889039	93889743	21.7	15.1	0.0	21.0	14.4
995	chrX	94118471	94121763	84.3	76.2	36.2	89.5	67.0
996	chr1	175691851	175694203	100.1	49.3	40.2	64.8	47.4
997	chr2	29125517	29127241	100.1	93.5	37.9	85.2	66.4
997	chr2	29122211	29123131	23.4	28.7	16.4	21.0	19.6
998	chr2	119034316	119035968	100.1	86.2	39.6	94.5	43.9
998	chr2	118895408	118898086	151.0	162.9	81.4	157.4	90.7
998	chr2	118904788	118905846	23.4	29.2	9.05	28.4	21.4
998	chr2	119299549	119301285	67.6	60.2	16.4	56.8	24.3
998	chr2	118642015	118643319	63.4	52.9	39.0	54.3	35.2
998	chr2	118975739	118977175	63.4	57.9	40.7	58.7	46.8
999	chr3	95012745	95014821	100.1	63.0	40.2	58.7	26.6
1000	chr4	83524805	83526871	100.1	88.5	36.8	95.7	46.2
1000	chr4	83567447	83568957	95.1	70.7	44.1	73.5	61.2
1001	chr4	114998587	115000353	100.1	85.8	43.0	98.8	37.0
1001	chr4	115062460	115063984	44.2	30.1	10.7	29.6	13.9
1001	chr4	115095363	115096733	55.1	40.1	22.1	53.7	0.0
1001	chr4	115279490	115280846	27.5	23.3	14.1	17.9	14.4
1002	chr5	139199546	139202404	100.1	45.2	44.1	66.7	57.8
1002	chr5	139160545	139162273	69.2	36.5	17.0	34.6	47.9
1003	chr6	99433060	99435414	100.1	80.7	83.1	85.8	39.3
1003	chr6	99256695	99259251	99.3	83.0	68.4	82.1	71.6
1003	chr6	99283205	99284379	53.4	58.4	39.0	46.9	38.7
1003	chr6	99387006	99390132	131.0	124.5	100.1	139.5	100.5
1003	chr6	99373688	99376886	161.9	145.1	118.2	134.6	121.3
1003	chr6	99401085	99402659	70.9	42.9	48.1	56.8	49.1
1003	chr6	99426686	99427596	38.4	36.5	36.2	23.5	21.4
1003	chr6	99655027	99656201	86.8	82.1	74.7	68.5	54.9
1003	chr6	99484365	99486719	104.3	94.4	75.8	90.8	63.0
1003	chr6	99441034	99442178	31.7	26.5	32.2	30.3	24.8
1004	chr7	100536278	100537906	100.1	92.2	0.0	96.3	0.0
1004	chr7	100590575	100591775	63.4	46.5	0.0	46.3	13.9
1005	chr12	35533703	35535413	100.1	59.3	44.1	96.3	47.9
1006	chr15	76368487	76370381	100.1	44.3	40.7	64.8	57.2
1006	chr15	76801131	76802367	29.2	17.3	13.0	16.1	9.82
1007	chr16	37538497	37540389	100.1	0.0	48.6	100.0	0.0
1008	chrX	16617772	16619856	100.1	87.1	33.9	92.6	63.0
1009	chr5	35893183	35895037	99.3	70.3	19.2	51.9	45.1
1010	chr5	129006461	129009387	99.3	66.6	45.2	97.6	57.8
1011	chr7	105632615	105634687	99.3	78.0	31.7	73.5	32.3
1012	chr7	123377329	123378691	99.3	96.3	44.7	81.5	53.1
1012	chr7	123239708	123240772	60.1	49.3	43.0	41.4	41.6
1012	chr7	123030141	123031603	45.1	40.1	18.1	42.0	30.0
1013	chr8	46209194	46212162	99.3	72.5	52.6	82.7	0.0
1014	chr10	76530707	76532031	99.3	86.7	53.7	88.3	0.0
1015	chr11	17256525	17258965	99.3	98.5	0.0	0.0	0.0
1015	chr11	16769701	16770537	19.2	16.0	0.0	0.0	0.0
1016	chr11	69045077	69046499	99.3	99.0	46.9	86.4	67.6
1016	chr11	69331607	69332933	70.9	82.6	49.8	86.4	64.1
1016	chr11	68954324	68955374	25.0	27.8	13.0	24.1	16.8
1016	chr11	68939190	68940510	85.1	103.1	44.7	51.9	72.2
1016	chr11	69039668	69042288	198.6	167.9	19.2	141.4	124.2
1016	chr11	69035800	69038346	98.5	120.0	97.8	127.2	84.3
1016	chr11	69133386	69134460	78.4	61.6	35.1	51.9	29.5
1016	chr11	69110120	69111174	28.4	42.0	26.0	38.9	27.7
1017	chr14	55659548	55661074	99.3	94.9	40.2	64.2	45.6
1018	chr1	57969157	57970675	98.5	72.5	47.5	82.1	68.2
1018	chr1	57839526	57840458	40.0	37.4	32.2	35.8	20.8
1019	chr2	28581992	28583832	98.5	77.6	0.0	70.4	0.0
1020	chr2	120849194	120850962	98.5	0.0	39.0	0.0	47.4
1021	chr2	127831210	127832724	98.5	78.9	34.5	86.4	41.0
1022	chr3	96696163	96698635	98.5	0.0	37.9	93.9	43.3
1022	chr3	97076724	97077224	24.2	0.0	9.61	27.2	11.6
1023	chr4	45011368	45012550	98.5	81.2	44.7	79.7	57.8
1024	chr5	45855977	45857139	98.5	86.2	46.9	79.7	49.1
1025	chr7	141167480	141168986	98.5	0.0	0.0	0.0	0.0
1025	chr7	140766472	140766972	13.3	0.0	0.0	0.0	0.0
1026	chr8	70760266	70762112	98.5	93.5	20.9	0.0	0.0
1027	chr9	79791561	79793785	98.5	65.2	47.5	67.3	63.5
1027	chr9	79815583	79816851	64.2	57.5	43.5	48.8	43.3
1028	chr10	75061484	75063838	98.5	84.9	37.3	64.2	0.0
1029	chr10	118869294	118870504	98.5	95.3	45.2	72.2	55.5
1029	chr10	118599243	118600779	66.7	49.3	29.4	39.5	43.3
1029	chr10	118713621	118715153	51.7	57.9	34.5	61.7	42.7
1030	chr11	22859937	22861103	98.5	95.3	0.0	78.4	73.4
1030	chr11	23007387	23009433	161.9	162.4	0.0	140.8	124.2
1031	chr11	78300828	78302252	98.5	87.6	46.9	85.8	63.5
1031	chr11	78114887	78116603	85.9	86.2	59.9	63.6	47.4
1031	chr11	78168546	78169872	78.4	78.5	27.1	76.6	58.9
1031	chr11	78360317	78361067	51.7	52.0	42.4	53.1	40.4
1031	chr11	78792395	78793665	99.3	82.1	57.1	97.6	71.1
1032	chr12	44268616	44270360	98.5	90.8	45.2	66.1	44.5
1033	chr12	111758733	111759749	98.5	83.9	32.8	85.8	37.0
1033	chr12	111896240	111897206	37.5	39.2	23.2	38.3	10.4
1033	chr12	111428991	111430411	39.2	37.0	23.8	48.2	24.3
1034	chr15	4026124	4028542	98.5	66.1	33.9	55.0	38.1
1035	chr15	95790240	95792312	98.5	86.2	38.5	54.3	97.6
1036	chr15	97907609	97909039	98.5	83.5	0.0	91.4	53.1
1036	chr15	98088601	98090533	95.1	93.5	0.0	89.5	31.2
1037	chr1	44146874	44148870	97.6	82.1	44.7	80.9	84.3
1037	chr1	44042038	44043274	55.1	58.4	38.5	40.8	45.1
1038	chr2	166804686	166807158	97.6	76.2	40.2	79.0	69.9
1038	chr2	167071603	167072789	72.6	62.5	45.8	56.8	53.1
1038	chr2	166548592	166550714	75.9	39.7	41.3	69.8	58.9
1038	chr2	166745554	166746692	35.9	21.9	22.6	31.5	31.2
1038	chr2	166820344	166821008	15.9	7.76	10.7	14.2	8.66
1038	chr2	166786260	166787376	118.5	116.3	78.0	116.1	91.8
1039	chr4	65604272	65605806	97.6	80.7	46.9	85.2	64.1
1040	chr5	106963728	106965746	97.6	95.3	23.8	56.2	41.0
1040	chr5	107078001	107080859	142.7	115.0	77.5	93.9	86.1
1041	chr5	143402992	143405518	97.6	63.9	46.4	77.8	54.3
1042	chr6	128354896	128356478	97.6	75.7	46.9	84.6	66.4
1042	chr6	128795964	128799008	71.8	80.7	51.5	101.3	63.5
1042	chr6	128763260	128765232	90.9	94.0	48.1	101.3	68.2
1042	chr6	128835474	128840622	267.8	296.1	197.9	316.8	203.3
1042	chr6	128199786	128201722	112.6	113.1	68.4	106.8	94.7
1042	chr6	128034387	128037023	71.8	84.4	32.8	70.4	55.5
1043	chr10	58322685	58324887	97.6	88.0	45.2	97.6	46.8
1043	chr10	58713545	58715225	97.6	86.7	69.0	104.3	78.0
1043	chr10	58658741	58659711	20.9	17.8	10.7	19.1	11.0
1044	chr10	71283802	71285934	97.6	60.7	30.5	41.4	30.6
1045	chr13	14629484	14630938	97.6	85.8	37.9	71.6	53.1
1046	chr18	56925137	56927309	97.6	41.5	31.1	80.3	30.0
1047	chr2	30363628	30365138	96.8	91.7	30.0	91.4	45.1
1047	chr2	30463489	30464883	80.1	71.6	52.0	64.2	28.9
1047	chr2	30469440	30470452	47.6	51.5	19.8	59.3	27.1
1048	chr6	49035916	49037680	96.8	62.5	48.6	82.7	37.0
1048	chr6	49013215	49014169	31.7	14.6	14.7	25.3	11.0
1049	chr6	125144735	125147519	96.8	92.6	37.9	92.6	49.7
1049	chr6	125330648	125331486	27.5	17.8	15.3	24.1	9.82
1049	chr6	125572576	125574310	118.5	122.3	78.0	110.5	72.2
1050	chr7	45053806	45055092	96.8	79.4	0.0	65.4	43.9
1051	chr9	86572592	86573780	96.8	85.8	44.1	72.9	68.2
1052	chr9	108081865	108083473	96.8	69.3	51.5	72.2	33.5
1052	chr9	108266033	108266819	20.9	21.9	13.6	23.5	11.6
1052	chr9	108200806	108201694	34.2	36.0	19.2	24.1	13.9
1052	chr9	108451856	108453008	60.1	47.9	17.0	47.5	31.8
1052	chr9	107723742	107724842	41.7	28.7	24.3	27.2	27.7
1053	chr11	53706334	53708444	96.8	84.9	25.4	81.5	78.0
1053	chr11	53785917	53787767	70.9	51.5	35.6	40.8	41.6
1054	chr12	110445563	110447637	96.8	88.5	28.3	78.4	42.2
1055	chr13	38526964	38528984	96.8	73.9	54.3	71.6	40.4
1056	chr15	98676276	98678048	96.8	82.1	45.2	84.6	41.0
1056	chr15	98771609	98773553	126.0	102.6	80.9	127.8	54.3
1056	chr15	98893933	98894879	60.1	33.3	44.1	49.4	34.7
1056	chr15	98927230	98928988	65.1	50.6	27.7	63.6	46.2
1056	chr15	98484492	98485118	22.5	14.1	12.4	13.6	12.7
1056	chr15	98622109	98623891	72.6	66.1	49.2	57.4	46.8
1057	chr15	102350024	102351626	96.8	89.0	0.0	96.3	73.4
1057	chr15	102354737	102355373	19.2	18.7	0.0	19.1	13.9
1057	chr15	102376411	102378349	106.8	108.1	37.9	124.7	94.7
1058	chr17	62881949	62884591	96.8	93.5	37.3	72.2	39.9
1059	chr1	63730003	63731539	95.9	0.0	28.8	61.1	40.4
1060	chr2	105016140	105018072	95.9	94.0	0.0	0.0	53.7
1061	chr4	106650409	106651705	95.9	66.6	65.0	77.2	42.2
1061	chr4	106529543	106530447	49.2	52.5	35.1	46.3	29.5
1061	chr4	106970320	106971536	50.1	48.4	28.8	48.8	13.3
1062	chr9	51213377	51214757	95.9	74.8	0.0	0.0	0.0
1063	chr15	83121234	83123158	95.9	84.9	39.0	81.5	61.2
1063	chr15	82987042	82988730	126.8	113.6	62.8	90.8	64.7
1063	chr15	83075903	83076955	71.8	62.0	53.7	65.4	65.3
1063	chr15	83425901	83428635	69.2	50.6	32.2	80.9	42.7
1064	chr16	42906676	42908394	95.9	78.5	0.0	81.5	63.0
1065	chr17	44776552	44778504	95.9	0.0	0.0	0.0	0.0
1065	chr17	45217424	45217924	12.5	0.0	0.0	0.0	0.0
1065	chr17	44893121	44893621	18.4	0.0	0.0	0.0	0.0
1065	chr17	44590813	44591313	8.34	0.0	0.0	0.0	0.0
1066	chr19	43688656	43690482	95.9	79.4	24.3	50.6	34.7
1067	chrX	73920752	73922828	95.9	85.3	48.1	84.0	43.9
1067	chrX	74115097	74115871	24.2	25.1	13.6	15.4	16.8
1068	chrX	85775468	85777804	95.9	92.6	51.5	91.4	44.5
1069	chrX	164978996	164981334	95.9	78.9	62.8	77.2	47.9
1070	chr4	137047229	137049025	95.1	52.9	33.4	53.1	39.9
1071	chr7	89402974	89405348	95.1	68.4	37.9	59.9	35.2
1071	chr7	89247809	89248863	27.5	31.0	19.2	22.2	12.7
1072	chr9	108289715	108291085	95.1	87.1	0.0	84.0	27.1
1072	chr9	108451856	108453008	60.1	47.9	17.0	47.5	31.8
1072	chr9	108831518	108832998	55.1	46.1	0.0	36.4	11.6
1072	chr9	108109791	108111487	31.7	41.1	0.0	43.8	0.0
1073	chr12	72085319	72087221	95.1	72.1	39.6	83.4	66.4
1073	chr12	71949511	71951015	52.6	57.0	35.6	34.6	41.0
1074	chr13	67193865	67195001	95.1	68.0	46.9	84.6	56.6
1074	chr13	67108160	67109098	90.1	75.7	52.0	73.5	60.1
1074	chr13	67723551	67725091	107.6	91.7	69.0	106.2	75.1
1075	chr13	100774978	100776520	95.1	88.0	39.0	61.7	0.0
1076	chr18	73815686	73817172	95.1	87.6	70.7	81.5	41.0
1076	chr18	73541153	73542783	86.8	107.7	78.6	95.1	69.9
1077	chrX	8191272	8193714	95.1	88.5	28.3	87.1	67.6
1077	chrX	7860860	7863168	44.2	47.4	0.0	53.7	33.5
1078	chr3	108256490	108258418	94.3	57.5	54.3	79.0	38.1
1079	chr4	26345440	26347550	94.3	93.5	53.7	90.8	35.8
1080	chr6	57702087	57703735	94.3	78.9	60.5	88.9	0.0
1081	chr11	49847230	49848926	94.3	76.6	46.4	85.8	71.1
1081	chr11	50359322	50360086	31.7	18.7	11.9	29.6	22.5
1081	chr11	50371038	50371932	48.4	37.9	23.8	42.0	29.5
1082	chr11	98906970	98908352	94.3	83.5	31.1	77.2	56.0
1082	chr11	98927202	98928874	61.7	66.6	34.5	58.7	24.3
1082	chr11	98924677	98926043	39.2	27.8	17.5	36.4	37.5
1082	chr11	98900210	98901174	51.7	42.9	28.8	40.8	21.4
1082	chr11	98513161	98514533	57.6	53.8	30.0	42.6	39.3
1082	chr11	99115206	99117622	76.8	99.9	52.0	93.9	76.8
1082	chr11	99169356	99174080	137.7	151.0	22.1	182.8	100.5
1082	chr11	99203163	99205267	56.7	39.7	11.3	37.7	26.0
1082	chr11	99385716	99386794	69.2	64.3	30.5	44.5	42.2
1083	chr12	3364330	3365956	94.3	75.7	0.0	68.5	35.2
1084	chr14	54639406	54641688	94.3	72.1	32.2	71.0	30.0
1084	chr14	54527749	54528991	65.9	57.9	30.0	56.2	27.7
1085	chr14	104520787	104522851	94.3	79.4	41.3	79.7	49.1
1085	chr14	104471444	104473826	98.5	98.5	49.2	98.8	59.5
1086	chr15	98107793	98109181	94.3	78.9	31.7	74.1	44.5
1086	chr15	98181115	98182179	60.9	42.9	34.5	55.6	43.3
1086	chr15	98088601	98090533	95.1	93.5	0.0	89.5	31.2
1086	chr15	98484492	98485118	22.5	14.1	12.4	13.6	12.7
1087	chr16	44015495	44017249	94.3	68.4	0.0	67.3	0.0
1088	chr18	67799553	67801531	94.3	93.1	41.3	84.0	0.0
1089	chr19	60860754	60862178	94.3	68.4	23.2	75.3	28.9
1089	chr19	61198967	61200119	157.7	112.2	59.4	132.1	50.3
1090	chrX	50841281	50843949	94.3	90.8	31.7	48.2	35.8
1090	chrX	50536945	50538103	30.9	30.1	14.1	24.1	13.3
1091	chr1	150992242	150994444	93.4	57.0	0.0	79.0	26.0
1092	chr2	114654031	114655427	93.4	67.1	38.5	63.0	47.4
1093	chr4	22356677	22358371	93.4	77.1	61.6	78.4	0.0
1094	chr4	106315040	106316546	93.4	72.1	36.2	50.6	53.7
1094	chr4	106225320	106226080	34.2	42.9	17.5	25.9	23.7
1095	chr11	11684374	11685612	93.4	0.0	0.0	71.0	0.0
1096	chr11	54859754	54861430	93.4	61.1	48.1	46.3	47.4
1096	chr11	55147741	55149023	38.4	37.4	18.1	17.3	24.3
1096	chr11	54745714	54746562	20.0	9.12	8.48	15.4	9.24
1096	chr11	55120542	55121894	78.4	63.9	27.1	64.2	34.1
1096	chr11	54807520	54808658	33.4	14.1	9.05	19.8	19.6
1097	chr12	51970309	51972515	93.4	79.8	42.4	89.5	45.6
1097	chr12	52502959	52503585	59.2	50.2	23.8	55.0	40.4
1097	chr12	51886192	51888930	141.8	138.2	110.8	149.4	110.3
1098	chr15	97832290	97833886	93.4	0.0	0.0	33.3	0.0
1098	chr15	97914364	97914864	10.0	0.0	0.0	0.0	0.0
1099	chr2	122466872	122468318	92.6	66.1	45.2	71.6	57.2
1099	chr2	122125791	122127499	75.9	57.0	54.9	54.3	48.5
1099	chr2	122300991	122302593	85.9	62.5	40.7	77.2	62.4
1100	chr3	40892963	40895091	92.6	86.7	0.0	59.3	32.3
1101	chr4	116821240	116822410	92.6	82.1	0.0	61.7	36.4
1101	chr4	117034370	117035240	28.4	22.8	0.0	25.3	9.82
1101	chr4	117201651	117202901	60.1	36.5	0.0	39.5	22.0
1102	chr7	46957413	46959303	92.6	86.2	35.6	83.4	71.1
1102	chr7	46838179	46839819	72.6	64.3	44.1	79.7	59.5
1102	chr7	46830505	46834117	115.1	130.0	92.2	122.3	91.8
1103	chr9	55208375	55210181	92.6	70.7	0.0	76.6	32.9
1103	chr9	54960342	54961552	34.2	15.5	0.0	29.6	15.0
1104	chr11	95145215	95146873	92.6	75.7	20.9	63.6	16.8
1104	chr11	94992789	95001607	585.7	489.0	147.0	458.8	214.9
1105	chr13	77707852	77709482	92.6	79.8	30.5	75.9	73.9
1106	chr19	8801729	8803139	92.6	84.4	22.6	78.4	0.0
1107	chrX	41909820	41912524	92.6	86.2	33.9	74.1	51.4
1107	chrX	42188754	42189724	20.0	16.0	11.3	15.4	8.66
1108	chrX	94540089	94542193	92.6	75.3	20.4	73.5	38.7
1109	chr2	30392011	30394071	91.8	43.3	45.2	42.0	47.4
1109	chr2	30495568	30496344	29.2	19.2	13.0	19.1	10.4
1110	chr3	88716738	88717892	91.8	80.3	44.7	90.1	67.0
1110	chr3	88591688	88594276	191.1	206.7	144.8	201.3	148.5
1110	chr3	88630853	88631481	17.5	16.4	12.4	19.1	10.4
1111	chr3	95927902	95929284	91.8	78.9	45.2	57.4	50.8
1111	chr3	96277420	96278860	93.4	97.2	61.1	88.9	67.6
1111	chr3	96487259	96488525	68.4	63.9	36.2	51.9	47.4
1111	chr3	95671446	95676942	460.5	339.4	276.6	381.0	298.6
1111	chr3	95681091	95682645	55.1	53.4	12.4	37.7	28.9
1111	chr3	95950360	95952114	69.2	69.8	49.8	71.6	43.3
1112	chr9	25480709	25483137	91.8	81.2	30.5	56.8	32.3
1113	chr11	46436510	46437844	91.8	86.7	53.7	81.5	36.4
1113	chr11	46076096	46076596	15.9	11.4	10.7	14.8	9.82
1113	chr11	46447517	46448701	46.7	54.3	39.0	53.7	35.8
1114	chr12	108178143	108179245	91.8	54.3	39.0	48.2	48.5
1115	chr19	5568356	5569674	91.8	70.3	40.2	64.2	39.3
1115	chr19	5648296	5649566	70.1	60.7	27.1	47.5	43.9
1116	chr2	163749322	163751114	90.9	71.6	19.2	33.3	20.2
1116	chr2	164006398	164008422	65.1	51.5	24.3	38.9	23.7
1116	chr2	163768822	163770364	45.9	36.0	12.4	17.3	8.66
1117	chr3	8923062	8924668	90.9	64.3	43.0	82.1	69.9
1117	chr3	8767030	8768350	80.1	89.9	40.2	76.6	71.6
1117	chr3	8717153	8719107	80.1	82.6	60.5	78.4	68.2
1117	chr3	8594566	8595230	18.4	11.4	9.05	13.6	11.6
1117	chr3	9198405	9199583	52.6	31.0	24.9	35.8	27.7
1118	chr4	132767693	132769679	90.9	77.6	0.0	87.7	46.2
1118	chr4	132783673	132784301	15.0	14.6	0.0	14.8	10.4
1119	chr6	56703865	56705299	90.9	89.9	0.0	79.7	0.0
1120	chr12	84193862	84195958	90.9	57.9	43.5	64.8	70.5
1120	chr12	84205326	84210150	231.9	207.6	170.8	192.0	182.0
1120	chr12	84589377	84590475	51.7	44.3	33.9	37.7	31.2
1120	chr12	83928384	83930226	54.2	47.4	21.5	40.8	36.4
1120	chr12	84220009	84222529	87.6	68.9	16.4	74.7	78.6
1121	chr13	92529700	92531366	90.9	47.4	0.0	43.8	20.8
1122	chr17	12959705	12961245	90.9	74.4	34.5	71.6	37.5
1123	chr17	17624688	17626090	90.9	80.7	17.5	86.4	35.2
1123	chr17	17837386	17839168	113.5	93.1	45.2	96.9	47.4
1124	chr5	34948470	34950262	90.1	59.3	28.3	46.3	35.8
1124	chr5	34907908	34908888	27.5	23.7	17.0	18.5	13.9
1125	chr10	75211269	75213503	90.1	83.5	41.3	87.1	74.5
1125	chr10	75318274	75322038	272.0	256.8	230.7	281.6	220.1
1126	chr11	101464458	101466878	90.1	54.7	41.3	86.4	37.5
1126	chr11	101645643	101646721	30.0	24.2	18.1	27.8	12.7
1126	chr11	101452259	101453525	46.7	24.6	20.9	31.5	23.7
1127	chr11	103217517	103219167	90.1	77.1	32.8	69.2	40.4
1127	chr11	103141225	103143271	75.9	79.8	59.4	62.4	48.5
1128	chr12	28674575	28676267	90.1	78.0	41.3	87.1	64.7
1129	chr13	43560415	43561757	90.1	83.9	43.5	72.2	58.3
1129	chr13	43242826	43244106	48.4	47.9	33.4	58.0	44.5
1129	chr13	43364501	43366435	69.2	69.3	48.1	62.4	53.7
1129	chr13	43440496	43441518	25.9	30.1	24.9	27.8	23.1
1129	chr13	43502892	43503800	30.0	42.9	24.9	34.0	20.2
1129	chr13	43947558	43948474	35.0	33.3	13.0	26.6	15.6
1130	chr13	83738102	83739670	90.1	63.9	37.9	71.0	0.0
1131	chr18	38599902	38602094	90.1	69.3	15.8	79.0	55.5
1131	chr18	38406049	38408851	128.5	131.4	0.0	154.4	135.7
1131	chr18	38185229	38187039	148.5	133.2	54.9	119.2	68.7
1131	chr18	38804180	38804808	15.9	11.4	7.92	10.5	9.82
1132	chr3	22074705	22076113	89.3	55.2	36.8	32.7	33.5
1133	chr5	30710571	30712985	89.3	85.3	21.5	87.1	60.1
1134	chr5	117977076	117978490	89.3	57.9	27.7	54.3	35.2
1134	chr5	118170814	118172898	110.1	89.4	42.4	69.8	68.2
1135	chr8	105289184	105290940	89.3	68.4	0.0	0.0	50.8
1136	chr10	30841824	30843660	89.3	69.3	27.7	72.9	66.4
1137	chr12	98258527	98260379	89.3	48.4	0.0	54.3	43.3
1138	chr13	23745865	23747521	89.3	88.0	0.0	78.4	0.0
1138	chr13	23516210	23519214	101.8	146.4	30.5	138.9	0.0
1138	chr13	23285296	23286908	33.4	38.3	0.0	41.4	0.0
1138	chr13	23444971	23447395	105.1	116.3	0.0	114.8	0.0
1139	chr13	47044100	47045000	89.3	73.9	15.3	62.4	39.3
1139	chr13	46728951	46730827	84.3	59.3	32.8	80.9	29.5
1139	chr13	46618829	46621097	92.6	68.4	37.9	54.3	42.2
1140	chr15	75980470	75982710	89.3	83.5	18.7	71.6	0.0
