chr_name	chromosome_id	end	id	id_0_1um_pcc	id_100um_k99a	id_10um_k99a	id_10um_pcc	id_no_peptide	start	tag_count_0_1um_pcc	tag_count_100um_k99a	tag_count_10um_k99a	tag_count_10um_pcc	tag_count_no_peptide	label
chr3	4	131129303	29269	31923.0	0.0	29269.0	0.0	0.0	131128803	9.88	0.0	10.5	0.0	0.0	3
chr6	7	108310707	29333	33506.0	0.0	29333.0	0.0	0.0	108310207	8.64	0.0	10.5	0.0	0.0	3
chr7	8	140187164	29374	31381.0	0.0	29374.0	0.0	0.0	140186500	10.5	0.0	10.5	0.0	0.0	3
chr10	9	40526029	29439	32946.0	0.0	29439.0	0.0	0.0	40525529	9.26	0.0	10.5	0.0	0.0	3
chr14	11	57711464	29526	32447.0	0.0	29526.0	0.0	0.0	57710964	9.88	0.0	10.5	0.0	0.0	3
chr16	17	44961184	29556	34391.0	0.0	29556.0	0.0	0.0	44960684	8.03	0.0	10.5	0.0	0.0	3
chr19	21	26781672	29600	32614.0	0.0	29600.0	0.0	0.0	26781172	9.88	0.0	10.5	0.0	0.0	3
chr3	4	104506872	29712	34570.0	0.0	29712.0	0.0	0.0	104506240	7.41	0.0	10.0	0.0	0.0	3
chr4	5	123570552	29742	33406.0	0.0	29742.0	0.0	0.0	123570052	8.64	0.0	10.0	0.0	0.0	3
chr4	5	123575491	29743	31959.0	0.0	29743.0	0.0	0.0	123574991	9.88	0.0	10.0	0.0	0.0	3
chr4	5	132566488	29747	34608.0	0.0	29747.0	0.0	0.0	132565786	7.41	0.0	10.0	0.0	0.0	3
chr4	5	155582604	29758	31982.0	0.0	29758.0	0.0	0.0	155582104	9.88	0.0	10.0	0.0	0.0	3
chr6	7	134096210	29817	32087.0	0.0	29817.0	0.0	0.0	134095710	9.88	0.0	10.0	0.0	0.0	3
chr7	8	133947159	29848	34705.0	0.0	29848.0	0.0	0.0	133946491	7.41	0.0	10.0	0.0	0.0	3
chr8	10	71779509	29861	34230.0	0.0	29861.0	0.0	0.0	71779009	8.03	0.0	10.0	0.0	0.0	3
chr8	10	86721480	29864	34233.0	0.0	29864.0	0.0	0.0	86720980	8.03	0.0	10.0	0.0	0.0	3
chr8	10	120457627	29871	32161.0	0.0	29871.0	0.0	0.0	120456989	9.88	0.0	10.0	0.0	0.0	3
chr9	12	13919673	29878	32914.0	0.0	29878.0	0.0	0.0	13919173	9.26	0.0	10.0	0.0	0.0	3
chr9	12	123936973	29906	32228.0	0.0	29906.0	0.0	0.0	123936473	9.88	0.0	10.0	0.0	0.0	3
chr12	15	70129842	29997	32353.0	0.0	29997.0	0.0	0.0	70129342	9.88	0.0	10.0	0.0	0.0	3
chr13	14	95714301	30036	33800.0	0.0	30036.0	0.0	0.0	95713659	8.64	0.0	10.0	0.0	0.0	3
chr16	17	55631791	30110	32520.0	0.0	30110.0	0.0	0.0	55631161	9.88	0.0	10.0	0.0	0.0	3
chr18	20	31810104	30141	34429.0	0.0	30141.0	0.0	0.0	31809480	8.03	0.0	10.0	0.0	0.0	3
chrX	3	150486954	30184	33204.0	0.0	30184.0	0.0	0.0	150486278	9.26	0.0	10.0	0.0	0.0	3
chr2	2	22958437	30215	34517.0	0.0	30215.0	0.0	0.0	22957663	7.41	0.0	9.58	0.0	0.0	3
chr3	4	60573497	30244	35181.0	0.0	30244.0	0.0	0.0	60572997	6.17	0.0	9.58	0.0	0.0	3
chr4	5	150744199	30270	32793.0	0.0	30270.0	0.0	0.0	150743573	9.26	0.0	9.58	0.0	0.0	3
chr8	10	72655682	30326	34720.0	0.0	30326.0	0.0	0.0	72655042	7.41	0.0	9.58	0.0	0.0	3
chr11	13	64187122	30392	33718.0	0.0	30392.0	0.0	0.0	64186622	8.64	0.0	9.58	0.0	0.0	3
chr15	16	57763025	30447	34917.0	0.0	30447.0	0.0	0.0	57762399	7.41	0.0	9.58	0.0	0.0	3
chr15	16	76518555	30449	34921.0	0.0	30449.0	0.0	0.0	76518055	7.41	0.0	9.58	0.0	0.0	3
chr7	8	121064844	30662	34700.0	0.0	30662.0	0.0	0.0	121064216	7.41	0.0	9.12	0.0	0.0	3
chr10	9	30626944	30700	34767.0	0.0	30700.0	0.0	0.0	30626160	7.41	0.0	9.12	0.0	0.0	3
chr10	9	117230184	30713	34791.0	0.0	30713.0	0.0	0.0	117229684	7.41	0.0	9.12	0.0	0.0	3
chr12	15	71945956	30738	33753.0	0.0	30738.0	0.0	0.0	71945456	8.64	0.0	9.12	0.0	0.0	3
chr14	11	53441230	30777	34902.0	0.0	30777.0	0.0	0.0	53440730	7.41	0.0	9.12	0.0	0.0	3
chr15	16	72837306	30796	33854.0	0.0	30796.0	0.0	0.0	72836806	8.64	0.0	9.12	0.0	0.0	3
chr18	20	82496516	30853	34448.0	0.0	30853.0	0.0	0.0	82496016	8.03	0.0	9.12	0.0	0.0	3
chr3	4	115976562	30964	34110.0	0.0	30964.0	0.0	0.0	115976062	8.03	0.0	8.67	0.0	0.0	3
chr7	8	125612524	31086	33555.0	0.0	31086.0	0.0	0.0	125612024	8.64	0.0	8.67	0.0	0.0	3
chr10	9	22293350	31141	33665.0	0.0	31141.0	0.0	0.0	22292716	8.64	0.0	8.67	0.0	0.0	3
chr13	14	63108714	31230	33794.0	0.0	31230.0	0.0	0.0	63108214	8.64	0.0	8.67	0.0	0.0	3
chr14	11	118775173	31253	33830.0	0.0	31253.0	0.0	0.0	118774673	8.64	0.0	8.67	0.0	0.0	3
chrX	3	57207654	31341	35025.0	0.0	31341.0	0.0	0.0	57207010	7.41	0.0	8.67	0.0	0.0	3
chr1	1	185366733	31394	34052.0	0.0	31394.0	0.0	0.0	185366233	8.03	0.0	8.21	0.0	0.0	3
chr2	2	32736805	31407	34522.0	0.0	31407.0	0.0	0.0	32736305	7.41	0.0	8.21	0.0	0.0	3
chr2	2	71376135	31417	34528.0	0.0	31417.0	0.0	0.0	71375635	7.41	0.0	8.21	0.0	0.0	3
chr7	8	142910788	31603	34709.0	0.0	31603.0	0.0	0.0	142910288	7.41	0.0	8.21	0.0	0.0	3
chr9	12	14942586	31641	34245.0	0.0	31641.0	0.0	0.0	14942086	8.03	0.0	8.21	0.0	0.0	3
chr13	14	55218500	31790	34885.0	0.0	31790.0	0.0	0.0	55217862	7.41	0.0	8.21	0.0	0.0	3
chr15	16	9667836	31817	34366.0	0.0	31817.0	0.0	0.0	9667336	8.03	0.0	8.21	0.0	0.0	3
chr17	18	12031004	31862	34952.0	0.0	31862.0	0.0	0.0	12030504	7.41	0.0	8.21	0.0	0.0	3
chrX	3	73815377	31935	34469.0	0.0	31935.0	0.0	0.0	73814743	8.03	0.0	8.21	0.0	0.0	3
chr12	15	84625707	32455	34854.0	0.0	32455.0	0.0	0.0	84625207	7.41	0.0	7.76	0.0	0.0	3
chr15	16	96474965	32560	34929.0	0.0	32560.0	0.0	0.0	96474465	7.41	0.0	7.76	0.0	0.0	3
chr9	12	21181560	33295	35104.0	0.0	33295.0	0.0	0.0	21181060	6.79	0.0	6.84	0.0	0.0	3
chr10	9	28696218	8235	17592.0	8235.0	0.0	0.0	0.0	28694752	40.1	57.7	0.0	0.0	0.0	3
chr16	17	10657478	9641	17638.0	9641.0	0.0	0.0	0.0	10655634	40.1	51.5	0.0	0.0	0.0	3
chr5	6	139304399	12851	18400.0	12851.0	0.0	0.0	0.0	139303377	37.0	39.0	0.0	0.0	0.0	3
chr5	6	134482715	13393	21457.0	13393.0	33660.0	0.0	0.0	134481429	27.2	37.3	6.39	0.0	0.0	3
chr5	6	140518444	14317	20032.0	14317.0	0.0	0.0	0.0	140517514	31.5	34.5	0.0	0.0	0.0	3
chr14	11	79200744	14424	20705.0	14424.0	26252.0	0.0	0.0	79199556	29.6	34.5	15.1	0.0	0.0	3
chr10	9	67696645	14946	21523.0	14946.0	0.0	0.0	0.0	67695629	27.2	32.8	0.0	0.0	0.0	3
chr9	12	106884276	15187	24347.0	15187.0	0.0	0.0	0.0	106882848	20.4	32.2	0.0	0.0	0.0	3
chr15	16	36334076	16125	23013.0	16125.0	0.0	0.0	0.0	36333276	23.5	30.0	0.0	0.0	0.0	3
chr2	2	103609715	17369	25496.0	17369.0	0.0	0.0	0.0	103608899	17.9	26.6	0.0	0.0	0.0	3
chr16	17	33704235	17541	24133.0	17541.0	30819.0	0.0	0.0	33703267	21.0	26.6	9.12	0.0	0.0	3
chr19	21	47168850	17565	25812.0	17565.0	0.0	0.0	0.0	47167942	17.9	26.6	0.0	0.0	0.0	3
chr8	10	111546803	18175	26732.0	18175.0	0.0	0.0	0.0	111545795	16.1	24.9	0.0	0.0	0.0	3
chr15	16	76758484	19079	27333.0	19079.0	0.0	0.0	0.0	76757728	15.4	23.2	0.0	0.0	0.0	3
chr4	5	101147141	19218	25913.0	19218.0	0.0	0.0	0.0	101146355	17.3	22.6	0.0	0.0	0.0	3
chr15	16	59538642	19386	25752.0	19386.0	0.0	0.0	0.0	59538142	17.9	22.6	0.0	0.0	0.0	3
chr4	5	129761996	19833	25921.0	19833.0	0.0	0.0	0.0	129761496	17.3	21.5	0.0	0.0	0.0	3
chr10	9	67608038	19923	27215.0	19923.0	0.0	0.0	0.0	67607404	15.4	21.5	0.0	0.0	0.0	3
chr13	14	24609997	20278	27796.0	20278.0	0.0	0.0	0.0	24609131	14.8	20.9	0.0	0.0	0.0	3
chr1	1	53895177	20378	27934.0	20378.0	0.0	0.0	0.0	53894551	14.2	20.4	0.0	0.0	0.0	3
chr12	15	69511911	20594	28206.0	20594.0	0.0	0.0	0.0	69511411	14.2	20.4	0.0	0.0	0.0	3
chr7	8	82820660	20823	24968.0	20823.0	0.0	0.0	0.0	82820160	19.1	19.8	0.0	0.0	0.0	3
chr5	6	113644357	21108	26660.0	21108.0	32147.0	0.0	0.0	113643539	16.1	19.2	7.76	0.0	0.0	3
chr12	15	117756437	21236	26101.0	21236.0	0.0	0.0	0.0	117755937	17.3	19.2	0.0	0.0	0.0	3
chr14	11	105480836	21255	25396.0	21255.0	0.0	0.0	0.0	105480336	18.5	19.2	0.0	0.0	0.0	3
chr9	12	57819450	21473	26021.0	21473.0	0.0	0.0	0.0	57818782	17.3	18.7	0.0	0.0	0.0	3
chr14	11	121986555	21558	26461.0	21558.0	0.0	34631.0	0.0	121985697	16.7	18.7	0.0	6.93	0.0	3
chr3	4	95794848	21712	30067.0	21712.0	0.0	0.0	0.0	95794080	11.7	18.1	0.0	0.0	0.0	3
chr6	7	114867469	21771	27605.0	21771.0	0.0	0.0	0.0	114866841	14.8	18.1	0.0	0.0	0.0	3
chr7	8	74496976	21785	25982.0	21785.0	0.0	0.0	0.0	74496476	17.3	18.1	0.0	0.0	0.0	3
chr9	12	14286012	21811	25636.0	21811.0	0.0	0.0	0.0	14285512	17.9	18.1	0.0	0.0	0.0	3
chr2	2	33885219	22028	25862.0	22028.0	0.0	0.0	0.0	33884719	17.3	17.5	0.0	0.0	0.0	3
chr5	6	118643594	22103	30652.0	22103.0	0.0	0.0	0.0	118643094	11.1	17.5	0.0	0.0	0.0	3
chr14	11	72869876	22637	26457.0	22637.0	0.0	0.0	0.0	72869248	16.7	17.0	0.0	0.0	0.0	3
chr4	5	63842081	22776	31216.0	22776.0	0.0	0.0	0.0	63841581	10.5	16.4	0.0	0.0	0.0	3
chr6	7	134552117	22828	30690.0	22828.0	0.0	0.0	0.0	134551223	11.1	16.4	0.0	0.0	0.0	3
chr16	17	4782129	22965	30960.0	22965.0	0.0	0.0	0.0	4781495	11.1	16.4	0.0	0.0	0.0	3
chr1	1	88685653	23024	26961.0	23024.0	0.0	0.0	0.0	88685153	15.4	15.8	0.0	0.0	0.0	3
chr5	6	3495100	23108	27081.0	23108.0	0.0	0.0	0.0	3494600	15.4	15.8	0.0	0.0	0.0	3
chr6	7	127483193	23144	30688.0	23144.0	0.0	0.0	0.0	127482569	11.1	15.8	0.0	0.0	0.0	3
chr7	8	127283060	23165	30721.0	23165.0	0.0	0.0	0.0	127282422	11.1	15.8	0.0	0.0	0.0	3
chr9	12	123271501	23202	29080.0	23202.0	0.0	0.0	0.0	123271001	13.0	15.8	0.0	0.0	0.0	3
chr13	14	49258517	23297	27804.0	23297.0	0.0	0.0	0.0	49257867	14.8	15.8	0.0	0.0	0.0	3
chr5	6	31832204	23514	28040.0	23514.0	0.0	0.0	0.0	31831704	14.2	15.3	0.0	0.0	0.0	3
chr8	10	69829596	23583	29036.0	23583.0	0.0	0.0	0.0	69828816	13.0	15.3	0.0	0.0	0.0	3
chr10	9	75434931	23644	32257.0	23644.0	0.0	0.0	0.0	75434431	9.88	15.3	0.0	0.0	0.0	3
chr13	14	16261935	23722	29170.0	23722.0	0.0	0.0	0.0	16261435	13.0	15.3	0.0	0.0	0.0	3
chr15	16	80694321	23772	29223.0	23772.0	0.0	0.0	0.0	80693541	13.0	15.3	0.0	0.0	0.0	3
chr17	18	23538403	23799	32538.0	23799.0	0.0	0.0	0.0	23537747	9.88	15.3	0.0	0.0	0.0	3
chr2	2	92883781	23901	30527.0	23901.0	0.0	0.0	0.0	92883053	11.1	14.7	0.0	0.0	0.0	3
chr4	5	48073814	23955	28459.0	23955.0	0.0	0.0	0.0	48073314	13.6	14.7	0.0	0.0	0.0	3
chr10	9	95710150	24143	30261.0	24143.0	0.0	0.0	0.0	95709388	11.7	14.7	0.0	0.0	0.0	3
chr14	11	53879915	24252	28240.0	24252.0	0.0	0.0	0.0	53879107	14.2	14.7	0.0	0.0	0.0	3
chr18	20	46554001	24331	32584.0	24331.0	0.0	0.0	0.0	46553375	9.88	14.7	0.0	0.0	0.0	3
chr1	1	160297663	24391	31101.0	24391.0	0.0	0.0	0.0	160297021	10.5	14.1	0.0	0.0	0.0	3
chr2	2	31165345	24405	30022.0	24405.0	0.0	0.0	0.0	31164539	11.7	14.1	0.0	0.0	0.0	3
chr6	7	129224409	24501	31329.0	24501.0	0.0	0.0	0.0	129223747	10.5	14.1	0.0	0.0	0.0	3
chr13	14	43320101	24635	29798.0	24635.0	0.0	0.0	0.0	43319601	12.3	14.1	0.0	0.0	0.0	3
chr19	21	47947147	24731	32625.0	24731.0	0.0	0.0	0.0	47946365	9.88	14.1	0.0	0.0	0.0	3
chr3	4	75926629	24828	33352.0	24828.0	0.0	0.0	0.0	75926129	8.64	13.6	0.0	0.0	0.0	3
chr6	7	91153815	24916	29552.0	24916.0	0.0	0.0	0.0	91153315	12.3	13.6	0.0	0.0	0.0	3
chr10	9	5859076	24996	29670.0	24996.0	0.0	0.0	0.0	5858576	12.3	13.6	0.0	0.0	0.0	3
chr15	16	99050818	25126	33869.0	25126.0	0.0	0.0	0.0	99050138	8.64	13.6	0.0	0.0	0.0	3
chr16	17	8306630	25130	29230.0	25130.0	0.0	0.0	0.0	8305854	13.0	13.6	0.0	0.0	0.0	3
chr1	1	80414295	25218	29343.0	25218.0	0.0	0.0	0.0	80413795	12.3	13.0	0.0	0.0	0.0	3
chr6	7	22332404	25389	30125.0	25389.0	0.0	0.0	0.0	22331760	11.7	13.0	0.0	0.0	0.0	3
chr9	12	57629855	25477	29068.0	25477.0	0.0	0.0	0.0	57629103	13.0	13.0	0.0	0.0	0.0	3
chr9	12	118451985	25490	32224.0	25490.0	0.0	0.0	0.0	118451207	9.88	13.0	0.0	0.0	0.0	3
chr11	13	46461605	25530	30272.0	25530.0	0.0	0.0	0.0	46460975	11.7	13.0	0.0	0.0	0.0	3
chr12	15	80808668	25581	29164.0	25581.0	0.0	0.0	0.0	80808168	13.0	13.0	0.0	0.0	0.0	3
chr13	14	44815188	25601	31576.0	25601.0	0.0	0.0	0.0	44814688	10.5	13.0	0.0	0.0	0.0	3
chr14	11	73391673	25625	33822.0	25625.0	0.0	0.0	0.0	73391039	8.64	13.0	0.0	0.0	0.0	3
chr3	4	52866810	25876	31895.0	25876.0	0.0	0.0	0.0	52866310	9.88	12.4	0.0	0.0	0.0	3
chr5	6	31717694	25947	31255.0	25947.0	0.0	0.0	0.0	31717194	10.5	12.4	0.0	0.0	0.0	3
chr5	6	36571217	25949	33441.0	25949.0	0.0	0.0	0.0	36570717	8.64	12.4	0.0	0.0	0.0	3
chr5	6	124530335	25977	32826.0	25977.0	0.0	0.0	0.0	124529835	9.26	12.4	0.0	0.0	0.0	3
chr7	8	34924090	26028	33530.0	26028.0	0.0	0.0	0.0	34923442	8.64	12.4	0.0	0.0	0.0	3
chr9	12	45296500	26091	32182.0	26091.0	0.0	0.0	0.0	45296000	9.88	12.4	0.0	0.0	0.0	3
chr10	9	43671146	26125	31463.0	26125.0	0.0	0.0	0.0	43670646	10.5	12.4	0.0	0.0	0.0	3
chr12	15	115834022	26230	33041.0	26230.0	0.0	0.0	0.0	115833522	9.26	12.4	0.0	0.0	0.0	3
chr13	14	58206733	26246	32409.0	26246.0	0.0	0.0	0.0	58206103	9.88	12.4	0.0	0.0	0.0	3
chr13	14	96488155	26252	32422.0	26252.0	0.0	0.0	0.0	96487655	9.88	12.4	0.0	0.0	0.0	3
chr15	16	67285879	26299	30938.0	26299.0	0.0	0.0	0.0	67285379	11.1	12.4	0.0	0.0	0.0	3
chr17	18	47212491	26361	31696.0	26361.0	0.0	0.0	0.0	47211991	10.5	12.4	0.0	0.0	0.0	3
chr3	4	135581810	26517	31195.0	26517.0	0.0	0.0	0.0	135581170	10.5	11.9	0.0	0.0	0.0	3
chr5	6	130197328	26568	32831.0	26568.0	0.0	0.0	0.0	130196828	9.26	11.9	0.0	0.0	0.0	3
chr7	8	132286775	26620	32886.0	26620.0	0.0	0.0	0.0	132286275	9.26	11.9	0.0	0.0	0.0	3
chr16	17	90072816	26842	30979.0	26842.0	0.0	0.0	0.0	90072316	11.1	11.9	0.0	0.0	0.0	3
chr1	1	36604221	26905	34484.0	26905.0	0.0	0.0	0.0	36603721	7.41	11.3	0.0	0.0	0.0	3
chr1	1	92015446	26917	33232.0	26917.0	0.0	0.0	0.0	92014946	8.64	11.3	0.0	0.0	0.0	3
chr3	4	27198763	26973	31167.0	26973.0	0.0	0.0	0.0	27197999	10.5	11.3	0.0	0.0	0.0	3
chr3	4	58686492	26979	34092.0	26979.0	0.0	0.0	0.0	58685992	8.03	11.3	0.0	0.0	0.0	3
chr4	5	32852860	26997	31207.0	26997.0	0.0	0.0	0.0	32852360	10.5	11.3	0.0	0.0	0.0	3
chr5	6	105236319	27039	31276.0	27039.0	0.0	0.0	0.0	105235819	10.5	11.3	0.0	0.0	0.0	3
chr7	8	128029831	27110	31374.0	27110.0	0.0	0.0	0.0	128029331	10.5	11.3	0.0	0.0	0.0	3
chr8	10	122764636	27133	33599.0	27133.0	0.0	0.0	0.0	122764136	8.64	11.3	0.0	0.0	0.0	3
chr8	10	125862471	27135	30753.0	27135.0	0.0	0.0	0.0	125861845	11.1	11.3	0.0	0.0	0.0	3
chr11	13	59419116	27211	31511.0	27211.0	0.0	0.0	0.0	59418616	10.5	11.3	0.0	0.0	0.0	3
chr12	15	111195599	27253	34869.0	27253.0	0.0	0.0	0.0	111194941	7.41	11.3	0.0	0.0	0.0	3
chr13	14	34229617	27265	34875.0	27265.0	0.0	0.0	0.0	34229117	7.41	11.3	0.0	0.0	0.0	3
chr14	11	99265657	27298	32455.0	27298.0	0.0	0.0	0.0	99265157	9.88	11.3	0.0	0.0	0.0	3
chr15	16	59717417	27312	32473.0	27312.0	0.0	0.0	0.0	59716917	9.88	11.3	0.0	0.0	0.0	3
chr1	1	183988899	27459	31818.0	27459.0	0.0	0.0	0.0	183988399	9.88	10.7	0.0	0.0	0.0	3
chr2	2	59628592	27479	31133.0	27479.0	0.0	0.0	0.0	59628092	10.5	10.7	0.0	0.0	0.0	3
chr3	4	79273180	27523	31900.0	27523.0	0.0	0.0	0.0	79272680	9.88	10.7	0.0	0.0	0.0	3
chr6	7	149234118	27651	32855.0	27651.0	0.0	0.0	0.0	149233618	9.26	10.7	0.0	0.0	0.0	3
chr7	8	109769778	27680	32880.0	27680.0	0.0	0.0	0.0	109769278	9.26	10.7	0.0	0.0	0.0	3
chr9	12	21924444	27723	34735.0	27723.0	0.0	0.0	0.0	21923748	7.41	10.7	0.0	0.0	0.0	3
chr9	12	114924892	27755	33644.0	27755.0	0.0	0.0	0.0	114924392	8.64	10.7	0.0	0.0	0.0	3
chr11	13	19948395	27807	33703.0	27807.0	0.0	0.0	0.0	19947703	8.64	10.7	0.0	0.0	0.0	3
chr11	13	106588338	27827	34827.0	27827.0	0.0	0.0	0.0	106587684	7.41	10.7	0.0	0.0	0.0	3
chr14	11	75837893	27915	31623.0	27915.0	0.0	0.0	0.0	75837393	10.5	10.7	0.0	0.0	0.0	3
chr17	18	33450612	27967	32553.0	27967.0	0.0	0.0	0.0	33450112	9.88	10.7	0.0	0.0	0.0	3
chr2	2	8965426	28098	32690.0	28098.0	0.0	0.0	0.0	8964710	9.26	10.2	0.0	0.0	0.0	3
chr5	6	44202820	28262	33443.0	28262.0	0.0	0.0	0.0	44202320	8.64	10.2	0.0	0.0	0.0	3
chr6	7	66917421	28305	33490.0	28305.0	0.0	0.0	0.0	66916781	8.64	10.2	0.0	0.0	0.0	3
chr6	7	83570539	28312	32063.0	28312.0	0.0	0.0	0.0	83570039	9.88	10.2	0.0	0.0	0.0	3
chr9	12	61686737	28439	34252.0	28439.0	0.0	0.0	0.0	61686109	8.03	10.2	0.0	0.0	0.0	3
chr9	12	62427615	28440	32194.0	28440.0	0.0	0.0	0.0	62427115	9.88	10.2	0.0	0.0	0.0	3
chr9	12	121881364	28480	33652.0	28480.0	0.0	0.0	0.0	121880864	8.64	10.2	0.0	0.0	0.0	3
chr10	9	79539143	28512	32259.0	28512.0	0.0	0.0	0.0	79538643	9.88	10.2	0.0	0.0	0.0	3
chr12	15	100531423	28618	32369.0	28618.0	0.0	0.0	0.0	100530923	9.88	10.2	0.0	0.0	0.0	3
chr15	16	80223815	28711	33859.0	28711.0	0.0	0.0	0.0	80223315	8.64	10.2	0.0	0.0	0.0	3
chr15	16	99455120	28722	33871.0	28722.0	0.0	0.0	0.0	99454620	8.64	10.2	0.0	0.0	0.0	3
chr17	18	30097232	28772	33138.0	28772.0	0.0	0.0	0.0	30096732	9.26	10.2	0.0	0.0	0.0	3
chr17	18	47205537	28782	32560.0	28782.0	0.0	0.0	0.0	47205037	9.88	10.2	0.0	0.0	0.0	3
chr18	20	23841775	28804	32580.0	28804.0	0.0	0.0	0.0	23841131	9.88	10.2	0.0	0.0	0.0	3
chr1	1	165684736	28900	32681.0	28900.0	0.0	0.0	0.0	165684236	9.26	9.61	0.0	0.0	0.0	3
chr4	5	152286265	28980	32794.0	28980.0	0.0	0.0	0.0	152285765	9.26	9.61	0.0	0.0	0.0	3
chr5	6	3504592	28982	32795.0	28982.0	0.0	0.0	0.0	3503960	9.26	9.61	0.0	0.0	0.0	3
chr7	8	98486333	29046	35091.0	29046.0	0.0	0.0	0.0	98485683	6.79	9.61	0.0	0.0	0.0	3
chr11	13	11680243	29147	34283.0	29147.0	0.0	0.0	0.0	11679743	8.03	9.61	0.0	0.0	0.0	3
chr11	13	103033416	29184	33014.0	29184.0	0.0	0.0	0.0	103032916	9.26	9.61	0.0	0.0	0.0	3
chr11	13	115170931	29191	33021.0	29191.0	0.0	0.0	0.0	115170431	9.26	9.61	0.0	0.0	0.0	3
chr2	2	5710157	29417	34516.0	29417.0	0.0	0.0	0.0	5709657	7.41	9.05	0.0	0.0	0.0	3
chr2	2	90496236	29444	33292.0	29444.0	0.0	0.0	0.0	90495736	8.64	9.05	0.0	0.0	0.0	3
chr2	2	119263483	29452	34540.0	29452.0	0.0	0.0	0.0	119262983	7.41	9.05	0.0	0.0	0.0	3
chr3	4	19256127	29474	33339.0	29474.0	0.0	0.0	0.0	19255627	8.64	9.05	0.0	0.0	0.0	3
chr4	5	119911701	29520	33402.0	29520.0	0.0	0.0	0.0	119911201	8.64	9.05	0.0	0.0	0.0	3
chr5	6	65941021	29559	33446.0	29559.0	0.0	0.0	0.0	65940521	8.64	9.05	0.0	0.0	0.0	3
chr5	6	146912851	29587	34167.0	29587.0	0.0	0.0	0.0	146912351	8.03	9.05	0.0	0.0	0.0	3
chr7	8	24809703	29632	33525.0	29632.0	0.0	0.0	0.0	24809203	8.64	9.05	0.0	0.0	0.0	3
chr10	9	18625762	29741	34265.0	29741.0	0.0	0.0	0.0	18625262	8.03	9.05	0.0	0.0	0.0	3
chr10	9	80536109	29760	34781.0	29760.0	0.0	0.0	0.0	80535609	7.41	9.05	0.0	0.0	0.0	3
chr11	13	75984637	29809	34292.0	29809.0	0.0	0.0	0.0	75984137	8.03	9.05	0.0	0.0	0.0	3
chr14	11	30630539	29871	33810.0	29871.0	0.0	0.0	0.0	30630039	8.64	9.05	0.0	0.0	0.0	3
chr17	18	47888338	29955	34967.0	29955.0	0.0	0.0	0.0	47887838	7.41	9.05	0.0	0.0	0.0	3
chr5	6	31860058	30251	34150.0	30251.0	0.0	0.0	0.0	31859558	8.03	8.48	0.0	0.0	0.0	3
chr6	7	120927137	30333	34675.0	30333.0	0.0	0.0	0.0	120926493	7.41	8.48	0.0	0.0	0.0	3
chr7	8	44822243	30359	34687.0	30359.0	0.0	0.0	0.0	44821743	7.41	8.48	0.0	0.0	0.0	3
chr8	10	46512143	30399	34715.0	30399.0	0.0	0.0	0.0	46511643	7.41	8.48	0.0	0.0	0.0	3
chr12	15	80737622	30595	34318.0	30595.0	0.0	0.0	0.0	80737122	8.03	8.48	0.0	0.0	0.0	3
chr12	15	102605563	30604	34862.0	30604.0	0.0	0.0	0.0	102605063	7.41	8.48	0.0	0.0	0.0	3
chr13	14	98968558	30645	34891.0	30645.0	0.0	0.0	0.0	98967932	7.41	8.48	0.0	0.0	0.0	3
chr14	11	53649740	30667	35134.0	30667.0	0.0	0.0	0.0	53649240	6.79	8.48	0.0	0.0	0.0	3
chr17	18	27553992	30759	34405.0	30759.0	0.0	0.0	0.0	27553492	8.03	8.48	0.0	0.0	0.0	3
chr19	21	44393979	30834	35014.0	30834.0	0.0	0.0	0.0	44393479	7.41	8.48	0.0	0.0	0.0	3
chr2	2	119561952	30978	34541.0	30978.0	0.0	0.0	0.0	119561452	7.41	7.92	0.0	0.0	0.0	3
chr3	4	101813023	31043	35064.0	31043.0	0.0	0.0	0.0	101812523	6.79	7.92	0.0	0.0	0.0	3
chr4	5	32078608	31069	34584.0	31069.0	0.0	0.0	0.0	32078108	7.41	7.92	0.0	0.0	0.0	3
chr4	5	145100548	31112	34615.0	31112.0	0.0	0.0	0.0	145100048	7.41	7.92	0.0	0.0	0.0	3
chr9	12	21627359	31358	34734.0	31358.0	0.0	0.0	0.0	21626859	7.41	7.92	0.0	0.0	0.0	3
chr11	13	57607625	31476	34803.0	31476.0	0.0	0.0	0.0	57607125	7.41	7.92	0.0	0.0	0.0	3
chr11	13	98339665	31513	34818.0	31513.0	0.0	0.0	0.0	98339165	7.41	7.92	0.0	0.0	0.0	3
chr12	15	17776840	31544	34846.0	31544.0	0.0	0.0	0.0	17776190	7.41	7.92	0.0	0.0	0.0	3
chr12	15	113142143	31590	34870.0	31590.0	0.0	0.0	0.0	113141643	7.41	7.92	0.0	0.0	0.0	3
chr15	16	59079272	31703	34918.0	31703.0	0.0	0.0	0.0	59078772	7.41	7.92	0.0	0.0	0.0	3
chr18	20	82903017	31877	34996.0	31877.0	0.0	0.0	0.0	82902517	7.41	7.92	0.0	0.0	0.0	3
chr2	2	142812492	32028	35060.0	32028.0	0.0	0.0	0.0	142811992	6.79	7.35	0.0	0.0	0.0	3
chrX	3	7444137	32445	35162.0	32445.0	0.0	0.0	0.0	7443637	6.79	7.35	0.0	0.0	0.0	3
chr2	2	11638327	3042	3042.0	0.0	0.0	3141.0	0.0	11635139	152.5	0.0	0.0	113.2	0.0	3
