"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"gene_assignment"
"6996096"	"0.793"	"0.06858083"	"2.1511461"	"-3.93014"	"0.43372583"	"AK018848 // 1700043A12Rik // RIKEN cDNA 1700043A12 gene // --- // 78348"
"6789683"	"0.793"	"0.06859101"	"2.1510455"	"-3.93026"	"0.75107083"	"---"
"6969587"	"0.793"	"0.0685981"	"2.1509754"	"-3.93034"	"0.30671333"	"---"
"6837090"	"0.793"	"0.0686069"	"-2.1508885"	"-3.93045"	"-0.31442417"	"BC025171 // Sox10 // SRY-box containing gene 10 // 15 E1|15 46.6 cM // 20665 /// BC023356 // Sox10 // SRY-box containing gene 10 // 15 E1|15 46.6 cM // 20665 /// BC018551 // Sox10 // SRY-box containing gene 10 // 15 E1|15 46.6 cM // 20665 /// AF047389 // Sox10 // SRY-box containing gene 10 // 15 E1|15 46.6 cM // 20665 /// U66141 // Sox10 // SRY-box containing gene 10 // 15 E1|15 46.6 cM // 20665 /// ENSMUST00000089349 // Sox10 // SRY-box containing gene 10 // 15 E1|15 46.6 cM // 20665 /// ENSMUST00000040019 // Sox10 // SRY-box containing gene 10 // 15 E1|15 46.6 cM // 20665"
"6782404"	"0.793"	"0.06861083"	"-2.1508496"	"-3.93049"	"-0.61948583"	"---"
"6888565"	"0.793"	"0.06861248"	"-2.1508333"	"-3.93051"	"-0.26575167"	"NM_146753 // Olfr1195 // olfactory receptor 1195 // --- // 258748 /// ENSMUST00000099818 // Olfr1195 // olfactory receptor 1195 // --- // 258748"
"7019358"	"0.793"	"0.06861492"	"2.1508093"	"-3.93054"	"0.96352167"	"---"
"6959120"	"0.793"	"0.068615"	"2.1508084"	"-3.93054"	"0.32748917"	"BC034211 // 1500002O20Rik // RIKEN cDNA 1500002O20 gene // 7 A3 // 71997 /// NM_028047 // 1500002O20Rik // RIKEN cDNA 1500002O20 gene // 7 A3 // 71997 /// ENSMUST00000002280 // 1500002O20Rik // RIKEN cDNA 1500002O20 gene // 7 A3 // 71997 /// ENSMUST00000108434 // 1500002O20Rik // RIKEN cDNA 1500002O20 gene // 7 A3 // 71997"
"6900383"	"0.793"	"0.06861676"	"-2.1507911"	"-3.93056"	"-0.23589083"	"NM_011967 // Psma5 // proteasome (prosome, macropain) subunit, alpha type 5 // 3 F3 // 26442 /// BC083342 // Psma5 // proteasome (prosome, macropain) subunit, alpha type 5 // 3 F3 // 26442 /// ENSMUST00000090569 // Psma5 // proteasome (prosome, macropain) subunit, alpha type 5 // 3 F3 // 26442 /// ENSMUST00000079684 // EG666974 // predicted gene, EG666974 // 10 C1 // 666974"
"6775311"	"0.793"	"0.06863048"	"-2.1506555"	"-3.93073"	"-0.39223167"	"---"
"6997925"	"0.793"	"0.06863262"	"2.1506344"	"-3.93075"	"0.508285"	"---"
"7007610"	"0.793"	"0.06863265"	"-2.1506342"	"-3.93075"	"-0.66360333"	"---"
"6914804"	"0.793"	"0.06863334"	"-2.1506273"	"-3.93076"	"-0.41402"	"---"
"6832741"	"0.793"	"0.06865439"	"2.1504194"	"-3.93101"	"0.60282833"	"---"
"6854975"	"0.793"	"0.06865599"	"-2.1504036"	"-3.93103"	"-0.70583333"	"---"
"6902120"	"0.793"	"0.06867029"	"-2.1502624"	"-3.9312"	"-0.47029583"	"---"
"6927322"	"0.793"	"0.06867067"	"-2.1502587"	"-3.93121"	"-0.71839917"	"---"
"6885887"	"0.794"	"0.06869946"	"2.1499746"	"-3.93155"	"0.59707083"	"---"
"6930904"	"0.794"	"0.0687029"	"-2.1499406"	"-3.93159"	"-0.322615"	"---"
"6773543"	"0.794"	"0.06871131"	"-2.1498577"	"-3.93169"	"-0.416235"	"---"
"6984974"	"0.794"	"0.06871243"	"2.1498466"	"-3.9317"	"0.33150917"	"---"
"6764809"	"0.794"	"0.06873029"	"-2.1496705"	"-3.93191"	"-0.2617525"	"---"
"6924410"	"0.794"	"0.06874145"	"2.1495604"	"-3.93205"	"0.56564167"	"---"
"6995059"	"0.794"	"0.06876174"	"2.1493604"	"-3.93229"	"0.26864417"	"NM_007619 // Cbl // Casitas B-lineage lymphoma // 9 A5.2|9 26.0 cM // 12402 /// BC125285 // Cbl // Casitas B-lineage lymphoma // 9 A5.2|9 26.0 cM // 12402 /// ENSMUST00000037644 // Cbl // Casitas B-lineage lymphoma // 9 A5.2|9 26.0 cM // 12402"
"6803829"	"0.794"	"0.06877282"	"2.1492511"	"-3.93242"	"0.28593833"	"---"
"6934070"	"0.794"	"0.06878515"	"-2.1491297"	"-3.93256"	"-0.636615"	"---"
"6855248"	"0.794"	"0.06878769"	"-2.1491046"	"-3.9326"	"-0.3387125"	"NM_146289 // Olfr113 // olfactory receptor 113 // 17 B1 // 258286 /// BC132178 // Olfr113 // olfactory receptor 113 // 17 B1 // 258286"
"6765971"	"0.794"	"0.06879771"	"2.1490059"	"-3.93271"	"0.3676525"	"NM_001077707 // Shprh // SNF2 histone linker PHD RING helicase // 10 A1 // 268281 /// NM_172937 // Shprh // SNF2 histone linker PHD RING helicase // 10 A1 // 268281 /// BC055003 // Shprh // SNF2 histone linker PHD RING helicase // 10 A1 // 268281 /// ENSMUST00000044053 // Shprh // SNF2 histone linker PHD RING helicase // 10 A1 // 268281 /// ENSMUST00000054814 // Shprh // SNF2 histone linker PHD RING helicase // 10 A1 // 268281 /// ENSMUST00000092703 // Shprh // SNF2 histone linker PHD RING helicase // 10 A1 // 268281"
"6869830"	"0.794"	"0.06879899"	"-2.1489933"	"-3.93273"	"-0.40845917"	"---"
"7001703"	"0.794"	"0.06881628"	"2.148823"	"-3.93293"	"0.6796875"	"---"
"6763128"	"0.794"	"0.06882002"	"-2.1487861"	"-3.93298"	"-1.90459333"	"---"
"6964268"	"0.794"	"0.06883417"	"-2.1486467"	"-3.93315"	"-0.60246083"	"---"
"6848716"	"0.794"	"0.06883773"	"2.1486117"	"-3.93319"	"0.51255417"	"---"
"6900354"	"0.794"	"0.06884364"	"2.1485535"	"-3.93326"	"0.91555"	"---"
"6785409"	"0.794"	"0.06884483"	"-2.1485418"	"-3.93327"	"-0.296405"	"ENSMUST00000070897 // 2810410L24Rik // RIKEN cDNA 2810410L24 gene // 11 E2 // 100042332 /// ENSMUST00000070897 // 76377 // predicted gene, 76377 // 11 E2 // 76377"
"6895921"	"0.794"	"0.06885249"	"-2.1484664"	"-3.93336"	"-0.36033917"	"---"
"6996493"	"0.794"	"0.06886288"	"-2.1483641"	"-3.93349"	"-0.71699917"	"---"
"6922230"	"0.794"	"0.06886611"	"-2.1483323"	"-3.93353"	"-0.82915583"	"---"
"6900395"	"0.794"	"0.06889454"	"2.1480526"	"-3.93386"	"0.98947167"	"---"
"6867672"	"0.794"	"0.06893346"	"-2.1476697"	"-3.93432"	"-0.381455"	"---"
"6963746"	"0.794"	"0.06893466"	"-2.1476579"	"-3.93434"	"-0.26538917"	"XM_001479542 // 100043320 // predicted gene, 100043320 // 7 F1|7 // 100043320"
"7017354"	"0.794"	"0.06893878"	"2.1476174"	"-3.93439"	"0.23861833"	"AK148387 // ENSMUSG00000073146 // predicted gene, ENSMUSG00000073146 // --- // 100038638"
"6786891"	"0.794"	"0.06893891"	"-2.1476161"	"-3.93439"	"-0.41990833"	"---"
"6910970"	"0.794"	"0.06895618"	"2.1474463"	"-3.93459"	"0.52084083"	"---"
"7018581"	"0.794"	"0.06896729"	"-2.1473372"	"-3.93472"	"-0.44114917"	"ENSMUST00000080694 // EG224763 // predicted gene, EG224763 // 17 B1 // 224763"
"6886211"	"0.794"	"0.06899896"	"2.147026"	"-3.9351"	"0.267475"	"AK054341 // Slc38a6 // solute carrier family 38, member 6 // 12 C3 // 625098"
"6893704"	"0.794"	"0.06900193"	"-2.1469968"	"-3.93513"	"-0.40254917"	"---"
"6950083"	"0.794"	"0.0690058"	"-2.1469588"	"-3.93518"	"-0.25619667"	"---"
"6962565"	"0.794"	"0.06900657"	"-2.1469512"	"-3.93519"	"-0.70401417"	"---"
"6793671"	"0.794"	"0.06901119"	"-2.1469058"	"-3.93524"	"-0.23639167"	"BC100603 // Rps23 // ribosomal protein S23 // 13 C3 // 66475 /// ENSMUST00000097570 // EG667414 // predicted gene, EG667414 // 1 E4 // 667414 /// ENSMUST00000051955 // OTTMUSG00000022083 // predicted gene, OTTMUSG00000022083 // 3 B // 100038875 /// ENSMUST00000051955 // LOC100046668 // similar to yeast ribosomal protein S28 homologue // --- // 100046668 /// ENSMUST00000051955 // Rps23 // ribosomal protein S23 // 13 C3 // 66475"
"6807206"	"0.794"	"0.06904368"	"-2.1465868"	"-3.93563"	"-0.3387"	"L08651 // Rpl29 // ribosomal protein L29 // 9 F2-F4 // 19944 /// ENSMUST00000081665 // 622707 // predicted gene, 622707 // 13 B1|13 // 622707 /// ENSMUST00000075962 // EG432721 // predicted gene, EG432721 // 13 A1 // 432721 /// ENSMUST00000105038 // 100041859 // predicted gene, 100041859 // 18 B1|18 // 100041859 /// ENSMUST00000098994 // ENSMUSG00000074516 // predicted gene, ENSMUSG00000074516 // 9 A1 // 100039782 /// ENSMUST00000098994 // LOC100044494 // similar to ribosomal protein // --- // 100044494"
"6926678"	"0.794"	"0.06904529"	"2.146571"	"-3.93565"	"0.7305625"	"---"
"6881305"	"0.794"	"0.06904716"	"-2.1465526"	"-3.93567"	"-0.34884417"	"---"
"6831710"	"0.794"	"0.06905018"	"2.146523"	"-3.9357"	"1.3072525"	"---"
"6922697"	"0.794"	"0.06905266"	"-2.1464987"	"-3.93573"	"-0.37188583"	"---"
"6817984"	"0.794"	"0.06905308"	"2.1464945"	"-3.93574"	"0.36668833"	"NM_027088 // Bap1 // Brca1 associated protein 1 // 14 B // 104416 /// BC050901 // Bap1 // Brca1 associated protein 1 // 14 B // 104416 /// ENSMUST00000022458 // Bap1 // Brca1 associated protein 1 // 14 B // 104416"
"6918993"	"0.794"	"0.06905754"	"2.1464507"	"-3.93579"	"1.09086417"	"---"
"7005262"	"0.794"	"0.06906068"	"2.1464199"	"-3.93583"	"0.299875"	"---"
"6979010"	"0.794"	"0.06906133"	"-2.1464136"	"-3.93584"	"-0.27927"	"---"
"6855246"	"0.794"	"0.06907982"	"-2.1462321"	"-3.93605"	"-0.519405"	"NM_008204 // H2-M2 // histocompatibility 2, M region locus 2 // 17 B1|17 20.43 cM // 14990 /// AY302217 // H2-M2 // histocompatibility 2, M region locus 2 // 17 B1|17 20.43 cM // 14990 /// ENSMUST00000016427 // H2-M2 // histocompatibility 2, M region locus 2 // 17 B1|17 20.43 cM // 14990 /// ENSMUST00000077662 // H2-M2 // histocompatibility 2, M region locus 2 // 17 B1|17 20.43 cM // 14990"
"6997082"	"0.794"	"0.06908735"	"2.1461582"	"-3.93614"	"1.06912"	"---"
"6893758"	"0.794"	"0.06910279"	"2.1460067"	"-3.93633"	"0.6523875"	"---"
"6905201"	"0.794"	"0.0691123"	"-2.1459135"	"-3.93644"	"-0.30528417"	"ENSMUST00000023564 // Sfrs10 // splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila) // 16 B1 // 20462"
"7003964"	"0.794"	"0.0691156"	"-2.1458811"	"-3.93648"	"-0.46067583"	"NM_001025085 // EG545013 // predicted gene, EG545013 // 14 A1|14 // 545013"
"6817056"	"0.794"	"0.06912379"	"2.1458008"	"-3.93657"	"0.62013167"	"---"
"6885503"	"0.794"	"0.06912645"	"-2.1457747"	"-3.93661"	"-0.28795"	"---"
"6802454"	"0.794"	"0.06913045"	"2.1457355"	"-3.93665"	"0.95624333"	"---"
"7002525"	"0.794"	"0.06914669"	"2.1455763"	"-3.93684"	"0.58075083"	"---"
"6997182"	"0.794"	"0.06915598"	"-2.1454852"	"-3.93695"	"-0.45498333"	"---"
"6832104"	"0.794"	"0.06916117"	"-2.1454343"	"-3.93702"	"-0.92321"	"---"
"7015805"	"0.794"	"0.0691733"	"-2.1453155"	"-3.93716"	"-0.53574833"	"AK139652 // Drr1 // developmentally regulated repeat element-containing transcript 1 // --- // 13499"
"6963455"	"0.794"	"0.06917386"	"-2.14531"	"-3.93717"	"-0.37068833"	"---"
"6793364"	"0.794"	"0.06917778"	"-2.1452715"	"-3.93721"	"-0.31715"	"L08651 // Rpl29 // ribosomal protein L29 // 9 F2-F4 // 19944 /// ENSMUST00000105038 // 100041859 // predicted gene, 100041859 // 18 B1|18 // 100041859 /// ENSMUST00000105038 // 100041859 // predicted gene, 100041859 // 18 B1|18 // 100041859 /// ENSMUST00000075962 // EG432721 // predicted gene, EG432721 // 13 A1 // 432721 /// ENSMUST00000098994 // ENSMUSG00000074516 // predicted gene, ENSMUSG00000074516 // 9 A1 // 100039782 /// ENSMUST00000098994 // LOC100044494 // similar to ribosomal protein // --- // 100044494"
"6871588"	"0.794"	"0.06917928"	"-2.1452569"	"-3.93723"	"-0.50230333"	"---"
"6796488"	"0.794"	"0.06918181"	"-2.1452321"	"-3.93726"	"-0.38890083"	"---"
"6888731"	"0.794"	"0.06920001"	"-2.1450538"	"-3.93747"	"-0.38314583"	"---"
"6971757"	"0.794"	"0.06920705"	"-2.1449848"	"-3.93756"	"-0.32665583"	"---"
"6814333"	"0.794"	"0.06921697"	"-2.1448877"	"-3.93767"	"-0.25480083"	"AK131952 // D630045M09Rik // RIKEN cDNA D630045M09 gene // 13 C1 // 432777"
"6945547"	"0.794"	"0.06922446"	"-2.1448143"	"-3.93776"	"-0.24325"	"BC086890 // Rpl30 // ribosomal protein L30 // 15 B3.1|15 14.7 cM // 19946 /// ENSMUST00000110385 // Rpl30 // ribosomal protein L30 // 15 B3.1|15 14.7 cM // 19946 /// ENSMUST00000076166 // Rpl30 // ribosomal protein L30 // 15 B3.1|15 14.7 cM // 19946 /// ENSMUST00000076166 // OTTMUSG00000005566 // predicted gene, OTTMUSG00000005566 // 11 B1.2 // 666899 /// ENSMUST00000076166 // EG667779 // predicted gene, EG667779 // 12 E // 667779 /// ENSMUST00000090234 // EG433003 // predicted gene, EG433003 // 16 A2 // 433003"
"6985295"	"0.794"	"0.06923358"	"-2.1447251"	"-3.93787"	"-0.32283"	"---"
"7010770"	"0.794"	"0.06924403"	"-2.1446227"	"-3.93799"	"-0.5023075"	"---"
"6803035"	"0.794"	"0.06925209"	"2.1445438"	"-3.93809"	"0.37968917"	"---"
"6920626"	"0.794"	"0.06925734"	"-2.1444924"	"-3.93815"	"-1.73048583"	"BC057932 // LOC629446 // gag protein // 10 A1 // 629446"
"6970172"	"0.794"	"0.06926905"	"2.1443779"	"-3.93829"	"0.90277583"	"---"
"7010788"	"0.794"	"0.06927013"	"-2.1443673"	"-3.9383"	"-1.07810583"	"---"
"6875357"	"0.794"	"0.06927707"	"2.1442994"	"-3.93838"	"0.8759875"	"---"
"7008044"	"0.794"	"0.06927715"	"2.1442986"	"-3.93838"	"0.24688333"	"NM_010549 // Il11ra1 // interleukin 11 receptor, alpha chain 1 // 4 A5|4 12.7 cM // 16157 /// NM_010550 // Il11ra2 // interleukin 11 receptor, alpha chain 2 // 4 A5|4 12.7 cM // 16158 /// NM_001099348 // OTTMUSG00000011351 // predicted gene, OTTMUSG00000011351 // 4 A5|4 // 100042555 /// BC004619 // Il11ra1 // interleukin 11 receptor, alpha chain 1 // 4 A5|4 12.7 cM // 16157 /// U69491 // Il11ra2 // interleukin 11 receptor, alpha chain 2 // 4 A5|4 12.7 cM // 16158 /// U69491 // 100038993 // predicted gene, 100038993 // 4 A5|4 // 100038993 /// NM_001100596 // 100038993 // predicted gene, 100038993 // 4 A5|4 // 100038993 /// ENSMUST00000108041 // Il11ra1 // interleukin 11 receptor, alpha chain 1 // 4 A5|4 12.7 cM // 16157 /// ENSMUST00000108040 // Il11ra1 // interleukin 11 receptor, alpha chain 1 // 4 A5|4 12.7 cM // 16157 /// ENSMUST00000098132 // Il11ra1 // interleukin 11 receptor, alpha chain 1 // 4 A5|4 12.7 cM // 16157 /// ENSMUST00000108042 // Il11ra1 // interleukin 11 receptor, alpha chain 1 // 4 A5|4 12.7 cM // 16157 /// ENSMUST00000084667 // 100038993 // predicted gene, 100038993 // 4 A5|4 // 100038993 /// ENSMUST00000084667 // OTTMUSG00000011351 // predicted gene, OTTMUSG00000011351 // 4 A5|4 // 100042555 /// ENSMUST00000098121 // 100038993 // predicted gene, 100038993 // 4 A5|4 // 100038993 /// ENSMUST00000098121 // OTTMUSG00000011351 // predicted gene, OTTMUSG00000011351 // 4 A5|4 // 100042555 /// ENSMUST00000108006 // 100038993 // predicted gene, 100038993 // 4 A5|4 // 100038993 /// ENSMUST00000108006 // OTTMUSG00000011351 // predicted gene, OTTMUSG00000011351 // 4 A5|4 // 100042555"
"7002415"	"0.794"	"0.06928532"	"-2.1442186"	"-3.93848"	"-0.337445"	"BC147588 // 4930449I24Rik // RIKEN cDNA 4930449I24 gene // 5 G3 // 67410 /// NM_026136 // 4930449I24Rik // RIKEN cDNA 4930449I24 gene // 5 G3 // 67410 /// ENSMUST00000110596 // 100041554 // predicted gene, 100041554 // 5 G3|5 // 100041554 /// ENSMUST00000110596 // 4930449I24Rik // RIKEN cDNA 4930449I24 gene // 5 G3 // 67410 /// ENSMUST00000110597 // 100041548 // predicted gene, 100041548 // 5 G3|5 // 100041548 /// ENSMUST00000110599 // 622924 // predicted gene, 622924 // 5 G3|5 // 622924 /// ENSMUST00000036715 // 100041548 // predicted gene, 100041548 // 5 G3|5 // 100041548 /// ENSMUST00000110595 // 100041578 // predicted gene, 100041578 // 5 G3|5 // 100041578 /// ENSMUST00000077133 // 100041566 // predicted gene, 100041566 // 5 G3|5 // 100041566 /// ENSMUST00000110598 // 4930449I24Rik // RIKEN cDNA 4930449I24 gene // 5 G3 // 67410"
"6885834"	"0.794"	"0.06929015"	"-2.1441714"	"-3.93854"	"-0.43935333"	"---"
"6819354"	"0.794"	"0.0693"	"2.1440751"	"-3.93865"	"0.94408"	"---"
"7003348"	"0.794"	"0.06930423"	"-2.1440337"	"-3.9387"	"-0.32850917"	"ENSMUST00000089120 // Gm1604A // gene model 1604A, (NCBI) // 17 A1 // 100040822 /// ENSMUST00000089120 // Gm1604b // gene model 1604B, (NCBI) // 17 A1 // 381059"
"6862328"	"0.794"	"0.06930878"	"2.1439892"	"-3.93876"	"0.94924833"	"---"
"7009487"	"0.794"	"0.06930903"	"-2.1439868"	"-3.93876"	"-0.3211675"	"XM_001473239 // LOC100039674 // hypothetical protein LOC100039674 // 9 E3.1 // 100039674"
"6928144"	"0.794"	"0.06931726"	"-2.1439063"	"-3.93886"	"-0.36817833"	"---"
"6972507"	"0.794"	"0.06932684"	"-2.1438126"	"-3.93897"	"-0.37953833"	"---"
"6812987"	"0.794"	"0.06932696"	"-2.1438115"	"-3.93897"	"-0.257735"	"AK044426 // A930002C04Rik // RIKEN cDNA A930002C04 gene // --- // 319467"
"6935598"	"0.794"	"0.06932723"	"-2.1438088"	"-3.93897"	"-0.41204417"	"---"
"6999466"	"0.794"	"0.06933224"	"2.1437598"	"-3.93903"	"1.40482167"	"---"
"6922232"	"0.794"	"0.06933473"	"-2.1437354"	"-3.93906"	"-0.36294083"	"---"
"6885445"	"0.794"	"0.06934019"	"2.1436821"	"-3.93913"	"0.3932"	"NM_001115076 // Camsap1 // calmodulin regulated spectrin-associated protein 1 // 2 A3 // 227634 /// ENSMUST00000114167 // Camsap1 // calmodulin regulated spectrin-associated protein 1 // 2 A3 // 227634 /// ENSMUST00000091268 // Camsap1 // calmodulin regulated spectrin-associated protein 1 // 2 A3 // 227634 /// ENSMUST00000114164 // Camsap1 // calmodulin regulated spectrin-associated protein 1 // 2 A3 // 227634 /// ENSMUST00000061377 // Camsap1 // calmodulin regulated spectrin-associated protein 1 // 2 A3 // 227634 /// ENSMUST00000097831 // Camsap1 // calmodulin regulated spectrin-associated protein 1 // 2 A3 // 227634"
"6775301"	"0.794"	"0.06934742"	"-2.1436115"	"-3.93921"	"-0.26503"	"BC089008 // Fam148c // family with sequence similarity 148, member C // 10 C1 // 237397 /// ENSMUST00000059699 // Fam148c // family with sequence similarity 148, member C // 10 C1 // 237397"
"7013575"	"0.794"	"0.06935841"	"2.143504"	"-3.93934"	"0.54142083"	"---"
"6914542"	"0.794"	"0.06936287"	"-2.1434604"	"-3.93939"	"-0.4647725"	"---"
"6999090"	"0.794"	"0.06936947"	"2.1433959"	"-3.93947"	"0.41822167"	"---"
"6811283"	"0.794"	"0.06939092"	"2.1431864"	"-3.93972"	"0.8407525"	"---"
"6751704"	"0.794"	"0.06940187"	"-2.1430794"	"-3.93985"	"-0.29628583"	"---"
"6942469"	"0.794"	"0.06940241"	"-2.1430741"	"-3.93986"	"-0.40802583"	"AK015859 // 4930521C21Rik // RIKEN cDNA 4930521C21 gene // --- // 71657"
"6970015"	"0.794"	"0.0694036"	"-2.1430625"	"-3.93987"	"-0.363235"	"---"
"6970583"	"0.794"	"0.06940857"	"-2.143014"	"-3.93993"	"-0.27388083"	"---"
"6885778"	"0.794"	"0.06941043"	"2.1429958"	"-3.93995"	"1.17043083"	"---"
"6945527"	"0.794"	"0.06941617"	"-2.1429397"	"-3.94002"	"-0.32800833"	"---"
"6902035"	"0.794"	"0.06942919"	"-2.1428126"	"-3.94017"	"-0.47728083"	"---"
"6900579"	"0.794"	"0.06943179"	"-2.1427872"	"-3.9402"	"-0.56302667"	"---"
"6769913"	"0.794"	"0.0694357"	"-2.1427491"	"-3.94025"	"-0.61072917"	"---"
"7020750"	"0.794"	"0.06943679"	"2.1427384"	"-3.94026"	"0.35657333"	"---"
"7017687"	"0.794"	"0.06944576"	"-2.1426509"	"-3.94037"	"-1.40596167"	"---"
"7024515"	"0.794"	"0.06949772"	"-2.142144"	"-3.94098"	"-0.40174417"	"---"
"6996429"	"0.794"	"0.06951192"	"2.1420054"	"-3.94114"	"0.47949583"	"---"
"6899139"	"0.794"	"0.06951566"	"-2.1419689"	"-3.94119"	"-0.58425833"	"---"
"6970556"	"0.794"	"0.06952308"	"-2.1418967"	"-3.94128"	"-0.37277"	"---"
"6788592"	"0.794"	"0.0695328"	"-2.1418019"	"-3.94139"	"-0.29394917"	"---"
"6945949"	"0.794"	"0.06954381"	"-2.1416946"	"-3.94152"	"-0.380095"	"---"
"6966289"	"0.794"	"0.06954872"	"-2.1416467"	"-3.94158"	"-0.3312325"	"---"
"6877118"	"0.794"	"0.06954944"	"2.1416397"	"-3.94159"	"1.0372725"	"---"
"6880630"	"0.794"	"0.06955317"	"2.1416034"	"-3.94163"	"0.25423417"	"NM_153387 // Tubgcp4 // tubulin, gamma complex associated protein 4 // 2 F1|2 69.0 cM // 51885 /// BC029106 // Tubgcp4 // tubulin, gamma complex associated protein 4 // 2 F1|2 69.0 cM // 51885 /// ENSMUST00000110658 // Tubgcp4 // tubulin, gamma complex associated protein 4 // 2 F1|2 69.0 cM // 51885 /// ENSMUST00000039541 // Tubgcp4 // tubulin, gamma complex associated protein 4 // 2 F1|2 69.0 cM // 51885 /// ENSMUST00000110657 // Tubgcp4 // tubulin, gamma complex associated protein 4 // 2 F1|2 69.0 cM // 51885"
"6780267"	"0.794"	"0.0695717"	"2.1414228"	"-3.94185"	"0.42136667"	"---"
"6933306"	"0.794"	"0.06958177"	"-2.1413247"	"-3.94196"	"-0.32160667"	"NM_026106 // Dr1 // down-regulator of transcription 1 // 5 F|5 58.0 cM // 13486 /// BC013461 // Dr1 // down-regulator of transcription 1 // 5 F|5 58.0 cM // 13486 /// ENSMUST00000031190 // Dr1 // down-regulator of transcription 1 // 5 F|5 58.0 cM // 13486"
"6748078"	"0.794"	"0.0695963"	"2.1411832"	"-3.94213"	"0.52784333"	"---"
"6905422"	"0.794"	"0.06960447"	"-2.1411036"	"-3.94223"	"-0.238885"	"NM_028808 // P2ry13 // purinergic receptor P2Y, G-protein coupled 13 // 3 D // 74191 /// BC119043 // P2ry13 // purinergic receptor P2Y, G-protein coupled 13 // 3 D // 74191 /// ENSMUST00000040622 // P2ry13 // purinergic receptor P2Y, G-protein coupled 13 // 3 D // 74191"
"6965066"	"0.794"	"0.06960539"	"-2.1410946"	"-3.94224"	"-0.39213"	"---"
"6759511"	"0.794"	"0.06962544"	"-2.1408994"	"-3.94248"	"-0.4714325"	"---"
"6816082"	"0.794"	"0.06962768"	"2.1408776"	"-3.9425"	"1.56320167"	"---"
"6925284"	"0.794"	"0.0696393"	"-2.1407645"	"-3.94264"	"-0.2742"	"---"
"6752084"	"0.794"	"0.06964023"	"-2.1407554"	"-3.94265"	"-0.74750833"	"XR_033564 // EG626075 // predicted gene, EG626075 // 1 E2.1 // 626075"
"6932476"	"0.794"	"0.0696405"	"-2.1407528"	"-3.94265"	"-1.1036225"	"---"
"6951648"	"0.794"	"0.0696408"	"-2.1407499"	"-3.94266"	"-0.24192083"	"---"
"6953340"	"0.794"	"0.06964131"	"2.140745"	"-3.94266"	"1.66319167"	"---"
"6768870"	"0.794"	"0.06964747"	"2.140685"	"-3.94273"	"1.490395"	"---"
"6833089"	"0.794"	"0.06964878"	"-2.1406722"	"-3.94275"	"-0.96212417"	"---"
"6751014"	"0.794"	"0.06966222"	"2.1405415"	"-3.94291"	"0.52126667"	"AK042254 // A630075K04Rik // RIKEN cDNA A630075K04 gene // 16 A1 // 319299"
"6814460"	"0.794"	"0.06966935"	"-2.1404721"	"-3.94299"	"-0.45583667"	"AK139474 // ENSMUSG00000074798 // predicted gene, ENSMUSG00000074798 // 13|13 // 634611"
"6844078"	"0.794"	"0.06967694"	"-2.1403982"	"-3.94308"	"-0.78153417"	"---"
"7008868"	"0.794"	"0.06968933"	"2.1402778"	"-3.94322"	"0.76157333"	"---"
"6791022"	"0.794"	"0.06969219"	"-2.1402499"	"-3.94326"	"-0.591285"	"---"
"6828047"	"0.794"	"0.06969303"	"-2.1402417"	"-3.94327"	"-0.31002167"	""
"6917051"	"0.794"	"0.06971456"	"-2.1400324"	"-3.94352"	"-0.37992167"	"---"
"6815247"	"0.794"	"0.06971566"	"2.1400217"	"-3.94353"	"1.355525"	"---"
"6988222"	"0.794"	"0.06971807"	"2.1399983"	"-3.94356"	"0.34328667"	"NM_020518 // Vsig2 // V-set and immunoglobulin domain containing 2 // 9 B // 57276 /// BC099457 // Vsig2 // V-set and immunoglobulin domain containing 2 // 9 B // 57276 /// ENSMUST00000002008 // Vsig2 // V-set and immunoglobulin domain containing 2 // 9 B // 57276 /// ENSMUST00000115024 // Vsig2 // V-set and immunoglobulin domain containing 2 // 9 B // 57276 /// ENSMUST00000011257 // Vsig2 // V-set and immunoglobulin domain containing 2 // 9 B // 57276"
"6860107"	"0.794"	"0.06972572"	"2.1399239"	"-3.94365"	"0.64547833"	"---"
"6955768"	"0.794"	"0.06972867"	"2.1398952"	"-3.94369"	"0.68127333"	"AK136794 // 7030402D04Rik // RIKEN cDNA 7030402D04 gene // --- // 414107"
"6935091"	"0.794"	"0.06972984"	"-2.1398838"	"-3.9437"	"-0.3127825"	"BC052497 // 2010007H12Rik // RIKEN cDNA 2010007H12 gene // 5 G2 // 69871 /// NM_027242 // 2010007H12Rik // RIKEN cDNA 2010007H12 gene // 5 G2 // 69871 /// ENSMUST00000031739 // 2010007H12Rik // RIKEN cDNA 2010007H12 gene // 5 G2 // 69871"
"6888866"	"0.794"	"0.06973324"	"2.1398508"	"-3.94374"	"0.26114417"	"ENSMUST00000111274 // Prdm11 // PR domain containing 11 // 2 E1 // 100042784"
"6899322"	"0.794"	"0.06974195"	"2.1397661"	"-3.94384"	"0.77476667"	"---"
"6805779"	"0.794"	"0.06974322"	"-2.1397537"	"-3.94386"	"-0.3867775"	"---"
"6794749"	"0.794"	"0.06974427"	"-2.1397436"	"-3.94387"	"-0.40237417"	"XM_001478083 // 100042950 // predicted gene, 100042950 // 18 C|18 // 100042950"
