"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"A_23_P50907"	"0.979"	"0.561319"	"6.21e-01"	"-4.71"	"1.06e-01"	"ITGAV"	"integrin, alpha V"
"A_23_P205746"	"0.979"	"0.561407"	"-6.21e-01"	"-4.71"	"-1.91e-01"	"EML1"	"echinoderm microtubule associated protein like 1"
"A_23_P158817"	"0.979"	"0.561446"	"-6.21e-01"	"-4.71"	"-8.13e-02"	""	""
"A_24_P220058"	"0.979"	"0.561457"	"6.21e-01"	"-4.71"	"8.90e-02"	"MAPRE1"	"microtubule-associated protein, RP/EB family, member 1"
"A_32_P235358"	"0.979"	"0.561457"	"6.21e-01"	"-4.71"	"6.37e-02"	"LOC100130476"	"uncharacterized LOC100130476"
"A_23_P165574"	"0.979"	"0.561459"	"6.21e-01"	"-4.71"	"6.41e-02"	"IWS1"	"IWS1 homolog (S. cerevisiae)"
"A_23_P77117"	"0.979"	"0.561473"	"6.21e-01"	"-4.71"	"3.29e-01"	"TM6SF1"	"transmembrane 6 superfamily member 1"
"A_23_P327140"	"0.979"	"0.561509"	"6.21e-01"	"-4.71"	"1.15e-01"	""	""
"A_23_P33455"	"0.979"	"0.561546"	"6.21e-01"	"-4.71"	"8.66e-02"	"CDC40"	"cell division cycle 40"
"A_23_P123905"	"0.979"	"0.561566"	"-6.21e-01"	"-4.71"	"-1.65e-01"	"EXOSC3"	"exosome component 3"
"A_23_P153084"	"0.979"	"0.561603"	"6.21e-01"	"-4.71"	"1.07e-01"	"RALBP1"	"ralA binding protein 1"
"A_24_P943723"	"0.979"	"0.561631"	"6.21e-01"	"-4.71"	"6.19e-02"	""	""
"A_23_P302654"	"0.979"	"0.561631"	"-6.21e-01"	"-4.71"	"-1.49e-01"	"CEP72"	"centrosomal protein 72kDa"
"A_23_P331177"	"0.979"	"0.561645"	"-6.21e-01"	"-4.71"	"-6.62e-02"	"BHLHA15"	"basic helix-loop-helix family, member a15"
"A_23_P311608"	"0.979"	"0.561659"	"-6.21e-01"	"-4.71"	"-1.67e-01"	"GOSR2"	"golgi SNAP receptor complex member 2"
"A_23_P141315"	"0.979"	"0.56168"	"-6.21e-01"	"-4.71"	"-1.73e-01"	"NLE1"	"notchless homolog 1 (Drosophila)"
"A_23_P17030"	"0.979"	"0.561685"	"-6.21e-01"	"-4.71"	"-7.37e-02"	"RNPEPL1"	"arginyl aminopeptidase (aminopeptidase B)-like 1"
"A_23_P154627"	"0.979"	"0.561714"	"-6.21e-01"	"-4.71"	"-8.12e-02"	"TSHZ2"	"teashirt zinc finger homeobox 2"
"A_32_P83891"	"0.979"	"0.561714"	"6.21e-01"	"-4.71"	"8.76e-02"	""	""
"A_32_P166760"	"0.979"	"0.561803"	"6.20e-01"	"-4.71"	"8.29e-02"	""	""
"A_23_P27353"	"0.979"	"0.561835"	"-6.20e-01"	"-4.71"	"-9.09e-02"	"SLC14A2"	"solute carrier family 14 (urea transporter), member 2"
"A_23_P11742"	"0.979"	"0.561837"	"6.20e-01"	"-4.71"	"2.18e-01"	"WASH2P"	"WAS protein family homolog 2 pseudogene"
"A_23_P121030"	"0.979"	"0.561939"	"6.20e-01"	"-4.71"	"7.65e-02"	"CPN2"	"carboxypeptidase N, polypeptide 2"
"A_32_P215714"	"0.979"	"0.561941"	"-6.20e-01"	"-4.71"	"-8.43e-02"	"RPL6"	"ribosomal protein L6"
"A_23_P70045"	"0.979"	"0.561948"	"-6.20e-01"	"-4.71"	"-6.22e-02"	"H2AFY"	"H2A histone family, member Y"
"A_24_P255845"	"0.979"	"0.56195"	"-6.20e-01"	"-4.71"	"-1.46e-01"	""	""
"A_23_P51136"	"0.979"	"0.561965"	"-6.20e-01"	"-4.71"	"-6.71e-02"	"RHOB"	"ras homolog family member B"
"A_23_P340728"	"0.979"	"0.561989"	"6.20e-01"	"-4.71"	"1.13e-01"	"PSEN1"	"presenilin 1"
"A_23_P92629"	"0.979"	"0.562014"	"-6.20e-01"	"-4.71"	"-1.17e-01"	"CWC27"	"CWC27 spliceosome-associated protein homolog (S. cerevisiae)"
"A_24_P401432"	"0.979"	"0.562023"	"-6.20e-01"	"-4.71"	"-8.19e-02"	""	""
"A_24_P308229"	"0.979"	"0.562026"	"6.20e-01"	"-4.71"	"4.47e-01"	"AIM1L"	"absent in melanoma 1-like"
"A_32_P91491"	"0.979"	"0.562081"	"6.20e-01"	"-4.71"	"1.36e-01"	""	""
"A_24_P341106"	"0.979"	"0.562117"	"-6.20e-01"	"-4.71"	"-1.52e-01"	""	""
"A_24_P239076"	"0.979"	"0.56213"	"-6.20e-01"	"-4.71"	"-1.34e-01"	"IGLL1"	"immunoglobulin lambda-like polypeptide 1"
"A_23_P330017"	"0.979"	"0.562219"	"-6.20e-01"	"-4.71"	"-9.89e-02"	"DOLPP1"	"dolichyldiphosphatase 1"
"A_24_P717262"	"0.979"	"0.562257"	"-6.20e-01"	"-4.71"	"-6.28e-02"	""	""
"A_23_P103099"	"0.979"	"0.562271"	"-6.20e-01"	"-4.71"	"-9.31e-02"	"RBFOX2"	"RNA binding protein, fox-1 homolog (C. elegans) 2"
"A_24_P67408"	"0.979"	"0.56228"	"-6.20e-01"	"-4.71"	"-1.49e-01"	""	""
"A_23_P15174"	"0.979"	"0.562376"	"-6.19e-01"	"-4.71"	"-2.57e-01"	"MT1F"	"metallothionein 1F"
"A_32_P229329"	"0.979"	"0.562418"	"-6.19e-01"	"-4.71"	"-6.95e-02"	""	""
"A_32_P111751"	"0.979"	"0.562433"	"6.19e-01"	"-4.71"	"6.36e-02"	""	""
"A_23_P416732"	"0.979"	"0.562444"	"-6.19e-01"	"-4.71"	"-9.81e-02"	"TCTE3"	"t-complex-associated-testis-expressed 3"
"A_24_P117620"	"0.979"	"0.562461"	"6.19e-01"	"-4.71"	"3.94e-01"	"CAMK2N1"	"calcium/calmodulin-dependent protein kinase II inhibitor 1"
"A_23_P63243"	"0.979"	"0.562466"	"6.19e-01"	"-4.71"	"7.70e-02"	"C1orf43"	"chromosome 1 open reading frame 43"
"A_23_P62588"	"0.979"	"0.562511"	"6.19e-01"	"-4.71"	"7.79e-02"	"CALML6"	"calmodulin-like 6"
"A_23_P205236"	"0.979"	"0.562545"	"-6.19e-01"	"-4.71"	"-1.30e-01"	"PPP2R5C"	"protein phosphatase 2, regulatory subunit B', gamma"
"A_23_P359870"	"0.979"	"0.562696"	"6.19e-01"	"-4.71"	"2.36e-01"	""	""
"A_23_P167692"	"0.979"	"0.562699"	"-6.19e-01"	"-4.71"	"-6.97e-02"	"MAPK9"	"mitogen-activated protein kinase 9"
"A_23_P206981"	"0.979"	"0.562709"	"6.19e-01"	"-4.71"	"1.25e-01"	"VEZF1"	"vascular endothelial zinc finger 1"
"A_24_P64653"	"0.979"	"0.562734"	"6.19e-01"	"-4.71"	"6.41e-02"	"METTL7B"	"methyltransferase like 7B"
"A_24_P186944"	"0.979"	"0.562759"	"-6.19e-01"	"-4.71"	"-7.94e-02"	""	""
"A_23_P35030"	"0.979"	"0.562776"	"-6.19e-01"	"-4.71"	"-6.69e-02"	"CPSF3L"	"cleavage and polyadenylation specific factor 3-like"
"A_32_P146701"	"0.979"	"0.562848"	"-6.19e-01"	"-4.71"	"-8.07e-02"	""	""
"A_32_P159535"	"0.979"	"0.562882"	"6.19e-01"	"-4.71"	"7.60e-02"	""	""
"A_24_P367752"	"0.979"	"0.562943"	"-6.19e-01"	"-4.71"	"-1.53e-01"	"NDST1"	"N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1"
"A_23_P972"	"0.979"	"0.562951"	"6.19e-01"	"-4.71"	"6.64e-02"	""	""
"A_23_P41755"	"0.979"	"0.562973"	"6.19e-01"	"-4.71"	"1.64e-01"	"PURA"	"purine-rich element binding protein A"
"A_24_P460309"	"0.979"	"0.562988"	"6.18e-01"	"-4.71"	"7.51e-02"	""	""
"A_24_P161463"	"0.979"	"0.563006"	"-6.18e-01"	"-4.71"	"-9.49e-02"	"ZFAS1"	"ZNFX1 antisense RNA 1"
"A_23_P68759"	"0.979"	"0.563055"	"6.18e-01"	"-4.71"	"7.00e-02"	"TFF1"	"trefoil factor 1"
"A_23_P385126"	"0.979"	"0.563082"	"-6.18e-01"	"-4.71"	"-2.53e-01"	"DEPDC7"	"DEP domain containing 7"
"A_23_P134502"	"0.979"	"0.563086"	"6.18e-01"	"-4.71"	"1.37e-01"	"FZD1"	"frizzled class receptor 1"
"A_23_P116614"	"0.979"	"0.56309"	"-6.18e-01"	"-4.71"	"-2.19e-01"	"ME3"	"malic enzyme 3, NADP(+)-dependent, mitochondrial"
"A_24_P117866"	"0.979"	"0.563097"	"-6.18e-01"	"-4.71"	"-1.15e-01"	"ADD1"	"adducin 1 (alpha)"
"A_23_P135219"	"0.979"	"0.563123"	"-6.18e-01"	"-4.71"	"-6.03e-02"	"GPR21"	"G protein-coupled receptor 21"
"A_23_P74993"	"0.979"	"0.563125"	"6.18e-01"	"-4.71"	"2.52e-01"	""	""
"A_24_P170395"	"0.979"	"0.563146"	"-6.18e-01"	"-4.71"	"-1.40e-01"	""	""
"A_24_P927166"	"0.979"	"0.563148"	"6.18e-01"	"-4.71"	"1.26e-01"	""	""
"A_32_P53183"	"0.979"	"0.563153"	"-6.18e-01"	"-4.71"	"-9.47e-02"	"HSD17B7P2"	"hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 2"
"A_32_P41026"	"0.979"	"0.563168"	"-6.18e-01"	"-4.71"	"-1.02e-01"	"SC5D"	"sterol-C5-desaturase"
"A_24_P921155"	"0.979"	"0.563185"	"6.18e-01"	"-4.71"	"1.20e-01"	"C3orf17"	"chromosome 3 open reading frame 17"
"A_23_P200780"	"0.979"	"0.563328"	"6.18e-01"	"-4.71"	"6.41e-01"	"TGFBR3"	"transforming growth factor, beta receptor III"
"A_23_P87150"	"0.979"	"0.563339"	"6.18e-01"	"-4.71"	"1.80e-01"	"LPXN"	"leupaxin"
"A_23_P157838"	"0.979"	"0.563356"	"-6.18e-01"	"-4.71"	"-2.00e-01"	""	""
"A_24_P212990"	"0.979"	"0.56338"	"-6.18e-01"	"-4.71"	"-1.06e-01"	"RPL23AP82"	"ribosomal protein L23a pseudogene 82"
"A_23_P75268"	"0.979"	"0.563381"	"-6.18e-01"	"-4.71"	"-1.21e-01"	"VDAC2"	"voltage-dependent anion channel 2"
"A_24_P21752"	"0.979"	"0.563382"	"6.18e-01"	"-4.71"	"8.69e-02"	"TBRG1"	"transforming growth factor beta regulator 1"
"A_24_P218151"	"0.979"	"0.5634"	"-6.18e-01"	"-4.71"	"-6.49e-02"	"CPA4"	"carboxypeptidase A4"
"A_24_P400832"	"0.979"	"0.563402"	"-6.18e-01"	"-4.71"	"-7.27e-02"	"LOC100130950"	"uncharacterized LOC100130950"
"A_23_P46507"	"0.979"	"0.563441"	"-6.18e-01"	"-4.71"	"-6.46e-02"	"BOLA1"	"bolA family member 1"
"A_24_P925289"	"0.979"	"0.563448"	"6.18e-01"	"-4.71"	"7.48e-02"	""	""
"A_24_P387179"	"0.979"	"0.563477"	"-6.18e-01"	"-4.71"	"-8.27e-02"	"RPS6KB1"	"ribosomal protein S6 kinase, 70kDa, polypeptide 1"
"A_24_P278156"	"0.979"	"0.563596"	"-6.17e-01"	"-4.71"	"-2.05e-01"	"TMEM38B"	"transmembrane protein 38B"
"A_23_P131754"	"0.979"	"0.563599"	"6.17e-01"	"-4.71"	"2.92e-01"	"C20orf195"	"chromosome 20 open reading frame 195"
"A_32_P7974"	"0.979"	"0.563665"	"6.17e-01"	"-4.71"	"6.54e-02"	"TDRD10"	"tudor domain containing 10"
"A_24_P940915"	"0.979"	"0.563738"	"6.17e-01"	"-4.71"	"6.44e-02"	""	""
"A_23_P164421"	"0.979"	"0.563744"	"-6.17e-01"	"-4.71"	"-1.41e-01"	"ZSWIM7"	"zinc finger, SWIM-type containing 7"
"A_23_P402804"	"0.979"	"0.563745"	"6.17e-01"	"-4.71"	"7.48e-02"	"NKX6-3"	"NK6 homeobox 3"
"A_32_P216872"	"0.979"	"0.563754"	"6.17e-01"	"-4.71"	"2.16e-01"	"PDXDC2P"	"pyridoxal-dependent decarboxylase domain containing 2, pseudogene"
"A_23_P56810"	"0.979"	"0.563784"	"-6.17e-01"	"-4.71"	"-6.56e-02"	"SLC4A1AP"	"solute carrier family 4 (anion exchanger), member 1, adaptor protein"
"A_23_P93704"	"0.979"	"0.563796"	"-6.17e-01"	"-4.71"	"-8.60e-02"	"C7orf61"	"chromosome 7 open reading frame 61"
"A_32_P233049"	"0.979"	"0.563861"	"6.17e-01"	"-4.71"	"8.96e-02"	""	""
"A_24_P418687"	"0.979"	"0.563862"	"6.17e-01"	"-4.71"	"1.13e-01"	""	""
"A_32_P24762"	"0.979"	"0.563927"	"6.17e-01"	"-4.71"	"1.24e-01"	""	""
"A_23_P43763"	"0.979"	"0.563938"	"-6.17e-01"	"-4.71"	"-6.27e-02"	"PLLP"	"plasmolipin"
"A_23_P112548"	"0.979"	"0.563973"	"-6.17e-01"	"-4.71"	"-1.06e-01"	"HDHD3"	"haloacid dehalogenase-like hydrolase domain containing 3"
"A_23_P201445"	"0.979"	"0.56398"	"-6.17e-01"	"-4.71"	"-7.35e-02"	"DESI2"	"desumoylating isopeptidase 2"
"A_23_P6589"	"0.979"	"0.564004"	"-6.17e-01"	"-4.71"	"-1.09e-01"	"PMS2CL"	"PMS2 C-terminal like pseudogene"
"A_23_P170453"	"0.979"	"0.564063"	"-6.17e-01"	"-4.71"	"-2.04e-01"	"CST5"	"cystatin D"
"A_32_P5432"	"0.979"	"0.564091"	"6.17e-01"	"-4.71"	"2.50e-01"	""	""
"A_32_P84009"	"0.979"	"0.564094"	"6.17e-01"	"-4.71"	"1.43e-01"	"CMTM4"	"CKLF-like MARVEL transmembrane domain containing 4"
"A_23_P54626"	"0.979"	"0.564113"	"-6.17e-01"	"-4.71"	"-1.64e-01"	"CIRH1A"	"cirrhosis, autosomal recessive 1A (cirhin)"
"A_24_P340800"	"0.979"	"0.564127"	"6.17e-01"	"-4.71"	"6.71e-02"	"ZNF621"	"zinc finger protein 621"
"A_24_P42330"	"0.979"	"0.564141"	"6.17e-01"	"-4.71"	"6.46e-02"	"LINC00665"	"long intergenic non-protein coding RNA 665"
"A_24_P55971"	"0.979"	"0.564147"	"-6.17e-01"	"-4.71"	"-1.74e-01"	"VEGFB"	"vascular endothelial growth factor B"
"A_24_P691775"	"0.979"	"0.564256"	"6.16e-01"	"-4.71"	"1.48e-01"	"LINC01061"	"long intergenic non-protein coding RNA 1061"
"A_32_P115796"	"0.979"	"0.564291"	"-6.16e-01"	"-4.71"	"-7.82e-02"	"GRIK2"	"glutamate receptor, ionotropic, kainate 2"
"A_23_P389500"	"0.979"	"0.564314"	"-6.16e-01"	"-4.71"	"-6.27e-02"	"REG1B"	"regenerating islet-derived 1 beta"
"A_23_P72235"	"0.979"	"0.564393"	"6.16e-01"	"-4.71"	"2.15e-01"	"PHF2"	"PHD finger protein 2"
"A_24_P133162"	"0.979"	"0.564436"	"6.16e-01"	"-4.71"	"1.08e-01"	"STPG1"	"sperm-tail PG-rich repeat containing 1"
"A_24_P224488"	"0.979"	"0.564512"	"6.16e-01"	"-4.71"	"1.15e-01"	"MAPT"	"microtubule-associated protein tau"
"A_32_P227496"	"0.979"	"0.564597"	"-6.16e-01"	"-4.71"	"-1.72e-01"	""	""
"A_24_P65121"	"0.979"	"0.564626"	"6.16e-01"	"-4.71"	"6.13e-02"	""	""
"A_23_P396867"	"0.979"	"0.564645"	"6.16e-01"	"-4.71"	"1.64e-01"	"HM13"	"histocompatibility (minor) 13"
"A_24_P118641"	"0.979"	"0.564646"	"6.16e-01"	"-4.71"	"8.64e-02"	""	""
"A_24_P290373"	"0.979"	"0.564711"	"-6.16e-01"	"-4.71"	"-1.02e-01"	"CXorf56"	"chromosome X open reading frame 56"
"A_23_P54297"	"0.979"	"0.564712"	"6.16e-01"	"-4.71"	"1.29e-01"	"EIF3J"	"eukaryotic translation initiation factor 3, subunit J"
"A_32_P37988"	"0.979"	"0.564735"	"-6.16e-01"	"-4.71"	"-6.54e-02"	""	""
"A_23_P200222"	"0.979"	"0.564746"	"6.16e-01"	"-4.71"	"2.06e-01"	"LRP8"	"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
"A_32_P103815"	"0.979"	"0.564772"	"6.16e-01"	"-4.71"	"4.19e-01"	"IL17RA"	"interleukin 17 receptor A"
"A_24_P923336"	"0.979"	"0.564795"	"-6.16e-01"	"-4.71"	"-6.07e-02"	""	""
"A_24_P618077"	"0.979"	"0.56483"	"6.15e-01"	"-4.71"	"6.79e-02"	""	""
"A_23_P158533"	"0.979"	"0.564856"	"6.15e-01"	"-4.71"	"6.86e-02"	"DEAF1"	"DEAF1 transcription factor"
"A_32_P206735"	"0.979"	"0.564915"	"-6.15e-01"	"-4.71"	"-6.40e-02"	""	""
"A_23_P113803"	"0.979"	"0.564938"	"-6.15e-01"	"-4.71"	"-8.04e-02"	"KATNA1"	"katanin p60 (ATPase containing) subunit A 1"
"A_23_P258714"	"0.979"	"0.564967"	"-6.15e-01"	"-4.71"	"-9.11e-02"	"VARS"	"valyl-tRNA synthetase"
"A_32_P856141"	"0.979"	"0.564971"	"6.15e-01"	"-4.71"	"7.88e-02"	"NFYC-AS1"	"NFYC antisense RNA 1"
"A_23_P212983"	"0.979"	"0.565002"	"6.15e-01"	"-4.71"	"8.29e-02"	"ZCCHC4"	"zinc finger, CCHC domain containing 4"
"A_24_P228149"	"0.979"	"0.565056"	"6.15e-01"	"-4.71"	"6.28e-02"	"KRT13"	"keratin 13"
"A_24_P364363"	"0.979"	"0.565056"	"6.15e-01"	"-4.71"	"1.89e-01"	"TNFRSF1A"	"tumor necrosis factor receptor superfamily, member 1A"
"A_24_P253215"	"0.979"	"0.565071"	"-6.15e-01"	"-4.71"	"-1.59e-01"	"EMG1"	"EMG1 N1-specific pseudouridine methyltransferase"
"A_23_P345445"	"0.979"	"0.565073"	"6.15e-01"	"-4.71"	"9.98e-02"	"LGALS8-AS1"	"LGALS8 antisense RNA 1"
"A_32_P144007"	"0.979"	"0.565075"	"6.15e-01"	"-4.71"	"7.09e-02"	""	""
"A_23_P111452"	"0.979"	"0.565081"	"-6.15e-01"	"-4.71"	"-2.34e-01"	"AGAP3"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
"A_24_P182764"	"0.979"	"0.565112"	"6.15e-01"	"-4.71"	"1.28e-01"	"ATG4B"	"autophagy related 4B, cysteine peptidase"
"A_24_P540560"	"0.979"	"0.565126"	"6.15e-01"	"-4.71"	"1.39e-01"	""	""
"A_24_P55356"	"0.979"	"0.565137"	"-6.15e-01"	"-4.71"	"-8.09e-02"	"AVL9"	"AVL9 homolog (S. cerevisiase)"
"A_23_P160886"	"0.979"	"0.565169"	"-6.15e-01"	"-4.71"	"-6.12e-02"	"TAS1R1"	"taste receptor, type 1, member 1"
"A_24_P231546"	"0.979"	"0.565203"	"-6.15e-01"	"-4.71"	"-1.03e-01"	"FAM178B"	"family with sequence similarity 178, member B"
"A_24_P597242"	"0.979"	"0.565206"	"6.15e-01"	"-4.71"	"7.43e-02"	""	""
"A_23_P47904"	"0.979"	"0.565212"	"-6.15e-01"	"-4.71"	"-1.55e-01"	"CCDC65"	"coiled-coil domain containing 65"
"A_23_P210253"	"0.979"	"0.565234"	"6.15e-01"	"-4.71"	"1.77e-01"	"DGKD"	"diacylglycerol kinase, delta 130kDa"
"A_24_P99526"	"0.979"	"0.565239"	"-6.15e-01"	"-4.71"	"-2.06e-01"	"TTYH2"	"tweety family member 2"
"A_24_P84924"	"0.979"	"0.565244"	"-6.15e-01"	"-4.71"	"-1.05e-01"	""	""
"A_32_P163386"	"0.979"	"0.565268"	"6.15e-01"	"-4.71"	"1.03e-01"	""	""
"A_23_P351800"	"0.979"	"0.565315"	"-6.15e-01"	"-4.71"	"-6.00e-02"	""	""
"A_24_P136161"	"0.979"	"0.565342"	"-6.15e-01"	"-4.71"	"-1.85e-01"	"HNRNPCL1"	"heterogeneous nuclear ribonucleoprotein C-like 1"
"A_23_P418431"	"0.979"	"0.565352"	"6.15e-01"	"-4.71"	"7.42e-02"	"C6orf164"	"chromosome 6 open reading frame 164"
"A_32_P223441"	"0.979"	"0.565358"	"-6.15e-01"	"-4.71"	"-1.02e-01"	""	""
"A_24_P576591"	"0.979"	"0.565372"	"-6.15e-01"	"-4.71"	"-2.06e-01"	""	""
"A_24_P58579"	"0.979"	"0.565384"	"-6.15e-01"	"-4.71"	"-1.07e-01"	"TPM3"	"tropomyosin 3"
"A_24_P724040"	"0.979"	"0.565464"	"-6.14e-01"	"-4.71"	"-6.38e-02"	"SNRPB2"	"small nuclear ribonucleoprotein polypeptide B"
"A_23_P40926"	"0.979"	"0.565498"	"6.14e-01"	"-4.71"	"1.17e-01"	"DGKG"	"diacylglycerol kinase, gamma 90kDa"
"A_24_P389517"	"0.979"	"0.565552"	"-6.14e-01"	"-4.71"	"-1.32e-01"	"HNRNPK"	"heterogeneous nuclear ribonucleoprotein K"
"A_24_P251233"	"0.979"	"0.565698"	"-6.14e-01"	"-4.71"	"-6.71e-02"	"AKNAD1"	"AKNA domain containing 1"
"A_24_P204474"	"0.979"	"0.565759"	"6.14e-01"	"-4.71"	"9.23e-02"	""	""
"A_23_P107714"	"0.979"	"0.565763"	"-6.14e-01"	"-4.71"	"-9.76e-02"	"MARK4"	"MAP/microtubule affinity-regulating kinase 4"
"A_32_P59811"	"0.979"	"0.565783"	"6.14e-01"	"-4.71"	"9.44e-02"	""	""
"A_32_P879150"	"0.979"	"0.565828"	"6.14e-01"	"-4.71"	"1.71e-01"	""	""
"A_24_P81789"	"0.979"	"0.565836"	"6.14e-01"	"-4.71"	"1.03e-01"	"RHOF"	"ras homolog family member F (in filopodia)"
"A_24_P913016"	"0.979"	"0.565839"	"-6.14e-01"	"-4.71"	"-2.46e-01"	"UROS"	"uroporphyrinogen III synthase"
"A_23_P130113"	"0.979"	"0.565866"	"6.14e-01"	"-4.71"	"6.16e-02"	"ASGR2"	"asialoglycoprotein receptor 2"
"A_23_P435051"	"0.979"	"0.565879"	"-6.14e-01"	"-4.71"	"-1.70e-01"	"DZIP3"	"DAZ interacting zinc finger protein 3"
"A_32_P212294"	"0.979"	"0.565917"	"6.14e-01"	"-4.71"	"6.04e-02"	""	""
"A_32_P5836"	"0.979"	"0.565917"	"6.14e-01"	"-4.71"	"6.23e-02"	""	""
"A_23_P432448"	"0.979"	"0.565933"	"-6.14e-01"	"-4.71"	"-1.73e-01"	"ZNF205-AS1"	"ZNF205 antisense RNA 1"
"A_32_P191120"	"0.979"	"0.565936"	"-6.14e-01"	"-4.71"	"-1.13e-01"	""	""
"A_32_P23838"	"0.979"	"0.565999"	"6.14e-01"	"-4.71"	"1.37e-01"	"CYP4V2"	"cytochrome P450, family 4, subfamily V, polypeptide 2"
"A_23_P350234"	"0.979"	"0.566008"	"-6.14e-01"	"-4.71"	"-1.63e-01"	"UBE2NL"	"ubiquitin-conjugating enzyme E2N-like"
"A_23_P216307"	"0.979"	"0.566009"	"-6.14e-01"	"-4.71"	"-6.46e-02"	"RUNX1T1"	"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)"
"A_23_P71810"	"0.979"	"0.566014"	"-6.14e-01"	"-4.71"	"-6.34e-02"	"BAAT"	"bile acid CoA:amino acid N-acyltransferase"
"A_24_P67681"	"0.979"	"0.566053"	"-6.13e-01"	"-4.71"	"-1.58e-01"	""	""
"A_23_P114134"	"0.979"	"0.566082"	"6.13e-01"	"-4.71"	"6.31e-02"	""	""
"A_23_P317347"	"0.979"	"0.566102"	"-6.13e-01"	"-4.71"	"-1.02e-01"	"ESCO1"	"establishment of sister chromatid cohesion N-acetyltransferase 1"
"A_23_P402164"	"0.979"	"0.566102"	"-6.13e-01"	"-4.71"	"-2.34e-01"	"LOC142937"	"uncharacterized protein BC008131"
"A_23_P96350"	"0.979"	"0.56611"	"-6.13e-01"	"-4.71"	"-1.31e-01"	"PRAF2"	"PRA1 domain family, member 2"
"A_23_P138885"	"0.979"	"0.566123"	"-6.13e-01"	"-4.71"	"-7.18e-02"	"FIBIN"	"fin bud initiation factor homolog (zebrafish)"
"A_23_P429581"	"0.979"	"0.566124"	"-6.13e-01"	"-4.71"	"-6.33e-02"	"TMEM67"	"transmembrane protein 67"
"A_24_P602507"	"0.979"	"0.566126"	"-6.13e-01"	"-4.71"	"-2.14e-01"	"HYKK"	"hydroxylysine kinase"
"A_32_P140153"	"0.979"	"0.566148"	"6.13e-01"	"-4.71"	"9.93e-02"	""	""
"A_24_P213494"	"0.979"	"0.566168"	"6.13e-01"	"-4.71"	"2.75e-01"	"PTPRE"	"protein tyrosine phosphatase, receptor type, E"
"A_32_P11499"	"0.979"	"0.566239"	"-6.13e-01"	"-4.71"	"-1.27e-01"	"UBE2N"	"ubiquitin-conjugating enzyme E2N"
"A_23_P501339"	"0.979"	"0.566259"	"-6.13e-01"	"-4.71"	"-9.77e-02"	"CDIPT"	"CDP-diacylglycerol--inositol 3-phosphatidyltransferase"
"A_23_P44867"	"0.979"	"0.56632"	"-6.13e-01"	"-4.71"	"-6.76e-02"	"AMBN"	"ameloblastin (enamel matrix protein)"
"A_23_P44569"	"0.979"	"0.566365"	"6.13e-01"	"-4.71"	"7.89e-02"	"ABCC2"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 2"
"A_24_P941597"	"0.979"	"0.566381"	"-6.13e-01"	"-4.71"	"-9.49e-02"	"OSER1-AS1"	"OSER1 antisense RNA 1 (head to head)"
"A_23_P132889"	"0.979"	"0.566391"	"6.13e-01"	"-4.71"	"4.04e-01"	"CRMP1"	"collapsin response mediator protein 1"
"A_24_P850172"	"0.979"	"0.566445"	"-6.13e-01"	"-4.71"	"-8.45e-02"	""	""
"A_23_P122067"	"0.979"	"0.566446"	"-6.13e-01"	"-4.71"	"-9.52e-02"	"C1QTNF3"	"C1q and tumor necrosis factor related protein 3"
"A_23_P58788"	"0.979"	"0.566478"	"6.13e-01"	"-4.71"	"6.74e-02"	"CDX1"	"caudal type homeobox 1"
"A_24_P220548"	"0.979"	"0.56649"	"6.13e-01"	"-4.71"	"7.59e-02"	"ACSM2A"	"acyl-CoA synthetase medium-chain family member 2A"
"A_23_P207783"	"0.979"	"0.566492"	"6.13e-01"	"-4.71"	"3.27e-01"	"TBC1D16"	"TBC1 domain family, member 16"
"A_23_P430051"	"0.979"	"0.566545"	"6.13e-01"	"-4.71"	"9.15e-02"	"NGLY1"	"N-glycanase 1"
"A_24_P603224"	"0.979"	"0.566554"	"-6.13e-01"	"-4.71"	"-1.31e-01"	"SF3A3"	"splicing factor 3a, subunit 3, 60kDa"
"A_24_P378331"	"0.979"	"0.566625"	"-6.13e-01"	"-4.71"	"-1.76e-01"	"CASC5"	"cancer susceptibility candidate 5"
"A_23_P73413"	"0.979"	"0.566656"	"6.12e-01"	"-4.71"	"8.06e-02"	"SLC26A7"	"solute carrier family 26 (anion exchanger), member 7"
"A_23_P128868"	"0.979"	"0.566669"	"-6.12e-01"	"-4.71"	"-7.13e-02"	"OR11H12"	"olfactory receptor, family 11, subfamily H, member 12"
"A_23_P345928"	"0.979"	"0.566677"	"-6.12e-01"	"-4.71"	"-8.10e-02"	"METTL25"	"methyltransferase like 25"
"A_24_P405992"	"0.979"	"0.566752"	"-6.12e-01"	"-4.71"	"-1.59e-01"	"SYNPO"	"synaptopodin"
"A_32_P6032"	"0.979"	"0.566804"	"6.12e-01"	"-4.71"	"8.70e-02"	""	""
