#name (cmd = mergePeaks AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt
Merged-chr2-103649598-2	chr2	103565169	103741606	+	2289.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-71107	chr2-70241
Merged-chr5-107188710-2	chr5	107041202	107292843	+	1567.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-52654	chr5-56255
Merged-chr1-51525233-2	chr1	51448187	51602996	+	1669.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-45109	chr1-61168
Merged-chr14-73135088-2	chr14	73015582	73260597	+	1659.149902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-35463	chr14-16927
Merged-chr1-54854113-2	chr1	54740085	54945550	+	2242.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-34718	chr1-32852
Merged-chr10-6982766-2	chr10	6952365	7014601	+	1019.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-19184	chr10-35861
Merged-chr1-88609310-2	chr1	88447366	88728499	+	2972.600098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-46791	chr1-62831
Merged-chr6-125244887-2	chr6	125211226	125276723	+	1207.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-51596	chr6-15810
Merged-chr11-48841990-2	chr11	48787392	48883215	+	887.299988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-31581	chr11-54745
Merged-chr13-101703776-2	chr13	101622291	101768951	+	1355.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr13-32576	chr13-23356
Merged-chr10-75317032-2	chr10	75259674	75365788	+	1003.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-39142	chr10-50883
Merged-chr5-142416016-2	chr5	142366572	142465832	+	1163.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-12768	chr5-42057
Merged-chr12-102663846-2	chr12	102577025	102783428	+	1855.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-38530	chr12-41266
Merged-chr7-68236535-2	chr7	68101278	68331204	+	2419.200195	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr7-25797	chr7-58430
Merged-chr9-45013434-2	chr9	44952756	45131104	+	1509.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr9-49182	chr9-39883
Merged-chr2-173416416-2	chr2	173300043	173549178	+	1796.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-64829	chr2-45468
Merged-chr11-106153274-2	chr11	106083632	106228083	+	1355.350098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-23671	chr11-37828
Merged-chr17-26531668-2	chr17	26465172	26619114	+	1453.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-17075	chr17-37314
Merged-chr19-5837361-2	chr19	5784740	5898606	+	1425.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-19634	chr19-4609
Merged-chr8-126736385-2	chr8	126548598	126924442	+	5231.350098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-32680	chr8-46682
Merged-chr14-73370311-2	chr14	73303802	73451498	+	1094.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-35552	chr14-38459
Merged-chr10-14050572-2	chr10	13964221	14141165	+	2546.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-19289	chr10-48430
Merged-chr11-79078023-2	chr11	79002435	79153280	+	1331.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-42067	chr11-68436
Merged-chr6-124735076-2	chr6	124656098	124789665	+	1160.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-38180	chr6-24316
Merged-chr15-73144836-2	chr15	73089832	73188181	+	1417.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-12089	chr15-46755
Merged-chr3-79200226-2	chr3	79089363	79294557	+	1968.799927	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-35879	chr3-37915
Merged-chr2-173043426-2	chr2	172963373	173096845	+	1247.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-32945	chr2-73231
Merged-chr7-28369289-2	chr7	28334733	28405257	+	938.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr7-48284	chr7-29955
Merged-chr19-8768787-2	chr19	8695622	8844754	+	1139.600098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-7776	chr19-21930
Merged-chr3-95691035-2	chr3	95609591	95769594	+	2028.350098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-31849	chr3-26721
Merged-chr3-60522156-2	chr3	60460246	60617841	+	1654.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-18371	chr3-24068
Merged-chr5-105619792-2	chr5	105483701	105755033	+	3127.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-44848	chr5-40376
Merged-chr8-83757259-2	chr8	83714791	83799933	+	1202.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-2913	chr8-39652
Merged-chr16-78552090-2	chr16	78476339	78606698	+	946.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr16-27058	chr16-9855
Merged-chr3-22043178-3	chr3	21884222	22205525	+	1890.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	3	chr3-39976	chr3-45100,chr3-21891
Merged-chr10-39435058-2	chr10	39291698	39547508	+	2554.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-8969	chr10-9234
Merged-chr15-97796313-2	chr15	97742346	97850621	+	1010.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-48133	chr15-39270
Merged-chr14-74880336-2	chr14	74797276	74954262	+	1417.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-35632	chr14-34450
Merged-chr4-63391531-2	chr4	63343780	63442546	+	1123.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-26869	chr4-25940
Merged-chr6-87510367-2	chr6	87462660	87556862	+	1290.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-27824	chr6-51741
Merged-chr14-40942912-2	chr14	40902738	40976129	+	1171.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-22074	chr14-22666
Merged-chr12-25260352-2	chr12	25092457	25414333	+	2808.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-41012	chr12-10582
Merged-chr8-72169998-2	chr8	72106074	72222108	+	1205.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-40707	chr8-19002
Merged-chr3-52658078-2	chr3	52555357	52773002	+	1425.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-9109	chr3-37411
Merged-chr1-80630673-2	chr1	80579985	80678766	+	1052.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-53333	chr1-62319
Merged-chrX-167133688-2	chrX	167019841	167234023	+	1753.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chrX-1511	chrX-6506
Merged-chr11-95369621-2	chr11	95324622	95426124	+	1063.850098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-74160	chr11-69294
Merged-chr16-94618682-2	chr16	94546217	94699383	+	919.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr16-32610	chr16-34001
Merged-chr17-31799573-2	chr17	31718889	31876157	+	1424.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-22714	chr17-37936
Merged-chr12-80266393-2	chr12	80198724	80369951	+	1152.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-37185	chr12-22134
Merged-chr8-81580585-2	chr8	81463878	81667900	+	1354.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-35281	chr8-35521
Merged-chr19-32231043-2	chr19	32106931	32345507	+	2947.600098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-23738	chr19-20739
Merged-chr18-75372781-2	chr18	75205162	75541498	+	2832.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr18-20044	chr18-16821
Merged-chr1-165688742-2	chr1	165634719	165742240	+	1327.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-49432	chr1-34370
Merged-chr11-115476728-2	chr11	115403286	115537165	+	1138.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-34235	chr11-44777
Merged-chr15-97405012-3	chr15	97311265	97538003	+	1612.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	3	chr15-16279	chr15-27041,chr15-43488
Merged-chr11-52294728-2	chr11	52224053	52368634	+	2027.850098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-46291	chr11-50278
Merged-chr13-63263848-2	chr13	63168176	63342505	+	1445.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr13-36839	chr13-43507
Merged-chr14-75200760-2	chr14	75166960	75239985	+	1124.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-35763	chr14-34554
Merged-chr17-50556770-2	chr17	50441910	50685098	+	1462.850098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-26875	chr17-38933
Merged-chr19-9937777-2	chr19	9874058	10000669	+	989.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-26210	chr19-20198
Merged-chr15-59046851-2	chr15	58975048	59108376	+	1034.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-44209	chr15-40975
Merged-chr1-82831662-2	chr1	82787506	82878383	+	1045.350098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr1-53418	chr1-39155
Merged-chr5-140602614-2	chr5	140556928	140663938	+	1182.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-23487	chr5-52095
Merged-chr15-78528944-2	chr15	78422525	78626673	+	2261.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-20298	chr15-34616
Merged-chr3-88540010-2	chr3	88484017	88636681	+	1253.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-42435	chr3-47121
Merged-chr10-99218656-2	chr10	99165516	99270327	+	1000.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-47410	chr10-35255
Merged-chr5-103752704-2	chr5	103691675	103816786	+	1016.100037	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-1619	chr5-4269
Merged-chr11-53801223-2	chr11	53735309	53872525	+	1742.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-6121	chr11-60405
Merged-chr2-172403324-2	chr2	172359939	172442032	+	952.549988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-75588	chr2-65827
Merged-chr11-34746768-2	chr11	34693557	34799317	+	1349.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-59974	chr11-54504
Merged-chr12-17742309-2	chr12	17689148	17795297	+	1141.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-34844	chr12-30913
Merged-chr12-33159093-2	chr12	33110995	33219199	+	939.850037	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-22836	chr12-16776
Merged-chr4-129786105-2	chr4	129731493	129840947	+	1276.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-13407	chr4-57044
Merged-chr4-133143713-2	chr4	133046141	133213149	+	1176.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-37487	chr4-37667
Merged-chr14-19967733-2	chr14	19889855	20035722	+	897.549988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-11847	chr14-24222
Merged-chr11-116397008-2	chr11	116336975	116446073	+	1194.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-66359	chr11-48697
Merged-chr17-73004709-2	chr17	72889629	73201431	+	2598.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-37309	chr17-32200
Merged-chr11-115174198-2	chr11	115119746	115248196	+	1084.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-43942	chr11-48595
Merged-chr10-80060904-2	chr10	79981182	80124294	+	1395.600098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-39536	chr10-41579
Merged-chr11-117298185-2	chr11	117240263	117357799	+	2016.350098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-50315	chr11-35320
Merged-chr15-77858685-2	chr15	77773286	77971872	+	2138.399902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr15-45985	chr15-47175
Merged-chr8-94403987-2	chr8	94337818	94471061	+	1776.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-5659	chr8-27063
Merged-chr8-88669152-2	chr8	88623054	88720430	+	1048.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-23414	chr8-35926
Merged-chr5-107730462-2	chr5	107675611	107788408	+	1128.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-19617	chr5-36790
Merged-chr10-111207154-2	chr10	111156002	111262364	+	1023.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-47554	chr10-35326
Merged-chr11-54761676-2	chr11	54683434	54834044	+	1198.149902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-70337	chr11-66797
Merged-chr19-34602720-2	chr19	34543466	34662387	+	1491.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-23997	chr19-30174
Merged-chr18-89232898-2	chr18	89191793	89273933	+	853.049988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr18-7894	chr18-12913
Merged-chr16-49840584-3	chr16	49748094	50000225	+	1900.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	3	chr16-16917	chr16-32754,chr16-14124
Merged-chr17-34145468-2	chr17	34069297	34219067	+	1545.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-41344	chr17-28191
Merged-chr16-52085248-2	chr16	51988128	52203006	+	2336.399902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr16-16995	chr16-37101
Merged-chr4-129548611-2	chr4	129495691	129587809	+	1001.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-21501	chr4-28908
Merged-chr19-34236457-2	chr19	34162157	34313613	+	1282.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-14423	chr19-14016
Merged-chr10-68223236-2	chr10	68080479	68304245	+	1351.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-26041	chr10-56732
Merged-chr16-55928557-2	chr16	55869556	55996772	+	1059.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr16-31324	chr16-37252
Merged-chr3-89890150-2	chr3	89858891	89923945	+	995.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-42640	chr3-31675
