Gene symbol	Tcell-CD69pos-K99A10-22h-ES FPKM	Tcell-CD69pos-K99A100-22h-ES FPKM	Tcell-CD69pos-PCC01-22h-ES FPKM	Tcell-CD69pos-PCC1-22h-ES FPKM
Cln5	0.14800000000000002	0.0	11.1	13.542
Fam90a1a	0.0	0.0	0.0	0.0
Cyp26a1	0.0	0.0	0.0	0.0
Polr3c	0.204	44.503	21.351999999999997	25.953000000000003
Ankdd1b	0.0	0.0	0.0	0.772
Gpr19	0.0	0.0	0.0	1.854
Bysl	0.0	64.1	42.836000000000006	41.663000000000004
Akr1b3	0.0	0.0	7.388	5.2379999999999995
Elovl6	0.0	0.0	1.929	1.77
1810030O07Rik	0.0	11.765999999999998	9.854	10.606
C2cd2l	0.0	12.037	4.454	4.5569999999999995
Bcorl1	0.0	1.9	6.654	6.007000000000001
Lmod1	0.0	0.0	1.031	0.039
Ube2m	0.36200000000000004	43.338	113.45100000000001	123.928
Morc2b	0.0	0.0	0.006	0.0
Lgals2	0.0	0.0	0.0	0.0
Clgn	0.0	0.0	0.0	0.0
Rab2a	0.0	48.325	15.622	20.809
Slc26a8	0.0	0.009000000000000001	0.0	0.043
Sypl	0.0	0.0	7.4670000000000005	6.901
Otog	0.0	0.0	0.0	0.0
Hoxc6	0.0	0.0	0.0	0.0
Mkrn2os	0.0	0.0	0.0	0.632
Pfas	0.057	13.6	24.721	22.469
1700084E18Rik	0.0	0.0	0.0	0.0
Rspry1	77.146	0.0	4.75	8.798
Gsto1	0.0	78.058	44.813	56.353
Olfr114	0.0	0.0	0.0	0.0
Otud7a	0.0	0.0	0.0	0.0
Taf4a	61.422	32.908	22.112	17.468
A230103J11Rik	0.0	11.706	11.462	14.398
Trem3	0.0	0.0	0.0	0.0
Gm3488	0.0	0.0	0.0	0.0
Pbx3	0.0	0.24600000000000002	0.294	1.024
Smurf1	0.0	0.0	5.207999999999999	6.789
Nptn	0.0	29.176	52.674	47.412
4833427F10Rik	0.0	0.0	0.016	0.0
1700001G11Rik	0.0	0.0	0.0	1.405
Rab3gap1	1.2	32.016999999999996	33.585	29.92
Kifc1	0.0	0.0	0.0	2.521
Snap23	0.0	0.0	5.787000000000001	8.857999999999999
Tdrp	0.0	10.532	1.931	2.32
Hyi	0.0	0.0	21.361	13.814
B3galt4	0.0	0.0	8.432	6.98
Afap1l1	0.0	0.0	0.0	0.08800000000000001
1700030J22Rik	0.0	0.0	0.162	1.8259999999999998
Egr2	0.245	50.78	75.158	31.177
Wasf3	0.0	0.0	0.0	0.0
Mir1947	0.0	0.0	0.0	0.0
Pds5b	87.794	15.367	10.48	10.421
4930444F02Rik	0.0	0.0	0.0	0.0
Gm3264	0.0	0.0	0.0	0.0
4933408J17Rik	0.0	0.0	0.779	0.612
Olfr1537	0.0	0.0	0.0	0.0
Tac1	0.0	0.0	0.0	0.0
Olfr992	0.0	0.0	0.0	0.0
Irf2bp2	53.378	126.115	92.322	98.887
Faap24	0.0	0.0	2.496	8.017000000000001
Pfn4	0.0	0.0	0.0	0.248
Magee1	0.0	0.0	1.767	2.3369999999999997
Olfr834	0.0	0.0	0.0	0.0
Cyp17a1	0.0	0.0	0.0	0.0
Htr5a	0.0	0.0	0.0	0.0
Sh3d19	0.0	0.0	0.0	0.17
Stfa2	0.0	0.0	0.0	0.0
Gpr153	0.0	0.0	0.7659999999999999	0.809
Hoxb7	0.0	0.0	0.0	0.0
Aste1	0.0	0.0	5.234	4.61
Ankrd17	3.202	20.272000000000002	30.788	26.473000000000003
Fam71b	0.0	0.0	1.29	1.5530000000000002
Rock1	0.0	33.941	15.311	19.487000000000002
Fam155a	0.0	0.0	0.0	0.0
Olfr1280	0.0	0.0	0.0	0.0
Hsp90ab1	945.1360000000001	724.113	1424.523	1624.289
Stap1	0.0	0.0	6.269	10.931
Mir6516	0.0	222.729	0.0	15.245
Mest	0.0	0.0	1.855	0.66
Adamts15	0.0	0.0	0.0	0.03
Gm597	0.0	0.0	0.0	0.0
Mospd1	0.0	0.0	1.62	1.0959999999999999
Wipf3	0.0	0.0	0.151	0.0
Snora34	0.0	0.0	0.0	0.0
Gsdmd	0.0	0.0	1.287	11.819
Eftud1	0.0	0.0	12.139000000000001	10.795
Efna5	0.0	0.0	0.0	0.044000000000000004
Srrm3	0.0	0.0	0.0	0.024
Oat	0.0	63.31	27.726999999999997	22.588
Dcaf8	0.0	28.107	30.003	35.938
Clic1	0.315	0.028999999999999998	76.399	154.811
Cd44	0.0	55.854	20.379	23.524
Mir758	0.0	0.0	0.0	0.0
E330034G19Rik	0.0	0.0	0.0	0.0
Ercc6l	0.0	0.0	0.0	0.821
Slc26a9	0.0	0.0	0.0	0.0
Tmprss4	0.0	0.0	0.0	0.0
Olfr128	0.0	0.0	0.0	0.0
Arf1	0.20199999999999999	69.554	98.564	138.829
Ttpa	0.0	0.0	0.0	0.0
Olfr464	0.0	0.0	0.0	0.0
Itpripl2	0.0	0.005	0.484	1.195
Rad52	0.0	0.0	7.461	8.205
Vmn1r95	0.0	0.0	0.0	0.0
Ppp1r27	0.0	0.0	0.0	0.342
Slc36a4	0.0	0.0	3.134	1.0070000000000001
Hdgfrp3	0.062	11.296	5.723	7.301
Ifitm6	0.0	0.0	0.0	0.134
Cep152	0.0	0.0	2.7689999999999997	3.134
Mrpl54	0.0	87.691	50.692	45.971000000000004
Akr1d1	0.0	0.0	0.0	0.0
Mir1843a	0.0	0.0	0.0	0.0
Tlr5	0.0	0.0	0.0	0.0
Spg20	0.0	13.64	7.197	8.756
P2ry1	0.0	0.0	0.0	0.066
Mir6929	0.0	0.0	0.0	0.0
2310009A05Rik	0.0	0.0	18.756	6.207000000000001
Vars	26.705	101.045	78.931	92.705
Plekhh2	0.0	0.0	0.0	0.0
Nus1	0.0	4.636	25.410999999999998	19.75
4930583K01Rik	0.0	0.0	0.0	0.0
Nelfcd	0.0	25.112	12.455	15.052
Pcdhga11	0.0	7.402	4.315	5.9
Ntm	0.0	0.0	0.0	0.0
Mob3b	0.0	0.067	0.75	0.941
Hbb-y	0.0	0.0	0.0	0.0
Slc38a5	0.0	0.0	0.0	0.0
Gpr160	0.0	0.0	0.0	0.496
Rps9	0.0	207.699	635.24	880.883
Rnft2	0.0	0.0	0.005	0.07200000000000001
Gramd1a	421.531	50.79	54.448	36.525
Lpar4	0.0	0.0	0.0	0.0
Nfic	0.0	6.667000000000001	0.809	2.5980000000000003
Mir6404	0.0	0.0	0.0	0.0
Defb1	0.0	0.0	0.0	0.0
Spin2-ps1	0.0	0.0	0.0	0.0
Csnk2b	0.377	53.736000000000004	121.08200000000001	120.37
Sft2d1	0.0	0.0	1.8330000000000002	9.628
Sgsm2	0.0	8.42	6.981	5.921
Gm4890	0.0	0.0	1.1640000000000001	0.7609999999999999
Hhipl2	0.0	0.0	0.0	0.08
Esd	0.0	28.427	13.404000000000002	14.368
Sap18	0.0	15.163	4.37	3.844
Grik4	0.0	0.0	0.0	0.0
Zfp133-ps	0.0	0.0	0.0	0.256
Mrpl36	0.0	58.85	24.480999999999998	38.314
Clcnkb	0.0	0.0	0.0	0.062
Ndufb4	0.0	0.0	1.3780000000000001	5.725
Mir7052	0.0	0.0	110.678	10.460999999999999
Rhbdl3	0.0	0.0	0.293	0.39799999999999996
Vmn2r66	0.0	0.0	0.0	0.0
Tmem202	0.0	0.0	0.0	0.0
Spata45	0.0	0.0	0.0	0.0
Pear1	0.0	13.874	2.026	1.921
Wars2	0.0	0.0	1.722	3.253
Smek2	0.0	27.478	31.8	29.211
Cfap69	0.0	0.0	0.0	0.0
Olfr1208	0.0	0.0	0.0	0.0
Mme	0.0	0.0	0.0	0.0
Tmem141	0.0	0.0	0.0	0.9279999999999999
Pter	0.0	0.0	0.0	0.35600000000000004
Mir6964	0.0	0.0	0.0	0.0
Gzmb	0.0	39.316	5.336	9.647
Vmn1r34	0.0	0.0	0.0	0.0
Galnt16	0.0	0.0	0.0	0.0
Otop1	0.0	0.0	0.0	0.0
Slc39a8	0.0	0.0	1.564	1.361
Hnf4a	0.0	0.0	0.0	0.0
Mycbp	0.0	0.0	4.141	4.578
Slc7a6	0.09699999999999999	0.225	41.081	30.649
Ints4	97.352	0.0	17.618	16.824
Polr1d	0.0	0.0	45.25899999999999	67.58
A330041J22Rik	0.0	0.0	0.0	0.0
Ncr1	0.0	0.0	0.158	0.0
Csf2ra	0.0	34.847	0.8240000000000001	2.995
Mir7220	0.0	0.0	0.0	0.0
Gm21704	0.0	0.0	0.0	0.0
Cry2	0.0	0.008	9.619	5.13
Dhx32	0.0	22.984	7.4	6.6129999999999995
Hoxb3	0.0	0.0	0.0	0.0
Gm15319	0.0	0.0	0.0	0.0
Immp2l	0.0	0.0	2.6189999999999998	2.395
Gltp	0.0	22.871	56.923	55.391999999999996
2900026A02Rik	0.0	0.0	0.0	0.773
Vps13d	39.736	13.154000000000002	16.563	11.72
Adap2	0.0	0.0	0.0	0.174
Sfrp2	0.0	0.0	0.0	0.054000000000000006
Mir504	0.0	0.0	0.0	0.0
Khsrp	52.443999999999996	83.338	145.872	115.126
Chadl	0.285	17.017	0.35200000000000004	0.754
Mbnl1	0.16	89.18299999999999	94.902	76.964
Bend4	0.0	0.038	7.735	2.9739999999999998
Dnajb12	361.874	8.767999999999999	18.633	23.598000000000003
Mir7046	0.0	0.0	54.31100000000001	55.912
4930444P10Rik	0.0	0.0	0.0	0.13
Boc	0.0	0.0	0.0	0.0
Gas2l2	0.0	0.0	0.0	0.0
2610100L16Rik	0.0	0.0	0.0	0.0
Olfr1000	0.0	0.0	0.0	0.0
Slc5a8	0.0	11.081	0.0	0.0
Ilf2	0.185	32.693000000000005	49.724	55.523
Mmp8	0.0	0.0	0.141	0.9209999999999999
Kdelr3	0.0	0.0	1.7109999999999999	0.41600000000000004
Gfpt2	0.0	0.0	0.0	0.0
Adgrf1	0.0	0.0	0.0	0.0
Spsb1	0.0	0.0	0.331	2.031
Slc8a2	0.0	0.0	0.0	0.027999999999999997
Actl6b	0.0	0.0	0.0	0.0
Mid1	0.0	0.0	0.0	0.31
Bpifb3	0.0	0.0	0.0	0.0
Acaa2	0.0	0.023	6.517	7.263
Ifi44	0.0	0.0	0.0	0.10300000000000001
Grb7	0.0	0.0	0.0	0.8190000000000001
Tmem59l	0.0	0.0	0.0	0.0
Olfr589	0.0	0.0	0.0	0.0
Rasa4	0.0	0.0	0.0	1.788
Elp5	0.384	0.675	72.99600000000001	71.527
Prss50	0.0	0.0	0.0	0.0
Slc10a7	0.0	0.0	4.084	3.1719999999999997
A330033J07Rik	0.0	0.0	0.0	0.0
2300005B03Rik	0.0	0.0	0.0	0.0
Eif4b	0.37799999999999995	121.292	180.65200000000002	193.618
Mir16-2	0.0	0.0	0.0	0.127
Sprr2a3	0.0	0.0	0.0	0.0
BC039771	0.0	0.0	0.0	0.0
4930528A17Rik	0.0	29.011	0.022000000000000002	0.18600000000000003
Ccdc90b	0.0	0.0	6.502999999999999	6.928
Rhobtb2	0.0	0.019	5.547999999999999	4.606
Nkx2-5	0.0	0.0	0.0	0.0
Hdlbp	0.057999999999999996	29.337	36.595	44.663000000000004
Cyp4f17	0.0	0.0	1.611	0.584
Cox4i2	0.0	0.0	2.452	1.8430000000000002
Map2k2	0.154	47.073	60.466	70.058
Prl8a6	0.0	0.0	0.0	0.0
Tdrd7	0.0	0.0	2.086	1.469
Gm15421	0.0	0.207	10.654000000000002	6.399
Sema3g	0.0	0.0	0.0	0.0
Olfr102	0.0	0.0	0.0	0.0
Olfr223	0.0	0.0	0.0	0.0
4921529L05Rik	0.0	0.0	0.0	0.0
Zfyve26	0.0	5.517	7.73	9.484
Cdc123	0.0	93.215	27.029	32.66
Tgfb1	1.338	115.568	204.449	188.165
Msrb2	0.0	0.0	1.433	1.121
Olfr1047	0.0	0.0	0.0	0.0
Chtf8	0.0	20.154	60.949	63.321999999999996
Larp1b	0.0	0.257	5.7	8.234
Padi4	0.0	0.0	0.0	0.005
Cc2d2a	0.0	0.0	0.602	0.033
Bpifb5	0.0	0.0	0.0	0.0
Nmrk1	0.0	0.0	2.336	1.13
Sel1l2	0.0	0.0	0.0	0.0
Fermt1	0.0	0.0	0.0	0.0
Olfr731	0.0	0.0	0.0	0.0
1700110I01Rik	0.0	0.0	0.0	0.0
Gldc	0.0	0.0	0.0	0.07
Prmt10	0.0	0.0	6.255	3.202
Med13l	0.039	20.875	28.256999999999998	23.843000000000004
Dnajc30	0.0	0.0	31.245	28.105
Nqo2	0.0	0.0	0.024	0.12300000000000001
Rbmxl2	0.0	0.0	0.0	0.0
Vmn1r71	0.0	0.0	0.0	0.0
Gm4489	0.0	0.0	0.0	0.0
Slc5a1	0.0	0.0	0.0	0.0
Mir421	0.0	0.0	0.0	4.941
Cox8b	0.0	0.0	0.0	0.0
F2	0.0	0.0	0.0	0.231
Krtap28-13	0.0	0.0	0.0	0.0
Vmn1r72	0.0	0.0	0.0	0.0
Haus7	0.0	0.0	8.556000000000001	11.442
Mir450-1	0.0	0.0	0.0	0.0
Fam173a	0.0	0.0	18.445	18.634
Lrrc14	0.0	23.675	8.476	14.895
Speer4c	0.0	0.0	0.0	0.0
Chchd7	0.0	0.0	10.731	9.742
Olfr583	0.0	0.0	0.0	0.0
Fer1l4	0.0	0.0	0.0	0.0
Abhd17b	0.0	23.618000000000002	9.702	7.791
Rxfp2	0.0	0.0	0.0	0.0
Defa21	0.0	0.0	0.0	0.0
Ckmt1	0.0	0.0	0.0	0.47700000000000004
Ascc1	0.0	0.0	2.8539999999999996	10.213
Tesc	0.0	0.0	1.254	2.655
Alox12	0.0	0.0	0.0	0.004
Dscaml1	0.0	0.0	0.0	0.044000000000000004
Shcbp1l	0.0	0.0	0.0	0.659
Olfr1116	0.0	0.0	0.0	0.0
Cdc42ep5	0.0	0.0	0.0	0.0
Fxyd1	0.0	0.0	0.0	0.0
Mir1191b	0.0	0.0	0.0	0.0
Mir7027	0.0	0.0	0.0	0.0
Bmpr2	0.0	2.438	1.6019999999999999	1.7890000000000001
Bmpr1a	0.0	3.08	0.784	0.785
Glrx5	0.0	60.815	42.08	40.333
Cbx6	0.0	13.18	7.249	8.229
Vmn1r118	0.0	0.0	0.0	0.0
Mir7677	0.0	0.0	0.0	0.0
Adam6b	0.0	0.0	0.0	0.0
Fosl1	0.0	0.0	19.47	8.817
S100a13	0.0	0.0	7.662999999999999	5.8
Gm13308	0.0	0.0	0.0	0.0
Cuedc2	0.0	0.0	2.969	11.299000000000001
Ptpdc1	0.0	0.0	0.484	1.065
Kcna7	0.0	0.0	0.0	0.0
1700011E24Rik	0.0	0.0	0.0	0.0
Exoc1	0.0	0.0	15.152999999999999	12.522
Rp2	0.0	0.0	3.659	3.111
Wnk2	0.0	0.0	0.0	0.002
Smad3	0.0	14.392999999999999	13.829	6.607
Ppp2r1b	0.0	16.159000000000002	16.123	18.45
Babam1	0.0	10.965	38.815	51.563
2310065F04Rik	0.0	0.0	0.0	0.0
Ubap1l	0.0	0.0	0.0	0.366
Fmo1	0.0	0.0	0.0	0.0
Slc25a4	0.32899999999999996	0.03	25.840999999999998	30.006999999999998
BB123696	0.0	0.0	0.0	0.0
Tmcc2	0.0	0.0	0.016	0.068
Mxra7	0.0	0.0	0.0	0.0
5330411J11Rik	0.0	0.0	0.0	0.0
C1qtnf2	0.0	0.0	0.0	0.0
Tlr2	0.0	0.0	0.0	0.759
Srrm2	148.012	213.813	214.55900000000003	207.545
Exoc4	0.0	0.009000000000000001	22.01	23.058000000000003
Dpysl5	0.0	0.0	0.0	0.373
Vps52	0.0	0.0	28.604	30.759
Bptf	0.032	9.373	21.759	22.42
Ifna14	0.0	0.0	0.0	0.0
Ush1g	0.0	0.0	0.0	0.004
Gm19276	0.0	0.0	0.0	0.0
Ndufb6	0.0	34.303000000000004	7.968999999999999	33.21
4930525G20Rik	0.0	0.0	0.0	0.317
Mpv17	0.0	19.000999999999998	5.193	7.596
Tomm7	0.0	0.0	14.700999999999999	17.315
Matn2	0.0	0.0	0.0	0.12300000000000001
Krt9	0.0	0.0	0.0	0.0
Zfhx2os	0.0	0.0	3.035	5.7010000000000005
Mrpl12	0.0	163.106	79.916	116.973
4930519D14Rik	0.0	0.0	0.0	0.0
G3bp1	0.136	18.128	111.15899999999999	115.516
4932429P05Rik	0.0	0.0	0.0	0.0
Olfr1257	0.0	0.0	0.0	0.0
Kcnq2	0.0	0.0	0.0	0.005
Vps37a	0.0	18.331	7.652	6.851
Adig	0.0	0.0	0.0	0.0
Krt1	0.0	0.0	0.0	0.0
Rgs12	0.0	0.0	4.02	2.019
Gm5901	0.0	0.0	5.122000000000001	1.33
Ybx3	0.22	46.81100000000001	168.483	161.442
Tssc4	0.0	0.0	17.663	16.366
Tmem59	0.23600000000000002	38.516	36.373000000000005	43.401
Mos	0.0	0.0	0.0	0.0
Vgll1	0.0	0.0	0.0	0.0
Mir2861	0.0	0.0	1.415	3.395
BC021767	0.0	0.0	0.0	0.0
Cdk18	0.0	0.0	0.0	0.0
Fam49b	0.0	49.262	22.264	22.034000000000002
Wfdc16	0.0	0.0	0.0	0.0
Defb18	0.0	0.0	0.0	0.0
Trim80	0.0	0.0	0.0	0.0
4930445N18Rik	0.0	0.0	0.0	0.0
Adgrv1	0.0	0.0	0.0	0.0
Kcnn2	0.0	0.0	0.0	0.0
Pik3ip1	0.0	18.169	3.4560000000000004	1.899
Psmb2	0.0	49.32	53.961999999999996	90.025
Ccbl2	0.0	0.0	0.0	0.841
Lincppara	0.0	0.0	0.401	0.0
Mir6938	0.0	0.0	0.0	0.0
Alox5ap	0.0	0.0	0.0	0.88
Rexo2	0.0	0.0	37.353	62.387
Gtf3c1	41.957	28.323	32.2	32.461999999999996
Spaca1	0.0	0.0	0.0	0.348
Prkd1	0.0	0.0	0.0	0.0
Ccdc36	0.0	0.0	0.0	0.11699999999999999
Mmp9	0.0	0.0	0.006999999999999999	0.579
Adcy9	0.0	0.0	0.0	0.223
Klra17	0.0	0.0	0.0	0.0
Jund	113.789	124.193	137.836	176.234
Capn2	0.0	0.0	6.546	8.174
Egfl8	0.0	0.0	0.02	0.669
Serpinb6a	0.0	0.0	2.67	5.233
Slc25a48	0.0	0.0	0.0	0.0
Gm2927	0.0	0.0	0.0	0.0
Pgls	0.0	0.0	84.21	100.088
Camp	0.0	0.0	0.0	0.262
Zfp457	0.0	0.0	0.0	0.136
Gm10639	0.0	0.0	0.0	0.0
Mrfap1	0.223	73.747	89.382	80.876
Ces2c	0.0	0.0	0.0	0.006
Olfr961	0.0	0.0	0.0	0.0
Mir499	0.0	0.0	22.041999999999998	0.0
Zfp600	0.0	0.0	0.0	0.0
6330415B21Rik	0.0	0.0	0.0	0.0
Tubb2b	0.0	0.0	1.8780000000000001	1.6909999999999998
Pfkfb3	0.0	39.598	26.037	21.675
Mir24-1	0.0	0.0	0.342	7.494
Lrriq1	0.0	0.0	0.0	0.0
4930527G23Rik	0.0	0.0	0.0	0.0
Mir1905	0.0	0.0	0.0	0.295
Cdk2ap1	0.0	39.624	9.158	8.601
Nhp2	0.0	33.297	92.337	111.427
Adap1	0.0	0.0	2.066	6.313
Palm2	0.0	0.0	0.0	0.0
Olfr1410	0.0	0.0	0.0	0.0
Gm1110	0.0	0.0	0.0	0.0
Ppil3	50.012	0.64	18.576	17.51
Plekhm1	7.438	0.0	11.645999999999999	8.918
Lrrc26	0.0	0.0	0.0	0.0
Hecw1	0.0	0.0	0.0	0.0
Snx21	0.0	0.0	3.753	0.915
Spcs3	0.105	0.0	26.993000000000002	32.388000000000005
Lrch4	214.885	30.663	16.151	30.484
Nisch	0.0	29.191999999999997	38.034	35.338
Epn2	0.0	0.0	0.005	0.20800000000000002
Olfr1509	0.0	0.0	0.0	0.0
Chchd4	0.0	0.0	21.703000000000003	35.421
Palb2	0.0	0.0	3.617	1.149
Kcnj5	0.0	0.0	0.0	0.0
Ank2	0.0	0.0	0.0	0.0
Trmt6	0.0	37.522	22.621	23.726999999999997
Cyp2ab1	0.0	0.0	0.0	0.0
Gng8	0.0	0.0	0.0	0.0
Aga	0.0	49.372	0.239	2.02
Emc1	0.0	46.943999999999996	26.142	21.32
Tinagl1	0.0	0.0	0.0	0.0
Hdac11	0.0	0.0	0.0	0.125
Cldn8	0.0	0.0	0.0	0.0
Tsku	0.0	0.0	0.0	0.114
Kcnmb3	0.0	0.0	0.0	0.0
Ykt6	0.0	25.651999999999997	22.524	30.643
Fgf10	0.0	0.0	0.0	0.0
Rbm4b	0.0	0.07400000000000001	12.279000000000002	12.204
Ifngr2	0.0	0.0	5.761	13.364
Capn10	0.0	0.0	1.081	7.47
Ncapd2	0.0	0.0	5.5520000000000005	6.754
Klhl17	0.0	0.95	4.738	4.431
4930528P14Rik	0.0	0.0	0.0	0.0
Zfp13	0.0	0.0	0.0	0.0
Vmn1r192	0.0	0.0	0.0	0.0
Ppm1m	0.0	0.0	3.407	2.758
Susd4	0.0	0.0	0.0	0.0
Baiap2l2	0.0	0.0	0.8029999999999999	0.006
4930586N03Rik	0.0	0.0	0.0	0.245
Scgb2b18	0.0	0.0	0.0	0.0
Fundc2	133.491	0.0	6.157	7.6339999999999995
Mir451b	0.0	0.0	0.0	0.0
Vmn2r56	0.0	0.0	0.0	0.0
Aqp1	0.0	0.0	0.0	0.0
Klhl24	0.0	28.250999999999998	18.461	14.259
Nampt	0.0	0.0	16.836	18.715
Kctd3	0.0	0.0	13.724	6.622000000000001
Elovl7	0.0	0.0	0.034	0.172
Slc17a8	0.0	0.0	0.0	0.0
Vav3	0.0	0.011000000000000001	1.82	4.614
Stard4	0.0	0.0	0.909	6.461
Stat6	2.6830000000000003	86.079	116.734	115.072
1700003L19Rik	0.0	0.0	0.0	0.0
Tfdp1	0.0	22.898000000000003	49.42100000000001	33.529
Olfr294	0.0	0.0	0.0	0.0
Gp6	0.0	0.0	0.0	0.0
Foxa3	0.0	0.0	0.0	0.28800000000000003
Dnal1	0.0	0.0	0.546	0.25
Mfap2	0.0	0.0	0.0	0.0
Tecrl	0.0	0.0	0.0	0.0
Pmpcb	0.22899999999999998	0.0	34.523	33.126999999999995
Vwa9	0.0	18.087	17.090999999999998	19.067
Ntn4	0.0	0.0	0.0	0.0
Rn45s	325.262	1215.3339999999998	667.279	450.871
Fcho1	0.0	14.945	16.054000000000002	18.33
Ripk2	0.0	0.0	0.012	4.178999999999999
Mlycd	0.0	43.818000000000005	2.3	3.93
3110039I08Rik	0.0	0.0	0.0	0.0
Pikfyve	51.575	14.847000000000001	4.697	4.208
1700108J01Rik	0.0	0.0	0.0	0.0
Ube2k	0.0	0.006999999999999999	4.445	7.021
Ear12	0.0	0.0	0.0	0.7140000000000001
Nol4l	0.0	0.066	2.838	3.0069999999999997
Gm6623	0.0	0.0	0.009000000000000001	0.217
1700074P13Rik	0.0	0.0	0.0	0.0
Gm18853	0.0	0.0	0.0	0.17
H2-Eb2	0.0	0.0	0.0	0.294
Gxylt2	0.0	0.0	0.0	0.0
Psg17	0.0	0.0	0.0	0.0
Tep1	0.0	15.083	2.5789999999999997	5.8420000000000005
Arntl2	0.0	0.0	0.009000000000000001	0.10400000000000001
Supv3l1	219.692	50.617	19.871	28.906999999999996
Sod1	0.0	38.398	120.912	123.428
Tchh	0.0	0.0	0.0	0.0
Rhpn2	0.0	0.0	0.0	0.168
Nfatc2	0.0	18.292	4.038	4.974
BC035044	0.0	0.0	0.0	0.573
5033403H07Rik	0.0	0.0	0.0	0.0
Marco	0.0	0.0	0.0	0.0
Dmrtc1a	0.0	0.0	0.0	0.0
Mir6961	0.0	0.0	7.294	16.664
Cma1	0.0	0.0	0.0	0.0
Gm2848	0.0	0.0	0.0	0.0
Ctf2	0.0	0.0	0.0	0.0
4931431C16Rik	0.0	0.0	0.0	0.376
H2-Q8	0.0	2.202	14.895	3.295
Gpd2	0.0	15.050999999999998	7.285	6.156000000000001
Lefty2	0.0	0.0	0.0	0.0
Zfp870	0.0	0.0	0.165	0.294
Opalin	0.0	0.0	0.0	0.0
Mphosph9	0.0	7.734	6.957000000000001	6.252999999999999
Urb1	0.0	55.188	20.354	18.732
Olfr33	0.0	0.0	0.0	0.0
4930512B01Rik	0.0	0.0	0.0	0.22
Crebrf	1.314	7.664	12.099	10.389000000000001
Ucn3	0.0	0.0	0.0	0.0
Dpm2	0.0	0.0	69.682	61.536
Gm527	0.0	0.0	4.755	0.39399999999999996
Rfx7	0.0	12.97	15.067	14.870999999999999
Gpr165	0.0	0.0	0.0	0.0
Pttg1	0.0	0.0	0.0	1.5190000000000001
Olfr780	0.0	0.0	0.0	0.0
4930554H23Rik	0.0	0.0	0.0	0.0
Phka2	0.0	0.0	4.28	2.227
4930519F24Rik	0.0	0.0	0.0	0.0
Tbrg3	0.0	0.0	0.42	0.716
Sh2b1	0.124	31.576	45.652	37.635
Pigb	0.0	0.0	7.396	5.997000000000001
Comp	0.0	0.0	0.419	0.254
1810032O08Rik	0.0	1.104	19.355	15.175999999999998
Arhgef10l	0.0	1.61	0.8109999999999999	0.003
Gdf7	0.0	0.0	0.0	0.0
Serping1	0.0	0.0	0.0	0.0
Mrpl34	0.0	76.98899999999999	6.57	34.821999999999996
4933407I05Rik	0.0	0.0	0.0	0.0
Oit3	0.0	0.0	0.0	0.133
Mirlet7c-1	0.0	0.0	0.0	0.0
Dctpp1	0.0	0.0	28.099	28.585
Cped1	0.0	0.0	0.0	0.0
Anapc16	0.0	0.0	49.105	38.829
Gm9866	0.0	0.0	0.0	0.0
Inf2	21.846	44.053000000000004	17.69	19.887
Xlr5a	0.0	0.0	0.0	0.0
Atf7ip2	0.0	0.0	0.0	0.0
Hist1h3a	0.0	0.0	0.0	0.264
Trappc8	0.0	17.509	15.385	10.419
Olfr710	0.0	0.0	0.0	0.0
Olfr15	0.0	0.0	0.0	0.0
Syn2	0.0	0.0	0.0	0.0
1700123O20Rik	0.0	0.0	24.115	20.479
Slc5a10	0.0	0.0	5.202000000000001	0.5920000000000001
Gm13830	1.197	0.0	0.017	0.154
Cdsn	0.0	0.0	0.0	0.0
Ccdc152	0.0	0.0	0.0	0.0
H2-M11	0.0	0.0	0.0	0.0
Psmd4	247.548	41.567	113.47399999999999	113.956
Mpp3	0.0	0.0	0.0	0.0
Pgs1	0.0	22.031999999999996	43.801	35.085
Ccdc88b	0.0	51.367	32.446	45.589
1700001G01Rik	0.0	0.0	0.0	0.0
Pla2g3	0.0	0.0	0.0	0.0
Pantr2	0.0	0.0	0.0	0.0
Dguok	0.0	0.703	16.884	11.537
Tas2r139	0.0	0.0	0.0	0.0
Tnnt1	0.0	0.0	0.0	2.137
Tnnc1	0.0	0.0	0.0	0.0
Epgn	0.0	0.0	0.0	0.0
Adgre5	0.0	34.363	39.575	51.986000000000004
Gm11237	0.0	0.0	0.0	0.0
Kcnh3	0.0	0.0	0.0	0.308
Fbxo7	0.0	1.9909999999999999	11.107999999999999	9.314
4921511M17Rik	0.0	0.0	0.0	0.0
Foxd3	0.0	0.0	0.0	0.0
Olfr531	0.0	0.0	0.0	0.0
H6pd	0.0	0.0	2.506	1.922
BC042761	0.0	0.0	0.0	0.0
Col11a1	0.0	0.0	0.0	0.0
Mios	0.0	16.357	15.394	8.307
Man2b2	0.0	0.069	9.007	10.515
Cyp3a25	0.0	0.0	0.0	0.0
Ap4m1	0.0	12.592	9.175	6.495
Dnajc16	0.09300000000000001	15.398	10.603	9.107000000000001
Ippk	0.0	9.11	6.974	4.423
Fads2	0.0	0.0	0.0	0.11199999999999999
Nvl	0.774	6.236000000000001	11.439	10.287
8030451O07Rik	0.0	0.0	0.0	0.0
Prr9	0.0	0.0	0.0	0.0
9830107B12Rik	0.0	0.0	0.0	0.0
Zscan5b	0.0	0.0	0.0	0.0
