Gene symbol	CD4TCell-iTreg reads FPKM	CD4TCell-Naive reads FPKM	CD4TCell-Th17 reads FPKM	CD4TCell-Th2 reads FPKM	CD4TCell-Th1 reads FPKM
Igfals	0.049	0.057999999999999996	0.027999999999999997	0.183	0.053
Cask	0.14800000000000002	0.251	0.34	2.114	0.5539999999999999
H2-Oa	34.61	2.773	4.776	12.3	6.781000000000001
Mir137	0.0	0.0	0.0	0.0	0.0
Mir19b-1	1.207	6.0760000000000005	0.6890000000000001	0.64	0.0
Ndufa9	37.757	26.088	34.576	58.915	62.672
Gan	3.7119999999999997	2.481	5.0280000000000005	3.502	4.165
Slc47a1	0.0	0.0	0.0	0.0	0.0
Sdccag8	7.901	3.978	9.367	7.518	8.806000000000001
Epb4.1	36.55	36.675	25.017	35.221	32.35
9230110C19Rik	0.153	0.09699999999999999	0.262	0.764	0.779
Il3ra	26.685	3.697	17.343	18.336	21.535999999999998
Ribc2	0.0	0.0	0.0	0.0	0.0
Nbn	3.793	8.564	8.527999999999999	17.349	15.033
Fanci	25.759	7.485	15.667	15.244000000000002	12.515999999999998
Tcerg1l	0.0	0.0	0.0	0.0	0.0
Snora47	0.5539999999999999	0.9840000000000001	0.474	0.0	0.0
Mir28c	0.0	0.0	0.0	0.0	0.0
Mir5132	6.922000000000001	5.269	13.540999999999999	5.501	3.2039999999999997
1500011B03Rik	7.332999999999999	6.697	4.362	7.522	8.089
Rsf1	8.186	8.767000000000001	9.783999999999999	8.565	8.58
Ppp2r2c	0.017	0.0	0.0	0.0	0.013999999999999999
Acoxl	0.085	1.255	0.16699999999999998	0.09699999999999999	0.316
Wdr72	0.0	0.012	0.0	0.0	0.0
Uba1	90.63799999999999	72.675	304.319	149.871	186.05200000000002
Gm4861	0.0	0.0	0.0	0.0	0.0
Dtx4	9.868	0.539	5.822	0.048	0.22399999999999998
Pou5f1	0.0	0.0	0.06	0.168	0.114
Cdc26	10.849	9.908	12.63	18.708	17.007
Mir7-1	11.321	13.789000000000001	3.8760000000000003	4.113	7.861000000000001
Clpx	10.902000000000001	8.418	11.89	28.615	18.796
Dhcr7	11.437999999999999	9.786	13.030999999999999	32.043	31.125999999999998
Dhps	13.808	11.681	14.709000000000001	11.867	12.522
Sec61a1	50.148	47.188	73.596	80.192	95.00299999999999
Timm21	13.876	9.148	13.597999999999999	14.478	13.386
Zfp788	5.396	4.478	3.657	4.129	4.386
Dbr1	9.856	16.463	10.699000000000002	9.882	8.493
Mir181a-1	0.402	0.0	0.0	0.0	0.0
Map7d1	19.134	14.895999999999999	34.875	31.824	35.414
4931440F15Rik	0.0	0.0	0.0	0.034	0.017
1700003C15Rik	0.0	0.0	0.0	0.0	0.0
Vmn1r168	0.0	0.0	0.0	0.0	0.06
Ptk6	0.046	0.095	0.0	0.0	0.049
Paip2b	11.112	14.770999999999999	14.127	20.878	16.28
Rcn2	9.738	11.777999999999999	17.105	14.394	15.97
Gm17677	0.0	0.0	0.0	0.0	0.0
Clstn2	0.0	0.0	0.027000000000000003	0.025	0.026000000000000002
Lgals6	14.334000000000001	9.59	7.513	16.73	18.377
Cyp4a32	0.0	0.0	0.0	0.0	0.0
Itgal	103.137	105.12700000000001	118.596	107.48899999999999	104.819
4930577N17Rik	2.8810000000000002	3.903	2.375	1.571	1.295
Rnft2	0.136	0.192	0.109	0.013000000000000001	0.129
Mir376c	0.0	0.0	0.0	0.0	0.0
Eif2a	26.121	17.852999999999998	33.889	71.029	67.152
Ppm1a	33.129	20.458	28.183000000000003	20.294	22.401999999999997
Ybx1	41.863	64.913	75.67399999999999	121.943	123.463
Eif1a	8.538	12.940999999999999	25.622	23.044	30.008000000000003
Aasdhppt	6.494	4.6930000000000005	5.775	6.727	6.622000000000001
Dppa5a	0.0	0.0	0.0	0.0	0.0
Mir7031	3.786	4.322	0.9259999999999999	1.719	1.7519999999999998
Olfr1402	0.0	0.0	0.0	0.0	0.0
Calm2	42.146	95.036	100.53299999999999	61.7	58.582
Mug2	0.0	0.0	0.0	0.0	0.0
Ptprq	0.0	0.0	0.0	0.008	0.0
Dsp	1.143	0.026000000000000002	0.396	0.012	0.33399999999999996
Tas2r105	0.0	0.0	0.0	0.0	0.0
Tmem68	5.507999999999999	5.567	7.1	5.3839999999999995	6.504
Lpl	0.009000000000000001	0.0	0.015	0.0	0.013999999999999999
Scx	0.214	0.76	0.105	0.146	0.0
Gm10488	0.0	0.0	0.0	0.0	0.0
Sult1e1	0.0	0.0	0.0	0.0	0.0
Osbp2	0.0	0.023	0.015	0.013000000000000001	0.013999999999999999
Sult2a7	0.0	0.0	0.0	0.0	0.0
Adam3	0.0	0.0	0.022000000000000002	0.0	0.0
Rhox5	0.0	0.0	0.0	0.069	0.0
Lypd5	0.0	0.033	0.128	0.0	0.06
Moxd1	0.0	0.0	0.174	0.0	0.018000000000000002
Stap1	24.273000000000003	13.661	9.373	17.162	18.094
Capzb	119.546	97.51	144.45600000000002	186.296	166.06900000000002
F630042J09Rik	0.0	0.0	0.0	0.0	0.0
Stx7	7.86	6.127999999999999	9.953	11.629000000000001	12.802
Rerg	0.033	0.0	0.0	0.0	0.0
Zfp711	0.0	0.006999999999999999	0.013999999999999999	0.013000000000000001	0.026000000000000002
Vmn1r225	0.0	0.0	0.0	0.0	0.0
Sox12	1.71	0.20800000000000002	1.8980000000000001	3.252	3.353
Setd6	9.674	14.443	5.46	6.162999999999999	6.621
Grik2	0.0	0.0	0.012	0.0	0.0
Fchsd1	13.367	7.185	5.311	5.494	5.774
Ice2	6.739	6.9510000000000005	5.081	6.0889999999999995	5.466
Hgs	22.789	20.430999999999997	18.320999999999998	16.114	17.712
Mageb3	0.015	0.053	0.026000000000000002	0.11900000000000001	0.048
Psmc5	34.83	37.668	61.49100000000001	26.111	31.853
Man2b2	21.255	11.519	15.517999999999999	12.668	16.840999999999998
Ccne2	2.379	1.704	6.746	7.652	5.641
Ift88	2.36	1.239	3.398	2.362	3.1430000000000002
Pus10	7.037999999999999	4.921	10.139	9.709	11.437999999999999
Srms	0.12300000000000001	0.35100000000000003	0.07	0.065	0.111
Klhl8	1.3619999999999999	1.6680000000000001	2.858	0.733	1.3880000000000001
Gm53	0.055999999999999994	0.0	0.096	0.0	0.0
Hnrnpa2b1	160.829	205.28900000000002	280.362	215.06599999999997	196.15
Gm17066	10.013	9.76	8.818999999999999	9.948	9.701
Fbxo28	11.245	10.2	9.829	8.835	7.544
Olfr1394	0.0	0.0	0.0	0.0	0.06
1700065O20Rik	0.0	0.0	0.0	0.0	0.0
Stmn4	0.057	0.0	0.0	0.045	0.046
Gm15706	1.0959999999999999	1.982	2.4130000000000003	1.742	0.951
Mir6950	0.0	0.0	0.0	0.0	0.0
A930003O13Rik	0.0	0.0	0.0	0.055999999999999994	0.0
1110037F02Rik	20.967	15.369000000000002	22.04	23.406	27.128
Eras	0.0	0.0	0.055	0.0	0.0
Zdbf2	0.008	0.017	0.009000000000000001	0.018000000000000002	0.08900000000000001
Tmem101	4.541	1.4880000000000002	7.735	12.402999999999999	10.394
Lgsn	0.0	0.0	0.0	0.0	0.0
Prr18	0.139	0.132	0.073	0.068	0.069
Gm7861	0.0	0.0	0.0	0.0	0.0
Myom1	0.149	0.19899999999999998	0.043	0.02	0.04
Taok3	23.605	24.3	24.842	30.994	28.572
Sars2	6.5120000000000005	8.107000000000001	8.204	6.978	7.706
Cpxm1	0.10099999999999999	0.115	0.099	0.091	0.326
Xkr8	2.093	0.929	0.9520000000000001	0.65	1.219
Tnpo2	28.444000000000003	25.744	34.163000000000004	33.461	32.164
Naf1	2.904	2.517	4.2139999999999995	11.665999999999999	6.547999999999999
Ints10	7.961	8.407	14.569	16.771	15.057
Olfr1287	0.0	0.0	0.0	0.0	0.0
Spata20	0.0	0.012	0.023	0.0	0.022000000000000002
Cdc16	18.565	14.652999999999999	26.526	36.895	38.525
Als2cr11	0.0	0.0	0.0	0.0	0.0
Olfr418-ps1	0.0	0.0	0.0	0.0	0.0
Rab11fip4os1	0.222	0.099	0.0	0.0	0.077
Gm16523	0.073	0.071	0.037000000000000005	0.023	0.035
Itm2a	60.291000000000004	49.38	228.83	184.327	185.179
Armcx1	0.5770000000000001	0.555	1.235	13.51	6.287999999999999
Olfr836	0.0	0.0	0.0	0.0	0.0
Dnm1	0.0	0.016	0.095	6.26	10.422
Uba6	3.727	2.9810000000000003	7.563	10.18	11.033
Lrrc8d	7.4110000000000005	4.676	11.475999999999999	6.697	10.205
Prickle1	1.495	2.9789999999999996	1.1340000000000001	1.5930000000000002	2.5180000000000002
Gm10516	0.17300000000000001	0.11800000000000001	0.159	0.084	0.172
Mpp3	0.0	0.0	0.063	0.057999999999999996	0.079
Agpat6	15.520999999999999	12.674000000000001	19.012999999999998	16.884	21.18
Exo1	0.385	0.106	3.7230000000000003	4.83	3.116
Spaca4	0.0	0.13	0.168	0.078	0.0
Slc7a1	6.7010000000000005	10.850999999999999	13.338	20.823	21.079
Mir1895	0.0	0.0	0.0	0.0	0.0
Olfr1120	0.0	0.0	0.0	0.0	0.0
Tbc1d21	0.0	0.027999999999999997	0.0	0.0	0.0
Eya4	0.008	0.008	0.015	0.0	0.013999999999999999
Nab1	9.222000000000001	13.789000000000001	15.235999999999999	14.515	11.54
Ccdc63	0.39	0.045	5.811	1.187	2.503
Olfr652	0.0	0.0	0.0	0.052000000000000005	0.0
Nat2	7.205	3.705	8.092	8.116	11.264000000000001
Ckmt1	0.263	0.09699999999999999	0.113	0.488	0.924
Postn	0.0	0.0	0.934	0.0	0.018000000000000002
Pcdha4-g	1.425	0.606	12.618	2.396	2.479
Traf6	24.601999999999997	15.402000000000001	23.256	53.738	23.081
Prox1	0.0	0.0	0.013999999999999999	0.027000000000000003	0.0
Abca14	0.006	0.0	0.011000000000000001	0.0	0.0
Mir302d	0.0	0.0	0.9109999999999999	0.0	0.0
Cabin1	23.206999999999997	24.885	20.42	12.534	14.364
Mir6927	4.45	11.856	5.9239999999999995	3.929	3.2039999999999997
Cox6a1	94.32700000000001	98.03399999999999	133.741	187.731	187.023
Rbm47	0.006999999999999999	0.062	0.07200000000000001	0.201	0.182
Prdm9	3.7739999999999996	3.1910000000000003	1.4780000000000002	3.302	2.374
Olfr381	0.0	0.0	0.0	0.0	0.0
Olfr818	0.0	0.0	0.0	0.0	0.0
5430421N21Rik	0.41600000000000004	0.0	6.0729999999999995	0.063	0.0
Cdx1	0.0	0.018000000000000002	0.0	0.0	0.0
Whsc1l1	58.593	56.165	61.222	99.964	75.077
Slc3a2	21.474	41.778999999999996	28.035999999999998	42.485	70.811
G6pc3	8.095	8.931000000000001	13.045	19.887999999999998	15.635
Srpr	18.349	24.217	28.098000000000003	25.298000000000002	27.653000000000002
Diras2	0.0	0.0	0.0	0.0	0.026000000000000002
Ptprh	0.0	0.008	0.015	0.027999999999999997	0.027999999999999997
Olfr457	0.0	0.0	0.0	0.0	0.0
Chchd7	16.721	13.099	10.498	14.274000000000001	16.917
BC003965	7.475	7.6770000000000005	6.789	4.573	4.031000000000001
Trim16	0.374	0.15	2.986	4.372	3.793
Gna14	0.195	0.0	0.0	0.0	0.0
Rasgrp3	4.312	0.0	0.446	0.012	0.0
Gm21284	0.102	0.025	0.159	0.162	0.21
Mir3544	0.0	0.0	0.0	0.0	0.0
Gm15401	0.214	0.19	0.040999999999999995	0.377	0.615
Tnp1	0.0	0.0	0.0	0.0	0.0
Pcdha6	0.0	0.0	0.0	0.0	0.0
Plagl1	0.27699999999999997	0.053	0.304	0.429	2.028
Prss51	0.0	0.0	0.0	0.0	0.059000000000000004
Cnppd1	51.744	39.383	40.775999999999996	24.165	27.945
C430049B03Rik	0.0	0.021	0.159	0.11	0.094
Myl6b	2.008	0.574	1.9809999999999999	3.948	4.08
Sap25	62.646	93.781	17.75	12.842	9.593
Olfr791	0.0	0.0	0.126	0.0	0.0
Dctn2	52.669	31.43	63.373000000000005	54.718	61.662
Mir6934	5.106	1.008	0.0	0.0	0.0
Bace2	0.0	0.0	0.032	0.11800000000000001	0.06
Mir29c	1.193	0.0	0.0	0.0	1.2890000000000001
Zfp846	3.188	2.417	2.609	1.402	1.715
Csrp1	24.081999999999997	30.074	49.861000000000004	76.86	67.882
Mad2l1bp	15.297	14.144	15.71	16.758	17.836
Thtpa	4.31	3.86	6.332000000000001	5.627000000000001	4.292
Acyp1	16.148	12.955	7.831	14.885	15.087
P2rx3	0.066	0.028999999999999998	0.057	0.184	0.295
Reep2	1.395	0.402	2.14	1.555	1.85
Ifnlr1	0.27699999999999997	0.008	0.015	0.013999999999999999	0.11199999999999999
Pcsk2	0.0	0.0	0.0	0.0	0.0
Snord92	0.0	0.0	0.0	0.0	0.0
Nags	0.0	0.0	0.0	1.2009999999999998	2.21
Efcab9	0.773	0.28300000000000003	0.467	0.145	0.516
Pom121l12	0.0	0.0	0.0	0.0	0.0
AU015228	0.0	0.021	0.08	0.092	0.038
Gata1	3.07	1.526	0.313	1.568	3.02
Mia2	0.021	0.0	0.037000000000000005	0.034	0.0
Rplp0	524.306	1119.809	670.4639999999999	899.163	952.029
Krtap13	0.0	0.0	0.0	0.0	0.0
Klrb1f	0.223	0.11900000000000001	10.135	0.0	0.109
Vps33b	12.984000000000002	10.757	7.944	5.602	6.24
Rabepk	7.3229999999999995	4.591	6.187	9.674	10.317
Hunk	0.006999999999999999	0.0	0.154	0.617	0.40399999999999997
AA387883	0.062	0.0	0.0	0.0	0.067
Mrps23	30.823	25.239	35.992	27.607	29.413
Zc2hc1a	0.021	0.009000000000000001	0.23	0.16399999999999998	0.318
Mir7234	0.0	0.0	0.0	0.0	0.0
Tekt2	0.28	0.040999999999999995	0.08	0.037000000000000005	0.0
Fra10ac1	8.158	8.179	8.182	8.033999999999999	7.906000000000001
G630093K05Rik	0.0	0.0	0.0	0.0	0.0
Olfr665	0.0	0.0	0.0	0.0	0.0
Dcaf12l2	0.0	0.0	0.0	0.0	0.0
Vmn1r94	0.0	0.0	0.0	0.0	0.0
1700106J16Rik	0.0	0.025	0.0	0.09	0.0
Olfr859	0.0	0.0	0.0	0.0	0.0
1700110C19Rik	0.193	0.0	0.247	0.0	0.078
Mir6918	1.8219999999999998	0.539	3.1180000000000003	2.895	2.951
Sema4g	0.105	0.179	0.484	0.7190000000000001	1.308
Ptgdr	0.011000000000000001	0.0	0.0	0.0	0.0
Mir6938	0.5579999999999999	1.4869999999999999	1.911	0.887	0.904
Ces5a	0.0	0.0	0.0	0.0	0.0
Tmem98	0.025	0.0	0.086	0.04	0.0
Znf41-ps	0.44799999999999995	1.031	0.46799999999999997	0.289	0.369
LOC102632430	0.0	0.017	0.0	0.0	0.0
Ccdc135	0.0	0.011000000000000001	0.0	0.0	0.0
Adam1a	0.43700000000000006	0.716	0.364	0.125	0.109
Mup10	0.0	0.0	0.0	0.0	0.0
Cdk16	25.945999999999998	21.599	21.726	19.009	18.914
Uroc1	0.040999999999999995	0.0	0.053	0.0	0.017
Stx11	4.734	0.373	39.383	26.142	23.273000000000003
Dazap1	51.38	44.708999999999996	57.895	54.475	47.615
4732416N19Rik	1.261	0.44799999999999995	0.54	0.2	0.204
Olfr875	0.0	0.0	0.0	0.0	0.0
Mir1231	0.0	0.0	0.0	0.0	0.0
St7	4.154	3.0610000000000004	4.718999999999999	2.694	3.1689999999999996
Fancd2os	0.102	0.023	0.131	0.6509999999999999	0.664
Mefv	0.0	0.0	0.019	0.0	0.0
Ntmt1	7.974	4.061	10.175	16.17	12.224
Slc31a1	4.2330000000000005	2.459	15.234000000000002	20.136	20.317
Pira7	0.032	0.0	0.0	0.026000000000000002	0.0
Eme2	6.94	7.832000000000001	4.94	1.929	1.781
Pskh1	17.076	9.693	14.860999999999999	12.745999999999999	14.274000000000001
Slco4c1	0.0	0.039	0.44799999999999995	0.0	0.0
Cdk11b	45.153999999999996	55.021	34.385999999999996	23.764	24.596999999999998
Igll1	0.0	0.0	0.0	0.0	0.0
Retsat	2.3930000000000002	2.412	2.74	5.403	4.109
Gm2109	0.0	0.0	0.0	0.0	0.0
Gareml	0.0	0.0	0.0	0.028999999999999998	0.015
Mrgbp	23.21	16.044	11.357999999999999	10.593	7.672000000000001
Kif26b	0.005	0.008	0.048	0.037000000000000005	0.076
Slc25a33	1.4269999999999998	1.432	1.808	1.3840000000000001	1.621
Treml1	0.0	0.0	0.053	0.0	0.05
Tdrd5	0.155	0.049	0.076	0.018000000000000002	0.09
Rasa4	0.653	1.272	2.344	7.068	20.211
Sh2d2a	70.803	33.183	85.10700000000001	40.234	42.463
Erg	0.0	0.013999999999999999	0.027000000000000003	0.175	0.025
Btbd17	0.031	0.0	0.0	0.0	0.0
Npm3	13.487	38.422	11.681	24.469	24.615
Olfr484	0.0	0.0	0.0	0.0	0.0
Csrnp2	2.353	4.91	3.193	1.3090000000000002	2.1919999999999997
Pbp2	0.0	0.0	0.0	0.0	0.0
Ddx39	28.471	33.296	46.68	45.88399999999999	40.915
Olfr1153	0.0	0.0	0.0	0.0	0.0
Phldb2	0.013000000000000001	0.0	0.0	0.0	0.07200000000000001
Tnfsf15	0.006	0.011000000000000001	0.01	0.142	0.125
Zc3h6	9.235	5.43	3.71	6.037000000000001	6.051
Gimap8	79.791	85.948	59.876000000000005	31.016	35.806999999999995
Lyplal1	0.0	0.0	0.113	0.105	0.071
Defa6	0.0	0.0	0.0	0.0	0.0
Pga5	0.0	0.044000000000000004	0.042	0.0	0.0
Cryzl1	7.245	5.31	6.968	8.327	8.93
Gm12669	4.811	7.131	5.5089999999999995	6.4910000000000005	7.234
Mrap2	0.018000000000000002	0.0	0.0	0.057	0.0
Lmod2	0.0	0.0	0.03	0.055999999999999994	0.028999999999999998
Ip6k1	89.26899999999999	49.526	47.646	56.018	73.544
Rtp3	0.0	0.0	0.024	0.045	0.069
Krt75	0.0	0.0	0.018000000000000002	0.0	0.0
Zfp385c	4.165	2.049	4.704	5.905	7.49
Olfr657	0.0	0.0	0.062	0.0	0.0
Soat1	15.741	5.41	15.758	17.528	15.363
Rnu11	0.0	0.575	0.0	0.0	0.0
Rpl18a	19.596	222.391	16.886	21.334	21.660999999999998
Mxd3	4.638	4.071000000000001	17.208	26.160999999999998	19.589000000000002
5730460C07Rik	0.0	0.0	0.0	0.0	0.0
Slc30a7	10.106	9.46	8.386000000000001	12.63	13.012
Olfr1461	0.0	0.0	0.0	0.0	0.0
Tro	0.073	0.009000000000000001	0.0	0.0	0.034
4930443O20Rik	0.0	0.0	0.0	0.038	0.0
Rpp25	0.0	0.046	0.044000000000000004	0.12300000000000001	0.084
Psmc2	39.174	25.326999999999998	45.261	33.34	35.86
Eci3	0.0	0.0	0.0	0.0	0.084
Kdm5a	14.867	17.761	18.402	21.733	20.699
Fam53b	37.038000000000004	23.595	23.622	13.901	11.135
Fxyd3	0.135	0.0	0.0	0.214	0.327
Serp1	41.635	43.778999999999996	40.698	47.467	68.786
Spns3	0.115	0.068	0.033	0.091	0.062
Mageb16-ps1	0.0	0.0	0.0	0.0	0.0
Fbxw16	0.0	0.0	0.0	0.0	0.0
Ccnh	12.136	7.962000000000001	12.994000000000002	22.339000000000002	23.514
5031434C07Rik	0.0	0.0	0.0	0.0	0.0
4930519G04Rik	0.0	0.0	0.0	0.0	0.0
4933413L06Rik	0.0	0.0	0.0	0.0	0.0
Gm266	0.0	0.0	0.049	0.045	0.0
Layn	0.0	0.017	0.067	0.0	0.0
Sema3c	0.006999999999999999	0.0	0.14400000000000002	0.011000000000000001	0.0
Matn3	0.012	0.01	0.02	0.037000000000000005	0.019
Olfr704	0.11	0.0	0.0	0.0	0.0
Vcpkmt	5.672000000000001	6.365	14.127	15.815999999999999	18.93
Klra19	0.0	0.0	0.0	0.0	0.0
Obox6	0.0	0.046	0.08900000000000001	0.207	0.042
Mir7227	1.193	0.0	0.0	0.0	0.0
Mmp2	0.0	0.0	0.0	0.0	0.0
Cldn4	0.306	0.272	0.19699999999999998	0.335	0.155
Gm20741	0.0	0.0	0.0	0.0	0.0
Nfxl1	3.77	3.0189999999999997	5.575	8.466000000000001	6.754
2210016F16Rik	10.533	6.898	10.834000000000001	9.863999999999999	10.275
Nsg1	0.617	0.27399999999999997	0.278	0.258	0.342
Mcfd2	11.970999999999998	7.88	9.043	12.352	11.138
Uqcc1	7.115	6.55	6.937	5.5920000000000005	5.869
Map7	4.952	6.361000000000001	3.969	15.984000000000002	8.722000000000001
Areg	0.203	0.052000000000000005	0.547	0.046	0.188
Srrd	13.945	10.32	11.612	8.885	10.228
Stx4a	52.648999999999994	41.044	41.315	55.946999999999996	53.49
Erh	1.889	11.479000000000001	3.8960000000000004	3.2760000000000002	2.365
Angel2	29.772	21.266	20.58	12.454	14.405
Hoxa3	0.013999999999999999	0.20600000000000002	0.047	0.087	0.022000000000000002
Ccdc84	15.537	11.114	14.228	11.097000000000001	12.782
4930513D17Rik	0.0	0.0	0.0	0.0	0.0
Tmsb15b1	5.263	3.258	3.6860000000000004	7.985	4.651
Lao1	0.0	0.063	0.0	0.027999999999999997	0.028999999999999998
Emcn	0.0	0.0	0.0	0.0	0.04
Gm12522	0.085	0.0	0.073	0.5870000000000001	0.414
Shf	7.391	3.054	8.6	5.9270000000000005	7.597
Ldlrap1	134.434	41.045	37.26	21.486	17.982
Sept12	0.027000000000000003	0.0	0.0	0.043	0.0
Sprr2b	0.0	0.0	0.0	0.158	0.0
Lipm	0.0	0.0	0.0	0.0	0.021
4930571K23Rik	0.0	0.0	0.0	0.026000000000000002	0.0
Nop58	25.989	35.193000000000005	53.556000000000004	34.986	32.088
Mir1945	0.0	0.0	0.0	0.0	0.0
Tmem179b	37.461999999999996	26.733	32.117	41.413000000000004	34.483000000000004
Vmn2r74	0.0	0.0	0.0	0.0	0.0
Snd1	33.829	22.76	46.076	75.157	99.883
Arpp21	0.031	0.139	0.018000000000000002	0.0	0.0
Ubxn10	0.094	0.0	0.0	0.0	0.0
Olfr169	0.0	0.0	0.0	0.0	0.0
Praf2	5.331	6.68	11.937000000000001	13.557	16.061
Sptbn4	0.036000000000000004	0.038	0.135	0.091	0.243
Mirlet7f-2	0.0	0.0	0.0	0.0	0.0
Mob3c	9.676	11.585	4.573	3.366	4.777
Tada3	18.583	9.812000000000001	11.546	14.960999999999999	15.739
Fastkd5	4.523	3.79	4.061	2.625	3.484
Rgs14	38.339	60.975	11.195	9.125	12.083
Rpgr	1.381	0.7959999999999999	0.9159999999999999	1.4040000000000001	1.854
Hmx3	0.0	0.0	0.0	1.0490000000000002	0.37
Btbd6	15.136	16.099	11.651	8.454	6.803999999999999
Morc3	18.52	25.004	10.211	12.482000000000001	11.714
8430431K14Rik	0.0	0.0	0.0	0.0	0.0
Gpr45	0.018000000000000002	0.008	0.015	0.013999999999999999	0.044000000000000004
Cdc27	8.965	11.409	17.711	23.645	22.819000000000003
Zfp947	0.026000000000000002	0.23199999999999998	0.268	0.083	0.085
Cphx1	0.0	0.0	0.0	0.0	0.0
B4galt6	0.024	0.005	0.01	0.019	0.0
Serpine1	0.069	0.02	1.515	30.581999999999997	12.794
Egfl7	0.24	0.08	1.85	3.435	2.8689999999999998
Gm12603	0.0	0.0	0.0	0.0	0.078
Per3	2.156	0.314	0.397	1.455	1.8869999999999998
Serpina3g	1.393	0.061	0.059000000000000004	0.7929999999999999	5.992000000000001
Olfr895	0.0	0.0	0.0	0.0	0.0
Pon2	18.632	12.703	27.381999999999998	5.474	8.995
Prx	0.342	0.38299999999999995	1.704	1.145	1.0590000000000002
Parp11	15.175	10.629000000000001	5.329	5.837000000000001	9.711
Scn3a	0.004	0.0	0.006	0.006	0.006
Timm50	13.239	12.732999999999999	25.912	20.191	20.343
Prss40	0.0	0.0	0.0	0.0	0.0
Mir297c	0.0	0.0	0.0	0.0	0.0
Dhx38	20.237000000000002	20.706	22.281	18.19	21.05
Mir7-2	0.0	0.0	0.0	0.0	0.0
Wee2	0.27699999999999997	0.075	0.083	0.153	0.156
Ubap1	17.73	12.647	17.08	16.085	16.313
Serpina3k	0.0	0.0	0.0	0.0	0.0
Pnlip	0.0	0.0	0.0	0.0	0.0
Letm2	7.047999999999999	7.835	3.662	7.433	6.045
Sh3rf1	1.7480000000000002	1.023	7.739	9.155	17.635
Gm15421	13.262	48.67100000000001	19.698	38.144	40.549
2010012O05Rik	2.984	1.46	4.725	4.184	3.878
Slc45a3	0.052000000000000005	0.018000000000000002	0.124	0.049	0.185
Slc9a6	5.843999999999999	5.692	7.257000000000001	10.714	7.854
Gm14496	0.0	0.0	0.0	0.0	0.0
Pla2g2c	0.0	0.0	0.0	0.0	0.0
Hist1h2ad	0.065	0.0	0.0	0.10300000000000001	0.105
1700012D14Rik	0.885	0.884	0.284	0.439	0.537
Exoc4	11.171	7.78	15.315999999999999	19.439	19.132
Tnnc2	0.304	0.27	0.0	0.804	0.32799999999999996
Gm15328	0.0	0.0	0.0	0.0	0.0
Olfr220	0.0	0.0	0.0	0.0	0.0
Ccdc148	0.096	0.076	0.016	0.046	0.09300000000000001
Calr	121.74600000000001	155.31	185.205	199.3	177.019
Irak4	11.171	7.58	10.267000000000001	3.7	6.805
Gm20867	0.0	0.0	0.0	0.0	0.0
Cbr2	0.0	0.0	0.0	0.0	0.0
Rnf135	2.4290000000000003	1.338	0.88	0.7040000000000001	1.465
Tmem196	0.0	0.008	0.0	0.0	0.03
Map4k3	4.041	3.9760000000000004	2.329	1.589	1.905
Zic4	0.008	0.0	0.0	0.0	0.0
Gm10863	2.102	0.364	1.8430000000000002	1.7109999999999999	0.914
A230050P20Rik	11.315999999999999	10.509	5.312	12.363	10.357000000000001
Olfr1389	0.0	0.0	0.0	0.0	0.0
Rnf144b	0.008	0.0	0.10400000000000001	0.47	1.535
Kng1	0.0	0.0	0.061	0.0	0.028999999999999998
Trim72	0.013999999999999999	0.1	0.14400000000000002	0.08900000000000001	0.114
Pon1	0.0	0.0	0.0	0.0	0.0
Crebzf	31.686999999999998	22.761999999999997	27.467	23.636	21.311999999999998
4922502D21Rik	0.0	0.02	0.0	0.0	0.036000000000000004
Fbln5	0.0	0.005	0.0	0.009000000000000001	0.019
Ghitm	36.751	27.656999999999996	69.681	91.71	109.45700000000001
Slc39a8	2.32	0.747	21.24	8.972000000000001	15.083
Mir6370	0.0	0.0	0.0	0.0	0.0
Rhot1	9.939	9.626	10.751	8.379	8.992
Mir7051	3.365	0.8540000000000001	2.468	3.82	3.115
Igfbp3	0.0	0.0	0.0	0.0	0.0
Spatc1l	0.026000000000000002	0.139	0.045	0.83	0.508
Sod2	8.587	7.819	9.871	9.093	11.385
Olfr1208	0.0	0.0	0.0	0.0	0.0
S100a5	0.0	0.0	0.0	0.0	0.0
Csf2ra	7.6160000000000005	1.473	5.776	5.722	7.025
Ing4	57.419	25.573	45.56399999999999	36.797	32.277
AA619741	0.0	0.0	0.044000000000000004	0.021	0.063
Slc26a3	0.0	0.0	0.021	0.0	0.0
Bcl9	9.701	11.074000000000002	9.679	16.412	15.589
9230116L04Rik	0.607	0.308	0.742	0.9309999999999999	0.6679999999999999
Tsc1	11.773	10.095	7.272	8.505	8.501
Cd1d2	1.5119999999999998	0.301	0.106	0.0	0.05
Olfr1501	0.0	0.0	0.0	0.0	0.0
Il34	0.06	0.0	0.0	0.032	0.13
Hist1h2af	0.0	0.0	0.0	0.0	0.0
Slc22a16	0.0	0.0	0.0	0.0	0.0
Serpinb3b	0.0	0.0	0.0	0.0	0.0
Csn2	0.0	0.0	0.0	0.718	0.0
Hesx1	0.0	0.0	0.0	0.34	0.7440000000000001
Cc2d1a	16.354	12.571	12.987	10.775	10.880999999999998
Cyth4	93.072	47.158	85.74600000000001	32.616	22.866
Tspyl1	36.834	52.788999999999994	33.723	32.885999999999996	31.775
Ifnab	0.0	0.092	0.0	0.0	0.0
