Gene symbol	mouse_spleen_and_lymph_nodes_Th0_cells	mouse_spleen_and_lymph_nodes_Th17_cells	mouse_spleen_and_lymph_nodes_exFoxp3Th17_cells	mouse_spleen_and_lymph_nodesTreg_cells
Zdhhc6	45.3904	37.7397	43.0554	30.888
	32.9603	22.7567	21.208000000000002	21.2739
Zfp40	3.8264099999999996	5.35649	6.587269999999999	4.80999
	18.6273	8.28983	21.4451	13.9314
Cbfa2t2	16.1313	8.8575	8.134	7.55698
	1.55673	7.757389999999999	5.04922	8.85218
Med15	110.09299999999999	50.3312	60.512	58.8088
Arhgap29	4.3899	3.16344	0.45109	0.155412
Zfp14	17.1022	5.24518	19.1607	7.62942
	1.50377	0.681244	0.841406	0.971852
	0.690408	3.19493	1.68035	1.2796399999999999
Gm5485	1.01063	1.16257	0.764324	3.92775
	14.9844	6.86453	15.1973	8.53685
Sorbs2	6.93602	5.88959	6.00047	1.85729
Rimbp2	15.1271	16.7796	14.8866	11.8826
	1.30603	5.815169999999999	8.72005	0.355935
	6.2236	5.4943	5.901	0.9015129999999999
	24.4556	13.0623	4.0081	15.7395
	2.63159	0.693579	1.38998	0.980231
Ep400	56.2021	34.7754	24.643	32.8536
Ddx24	25.6642	17.3271	23.7306	19.6638
C130079B09Rik	7.79068	6.60393	4.07026	5.03448
Nudt9	6.02835	1.0596	12.3516	2.44035
Ntng1	5.1343	1.6975099999999999	1.09257	2.7431200000000002
	21.8531	13.0206	17.1627	8.20712
Sec14l5	0.797937	2.18718	0.8846729999999999	0.8914219999999999
	17.9423	15.9286	7.75548	14.5245
A630014C17Rik	11.1434	5.0656099999999995	25.8328	0.947041
Zcchc8	35.9054	16.6719	23.7852	21.3417
	4.16735	2.6758	8.45067	0.353802
D630032N06Rik	11.5785	11.7348	14.3485	20.5499
	8.81226	3.97245	4.297680000000001	5.98388
March3	8.12809	8.24047	13.3119	13.8667
	4.11557	2.9493099999999997	6.16148	0.308204
Ipo9	169.77700000000002	190.79	151.558	196.16099999999997
Vta1	26.5889	18.5908	10.6901	18.6241
LOC100504626	2.44811	3.05876	1.3373899999999999	3.9128300000000005
C1qtnf4	0.368658	0.45385699999999995	1.31827	1.1698600000000001
	39.1824	5.91639	13.295	21.9449
Arhgap15	9.40841	9.73837	5.038819999999999	0.171698
4930414N06Rik	8.76781	0.48867299999999997	0.31647600000000004	0.247052
Bmpr2	5.31911	4.93326	6.04214	1.24349
Srcap	29.4128	15.5269	17.5282	19.3783
	1.51909	6.24155	9.09211	9.54252
Gm884	5.60535	1.6879400000000002	3.7602599999999997	6.0900099999999995
B930068K11Rik	10.9712	10.2667	9.50897	11.2235
	78.3659	88.2451	80.5066	32.1053
	4.48002	0.636161	7.48694	5.224530000000001
Dpf3	9.15991	7.79747	11.6182	10.6219
Actr2	84.8061	58.0238	46.3865	80.2969
	4.80313	1.92031	5.03824	3.5619300000000003
Cyp4x1	0.957254	1.39038	4.68996	0.261506
	6.5925899999999995	0.481386	3.18355	4.948519999999999
AW049021	1.53445	2.9931400000000004	0.303778	0.937794
Iars2	28.2009	20.3955	19.007	20.1211
	2.29854	4.29579	2.76812	1.0134299999999998
Smyd1	0.142897	6.366709999999999	15.0789	1.61313
E130107B13Rik	17.2418	10.6692	14.6191	16.9519
Acap2	23.980999999999998	8.9597	7.470680000000001	2.1585400000000003
	1.5238	1.12017	0.43196599999999996	5.414
	12.0893	2.2044599999999996	4.55277	10.8601
D3Ertd547e	1.07354	6.02038	1.9824	4.85952
C80120	15.2937	19.0878	7.310039999999999	9.72953
	1.7225400000000002	8.98736	6.51736	7.71472
	4.482	6.676889999999999	4.6654800000000005	6.02947
Zfat	11.2345	17.7676	2.96671	7.000089999999999
	602.39	122.435	211.9	249.44299999999998
	2.30285	0.464366	3.14293	3.6155
	8.0808	0.5325270000000001	0.187628	20.1771
	0.70532	0.517664	0.689021	8.06814
Xpot	0.40111199999999997	0.0965497	3.5163800000000003	2.10855
Xpot	174.78400000000002	430.079	299.966	239.55599999999998
	30.1472	13.0023	14.3128	5.8186599999999995
Ttc3	12.8654	14.2577	29.4052	7.605289999999999
Prosc	1.60124	2.43751	3.55295	3.5562699999999996
	9.515839999999999	7.490239999999999	9.72328	6.17746
LOC100503611 /// Wnt4	6.11016	5.48041	6.73624	1.36909
6430537I21Rik	54.5574	99.0113	66.2065	52.0009
Nup153	46.7401	50.027	48.3029	35.5083
Cdh8	1.13345	5.82081	0.486249	4.75407
	7.995089999999999	8.95785	9.62433	8.91982
	9.371789999999999	3.22875	3.25041	3.3533
Adamts3	15.7866	3.21023	4.28074	4.83332
	3.4952400000000003	0.42247799999999996	1.9380700000000002	0.699468
	1.44326	4.4644699999999995	0.796395	0.30598600000000004
	21.7153	19.3591	23.8555	15.1231
Maml1	4.4954	0.7650140000000001	0.762783	4.42983
	21.39	6.862830000000001	6.02308	13.0003
Atp8b2	5.29764	1.6956200000000001	9.40925	8.094
Slc4a8	1.32861	5.27329	0.406208	2.77182
	39.1116	27.9304	22.9926	18.7876
	6.28871	6.87868	4.42509	6.37023
Zfp787	11.1899	1.51783	9.54307	7.06122
	8.18764	10.32	4.20363	6.95843
AU015680	13.4964	7.7504	7.10637	3.46858
Dscaml1	0.37504	0.765113	0.598643	0.5079319999999999
Psma3	73.3032	29.9098	33.4898	51.1538
Spag16	4.16496	3.22912	10.3077	5.81924
Slc11a2	14.6525	6.32788	20.0331	10.4399
	5.59435	0.601902	0.350486	0.7520439999999999
Gm12575	0.909573	0.369626	0.412307	1.30895
Usp49	10.9239	2.20114	0.9840909999999999	1.1977
Anapc7	11.2343	9.0585	6.2959	8.00874
Gm6600	1.36067	0.080167	0.277587	0.171194
	39.1853	17.66	11.1841	39.1432
	9.53472	6.78983	16.0115	6.756139999999999
D9Ertd596e	1.99672	2.54435	1.01905	0.5666939999999999
	8.8545	16.639	24.9904	15.5438
Gm12689	1.05129	5.61567	8.13007	1.7154
4921530L18Rik	18.029	25.0002	43.3792	17.3173
	1.63847	3.93246	3.5320300000000002	3.8744199999999998
	253.148	146.422	130.642	141.28799999999998
Slc22a13	4.18963	3.26237	1.31388	4.05448
Stag1	63.4059	17.19	30.4169	27.6715
6530402F18Rik	45.5534	62.7606	45.083	54.4397
	3.56451	16.2218	15.955	7.532889999999999
Zfp467	41.891000000000005	43.4003	53.1178	132.003
Scn1a	1.5003	0.556474	1.2508700000000001	0.5069170000000001
Lmx1b	5.96472	1.07348	0.436988	6.29246
	8.00157	7.56923	6.45744	8.87151
	3.87839	1.7534599999999998	4.940119999999999	2.68997
	27.8009	13.7783	12.616	17.6489
Nup153	190.636	320.78	281.774	208.435
Camk2a	0.802823	8.41898	3.3844199999999995	5.58395
Olfr1344	9.655330000000001	6.909689999999999	0.951959	0.320838
	9.997810000000001	4.71555	7.53235	3.40384
Rassf1	731.341	869.447	589.53	978.1619999999999
	11.9974	9.10022	9.80578	8.68768
	4.236219999999999	2.1653	1.39905	3.2995900000000002
	13.7526	17.0308	17.4214	8.28257
Gm8267	3.5266900000000003	4.5714	3.18008	2.69233
Kcnh5	0.294745	2.09481	5.37288	0.120571
Pax3	2.72439	0.9252610000000001	5.83272	3.06252
	12.4338	9.78617	8.81896	9.82921
	0.790632	0.8825379999999999	0.937866	1.0011700000000001
	1.50625	6.86148	0.106075	1.7894299999999999
	135.033	27.929000000000002	81.4118	37.743
	15.5906	17.4545	19.1506	21.7155
4930447F24Rik	3.388	0.627548	0.7604890000000001	0.645428
4930447F24Rik	1.06021	6.12195	0.335688	4.98125
AW493563	13.8467	8.46215	16.7624	9.329930000000001
Art3	7.1725	0.729975	3.44147	4.54895
Rictor	84.2618	45.3299	39.4406	23.2632
	11.2216	9.0416	8.096910000000001	6.415080000000001
Mapk15	10.116	10.6356	4.69629	7.24436
	4.823840000000001	3.06181	1.45331	5.62099
1190002F15Rik	366.969	88.7977	78.5269	144.936
Rhot1	1.5723799999999999	2.0577	4.4139800000000005	2.19055
Gm10804	0.826361	6.8810199999999995	6.674910000000001	4.49169
	3.31348	3.9811	14.6512	2.2021
Sla	187.865	38.2964	52.6241	125.495
LOC100503150	107.46	59.8379	101.535	25.3989
Zdhhc6	19.3252	18.9145	10.5342	12.349
Prdm10	6.79922	11.2772	23.2221	13.5
	22.1687	6.3373800000000005	15.1374	12.030999999999999
	0.778339	0.5094479999999999	0.58908	1.32181
Zfp142	27.7184	25.5965	25.3143	21.8775
9430051O21Rik	21.5951	12.8028	15.2054	23.3739
	26.335	14.1513	22.4726	16.701
Ppat	0.374946	0.748273	0.859978	0.270843
	88.165	49.1482	68.8306	48.794
P2rx4	1.56356	2.64554	1.22062	7.5547699999999995
1700061N14Rik	4.33271	3.8077	1.7873400000000002	7.696839999999999
	4.28517	4.31286	4.6715800000000005	7.610589999999999
	13.1929	1.67917	6.596989999999999	2.0305299999999997
Tspan11	0.460845	0.32640399999999997	0.287125	0.578461
Emx1	12.8828	1.36447	2.51837	3.34741
Adcyap1	2.88414	3.2366200000000003	1.57475	2.33162
9530006C21Rik	6.3322	2.56278	2.63823	7.26606
	2.90075	0.526837	4.271669999999999	0.763414
AI317158	1.1491	0.751445	0.736758	0.665362
Aak1	4.9263	1.89978	6.921	8.16282
2410022M11Rik	4.93874	2.68947	4.8238900000000005	5.23396
LOC100503546	4.59739	5.33943	2.99364	4.72061
Shisa6	2.8264099999999996	1.09448	1.95125	4.02426
Gm10125	1.87412	5.374709999999999	1.91587	3.5508599999999997
Zc3h12c	5.35216	8.872010000000001	2.55798	7.139880000000001
Dkc1	348.039	319.371	120.961	458.402
	20.5444	15.4926	12.9273	13.2377
	6.18086	0.9249809999999999	1.0431700000000002	1.3643399999999999
	0.703782	0.565661	5.34609	3.6635199999999997
A630033E08Rik	13.3769	9.77031	10.505999999999998	10.8517
Rnf39	3.72016	4.13328	8.93299	3.1187099999999996
	24.2646	8.20112	23.648000000000003	8.64038
Snapc4	0.542783	0.601689	3.9573300000000002	0.806377
Fam136a	26.2197	44.2546	23.4051	17.6477
	34.4497	22.2071	45.8406	20.2945
LOC100503023	12.6438	3.9384	6.0488	1.6392099999999998
6030422H21Rik	55.8439	25.973000000000003	25.3266	65.7942
	0.9676520000000001	6.708880000000001	7.690980000000001	0.43115
Kctd4	3.6388	1.46221	6.949510000000001	8.60622
Spred2	31.5943	10.6789	18.641	19.3858
Ipcef1	23.6401	5.8067400000000005	41.6544	15.5311
	6.53108	3.97382	7.2227	4.1378699999999995
Gm2629	13.3887	14.2659	11.3625	13.2222
	19.8513	12.2164	7.52545	12.0871
	8.58295	10.8641	9.24812	8.123560000000001
	12.5459	13.9026	12.2453	12.2642
	0.24129499999999998	0.10540899999999999	1.61467	1.33556
	6.588989999999999	0.771764	5.321969999999999	0.88221
Tmem176a	12.686	383.783	1515.44	40.4299
Cyp2u1 /// LOC100503594	2.48223	6.6535899999999994	3.9833300000000005	2.3136400000000004
Gm9484	5.09734	6.1666	7.44615	6.181769999999999
Rpain	196.149	185.4	196.967	154.983
	0.233886	1.31865	0.408225	1.01226
2900056M20Rik	38.1901	19.6098	23.8488	20.6614
1700099I09Rik	2.3491	0.555675	6.28153	1.45913
	2.07983	1.7177200000000001	5.65597	0.9444520000000001
Timm50	0.350648	0.777142	0.272404	0.284664
Cdkl2	6.17566	0.7060890000000001	6.39767	1.01979
	13.2489	1.1811200000000002	7.37175	7.123819999999999
1700008F19Rik	15.7157	8.59201	13.9326	8.44077
Zmiz1	76.5175	64.8241	82.2996	66.3102
Mboat1	43.4676	21.5598	14.5707	20.843000000000004
Ighmbp2	30.0188	24.4843	17.7885	19.6726
Ubtd1	0.939525	1.19414	0.809243	1.955
Hsp90aa1	4.72801	0.344145	0.575526	4.82791
Stard5	0.22103899999999999	0.620865	8.8324	0.395002
Akap10	66.5304	40.4205	40.3473	39.4342
Akap10	12.6953	9.44829	7.056989999999999	6.6628300000000005
Clcn5	16.302	14.6515	16.3983	31.8199
Hdac10	2.06163	2.62735	0.8524940000000001	0.144727
	8.17411	3.71553	6.47874	3.40032
	1.08513	0.0822855	0.910935	3.7519099999999996
Mtmr11	4.92004	10.299000000000001	12.4917	11.1256
Gtsf1	8.32466	6.89422	6.63611	10.454
Chrnb2	4.83657	1.80215	0.812479	4.842569999999999
Ercc1	2.65561	2.90919	1.9727400000000002	3.5123800000000003
BC024814	9.192160000000001	15.6971	6.699210000000001	6.419980000000001
Sbno2	44.9259	32.0801	40.0837	28.3881
Adamts16	20.7484	9.9514	3.11249	15.8897
Zfp707	73.5511	66.4181	73.3416	59.4687
5230400M03Rik /// LOC100502767	1.6075	3.0965700000000003	5.24153	2.56662
	16.0652	9.9721	6.4372300000000005	19.7858
Caps2	0.546121	0.271313	0.367053	0.508105
	15.8066	10.3337	16.0373	13.7401
	3.12778	0.5716680000000001	1.30155	3.1333900000000003
	167.21400000000003	64.0382	89.5672	78.9412
1700052M09Rik	5.619759999999999	17.1512	3.1686	21.1825
Tcn2	11.3017	18.4283	55.475	23.4098
Ly6g6c	11.34	11.014000000000001	3.7880300000000005	6.8956100000000005
Atg16l1	6.458880000000001	5.88908	1.20577	4.488569999999999
	0.6893199999999999	0.839585	0.148254	3.03247
	15.6959	11.0107	4.8514	15.0089
Cxcl1	24.1683	25.2476	26.4449	40.3889
Tysnd1	40.0803	28.0954	36.1017	28.8495
Seh1l	5.02117	5.93624	5.8329699999999995	10.3402
	28.0738	35.5705	5.886880000000001	34.0659
	12.357000000000001	10.2312	3.93126	6.40385
Ide	45.6335	54.7646	38.0504	70.3268
1700018G05Rik	0.613154	0.739316	0.884483	1.31395
Ppox	6.55585	3.1579599999999997	2.43282	2.99336
Krt13	5.00662	3.5018599999999998	0.286353	0.916488
Cenpa	4.829940000000001	2.96236	0.48781	6.774719999999999
	2.91056	2.0318099999999997	4.05794	3.11793
Ptdss1	258.714	278.158	328.227	298.721
4930534B04Rik	110.195	83.2295	66.0478	106.661
Dcst2	2.7398	0.314889	2.36312	1.5895700000000001
	0.351993	0.715023	0.23143899999999998	0.422824
Pkd2	8.19207	13.1976	23.9518	16.963
1810044D09Rik	38.5953	38.6633	44.1926	46.4763
	10.9426	3.7375300000000005	5.81778	5.549119999999999
Prl7a1	3.71084	4.99863	6.5217	0.371948
Prl7a1	2.63579	0.12063199999999999	1.28783	2.0261099999999996
1700063J08Rik	2.96769	4.13037	6.85054	0.7885310000000001
Zfp93	17.5222	14.5364	13.8895	3.66508
Tssc1	11.0522	11.7568	8.034980000000001	8.80288
1810049H13Rik	85.7852	107.476	91.9556	66.0924
Mkrn1	20.289	7.99995	12.4695	16.3667
Tmem149	295.20799999999997	68.4541	169.13	278.59
Fam101a	29.3254	11.9072	11.9568	22.8888
	5.785480000000001	6.19418	7.05704	10.1132
0610010O12Rik	7.49171	3.7109099999999997	8.525910000000001	5.21363
Cx3cl1	0.814141	0.53199	0.8533700000000001	0.527957
	2.97039	1.47414	0.20657399999999998	0.527668
Ccdc79	0.315278	0.270149	0.192347	0.276127
Gm6377	0.110081	0.101577	0.618425	0.445301
Zw10	45.1475	17.5128	16.8063	12.8015
Racgap1	0.8399840000000001	1.69353	4.56756	2.54412
Tmeff1	3.0874099999999998	4.25493	5.2275	6.85505
Elovl7	18.9322	42.559	168.09799999999998	25.3118
	13.5813	7.97876	10.0333	7.82505
Tex24	0.223833	0.241248	3.38712	0.288398
Grasp	155.005	77.1335	50.7052	161.264
	28.4077	13.3979	16.1497	23.0711
	31.8702	8.82789	16.7228	28.967
B230120H23Rik	6.5397300000000005	0.314488	4.07066	2.32155
Ms4a15	21.0899	22.3233	15.2439	13.2594
Bcan	6.37057	1.7457900000000002	4.941669999999999	1.01434
Hspbap1	69.9402	70.0904	80.2861	66.7381
Fahd2a	63.5687	46.0166	64.1303	44.6274
Slc29a4	60.0661	32.1107	58.353	63.3357
Metrnl	2.84179	1.67025	3.5045300000000004	8.82625
Fam114a1	17.5096	18.5411	7.22602	26.2718
Snrpn /// Snurf	0.557773	0.30709899999999996	0.6220100000000001	0.19851400000000002
Syap1	52.4704	77.5598	91.5401	93.8243
Cd93	5.031630000000001	8.97125	5.93741	5.43858
Cd93	0.930826	1.38496	5.58761	1.2329299999999999
Nipal4	6.00181	3.02733	8.05113	4.44943
Ccne1	176.645	149.599	108.61399999999999	216.64700000000002
Gart	19.8323	16.5176	11.1657	22.2459
C2	2.44578	4.5961099999999995	1.8711400000000002	6.50887
Luzp2	0.125504	2.74244	0.294702	0.313145
Fgf3	1.8229400000000002	6.89887	6.50126	8.76585
Plin5	0.9176639999999999	3.4745800000000004	1.7535900000000002	4.33288
Odf3	0.30845500000000003	0.206965	0.5272560000000001	0.699723
Tmem40	1.55639	20.857	8.13846	13.639000000000001
Serpinb6e	58.4598	54.7135	49.6236	66.5316
Crat	21.7447	33.8188	29.4668	27.151999999999997
Trmt2a	6.218319999999999	7.33828	4.84432	11.2977
Esrrb	10.7702	10.8196	17.3251	20.1268
Vps11	35.3835	18.8257	17.4916	16.6599
Edn3	7.4621699999999995	3.99801	10.6949	1.247
Edn3	30.7213	9.00948	28.1093	20.6406
Slc15a4	4.88015	4.62852	0.7128899999999999	0.227348
Tmie	45.0389	13.7602	91.1406	2.24214
Syt7	5.72237	5.408580000000001	6.081930000000001	0.9354690000000001
Ell	102.439	85.9798	42.2455	83.677
B4galnt2	2.17441	0.30649699999999996	3.72945	2.63762
Vat1	23.5022	31.0579	17.8346	32.6239
Gss	73.8672	65.0417	74.7132	61.7434
	4.53411	3.5366	0.321382	6.386340000000001
Pigz	9.40815	48.588	0.8802719999999999	14.6604
	6.786580000000001	0.287576	0.51669	4.72107
Ankra2	27.6103	12.1184	23.3003	17.06
	2.77353	1.96753	5.56989	3.5668900000000003
Pink1	498.712	259.022	535.5	208.838
Cables1	0.257948	3.7942699999999996	3.02665	3.9492300000000005
2410003I16Rik	2.50379	1.3975	0.935377	0.111801
Klhdc8a	6.94612	1.2048299999999998	0.724621	2.90463
Serpinb5	1.38063	4.62365	3.82039	0.152015
Snupn	74.9483	97.6208	47.1104	114.729
	59.3657	94.2736	83.7524	100.78299999999999
Gpr135	5.34852	6.30552	5.86845	7.367960000000001
Abhd14a	175.82	244.456	177.582	204.322
Itih5	370.509	6.32679	6.34662	985.791
Sik3	90.7662	120.26100000000001	62.3862	92.2325
Zfand3	626.4580000000001	681.221	1127.8	590.119
Slc39a6	8.79158	27.04	25.5657	34.5161
2010109A12Rik	16.9651	19.6175	38.8061	14.2078
2010109A12Rik	8.39535	6.92065	9.7786	0.649629
Lynx1	44.3524	28.747	38.9148	31.4927
Stox2	9.01119	3.3973	7.11124	12.1473
H1fnt	4.84659	5.59387	3.47139	0.6070979999999999
Paip1	42.886	53.0079	61.5192	44.7154
Cux1	50.2337	43.708999999999996	60.0354	56.8962
2410076I21Rik	1.4117600000000001	2.69163	1.98822	3.5404199999999997
Ager	66.4086	5.9221699999999995	33.9666	13.7443
Jkamp	321.786	251.19299999999998	394.775	234.696
5730494M16Rik	117.38600000000001	104.359	163.122	117.69
Mtap9	9.45321	30.4699	10.8503	14.2431
Alox5	1.03105	3.4458300000000004	9.75833	7.49402
Prosapip1	17.0227	8.93943	14.0183	5.894909999999999
Qk	1.10618	0.580298	5.91493	7.052639999999999
Ccdc38	13.6044	4.484719999999999	15.1296	8.45861
Trpm3	0.865776	0.499541	1.31629	0.37392
Pddc1	56.1401	46.8581	54.5503	40.7574
Tspan9	0.721912	3.5211699999999997	1.25432	1.45749
Trim36	16.5323	18.9791	19.0668	22.3185
E430010N07Rik	118.56299999999999	147.128	189.922	109.287
	121.555	565.499	194.895	122.552
6230424C14Rik	3.22375	3.4308	3.73602	5.62908
Zfp295	32.6388	42.0348	25.2807	44.8727
Camk4	12.6843	14.5016	29.5814	11.0471
Acpp	88.167	162.685	600.98	28.4406
5430434G16Rik	108.65	131.461	268.608	59.4395
9630023C09Rik	4.28481	10.0055	7.567639999999999	1.39647
Aqp6	3.7334099999999997	0.36930100000000005	4.18096	0.567854
BC060267	0.442117	0.106928	0.9147489999999999	1.8031700000000002
C030007I09Rik	115.695	120.089	180.493	106.624
Tmprss11f	3.63297	0.8669600000000001	0.24650100000000003	4.6109800000000005
Taf7	6.07484	0.453263	1.78047	4.94003
	4.80889	0.445251	0.189941	0.793829
Clspn	74.7686	58.6591	21.1035	91.9018
4933416C03Rik	3.7853800000000004	1.31545	8.03265	0.8841629999999999
Zcchc6	50.9033	92.5518	52.5541	116.182
Mbd5	104.34	157.435	138.44799999999998	88.9088
Ppm1k	56.2602	56.8323	90.37200000000001	39.7178
Bnip2	90.1397	84.686	124.45200000000001	86.1358
Mre11a	23.7503	28.7521	25.8393	28.753
Prss53	5.84467	4.67802	8.2345	1.98174
Rab14	53.2939	35.9375	61.1946	37.4806
Ap3s2	24.3524	18.8914	25.3524	18.4775
Pcdhb16	7.435010000000001	1.14293	7.04586	8.01117
	2.94402	1.01566	1.11735	7.61278
9530082P21Rik	2.1377200000000003	36.0658	19.5238	21.6229
Zfp184	0.720092	1.04322	0.937959	0.425997
	42.8456	19.8346	37.7315	21.3134
	23.4897	14.0002	38.986	9.3411
Mfsd2b	5.44685	2.7737	2.90574	5.44897
Prkab2	8.16991	0.750054	6.644260000000001	5.85217
Tmf1	86.8823	146.014	107.36399999999999	99.5226
Diap2	124.74799999999999	198.067	275.563	172.287
Trim65	32.6988	23.0605	38.9316	28.2882
AW987390	26.4834	16.9215	29.8236	13.2272
	63.1169	51.2915	90.3467	59.7507
Zmym5	89.4982	70.3094	207.805	70.6074
LOC100502695	11.7492	11.054	13.0476	12.8302
Eif2c3	8.16538	7.486610000000001	13.7601	3.98426
Casz1	3.8707	10.0066	2.191	4.8059400000000005
A230065H16Rik	14.9259	3.22836	12.5635	3.18257
AU015791	8.05311	2.8288900000000003	0.9431930000000001	14.1026
Ccdc79	8.30756	2.90444	2.64978	4.45443
	43.408	29.6842	30.3493	50.8967
2500002B13Rik	29.217	51.2226	11.5638	31.9651
D630004N19Rik /// Mrpl48	10.1801	3.7126900000000003	10.5754	9.558769999999999
Nfs1	27.4154	15.4824	21.4767	10.2463
Btg1	310.726	230.472	566.951	92.3657
	0.46324499999999996	0.581098	0.44086099999999995	1.7812700000000001
Gm12863	0.586018	0.28144600000000003	0.9865879999999999	2.1991099999999997
Gnal	10.5789	47.3186	29.164	13.1649
Themis	65.0859	89.5726	35.6314	17.6163
A530030E21Rik	0.532838	2.16636	0.217915	1.41009
Ppp1r3e	52.8573	44.6861	26.3691	45.8379
	0.323883	5.0332	0.44603999999999994	0.50402
	7.80438	5.9301900000000005	7.1086	6.35657
Nbeal1	97.5624	156.416	221.55	149.201
B4galnt2	6.856489999999999	4.85227	4.6761099999999995	8.08135
Kcnq1ot1	57.4939	40.3298	24.1115	35.4575
	80.5124	58.7711	39.954	71.5075
Ccdc109a	5.66392	1.4519600000000001	0.970585	10.4477
BC030500	1.06406	1.8863900000000002	1.07461	0.763727
C1qtnf9	8.24836	0.9652959999999999	5.75575	2.51876
Fastkd1	15.0415	14.0918	13.7086	21.021
Chrna5	4.07534	4.01907	8.44563	0.252627
	2.97309	1.7937400000000001	8.4476	1.2094
	0.5704060000000001	3.7549300000000003	18.9771	0.8505799999999999
Rbm26	74.0607	95.2809	86.6987	110.459
Tox	50.7664	12.6337	83.1694	68.9902
Tmem125	4.85363	3.0962099999999997	4.70903	2.46136
LOC552876	2.62101	2.572	4.27613	3.5180599999999997
LOC100504637	81.008	71.6646	65.404	66.8082
Lhfpl4	7.4743699999999995	0.972024	1.30513	0.649122
	60.4246	48.937	44.6636	27.3201
	108.12899999999999	97.2894	123.39	89.9063
Shroom2	2.4798400000000003	0.5906399999999999	1.34673	1.03149
Rreb1	13.5998	6.14003	0.705307	9.82889
Rnf11	12.4436	22.1189	27.6726	14.2511
	0.38782300000000003	0.28888600000000003	0.5648270000000001	1.32283
Zfp608	51.5007	36.7897	23.883000000000003	35.7618
Hist2h3c1	18.4083	17.6158	62.6001	7.85685
	90.7031	47.2877	60.2979	50.9004
	11.2061	7.40221	5.15298	4.1847199999999996
	35.0603	17.7628	26.5379	15.8598
	11.2382	0.547112	0.8966879999999999	3.8610800000000003
	39.0883	3.9868900000000003	7.522139999999999	14.0164
AA986695	6.91527	4.31274	13.0748	0.917567
Psmc3ip	127.647	104.27799999999999	60.8492	185.55700000000002
Fxr1	24.8119	22.7016	23.1133	25.5156
Prepl	1.27247	5.792009999999999	4.624140000000001	6.09031
Btbd7	93.1436	69.6145	120.844	88.6216
7120426M23Rik	17.1977	29.3179	36.8153	24.2292
Adamtsl1	0.983456	2.5953	0.760814	4.2777400000000005
AW556556	2.71248	9.65992	6.68232	2.42298
Arhgap17	36.666	22.1177	34.5876	26.6782
C530028O21Rik	0.705324	0.52091	0.7593449999999999	0.713555
	1.89493	3.85285	5.22353	6.19434
LOC100504135	1.26201	6.571439999999999	3.8410300000000004	6.660710000000001
Ept1	57.369	31.9416	19.3458	42.7782
Mllt10	66.1503	39.6169	39.1091	32.8371
Abce1	28.6483	18.0447	4.18745	17.7785
C230081A13Rik	8.657810000000001	5.70845	1.0463	9.16918
Inpp1	71.2841	62.4823	61.1212	72.952
	3.95295	92.6308	181.708	17.4449
AI314604	0.8257969999999999	5.2817300000000005	6.831360000000001	5.96875
Cobl	0.673823	0.701631	1.3494700000000002	0.53827
2310076G05Rik	0.258325	2.45413	3.34915	0.19661700000000001
	25.9193	10.6879	16.5541	17.1003
Sgms1	25.5952	1.92947	2.7229900000000002	18.7246
	15.3371	7.459919999999999	21.3638	7.232410000000001
Gm4632	3.7563400000000002	5.35697	0.9899600000000001	5.4333800000000005
C3ar1	7.78534	2.9342099999999998	0.54889	0.785537
Rsrc2	187.889	123.25	137.64600000000002	128.571
Prkrip1	5.00409	0.832987	2.99395	0.791775
Whsc1l1	81.5959	78.6653	51.3121	62.4361
	21.8783	13.6098	17.3374	23.654
H3f3a	66.6279	50.2782	104.33	37.126
9230111E07Rik	21.8748	31.184	24.439	14.4569
Gm11563	1.3229899999999999	0.8107949999999999	6.6815	1.12816
8030451A03Rik	9.02181	10.25	71.3323	20.7348
	2.18925	2.07333	2.77541	0.495626
	15.1093	5.56659	1.70005	2.65347
Adc	3.22622	0.980283	0.7259359999999999	1.83411
Ing5	32.5912	24.1017	17.7318	44.5851
Asxl3	13.8114	9.09482	3.71918	5.20509
Lrrc66	1.80165	10.1087	1.05433	18.2888
	0.14415999999999998	1.9041299999999999	1.6988299999999998	0.142618
AU022434	58.1804	22.0389	55.4595	25.5584
Usp31	10.0707	18.8814	12.6894	8.51349
Inpp5f	13.1913	23.3294	42.428000000000004	12.742
Elfn1	1.35354	0.718909	0.39769	0.89284
	30.0698	12.9827	13.2707	28.2561
Nipbl	37.9248	22.5118	25.7562	25.8216
	11.544	0.814222	7.801360000000001	8.82388
Sh3rf3	6.33211	4.16292	7.55253	8.85812
Fancm	19.0526	13.6894	17.8257	26.2592
Flnb	13.9092	14.5296	51.3551	22.3092
	8.06426	13.895999999999999	19.5316	14.4794
	94.2149	59.218999999999994	52.5862	57.3963
Smyd3	17.6406	11.1738	5.69001	19.3457
D430033H22Rik	45.0664	21.7402	19.7871	31.1666
Vps18	38.2464	16.3806	26.5563	16.1347
5330417C22Rik	0.493047	0.598078	8.22832	0.47244899999999995
Gpn1	2.30238	4.49538	7.02893	5.93443
Fam38b	6.72535	0.351772	3.60965	2.9792400000000003
Gpr176	6.38861	0.828327	2.17197	1.7163099999999998
	12.257	1.65576	0.9307049999999999	1.9958799999999999
	7.34513	4.62071	2.71927	6.8365
AI449212	7.12869	8.638119999999999	17.0673	8.71845
G730007D18Rik	60.4538	36.5646	63.1955	48.5627
Arpp21	4.01756	3.0789299999999997	4.06423	3.20987
