sequence_identifier	chr_name	start	end	strand
NM_019494	chr5	92359544	92362276	1
NM_019496	chrX	142853473	142965727	1
NM_019497	chr5	34661379	34755303	0
NM_019498	chr2	28206689	28230736	0
NM_019499	chr6	66536468	66540991	0
NM_019500	chr16	93919030	94007836	1
NM_019501	chr2	22896522	22940259	0
NM_019502	chr7	105641540	105641845	0
NM_019503	chr7	31051677	31054655	1
NM_019505	chr11	89037581	89059747	1
NM_019506	chr14	33942039	33947198	0
NM_019507	chr11	97098006	97114330	1
NM_019508	chr18	61688935	61692537	0
NM_019510	chr3	36620481	36689166	1
NM_019511	chr11	6659533	6677475	0
NM_019514	chr4	65380802	66403482	1
NM_019515	chr5	76333494	76362776	1
NM_019516	chr19	7596660	7606175	1
NM_019517	chr16	97357728	97439012	0
NM_019518	chr15	101225207	101232756	0
NM_019519	chr14	55715876	55721175	1
NM_019521	chr8	13465373	13493534	1
NM_019535	chr4	85206456	85389379	0
NM_019536	chr5	124726085	124834308	0
NM_019537	chr16	95979934	95989902	1
NM_019538	chrX	53070001	53113404	1
NM_019539	chr13	61352460	61357169	1
NM_019540	chr19	12428905	12432110	0
NM_019541	chr13	61246746	61254347	1
NM_019542	chr6	83796057	83802556	0
NM_019543	chr16	94364451	94370014	1
NM_019544	chr12	11208381	11207947	1
NM_019545	chr3	98874518	98892229	1
NM_019546	chr7	30494658	30513402	0
NM_019547	chr2	173022902	173034731	0
NM_019548	chrX	150644709	150656435	1
NM_019549	chr11	16971205	17007717	1
NM_019550	chr3	119718741	119782387	1
NM_019551	chr13	24832659	24842153	0
NM_019552	chr8	123952458	123982121	1
NM_019553	chr10	62580246	62601297	1
NM_019561	chr3	95625980	95632117	0
NM_019562	chr1	143778278	143807466	0
NM_019563	chr4	120667563	120667820	0
NM_019564	chr7	130937203	130985658	0
NM_019565	chr12	116048724	116063207	0
NM_019566	chr7	102239122	102249117	1
NM_019567	chr14	54642160	54652684	1
NM_019568	chr13	56288642	56295550	1
NM_019569	chr6	28428901	28438622	0
NM_019570	chr1	38052785	38128661	1
NM_019571	chr3	138743208	138904433	0
NM_019572	chr15	97792663	97830766	1
NM_019573	chr8	114440652	115352712	0
NM_019574	chr11	3291457	3309083	0
NM_019575	chr10	80603882	80615783	0
NM_019576	chr8	22228303	22261332	0
NM_019577	chr5	135569936	135572042	1
NM_019578	chr4	134356372	134371546	1
NM_019579	chr12	78749947	78840713	0
NM_019580	chr7	118688557	118704737	1
NM_019581	chr17	46162032	46169370	0
NM_019582	chrX	7608103	7635196	0
NM_019583	chr14	29996167	30007895	1
NM_019584	chr11	101288266	101301266	1
NM_019585	chr4	152120875	152127924	1
NM_019586	chr4	33032425	33052364	0
NM_019587	chrX	73758103	73772510	0
NM_019588	chr19	38525197	38785100	0
NM_019626	chr8	87468852	87471591	1
NM_019631	chr16	56805160	56885162	1
NM_019632	chr2	148694656	148731419	1
NM_019634	chrX	10486116	10596604	0
NM_019635	chr15	34875498	35154805	1
NM_019636	chr5	64161260	64351486	0
NM_019637	chr14	45352186	45376884	0
NM_019639	chr5	125385964	125389016	1
NM_019640	chr5	111331697	111388359	0
NM_019641	chr4	134469320	134473843	0
NM_019642	chr2	157280098	157326318	0
NM_019643	chr6	148921058	148945431	1
NM_019645	chr1	135871394	135918023	1
NM_019647	chr5	146833890	146837032	0
NM_019648	chr10	93858489	93890201	1
NM_019649	chr7	19631579	19664029	1
NM_019650	chr11	103676848	103696709	1
NM_019651	chr9	56995968	57062807	0
NM_019652	chr8	85017930	85024277	1
NM_019653	chr11	79239381	79253694	1
NM_019654	chr17	87108679	87137588	0
NM_019655	chr3	89731718	89753455	0
NM_019656	chrX	133891069	133897428	1
NM_019657	chr2	94032696	94156908	1
NM_019658	chr19	53945876	54033278	0
NM_019659	chr9	32373418	32399194	0
NM_019660	chr4	123906013	123912250	0
NM_019661	chr11	5956758	5967781	0
NM_019662	chr8	104628065	104630320	1
NM_019663	chr9	62880076	62979878	1
NM_019664	chr16	95258558	95300258	0
NM_019665	chr16	59613320	59638338	1
NM_019666	chr9	88455581	88481396	1
NM_019667	chr2	52692205	52741148	1
NM_019668	chrX	36875366	36884220	0
NM_019670	chr14	86656322	87140113	1
NM_019671	chr13	3882017	3917219	1
NM_019673	chr3	32709546	32726971	0
NM_019674	chr7	126785867	126791470	1
NM_019675	chr14	66345375	66361680	0
NM_019676	chr9	119071527	119092501	1
NM_019677	chr2	134787164	135475258	0
NM_019678	chr16	56690328	56716449	1
NM_019679	chr11	103172138	103198900	0
NM_019680	chrX	48411048	48462131	1
NM_019681	chr2	31246923	31295471	0
NM_019682	chr5	115297109	115299989	1
NM_019683	chr9	14780197	14781963	1
NM_019684	chrX	73775422	73778924	0
NM_019685	chr6	88466423	88497566	0
NM_019686	chr9	54545351	54559078	1
NM_019687	chr11	53983125	54027089	1
NM_019688	chr2	71982215	72257474	0
NM_019689	chr9	57790504	57833233	1
NM_019690	chr2	174285320	174338084	0
NM_019691	chr9	4417892	4795233	1
NM_019693	chr17	35242746	35253707	0
NM_019694	chr5	33741351	33781703	1
NM_019695	chr8	105702647	105703494	0
NM_019696	chr2	130390774	130396628	1
NM_019697	chr6	21217109	21729805	0
NM_019698	chr19	40550256	40587462	1
NM_019699	chr19	10064163	10100502	1
NM_019700	chr5	110773666	110779595	1
NM_019701	chr4	141404356	141414987	1
NM_019702	chr10	21296979	21368889	0
NM_019703	chr13	6579873	6647770	1
NM_019704	chr9	107534945	107538656	0
NM_019705	chr2	152316333	152331638	1
NM_019706	chr18	21002341	21028223	0
NM_019707	chr8	118284755	119323448	0
NM_019708	chr8	83434491	83441661	1
NM_019709	chr8	119508151	119557760	1
NM_019710	chrX	152017428	152061973	0
NM_019711	chr10	128129469	128175567	1
NM_019712	chr15	81467316	81476369	0
NM_019713	chr9	107555583	107562267	0
NM_019715	chr6	72841113	72898978	1
NM_019716	chr8	85300632	85308279	0
NM_019717	chr17	79848389	79895122	1
NM_019718	chr19	46531108	46572084	1
NM_019719	chr17	25830635	25832360	1
NM_019720	chr9	107539010	107540864	1
NM_019721	chr14	52294841	52304123	1
NM_019722	chr19	6134388	6140136	1
NM_019723	chr11	53950823	53979026	1
NM_019724	chr4	17854482	18118734	0
NM_019725	chr10	81576287	81590845	0
NM_019726	chr11	69915192	69916591	0
NM_019727	chr9	66088126	66123885	1
NM_019728	chr8	19199704	19201547	0
NM_019729	chr2	126708328	126759314	0
NM_019730	chr17	24897500	24897529	0
NM_019731	chr17	26091744	26094469	1
NM_019732	chr4	135121645	135177990	0
NM_019733	chr8	33782643	33928862	1
NM_019734	chr8	41340642	41373696	1
NM_019735	chr2	103074675	103092649	0
NM_019736	chrX	155263500	155297507	0
NM_019737	chr18	20684598	20745403	1
NM_019738	chr7	126623245	126624469	1
NM_019739	chr3	52269337	52350109	0
NM_019740	chr10	42185785	42275741	1
NM_019741	chr4	150120344	150144168	0
NM_019742	chr9	107564255	107566108	0
NM_019743	chr6	100228564	100286357	1
NM_019744	chr14	32166789	32179855	0
NM_019745	chr3	75516489	75555851	1
NM_019746	chr7	35641984	35646481	1
NM_019747	chr5	138139701	138154743	1
NM_019748	chr7	16327050	16386895	1
NM_019749	chr11	69992370	69994949	0
NM_019750	chr9	107581170	107584048	0
NM_019752	chr6	83051266	83053570	1
NM_019753	chr4	11759157	11817905	0
NM_019754	chr16	45711229	45723530	1
NM_019755	chrX	7668115	7670277	1
NM_019756	chr11	86545991	86567360	0
NM_019757	chr10	81366878	81377369	1
NM_019758	chr2	90848155	90866634	0
NM_019759	chr1	164797732	164824266	0
NM_019760	chr10	57515774	57531528	1
NM_019761	chr2	148673615	148676026	0
NM_019762	chr7	141080769	141090510	0
NM_019763	chr4	141467889	141537596	1
NM_019764	chr9	102718804	102733417	0
NM_019765	chr5	123577793	123683360	1
NM_019766	chr10	128059982	128077254	0
NM_019767	chr5	145084869	145108756	0
NM_019768	chrX	136732947	136740608	1
NM_019769	chr2	119548707	119587022	0
NM_019770	chr5	124541791	124550503	0
NM_019771	chr2	143916331	143943324	0
NM_019772	chr7	116094380	116105210	0
NM_019773	chrX	166457251	166478866	1
NM_019774	chr17	32303675	32320152	1
NM_019775	chr14	75243287	75283553	0
NM_019776	chr6	28481348	28888832	0
NM_019777	chr1	131254601	131278562	1
NM_019778	chr16	43248284	43619123	0
NM_019779	chr9	58016017	58027023	0
NM_019780	chr5	122355413	122363287	0
NM_019781	chr4	148960534	149098811	1
NM_019782	chr4	119233915	119248977	0
NM_019783	chr4	119233915	119248977	0
NM_019784	chr12	76198689	76245745	1
NM_019785	chr12	70938857	70964717	0
NM_019786	chr10	121546455	121585793	1
NM_019787	chr2	144557229	144590753	0
NM_019788	chr2	122739505	122749487	0
NM_019789	chr2	127456497	127520391	1
NM_019790	chr1	50928523	51187270	0
NM_019791	chrX	94535473	94541073	1
NM_019792	chr5	145977193	146008616	1
NM_019793	chr9	56135883	56160069	1
NM_019794	chr8	85537639	85554270	1
NM_019795	chr11	100582835	100619167	1
NM_019796	chr9	88449363	88481396	1
NM_019797	chr9	65828925	65907793	1
NM_019798	chr9	21197705	21213248	0
NM_019799	chr7	79593362	79616656	1
NM_019800	chr3	97159777	97176576	0
NM_019802	chr6	72415308	72431106	0
NM_019803	chr10	77623321	77645990	0
NM_019804	chr16	38743259	38769054	0
NM_019805	chr5	122423444	122444911	0
NM_019806	chr2	173738571	173784336	0
NM_019807	chr9	104298999	104336721	1
NM_019808	chr3	142239584	142394695	1
NM_019809	chr3	142302079	142394695	1
NM_019810	chr5	33105219	33162699	0
NM_019811	chr2	155519043	155562743	0
NM_019812	chr10	63319004	63338031	1
NM_019813	chr13	55473427	55487075	1
NM_019814	chr9	121848559	121856999	1
NM_019815	chr9	99690796	99709062	1
NM_019816	chr11	84422855	84512500	1
NM_019817	chr15	103273918	103299864	0
NM_019818	chr11	76408143	76416313	0
NM_019819	chr11	84048044	84067356	1
NM_019820	chr14	55878919	55883255	1
NM_019821	chr5	114669499	114689934	1
NM_019822	chr2	180172588	180176283	0
NM_019823	chr15	82370526	82379259	1
NM_019824	chr5	122392928	122406178	0
NM_019825	chr2	155390655	155439782	1
NM_019826	chr2	118863000	118881357	0
NM_019827	chr16	38090001	38246079	0
NM_019828	chr2	155634276	155691383	1
NM_019829	chr19	8742803	8755642	0
NM_019830	chr7	44976754	44985419	1
NM_019831	chrX	101404383	101419221	1
NM_019832	chr13	58233350	58273187	1
NM_019833	chr2	26629457	26636497	0
NM_019834	chr5	114727407	114772490	1
NM_019835	chr2	167298444	167348177	1
NM_019836	chr5	77294168	77309085	1
NM_019837	chr17	27579390	27622451	1
NM_019840	chr4	102255939	102607262	0
NM_019861	chr19	4856129	4860912	0
NM_019864	chr9	95858597	95951644	0
NM_019865	chrX	134586654	134588062	0
NM_019866	chr7	44525994	44531070	1
NM_019867	chr1	87476828	87509361	1
NM_019868	chrX	134602286	134607054	0
NM_019869	chr19	4800565	4810633	1
NM_019870	chrX	73916869	73920943	1
NM_019871	chr11	69759885	69760843	1
NM_019872	chr4	107676289	107683161	1
NM_019873	chr17	34645883	34646327	0
NM_019874	chr4	42954094	42958732	0
NM_019875	chr5	124061856	124094797	1
NM_019877	chr11	96850876	96861202	0
NM_019878	chr5	87513338	87537194	1
NM_019879	chr6	73249505	73276907	0
NM_019880	chr17	29332075	29346903	1
NM_019883	chr8	70508265	70509366	1
NM_019910	chr17	23881876	23882853	0
NM_019911	chr3	81958413	81974727	1
NM_019912	chr18	35772559	35807172	0
NM_019913	chr15	77915050	77927993	1
NM_019914	chr3	95218543	95227676	1
NM_019915	chr7	101578859	101580160	1
NM_019916	chr11	33200751	33202587	1
NM_019917	chr6	124025758	124062035	0
NM_019918	chr3	64082642	64105458	0
NM_019919	chr17	75006529	75392967	0
NM_019920	chr3	137919555	137928762	0
NM_019921	chr11	61871306	61929256	1
NM_019922	chr9	114375130	114389711	1
NM_019923	chr6	146108298	146501222	1
NM_019924	chr19	6829083	6839626	1
NM_019925	chr12	112850875	112859915	1
NM_019926	chrX	71216082	71315295	0
NM_019927	chr9	59388553	59485373	1
NM_019928	chr7	43882172	43885804	0
NM_019929	chr10	77607097	77618331	0
NM_019930	chr13	43402672	43479972	1
NM_019931	chr3	105459816	105669209	0
NM_019932	chr5	90773435	90773383	0
NM_019933	chr1	119658092	119836070	1
NM_019935	chr19	5549136	5559574	1
NM_019936	chr17	87026561	87035808	0
NM_019937	chr3	65946150	65957224	1
NM_019938	chr8	109495027	109542642	0
NM_019939	chr6	50111241	50198598	0
NM_019940	chr7	24193214	24207148	1
NM_019941	chr7	24135163	24143241	0
NM_019942	chrX	36911271	36988694	1
NM_019943	chr5	142527739	142529075	1
NM_019944	chr5	29473822	29477469	1
NM_019945	chr8	84911852	84936352	1
NM_019946	chr6	138141537	138156752	0
NM_019948	chr6	123281788	123288870	1
NM_019949	chr2	84799828	84810003	0
NM_019950	chr8	111889134	111909198	1
NM_019951	chr7	80915378	80946549	1
NM_019952	chr19	4215392	4222615	0
NM_019953	chr10	128323459	128327187	0
NM_019955	chr14	55784994	55787856	1
NM_019956	chr15	101733948	101742096	1
NM_019957	chr3	146581372	146614597	1
NM_019958	chr10	5825663	5921399	1
NM_019959	chr11	118434801	118451782	0
NM_019960	chr13	113662895	113662675	1
NM_019961	chr10	13523944	13552141	1
NM_019963	chr10	128271576	128292849	0
NM_019964	chr6	88223268	88223256	0
NM_019965	chr10	59880591	59898016	0
NM_019966	chr8	119395892	119411088	0
NM_019967	chr4	68761371	68953396	1
NM_019968	chr13	54576013	54581128	0
NM_019969	chr4	3901157	3937404	1
NM_019971	chr3	81037416	81214031	0
NM_019972	chr3	108285064	108361519	0
NM_019973	chr16	91648824	91663318	0
NM_019974	chr7	43777329	43779262	0
NM_019975	chr14	31607225	31639964	1
NM_019976	chr3	108384838	108388231	0
NM_019977	chr15	89335473	89337007	0
NM_019978	chr3	55243526	55539068	0
NM_019979	chr14	29969380	29975074	0
NM_019980	chr16	10959272	10992120	1
NM_019981	chr7	24668011	24671049	1
NM_019982	chr5	112419150	112576197	1
NM_019983	chr5	130188180	130214337	0
NM_019984	chr14	55700008	55712087	1
NM_019985	chr6	129398297	129405413	0
NM_019986	chr13	64162866	64186537	0
NM_019987	chr9	78114238	78172109	0
NM_019988	chr17	24473549	24478077	1
NM_019989	chrX	109096407	109162467	0
NM_019990	chr7	101322319	101346312	0
NM_019991	chr13	27802655	27808716	0
NM_019992	chr5	86072828	86103993	0
NM_019993	chr1	167350991	167368530	0
NM_019994	chr12	55602889	55820515	1
NM_019995	chr3	54694105	54716837	0
NM_019996	chr18	56573871	56587712	0
NM_019998	chr4	47469832	47473366	1
NM_019999	chr1	74333610	74353692	0
NM_020000	chr4	118410337	118415824	0
NM_020001	chr6	123230843	123247024	0
NM_020002	chr14	55619166	55625395	0
NM_020003	chr3	88326023	88328631	0
NM_020004	chr11	100704745	100711466	1
NM_020005	chr17	53567971	53672721	0
NM_020006	chr11	113726849	113750159	1
NM_020007	chr3	60502252	60629748	0
NM_020008	chr6	129461590	129471776	1
NM_020009	chr4	148449582	148557685	0
NM_020010	chr5	4080673	4103696	1
NM_020011	chr7	45709462	45714206	1
NM_020012	chr18	38297635	38317849	0
NM_020013	chr7	45613889	45614489	1
NM_020014	chr2	131039631	131041681	1
NM_020015	chrX	155088518	155088789	1
NM_020016	chrX	155027200	155032291	1
NM_020017	chrX	154948462	154948568	1
NM_020018	chrX	155053060	155060552	1
NM_020019	chrX	154924011	154925114	1
NM_020020	chrX	154985774	154994849	1
NM_020021	chr4	3870657	3871104	1
NM_020022	chr5	134583690	134598328	0
NM_020024	chr7	105742893	105743337	1
NM_020025	chr1	143641697	143649937	0
NM_020026	chr3	69573918	69597959	1
NM_020027	chr17	35149085	35163876	1
NM_020028	chr8	69823565	69831102	0
NM_020030	chr10	22362894	22374139	0
NM_020032	chr19	45552275	45559542	1
NM_020033	chr19	42037038	42045110	0
NM_020034	chr13	21779831	21779624	1
NM_020035	chr4	43017637	43024755	1
NM_020036	chr13	3838757	3838671	0
NM_020042	chr17	49429364	49455430	0
NM_020043	chr9	65102486	65137947	0
NM_020044	chr5	134600102	134614024	1
NM_020045	chr6	87010836	87028461	0
NM_020046	chr8	109593247	109607672	1
NM_020047	chr6	67534058	67534821	1
NM_020048	chr17	47612596	47624418	0
NM_020049	chrX	21715900	21742357	0
NM_020050	chr7	109735835	109751262	1
NM_020051	chr7	109727464	109730731	1
NM_020052	chr7	109798690	109864678	1
NM_020252	chr17	90033643	91091801	1
NM_020253	chr19	6419738	6533217	0
NM_020255	chr2	156311845	156311703	1
NM_020256	chrX	38190793	38197046	0
NM_020257	chr6	128888587	128898167	0
NM_020258	chr9	37229148	37254737	1
NM_020259	chr8	79965850	80057007	1
NM_020260	chr16	38598342	38712034	1
NM_020261	chr7	18606342	18615500	1
NM_020262	chr7	24227794	24236597	1
NM_020263	chr9	107400880	107529343	0
NM_020264	chr9	35607092	35610884	1
NM_020265	chr3	132086292	132180304	0
NM_020266	chr1	75237423	75245692	0
NM_020267	chr2	102300118	102399899	1
NM_020268	chr7	44053290	44056711	0
NM_020270	chr9	57441326	57467059	1
NM_020271	chr15	78914919	78919517	0
NM_020272	chr12	32173396	32207469	1
NM_020273	chr4	132221024	132260548	1
NM_020274	chr9	48935007	48963989	1
NM_020275	chr14	69768472	69784411	0
NM_020276	chr2	25055379	25062881	0
NM_020277	chr7	143071528	143093641	1
NM_020278	chr19	38265782	38308939	0
NM_020279	chr13	119624819	119654358	0
NM_020280	chrX	72223017	72222964	0
NM_020282	chr13	33965659	33988465	0
NM_020283	chr2	68105672	68122882	0
NM_020284	chr13	61159214	61163187	1
NM_020285	chr7	143070368	143071087	0
NM_020286	chr7	143006659	143019485	0
NM_020287	chr12	55599917	55602017	0
NM_020288	chr14	50736218	50743323	1
NM_020289	chr7	102484113	102487306	1
NM_020290	chr7	105329216	105329277	1
NM_020291	chr7	108065767	108065795	1
NM_020293	chr17	23682583	23683025	1
NM_020295	chr5	29229801	29377389	1
NM_020296	chr2	60751952	60962203	1
NM_020329	chr2	30393254	30400529	0
NM_020330	chr12	81558583	81567473	1
NM_020331	chr5	134357660	134455715	1
NM_020332	chr15	27467677	27594907	0
NM_020333	chr2	164968988	164999731	0
NM_020483	chr11	115934659	115965534	0
NM_020486	chr7	19756137	19769531	1
NM_020487	chr17	23869072	23873113	0
NM_020488	chrX	72826178	72838544	0
NM_020490	chr14	55762428	55763229	0
NM_020491	chr19	5730305	5730731	1
NM_020492	chr11	55514238	55607197	1
NM_020493	chr17	46546838	46555161	1
NM_020494	chr12	103407975	103424866	1
NM_020495	chr6	141630518	141686635	0
NM_020496	chr9	24740247	24773302	1
NM_020497	chr8	123255195	123270551	0
NM_020498	chr15	74979811	74982429	1
NM_020501	chr6	131686560	131686462	1
NM_020502	chr6	40494592	40494485	0
NM_020503	chr15	32178289	32178294	0
NM_020504	chr5	134914249	134914529	1
NM_020505	chr3	109341683	109685694	0
NM_020506	chr14	57582270	57663955	1
NM_020507	chr15	81848269	81857325	1
NM_020508	chr17	32196271	32283132	1
NM_020509	chr16	48843552	48844461	0
NM_020510	chr11	102605431	102608058	0
NM_020512	chr14	52489934	52490045	1
NM_020513	chr14	52462720	52466460	1
NM_020514	chr14	52451393	52451402	0
NM_020515	chr2	90051413	90051321	1
NM_020516	chr15	79251015	79253747	1
NM_020517	chr3	89401895	89401649	1
NM_020518	chr9	37540255	37544205	0
NM_020519	chr15	74726643	74727025	1
NM_020520	chr9	108663098	108684641	0
NM_020557	chr12	26470215	26479837	0
NM_020558	chr11	17258618	17269176	0
NM_020559	chr9	106233454	106246953	1
NM_020560	chr8	22412340	22429665	0
NM_020561	chr10	57795544	57811830	0
NM_020563	chr7	31290518	31290815	1
NM_020564	chr8	123142846	123157279	1
NM_020565	chr10	33858722	33879475	0
NM_020566	chr19	6987910	6991271	1
NM_020567	chr13	24751844	24760936	1
NM_020568	chr17	56100590	56108801	1
NM_020569	chr4	150897132	150908920	1
NM_020570	chr5	25689815	25704796	1
NM_020572	chr7	6996385	7003091	0
NM_020574	chr7	100179683	100184869	0
NM_020575	chr2	60210936	60248385	0
NM_020576	chr17	35534201	35534648	0
NM_020577	chr19	46708443	46741095	0
NM_020578	chr17	73805841	73832093	0
NM_020579	chr1	171271328	171276895	0
NM_020580	chr2	174416804	174427502	0
NM_020581	chr17	33774899	33780574	1
NM_020582	chr5	145183705	145190591	1
NM_020583	chr7	78914765	78920396	0
NM_020584	chr8	112012359	112020528	0
NM_020585	chr8	23241325	23256079	1
NM_020586	chr9	25108129	25150780	1
NM_020587	chr4	131874639	131901725	0
NM_020588	chr1	134346096	134360998	1
NM_020589	chr6	48436612	48444824	1
NM_020590	chr6	129534192	129542331	0
NM_020593	chr2	104028799	104055127	0
NM_020594	chr2	128926267	128943019	1
NM_020595	chr2	143079492	143081699	0
NM_020596	chr6	85511121	85512541	1
NM_020597	chr14	32143023	32158326	0
NM_020598	chr7	107098467	107098414	0
NM_020599	chr7	79374870	79386026	1
NM_020600	chr18	60775596	60778546	0
NM_020601	chrX	77512227	77660265	0
NM_020603	chr17	33941723	33949695	0
NM_020604	chr1	16994939	17096888	1
NM_020605	chr8	121731559	121791083	0
NM_020606	chr7	112428706	112591688	0
NM_020608	chr17	24961225	25014229	1
NM_020610	chr7	109758055	109780544	1
NM_020611	chr5	76141273	76155503	0
NM_020614	chr12	24499581	24558571	0
NM_020615	chr2	10056030	10079509	1
NM_020616	chr7	109704737	109712181	0
NM_020618	chr11	99209047	99230016	1
NM_020619	chr6	83116506	83118898	0
NM_020621	chrX	100590153	100593868	1
NM_020622	chr16	97471085	97503935	1
NM_020623	chr7	113385575	113387572	1
NM_020625	chr17	33917176	33919325	0
NM_020626	chrX	164091187	164118859	0
NM_021022	chr2	69238281	69341615	1
NM_021028	chr8	104226690	104247557	1
NM_021041	chr6	142587861	142701273	1
NM_021042	chr6	142587861	142701273	1
NM_021050	chr6	18171687	18322769	0
NM_021053	chr4	59905898	59914055	1
NM_021099	chr5	75575991	75656721	0
NM_021272	chr10	57785923	57788450	0
NM_021273	chr12	111669354	111671337	1
NM_021274	chr5	92346638	92347888	1
NM_021275	chr2	107291589	107298504	0
NM_021278	chrX	167207093	167208217	1
NM_021279	chr15	98790857	98793830	0
NM_021280	chr2	160732310	160775760	0
NM_021281	chr3	95527786	95556405	0
NM_021282	chr7	140764832	140774977	0
NM_021283	chr11	53612460	53617664	1
NM_021284	chr6	145216698	145249230	1
NM_021285	chr1	66924295	66944055	1
NM_021286	chr11	77931839	77979052	0
NM_021287	chr19	4712223	4752352	0
NM_021288	chr5	30058199	30072624	1
NM_021289	chr5	88087556	88109053	0
NM_021290	chr5	31137988	31137894	1
NM_021291	chr7	35450179	35466034	0
NM_021292	chr5	37299170	37335880	1
NM_021293	chr7	43527455	43532170	1
NM_021294	chr11	76218613	76218665	0
NM_021295	chr1	67000516	67037871	1
NM_021296	chr18	61712423	61725330	1
NM_021297	chr4	66828811	66842796	0
NM_021299	chr19	29020831	29046901	1
NM_021300	chrX	37433494	37437278	0
NM_021301	chr16	36750163	36783961	1
NM_021302	chr7	139103637	139187493	1
NM_021303	chr4	156237010	156247616	0
NM_021304	chr5	30951106	30955091	0
NM_021305	chr2	5870986	5894352	1
NM_021306	chr1	87147654	87155355	1
NM_021307	chr7	24113320	24127952	0
NM_021308	chr14	70372479	70428093	1
NM_021309	chr3	87847755	87855722	0
NM_021310	chr13	93430096	93498807	1
NM_021311	chr5	128737246	128755474	0
NM_021312	chr1	60076867	60096906	1
NM_021313	chr1	74593751	74600396	1
NM_021314	chr7	130693556	130764784	0
NM_021315	chr19	38788127	38818236	1
NM_021316	chr7	141426450	141428419	1
NM_021317	chr15	81407087	81407272	1
NM_021318	chr4	25199908	25241875	1
NM_021319	chr17	32412460	32419974	1
NM_021320	chr10	93642049	93745972	0
NM_021322	chr17	31494321	31511486	1
NM_021323	chr7	6731583	6967219	0
NM_021324	chr7	4120533	4136241	0
NM_021325	chr16	44766736	44794977	0
NM_021326	chr5	143172185	143179774	1
NM_021327	chr11	54910786	54961939	1
NM_021328	chr14	70101145	70138206	0
NM_021329	chr11	68972483	68972854	1
NM_021330	chr12	30893325	30910611	1
NM_021331	chr2	69220949	69227993	0
NM_021332	chr17	30902867	30936510	0
NM_021334	chr7	128130568	128150657	0
NM_021335	chr2	143064069	143072052	0
NM_021336	chr7	66061336	66074587	0
NM_021337	chr17	34839225	34849203	1
NM_021338	chr16	33057514	33060188	0
NM_021339	chr9	35453076	35507652	0
NM_021340	chr14	37034908	37048013	1
NM_021342	chr1	78817949	78820025	0
NM_021343	chr3	37421280	37579095	0
NM_021344	chr5	118028824	118061870	0
NM_021345	chr9	64986982	65020716	1
NM_021346	chr17	46384766	46420918	0
NM_021347	chr11	98665351	98677708	0
NM_021349	chr11	61141835	61147642	0
NM_021350	chr1	175682237	175687352	1
NM_021351	chr5	112246532	112251501	1
NM_021352	chr5	113075838	113080583	1
NM_021353	chr12	31439219	31473919	0
NM_021354	chr11	60455617	60468705	0
NM_021355	chr1	134038515	134048277	0
NM_021356	chr8	80764433	80879478	1
NM_021358	chr4	139061408	139073788	1
NM_021359	chr2	60598291	60672692	1
NM_021360	chr19	47179820	47259441	0
NM_021361	chr12	46694516	46817774	1
NM_021362	chr4	65125174	65357509	0
NM_021363	chr2	164290268	164291500	0
NM_021364	chr6	40574897	40584804	1
NM_021365	chrX	73215333	73222453	0
NM_021366	chr7	63886350	63937914	1
NM_021367	chr18	32816383	32819799	0
NM_021368	chr2	90021137	90021063	1
NM_021369	chr8	27403211	27412943	1
NM_021370	chr3	81997922	82021233	0
NM_021371	chr5	130449792	130840645	0
NM_021372	chr11	20544253	20653023	0
NM_021374	chr1	4909575	5018538	1
NM_021375	chr3	88242873	88253683	1
NM_021377	chr19	50147660	50677645	1
NM_021378	chr6	129639084	129642287	1
NM_021380	chr1	130907191	130910295	1
NM_021381	chr6	87578591	87589700	1
NM_021382	chr3	134830007	134934581	0
NM_021383	chr1	74507060	74530842	0
NM_021384	chr12	26442742	26455451	1
NM_021385	chr6	112619850	112695669	1
NM_021386	chr14	118855950	118874525	0
NM_021387	chr7	40900278	40929968	0
NM_021388	chr3	116008449	116029016	0
NM_021389	chrX	159709601	159975920	0
NM_021390	chr8	89027242	89043161	1
NM_021391	chr15	103530278	103536991	1
NM_021392	chr5	138173021	138178685	0
NM_021393	chr2	25199711	25210488	1
NM_021394	chr2	173206611	173217921	1
NM_021395	chr9	44380490	44392369	0
NM_021396	chr19	29411919	29472927	0
NM_021397	chr7	30589680	30591941	1
NM_021398	chr2	84937646	84958509	0
NM_021399	chr12	107910402	108002413	1
NM_021400	chr1	150449411	150465164	1
NM_021402	chr4	155944813	155959604	0
NM_021403	chr5	135819106	135874772	0
NM_021405	chr2	149406249	149410278	0
NM_021406	chr17	48233739	48246924	0
NM_021407	chr17	48248729	48258847	0
NM_021408	chr1	188263838	188965039	0
NM_021409	chr2	168082004	168101203	0
NM_021411	chr11	115155178	115162240	0
NM_021412	chr10	128791953	128800824	0
NM_021414	chr6	29769443	29912310	0
NM_021415	chr17	25374286	25432782	1
NM_021416	chr5	45529704	45638500	1
NM_021419	chr17	29615831	29641659	0
NM_021420	chr2	164075178	164155521	0
NM_021421	chr1	190929505	190946491	0
NM_021422	chr9	54700559	54716317	0
NM_021423	chr15	89500857	89560260	0
NM_021424	chr9	43745576	43807461	0
NM_021426	chr2	180934771	180953698	1
NM_021427	chr7	93080879	93081721	0
NM_021428	chr16	10530206	10542053	1
NM_021429	chr12	8314433	8343824	0
NM_021430	chr5	124493079	124530390	1
NM_021431	chrX	6048507	6054751	0
NM_021432	chr6	58905232	58906125	1
