sequence_identifier	chr_name	start	end	strand
NM_010236	chr2	32693175	32694175	1
NM_010237	chr10	34483399	34484399	0
NM_010238	chr17	34120747	34121747	1
NM_010239	chr19	9982645	9983645	0
NM_010240	chr7	45458886	45459886	1
NM_010241	chr8	91134496	91135496	1
NM_010242	chr9	14751122	14752122	1
NM_010243	chr4	25799003	25800003	1
NM_010244	chr4	147868978	147869978	0
NM_010246	chr5	135250047	135251047	1
NM_010247	chr15	82016368	82017368	0
NM_010248	chr7	97081750	97082750	0
NM_010249	chr2	126674592	126675592	1
NM_010250	chr11	42181930	42182930	1
NM_010251	chr5	71657308	71658308	1
NM_010252	chr5	70841617	70842617	1
NM_010253	chr19	3413457	3414457	1
NM_010254	chr11	116280938	116281938	0
NM_010255	chr10	80259968	80260968	1
NM_010256	chr16	91645972	91646972	1
NM_010257	chr11	100334411	100335411	0
NM_010258	chr18	11052509	11053509	0
NM_010259	chr3	142594846	142595846	0
NM_010260	chr3	142620662	142621662	0
NM_010261	chr7	24971728	24972728	1
NM_010262	chr1	89930176	89931176	1
NM_010264	chr2	38925461	38926461	1
NM_010265	chr19	17371844	17372844	1
NM_010266	chr19	21471661	21472661	1
NM_010267	chr1	17145372	17146372	0
NM_010269	chr3	100162462	100163462	0
NM_010270	chr6	39809936	39810936	1
NM_010271	chr15	99717592	99718592	0
NM_010272	chr10	128890718	128891718	1
NM_010273	chrX	74305011	74306011	0
NM_010274	chr2	57238381	57239381	0
NM_010275	chr15	7810047	7811047	0
NM_010276	chr4	11704446	11705446	0
NM_010277	chr11	102896200	102897200	1
NM_010278	chr5	107723343	107724343	1
NM_010279	chr19	58454398	58455398	1
NM_010280	chr18	34719387	34720387	1
NM_010281	chr4	20042051	20043051	0
NM_010282	chr13	14062401	14063401	1
NM_010283	chr2	35460425	35461425	1
NM_010284	chr15	3582352	3583352	1
NM_010285	chr2	157345655	157346655	1
NM_010286	chrX	140542187	140543187	1
NM_010287	chr9	14860253	14861253	0
NM_010288	chr10	56377299	56378299	0
NM_010289	chr4	32601382	32602382	1
NM_010290	chr2	114012619	114013619	1
NM_010291	chr4	127357164	127358164	1
NM_010292	chr11	5949081	5950081	1
NM_010293	chr18	52693678	52694678	0
NM_010294	chr5	97456008	97457008	1
NM_010295	chr9	77754534	77755534	0
NM_010296	chr10	127340579	127341579	1
NM_010297	chrX	136778721	136779721	1
NM_010298	chr3	80912660	80913660	1
NM_010299	chr11	55097984	55098984	0
NM_010301	chr10	81544046	81545046	1
NM_010302	chr5	140829431	140830431	1
NM_010303	chr11	109362793	109363793	0
NM_010304	chr10	81523225	81524225	1
NM_010305	chr5	18359413	18360413	1
NM_010306	chr3	108145152	108146152	1
NM_010307	chr18	67133559	67134559	0
NM_010308	chr8	93810837	93811837	0
NM_010309	chr2	174297858	174298858	0
NM_010311	chr10	74967230	74968230	0
NM_010312	chr5	137532229	137533229	1
NM_010313	chr9	75306287	75307287	0
NM_010314	chr6	3994011	3995011	0
NM_010315	chr14	19976249	19977249	1
NM_010316	chr19	8838246	8839246	1
NM_010317	chr13	13784538	13785538	0
NM_010318	chr3	146499835	146500835	0
NM_010319	chr10	81013925	81014925	1
NM_010320	chr7	16891785	16892785	0
NM_010321	chr17	46728165	46729165	1
NM_010322	chr8	124863032	124864032	0
NM_010323	chr5	86196870	86197870	1
NM_010324	chr19	43523605	43524605	1
NM_010325	chr8	95887365	95888365	1
NM_010326	chr11	70639121	70640121	0
NM_010327	chr16	18621403	18622403	1
NM_010329	chr4	143298564	143299564	1
NM_010330	chr13	117220572	117221572	0
NM_010331	chr15	76331293	76332293	0
NM_010332	chr8	77723452	77724452	1
NM_010333	chr9	20975793	20976793	1
NM_010336	chr4	58552491	58553491	1
NM_010338	chr6	25688980	25689980	1
NM_010340	chrX	71663766	71664766	0
NM_010341	chr1	86387141	86388141	1
NM_010342	chr1	5916398	5917398	1
NM_010343	chr13	21291686	21292686	1
NM_010344	chr8	33653237	33654237	0
NM_010345	chr11	12036420	12037420	1
NM_010346	chr11	98446833	98447833	0
NM_010347	chr10	81559443	81560443	0
NM_010348	chr16	88289258	88290258	1
NM_010349	chr10	49787754	49788754	1
NM_010350	chr11	115266243	115267243	1
NM_010351	chr12	104472236	104473236	1
NM_010352	chr6	135253336	135254336	1
NM_010353	chr11	73137294	73138294	1
NM_010356	chr1	21240584	21241584	0
NM_010357	chr9	78191965	78192965	0
NM_010358	chr3	108016973	108017973	1
NM_010359	chr3	107968174	107969174	1
NM_010360	chr3	107895853	107896853	0
NM_010361	chr10	75833881	75834881	1
NM_010362	chr19	47854988	47855988	0
NM_010363	chr12	87147706	87148706	0
NM_010364	chr17	35672682	35673682	1
NM_010365	chr5	134313760	134314760	1
NM_010367	chr6	94282917	94283917	1
NM_010368	chr5	130001828	130002828	1
NM_010369	chr8	80494044	80495044	0
NM_010370	chr13	113099981	113100981	1
NM_010371	chr14	56233656	56234656	1
NM_010372	chr14	56131593	56132593	1
NM_010373	chr14	56119625	56120625	1
NM_010374	chr14	56210407	56211407	1
NM_010375	chr14	56158579	56159579	1
NM_010376	chr2	152669460	152670460	0
NM_010377	chr13	23695810	23696810	0
NM_010378	chr17	34286771	34287771	1
NM_010380	chr17	35263093	35264093	0
NM_010381	chr17	34343645	34344645	1
NM_010382	chr17	34305866	34306866	0
NM_010385	chr17	33939343	33940343	1
NM_010386	chr17	34122831	34123831	0
NM_010387	chr17	34153190	34154190	0
NM_010388	chr17	34145415	34146415	0
NM_010389	chr17	34238904	34239904	0
NM_010390	chr17	35320557	35321557	0
NM_010391	chr17	35470088	35471088	0
NM_010392	chr17	35342332	35343332	0
NM_010394	chr17	35439154	35440154	0
NM_010395	chr17	36120435	36121435	1
NM_010397	chr17	36041702	36042702	1
NM_010398	chr17	36031701	36032701	1
NM_010399	chr17	36041692	36042692	1
NM_010401	chr10	93488767	93489767	0
NM_010402	chr8	57320982	57321982	0
NM_010403	chr2	134553352	134554352	1
NM_010404	chr11	100355141	100356141	1
NM_010405	chr11	32276599	32277599	0
NM_010406	chr2	35060441	35061441	1
NM_010407	chr2	153108467	153109467	0
NM_010408	chr13	117602319	117603319	0
NM_010410	chr11	100761931	100762931	1
NM_010411	chr18	37953988	37954988	1
NM_010412	chr11	102229172	102230172	1
NM_010413	chrX	7946889	7947889	1
NM_010414	chr5	34761739	34762739	0
NM_010415	chr18	36514805	36515805	1
NM_010416	chr15	74819075	74820075	0
NM_010417	chrX	96455435	96456435	0
NM_010418	chr7	56050154	56051154	0
NM_010419	chr4	154960922	154961922	0
NM_010420	chr14	27000361	27001361	0
NM_010421	chr9	59539666	59540666	0
NM_010422	chr13	97197357	97198357	1
NM_010423	chr3	8666038	8667038	1
NM_010424	chr13	23709811	23710811	1
NM_010425	chr4	99656298	99657298	0
NM_010426	chr8	121084385	121085385	0
NM_010427	chr5	16553494	16554494	0
NM_010430	chr11	75169255	75170255	1
NM_010431	chr12	73907866	73908866	0
NM_010432	chr3	103790275	103791275	1
NM_010433	chr6	38875190	38876190	1
NM_010434	chr2	104493489	104494489	1
NM_010435	chr16	18876749	18877749	0
NM_010436	chr9	44334714	44335714	0
NM_010437	chr10	13966378	13967378	0
NM_010438	chr10	62378908	62379908	1
NM_010439	chr5	149052037	149053037	1
NM_010440	chr10	81349427	81350427	1
NM_010441	chr10	120475935	120476935	1
NM_010442	chr8	75093617	75094617	0
NM_010443	chr16	4741612	4742612	0
NM_010444	chr15	101266845	101267845	0
NM_010445	chr5	35389116	35390116	0
NM_010446	chr2	148045969	148046969	1
NM_010447	chr15	103240396	103241396	0
NM_010448	chr11	51605881	51606881	1
NM_010449	chr6	52157317	52158317	1
NM_010450	chr6	52244810	52245810	1
NM_010451	chr6	52163831	52164831	1
NM_010452	chr6	52212067	52213067	1
NM_010453	chr6	52203587	52204587	1
NM_010454	chr6	52207624	52208624	1
NM_010455	chr6	52217573	52218573	1
NM_010456	chr6	52226370	52227370	1
NM_010458	chr11	96343768	96344768	0
NM_010459	chr11	96318266	96319266	0
NM_010460	chr11	96286645	96287645	0
NM_010461	chr11	96281904	96282904	0
NM_010462	chr15	102966795	102967795	0
NM_010463	chr15	102936852	102937852	0
NM_010464	chr15	102921130	102922130	0
NM_010465	chr15	103009561	103010561	0
NM_010466	chr15	102990538	102991538	0
NM_010467	chr2	74762979	74763979	0
NM_010468	chr2	74711992	74712992	0
NM_010469	chr2	74721977	74722977	0
NM_010470	chr4	138216611	138217611	0
NM_010471	chr4	129120303	129121303	1
NM_010472	chr1	82839482	82840482	0
NM_010473	chr7	45335268	45336268	0
NM_010474	chr5	39643631	39644631	1
NM_010475	chr11	101078410	101079410	0
NM_010476	chr1	169968205	169969205	1
NM_010477	chr1	55086932	55087932	1
NM_010478	chr17	34958238	34959238	1
NM_010479	chr17	34971156	34972156	1
NM_010480	chr12	110695395	110696395	1
NM_010481	chr18	34953351	34954351	1
NM_010482	chr9	81631552	81632552	1
NM_010483	chr1	121527465	121528465	1
NM_010484	chr11	76998596	76999596	0
NM_010485	chr8	4324100	4325100	1
NM_010486	chr4	91371055	91372055	1
NM_010487	chr9	22051023	22052023	1
NM_010488	chr4	110285834	110286834	1
NM_010489	chr9	107569162	107570162	0
NM_010491	chr6	142298424	142299424	0
NM_010492	chr6	8777484	8778484	1
NM_010493	chr9	21015959	21016959	0
NM_010494	chr11	106381641	106382641	1
NM_010495	chr2	152736250	152737250	0
NM_010496	chr12	25095092	25096092	1
NM_010497	chr1	65178142	65179142	1
NM_010498	chrX	70364085	70365085	1
NM_010499	chr8	84661852	84662852	1
NM_010500	chr1	155098636	155099636	1
NM_010501	chr19	34583528	34584528	0
NM_010502	chr4	88850086	88851086	0
NM_010503	chr4	88682779	88683779	1
NM_010504	chr4	88841815	88842815	0
NM_010505	chr4	88835524	88836524	0
NM_010507	chr4	88591385	88592385	1
NM_010508	chr16	91485214	91486214	0
NM_010509	chr16	91372782	91373782	0
NM_010510	chr4	88521794	88522794	1
NM_010511	chr10	19591957	19592957	0
NM_010512	chr10	87859055	87860055	0
NM_010513	chr7	67952256	67953256	0
NM_010514	chr7	142657804	142658804	1
NM_010515	chr17	12768706	12769706	1
NM_010516	chr3	145648985	145649985	1
NM_010517	chr11	99041259	99042259	0
NM_010518	chr1	72873865	72874865	1
NM_010531	chr7	102017155	102018155	1
NM_010544	chr1	74950651	74951651	1
NM_010545	chr18	60803848	60804848	0
NM_010546	chr8	22705583	22706583	1
NM_010547	chrX	74429680	74430680	0
NM_010548	chr1	131019844	131020844	0
NM_010549	chr4	41762309	41763309	0
NM_010550	chr4	42167604	42168604	1
NM_010550	chr4	42664763	42665763	1
NM_010551	chr7	83734490	83735490	1
NM_010552	chr1	20730904	20731904	0
NM_010553	chr1	40515361	40516361	0
NM_010554	chr2	129308972	129309972	1
NM_010555	chr1	40084767	40085767	0
NM_010556	chr11	54266279	54267279	1
NM_010558	chr11	53720793	53721793	0
NM_010559	chr3	89912162	89913162	1
NM_010560	chr13	112464069	112465069	0
NM_010561	chr9	21367870	21368870	0
NM_010562	chr7	105736724	105737724	0
NM_010564	chr1	75507076	75508076	0
NM_010565	chr10	127369544	127370544	1
NM_010566	chr1	87620311	87621311	0
NM_010567	chr7	101837226	101838226	1
NM_010568	chr8	3278617	3279617	1
NM_010569	chr4	48279759	48280759	0
NM_010570	chr1	82290439	82291439	1
NM_010571	chr5	137644714	137645714	1
NM_010572	chrX	141724217	141725217	1
NM_010573	chr13	71962723	71963723	1
NM_010574	chr13	72628977	72629977	0
NM_010575	chr11	102468883	102469883	1
NM_010576	chr2	79255425	79256425	0
NM_010577	chr15	103365748	103366748	1
NM_010578	chr8	128685653	128686653	0
NM_010579	chr2	155825925	155826925	1
NM_010580	chr16	33829664	33830664	0
NM_010581	chr16	49855653	49856653	0
NM_010582	chr2	10129683	10130683	1
NM_010583	chr11	46388515	46389515	1
NM_010584	chr1	171534294	171535294	1
NM_010585	chr6	108213095	108214095	0
NM_010586	chr6	146501223	146502223	1
NM_010587	chr16	91729370	91730370	0
NM_010588	chr12	112928495	112929495	1
NM_010589	chr8	71676382	71677382	0
NM_010590	chr14	54576661	54577661	1
NM_010591	chr4	95051222	95052222	1
NM_010592	chr8	70697738	70698738	0
NM_010593	chr11	100396790	100397790	1
NM_010594	chr6	133852667	133853667	1
NM_010595	chr6	126644801	126645801	1
NM_010596	chr7	45405959	45406959	0
NM_010597	chr3	65109367	65110367	0
NM_010598	chr4	152476549	152477549	1
NM_010599	chr11	69326257	69327257	0
NM_010600	chr1	192190776	192191776	0
NM_010601	chr15	99224975	99225975	0
NM_010602	chr7	46099237	46100237	1
NM_010603	chr11	61065803	61066803	0
NM_010604	chr11	110968032	110969032	0
NM_010605	chr9	32343237	32344237	1
NM_010606	chr16	94996696	94997696	1
NM_010607	chr1	189342707	189343707	1
NM_010608	chr5	30588169	30589169	0
NM_010609	chr19	5704475	5705475	0
NM_010610	chr14	24003205	24004205	1
NM_010611	chr2	181134225	181135225	1
NM_010612	chr5	75977428	75978428	1
NM_010613	chr17	57030507	57031507	1
NM_010615	chr19	37376402	37377402	0
NM_010616	chr4	63171131	63172131	1
NM_010617	chr13	46928718	46929718	1
NM_010620	chr9	122951080	122952080	0
NM_010623	chr4	138262250	138263250	0
NM_010626	chr7	79713186	79714186	1
NM_010628	chr9	110476957	110477957	0
NM_010629	chr1	163779678	163780678	0
NM_010630	chr15	76660640	76661640	0
NM_010631	chr8	95141540	95142540	1
NM_010633	chr1	170214393	170215393	1
NM_010634	chr3	10012584	10013584	0
NM_010635	chr8	84901927	84902927	0
NM_010636	chr14	100148796	100149796	1
NM_010637	chr4	55531475	55532475	1
NM_010638	chr19	23141225	23142225	0
NM_010639	chr7	44225436	44226436	0
NM_010640	chr7	43995878	43996878	0
NM_010642	chr7	44102291	44103291	0
NM_010643	chr7	44188262	44189262	0
NM_010644	chr7	44012677	44013677	0
NM_010645	chr7	43966767	43967767	0
NM_010646	chr6	130305481	130306481	1
NM_010648	chr6	130336626	130337626	1
NM_010649	chr6	130066271	130067271	1
NM_010650	chr6	130128835	130129835	1
NM_010651	chr6	130192112	130193112	1
NM_010652	chr6	129677973	129678973	1
NM_010653	chr6	129659556	129660556	1
NM_010654	chr6	129591810	129592810	0
NM_010655	chr11	106998525	106999525	1
NM_010656	chr6	145934146	145935146	0
NM_010657	chr4	119814677	119815677	0
NM_010658	chr2	160366065	160367065	1
NM_010659	chr11	100049551	100050551	1
NM_010660	chr11	99388364	99389364	1
NM_010661	chr11	99421259	99422259	1
NM_010662	chr11	100120495	100121495	1
NM_010663	chr11	100259989	100260989	1
NM_010664	chr15	102028215	102029215	0
NM_010666	chr11	99350094	99351094	1
NM_010667	chr15	101473477	101474477	0
NM_010668	chr15	101817169	101818169	1
NM_010669	chr15	101679289	101680289	1
NM_010670	chr10	77720585	77721585	0
NM_010671	chr16	88750628	88751628	1
NM_010672	chr16	89031698	89032698	0
NM_010673	chr16	89419111	89420111	1
NM_010675	chr16	89486952	89487952	1
NM_010676	chr16	88895449	88896449	1
NM_010679	chr15	98481683	98482683	1
NM_010680	chr18	12334023	12335023	0
NM_010681	chr10	38965514	38966514	0
NM_010683	chr1	153331786	153332786	1
NM_010684	chr8	13159134	13160134	0
NM_010685	chrX	38455460	38456460	1
NM_010686	chr4	130913333	130914333	0
NM_010687	chr8	73351556	73352556	1
NM_010688	chr11	97799671	97800671	0
NM_010689	chr7	126368534	126369534	1
NM_010690	chr10	7681208	7682208	0
NM_010691	chr19	45234236	45235236	1
NM_010692	chr6	83086364	83087364	0
NM_010693	chr4	129557372	129558372	1
NM_010694	chr2	25765568	25766568	0
NM_010695	chr2	26670282	26671282	1
NM_010696	chr11	34047200	34048200	0
NM_010697	chr19	46038621	46039621	1
NM_010698	chr5	44798746	44799746	1
NM_010699	chr7	46845803	46846803	0
NM_010700	chr9	21723575	21724575	0
NM_010701	chr14	79661170	79662170	1
NM_010702	chr13	56547538	56548538	1
NM_010703	chr3	131110296	131111296	0
NM_010704	chr4	101717406	101718406	0
NM_010705	chr14	47373859	47374859	0
NM_010706	chr7	28833793	28834793	0
NM_010707	chr7	28834181	28835181	0
NM_010708	chr11	78983924	78984924	1
NM_010709	chr1	131153206	131154206	0
NM_010710	chr2	38351307	38352307	0
NM_010711	chr2	26207249	26208249	1
NM_010712	chr1	155741027	155742027	1
NM_010713	chr3	154329560	154330560	1
NM_010714	chr1	138846579	138847579	1
NM_010715	chr7	13278825	13279825	0
NM_010716	chr11	82781108	82782108	0
NM_010717	chr5	134687590	134688590	1
NM_010718	chr11	3408238	3409238	1
NM_010719	chr7	25394987	25395987	1
NM_010720	chr18	74960263	74961263	1
NM_010721	chr18	56707812	56708812	0
NM_010722	chr10	80917245	80918245	1
NM_010723	chr3	144204255	144205255	1
NM_010724	chr17	34198194	34199194	0
NM_010725	chr2	33639511	33640511	1
NM_010726	chr2	4918995	4919995	0
NM_010727	chr5	74676872	74677872	1
NM_010728	chr18	52528823	52529823	1
NM_010729	chr9	58312212	58313212	1
NM_010730	chr19	20389671	20390671	1
NM_010731	chr10	81136270	81137270	0
NM_010732	chr1	132880354	132881354	0
NM_010733	chr12	41485057	41486057	1
NM_010734	chr17	35187440	35188440	1
NM_010735	chr17	35204351	35205351	1
NM_010736	chr6	125312870	125313870	1
NM_010737	chr6	128621934	128622934	1
NM_010738	chr15	74997031	74998031	1
NM_010739	chr16	33794036	33795036	0
NM_010740	chr2	148442535	148443535	1
NM_010741	chr15	75047837	75048837	1
NM_010742	chr15	74762567	74763567	1
NM_010743	chr1	40439628	40440628	0
NM_010744	chr9	21509186	21510186	1
NM_010745	chr13	37345344	37346344	0
NM_010746	chr7	4337723	4338723	0
NM_010747	chr4	3678120	3679120	0
NM_010748	chr13	13590408	13591408	0
NM_010749	chr6	122309009	122310009	0
NM_010750	chr3	55782509	55783509	0
NM_010751	chr6	86668159	86669159	1
NM_010752	chr5	140320552	140321552	1
NM_010753	chr5	34186710	34187710	1
NM_010754	chr18	76241700	76242700	0
NM_010755	chr15	79347677	79348677	0
NM_010756	chr11	120632547	120633547	1
NM_010757	chr5	139791535	139792535	0
NM_010758	chr7	30913832	30914832	1
NM_010759	chrX	91331754	91332754	0
NM_010759	chrX	92015333	92016333	1
NM_010761	chr2	121008407	121009407	0
NM_010762	chr2	127655695	127656695	1
NM_010763	chr3	100684473	100685473	1
NM_010764	chr8	85083268	85084268	0
NM_010765	chr5	121544892	121545892	1
NM_010766	chr1	120504084	120505084	1
NM_010767	chr4	148602543	148603543	0
NM_010768	chr10	81257298	81258298	0
NM_010769	chr4	130944384	130945384	0
NM_010770	chr12	8947928	8948928	0
NM_010771	chr18	35562157	35563157	0
NM_010772	chr7	127025479	127026479	1
NM_010773	chr18	70568291	70569291	0
NM_010774	chr6	115852341	115853341	1
NM_010775	chr14	41151455	41152455	0
NM_010776	chr19	30232956	30233956	0
NM_010777	chr18	82475122	82476122	0
NM_010778	chr1	195091248	195092248	1
NM_010779	chr14	56061310	56062310	1
NM_010780	chr14	55943661	55944661	1
NM_010781	chr17	25366332	25367332	0
NM_010782	chr14	56029495	56030495	1
NM_010783	chr17	47832291	47833291	1
NM_010784	chr2	91931297	91932297	1
NM_010785	chr10	118141786	118142786	0
NM_010786	chr10	117709758	117710758	1
NM_010787	chr17	46681120	46682120	0
NM_010788	chrX	74084690	74085690	1
NM_010789	chr11	19017969	19018969	1
NM_010790	chr4	44300916	44301916	0
NM_010791	chr11	101893354	101894354	1
NM_010792	chr10	127041931	127042931	0
NM_010794	chr11	49244190	49245190	0
NM_010795	chr15	80173720	80174720	0
NM_010796	chr11	70166622	70167622	0
NM_010797	chrX	169685198	169686198	0
NM_010798	chr10	75859250	75860250	1
NM_010799	chr19	32485768	32486768	0
NM_010800	chr5	144190285	144191285	0
NM_010801	chr3	67374096	67375096	0
NM_010804	chr2	18055236	18056236	0
NM_010806	chr17	13760540	13761540	0
NM_010807	chr4	129513580	129514580	0
NM_010808	chr2	155775343	155776343	0
NM_010809	chr9	7445821	7446821	0
NM_010810	chr9	7692110	7693110	0
NM_010811	chr14	20733562	20734562	1
NM_010813	chr11	74830923	74831923	0
NM_010814	chr17	37022398	37023398	1
NM_010815	chr15	80623482	80624482	0
NM_010816	chr16	48431236	48432236	0
NM_010817	chr8	107587482	107588482	1
NM_010818	chr16	45408053	45409053	1
NM_010819	chr6	123262106	123263106	0
NM_010820	chr4	81441805	81442805	1
NM_010821	chr19	12460778	12461778	0
NM_010822	chr11	32226504	32227504	0
NM_010823	chr4	118456513	118457513	1
NM_010824	chr11	87793783	87794783	0
NM_010825	chr2	116064058	116065058	1
NM_010826	chr7	110945187	110946187	1
NM_010827	chr1	14754966	14755966	1
NM_010828	chr10	17723227	17724227	0
NM_010829	chr13	92354003	92355003	1
NM_010830	chr17	87975049	87976049	0
NM_010831	chr17	31854792	31855792	1
NM_010832	chrX	168672902	168673902	1
NM_010833	chrX	96096044	96097044	0
NM_010834	chr1	53061662	53062662	0
NM_010835	chr5	37823585	37824585	1
NM_010836	chr7	140048088	140049088	1
NM_010837	chr7	99267446	99268446	0
NM_010838	chr11	104231435	104232435	0
NM_010839	chrX	75415584	75416584	1
NM_010840	chr4	148039076	148040076	0
NM_010844	chr7	141789010	141790010	0
NM_010846	chr16	97461905	97462905	1
NM_010847	chr19	53329412	53330412	0
NM_010848	chr10	21159984	21160984	1
NM_010849	chr15	61985340	61986340	0
NM_010850	chrX	5468265	5469265	1
NM_010851	chr9	119339040	119340040	1
NM_010852	chr2	125122660	125123660	1
NM_010855	chr11	67237811	67238811	0
NM_010856	chr14	54965607	54966607	1
NM_010858	chr11	104550662	104551662	0
NM_010859	chr9	110763680	110764680	0
NM_010860	chr10	128492825	128493825	1
NM_010861	chr5	122100979	122101979	0
NM_010862	chr11	60469338	60470338	0
NM_010863	chr1	51914978	51915978	1
NM_010864	chr9	75071205	75072205	0
NM_010865	chr1	162639149	162640149	0
NM_010866	chr7	46376473	46377473	0
NM_010867	chr17	71019556	71020556	0
NM_010870	chr13	100246336	100247336	1
NM_010871	chr13	100315616	100316616	1
NM_010872	chr13	100201122	100202122	1
NM_010874	chr8	67494947	67495947	0
NM_010875	chr9	49798069	49799069	1
NM_010876	chr5	134228625	134229625	1
NM_010877	chr1	152807889	152808889	0
NM_010878	chr9	100545053	100546053	1
NM_010879	chr1	43445750	43446750	0
NM_010880	chr1	86358455	86359455	1
NM_010881	chr12	4476182	4477182	1
NM_010882	chr7	62348276	62349276	0
NM_010883	chrX	16910764	16911764	1
NM_010885	chr18	36743587	36744587	1
NM_010886	chr6	11906446	11907446	1
NM_010887	chr13	114387094	114388094	1
NM_010888	chr13	73327482	73328482	1
NM_010889	chr2	52337798	52338798	1
NM_010890	chr9	72662346	72663346	0
NM_010891	chr1	93478992	93479992	0
NM_010892	chr1	191821472	191822472	0
NM_010893	chr17	34931252	34932252	0
NM_010894	chr2	79455636	79456636	1
NM_010895	chr11	98328645	98329645	1
NM_010896	chr13	56251163	56252163	1
NM_010897	chr11	79339891	79340891	0
NM_010898	chr11	4848544	4849544	1
NM_010899	chr2	168589365	168590365	1
NM_010900	chr7	126395737	126396737	1
NM_010901	chr8	106059602	106060602	0
NM_010902	chr2	75703641	75704641	1
NM_010903	chr6	51432669	51433669	0
NM_010904	chr11	4947064	4948064	1
NM_010905	chr4	97777625	97778625	0
NM_010906	chr8	84799338	84800338	1
NM_010907	chr12	55491647	55492647	1
NM_010908	chr7	28765524	28766524	1
NM_010909	chr17	35234815	35235815	1
NM_010910	chr14	68083883	68084883	0
NM_010911	chr2	156143186	156144186	1
NM_010913	chr17	48408820	48409820	1
NM_010914	chr10	82763141	82764141	1
NM_010915	chr7	44207434	44208434	0
NM_010916	chr1	172056596	172057596	1
NM_010917	chr13	13437601	13438601	0
NM_010918	chr9	121719180	121720180	0
NM_010919	chr2	147185402	147186402	1
NM_010920	chr14	69171801	69172801	0
NM_010921	chr14	69190691	69191691	0
NM_010922	chr16	18875637	18876637	1
NM_010923	chr2	157560077	157561077	0
NM_010924	chr9	48604077	48605077	1
NM_010925	chr10	78412043	78413043	1
NM_010926	chr8	120667112	120668112	1
NM_010927	chr11	78920858	78921858	0
NM_010928	chr3	98013537	98014537	0
NM_010929	chr17	34564294	34565294	0
NM_010930	chr15	54745927	54746927	0
NM_010931	chr17	56303336	56304336	0
NM_010932	chr14	65424472	65425472	1
NM_010933	chr1	86669573	86670573	1
NM_010934	chr8	66697421	66698421	0
NM_010935	chr18	44270126	44271126	0
NM_010936	chr16	38293824	38294824	1
NM_010937	chr3	103058284	103059284	0
NM_010938	chr6	30047987	30048987	0
NM_010939	chr1	62703316	62704316	0
NM_010941	chrX	72918520	72919520	0
NM_010942	chr5	38158467	38159467	1
NM_010944	chr4	58285961	58286961	0
NM_010945	chr4	6453271	6454271	1
NM_010946	chr16	13819276	13820276	0
NM_010947	chr17	24208387	24209387	1
NM_010948	chr4	133545027	133546027	1
NM_010949	chr12	83841358	83842358	1
NM_010950	chr7	27258760	27259760	0
NM_010951	chrX	152781920	152782920	0
NM_010952	chr9	65676547	65677547	0
NM_010953	chr15	65911287	65912287	1
NM_010954	chr16	81200696	81201696	0
NM_010956	chr11	6291596	6292596	0
NM_010957	chr6	113326975	113327975	0
NM_010959	chr10	59440779	59441779	1
NM_010970	chr11	73940247	73941247	0
NM_010974	chr9	39144101	39145101	0
NM_010980	chr2	90141293	90142293	1
NM_010983	chr7	107001605	107002605	1
NM_010984	chr13	21132776	21133776	0
NM_010990	chr2	89843971	89844971	1
NM_010991	chr14	54281925	54282925	1
NM_010997	chr11	51027003	51028003	0
NM_010998	chr17	33176415	33177415	0
NM_010999	chr11	49050732	49051732	0
NM_011001	chr9	19780282	19781282	0
NM_011002	chr11	74283808	74284808	0
NM_011010	chr7	98144447	98145447	1
NM_011011	chr1	5588492	5589492	0
NM_011012	chr2	181715015	181716015	0
NM_011014	chr4	41740359	41741359	1
NM_011015	chr4	108579453	108580453	0
NM_011016	chr4	63362448	63363448	0
NM_011018	chr11	50209820	50210820	1
NM_011019	chr15	6873313	6874313	1
NM_011020	chr3	40745612	40746612	0
NM_011021	chr13	94875626	94876626	0
NM_011022	chrX	147992992	147993992	0
NM_011022	chrX	148180723	148181723	0
NM_011022	chrX	148314529	148315529	0
NM_011022	chrX	149088314	149089314	0
NM_011022	chrX	149097951	149098951	0
NM_011022	chrX	149447616	149448616	0
NM_011023	chr11	22000651	22001651	1
NM_011025	chr2	130576168	130577168	0
NM_011026	chr5	122707556	122708556	0
NM_011027	chr5	122643910	122644910	0
NM_011028	chr16	17561884	17562884	0
NM_011029	chr9	120127765	120128765	0
NM_011030	chr10	59323295	59324295	0
NM_011031	chr11	54100923	54101923	0
NM_011032	chr11	120571936	120572936	1
NM_011033	chr18	39773496	39774496	0
NM_011034	chr4	116685598	116686598	0
NM_011035	chr7	97842938	97843938	0
NM_011036	chr6	78370884	78371884	0
NM_011037	chr19	44757393	44758393	0
NM_011038	chr6	28448340	28449340	1
NM_011039	chr4	139831968	139832968	1
NM_011040	chr2	24474599	24475599	1
NM_011041	chr12	56695638	56696638	0
NM_011042	chr15	102470631	102471631	0
NM_011043	chr3	45378397	45379397	0
NM_011044	chr2	173153072	173154072	0
NM_011045	chr2	132252180	132253180	1
NM_011046	chr7	80401762	80402762	1
NM_011048	chr7	65862135	65863135	0
NM_011049	chrX	20688492	20689492	0
NM_011050	chr19	53892230	53893230	0
NM_011051	chr13	74316326	74317326	1
NM_011052	chr9	113707259	113708259	1
NM_011053	chr19	47090765	47091765	0
NM_011054	chr6	56361519	56362519	1
NM_011055	chr7	114415253	114416253	0
NM_011056	chr13	108654176	108655176	0
NM_011057	chr15	80013808	80014808	1
NM_011058	chr5	75152290	75153290	0
