chr_name	chromosome_id	end	id	id_13_11_20	id_13_11_25	id_14_06_11	start	tag_count_13_11_20	tag_count_13_11_25	tag_count_14_06_11
chr11	13	95837467	615	67.0	192.0	615.0	95831043	604.5	313.7	682.3
chr5	6	140599067	620	279.0	560.0	620.0	140590599	391.7	227.9	679.5
chr4	5	135160214	622	1463.0	906.0	622.0	135152706	218.6	193.2	678.5
chr5	6	122952914	627	595.0	492.0	627.0	122948204	305.4	238.9	675.7
chr10	9	117838100	630	30393.0	269.0	630.0	117825128	24.1	290.6	674.7
chr19	21	53426368	641	2494.0	730.0	641.0	53420384	179.9	208.8	670.9
chr7	8	139952304	643	2713.0	1622.0	643.0	139949358	174.1	155.6	669.0
chr1	1	54874276	646	2655.0	31663.0	646.0	54864538	175.2	15.1	668.0
chr15	16	80607822	658	23532.0	10660.0	658.0	80596758	39.7	66.8	662.3
chr9	12	61671562	673	348.0	274.0	673.0	61663722	367.1	288.6	654.7
chr19	21	12480003	676	383.0	329.0	676.0	12470439	358.2	270.5	654.7
chr9	12	63722668	677	190.0	18123.0	677.0	63714054	444.5	40.7	653.7
chr12	15	33318395	679	523.0	338.0	679.0	33313345	322.7	268.5	652.7
chr2	2	127322554	682	95.0	15144.0	682.0	127313686	545.4	49.2	651.8
chr10	9	59903093	689	371.0	179.0	689.0	59894723	361.4	320.7	649.9
chr9	12	45253418	697	5394.0	443.0	697.0	45244476	130.7	245.4	646.1
chr11	13	46378871	698	1732.0	67.0	698.0	46368111	205.0	432.7	646.1
chr14	11	40932442	699	8995.0	18175.0	699.0	40922142	103.0	40.7	646.1
chr17	18	72941117	708	45253.0	11291.0	708.0	72932569	9.41	64.2	643.2
chr1	1	87880106	709	655.0	590.0	709.0	87869648	294.9	223.9	642.2
chr12	15	108767087	711	17835.0	12836.0	711.0	108760361	58.6	57.7	642.2
chr2	2	3756136	712	422.0	10133.0	712.0	3747426	343.1	68.8	640.3
chr6	7	114878399	728	1031.0	415.0	728.0	114871753	250.5	250.5	635.6
chr5	6	96919350	732	276.0	5067.0	732.0	96910506	392.7	98.4	633.7
chr1	1	106571477	737	4073.0	339.0	737.0	106560651	147.5	267.5	631.8
chr2	2	32171666	738	22527.0	824.0	738.0	32162096	42.4	199.3	631.8
chr16	17	10772782	744	195.0	306.0	744.0	10766990	438.8	279.1	629.8
chr2	2	11198135	745	876.0	490.0	745.0	11190405	264.6	238.9	628.9
chr6	7	83419549	750	247.0	89.0	750.0	83409425	408.9	399.5	627.9
chr19	21	10790363	753	32143.0	201.0	753.0	10780821	21.4	313.2	626.0
chr17	18	6477395	756	596.0	654.0	756.0	6475227	305.4	216.8	625.1
chr12	15	84178631	775	906.0	913.0	775.0	84173235	261.5	192.7	618.4
chr7	8	127481504	786	3580.0	24442.0	786.0	127476030	155.3	26.1	612.7
chr10	9	12815570	790	306.0	656.0	790.0	12805664	380.7	216.3	611.7
chr9	12	61683734	793	423.0	115.0	793.0	61676108	343.1	365.9	610.8
chr11	13	34066890	796	1232.0	26438.0	796.0	34058508	234.3	22.6	609.8
chr19	21	45579631	799	1894.0	1377.0	799.0	45574495	198.7	167.1	609.8
chr10	9	42902958	802	30095.0	172.0	802.0	42895142	24.6	324.8	608.8
chr14	11	25478055	803	415.0	4933.0	803.0	25468657	346.2	99.9	608.8
chr9	12	41085518	808	878.0	20287.0	808.0	41077902	264.6	35.1	606.9
chr6	7	99523805	815	3516.0	5012.0	815.0	99519023	156.4	98.9	604.1
chr19	21	53200773	822	393.0	1618.0	822.0	53193045	355.6	156.1	603.1
chr2	2	22815153	824	34920.0	302.0	824.0	22799803	17.3	280.1	602.2
chr7	8	25182083	826	3969.0	0.0	826.0	25177749	149.0	0.0	600.3
chr1	1	88589915	833	70.0	156.0	833.0	88581883	592.0	334.3	597.4
chr9	12	63136677	836	681.0	506.0	836.0	63132213	289.7	236.4	597.4
chr4	5	124757859	841	462.0	387.0	841.0	124750109	335.2	256.0	595.5
chr7	8	75615729	842	514.0	21336.0	842.0	75608777	324.8	32.6	595.5
chr10	9	19069296	860	15821.0	30618.0	860.0	19061044	66.9	16.6	590.7
chr3	4	103786079	863	2807.0	2081.0	863.0	103777683	171.5	142.0	588.8
chr18	20	80612934	872	845.0	748.0	872.0	80608034	269.3	206.3	585.0
chr16	17	23187178	879	11272.0	9021.0	879.0	23174976	89.4	74.3	583.1
chr8	10	15035455	894	10031.0	4767.0	894.0	15028645	96.2	101.4	579.3
chr4	5	134758207	898	553.0	393.0	898.0	134749709	315.3	255.0	577.4
chr7	8	73600680	907	1687.0	1688.0	907.0	73592460	207.1	153.6	575.4
chr9	12	116140914	908	676.0	4151.0	908.0	116132994	290.2	107.9	575.4
chr15	16	82168919	914	406.0	5041.0	914.0	82160581	350.9	98.9	574.5
chr15	16	85658958	915	5306.0	3991.0	915.0	85652664	131.8	109.9	574.5
chr1	1	36930077	916	6032.0	1924.0	916.0	36917257	124.5	146.6	573.5
chr12	15	86838051	920	501.0	1011.0	920.0	86832259	327.4	185.7	573.5
chr10	9	94829679	924	1482.0	1508.0	924.0	94827035	217.5	161.1	571.6
chr6	7	31129148	926	2367.0	1075.0	926.0	31122372	183.0	181.7	570.7
chr8	10	4215231	934	2526.0	1991.0	934.0	4212401	178.9	144.6	568.8
chr4	5	119130177	936	1138.0	812.0	936.0	119124579	241.6	200.3	567.8
chr1	1	133802021	953	940.0	3113.0	953.0	133797795	258.3	121.5	563.0
chr6	7	87506020	954	614.0	1911.0	954.0	87498788	301.7	147.1	563.0
chr4	5	40840892	957	401.0	234.0	957.0	40832430	351.9	302.2	562.1
chr11	13	79616791	960	871.0	361.0	960.0	79610345	265.7	262.5	561.1
chr1	1	37482087	961	3565.0	4846.0	961.0	37472781	155.3	100.4	560.2
chr19	21	6953186	967	2056.0	2927.0	967.0	6950546	193.0	125.5	559.2
chr16	17	52063201	974	3096.0	3625.0	974.0	52054435	164.7	114.4	557.3
chr4	5	150588285	975	873.0	1767.0	975.0	150579113	265.1	151.1	556.4
chr13	14	20187047	982	1582.0	2894.0	982.0	20180425	212.3	126.0	555.4
chr2	2	103687540	983	488.0	231.0	983.0	103678714	329.5	302.7	554.5
chr7	8	63992019	984	283.0	631.0	984.0	63983489	390.6	219.3	554.5
chr18	20	82539050	989	470.0	457.0	989.0	82531714	333.6	243.9	552.5
chr1	1	181232945	999	454.0	325.0	999.0	181226045	336.8	272.1	549.7
chr11	13	117313453	1002	485.0	20981.0	1002.0	117306437	330.0	33.6	549.7
chr1	1	128608860	1017	797.0	2842.0	1017.0	128600314	274.6	126.5	546.8
chr14	11	19987912	1019	1677.0	1484.0	1019.0	19984554	207.6	162.1	546.8
chr14	11	25859186	1020	617.0	588.0	1020.0	25854304	301.2	224.9	546.8
chr13	14	111801947	1029	20107.0	10789.0	1029.0	111792485	50.2	66.3	544.0
chr18	20	4923282	1030	966.0	1245.0	1030.0	4919778	256.8	173.2	544.0
chr10	9	59976824	1033	853.0	605.0	1033.0	59969566	267.8	222.9	543.0
chr7	8	64005124	1038	952.0	257.0	1038.0	63998436	257.3	294.1	542.0
chr11	13	118150175	1040	557.0	344.0	1040.0	118142631	314.8	267.5	542.0
chr3	4	105895575	1042	791.0	1332.0	1042.0	105890923	275.1	168.7	541.1
chr11	13	115233244	1053	11344.0	1157.0	1053.0	115225278	88.9	177.7	540.1
chr13	14	46739401	1054	31069.0	20156.0	1054.0	46733825	23.0	35.6	540.1
chr17	18	28520772	1055	1642.0	1977.0	1055.0	28515624	209.2	145.6	540.1
chr13	14	95965588	1057	1057.0	614.0	1057.0	95958546	248.4	221.9	539.2
chr14	11	121332977	1065	497.0	498.0	1065.0	121322969	328.4	238.4	537.3
chr1	1	36268397	1074	310.0	8510.0	1074.0	36260437	379.7	76.3	534.4
chr7	8	104448302	1082	1130.0	391.0	1082.0	104442552	242.1	255.5	533.5
chr11	13	52316341	1099	1161.0	10303.0	1099.0	52308189	240.0	68.3	530.6
chr6	7	54856090	1105	14340.0	317.0	1105.0	54847080	73.7	275.6	528.7
chr10	9	14050874	1106	286.0	4726.0	1106.0	14042462	389.6	101.9	528.7
chr14	11	60728267	1108	611.0	22298.0	1108.0	60718881	302.8	30.6	528.7
chrX	3	48144282	1112	11195.0	2096.0	1112.0	48135662	89.9	142.0	526.8
chr4	5	149859218	1113	935.0	491.0	1113.0	149854102	258.9	238.9	525.8
chr8	10	123007392	1119	21525.0	5193.0	1119.0	122995696	45.5	97.4	524.9
chr6	7	114897766	1139	1428.0	1152.0	1139.0	114890230	221.2	177.7	521.1
chr9	12	57655141	1140	1901.0	3510.0	1140.0	57650041	198.2	115.9	521.1
chr1	1	137902454	1141	1279.0	1964.0	1141.0	137898762	230.6	145.6	520.1
chr1	1	180367535	1142	1959.0	3061.0	1142.0	180362221	196.1	122.5	520.1
chr3	4	115822917	1143	398.0	16892.0	1143.0	115814385	353.5	44.2	520.1
chr1	1	91097411	1149	527.0	596.0	1149.0	91089591	321.6	223.4	519.1
chr4	5	62665242	1150	1284.0	599.0	1150.0	62660808	230.6	223.4	519.1
chr11	13	102224505	1151	5624.0	12828.0	1151.0	102217559	128.6	57.7	519.1
chr6	7	31117936	1157	1259.0	1671.0	1157.0	31110924	232.2	154.1	518.2
chr5	6	140643372	1165	19596.0	10967.0	1165.0	140636236	51.8	65.3	516.3
chr11	13	43388663	1170	344.0	4971.0	1170.0	43381799	369.2	99.4	513.4
chr3	4	60532400	1172	1709.0	2742.0	1172.0	60525190	206.0	128.5	512.5
chr17	18	84337772	1179	456.0	1306.0	1179.0	84327500	336.3	170.2	512.5
chr2	2	174605029	1181	17013.0	548.0	1181.0	174598321	61.7	229.4	511.5
chr3	4	115806034	1183	6998.0	8847.0	1183.0	115798424	116.6	74.8	511.5
chr10	9	80163189	1188	1333.0	658.0	1188.0	80156919	227.5	216.3	510.6
chr2	2	18922964	1190	774.0	4904.0	1190.0	18914972	277.2	99.9	509.6
chr6	7	142956068	1192	1543.0	1298.0	1192.0	142948806	214.4	170.2	509.6
chr1	1	43544661	1196	291.0	8401.0	1196.0	43534493	387.5	76.8	508.6
chr4	5	129036128	1198	1539.0	3699.0	1198.0	129030886	214.4	112.9	508.6
chr4	5	130906172	1199	726.0	10038.0	1199.0	130898896	283.4	69.3	508.6
chr2	2	33132665	1211	1994.0	2319.0	1211.0	33129547	194.5	136.5	506.7
chr15	16	81047750	1215	731.0	488.0	1215.0	81042482	283.4	239.4	506.7
chr11	13	98462870	1220	1242.0	4879.0	1220.0	98456586	233.8	100.4	505.8
chr5	6	146786693	1225	5993.0	682.0	1225.0	146777065	125.0	212.8	504.8
chr9	12	57975683	1228	437.0	861.0	1228.0	57967897	339.9	196.3	504.8
chr1	1	80419699	1233	20771.0	3183.0	1233.0	80408749	47.6	120.5	503.9
chr4	5	133177485	1237	33727.0	3793.0	1237.0	133169085	18.8	111.9	503.9
chr2	2	32498565	1243	625.0	681.0	1243.0	32492139	299.7	212.8	502.9
chr7	8	114091695	1248	1085.0	9594.0	1248.0	114084667	245.8	71.3	502.0
chr18	20	60748431	1251	1750.0	1318.0	1251.0	60744181	204.5	169.7	502.0
chr2	2	75690139	1253	802.0	28605.0	1253.0	75680405	273.5	19.1	501.0
chr4	5	101188877	1255	1808.0	404.0	1255.0	101180859	201.3	253.5	501.0
chrX	3	12137457	1266	17740.0	20633.0	1266.0	12132455	59.1	34.6	499.1
chr7	8	43467132	1270	3771.0	2991.0	1270.0	43464686	152.2	124.0	497.2
chr11	13	118204503	1271	1715.0	15071.0	1271.0	118198137	206.0	49.7	497.2
chr16	17	23276123	1273	1213.0	34964.0	1273.0	23268463	235.9	12.0	497.2
chr15	16	97472511	1277	3688.0	10900.0	1277.0	97466999	153.7	65.8	496.2
chr1	1	86443585	1280	2697.0	2734.0	1280.0	86439881	174.1	128.5	495.3
chr4	5	129813468	1281	1996.0	25225.0	1281.0	129807810	194.5	24.6	495.3
chr13	14	101762462	1285	4167.0	1681.0	1285.0	101756450	146.4	154.1	495.3
chr9	12	44036442	1289	848.0	753.0	1289.0	44028112	268.3	205.8	494.3
chr14	11	70069397	1292	512.0	783.0	1292.0	70063263	325.8	203.3	494.3
chr1	1	181259183	1294	2012.0	2530.0	1294.0	181255547	194.0	132.0	493.4
chr4	5	123566970	1299	814.0	277.0	1299.0	123560344	272.5	288.1	492.4
chr13	14	51758131	1304	766.0	7315.0	1304.0	51752613	278.2	83.3	492.4
chr2	2	32557648	1306	18988.0	955.0	1306.0	32550406	53.9	189.7	491.5
chr13	14	21161666	1315	2166.0	1726.0	1315.0	21158136	189.3	152.6	490.5
chr3	4	21940588	1317	202.0	397.0	1317.0	21934354	433.0	254.5	489.6
chr2	2	132514825	1331	1007.0	2342.0	1331.0	132508421	252.6	136.0	487.7
chr3	4	97298862	1341	1987.0	825.0	1341.0	97294264	195.1	199.3	486.7
chr11	13	11571153	1342	173.0	1143.0	1342.0	11562757	456.0	178.2	486.7
chr14	11	73120824	1343	1086.0	865.0	1343.0	73115514	245.8	196.3	486.7
chr16	17	34096182	1344	965.0	758.0	1344.0	34092832	256.8	205.8	486.7
chr5	6	140875655	1349	1635.0	1129.0	1349.0	140869829	209.2	178.7	485.7
chr9	12	44024279	1356	1004.0	2494.0	1356.0	44015989	253.1	133.0	484.8
chr10	9	19189750	1357	1202.0	1549.0	1357.0	19183538	236.9	159.1	484.8
chr16	17	91462582	1365	27520.0	28930.0	1365.0	91455188	29.8	19.1	483.8
chr13	14	109825016	1375	931.0	459.0	1375.0	109819972	259.4	243.4	481.0
chr1	1	34486007	1376	5852.0	3779.0	1376.0	34478393	126.0	111.9	480.0
chr5	6	120693610	1385	2854.0	5133.0	1385.0	120687624	170.5	97.9	479.1
chr7	8	80784522	1392	638.0	8878.0	1392.0	80777588	297.6	74.8	478.1
chr13	14	43454806	1394	872.0	21399.0	1394.0	43446742	265.7	32.6	478.1
chr5	6	123151790	1397	4118.0	2939.0	1397.0	123148446	146.9	125.0	477.2
chr4	5	40783325	1407	570.0	312.0	1407.0	40776207	311.7	277.1	475.2
chr4	5	43969114	1408	1283.0	1892.0	1408.0	43963434	230.6	147.6	475.2
chr11	13	107418528	1412	411.0	193.0	1412.0	107409538	348.8	313.7	475.2
chr17	18	83280337	1414	949.0	612.0	1414.0	83275391	257.8	222.4	475.2
chr19	21	53189816	1415	362.0	729.0	1415.0	53182508	364.0	208.8	475.2
chr7	8	75590151	1417	380.0	247.0	1417.0	75584243	358.7	299.2	474.3
chr9	12	44480580	1418	2504.0	2677.0	1418.0	44477204	179.4	129.5	474.3
chr9	12	123934070	1420	534.0	796.0	1420.0	123926702	320.0	201.8	474.3
chr12	15	103338665	1421	5835.0	9413.0	1421.0	103329737	126.6	72.3	474.3
chr5	6	105653048	1423	1129.0	807.0	1423.0	105646828	242.1	200.8	473.3
chr11	13	55029905	1424	38024.0	8465.0	1424.0	55021373	14.1	76.8	473.3
chr15	16	73734521	1426	2332.0	1711.0	1426.0	73730401	184.1	153.1	473.3
chr9	12	62371721	1432	1720.0	1624.0	1432.0	62363379	205.5	155.6	472.4
chr15	16	73179886	1437	2890.0	1788.0	1437.0	73173098	170.0	150.6	472.4
chr15	16	85648915	1438	2405.0	2000.0	1438.0	85644503	182.0	144.6	472.4
chr17	18	57277785	1440	1858.0	2446.0	1440.0	57274287	199.8	134.0	472.4
chr18	20	35920693	1441	2640.0	7527.0	1441.0	35917847	176.2	82.3	472.4
chr2	2	118898011	1442	6460.0	4615.0	1442.0	118895423	120.8	102.9	471.4
chr11	13	75283857	1445	10583.0	645.0	1445.0	75278813	93.1	217.8	471.4
chr7	8	73616121	1452	37909.0	22452.0	1452.0	73606355	14.1	30.1	470.5
chr7	8	63898470	1460	210.0	4763.0	1460.0	63892324	427.8	101.4	468.6
chr9	12	118490486	1461	7974.0	36737.0	1461.0	118486428	109.3	10.5	468.6
chr16	17	49775842	1470	425.0	3454.0	1470.0	49769416	343.1	117.0	466.7
chr1	1	180360492	1472	13885.0	13972.0	1472.0	180352224	75.8	53.2	465.7
chr16	17	23288450	1477	11176.0	11031.0	1477.0	23279942	89.9	65.3	465.7
chr9	12	13472800	1481	621.0	466.0	1481.0	13465558	300.2	242.4	464.7
chr1	1	128618268	1484	48824.0	22621.0	1484.0	128610976	7.32	29.6	463.8
chr11	13	60118475	1489	1775.0	989.0	1489.0	60112125	203.4	187.7	463.8
chr13	14	73738086	1490	703.0	174.0	1490.0	73731774	286.6	324.8	463.8
chr12	15	107925160	1492	1096.0	840.0	1492.0	107918430	245.3	198.3	462.8
chr7	8	25270575	1499	1810.0	23200.0	1499.0	25266529	201.3	28.6	461.9
chr10	9	60374739	1501	1446.0	570.0	1501.0	60368867	220.2	227.4	461.9
chr10	9	77525214	1502	15949.0	1277.0	1502.0	77519542	66.4	171.2	461.9
chr12	15	100998702	1504	340.0	839.0	1504.0	100991080	371.3	198.3	461.9
chr14	11	51066899	1505	5785.0	24805.0	1505.0	51062993	127.1	25.6	461.9
chr1	1	88648944	1506	680.0	744.0	1506.0	88638564	289.7	206.3	460.9
chr7	8	75705542	1518	2224.0	8145.0	1518.0	75699464	187.2	78.3	460.0
chr9	12	56109702	1540	15574.0	183.0	1540.0	56102296	68.0	318.7	458.1
chr12	15	84212196	1542	43850.0	1325.0	1542.0	84205692	9.94	169.2	458.1
chr2	2	164943645	1543	1073.0	18821.0	1543.0	164937813	246.8	38.6	457.1
chr8	10	119788103	1547	769.0	929.0	1547.0	119782981	277.7	191.7	456.2
chr7	8	127145688	1554	4381.0	14890.0	1554.0	127139422	142.8	50.2	455.2
chr8	10	83750904	1555	2351.0	5191.0	1555.0	83746962	183.6	97.4	455.2
chr8	10	88695063	1556	526.0	2942.0	1556.0	88690037	322.1	125.0	455.2
chr11	13	76497087	1562	879.0	1262.0	1562.0	76491837	264.6	172.2	454.3
chr10	9	44451266	1570	1302.0	304.0	1570.0	44445406	229.6	279.1	453.3
chr11	13	57688913	1572	2371.0	23765.0	1572.0	57683013	183.0	27.6	453.3
chr1	1	138193508	1576	1708.0	2827.0	1576.0	138187632	206.0	127.0	452.3
chr3	4	126666267	1578	446.0	693.0	1578.0	126658863	337.8	211.8	452.3
chr11	13	83082773	1587	4165.0	2544.0	1587.0	83077355	146.4	132.0	451.4
chr11	13	88600474	1588	6125.0	8899.0	1588.0	88593824	123.9	74.8	451.4
chr12	15	16012762	1589	859.0	31145.0	1589.0	16006228	267.2	16.1	451.4
chr12	15	111163095	1590	1977.0	3206.0	1590.0	111158459	195.6	120.5	451.4
chr2	2	167998506	1592	3132.0	1345.0	1592.0	167995804	163.7	168.2	450.4
chr10	9	14000669	1594	571.0	5487.0	1594.0	13992005	311.7	95.4	450.4
chr17	18	29306808	1596	1154.0	722.0	1596.0	29301438	240.6	209.3	450.4
chr7	8	74699242	1599	1713.0	1275.0	1599.0	74689626	206.0	171.2	449.5
chr7	8	128394340	1602	1951.0	16771.0	1602.0	128389756	196.6	44.7	449.5
chr11	13	21183039	1603	8376.0	42035.0	1603.0	21171843	106.7	7.53	449.5
chr7	8	73590265	1609	9209.0	10610.0	1609.0	73583389	101.5	66.8	448.5
chr9	12	121679962	1611	198.0	1311.0	1611.0	121674434	437.7	169.7	448.5
chr11	13	11561336	1620	16687.0	14324.0	1620.0	11555074	63.3	52.2	447.6
chr12	15	112874750	1629	722.0	2334.0	1629.0	112867206	284.5	136.5	446.6
chr8	10	114883307	1637	988.0	358.0	1637.0	114878389	254.7	263.0	445.7
chr11	13	98499063	1639	23886.0	922.0	1639.0	98491705	38.7	192.2	445.7
chr9	12	69038535	1653	912.0	399.0	1653.0	69033593	261.0	254.5	443.8
chr4	5	133736619	1656	26008.0	30483.0	1656.0	133727365	32.9	16.6	442.8
chr13	14	58115299	1660	40860.0	1263.0	1660.0	58111539	12.0	172.2	442.8
chr2	2	35450165	1662	518.0	396.0	1662.0	35443891	323.7	254.5	441.8
chr9	12	121317629	1663	1013.0	4681.0	1663.0	121312401	252.1	102.4	441.8
chr10	9	121431365	1665	770.0	9963.0	1665.0	121426411	277.7	69.8	441.8
chr17	18	7880228	1667	6983.0	1196.0	1667.0	7873906	117.1	175.7	441.8
chr5	6	52116502	1672	3270.0	7877.0	1672.0	52110852	161.1	79.8	440.9
chr8	10	13602829	1674	1188.0	0.0	1674.0	13597699	237.9	0.0	440.9
chr19	21	47911805	1679	1796.0	34572.0	1679.0	47906809	202.4	12.5	440.9
chr8	10	122988013	1682	12936.0	2182.0	1682.0	122978097	80.5	139.5	439.9
chr13	14	85509876	1683	36569.0	481.0	1683.0	85501540	15.7	240.4	439.9
chr18	20	34858684	1687	1725.0	1903.0	1687.0	34854072	205.5	147.6	439.0
chr11	13	97144790	1707	644.0	1615.0	1707.0	97139764	296.5	156.1	436.1
chr18	20	39520846	1710	1114.0	819.0	1710.0	39515504	243.7	200.3	436.1
chr18	20	54903409	1711	2136.0	1341.0	1711.0	54899975	190.4	168.7	436.1
chr2	2	60871193	1712	981.0	84.0	1712.0	60864527	255.2	407.6	435.2
chr7	8	19935556	1715	1809.0	944.0	1715.0	19930890	201.3	190.7	435.2
chr7	8	114072992	1716	2523.0	2101.0	1716.0	114065896	178.9	141.5	435.2
chr17	18	28525423	1720	1642.0	6916.0	1720.0	28520987	209.2	85.8	435.2
chr7	8	126359898	1734	7690.0	9069.0	1734.0	126353556	111.4	73.8	433.3
chr16	17	92787586	1738	1050.0	3385.0	1738.0	92782022	248.9	118.0	433.3
chr3	4	96503599	1739	5072.0	5937.0	1739.0	96499391	133.9	91.9	432.3
chr11	13	106676155	1742	1628.0	359.0	1742.0	106668495	209.7	263.0	432.3
chr17	18	6747483	1744	6847.0	2188.0	1744.0	6741657	118.2	139.5	432.3
chr5	6	142933133	1747	540.0	1257.0	1747.0	142928759	318.5	172.2	431.3
chr11	13	63994042	1751	1626.0	18143.0	1751.0	63988200	209.7	40.7	431.3
chr3	4	100563485	1757	606.0	21932.0	1757.0	100555009	303.8	31.1	430.4
chr4	5	101177645	1758	26248.0	28652.0	1758.0	101167441	32.4	19.1	430.4
chr8	10	13689591	1759	824.0	9596.0	1759.0	13683839	271.4	71.3	430.4
chr11	13	54779060	1766	1143.0	971.0	1766.0	54773284	241.6	188.7	429.4
chr15	16	81524831	1768	4644.0	9314.0	1768.0	81521791	139.6	72.8	429.4
chr19	21	53444965	1771	442.0	515.0	1771.0	53438271	338.9	235.4	429.4
chr8	10	70867763	1779	4913.0	39306.0	1779.0	70863269	136.0	9.03	428.5
chr10	9	68241762	1781	4051.0	4683.0	1781.0	68237830	148.0	102.4	428.5
chr1	1	165815467	1788	3233.0	1683.0	1788.0	165808283	161.6	153.6	427.5
chr5	6	72185181	1795	2547.0	2345.0	1795.0	72180707	178.3	136.0	426.6
chr6	7	117883749	1799	1773.0	30530.0	1799.0	117879213	203.4	16.6	426.6
chr8	10	35432103	1801	1932.0	9946.0	1801.0	35425455	197.2	69.8	426.6
chr9	12	77942723	1802	7090.0	772.0	1802.0	77935309	116.1	204.3	426.6
chr10	9	7848134	1804	2062.0	4203.0	1804.0	7841168	192.4	107.4	426.6
chr19	21	4335092	1808	2493.0	2558.0	1808.0	4330768	179.9	132.0	426.6
chr4	5	102507978	1811	2207.0	25495.0	1811.0	102502728	187.7	24.1	425.6
chr12	15	73717394	1819	23142.0	413.0	1819.0	73708354	40.8	251.0	425.6
chr4	5	124710735	1823	4237.0	5947.0	1823.0	124707531	144.9	91.9	424.7
chr7	8	125584532	1824	1499.0	714.0	1824.0	125578968	216.5	210.3	424.7
chr1	1	180406359	1829	1645.0	16522.0	1829.0	180400409	208.7	45.2	423.7
chr11	13	98477722	1840	4670.0	3812.0	1840.0	98469322	139.1	111.9	423.7
chr15	16	67041172	1842	2581.0	2108.0	1842.0	67038410	177.8	141.5	423.7
chr14	11	31404380	1848	772.0	403.0	1848.0	31397968	277.7	254.0	422.8
chr16	17	44967802	1851	7933.0	8701.0	1851.0	44961140	109.8	75.8	422.8
chr6	7	146083660	1853	431.0	977.0	1853.0	146078784	341.5	188.2	421.8
chr7	8	125639097	1854	1221.0	814.0	1854.0	125633743	235.3	200.3	421.8
chr10	9	21909947	1856	443.0	152.0	1856.0	21905275	338.4	340.8	421.8
chr12	15	80797302	1857	1902.0	2039.0	1857.0	80791624	198.2	143.6	421.8
chr14	11	61649946	1864	4598.0	4253.0	1864.0	61645428	140.2	106.9	420.8
chr4	5	98440033	1869	1093.0	1599.0	1869.0	98434211	245.3	156.6	419.9
chr7	8	122406518	1871	1900.0	19090.0	1871.0	122401054	198.2	38.1	419.9
chr8	10	105626464	1872	1340.0	1299.0	1872.0	105621800	227.0	170.2	419.9
chr4	5	97773605	1876	11793.0	14401.0	1876.0	97771119	86.3	51.7	418.9
chr8	10	116638612	1880	1204.0	655.0	1880.0	116632974	236.4	216.3	418.9
chr11	13	70598761	1881	2021.0	15783.0	1881.0	70593831	194.0	47.7	418.9
chr18	20	68231794	1883	1115.0	469.0	1883.0	68226024	243.7	242.4	418.9
chr1	1	171034530	1885	6789.0	6929.0	1885.0	171031910	118.2	85.3	418.0
chr2	2	156734831	1886	4688.0	968.0	1886.0	156729567	138.6	188.7	418.0
chr6	7	127450076	1889	1321.0	1687.0	1889.0	127445624	228.0	153.6	418.0
chr7	8	25207015	1890	664.0	946.0	1890.0	25203959	293.4	190.7	418.0
chr10	9	14060506	1891	657.0	662.0	1891.0	14054572	294.9	215.8	418.0
chr18	20	35890835	1897	4927.0	3496.0	1897.0	35886889	136.0	116.5	418.0
chr4	5	8929342	1900	1403.0	1293.0	1900.0	8925380	222.8	170.2	417.0
chr15	16	81515555	1906	1505.0	1763.0	1906.0	81511073	216.5	151.6	417.0
chr3	4	22085358	1909	11785.0	3786.0	1909.0	22077840	86.3	111.9	416.1
chr7	8	128385247	1915	2290.0	25555.0	1915.0	128378607	185.1	24.1	416.1
chr12	15	102676859	1919	842.0	497.0	1919.0	102670757	269.3	238.4	416.1
chr2	2	11660598	1923	5800.0	3660.0	1923.0	11653004	126.6	113.4	415.1
chr10	9	99463336	1928	1757.0	2220.0	1928.0	99458670	204.0	138.5	415.1
chr11	13	79663377	1929	33893.0	13478.0	1929.0	79655915	18.8	55.2	415.1
chr12	15	79629531	1930	1308.0	14201.0	1930.0	79623431	229.1	52.7	415.1
chr7	8	45341884	1938	4909.0	27641.0	1938.0	45338024	136.0	20.6	414.2
chr8	10	111566763	1939	20848.0	1582.0	1939.0	111557785	47.6	157.6	414.2
chr9	12	21453927	1940	8722.0	31832.0	1940.0	21447093	104.6	15.1	414.2
chr12	15	102650303	1943	1843.0	9979.0	1943.0	102642319	200.3	69.8	414.2
chr8	10	13652832	1952	4290.0	0.0	1952.0	13647664	144.3	0.0	413.2
chr12	15	17728612	1955	862.0	33963.0	1955.0	17722686	266.7	13.1	413.2
chr12	15	107133136	1956	3879.0	382.0	1956.0	107123722	150.6	257.5	413.2
chr14	11	27407009	1957	2843.0	9740.0	1957.0	27400147	171.0	70.8	413.2
chr5	6	100639529	1963	1445.0	1080.0	1963.0	100634445	220.2	181.2	412.3
chr6	7	121229425	1966	500.0	893.0	1966.0	121224109	327.4	194.3	412.3
chr12	15	3836896	1970	3050.0	21821.0	1970.0	3832302	165.8	31.6	412.3
chr17	18	73823193	1972	16985.0	8927.0	1972.0	73817685	62.2	74.8	412.3
chr19	21	57133826	1974	895.0	19593.0	1974.0	57126830	262.5	37.1	412.3
chr19	21	61267971	1975	0.0	2257.0	1975.0	61265749	0.0	138.0	412.3
chr6	7	117893825	1980	7898.0	33769.0	1980.0	117887821	109.8	13.1	411.3
chr11	13	60177595	1982	5248.0	4645.0	1982.0	60174817	132.3	102.9	411.3
chr12	15	55467657	1983	1473.0	1337.0	1983.0	55462907	218.1	168.7	411.3
