	gene_name	label	10uM_K99A vs. No_Peptide logFC	100uM_K99A vs. No_Peptide logFC	0_1uM_PCC vs. No_Peptide logFC	10uM_PCC vs. No_Peptide logFC
NM_023320	Plekho1	0	1.83841422591275	1.7273324390136298	2.42454963733699	2.19516272536716
NM_009921	Camp	0	1.84291179851711	1.96451374545226	2.6923674531314905	3.35871289866464
NM_026835	Ms4a6d	0	1.8478595369475002	2.54447959270719	2.7689259613071697	3.95038580591619
NM_153507	Cpne2	0	1.8529812704854798	2.0333533078441	2.63489172226049	2.7261914193183396
NM_009970	Csf2ra	0	1.8584893074057	2.4836077470857205	2.76077041082294	3.0053944644880097
NM_025806	Plbd1	0	1.8636043032542802	2.54430101890854	3.8628379194009197	4.57884583935384
NM_001198785	Aatk	0	1.8659442869866598	2.9352507649574	3.5711753863487	4.20712010763457
NM_144923	Blvrb	0	1.8714001395958701	1.97586278908048	2.06850766783916	2.15804009302965
NM_007801	Ctsh	0	1.87396608164776	1.90331622707477	2.9285650424844	2.64828826469079
NM_013701	Ugt1a2	0	1.8780078021553899	2.6981247418115495	4.8818716162432	4.20869181342626
NM_021530	Slc4a8	0	1.8793249130368102	1.37614512024068	3.1876293238342703	2.41664366350196
NM_001271411	Nfam1	0	1.88031144344814	2.4018939236723797	3.49596877731287	4.50367826856151
NM_010821	Mpeg1	0	1.8808063830194097	2.00960554483192	2.6881908289355896	2.6955537068078304
NM_009155	Sepp1	0	1.88134647139519	3.47944697671327	3.53211878024637	4.22983226221535
NM_027109	Dnase1l1	0	1.8824488085116002	1.73063789872013	2.41527648493963	2.05376829764469
NM_013599	Mmp9	0	1.88445133180866	2.2399811357313397	3.2841504678459197	4.46700948396602
NM_008372	Il7r	0	1.88571870511393	3.649237548011	3.88541495747234	4.76803870456227
NM_001164567	Vill	0	1.88688933472724	2.4570139258499504	2.91859919614513	3.4152777397358
NM_011061	Padi4	0	1.88800606985771	2.70890027927148	3.88392574691047	4.583643018491901
NM_011355	Spi1	0	1.8885553376397	2.2529551917755297	2.95765123915213	3.38430467013906
NM_001287521	Cebpa	0	1.88978628296096	2.10413534516967	2.28210227176223	3.09363867434544
NM_001015046	Rap1gap2	0	1.89403508112189	1.6795191494251698	2.4267632335222404	2.38707987554814
NM_020001	Clec4n	0	1.89870781849221	1.63454336246348	2.94868863898504	4.117387686176951
NM_011905	Tlr2	0	1.9015777601080701	1.65140359386629	3.06231980409623	3.0636440129727
NM_007780	Csf2rb	0	1.9046107475915801	1.72944865970593	2.15889881843747	2.32442971102218
NM_008339	Cd79b	0	1.90587632762029	1.84234451401667	2.66808214340994	2.7650421067583197
NM_201643	Ugt1a5	0	1.90627749853214	2.6981247418115495	4.8818716162432	4.20869181342626
NM_011662	Tyrobp	0	1.9068542908919999	1.87510237820427	3.12883711066977	3.84776438219199
NM_001290469	Atp1a3	0	1.9097830396531998	2.93035852130412	4.543366710824019	5.26663160110114
NM_016974	Dbp	0	1.91069156999068	2.19970115171969	1.6373904100253	3.1266673791865296
NM_010745	Ly86	0	1.9118228126388501	1.6532806099827	2.37998694036415	2.44890344418646
NM_017372	Lyz2	0	1.91349651205668	2.57943925802543	3.67633549181164	4.304401484039411
NM_001291058	Cd68	0	1.9150352616785402	1.7036609730365802	2.43382342154192	2.7571388926657003
NM_007408	Plin2	0	1.9221309650187501	1.85427514210769	2.5919402731017	2.5069812323392204
NM_024444	Cyp4f18	0	1.92310231706196	2.58039275447897	4.03878329413434	4.3004237965154095
NM_011390	Slc12a7	0	1.9245066468202001	3.02007559973149	2.91159681843316	3.14843406591429
NM_201645	Ugt1a1	0	1.92543093067728	2.70293286329802	4.886679708656031	4.18257077979668
NM_201410	Ugt1a6b	0	1.92784933943959	2.6981247418115495	4.8818716162432	4.30566869452181
NM_201644	Ugt1a9	0	1.92784933943959	2.6981247418115495	4.8818716162432	4.20869181342626
NM_201641	Ugt1a10	0	1.92784933943959	2.6981247418115495	4.8818716162432	4.14748260506552
NM_145079	Ugt1a6a	0	1.92784933943959	2.68626449119663	4.71922322976162	4.20869181342626
NM_021507	Sqrdl	0	1.93056044261627	2.28595282652048	2.9643086640775604	3.79758490735106
NM_029858	Ston1	0	1.9321126793772099	3.31512887297439	4.00352271378675	5.1664240780876
NM_201642	Ugt1a7c	0	1.93701462980139	2.84135220379893	4.90996631532999	4.54202052537471
NR_104580	Slc8a1	0	1.9377039869226202	2.15171724354688	3.5617393954940404	3.3936333956707205
NM_001161790	Mefv	0	1.9560256827718703	1.9324573946099999	2.4000699936018197	2.3197107246079702
NM_009848	Entpd1	0	1.9570500993705902	1.9596345023675201	2.5823506456219505	2.8476532388884004
NM_001145953	Lgals3	0	1.95735768652066	2.45637194763867	3.84628625348411	4.186548633695439
NM_178911	Pld4	0	1.9583760224354199	3.11768202315567	3.9895506803803396	4.29299165196837
NM_028724	Rin2	0	1.95934887065924	1.94078507892421	3.41115461229617	4.8811839087218205
NM_011990	Slc7a11	0	1.96543759218665	1.67253435001153	2.87733407980267	2.8359684461837404
NM_010358	Gstm1	0	1.9661902924887902	2.65146314734027	3.90098900909602	4.2049737045175695
NM_013737	Pla2g7	0	1.9703095369713601	1.92963912897374	2.60973650456683	3.00167375772936
NM_010740	Cd93	0	1.97183148613262	2.12809644225142	3.34865468634932	4.415095770242759
NM_207668	Acpp	0	1.9740739925506101	2.13070175707269	2.6154623375911497	3.12258941523612
NM_199311	Clec4a1	0	1.9747405610636397	2.3989243182133304	5.02414122201512	5.127838256883
NM_175272	Nav2	0	1.97819344611312	2.6856802503784003	2.95486397757811	3.3530245626222404
NM_031195	Msr1	0	1.98871582819556	2.36937653391797	5.2774466983165595	4.543062668001809
NM_019449	Unc93b1	0	1.99163161422018	2.0936473320410203	2.74178182041244	2.8568986263969203
NM_133955	Rhou	0	1.9943351580747801	2.7889647366147705	3.8684150675944196	3.85375519030545
NM_026976	Faim3	0	1.9998492516540398	2.15834480166318	2.60021387922832	3.41323636201101
NM_001081249	Vcan	0	2.00184348838425	3.2898490001589304	5.22321233668697	6.818734886071709
NM_001159521	Plxnb2	0	2.00480791754559	2.44680266046521	3.03112078236668	2.92135709216183
NM_021424	Pvrl1	0	2.00674360402052	2.03647478006402	2.13731790441167	2.1662523433681002
NM_009696	Apoe	0	2.00776247082078	2.70896353945069	3.2360101192242903	3.74852602176199
NM_001109756	Adcy7	0	2.00856104744506	3.04558460411996	3.22794598230398	2.87508723127884
NM_199221	Cd300lb	0	2.0133214114793403	2.98121502191041	4.39545721912173	6.09132322565467
NM_013867	Bcar3	0	2.01556193147225	1.53106236380734	2.69887307073473	2.1497208390334497
NM_013612	Slc11a1	0	2.0282904395173	2.04049461710349	2.8415788797148798	3.79650805868312
NM_011820	Ggt5	0	2.03168131150682	2.38312091809336	4.29221994013271	4.965541480899031
NM_013454	Abca1	0	2.0362039326782804	2.85786539053494	2.9599541240001694	3.6705806912070202
NM_001037859	Csf1r	0	2.05120633482553	2.63355504596037	3.6345072969373597	4.31791772024199
NM_030249	Cttnbp2nl	0	2.05209968399077	0.9822187883867909	1.13657429663048	1.02329233795838
NM_172665	Pdk1	0	2.05778949613806	3.0121786331872404	2.8657996876307203	3.1203514843249907
NM_009399	Tnfrsf11a	0	2.0707581989957	1.53543917506803	1.7297593748687399	1.5816746792821699
NM_177364	Sh3pxd2b	0	2.0714271950515903	2.0619227341477298	2.34792026078597	2.31944077521817
NM_001162938	Pydc3	0	2.07320612323288	3.47300414755795	3.1875401224949904	5.29608901135078
NM_029688	Srxn1	0	2.07572913294498	2.28686055052787	1.61727925767664	1.7273447650573701
NM_153197	Clec4a3	0	2.07839868864813	2.21448479717359	4.616508824614691	4.98816660382583
NM_144559	Fcgr4	0	2.07941465275877	2.13257638807461	2.6193738705777596	2.89817456720023
NM_010768	Matk	0	2.08228785450055	2.53901575670912	3.01638391137317	3.8574241376460803
NM_009841	Cd14	0	2.08638063178869	2.82360146441942	3.15327707774832	3.73321939298532
NM_023158	Cxcl16	0	2.09291359969456	1.3060723223631898	2.08725749098034	1.40032013287259
NM_011299	Rps6ka2	0	2.1331217816578896	1.9196278340127702	3.0650300183589305	3.4634257268369
NM_172882	Wdfy3	0	2.13729025425281	2.4199983433017405	2.84340563100224	3.5606897901894903
NM_053110	Gpnmb	0	2.1375174822821497	1.65257921798335	3.2385461378484397	3.9443081611207904
NM_010242	Fut4	0	2.1390485936948003	1.69384377178444	2.5428513976325897	2.63710991773215
NM_001083587	Tns3	0	2.15260990330339	2.52023314744232	2.5476436289019797	2.03001044529036
NM_001168615	Tifab	0	2.1751758796067198	3.17760186730294	5.20995688864642	6.034204737432161
NM_001271768	Bhlhe41	0	2.18257757860853	2.4203613590816198	2.72147587492064	3.13474251740873
NM_001110778	Adam11	0	2.2075360179392405	1.6884746620443298	2.48520613850655	2.7033215122047998
NM_008329	Ifi204	0	2.20767729784103	1.4987801955008302	1.84018283948326	1.97026834636051
NM_001166391	F13a1	0	2.2225584498031803	4.26806245307676	8.4070335271902	9.061423066754472
NM_001101605	Gm14446	0	2.2436385777524905	3.0460665613681	2.5906742164636203	5.24500050666049
NM_001004176	Maml3	0	2.2523494475532497	2.8980307985414098	3.1407026864780896	3.31341491460638
NM_001204910	AI607873	0	2.25538872248627	2.3204134270880097	3.1085622608462	2.8177024815228395
NM_008512	Lrp1	0	2.27701915258867	2.39938525044861	2.7053692998245	2.88876241942042
NM_001002895	AI413582	0	2.30630513263126	1.8355267202702001	2.31055335409491	2.47760857866361
NM_001276408	Fn1	0	2.3101677714417597	4.5854346814973805	7.4692012990253795	6.87737930544057
NM_007679	Cebpd	0	2.3542732958249797	2.77699175116912	3.59834502049995	4.5064750140140095
NM_029658	Fam101b	0	2.3798229791435497	3.8813839512293	4.10191283259514	5.172977050544911
NR_105744	Mir6236	0	2.3830726914161	1.6150317467714501	2.07373882626268	3.21441591703983
NM_007643	Cd36	0	2.40681482661464	2.33259544051931	2.54090079985634	2.95160348089888
NM_001252055	Ly6c1	0	2.40973402504101	3.84995020468098	2.35233601046035	1.97496073248151
NR_045444	1700071M16Rik	0	2.41912900476904	2.04498664967679	2.8223482030249	3.51001981707667
NM_146260	Tmie	0	2.42802217842052	4.12069942964792	3.28351428577123	5.6427378471436205
NM_008361	Il1b	0	2.4580633731298698	1.26223594765629	1.8096748002456498	1.55535190805089
NM_001143848	Pde2a	0	2.51141343861742	3.5784951404081498	4.12412307575477	5.92306590195779
NM_001172160	Flrt3	0	2.5258867009199597	2.09786348933879	3.0781686117796294	3.28116589986866
NM_028775	Cyp2s1	0	2.55667710299769	4.35321423491604	5.50622579757101	7.91576028181193
NR_027919	Bambi-ps1	0	2.5804581237620803	5.93177091000572	4.936288127256231	6.57659295316749
NM_001003948	Pid1	0	2.6511906804556298	3.2680089256691702	4.87493548067483	7.1056369679377696
NM_001099634	Myof	0	2.69300020163311	1.99591564888592	3.2857861197306297	3.34319244315472
NM_001033425	Zscan10	0	2.72275145448111	5.925744357158099	5.60833443181236	6.32096338716524
NM_153807	Acsf2	0	2.7395476007612802	3.02823991493209	3.47447687388354	3.67748006759808
NM_001204166	Rapgef4	0	2.9708025963642997	4.63889903338189	4.69441174586422	5.785721027282519
NM_007723	Cnga1	0	3.3570923811068796	5.53987841082794	5.68786076438622	8.887942806306679
NM_001085518	Gm14085	0	3.38572806328723	8.09526354962583	5.737913543924299	10.5634553316134
NM_007759	Crabp2	1	-6.4421694745953895	-7.41073664415967	-11.950411133375098	-12.899386045898199
NM_009521	Wnt3	1	-4.71298030581587	-4.05528635946701	-2.2802025319472	-2.09160337325933
NM_001166065	Gcnt4	1	-4.70340873685167	-5.6929140881951	-5.380558922388031	-5.8025980114314
NM_001130174	Tnnt2	1	-4.44999612478905	-3.9570594779531802	-2.3944292244044103	-2.39120219615222
NM_010136	Eomes	1	-3.80358387715272	-4.82328057163496	-3.85650096172149	-4.0470330155514995
NM_007515	Slc7a3	1	-3.6262033717559397	-4.36122611413246	-4.6741352711852	-4.535496490434321
NM_007720	Ccr8	1	-3.45038101600271	-4.1314488646146	-2.50377047299883	-3.25089737979269
NM_001159482	Rab34	1	-3.43633296448345	-3.61184041280964	-2.7451945141907	-2.6716640427145
NM_133664	Lad1	1	-3.08832288334076	-3.0820158957324506	-2.33722029614071	-2.39081462927932
NR_024067	Snhg6	1	-3.08537603374976	-3.36747069210716	-3.3348790481659103	-3.23882207587637
NM_007532	Bcat1	1	-3.00100335176195	-3.5987377295335	-3.6692150200059106	-3.53534798565748
NM_177660	Zbtb10	1	-2.97531368742235	-3.1009471671192004	-2.8328231449763197	-2.82652555685825
NM_145706	Nup43	1	-2.95861920964774	-3.59884115744991	-3.7768564902672006	-3.62142157192688
NM_133984	Hemk1	1	-2.88054071089208	-3.16497169883089	-2.55785249557978	-3.1454543641161
NM_011613	Tnfsf11	1	-2.8204382939427597	-3.2244585458818595	-3.4740189970222404	-3.15084893164511
NM_146064	Soat2	1	-2.7745221999223	-3.27895714854071	-2.9807098558879	-3.3676635776937203
NM_013750	Phlda3	1	-2.7469619531504397	-3.27300349058128	-3.32635812146306	-3.26687637599491
NM_175329	Chchd10	1	-2.65179433964234	-2.7610775095316	-2.24672474459363	-2.51824530617316
NM_011659	Tnfrsf4	1	-2.58247230719835	-2.76405068177203	-2.02895719495865	-2.15668103282098
NM_001033302	Ciart	1	-2.5799243602723996	-2.84414599206224	-2.5584191820842404	-2.14043555531894
NM_008612	Mnat1	1	-2.56519058514179	-2.83973391485228	-2.7690192596514396	-2.9820444942006703
NM_007409	Adh1	1	-2.4871432035695697	-3.4074313309593	-2.67811634074818	-2.42219192945124
NM_019681	Ncs1	1	-2.47133367068104	-3.43658692286906	-4.95609699157759	-4.75476328775745
NM_198645	Ccdc58	1	-2.47063969093389	-3.36489922132774	-3.5742582554177003	-3.8018806814344703
NM_001289716	Bcl2l1	1	-2.4678438292037406	-2.62731373875133	-2.16585323233565	-2.1233347199661003
NM_026929	Chac1	1	-2.42670802373625	-2.8039446322483395	-2.4773283785689704	-2.442638846087
NM_175381	2700081O15Rik	1	-2.42440418684329	-2.56568968626798	-2.18009617935019	-2.18857337126293
NM_008354	Il12rb2	1	-2.3990958113154797	-3.9673780209114597	-3.08894750715379	-4.08741580657185
NR_045893	Gm11974	1	-2.37210520226386	-2.59219929487522	-2.48791415022517	-2.00788596447819
NM_008367	Il2ra	1	-2.36062475088119	-2.95186087540743	-2.9789241490296603	-3.02306798601975
NM_007892	E2f5	1	-2.34962015982905	-2.71236597115724	-3.0073799288339598	-2.96525632933079
NM_018861	Slc1a4	1	-2.34861118288062	-2.82996490430754	-2.59643720020498	-2.2573723071357996
NM_016965	Nckap1	1	-2.2659943194455496	-2.19580063034309	-2.17004981444629	-2.1662463732874198
NM_016918	Nudt5	1	-2.2470166847144704	-2.9364760083976003	-3.06605464543335	-3.19674133650796
NM_008135	Slc6a9	1	-2.22838505797638	-2.57357479633186	-2.84991937541886	-2.41988769985305
NM_013559	Hsph1	1	-2.22505266205605	-2.74413930290219	-3.02681406740104	-2.96191309171733
NR_002896	Snhg1	1	-2.21590211563758	-2.62806328997087	-2.62498463229308	-2.17402055078855
NM_010481	Hspa9	1	-2.2153556152856804	-2.64653978175286	-2.6648133429303997	-2.67340546551418
NM_028782	Lonp1	1	-2.20203117566298	-2.4848424397261	-2.43240818656338	-2.24984307297173
NM_028002	Dus4l	1	-2.18477168867594	-2.59838524052574	-2.55898279653475	-2.4725254343609304
NM_001004364	Asap2	1	-2.1665500405972002	-2.10154223329724	-2.1732554342690302	-2.39607721725762
NM_177420	Psat1	1	-2.15127558222349	-2.69976999783592	-3.00118903601602	-2.88234909036294
NM_010792	Mettl1	1	-2.13948787397468	-2.5377378292493997	-2.88218303442402	-2.30740617309035
NM_007513	Slc7a1	1	-2.09792346569169	-2.55269362198535	-2.7471647055876898	-2.56054780975919
NM_028230	Shmt2	1	-2.06748911428222	-2.34335563521929	-2.4638843851427796	-2.35707893186933
NM_175158	Utp20	1	-2.06427705992657	-2.60372267885308	-3.03920740025731	-2.91261181536349
NM_001286857	Gpatch4	1	-2.06187060056069	-2.63392969044324	-3.0967369556727404	-2.8891172293181606
NM_026030	Eif2s2	1	-2.05770465190453	-2.36051039452856	-2.3140485057879703	-2.1940018495548
NM_010480	Hsp90aa1	1	-2.05753202601769	-2.67922598242403	-2.96070819528485	-2.84316134092134
NM_010818	Cd200	1	-2.05124662254493	-2.15044706163651	-2.4620895370776603	-2.82018674836515
NM_172308	Mthfd1l	1	-2.0476706734258796	-2.4278581788494797	-2.52319907988819	-2.43151111561754
NM_001111277	Eif2b3	1	-2.0430990297683502	-2.82730759926598	-2.96711115075658	-3.04263612390779
NM_001254951	Zfp850	1	-2.01006364364999	-2.2203871556090697	-2.2199856484455296	-2.20714494984284
