id	chr_name	start	end	chromosome_id	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc
10702	chr13	62759736	62760834	14	71.8	10702	51.5	14440.0	38.5	13103.0	49.4	15318.0	40.4	14370.0
10704	chr13	75707905	75709107	14	71.8	10704	81.2	9258.0	21.5	19970.0	56.2	13762.0		
10705	chr13	97435194	97436490	14	71.8	10705	70.3	10908.0	67.9	6542.0	79.0	9698.0	73.4	7230.0
10708	chr14	51983925	51986089	11	71.8	10708	64.8	11860.0	45.2	11140.0	69.8	11212.0	41.6	14058.0
10709	chr14	62837525	62838593	11	71.8	10709	80.7	9329.0	41.9	12081.0	72.2	10751.0	63.0	8998.0
10715	chr15	84924067	84925309	16	71.8	10715	105.8	6226.0	79.7	4949.0	111.8	5768.0	77.4	6625.0
10716	chr15	98661469	98662611	16	71.8	10716	74.4	10239.0	40.7	12415.0	65.4	11971.0		
10717	chr15	102976377	102978131	16	71.8	10717	79.4	9511.0	41.9	12092.0	56.2	13776.0	47.9	12268.0
10718	chr16	11176065	11176955	17	71.8	10718	74.4	10240.0	57.7	8270.0	72.2	10764.0	57.2	10180.0
10719	chr16	17890290	17891354	17	71.8	10719	85.8	8602.0	74.1	5678.0	116.7	5307.0	86.6	5468.0
10721	chr16	55973127	55974353	17	71.8	10721	58.4	13064.0	46.9	10740.0	77.2	9997.0	48.5	12125.0
10724	chr17	26202781	26204037	18	71.8	10724	70.3	10916.0			43.2	16872.0		
10725	chr17	30610928	30612154	18	71.8	10725	80.7	9336.0	58.8	8078.0	72.9	10655.0	61.2	9339.0
10727	chr17	79051498	79052942	18	71.8	10727	73.9	10319.0	19.8	21008.0	34.6	19229.0	16.2	25062.0
10730	chr19	10634405	10635661	21	71.8	10730	59.3	12888.0			55.0	14069.0	24.3	20328.0
10732	chr19	46002812	46004782	21	71.8	10732	64.8	11880.0	47.5	10614.0	53.7	14364.0	50.8	11565.0
10735	chrX	103492111	103494473	3	71.8	10735	86.7	8494.0	59.4	7977.0	104.3	6502.0	65.3	8593.0
10736	chrX	134584608	134586574	3	71.8	10736	72.5	10535.0	51.5	9667.0	99.4	7054.0	64.7	8703.0
10737	chrX	166478742	166479958	3	71.8	10737	70.3	10923.0	35.1	14251.0	61.7	12648.0		
10738	chrX	167381700	167383776	3	71.8	10738	95.8	7359.0	44.7	11339.0	86.4	8665.0	50.3	11724.0
10742	chr1	120072718	120074874	1	70.9	10742	64.8	11797.0	60.5	7678.0	67.3	11551.0	49.7	11730.0
10745	chr1	182954640	182955852	1	70.9	10745	56.6	13365.0	26.6	17360.0	74.1	10391.0	35.8	15705.0
10749	chr2	127269635	127270261	2	70.9	10749	49.3	14873.0	33.4	14681.0	36.4	18547.0	28.9	18224.0
10750	chr2	155073687	155075293	2	70.9	10750	104.0	6415.0	29.4	16186.0	87.1	8511.0	28.9	18228.0
10753	chr3	35932604	35933506	4	70.9	10753	65.2	11723.0	95.6	3416.0	153.7	2976.0	127.1	2407.0
10754	chr3	69315708	69316904	4	70.9	10754	69.8	10929.0	102.4	2946.0	141.4	3607.0	50.8	11484.0
10755	chr3	79841973	79843295	4	70.9	10755	74.8	10105.0	28.3	16636.0	55.6	13830.0	55.5	10465.0
10756	chr3	88057567	88059055	4	70.9	10756	67.1	11383.0	39.0	12825.0	66.1	11784.0	43.9	13269.0
10758	chr3	103280098	103280982	4	70.9	10758	73.4	10331.0	49.2	10074.0	85.8	8684.0	63.0	8940.0
10759	chr3	103801797	103803125	4	70.9	10759	115.9	5220.0	59.4	7896.0	95.1	7528.0	97.0	4378.0
10760	chr3	104961736	104963906	4	70.9	10760	52.0	14294.0	43.0	11676.0	63.6	12230.0	30.0	17751.0
10761	chr3	105052259	105053665	4	70.9	10761	78.5	9607.0	30.0	15981.0	75.9	10111.0	39.9	14444.0
10764	chr4	19574618	19576170	5	70.9	10764	80.7	9290.0			85.8	8686.0		
10766	chr4	86668943	86670325	5	70.9	10766	74.8	10111.0	46.9	10652.0	73.5	10494.0	41.6	13949.0
10767	chr4	124714518	124715554	5	70.9	10767	68.4	11142.0	41.9	11992.0	58.0	13297.0	45.6	12785.0
10768	chr4	126966613	126967565	5	70.9	10768	52.5	14218.0	48.6	10212.0	77.2	9948.0	45.6	12786.0
10775	chr5	105700759	105701979	6	70.9	10775	75.3	10039.0	54.3	8907.0	76.6	10025.0	43.3	13440.0
10776	chr5	144965591	144966377	6	70.9	10776	94.4	7490.0	46.9	10668.0	83.4	9021.0	60.7	9379.0
10778	chr6	29768576	29769340	7	70.9	10778	90.8	7946.0	93.9	3574.0	125.3	4599.0	116.1	2981.0
10783	chr6	119174714	119176424	7	70.9	10783	72.1	10558.0	65.0	6949.0	53.1	14423.0	84.3	5704.0
10784	chr6	129590862	129592562	7	70.9	10784	44.3	16010.0	53.2	9204.0	66.1	11808.0	59.5	9617.0
10785	chr6	148945940	148947310	7	70.9	10785	71.2	10709.0	44.7	11238.0	57.4	13457.0	52.0	11270.0
10786	chr7	6285800	6287170	8	70.9	10786	97.2	7161.0	73.5	5731.0	111.8	5745.0	104.6	3712.0
10788	chr7	38227294	38228642	8	70.9	10788	75.3	10042.0	40.2	12519.0	72.9	10609.0	42.7	13617.0
10789	chr7	79742418	79743620	8	70.9	10789	50.6	14604.0			61.1	12698.0		
10791	chr7	80386541	80388283	8	70.9	10791	54.3	13830.0	20.4	20499.0	27.8	21222.0	26.6	19179.0
10793	chr8	70131221	70132465	10	70.9	10793	88.0	8289.0	56.6	8449.0	116.7	5287.0	72.2	7380.0
10794	chr8	84207638	84210044	10	70.9	10794	104.5	6365.0	66.7	6685.0	72.9	10617.0	57.2	10135.0
10795	chr8	111299414	111301392	10	70.9	10795	99.5	6901.0	15.3	23591.0	77.8	9874.0	32.3	16972.0
10797	chr9	40799667	40801341	12	70.9	10797	77.6	9723.0	25.4	17926.0	73.5	10525.0	52.6	11168.0
10798	chr9	45078443	45079791	12	70.9	10798	145.1	3272.0	71.8	5964.0	187.1	1865.0	76.8	6675.0
10800	chr9	45954834	45955728	12	70.9	10800	142.8	3389.0	53.7	9080.0	151.9	3086.0	48.5	12085.0
10801	chr9	62979401	62980283	12	70.9	10801	77.6	9724.0	31.1	15623.0	70.4	11077.0	61.8	9191.0
10802	chr9	63399409	63400293	12	70.9	10802	52.0	14318.0	37.3	13427.0	58.7	13192.0	36.4	15605.0
10803	chr9	95857806	95858558	12	70.9	10803	104.0	6436.0	31.1	15624.0	67.3	11610.0	34.7	16176.0
10804	chr9	105052838	105054046	12	70.9	10804	65.2	11749.0	41.9	12043.0	71.6	10841.0	49.7	11800.0
10805	chr9	119321365	119322453	12	70.9	10805	78.9	9563.0	61.1	7626.0	89.5	8250.0	75.1	6950.0
10807	chr10	18407535	18408605	9	70.9	10807	90.3	8018.0	58.8	8042.0	80.3	9505.0	65.3	8556.0
10809	chr10	89684992	89686722	9	70.9	10809	115.9	5238.0	63.3	7260.0	93.2	7792.0	72.8	7297.0
10811	chr10	128212577	128213329	9	70.9	10811	189.3	1774.0	134.6	1601.0	184.6	1921.0	150.2	1656.0
10812	chr11	33161515	33163073	13	70.9	10812	105.4	6268.0	56.0	8588.0	85.2	8811.0	39.9	14534.0
10813	chr11	49712834	49713848	13	70.9	10813	71.2	10726.0	46.9	10704.0	68.5	11413.0	47.9	12227.0
10817	chr11	80382350	80383636	13	70.9	10817	271.0	760.0	40.7	12383.0	309.3	600.0	56.0	10393.0
10821	chr11	120466805	120467713	13	70.9	10821	78.5	9634.0	54.3	8963.0	157.4	2841.0	64.1	8778.0
10822	chr12	54984594	54985710	15	70.9	10822	106.3	6170.0	57.7	8255.0	64.8	12061.0	53.1	11067.0
10823	chr12	79005907	79007821	15	70.9	10823	56.1	13496.0	36.2	13816.0	64.8	12062.0	44.5	13179.0
10825	chr12	111813267	111814205	15	70.9	10825	76.6	9884.0	50.9	9756.0	70.4	11099.0	58.9	9790.0
10828	chr14	20929289	20930175	11	70.9	10828	55.7	13591.0	41.9	12078.0	61.1	12746.0	48.5	12116.0
10829	chr14	24485826	24487114	11	70.9	10829	75.3	10074.0	48.6	10286.0	80.9	9427.0	69.3	7876.0
10832	chr14	46882791	46885381	11	70.9	10832	89.9	8090.0	37.3	13472.0	76.6	10079.0	47.9	12258.0
10834	chr14	54464502	54466216	11	70.9	10834	73.0	10454.0	60.5	7754.0	82.1	9248.0	75.1	6967.0
10835	chr14	54894127	54895313	11	70.9	10835	86.7	8484.0	56.6	8489.0	87.7	8480.0	59.5	9667.0
10841	chr16	13902121	13903391	17	70.9	10841	63.0	12198.0	118.2	2160.0	68.5	11429.0	65.3	8579.0
10842	chr16	16828610	16829698	17	70.9	10842	67.5	11352.0	51.5	9643.0	63.6	12317.0	34.7	16235.0
10843	chr16	16870506	16871590	17	70.9	10843	91.7	7867.0	56.6	8499.0	96.3	7426.0	61.8	9220.0
10844	chr16	18392555	18393311	17	70.9	10844	53.4	14078.0	42.4	11925.0	57.4	13513.0	31.8	17277.0
10846	chr16	84835196	84836550	17	70.9	10846	69.3	11066.0	63.3	7290.0	76.6	10091.0	83.2	5899.0
10849	chr17	23739219	23741451	18	70.9	10849	83.5	8927.0	40.7	12424.0	58.7	13259.0	39.3	14742.0
10850	chr17	28801765	28802663	18	70.9	10850	74.4	10244.0	64.5	7097.0	77.8	9915.0	59.5	9682.0
10851	chr17	30576046	30576930	18	70.9	10851	74.8	10169.0	65.0	7000.0	64.2	12195.0	69.3	7893.0
10853	chr17	78416931	78418523	18	70.9	10853	70.3	10917.0	43.5	11632.0	79.0	9718.0	68.2	8081.0
10854	chr18	80206990	80208002	20	70.9	10854	86.2	8550.0	64.5	7111.0	72.2	10778.0	83.2	5906.0
10855	chr19	5447126	5448838	21	70.9	10855	102.2	6623.0			62.4	12542.0	61.2	9341.0
10856	chr19	47854159	47855819	21	70.9	10856	71.2	10757.0	54.9	8872.0	75.9	10196.0	52.6	11223.0
10858	chrX	104482661	104484319	3	70.9	10858	62.5	12288.0	36.8	13696.0	77.8	9924.0	40.4	14410.0
10859	chr1	21217808	21219356	1	70.1	10859	74.4	10181.0	54.9	8751.0	53.7	14228.0	53.7	10840.0
10861	chr1	59763783	59764809	1	70.1	10861	85.3	8609.0	48.1	10324.0	75.9	10100.0	46.2	12601.0
10862	chr1	78657861	78658953	1	70.1	10862	67.1	11366.0	59.9	7776.0	74.1	10385.0	78.6	6419.0
10864	chr1	143777190	143778080	1	70.1	10864	78.9	9528.0	31.7	15298.0	56.8	13541.0	43.9	13244.0
10865	chr1	167308232	167310088	1	70.1	10865	37.9	17552.0	19.2	21045.0	92.0	7916.0	25.4	19553.0
10866	chr1	180641358	180642248	1	70.1	10866	83.5	8863.0	45.8	10909.0	72.9	10583.0	49.7	11736.0
10867	chr1	185328582	185329350	1	70.1	10867	52.9	14103.0	57.1	8288.0	55.6	13815.0	38.7	14772.0
10868	chr2	25421971	25423673	2	70.1	10868	88.5	8206.0	74.1	5616.0	109.3	5949.0	86.1	5487.0
10869	chr2	26314945	26316809	2	70.1	10869	61.6	12385.0	13.6	24786.0	79.7	9550.0	44.5	13084.0
10871	chr2	69722956	69723878	2	70.1	10871	64.8	11801.0	41.9	11964.0	68.5	11353.0	69.3	7805.0
10873	chr2	71117212	71118780	2	70.1	10873	52.5	14205.0	32.8	14866.0	33.3	19431.0	30.0	17725.0
10874	chr2	84886910	84888972	2	70.1	10874	74.8	10099.0	52.6	9295.0	79.7	9554.0	77.4	6577.0
10876	chr2	104815569	104816543	2	70.1	10876	84.9	8676.0	35.6	13891.0	85.2	8771.0	56.6	10215.0
10877	chr2	119476586	119477528	2	70.1	10877	95.3	7367.0	58.3	8101.0	103.7	6510.0	110.3	3342.0
10878	chr2	125672487	125674453	2	70.1	10878	80.7	9285.0	32.8	14868.0	94.5	7605.0	72.2	7339.0
10879	chr2	132144259	132145167	2	70.1	10879	109.5	5828.0	60.5	7688.0	69.8	11144.0	61.8	9149.0
10884	chr3	89202445	89203357	4	70.1	10884	55.7	13548.0	46.9	10643.0	76.6	10019.0	59.5	9588.0
10885	chr3	95996067	95997669	4	70.1	10885	83.9	8808.0	25.4	17840.0	33.3	19445.0	46.8	12489.0
10887	chr3	105703901	105705341	4	70.1	10887	86.7	8448.0	53.7	9040.0	111.1	5791.0	58.3	9839.0
10889	chr3	146107505	146108757	4	70.1	10889	67.1	11385.0	61.6	7485.0	71.0	10923.0	50.8	11488.0
10895	chr4	114908247	114910299	5	70.1	10895	66.6	11470.0	40.2	12492.0	63.0	12358.0	50.3	11597.0
10898	chr4	134922401	134923649	5	70.1	10898	68.9	11087.0	48.1	10357.0	83.4	9013.0	43.9	13275.0
10899	chr4	135271224	135272182	5	70.1	10899	160.1	2605.0	118.2	2145.0	140.2	3671.0	128.8	2338.0
10900	chr5	25223118	25224480	6	70.1	10900	78.9	9542.0	20.4	20450.0	46.3	16015.0	64.1	8729.0
10903	chr5	105517813	105519311	6	70.1	10903	73.9	10270.0	59.4	7911.0	66.1	11800.0	47.9	12181.0
10904	chr5	122371691	122373645	6	70.1	10904	108.1	5969.0	37.3	13391.0	92.6	7849.0	59.5	9603.0
10905	chr5	124115642	124117076	6	70.1	10905	83.0	8957.0	33.9	14528.0	77.2	9956.0	45.6	12797.0
10909	chr6	30390206	30391884	7	70.1	10909	69.8	10945.0	30.5	15789.0	50.6	14970.0	62.4	9046.0
10910	chr6	35538317	35539223	7	70.1	10910	105.4	6253.0	62.2	7405.0	106.2	6261.0	78.0	6514.0
10911	chr6	38551579	38553047	7	70.1	10911	62.0	12312.0	37.9	13211.0	90.1	8157.0	66.4	8322.0
10912	chr6	70791864	70792746	7	70.1	10912	197.1	1620.0	81.4	4754.0	194.5	1717.0	110.9	3304.0
10913	chr6	115773536	115775198	7	70.1	10913	76.6	9853.0	43.0	11708.0	79.0	9653.0	56.6	10245.0
10914	chr6	142570797	142572899	7	70.1	10914	83.5	8887.0			53.1	14425.0	58.3	9865.0
10916	chr7	4995497	4997003	8	70.1	10916	83.9	8821.0	78.0	5130.0	72.2	10703.0	80.9	6138.0
10917	chr7	7298900	7300296	8	70.1	10917	108.6	5932.0			119.8	5037.0	65.9	8431.0
10919	chr7	35753673	35755419	8	70.1	10919	71.6	10632.0	54.3	8922.0	80.9	9388.0	70.5	7636.0
10921	chr7	56018864	56020320	8	70.1	10921	71.6	10635.0	50.3	9850.0	74.7	10328.0	54.3	10766.0
10922	chr7	59228179	59229075	8	70.1	10922	75.3	10043.0	10.7	27666.0	88.9	8308.0	57.2	10126.0
10923	chr7	64287077	64288761	8	70.1	10923	75.7	9988.0	27.1	17162.0	25.3	22145.0	31.2	17399.0
10925	chr7	79148215	79149599	8	70.1	10925	74.4	10211.0	53.7	9069.0	70.4	11067.0	53.1	11026.0
10926	chr7	80343208	80344260	8	70.1	10926	64.8	11832.0			53.1	14436.0		
10927	chr7	99979336	99980416	8	70.1	10927	84.9	8696.0	47.5	10526.0	64.2	12142.0	66.4	8334.0
10928	chr7	102686775	102687909	8	70.1	10928	60.2	12671.0	16.4	22837.0	48.2	15576.0	26.0	19399.0
10929	chr7	118712083	118713023	8	70.1	10929	54.7	13746.0	40.2	12524.0	68.5	11393.0	25.4	19656.0
10930	chr8	25976029	25977495	10	70.1	10930	72.5	10512.0	27.7	16943.0	60.5	12826.0	44.5	13137.0
10931	chr8	35494082	35495106	10	70.1	10931	73.4	10350.0	63.3	7248.0	85.2	8799.0	71.1	7553.0
10933	chr8	94922445	94924285	10	70.1	10933	89.0	8169.0	39.0	12879.0	91.4	8022.0	68.2	8038.0
10937	chr9	25250947	25252003	12	70.1	10937	66.6	11490.0			79.0	9667.0	49.1	11937.0
10940	chr9	51007112	51008732	12	70.1	10940	58.4	13037.0	58.8	8039.0	93.9	7708.0	73.9	7116.0
10942	chr9	65460395	65461817	12	70.1	10942	85.8	8583.0	66.7	6693.0	55.0	14003.0	68.7	7951.0
10944	chr9	108853816	108855328	12	70.1	10944	90.8	7968.0			82.7	9124.0	74.5	7020.0
10945	chr9	116175236	116176004	12	70.1	10945	65.7	11668.0	35.1	14157.0	46.9	15911.0	31.2	17430.0
10947	chr10	20347044	20348412	9	70.1	10947	76.6	9867.0	49.2	10125.0	68.5	11406.0	52.0	11290.0
10951	chr10	79669372	79670266	9	70.1	10951	83.9	8832.0	47.5	10547.0	56.8	13619.0	62.4	9076.0
10952	chr10	80899987	80900803	9	70.1	10952	107.2	6070.0	41.3	12220.0	84.0	8954.0	63.0	8973.0
10953	chr10	88356166	88357854	9	70.1	10953	57.0	13322.0	25.4	17943.0	59.9	12954.0	29.5	18083.0
10956	chr10	127048670	127050940	9	70.1	10956	66.1	11583.0	57.1	8339.0	77.8	9888.0	70.5	7648.0
10957	chr10	128564455	128566759	9	70.1	10957	92.2	7796.0	76.3	5360.0	100.0	6951.0	106.9	3557.0
10958	chr11	32643134	32644306	13	70.1	10958	70.7	10817.0	53.7	9095.0	85.8	8730.0	56.6	10277.0
10959	chr11	50236299	50238395	13	70.1	10959	55.2	13673.0	12.4	26168.0	63.0	12389.0	35.2	15995.0
10960	chr11	76216882	76217936	13	70.1	10960	98.1	7065.0	53.7	9099.0	105.6	6352.0	78.0	6541.0
10961	chr11	84523175	84525427	13	70.1	10961	73.4	10364.0	20.9	20245.0	61.1	12727.0	49.1	11956.0
10962	chr11	86806894	86808048	13	70.1	10962	91.7	7856.0	39.0	12909.0	79.0	9687.0	38.1	15074.0
10965	chr11	120795563	120796653	13	70.1	10965	95.8	7345.0	45.8	10992.0	100.6	6894.0	54.3	10800.0
10966	chr11	121353174	121354502	13	70.1	10966	83.0	8979.0	84.3	4441.0	99.4	7030.0	84.9	5652.0
10967	chr11	121354206	121354958	13	70.1	10967	83.0	8979.0	84.3	4441.0	99.4	7030.0	54.3	10801.0
10971	chr12	31655118	31656034	15	70.1	10971	68.4	11178.0	65.6	6896.0	69.8	11202.0	66.4	8355.0
10972	chr12	40198471	40200013	15	70.1	10972	26.9	20872.0	16.4	22911.0			17.3	24150.0
10975	chr13	24832125	24833739	14	70.1	10975	76.2	9950.0	57.7	8260.0	93.9	7723.0	67.6	8152.0
10978	chr13	67753823	67755445	14	70.1	10978	65.7	11686.0	36.8	13642.0	70.4	11102.0	43.9	13352.0
10980	chr13	100743495	100745099	14	70.1	10980	73.4	10378.0						
10981	chr14	20544722	20546124	11	70.1	10981	81.7	9193.0	54.9	8842.0	66.1	11853.0	64.7	8672.0
10982	chr14	70152555	70154069	11	70.1	10982	117.2	5102.0	100.1	3125.0	106.8	6227.0	77.4	6622.0
10983	chr15	35370660	35372910	16	70.1	10983	75.3	10080.0	27.7	17022.0	39.5	17789.0	35.2	16039.0
10984	chr15	41447608	41448636	16	70.1	10984	92.6	7732.0	38.5	13124.0	54.3	14192.0	33.5	16608.0
10985	chr15	81728694	81730104	16	70.1	10985	84.4	8791.0	72.4	5915.0	88.3	8403.0	93.0	4781.0
10986	chr15	81744689	81747115	16	70.1	10986	65.2	11781.0	48.6	10297.0	75.3	10279.0	55.5	10542.0
10987	chr16	21946905	21947787	17	70.1	10987	52.9	14185.0	53.7	9130.0	78.4	9805.0	39.3	14737.0
10988	chr16	36827734	36828844	17	70.1	10988	58.8	12982.0	46.4	10885.0	64.2	12189.0	41.0	14198.0
10990	chr16	91688372	91689502	17	70.1	10990	67.1	11443.0	32.2	15268.0	58.7	13255.0	31.8	17287.0
10992	chr17	23726024	23727602	18	70.1	10992			58.8	8077.0	101.3	6841.0		
10993	chr17	25920091	25920989	18	70.1	10993	55.2	13701.0	14.7	24308.0	40.1	17651.0		
10994	chr17	28313029	28314753	18	70.1	10994	39.2	17302.0	35.1	14232.0	98.2	7199.0	61.2	9338.0
10996	chr17	36041888	36044648	18	70.1	10996	84.9	8728.0	37.3	13488.0	88.9	8338.0	34.1	16434.0
10997	chr17	65613528	65614428	18	70.1	10997	68.9	11125.0	49.8	10033.0	54.3	14208.0	52.6	11212.0
11000	chr18	10726090	10727030	20	70.1	11000	70.7	10842.0	31.7	15491.0	56.8	13666.0	48.5	12132.0
11001	chr18	67934004	67935364	20	70.1	11001	58.8	12994.0	38.5	13144.0	53.1	14504.0	42.2	13905.0
11002	chr18	88892904	88894756	20	70.1	11002	83.9	8855.0	48.6	10312.0	53.1	14507.0	73.9	7156.0
11005	chrX	71214679	71216767	3	70.1	11005	50.2	14758.0	17.5	22372.0	49.4	15345.0	36.4	15696.0
11006	chrX	150587257	150589127	3	70.1	11006	58.4	13069.0	47.5	10617.0	63.0	12432.0	43.9	13394.0
11010	chr1	155972261	155973227	1	69.2	11010	80.7	9279.0	73.0	5793.0	69.2	11243.0	39.3	14615.0
11015	chr2	127069293	127070991	2	69.2	11015	83.5	8868.0	52.6	9298.0	83.4	9001.0	59.5	9581.0
11016	chr2	156421169	156422267	2	69.2	11016	49.3	14875.0	36.8	13536.0	43.2	16748.0	27.1	18903.0
11019	chr3	90051089	90052785	4	69.2	11019	89.0	8152.0	59.4	7895.0	81.5	9276.0	79.7	6275.0
11020	chr3	90052975	90054367	4	69.2	11020	89.0	8152.0	58.8	8001.0	100.0	6924.0	73.4	7176.0
11021	chr3	90475553	90477291	4	69.2	11021	76.2	9920.0			77.2	9938.0	37.5	15173.0
11023	chr4	41135729	41136891	5	69.2	11023	100.4	6780.0	62.2	7394.0	117.9	5175.0	52.0	11247.0
11026	chr4	86873466	86875052	5	69.2	11026	70.7	10777.0	18.7	21389.0	66.1	11790.0	71.1	7531.0
11027	chr4	122886385	122887319	5	69.2	11027	410.1	294.0	53.2	9181.0	386.5	341.0	287.1	346.0
11028	chr4	134534162	134534980	5	69.2	11028	65.2	11730.0	40.2	12494.0	63.0	12361.0	53.7	10872.0
11029	chr4	143412009	143413813	5	69.2	11029	83.9	8816.0	65.6	6845.0	75.3	10222.0	72.2	7355.0
11032	chr5	20952418	20953664	6	69.2	11032	98.1	7040.0	59.9	7797.0	103.1	6609.0	78.6	6432.0
11033	chr5	22746676	22748342	6	69.2	11033	65.2	11731.0	26.0	17632.0	66.7	11695.0	48.5	12042.0
11034	chr5	23711583	23713387	6	69.2	11034	79.8	9414.0	48.1	10359.0	69.8	11157.0	72.8	7270.0
11035	chr5	24164354	24166030	6	69.2	11035	72.1	10551.0	61.6	7496.0	68.5	11374.0	24.3	20168.0
11036	chr5	31221012	31221766	6	69.2	11036	73.9	10267.0	50.3	9833.0	67.9	11470.0	52.0	11255.0
11039	chr5	93206326	93207296	6	69.2	11039	77.1	9774.0	57.7	8206.0	56.8	13573.0	60.7	9373.0
11042	chr5	113992588	113993872	6	69.2	11042	92.6	7701.0	79.7	4920.0	92.6	7847.0	93.0	4753.0
11044	chr5	123684007	123684889	6	69.2	11044	85.8	8572.0	33.9	14527.0	69.2	11268.0	56.6	10237.0
11048	chr6	40434689	40435621	7	69.2	11048	60.7	12571.0			66.1	11806.0	45.6	12805.0
11050	chr6	71494017	71495121	7	69.2	11050	78.9	9548.0	41.3	12178.0	68.5	11384.0	45.1	12969.0
11052	chr6	83316570	83317866	7	69.2	11052	142.8	3386.0	78.6	5059.0	260.6	872.0	210.3	798.0
11054	chr6	124863135	124864745	7	69.2	11054	69.3	11015.0			70.4	11061.0	48.5	12060.0
11059	chr7	64373593	64374605	8	69.2	11059	60.2	12665.0	39.6	12687.0	61.7	12587.0	45.1	12982.0
11060	chr7	117380263	117381193	8	69.2	11060	155.1	2799.0	53.2	9211.0	151.9	3083.0	56.0	10367.0
11062	chr8	22477214	22477982	10	69.2	11062	131.4	4028.0	27.1	17168.0	72.2	10711.0	94.7	4603.0
11064	chr8	26158375	26159287	10	69.2	11064	57.9	13109.0	37.3	13416.0	52.5	14573.0	35.8	15777.0
11065	chr8	70353070	70353950	10	69.2	11065	203.5	1510.0	65.0	6954.0	67.9	11497.0	56.6	10261.0
11070	chr8	116504420	116505450	10	69.2	11070	70.3	10890.0	39.0	12881.0	59.3	13067.0	60.7	9386.0
11072	chr9	35569524	35571338	12	69.2	11072	83.5	8893.0	24.3	18428.0	77.8	9878.0	29.5	18067.0
11074	chr9	50615975	50617827	12	69.2	11074	93.1	7653.0	44.1	11418.0	73.5	10526.0	64.1	8761.0
11075	chr9	55149712	55150598	12	69.2	11075	94.9	7443.0	88.2	4044.0	100.0	6948.0	71.1	7560.0
11078	chr9	99575317	99576947	12	69.2	11078	76.6	9866.0	85.4	4303.0	121.0	4941.0	68.7	7954.0
11079	chr9	114639476	114640300	12	69.2	11079	65.7	11667.0	50.3	9866.0	69.8	11183.0	92.4	4826.0
11081	chr9	122886361	122887691	12	69.2	11081	43.3	16243.0	35.6	13974.0	51.2	14859.0	37.5	15249.0
11082	chr10	7663527	7664417	9	69.2	11082	64.3	11932.0	28.8	16498.0	50.0	15136.0	58.3	9886.0
11083	chr10	67548899	67549801	9	69.2	11083	64.3	11935.0	45.2	11100.0	52.5	14592.0	49.1	11944.0
11084	chr10	95563567	95565119	9	69.2	11084	83.5	8904.0	26.0	17691.0	112.4	5689.0	35.8	15801.0
11087	chr11	22286693	22287575	13	69.2	11087	78.5	9628.0	45.2	11108.0	78.4	9778.0	50.3	11657.0
11088	chr11	51605572	51606486	13	69.2	11088	98.5	7001.0	67.3	6612.0	88.3	8384.0	76.2	6779.0
11091	chr11	69605470	69606636	13	69.2	11091	68.0	11250.0	39.0	12906.0	51.9	14743.0	41.6	14029.0
11092	chr11	70844692	70846018	13	69.2	11092	97.2	7175.0	59.9	7844.0	105.0	6413.0	81.4	6092.0
11093	chr11	72548945	72550291	13	69.2	11093	53.4	14052.0	52.6	9359.0	69.8	11199.0	65.9	8465.0
11094	chr11	84817739	84818651	13	69.2	11094	111.3	5672.0	45.2	11113.0	74.1	10442.0	45.1	13023.0
11096	chr11	99229031	99230287	13	69.2	11096	140.1	3534.0	57.7	8249.0	79.0	9688.0	85.5	5592.0
11099	chr11	118248367	118249121	13	69.2	11099	52.5	14255.0	28.8	16523.0	774.3	49.0	639.5	26.0
11101	chr12	73111423	73113801	15	69.2	11101	56.1	13494.0	11.9	26750.0	55.6	13894.0	33.5	16585.0
11103	chr12	84617117	84618887	15	69.2	11103	83.9	8839.0	61.1	7645.0	73.5	10548.0		
11104	chr12	101957014	101958074	15	69.2	11104	73.9	10299.0	58.8	8058.0	71.6	10862.0	59.5	9656.0
11105	chr12	110737308	110738118	15	69.2	11105	70.3	10905.0	65.0	6986.0	93.9	7722.0		
11115	chr13	113034438	113035808	14	69.2	11115	85.3	8661.0	36.2	13827.0	87.7	8477.0	79.7	6319.0
11117	chr14	30716020	30717036	11	69.2	11117	82.6	9042.0	60.5	7753.0	79.7	9601.0	68.2	8064.0
11122	chr15	3978992	3980846	16	69.2	11122	63.0	12191.0	34.5	14427.0	63.0	12410.0	44.5	13198.0
11124	chr15	64313488	64314282	16	69.2	11124	57.0	13341.0	36.2	13835.0	45.1	16397.0	26.0	19496.0
11125	chr15	75886968	75888548	16	69.2	11125	52.5	14265.0	32.8	15018.0	55.0	14050.0	38.1	15113.0
11126	chr15	75908056	75909282	16	69.2	11126	94.0	7565.0	83.1	4602.0	130.3	4289.0	97.0	4408.0
11127	chr15	80559835	80561165	16	69.2	11127	55.7	13598.0	45.8	11011.0	63.6	12312.0	36.4	15669.0
11130	chr15	102073863	102075073	16	69.2	11130	89.9	8093.0	66.7	6719.0	142.6	3544.0	135.2	2112.0
11131	chr16	10411178	10412656	17	69.2	11131	39.7	17187.0	32.2	15259.0	34.6	19215.0	29.5	18155.0
11133	chr16	75592676	75593776	17	69.2	11133	76.6	9901.0	57.1	8370.0	92.6	7900.0	64.7	8684.0
