id	chr_name	start	end	chromosome_id	tag_count_10um_k99a	id_10um_k99a	tag_count_no_peptide	id_no_peptide	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc
22777	chr17	44455502	44456128	18	21.9	22777	26.7	21828.0	14.7	24313.0	32.1	19966.0		
22778	chr17	69382229	69382883	18	21.9	22778	16.7	26598.0	19.2	21290.0	16.7	26512.0	30.0	17910.0
22779	chr17	73258740	73259494	18	21.9	22779	20.9	24340.0	18.7	21592.0	20.4	24461.0		
22780	chr17	83558691	83559483	18	21.9	22780	22.5	23621.0	21.5	20030.0	25.3	22297.0	16.2	25066.0
22781	chr18	74991079	74991579	20	21.9	22781	32.5	19776.0	22.6	19428.0	26.6	21825.0		
22782	chr18	80699532	80700304	20	21.9	22782	520.6	160.0	23.2	19127.0	470.5	200.0	34.1	16443.0
22783	chr19	11379608	11380698	21	21.9	22783	12.5	29838.0			22.2	23589.0	10.4	30434.0
22784	chr19	34202331	34203109	21	21.9	22784	14.2	28315.0	16.4	22997.0	35.2	19044.0	11.0	29663.0
22785	chr19	56723719	56724545	21	21.9	22785	49.2	15216.0	27.7	17058.0	30.3	20517.0	23.1	20888.0
22786	chr19	58376252	58377214	21	21.9	22786	25.9	22181.0	13.0	25739.0	20.4	24478.0	23.7	20607.0
22787	chrX	12124339	12125769	3	21.9	22787			9.05	30008.0	22.2	23594.0	68.2	8087.0
22789	chrX	100789397	100790651	3	21.9	22789	13.3	28962.0			22.2	23595.0	18.5	23485.0
22790	chrX	106043496	106044386	3	21.9	22790	25.9	22188.0						
22791	chr1	61045875	61046499	1	21.4	22791					64.8	11982.0		
22792	chr1	74800309	74801041	1	21.4	22792	42.6	16644.0	9.05	29386.0	29.6	20527.0		
22793	chr1	79581280	79582056	1	21.4	22793	15.0	27196.0	13.6	24759.0	30.9	20152.0	19.1	22825.0
22794	chr1	89079341	89080383	1	21.4	22794					17.9	25475.0	21.4	21538.0
22795	chr1	95572828	95573328	1	21.4	22795								
22796	chr1	119996539	119997299	1	21.4	22796	22.5	23261.0	12.4	25788.0	23.5	22815.0	10.4	29731.0
22797	chr1	128435415	128436067	1	21.4	22797	25.9	21875.0			26.6	21641.0	14.4	26123.0
22798	chr1	130547800	130548592	1	21.4	22798	33.4	19264.0	13.6	24767.0	24.1	22570.0	23.7	20348.0
22799	chr1	150496813	150497313	1	21.4	22799	20.0	24401.0	10.2	28082.0			17.9	23511.0
22801	chr1	156420910	156421410	1	21.4	22801								
22802	chr1	172217012	172217774	1	21.4	22802					17.3	25850.0		
22803	chr1	172490269	172490899	1	21.4	22803	24.2	22551.0	18.7	21339.0	28.4	20952.0	17.3	23879.0
22804	chr1	177428084	177428896	1	21.4	22804	19.2	24879.0	25.4	17812.0	24.1	22576.0	30.0	17722.0
22805	chr1	184043870	184044682	1	21.4	22805	26.7	21586.0	9.61	28905.0	32.1	19822.0	15.6	25126.0
22807	chr2	6483867	6484805	2	21.4	22807	8.34	32172.0	18.1	21664.0	17.3	25857.0	15.6	25127.0
22808	chr2	25912974	25913888	2	21.4	22808	16.7	26238.0	19.8	20718.0	22.2	23342.0	20.8	21824.0
22809	chr2	45116778	45117682	2	21.4	22809			24.9	18086.0	59.9	12898.0	15.0	25621.0
22810	chr2	59475750	59476864	2	21.4	22810	19.2	24891.0	17.5	22031.0	21.0	23891.0	19.6	22456.0
22811	chr2	84347625	84348429	2	21.4	22811	25.0	22228.0	13.0	25265.0			18.5	23179.0
22812	chr2	93976139	93977113	2	21.4	22812	15.0	27261.0	22.6	19181.0	46.9	15847.0	32.3	16894.0
22813	chr2	165166555	165167227	2	21.4	22813			14.7	23914.0	19.1	24901.0		
22814	chr3	38250592	38251092	4	21.4	22814	32.5	19560.0			36.4	18553.0	25.4	19583.0
22815	chr3	53032175	53033049	4	21.4	22815	15.0	27298.0	13.0	25295.0			19.1	22876.0
22816	chr3	84748611	84749511	4	21.4	22816	29.2	20681.0	20.4	20423.0	39.5	17699.0	16.8	24374.0
22818	chr3	103418092	103418772	4	21.4	22818			10.7	27531.0				
22819	chr3	116374566	116375418	4	21.4	22819	8.34	32249.0			22.8	23120.0		
22820	chr3	136531416	136532204	4	21.4	22820	15.9	26733.0	10.2	28186.0	16.1	26616.0	12.1	28132.0
22825	chr4	88515527	88516431	5	21.4	22825	25.9	21944.0	8.48	30219.0	16.7	26277.0	22.5	20952.0
22826	chr4	89000532	89001192	5	21.4	22826	12.5	29151.0			17.9	25547.0		
22827	chr4	106787672	106788316	5	21.4	22827	20.9	24098.0			56.2	13706.0		
22828	chr4	114652190	114652976	5	21.4	22828	25.9	21946.0	10.7	27557.0	25.9	21890.0		
22829	chr4	148509414	148509914	5	21.4	22829			28.8	16430.0	16.7	26291.0	15.0	25706.0
22830	chr5	21213846	21214484	6	21.4	22830					18.5	25216.0	12.7	27605.0
22831	chr5	34373497	34374297	6	21.4	22831	15.0	27373.0	17.5	22094.0			13.9	26574.0
22832	chr5	63756008	63756764	6	21.4	22832	48.4	15280.0	13.0	25363.0	17.3	25938.0	27.7	18676.0
22833	chr5	64674760	64675412	6	21.4	22833			18.7	21401.0				
22834	chr5	100357889	100358979	6	21.4	22834	21.7	23762.0			19.1	24932.0	19.6	22516.0
22835	chr5	118647339	118647839	6	21.4	22835								
22836	chr5	120023696	120024474	6	21.4	22836	40.0	17368.0			32.7	19661.0	22.0	21318.0
22837	chr5	134539700	134540602	6	21.4	22837	29.2	20723.0	24.9	18138.0	26.6	21688.0	28.9	18271.0
22838	chr5	135674475	135675245	6	21.4	22838	20.9	24127.0	18.7	21412.0	32.7	19663.0	22.5	20979.0
22839	chr5	136503564	136504232	6	21.4	22839	11.7	30068.0	20.9	20139.0	17.3	25955.0	27.1	18945.0
22841	chr5	146788793	146789867	6	21.4	22841	31.7	19885.0	17.0	22485.0	31.5	20033.0	29.5	18026.0
22842	chr6	28321756	28322558	7	21.4	22842	29.2	20726.0	14.1	24491.0	19.1	24942.0		
22843	chr6	30591877	30592639	7	21.4	22843	20.0	24525.0			31.5	20034.0		
22844	chr6	66312683	66313465	7	21.4	22844			17.0	22491.0	11.7	30139.0	10.4	29962.0
22845	chr6	94672075	94672707	7	21.4	22845	25.9	21988.0	20.9	20152.0				
22847	chr6	124745270	124745894	7	21.4	22847	23.4	23006.0	38.5	13034.0	51.2	14835.0	8.09	33234.0
22848	chr6	149313334	149314254	7	21.4	22848	15.9	26830.0	18.7	21434.0	281.6	733.0	236.8	577.0
22850	chr7	66209592	66210220	8	21.4	22850			25.4	17902.0	25.9	21919.0	26.6	19178.0
22851	chr7	75650040	75650816	8	21.4	22851	22.5	23404.0	24.3	18408.0	25.9	21921.0	38.1	15030.0
22852	chr7	99092823	99093449	8	21.4	22852			15.8	23156.0	25.9	21923.0	17.9	23640.0
22853	chr7	104369542	104370380	8	21.4	22853	22.5	23407.0	7.92	31286.0	23.5	22904.0	20.2	22211.0
22854	chr7	106651090	106651754	8	21.4	22854	45.9	15908.0			29.0	20824.0	25.4	19653.0
22855	chr7	125621012	125621868	8	21.4	22855	15.0	27477.0	21.5	19890.0	89.5	8241.0	87.2	5376.0
22857	chr7	127100410	127101170	8	21.4	22857	22.5	23414.0					29.5	18056.0
22859	chr7	132699932	132700726	8	21.4	22859	24.2	22677.0	34.5	14348.0	18.5	25271.0		
22864	chr8	69328722	69329522	10	21.4	22864	18.4	25437.0			14.2	28124.0		
22866	chr8	86051297	86052365	10	21.4	22866	30.9	20184.0	20.4	20512.0	29.0	20839.0	26.6	19193.0
22867	chr8	86689819	86690753	10	21.4	22867			10.2	28397.0	13.6	28568.0	8.66	32481.0
22868	chr8	88300238	88301046	10	21.4	22868	168.5	2264.0	12.4	26068.0	103.7	6540.0	117.8	2884.0
22869	chr8	106560947	106561641	10	21.4	22869	23.4	23043.0			16.1	26730.0	11.0	29326.0
22870	chr8	108822469	108823421	10	21.4	22870	15.9	26888.0	18.7	21462.0	21.6	23714.0	15.6	25305.0
22871	chr8	122739121	122739887	10	21.4	22871							16.2	24862.0
22874	chr9	54736332	54736960	12	21.4	22874	14.2	28085.0			17.9	25648.0	13.9	26692.0
22875	chr9	62807000	62808182	12	21.4	22875			21.5	19907.0			38.1	15051.0
22876	chr9	73162767	73163429	12	21.4	22876	17.5	25959.0	13.0	25481.0	27.2	21512.0	24.3	20219.0
22878	chr9	96415904	96416404	12	21.4	22878	50.1	14942.0	53.2	9225.0	35.8	18777.0		
22879	chr9	114740285	114741423	12	21.4	22879								
22880	chr9	118404473	118405175	12	21.4	22880	20.0	24621.0	23.2	18986.0				
22882	chr10	20266682	20267510	9	21.4	22882	29.2	20772.0	22.1	19613.0	30.9	20245.0		
22883	chr10	45800015	45800895	9	21.4	22883	13.3	28713.0	18.7	21484.0	10.5	31464.0	11.0	29387.0
22884	chr10	53180842	53181772	9	21.4	22884	18.4	25499.0			10.5	31465.0	15.6	25347.0
22885	chr10	61625349	61626301	9	21.4	22885	26.7	21725.0						
22886	chr10	78303589	78304289	9	21.4	22886	11.7	30263.0			31.5	20073.0		
22887	chr10	79897073	79897993	9	21.4	22887	11.7	30265.0			9.26	32952.0	18.5	23326.0
22888	chr10	83718454	83719392	9	21.4	22888	40.0	17438.0	18.7	21490.0	35.2	18975.0	22.5	21067.0
22889	chr10	122976369	122977289	9	21.4	22889			19.2	21204.0	18.5	25327.0		
22890	chr11	44610833	44611933	13	21.4	22890	16.7	26460.0	17.5	22223.0	61.7	12609.0	19.1	23008.0
22891	chr11	53128490	53129118	13	21.4	22891	22.5	23497.0			23.5	22966.0		
22892	chr11	62250853	62251773	13	21.4	22892	17.5	26008.0	20.4	20573.0	16.7	26416.0	16.8	24541.0
22893	chr11	77507907	77508551	13	21.4	22893								
22894	chr11	78595685	78596745	13	21.4	22894	15.0	27624.0					13.3	27249.0
22895	chr11	79006068	79006856	13	21.4	22895	35.9	18665.0	18.7	21508.0	33.3	19533.0	37.0	15447.0
22896	chr11	79092689	79093327	13	21.4	22896	15.9	26970.0	17.0	22596.0			34.1	16384.0
22897	chr11	88106933	88107559	13	21.4	22897			32.2	15209.0	45.7	16224.0	45.1	13024.0
22898	chr11	88213895	88214533	13	21.4	22898	22.5	23503.0	12.4	26183.0				
22899	chr11	97949487	97950469	13	21.4	22899	12.5	29527.0	11.3	27223.0	16.7	26422.0	15.6	25393.0
22900	chr11	102773717	102774351	13	21.4	22900	42.6	16785.0			21.0	24070.0	19.1	23022.0
22901	chr11	103246952	103247854	13	21.4	22901	17.5	26023.0	15.3	23683.0	14.8	27762.0	13.3	27259.0
22902	chr11	106540046	106540834	13	21.4	22902								
22903	chr11	106542352	106542852	13	21.4	22903	42.6	16787.0			30.9	20270.0		
22905	chr11	108927770	108929080	13	21.4	22905			28.3	16744.0	25.3	22216.0	8.66	32627.0
22906	chr11	113383290	113384368	13	21.4	22906	17.5	26029.0					24.8	20020.0
22907	chr11	117239747	117240467	13	21.4	22907							128.2	2382.0
22908	chr12	25312057	25312557	15	21.4	22908	21.7	23889.0						
22910	chr12	70247351	70248111	15	21.4	22910			20.4	20596.0			17.9	23741.0
22911	chr12	80833435	80834233	15	21.4	22911			13.6	25065.0	30.3	20462.0	19.6	22686.0
22912	chr12	88472580	88473080	15	21.4	22912							22.5	21109.0
22913	chr12	115622902	115623682	15	21.4	22913	12.5	29593.0	13.6	25074.0	21.0	24089.0	23.1	20815.0
22914	chr13	5867396	5868168	14	21.4	22914					237.1	1086.0	208.0	821.0
22915	chr13	28616217	28617167	14	21.4	22915					21.6	23790.0	16.8	24571.0
22916	chr13	28790479	28791323	14	21.4	22916	22.5	23533.0			14.8	27797.0	15.6	25425.0
22917	chr13	44419331	44420221	14	21.4	22917	20.9	24270.0	27.1	17270.0	29.0	20890.0	22.0	21446.0
22918	chr13	56806679	56807179	14	21.4	22918	37.5	18179.0			34.0	19370.0		
22919	chr13	60842516	60843698	14	21.4	22919							26.0	19476.0
22920	chr13	98031458	98032086	14	21.4	22920	25.9	22107.0	17.5	22272.0	32.1	19942.0	23.7	20559.0
22921	chr13	99474904	99475710	14	21.4	22921	22.5	23545.0	19.8	20943.0	21.0	24099.0	23.7	20560.0
22922	chr13	107449499	107450323	14	21.4	22922	25.0	22447.0	16.4	22933.0	13.6	28697.0	21.4	21742.0
22923	chr14	15272394	15273120	11	21.4	22923	41.7	17009.0			30.3	20475.0		
22924	chr14	16169868	16170794	11	21.4	22924	17.5	26075.0	20.9	20287.0	21.6	23804.0	11.0	29526.0
22925	chr14	31560003	31560827	11	21.4	22925	12.5	29647.0	10.7	27904.0				
22926	chr14	46578373	46579001	11	21.4	22926	29.2	20838.0	10.2	28668.0				
22927	chr14	49155279	49155779	11	21.4	22927					19.8	24756.0	13.9	26818.0
22928	chr14	60713572	60714330	11	21.4	22928	474.7	209.0	14.1	24658.0			255.3	471.0
22929	chr14	67062263	67063507	11	21.4	22929					16.1	26857.0		
22930	chr14	71000730	71001972	11	21.4	22930	20.0	24751.0	16.4	22943.0	15.4	27318.0	19.6	22721.0
22931	chr14	79590282	79591072	11	21.4	22931	43.4	16589.0	19.8	20955.0	25.9	22006.0	13.9	26827.0
22933	chr14	122069167	122070227	11	21.4	22933	44.2	16361.0	24.3	18509.0	19.1	25063.0	37.5	15300.0
22934	chr15	5514183	5514683	16	21.4	22934								
22935	chr15	25692562	25693062	16	21.4	22935	18.4	25604.0			22.2	23554.0		
22936	chr15	53335707	53336823	16	21.4	22936	15.9	27058.0	33.9	14631.0	29.6	20709.0	39.9	14563.0
22937	chr15	64179701	64180597	16	21.4	22937	15.0	27723.0	16.4	22953.0	27.8	21333.0	24.3	20294.0
22938	chr15	77071141	77072239	16	21.4	22938	31.7	20015.0	25.4	18007.0	41.4	17345.0	27.7	18819.0
22940	chr15	82914066	82914860	16	21.4	22940	41.7	17020.0	25.4	18009.0	24.1	22750.0	22.0	21474.0
22941	chr15	86250422	86251050	16	21.4	22941	16.7	26553.0	20.4	20639.0	27.2	21595.0	17.9	23797.0
22943	chr15	99130169	99130793	16	21.4	22943	15.9	27078.0	23.8	18791.0	29.6	20715.0	30.6	17672.0
22944	chr15	99398064	99399034	16	21.4	22944					25.3	22271.0	12.7	27959.0
22945	chr15	101113023	101113777	16	21.4	22945	16.7	26557.0	11.9	26825.0	22.8	23275.0	15.6	25481.0
22946	chr16	8730554	8731054	17	21.4	22946	31.7	20026.0					22.5	21153.0
22947	chr16	14354548	14355598	17	21.4	22947			6.79	32742.0				
22948	chr16	24222413	24223047	17	21.4	22948	23.4	23197.0			21.0	24130.0	27.7	18828.0
22949	chr16	26667356	26668136	17	21.4	22949	17.5	26131.0			25.3	22278.0	25.4	19776.0
22950	chr16	31182463	31183683	17	21.4	22950					25.3	22280.0	20.8	22021.0
22951	chr16	32651777	32652445	17	21.4	22951	82.6	9012.0			96.3	7428.0		
22952	chr17	6172021	6172809	18	21.4	22952	12.5	29758.0	31.1	15696.0	40.1	17649.0	35.8	15844.0
22953	chr17	24653629	24654129	18	21.4	22953	18.4	25638.0						
22955	chr17	28894067	28894695	18	21.4	22955	13.3	28898.0	17.0	22671.0	12.3	29897.0	14.4	26422.0
22956	chr17	36971210	36972126	18	21.4	22956	18.4	25643.0	16.4	22980.0	17.3	26156.0	26.0	19515.0
22957	chr17	47515405	47515905	18	21.4	22957	30.9	20327.0	33.4	14836.0	61.1	12758.0	191.8	978.0
22958	chr17	47883152	47884184	18	21.4	22958	20.9	24339.0	27.1	17315.0	25.9	22036.0	15.0	26048.0
22959	chr17	56668497	56669153	18	21.4	22959	35.9	18725.0	13.6	25161.0	30.3	20497.0	15.6	25517.0
22960	chr17	79818235	79818877	18	21.4	22960								
22961	chr17	86667711	86668341	18	21.4	22961	19.2	25201.0	14.7	24324.0			17.3	24265.0
22962	chr18	12224315	12224815	20	21.4	22962			12.4	26380.0	24.1	22772.0		
22963	chr18	38428979	38430113	20	21.4	22963	11.7	30526.0	11.9	26867.0	61.1	12763.0		
22964	chr18	39915774	39916658	20	21.4	22964					16.1	26914.0	13.3	27394.0
22965	chr18	50008697	50009349	20	21.4	22965			25.4	18044.0	26.6	21823.0		
22966	chr18	50034721	50035799	20	21.4	22966	20.0	24817.0	18.7	21603.0	445.8	229.0	36.4	15689.0
22968	chr18	78047139	78047905	20	21.4	22968	35.0	18986.0	9.61	29333.0	18.5	25442.0	21.4	21796.0
22969	chr19	10818311	10819319	21	21.4	22969			19.2	21307.0	21.0	24152.0	31.2	17503.0
22971	chr19	14469000	14469772	21	21.4	22971	30.9	20345.0	26.6	17563.0	30.3	20511.0	25.4	19811.0
22972	chr19	41486678	41487844	21	21.4	22972	11.7	30555.0					8.66	32864.0
22975	chrX	48310478	48311542	3	21.4	22975	13.3	28954.0	10.2	28858.0	13.6	28796.0	13.9	26918.0
22978	chrX	77469112	77470188	3	21.4	22978	8.34	32688.0	15.3	23849.0	15.4	27402.0	7.51	34395.0
22979	chrX	133691221	133692195	3	21.4	22979	18.4	25690.0	9.05	30026.0	40.1	17672.0	19.6	22815.0
22980	chrX	151168837	151170385	3	21.4	22980	20.0	24858.0						
22981	chrX	167138992	167140234	3	21.4	22981	20.9	24380.0	7.92	31956.0	9.26	33206.0	15.6	25567.0
22982	chr1	12875215	12876099	1	21.0	22982	26.7	21569.0	13.0	25207.0	23.5	22805.0	23.1	20616.0
22985	chr1	60539099	60539869	1	21.0	22985	16.7	26218.0	13.0	25216.0	9.26	32670.0	10.4	29705.0
22986	chr1	85812707	85813709	1	21.0	22986	24.2	22543.0						
22987	chr1	92086188	92087104	1	21.0	22987	21.7	23680.0	40.7	12293.0			37.5	15152.0
22989	chr1	120055449	120055949	1	21.0	22989	66.7	11462.0			46.9	15839.0		
22990	chr1	164971930	164972996	1	21.0	22990	20.0	24404.0	18.1	21655.0	16.7	26228.0	35.2	15876.0
22991	chr1	180431749	180432249	1	21.0	22991					23.5	22824.0		
22992	chr1	181299117	181299889	1	21.0	22992			42.4	11794.0	40.8	17381.0	23.1	20630.0
22993	chr1	182489701	182490201	1	21.0	22993	33.4	19269.0	26.0	17588.0	37.0	18354.0	22.0	21235.0
22994	chr1	184061608	184062260	1	21.0	22994	26.7	21587.0			45.1	16281.0	53.1	10975.0
22995	chr1	185201150	185201914	1	21.0	22995			13.0	25242.0			9.82	30533.0
22998	chr2	17861118	17861882	2	21.0	22998	14.2	27867.0			14.2	27965.0	12.1	28095.0
22999	chr2	25497401	25498229	2	21.0	22999			19.8	20717.0			11.0	29082.0
23000	chr2	26485786	26486868	2	21.0	23000	15.0	27240.0	10.2	28105.0	20.4	24197.0	12.1	28097.0
23001	chr2	26622959	26623459	2	21.0	23001	25.9	21891.0						
23002	chr2	60165455	60165955	2	21.0	23002	21.7	23701.0			30.3	20331.0		
23003	chr2	84504997	84505497	2	21.0	23003	37.5	18031.0	13.6	24800.0	23.5	22833.0		
23005	chr2	120348250	120349006	2	21.0	23005	29.2	20668.0	28.8	16405.0	34.0	19266.0	30.0	17728.0
23007	chr2	166617834	166618792	2	21.0	23007	301.2	635.0	92.8	3665.0	25.9	21866.0	35.2	15892.0
23008	chr2	167975197	167975991	2	21.0	23008	34.2	19032.0	22.6	19195.0	20.4	24213.0	19.1	22865.0
23009	chr3	32406220	32406980	4	21.0	23009								
23010	chr3	35723509	35724525	4	21.0	23010	25.9	21917.0	20.4	20418.0	25.9	21868.0	42.2	13748.0
23011	chr3	36840819	36841479	4	21.0	23011	13.3	28447.0			13.6	28431.0	22.5	20936.0
23012	chr3	37769621	37770121	4	21.0	23012			43.0	11672.0	48.2	15529.0	31.8	17125.0
23013	chr3	52278475	52279111	4	21.0	23013					45.1	16293.0		
23014	chr3	60536567	60537067	4	21.0	23014							13.3	27008.0
23015	chr3	79071408	79072342	4	21.0	23015	19.2	24910.0	15.8	23075.0	16.7	26264.0	15.0	25667.0
23016	chr3	95637296	95637952	4	21.0	23016			39.6	12641.0	36.4	18556.0	67.6	8104.0
23017	chr3	96763747	96764543	4	21.0	23017			9.61	28946.0	31.5	20013.0		
23018	chr3	102755627	102756387	4	21.0	23018	46.7	15651.0					34.1	16295.0
23019	chr3	104815107	104816071	4	21.0	23019								
23020	chr3	107098080	107098580	4	21.0	23020	20.0	24474.0			19.8	24553.0		
23022	chr3	121330064	121330708	4	21.0	23022	29.2	20686.0	18.1	21716.0	61.7	12563.0		
23023	chr3	122277379	122278157	4	21.0	23023			27.1	17114.0	145.1	3375.0	56.6	10221.0
23025	chr3	144548496	144549252	4	21.0	23025	19.2	24920.0	12.4	25906.0	9.26	32754.0	11.6	28603.0
23026	chr4	8759962	8760462	5	21.0	23026								
23027	chr4	32426570	32427368	5	21.0	23027			87.7	4082.0	113.6	5538.0	110.3	3344.0
23028	chr4	47798850	47799838	5	21.0	23028	45.9	15870.0	14.7	23954.0	21.0	23930.0	25.4	19595.0
23029	chr4	59273544	59274044	5	21.0	23029							16.2	24757.0
23031	chr4	87979182	87979814	5	21.0	23031								
23032	chr4	95193213	95193851	5	21.0	23032	25.0	22273.0			14.8	27533.0		
23033	chr4	97830880	97831838	5	21.0	23033	11.7	30009.0	24.3	18374.0	27.8	21199.0	26.0	19358.0
23035	chr4	139820908	139822172	5	21.0	23035			13.6	24869.0	8.64	33417.0		
23036	chr4	148102037	148102537	5	21.0	23036	29.2	20704.0	29.4	16224.0	32.7	19648.0	15.6	25212.0
23037	chr4	150519044	150519670	5	21.0	23037	32.5	19588.0	13.6	24872.0	20.4	24259.0	11.0	29191.0
23038	chr5	31714083	31714721	6	21.0	23038	14.2	27969.0	21.5	19844.0	24.7	22372.0	24.8	19908.0
23040	chr5	38864981	38865643	6	21.0	23040	36.7	18318.0			24.7	22374.0	15.0	25715.0
23041	chr5	43771101	43771729	6	21.0	23041	10.0	31221.0			20.4	24263.0		
23042	chr5	64647497	64647997	6	21.0	23042					13.0	28940.0		
23043	chr5	64684549	64685429	6	21.0	23043	20.0	24508.0	8.48	30258.0	28.4	20991.0	16.2	24787.0
23046	chr5	75033054	75033904	6	21.0	23046								
23047	chr5	97946397	97946897	6	21.0	23047								
23048	chr5	107867924	107868424	6	21.0	23048					15.4	27094.0		
23049	chr5	113180005	113180505	6	21.0	23049					24.7	22380.0		
23050	chr5	122242821	122243545	6	21.0	23050	14.2	27985.0	14.7	24005.0	17.9	25569.0	15.6	25234.0
23051	chr5	134214507	134215159	6	21.0	23051								
23052	chr5	139206067	139206991	6	21.0	23052	15.9	26794.0			16.1	26666.0	12.7	27635.0
23054	chr5	143630625	143631253	6	21.0	23054	50.9	14712.0	43.0	11698.0	54.3	14124.0	39.9	14474.0
23055	chr5	149391653	149392153	6	21.0	23055	42.6	16709.0			37.7	18225.0		
23056	chr6	41549264	41549954	7	21.0	23056	15.9	26808.0	15.8	23126.0	392.7	328.0	79.1	6363.0
23058	chr6	71048222	71049148	7	21.0	23058	20.9	24137.0	13.6	24912.0	13.0	28975.0	12.7	27653.0
23059	chr6	72655353	72656125	7	21.0	23059	22.5	23382.0	8.48	30319.0				
23060	chr6	125244307	125244933	7	21.0	23060	44.2	16276.0			20.4	24288.0		
23062	chr7	5100590	5101566	8	21.0	23062	16.7	26355.0	22.1	19561.0	14.2	28091.0	13.3	27120.0
23064	chr7	75495734	75496634	8	21.0	23064	15.9	26849.0	26.0	17658.0	21.0	24001.0	23.7	20456.0
23065	chr7	82988538	82989592	8	21.0	23065	20.0	24561.0	19.2	21150.0	24.7	22407.0	19.1	22952.0
23066	chr7	98193468	98194184	8	21.0	23066	33.4	19346.0	9.05	29658.0	17.9	25609.0	15.0	25792.0
23068	chr7	100510866	100511366	8	21.0	23068	33.4	19348.0						
23071	chr7	110260044	110261060	8	21.0	23071	20.0	24566.0	14.1	24526.0	18.5	25268.0	13.9	26650.0
23072	chr7	112213048	112213832	8	21.0	23072	20.0	24567.0	17.5	22141.0	14.8	27634.0	15.0	25795.0
23073	chr7	126178029	126178529	8	21.0	23073	209.4	1403.0						
23075	chr8	8334471	8335383	10	21.0	23075	39.2	17604.0	23.2	18952.0	17.9	25618.0	20.8	21919.0
23078	chr8	26698009	26698997	10	21.0	23078	17.5	25918.0					16.2	24852.0
23079	chr8	36082165	36082665	10	21.0	23079	12.5	29348.0						
23081	chr8	64826129	64826629	10	21.0	23081	35.0	18866.0	18.1	21799.0	15.4	27163.0		
23082	chr8	70425971	70427337	10	21.0	23082							11.0	29316.0
23084	chr9	21566234	21567102	12	21.0	23084	19.2	25036.0	22.1	19593.0	16.1	26738.0	22.5	21031.0
23085	chr9	44108998	44110146	12	21.0	23085	12.5	29396.0			12.3	29634.0		
23086	chr9	65010199	65010825	12	21.0	23086	10.8	30811.0						
23087	chr9	66894596	66895232	12	21.0	23087					20.4	24338.0		
23089	chr9	112226358	112227206	12	21.0	23089	13.3	28697.0	17.5	22187.0			20.8	21943.0
23091	chr9	118272572	118273198	12	21.0	23091	21.7	23837.0	35.1	14158.0	30.9	20242.0	19.1	22987.0
23092	chr10	7062447	7063411	9	21.0	23092					10.5	31454.0		
23093	chr10	7937216	7937982	9	21.0	23093	17.5	25974.0					17.9	23679.0
23094	chr10	39420538	39421292	9	21.0	23094	11.7	30252.0	18.1	21826.0	59.9	12950.0	43.3	13476.0
23095	chr10	41882370	41883028	9	21.0	23095					25.3	22192.0		
23096	chr10	59607896	59608592	9	21.0	23096	44.2	16310.0	37.9	13249.0	18.5	25318.0	42.2	13822.0
23097	chr10	62851868	62852368	9	21.0	23097								
23098	chr10	68119539	68120303	9	21.0	23098			15.8	23215.0	15.4	27217.0	17.9	23693.0
23099	chr10	69186032	69186800	9	21.0	23099	19.2	25065.0	12.4	26127.0	14.8	27721.0		
23100	chr10	95680518	95681544	9	21.0	23100					8.64	33691.0		
23101	chr10	98781700	98782326	9	21.0	23101	15.0	27593.0	16.4	22887.0	30.3	20437.0	16.2	24921.0
23103	chr11	49983930	49984430	13	21.0	23103								
23105	chr11	87816827	87817455	13	21.0	23105	15.9	26974.0	12.4	26182.0	14.8	27758.0		
23107	chr11	102292883	102293981	13	21.0	23107	105.1	6281.0	88.2	4057.0	119.8	5052.0	109.2	3425.0
23109	chr11	110478500	110479430	13	21.0	23109	23.4	23120.0	15.3	23685.0	15.4	27259.0	11.6	28836.0
23110	chr11	118609073	118609969	13	21.0	23110	17.5	26033.0	13.6	25047.0	16.7	26427.0	13.9	26757.0
23111	chr12	25430542	25431042	15	21.0	23111	42.6	16791.0	35.1	14189.0	16.7	26432.0	19.1	23029.0
23112	chr12	59057003	59057893	15	21.0	23112	11.7	30340.0	18.1	21869.0			27.7	18781.0
23113	chr12	75766878	75767822	15	21.0	23113	20.9	24250.0	12.4	26216.0	14.8	27780.0	20.8	21984.0
23114	chr12	98677533	98678033	15	21.0	23114	21.7	23898.0			27.2	21562.0	23.7	20541.0
23115	chr12	102329897	102330899	15	21.0	23115			20.4	20603.0	12.3	29777.0	12.7	27885.0
23116	chr12	106290898	106291554	15	21.0	23116								
23117	chr12	107963255	107963755	15	21.0	23117			22.6	19361.0			20.2	22340.0
23118	chr12	115311855	115312611	15	21.0	23118	26.7	21774.0	18.1	21878.0	23.5	22988.0	23.7	20547.0
23119	chr13	9030272	9031072	14	21.0	23119	22.5	23530.0	23.2	19052.0	25.3	22231.0	38.1	15092.0
23122	chr13	24513540	24514362	14	21.0	23122	30.0	20559.0	24.3	18493.0	21.6	23789.0	26.0	19472.0
23123	chr13	28719606	28720420	14	21.0	23123	8.34	32501.0	15.3	23723.0	18.5	25375.0	31.8	17246.0
23124	chr13	28991274	28992036	14	21.0	23124	46.7	15765.0	30.0	16109.0	30.3	20466.0	22.0	21442.0
23125	chr13	51071174	51071674	14	21.0	23125	21.7	23914.0			17.3	26108.0	19.1	23051.0
