id	chr_name	start	end	chromosome_id	tag_count_10um_pcc	id_10um_pcc	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc
16900	chr2	144224635	144225389	2	32.3	16900	65.9	11622.0	53.8	13898.0	52.0	9431.0	62.4	12453.0
16901	chr2	150578362	150579642	2	32.3	16901	67.6	11334.0	25.1	21388.0	27.7	16864.0	40.1	17538.0
16902	chr2	158612910	158613748	2	32.3	16902	66.7	11479.0	42.0	16530.0	32.2	15094.0	53.1	14393.0
16903	chr2	160746061	160746873	2	32.3	16903	108.5	5897.0	204.8	1487.0	60.5	7689.0	235.2	1105.0
16904	chr2	164899699	164900711	2	32.3	16904	50.9	14669.0	32.4	19062.0	39.0	12816.0	51.9	14665.0
16906	chr2	172399651	172400335	2	32.3	16906	20.9	24066.0					47.5	15702.0
16907	chr3	35317908	35319104	4	32.3	16907	55.1	13738.0	61.6	12393.0	46.9	10642.0	66.7	11678.0
16910	chr3	51882155	51882957	4	32.3	16910	40.0	17323.0	28.7	20160.0	31.7	15330.0	28.4	20970.0
16913	chr3	90446145	90447263	4	32.3	16913	67.6	11343.0	72.1	10546.0	30.5	15751.0	59.9	12910.0
16914	chr3	109372542	109373662	4	32.3	16914	27.5	21287.0	29.2	20036.0	14.7	23937.0	32.7	19638.0
16916	chr3	135674056	135674988	4	32.3	16916			10.9	28898.0			40.1	17548.0
16917	chr3	138752774	138754346	4	32.3	16917	33.4	19294.0	30.6	19606.0	13.0	25311.0	35.8	18715.0
16918	chr4	88118608	88119370	5	32.3	16918	41.7	16897.0			18.1	21728.0		
16920	chr4	102978919	102979673	5	32.3	16920			67.1	11388.0	19.8	20767.0	92.0	7927.0
16922	chr4	106931590	106933176	5	32.3	16922	31.7	19857.0	26.9	20786.0	30.5	15766.0	30.3	20361.0
16925	chr4	132802185	132803133	5	32.3	16925	48.4	15268.0	46.1	15622.0	44.1	11385.0	60.5	12799.0
16927	chr4	149772488	149773114	5	32.3	16927							38.9	17858.0
16928	chr4	155413945	155415045	5	32.3	16928	36.7	18308.0	42.4	16430.0	18.1	21743.0	34.0	19292.0
16932	chr5	64233681	64234887	6	32.3	16932	18.4	25367.0	10.0	29767.0			23.5	22871.0
16933	chr5	111115257	111116393	6	32.3	16933	40.9	17118.0	27.8	20475.0	39.6	12663.0	34.0	19297.0
16935	chr5	113858932	113859746	6	32.3	16935	46.7	15673.0	50.6	14594.0	28.8	16435.0	46.9	15874.0
16937	chr5	118375702	118376630	6	32.3	16937	34.2	19077.0	37.4	17707.0	27.1	17143.0	38.3	18037.0
16939	chr5	135263660	135264862	6	32.3	16939	43.4	16468.0			16.4	22808.0		
16942	chr6	72881085	72881731	7	32.3	16942	24.2	22642.0	24.6	21573.0			60.5	12813.0
16945	chr6	134700258	134700974	7	32.3	16945			44.7	15905.0	41.9	12013.0		
16947	chr6	145746837	145747863	7	32.3	16947	46.7	15695.0	48.4	15090.0	15.8	23148.0	39.5	17727.0
16948	chr6	149365346	149366990	7	32.3	16948			33.3	18812.0	13.0	25420.0	24.1	22647.0
16949	chr7	24430746	24431876	8	32.3	16949	85.9	8498.0	52.5	14231.0	38.5	13040.0	50.6	14978.0
16951	chr7	24608538	24609452	8	32.3	16951	156.0	2728.0	41.1	16789.0	114.2	2330.0	45.1	16329.0
16952	chr7	24999857	25001015	8	32.3	16952	52.6	14332.0	42.9	16330.0	23.2	18931.0	36.4	18587.0
16954	chr7	47013639	47014841	8	32.3	16954			26.0	21110.0	13.6	24935.0	30.3	20400.0
16955	chr7	58696167	58697113	8	32.3	16955	61.7	12402.0	24.6	21586.0	31.7	15371.0	51.2	14840.0
16960	chr7	113572336	113573510	8	32.3	16960	22.5	23410.0	37.4	17717.0	20.9	20168.0	22.8	23173.0
16961	chr7	127082422	127083354	8	32.3	16961	40.0	17402.0	11.9	28313.0			30.9	20218.0
16962	chr7	127254287	127254917	8	32.3	16962	35.9	18609.0	37.0	17846.0	25.4	17912.0	45.7	16187.0
16963	chr7	128120266	128121558	8	32.3	16963	30.0	20467.0	42.0	16558.0			23.5	22909.0
16964	chr7	130800080	130801314	8	32.3	16964	15.9	26861.0	42.9	16336.0	33.4	14749.0	42.6	16951.0
16965	chr7	142340333	142341151	8	32.3	16965	27.5	21375.0			19.2	21160.0	16.1	26714.0
16966	chr8	22814505	22815263	10	32.3	16966	65.1	11837.0	59.8	12760.0	31.1	15608.0	46.9	15899.0
16971	chr8	94735561	94736705	10	32.3	16971	29.2	20749.0	53.8	13929.0	28.3	16703.0	45.7	16192.0
16973	chr8	124703304	124704410	10	32.3	16973	42.6	16748.0	188.4	1789.0	33.9	14562.0	198.8	1624.0
16974	chr9	22429472	22430236	12	32.3	16974	36.7	18373.0	40.6	16926.0	30.5	15828.0	45.7	16198.0
16977	chr9	57789929	57791095	12	32.3	16977	29.2	20758.0	24.2	21790.0	22.1	19600.0	19.1	24997.0
16979	chr9	69442251	69443711	12	32.3	16979	30.0	20490.0	19.6	23741.0	10.2	28448.0		
16980	chr9	95958324	95959716	12	32.3	16980			47.4	15327.0	49.8	9983.0	74.1	10432.0
16986	chr9	116266570	116267692	12	32.3	16986	19.2	25054.0	27.4	20656.0	20.4	20538.0	15.4	27198.0
16990	chr10	13453189	13454293	9	32.3	16990	43.4	16530.0	35.6	18185.0	30.0	16059.0	38.9	17908.0
16992	chr10	28518545	28519429	9	32.3	16992	55.1	13798.0	49.3	14919.0	26.6	17457.0	32.1	19899.0
16994	chr10	41523889	41524993	9	32.3	16994	58.4	13125.0	13.2	27255.0			45.7	16205.0
16997	chr10	82354053	82354849	9	32.3	16997	47.6	15523.0	40.6	16932.0			56.2	13751.0
16999	chr10	98841740	98842702	9	32.3	16999			17.8	24656.0	26.6	17463.0		
17000	chr10	99168474	99170136	9	32.3	17000			28.7	20228.0	32.2	15195.0		
17001	chr10	111031189	111032215	9	32.3	17001	65.1	11853.0	69.8	10963.0	32.8	14951.0	58.7	13210.0
17002	chr10	117836065	117836969	9	32.3	17002	36.7	18397.0					79.0	9678.0
17004	chr11	32678954	32679946	13	32.3	17004	16.7	26459.0			32.8	14955.0	20.4	24375.0
17005	chr11	52323307	52325073	13	32.3	17005	10.0	31480.0	25.5	21313.0	39.6	12723.0	43.8	16675.0
17006	chr11	75560511	75561769	13	32.3	17006	39.2	17662.0						
17007	chr11	83550174	83550942	13	32.3	17007	27.5	21438.0	32.8	18989.0	33.9	14595.0		
17008	chr11	94148493	94149545	13	32.3	17008	34.2	19168.0	40.1	17047.0			29.6	20674.0
17011	chr11	106535535	106536331	13	32.3	17011	26.7	21759.0	22.4	22548.0	14.1	24603.0	17.9	25699.0
17012	chr11	107119034	107120458	13	32.3	17012	11.7	30317.0	16.4	25408.0	12.4	26191.0	29.0	20883.0
17013	chr11	115674080	115675154	13	32.3	17013	30.0	20540.0	23.7	21996.0			18.5	25349.0
17015	chr12	21451139	21451767	15	32.3	17015	45.9	15961.0	32.8	18997.0			84.0	8973.0
17017	chr12	28809805	28811077	15	32.3	17017	112.6	5523.0	51.1	14525.0	41.9	12067.0	69.2	11316.0
17018	chr12	51976373	51977479	15	32.3	17018	32.5	19698.0	44.3	16045.0	33.4	14802.0		
17020	chr12	59054602	59055492	15	32.3	17020	25.0	22417.0	28.7	20255.0	28.3	16750.0	35.8	18809.0
17024	chr12	88466920	88467892	15	32.3	17024	44.2	16342.0	38.8	17387.0	29.4	16329.0	38.9	17938.0
17026	chr12	105005139	105006411	15	32.3	17026	15.0	27660.0	14.6	26454.0			24.1	22717.0
17027	chr12	105971329	105972281	15	32.3	17027	30.0	20551.0	27.4	20694.0	32.8	14984.0	39.5	17775.0
17029	chr13	15935678	15936898	14	32.3	17029	45.1	16160.0	38.3	17506.0	44.1	11455.0	47.5	15793.0
17030	chr13	22014537	22015565	14	32.3	17030	19.2	25125.0	46.5	15572.0	19.8	20931.0	53.7	14332.0
17031	chr13	24375229	24376127	14	32.3	17031	74.3	10294.0	54.3	13864.0	34.5	14409.0	35.2	19001.0
17032	chr13	30842590	30843952	14	32.3	17032								
17034	chr13	44808395	44809579	14	32.3	17034	19.2	25129.0			13.0	25600.0	37.7	18296.0
17035	chr13	93921997	93922779	14	32.3	17035	43.4	16581.0	45.6	15745.0	20.9	20283.0	61.1	12744.0
17036	chr13	109546218	109546996	14	32.3	17036	49.2	15170.0	56.6	13411.0	45.2	11139.0	65.4	11961.0
17037	chr14	14293935	14295207	11	32.3	17037	56.7	13501.0	42.9	16372.0			42.0	17179.0
17040	chr14	48225562	48226332	11	32.3	17040	57.6	13314.0	56.1	13504.0				
17043	chr14	122951183	122952325	11	32.3	17043	22.5	23570.0	30.1	19813.0	27.7	17020.0	20.4	24432.0
17044	chr15	53235222	53236022	16	32.3	17044	45.1	16182.0	33.3	18878.0	54.9	8849.0	53.1	14487.0
17046	chr15	76311890	76313052	16	32.3	17046	33.4	19466.0	36.5	17999.0	35.1	14220.0	44.5	16541.0
17048	chr15	93551192	93552262	16	32.3	17048			26.5	21019.0				
17049	chr15	97501732	97502522	16	32.3	17049	36.7	18458.0	28.3	20424.0			35.2	19020.0
17050	chr15	97779870	97781018	16	32.3	17050	40.9	17239.0	32.8	19020.0	26.0	17766.0	29.0	20913.0
17051	chr15	99344866	99345880	16	32.3	17051	12.5	29718.0					12.3	29859.0
17053	chr15	101315497	101316451	16	32.3	17053	22.5	23583.0	26.9	20899.0	23.8	18793.0	32.1	19956.0
17060	chr16	93934233	93935135	17	32.3	17060	29.2	20867.0	34.2	18646.0	20.9	20325.0	40.1	17644.0
17061	chr16	93973149	93974081	17	32.3	17061	35.9	18716.0	41.1	16861.0	21.5	20015.0	35.8	18846.0
17062	chr16	94268305	94270079	17	32.3	17062	15.0	27759.0	11.9	28426.0	20.4	20650.0	20.4	24449.0
17065	chr17	17607762	17609124	18	32.3	17065	21.7	23968.0	24.6	21683.0	26.6	17550.0	23.5	23030.0
17070	chr17	29364833	29365887	18	32.3	17070	29.2	20872.0	31.5	19429.0	29.4	16356.0	32.7	19776.0
17071	chr17	32052199	32053529	18	32.3	17071	53.4	14234.0	93.1	7677.0	58.3	8171.0	24.7	22536.0
17072	chr17	45488053	45488553	18	32.3	17072	50.1	15001.0			52.0	9523.0		
17073	chr17	56760881	56762413	18	32.3	17073	72.6	10581.0	61.1	12539.0	24.9	18287.0	48.2	15668.0
17074	chr17	79786211	79787133	18	32.3	17074	44.2	16379.0	25.1	21501.0				
17075	chr17	83823342	83824268	18	32.3	17075	45.1	16197.0	32.4	19165.0	24.9	18291.0	38.9	17968.0
17076	chr17	84125917	84126935	18	32.3	17076	50.9	14831.0	36.0	18111.0	20.4	20663.0		
17079	chr18	4295638	4296916	20	32.3	17079					23.8	18811.0	29.6	20738.0
17082	chr18	32292601	32293763	20	32.3	17082			23.3	22201.0	11.9	26865.0	19.8	24821.0
17083	chr18	35566391	35567905	20	32.3	17083	12.5	29812.0						
17089	chr19	5058972	5060356	21	32.3	17089	20.9	24357.0	36.5	18010.0	24.9	18301.0	32.7	19793.0
17092	chr19	46606035	46606937	21	32.3	17092	76.8	9922.0	55.7	13606.0	61.1	7674.0	60.5	12887.0
17093	chr19	53216448	53217104	21	32.3	17093	21.7	24003.0					32.1	19978.0
17094	chr19	53263856	53265028	21	32.3	17094	25.0	22515.0	30.6	19706.0	31.7	15504.0	37.0	18519.0
17098	chr1	53764007	53765087	1	31.8	17098			14.1	26539.0	12.4	25770.0		
17099	chr1	59922667	59924201	1	31.8	17099	30.9	20064.0	34.2	18523.0	13.6	24756.0	39.5	17676.0
17100	chr1	60941938	60942884	1	31.8	17100			38.8	17317.0				
17103	chr1	138128727	138130113	1	31.8	17103			484.0	178.0	17.0	22395.0	29.6	20531.0
17104	chr1	155065592	155066826	1	31.8	17104	30.0	20365.0	20.5	23188.0	26.6	17353.0	25.9	21846.0
17106	chr1	156522033	156522911	1	31.8	17106	50.9	14655.0	42.4	16403.0	20.4	20387.0	45.1	16278.0
17107	chr1	173507825	173509411	1	31.8	17107	20.9	24034.0	31.5	19327.0	28.3	16620.0	38.3	17990.0
17109	chr2	13132578	13133616	2	31.8	17109	50.1	14860.0	37.4	17684.0	30.0	15960.0	25.3	22073.0
17111	chr2	19301350	19302254	2	31.8	17111	147.7	3072.0	128.6	4184.0			130.9	4219.0
17112	chr2	25170108	25171688	2	31.8	17112	27.5	21248.0	28.7	20147.0	44.1	11354.0	34.6	19066.0
17113	chr2	27121480	27122836	2	31.8	17113	40.0	17307.0	37.4	17686.0	27.7	16852.0	40.8	17385.0
17114	chr2	32583231	32584017	2	31.8	17114	35.0	18772.0	37.0	17811.0	38.5	12992.0	52.5	14534.0
17115	chr2	58133605	58134919	2	31.8	17115	15.0	27246.0	10.9	28860.0	19.8	20725.0		
17116	chr2	60923883	60924703	2	31.8	17116	35.9	18525.0	39.2	17215.0				
17117	chr2	66147960	66149174	2	31.8	17117	44.2	16232.0	42.4	16415.0	28.8	16400.0	39.5	17690.0
17119	chr2	102908595	102909369	2	31.8	17119			30.1	19731.0				
17121	chr2	155613033	155614181	2	31.8	17121	30.9	20098.0	23.3	22072.0	26.0	17606.0	24.1	22585.0
17122	chr2	160471261	160472057	2	31.8	17122	27.5	21268.0			40.2	12473.0	51.2	14811.0
17125	chr3	37769497	37770421	4	31.8	17125			21.0	23012.0	43.0	11672.0	48.2	15529.0
17126	chr3	52321947	52323059	4	31.8	17126	31.7	19836.0	55.7	13546.0	54.3	8893.0		
17127	chr3	52856539	52857775	4	31.8	17127			31.9	19186.0				
17128	chr3	68637649	68638419	4	31.8	17128	48.4	15250.0	48.8	14978.0	54.3	8895.0	61.1	12666.0
17130	chr3	94388246	94389290	4	31.8	17130	45.9	15860.0	35.1	18263.0	22.1	19491.0	33.3	19444.0
17132	chr3	101366838	101368034	4	31.8	17132	57.6	13209.0	47.0	15401.0	38.5	13009.0	39.5	17701.0
17133	chr3	107232806	107233484	4	31.8	17133	49.2	15054.0	49.7	14780.0	29.4	16204.0	50.6	14952.0
17139	chr4	11083915	11085175	5	31.8	17139	11.7	30001.0	16.0	25518.0			24.1	22599.0
17140	chr4	32258936	32259564	5	31.8	17140	25.9	21937.0	138.2	3624.0			151.3	3103.0
17141	chr4	41304493	41305347	5	31.8	17141	57.6	13220.0	56.1	13455.0	61.1	7596.0	68.5	11362.0
17142	chr4	42865480	42866550	5	31.8	17142	25.9	21938.0	13.2	27147.0	24.3	18370.0	14.8	27523.0
17144	chr4	102930636	102931388	5	31.8	17144	35.9	18552.0	40.1	17003.0	36.2	13724.0	35.2	18917.0
17146	chr4	140695958	140696938	5	31.8	17146			7.76	32111.0	16.4	22785.0	29.6	20586.0
17147	chr4	141238963	141240001	5	31.8	17147	53.4	14113.0	51.1	14489.0	27.1	17131.0	61.1	12678.0
17148	chr4	143146305	143147987	5	31.8	17148	50.1	14894.0	26.9	20792.0	17.5	22085.0		
17149	chr4	144900826	144902400	5	31.8	17149	10.0	31212.0	32.8	18939.0	36.8	13560.0	7.41	34613.0
17153	chr5	109923816	109924442	6	31.8	17153	100.1	6770.0	84.9	8684.0	26.6	17401.0	111.1	5804.0
17154	chr5	118085294	118086528	6	31.8	17154	17.5	25829.0			47.5	10513.0	211.2	1444.0
17155	chr5	121111322	121112146	6	31.8	17155	19.2	24955.0	51.5	14387.0	14.7	24004.0		
17156	chr5	123084844	123085880	6	31.8	17156			10.9	28934.0	23.2	18904.0	21.0	23963.0
17160	chr5	147435251	147436093	6	31.8	17160	70.1	10907.0	66.1	11563.0			72.2	10698.0
17162	chr6	38360212	38361166	7	31.8	17162	65.9	11658.0	42.4	16438.0	23.2	18909.0	55.0	13980.0
17163	chr6	41526805	41528251	7	31.8	17163	25.0	22306.0	24.6	21568.0	21.5	19864.0	32.1	19857.0
17164	chr6	53589585	53590339	7	31.8	17164	55.1	13762.0	51.1	14497.0	21.5	19865.0	46.9	15882.0
17165	chr6	54830914	54831820	7	31.8	17165	30.9	20147.0	29.7	19891.0				
17167	chr6	65140372	65141462	7	31.8	17167	40.0	17383.0	35.1	18287.0	23.2	18915.0	33.3	19478.0
17168	chr6	91712344	91713720	7	31.8	17168	12.5	29265.0	9.58	30295.0	18.7	21425.0	40.1	17567.0
17169	chr6	119521799	119522567	7	31.8	17169	45.1	16100.0	33.3	18810.0	26.6	17414.0	40.8	17423.0
17170	chr6	134794086	134794724	7	31.8	17170	43.4	16480.0			38.5	13036.0	118.6	5143.0
17171	chr6	146114473	146115583	7	31.8	17171	18.4	25406.0	34.7	18433.0			33.3	19484.0
17176	chr7	84778893	84779773	8	31.8	17176	46.7	15709.0	35.1	18299.0	18.1	21788.0	28.4	21018.0
17178	chr7	99311300	99312514	8	31.8	17178	22.5	23405.0	29.7	19908.0	26.6	17425.0	32.7	19679.0
17181	chr7	128368766	128369808	8	31.8	17181	33.4	19355.0	25.1	21429.0	24.3	18414.0	34.0	19315.0
17184	chr8	13427531	13428603	10	31.8	17184	52.6	14345.0	57.9	13108.0	38.5	13051.0	55.6	13862.0
17185	chr8	33902111	33903027	10	31.8	17185	50.1	14927.0	35.1	18304.0	29.4	16270.0	33.3	19497.0
17186	chr8	39108581	39109207	10	31.8	17186	23.4	23028.0					16.1	26719.0
17187	chr8	70488559	70489449	10	31.8	17187	71.8	10658.0	55.7	13566.0	20.4	20509.0	62.4	12492.0
17188	chr8	75083351	75084867	10	31.8	17188	24.2	22684.0	20.1	23501.0			19.8	24648.0
17189	chr8	84131728	84132876	10	31.8	17189	83.4	8837.0	37.0	17851.0	29.4	16279.0	31.5	20054.0
17190	chr8	84825467	84826877	10	31.8	17190	41.7	16946.0	44.7	15914.0	30.0	16046.0	37.0	18423.0
17192	chr8	91196568	91197630	10	31.8	17192	39.2	17613.0	37.0	17852.0	20.9	20185.0	30.3	20414.0
17194	chr8	110928472	110929394	10	31.8	17194	31.7	19924.0	65.7	11662.0	35.6	13961.0	60.5	12830.0
17196	chr8	122561262	122562106	10	31.8	17196	51.7	14552.0	32.8	18966.0	15.8	23179.0	33.3	19503.0
17198	chr8	126583377	126584581	10	31.8	17198	529.0	151.0	573.4	108.0	43.0	11724.0	534.7	148.0
17199	chr8	126698887	126699771	10	31.8	17199	35.9	18628.0	44.7	15916.0	19.8	20848.0	38.3	18068.0
17201	chr9	61705355	61706311	12	31.8	17201	43.4	16520.0	35.1	18313.0	35.6	13967.0	151.3	3109.0
17205	chr9	80344270	80345292	12	31.8	17205	33.4	19378.0	36.5	17959.0	27.1	17195.0	38.9	17900.0
17206	chr9	108452370	108453262	12	31.8	17206	60.1	12778.0	47.9	15224.0	17.0	22556.0	47.5	15758.0
17207	chr9	110457488	110458452	12	31.8	17207	68.4	11239.0	59.3	12847.0	27.1	17200.0	59.3	13077.0
17208	chr9	119334142	119335186	12	31.8	17208	43.4	16528.0	43.3	16242.0	34.5	14371.0	43.8	16661.0
17209	chr9	121720208	121720976	12	31.8	17209	64.2	11979.0	89.9	8072.0	69.0	6344.0	85.2	8806.0
17210	chr10	13993962	13994730	9	31.8	17210	78.4	9584.0					134.6	3985.0
17211	chr10	19991216	19992326	9	31.8	17211	30.9	20219.0					32.1	19898.0
17212	chr10	24754176	24754808	9	31.8	17212	84.3	8734.0	60.7	12588.0	75.8	5437.0	82.1	9221.0
17213	chr10	26494038	26494792	9	31.8	17213			37.9	17608.0	32.2	15190.0	43.2	16817.0
17214	chr10	28677512	28678552	9	31.8	17214	39.2	17632.0	36.0	18073.0	35.6	13976.0	21.6	23743.0
17215	chr10	43980093	43981343	9	31.8	17215	40.0	17430.0	23.3	22140.0	27.1	17211.0	21.0	24038.0
17217	chr10	59642711	59643979	9	31.8	17217			20.5	23297.0	13.6	25003.0	12.3	29683.0
17218	chr10	59916100	59917112	9	31.8	17218	33.4	19389.0	48.4	15112.0	28.3	16720.0	43.8	16665.0
17219	chr10	66930049	66930827	9	31.8	17219	47.6	15519.0	54.3	13843.0	41.3	12217.0	34.6	19163.0
17222	chr10	93050470	93051802	9	31.8	17222	26.7	21732.0	33.3	18849.0	31.7	15422.0	32.1	19906.0
17229	chr11	50565681	50566737	13	31.8	17229	34.2	19158.0	37.0	17873.0	22.6	19333.0	34.6	19171.0
17233	chr11	76645713	76646689	13	31.8	17233	28.4	21102.0	34.2	18611.0	30.0	16083.0	48.2	15620.0
17235	chr11	83078117	83078875	13	31.8	17235	156.0	2741.0	156.5	2754.0	42.4	11893.0	117.3	5249.0
17236	chr11	88086863	88087491	13	31.8	17236	64.2	11990.0	44.3	16039.0			56.8	13631.0
17237	chr11	106351726	106353118	13	31.8	17237	31.7	19981.0						
17238	chr11	113194402	113195440	13	31.8	17238							41.4	17310.0
17239	chr11	117246056	117246808	13	31.8	17239	56.7	13485.0						
17240	chr11	119385016	119385904	13	31.8	17240			29.2	20092.0			18.5	25354.0
17241	chr12	26056568	26058514	15	31.8	17241	13.3	28777.0	31.5	19403.0	15.8	23272.0	22.8	23241.0
17242	chr12	70476415	70477181	15	31.8	17242			24.6	21653.0	13.0	25576.0		
17243	chr12	74316276	74317190	15	31.8	17243	35.9	18679.0	33.3	18865.0	22.6	19356.0	32.1	19929.0
17244	chr12	91684558	91685058	15	31.8	17244			36.5	17983.0	37.9	13281.0	47.5	15790.0
17246	chr13	28719610	28720754	14	31.8	17246	8.34	32501.0	21.0	23123.0	15.3	23723.0	18.5	25375.0
17247	chr13	30820425	30821501	14	31.8	17247			37.0	17884.0			38.3	18105.0
17248	chr13	43443474	43444524	14	31.8	17248	35.9	18686.0	93.5	7616.0			38.3	18106.0
17249	chr13	49015313	49016247	14	31.8	17249	54.2	14034.0	25.1	21477.0			42.0	17170.0
17251	chr13	51784772	51785694	14	31.8	17251	36.7	18434.0					53.7	14335.0
17252	chr13	73725238	73725876	14	31.8	17252	47.6	15558.0	50.6	14640.0	49.2	10157.0	43.8	16692.0
17256	chr14	31574645	31575819	11	31.8	17256			56.1	13503.0			51.2	14888.0
17259	chr14	65344117	65344747	11	31.8	17259			89.0	8185.0	31.1	15683.0	84.0	8977.0
17261	chr14	121553175	121554233	11	31.8	17261	30.0	20583.0	29.2	20116.0	25.4	17999.0	24.1	22741.0
17263	chr15	37905837	37906617	16	31.8	17263	35.0	18946.0	34.7	18491.0	31.7	15464.0	37.0	18483.0
17266	chr15	61422443	61423385	16	31.8	17266	37.5	18196.0	15.1	26260.0	10.2	28702.0	14.8	27835.0
17267	chr15	77849224	77850100	16	31.8	17267	34.2	19210.0	37.9	17645.0	23.8	18784.0	27.8	21334.0
17269	chr15	80712363	80712989	16	31.8	17269	60.1	12826.0	64.8	11870.0	37.3	13480.0	79.7	9605.0
17272	chr15	96566531	96567335	16	31.8	17272	70.9	10838.0	57.0	13343.0	27.7	17025.0	56.8	13653.0
17278	chr16	22807170	22808034	17	31.8	17278	49.2	15187.0	47.0	15469.0	36.8	13661.0	45.7	16249.0
17279	chr16	25423675	25424459	17	31.8	17279			19.2	24023.0				
17281	chr16	32060200	32060954	17	31.8	17281	12.5	29737.0					45.7	16250.0
17282	chr16	36926155	36927703	17	31.8	17282			79.8	9457.0	90.5	3881.0	53.1	14494.0
17285	chr16	64836722	64837716	17	31.8	17285	70.1	10989.0	79.4	9514.0	22.1	19720.0	51.2	14903.0
17286	chr16	91413025	91414107	17	31.8	17286	19.2	25184.0	31.5	19427.0	23.2	19098.0	24.1	22759.0
17288	chr16	94078951	94079897	17	31.8	17288					10.2	28754.0	27.2	21608.0
17292	chr17	28362178	28363504	18	31.8	17292	36.7	18468.0	34.7	18500.0	17.0	22670.0	34.0	19397.0
17293	chr17	37028333	37029095	18	31.8	17293	47.6	15591.0	33.3	18893.0	24.3	18534.0	40.8	17507.0
17294	chr17	79093134	79093890	18	31.8	17294	40.9	17262.0	47.0	15479.0	34.5	14459.0		
17296	chr18	4335775	4337119	20	31.8	17296	41.7	17036.0	45.2	15861.0	21.5	20033.0	60.5	12881.0
17299	chr18	36414711	36415911	20	31.8	17299			10.9	29173.0	12.4	26386.0	40.8	17511.0
17300	chr18	38592012	38592926	20	31.8	17300	39.2	17743.0	27.4	20727.0	22.1	19746.0		
17302	chr18	76245399	76247053	20	31.8	17302	8.34	32640.0			12.4	26396.0	16.7	26524.0
17304	chr19	11439980	11441314	21	31.8	17304	43.4	16625.0	55.2	13707.0	31.1	15716.0	109.3	6007.0
17305	chr19	11600918	11601634	21	31.8	17305	40.0	17516.0	57.5	13260.0			60.5	12884.0
17309	chr19	55643256	55644182	21	31.8	17309	71.8	10734.0	61.6	12473.0	53.7	9151.0	58.0	13408.0
17310	chr19	55915358	55915988	21	31.8	17310	66.7	11598.0	71.6	10678.0	69.6	6288.0	76.6	10098.0
17311	chr19	57476812	57478316	21	31.8	17311	52.6	14455.0	46.5	15599.0	36.8	13690.0	35.8	18873.0
17313	chrX	20665839	20667377	3	31.8	17313	121.8	4722.0	29.7	20006.0	29.4	16377.0	129.0	4379.0
17317	chrX	167200466	167201874	3	31.8	17317	31.7	20057.0	83.5	8939.0	24.9	18316.0	32.7	19805.0
17318	chr1	7397140	7397894	1	31.2	17318	23.4	22877.0	43.3	16182.0	24.9	18063.0	35.2	18880.0
17320	chr1	40270763	40271785	1	31.2	17320	12.5	28981.0			13.0	25210.0	10.5	31075.0
17321	chr1	60416751	60417705	1	31.2	17321	15.9	26649.0	39.7	17089.0	24.9	18067.0	24.1	22565.0
17322	chr1	66987818	66988628	1	31.2	17322	46.7	15622.0	46.1	15603.0			42.0	17050.0
17325	chr1	80728471	80729507	1	31.2	17325			13.2	27085.0			13.0	28816.0
17326	chr1	80729970	80730846	1	31.2	17326	28.4	20910.0	27.4	20574.0	28.3	16614.0	27.2	21382.0
17327	chr1	130633813	130634593	1	31.2	17327	23.4	22888.0	25.1	21366.0			23.5	22816.0
17328	chr1	151024939	151025695	1	31.2	17328	38.4	17778.0	47.9	15166.0	22.6	19157.0	56.2	13686.0
17331	chr1	165153583	165154375	1	31.2	17331	46.7	15627.0	33.8	18669.0			37.7	18168.0
17332	chr1	170709665	170710683	1	31.2	17332	47.6	15419.0	29.7	19857.0	23.8	18579.0	48.8	15353.0
17334	chr1	180295953	180296759	1	31.2	17334	36.7	18253.0	36.0	18023.0	27.7	16846.0	26.6	21648.0
17336	chr1	180829565	180830315	1	31.2	17336	32.5	19540.0	37.9	17553.0	38.5	12987.0	24.7	22333.0
17337	chr2	25265770	25266882	2	31.2	17337	26.7	21591.0	115.0	5301.0	110.8	2467.0	129.0	4343.0
17338	chr2	30471556	30472620	2	31.2	17338	15.9	26680.0	40.1	16986.0	25.4	17820.0	34.0	19260.0
17341	chr2	36202618	36203908	2	31.2	17341	45.9	15841.0	45.2	15787.0			44.5	16436.0
17342	chr2	72406345	72407617	2	31.2	17342	47.6	15429.0	34.2	18542.0	31.1	15534.0	48.2	15524.0
17344	chr2	84810655	84811407	2	31.2	17344	35.9	18527.0	38.8	17328.0	26.0	17599.0	37.0	18363.0
17345	chr2	116972526	116973412	2	31.2	17345	31.7	19821.0	46.1	15612.0	32.2	15089.0	48.8	15364.0
17346	chr2	122408405	122409331	2	31.2	17346	36.7	18270.0	31.5	19332.0	31.7	15320.0	27.2	21404.0
17347	chr2	132131256	132132492	2	31.2	17347	32.5	19552.0	26.9	20768.0			42.6	16917.0
17348	chr2	166745333	166746513	2	31.2	17348	35.9	18535.0	21.9	22637.0	22.6	19194.0	31.5	19999.0
17350	chr2	173662224	173663358	2	31.2	17350								
17351	chr3	9853099	9853965	4	31.2	17351	84.3	8694.0	63.9	11983.0	53.7	9031.0	77.8	9835.0
17352	chr3	19292025	19293399	4	31.2	17352	32.5	19556.0	17.3	24809.0	27.1	17103.0	31.5	20003.0
