id	chr_name	start	end	chromosome_id	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc	ets_tag_count	ets_id	batf_tag_count	batf_id	junb_tag_count	junb_id	cjun_tag_count	cjun_id	jund_tag_count	jund_id	irf4_tag_count	irf4_id
17264	chr17	80323165	80324359	18	40.9	17264	50.2	14753.0	36.2	13857.0	30.3	20498.0			18.5	3531.0	17.9	20605.0	35.1	12483.0			43.9	14252.0		
17265	chr17	88757912	88759118	18	40.9	17265			13.0	25704.0	15.4	27373.0	24.3	20320.0												
17266	chr18	11935174	11936736	20	40.9	17266	21.0	23160.0	17.0	22680.0	26.6	21818.0	17.3	24270.0			8.3	33325.0					34.2	20718.0	10.6	42220.0
17267	chr18	39636023	39637245	20	40.9	17267	15.5	25987.0	30.5	15930.0	14.8	27895.0	14.4	26437.0												
17269	chr18	67278168	67278956	20	40.9	17269	26.5	21033.0	27.1	17325.0	34.6	19233.0	19.6	22785.0					34.3	12738.0	68.2	2874.0	42.8	14813.0	27.9	16120.0
17272	chr19	7314343	7315515	21	40.9	17272	75.7	10024.0	14.7	24346.0			49.7	11856.0									19.6	37317.0		
17275	chr19	26646313	26647291	21	40.9	17275	31.5	19444.0	35.6	14049.0	38.3	18149.0	20.8	22051.0	21.7	2557.0	145.6	717.0	336.7	180.0	86.7	1556.0	110.3	1691.0	210.0	117.0
17276	chr19	33056477	33057329	21	40.9	17276	35.1	18382.0																		
17279	chrX	7647555	7649229	3	40.9	17279	25.5	21363.0	14.1	24735.0	43.2	16891.0	37.0	15512.0	19.9	3085.0	23.0	15779.0			10.9	24414.0	37.7	18063.0	19.6	24898.0
17280	chrX	11652728	11653690	3	40.9	17280	36.0	18120.0	28.3	16826.0	30.3	20518.0	30.0	17926.0			28.7	12092.0								
17285	chrX	159055945	159057431	3	40.9	17285	20.5	23396.0	33.4	14852.0	35.2	19052.0	24.8	20105.0	8.13	9275.0										
17291	chr1	37544234	37545274	1	40.0	17291	48.4	15060.0	36.8	13509.0	33.3	19420.0	45.6	12755.0			66.4	3656.0					9.69	58356.0		
17292	chr1	57839526	57840458	1	40.0	17292	37.4	17677.0	32.2	15061.0	35.8	18689.0	20.8	21814.0	7.67	9284.0							7.8	64028.0		
17293	chr1	64302587	64303675	1	40.0	17293	67.1	11365.0	35.1	14062.0	43.8	16576.0	38.1	14950.0												
17294	chr1	69290982	69291606	1	40.0	17294	57.0	13267.0	36.2	13701.0	39.5	17677.0	37.5	15151.0												
17295	chr1	74226999	74228097	1	40.0	17295	32.4	19046.0	27.7	16838.0	29.0	20763.0			14.4	5198.0	29.4	11463.0			30.7	11982.0	89.3	3147.0	27.0	16727.0
17297	chr1	82807002	82807970	1	40.0	17297	39.2	17207.0							11.7	6734.0					7.51	25715.0	7.54	64813.0	10.4	42272.0
17302	chr1	185207633	185208593	1	40.0	17302	37.9	17554.0	18.1	21662.0	53.1	14387.0	28.9	18209.0									19.1	37820.0		
17303	chr1	192762666	192763580	1	40.0	17303	26.5	20934.0	23.2	18839.0	40.8	17382.0	23.1	20634.0												
17305	chr2	20961771	20962683	2	40.0	17305	28.7	20146.0	26.0	17591.0			23.1	20638.0					79.4	4880.0			40.4	16153.0	6.46	52041.0
17307	chr2	27121453	27122795	2	40.0	17307	37.4	17686.0	27.7	16852.0	40.8	17385.0	31.8	17113.0												
17309	chr2	30244935	30245891	2	40.0	17309					13.6	28396.0	16.2	24711.0												
17310	chr2	34938309	34939297	2	40.0	17310	42.9	16293.0	41.3	12134.0	71.0	10905.0	46.8	12473.0	14.0	5458.0			44.3	10064.0			23.7	31193.0	31.8	13264.0
17311	chr2	58844532	58845422	2	40.0	17311	50.2	14681.0							9.03	8462.0							7.0	66557.0		
17313	chr2	117332786	117333880	2	40.0	17313	110.4	5733.0	57.1	8293.0	50.0	15071.0	45.6	12768.0												
17315	chr2	124719395	124720345	2	40.0	17315	47.4	15282.0	40.2	12471.0	43.2	16745.0	52.0	11236.0			30.7	10909.0	61.8	6927.0	25.9	14476.0	33.6	20988.0	80.7	2150.0
17316	chr2	128412387	128413357	2	40.0	17316			24.3	18347.0	40.1	17537.0	30.6	17536.0									50.9	10805.0	33.0	12604.0
17319	chr2	155032874	155033758	2	40.0	17319	44.7	15878.0			35.8	18701.0	19.1	22860.0												
17320	chr2	168912485	168913757	2	40.0	17320	41.5	16640.0	38.5	13000.0	34.0	19272.0	30.0	17736.0									8.88	60864.0	8.76	46448.0
17322	chr3	9520358	9521366	4	40.0	17322	34.2	18547.0			37.7	18187.0			9.93	7879.0										
17323	chr3	51881734	51882490	4	40.0	17323	28.7	20160.0	31.7	15330.0	28.4	20970.0	32.3	16910.0									12.9	49851.0	8.3	47581.0
17324	chr3	55659321	55660219	4	40.0	17324	23.3	22078.0			38.9	17846.0														
17325	chr3	59697022	59698160	4	40.0	17325	38.8	17332.0					15.6	25159.0												
17326	chr3	68956249	68957425	4	40.0	17326	15.5	25764.0	17.0	22438.0	27.2	21421.0	19.1	22878.0									5.92	70012.0		
17327	chr3	82140810	82141764	4	40.0	17327	41.5	16641.0	44.1	11369.0	40.1	17545.0	33.5	16480.0			16.6	21492.0					11.6	53144.0		
17329	chr3	89195864	89196624	4	40.0	17329	55.2	13625.0	44.1	11372.0	71.0	10917.0	37.5	15172.0			10.9	29079.0					32.3	22085.0	5.99	53201.0
17331	chr3	101033450	101034392	4	40.0	17331	41.1	16763.0	28.8	16421.0	36.4	18557.0	32.9	16690.0			53.0	5184.0	27.6	14519.0	40.9	7895.0	43.1	14548.0	50.7	5950.0
17332	chr3	101493641	101494407	4	40.0	17332	48.8	14981.0	42.4	11811.0	45.1	16294.0	35.2	15905.0									43.6	14291.0	21.2	22556.0
17333	chr3	123173859	123175209	4	40.0	17333	21.9	22647.0	14.1	24436.0	29.6	20566.0					10.9	29101.0							9.22	45298.0
17335	chr3	152763134	152764398	4	40.0	17335	42.9	16300.0	32.2	15110.0	36.4	18561.0	26.0	19347.0							25.9	14518.0	28.0	26183.0	26.5	17165.0
17336	chr3	152944447	152945509	4	40.0	17336			14.1	24441.0																
17337	chr4	9336967	9337863	5	40.0	17337					35.8	18717.0	24.8	19885.0												
17338	chr4	57673133	57673761	5	40.0	17338	32.4	19071.0			38.3	18020.0	33.5	16493.0							58.7	3978.0	18.0	39649.0		
17341	chr4	126300729	126302299	5	40.0	17341	43.8	16099.0	15.8	23098.0	20.4	24250.0	20.8	21871.0												
17343	chr4	133599475	133600463	5	40.0	17343	59.8	12745.0	28.3	16646.0	32.1	19844.0	47.4	12342.0			13.4	25568.0			51.2	5226.0	64.3	6849.0	72.9	2765.0
17344	chr4	133659666	133661088	5	40.0	17344	26.9	20791.0	33.4	14702.0	47.5	15721.0	22.5	20960.0			11.5	28258.0	5.85	20375.0			38.8	17247.0		
17345	chr4	135435980	135437030	5	40.0	17345	13.7	26867.0	35.6	13914.0	19.1	24920.0	44.5	13112.0												
17348	chr4	140982807	140984215	5	40.0	17348	37.9	17574.0	27.7	16898.0	45.1	16302.0	24.8	19897.0			9.58	31140.0	35.1	12326.0	15.7	21159.0	20.2	36159.0	23.7	19746.0
17349	chr4	149990511	149991719	5	40.0	17349	99.5	6887.0	23.2	18882.0	85.2	8787.0	59.5	9593.0									8.34	62633.0		
17350	chr4	150401794	150403162	5	40.0	17350	27.8	20472.0	14.1	24470.0	32.1	19846.0	24.8	19900.0												
17351	chr4	150937476	150938450	5	40.0	17351	47.4	15296.0	7.92	31119.0	34.0	19290.0			8.58	8785.0							15.6	44141.0		
17355	chr5	24503819	24505167	6	40.0	17355	20.5	23239.0			14.8	27561.0													6.46	52141.0
17356	chr5	25081263	25082171	6	40.0	17356	40.6	16900.0	36.2	13735.0	37.0	18394.0	32.9	16709.0							25.2	14953.0	17.0	41616.0		
17359	chr5	64763565	64764507	6	40.0	17359	31.9	19205.0	46.4	10796.0	53.1	14412.0	63.0	8949.0												
17360	chr5	72795857	72796487	6	40.0	17360	38.3	17454.0			39.5	17712.0	29.5	18016.0												
17361	chr5	91814642	91815842	6	40.0	17361	43.8	16108.0	45.8	10940.0	45.7	16163.0	34.7	16131.0	6.77	9812.0										
17362	chr5	100584916	100585672	6	40.0	17362					39.5	17714.0	36.4	15576.0	18.1	3595.0	130.9	930.0	10.9	19736.0	19.1	18831.0	33.6	21021.0	37.8	10145.0
17363	chr5	105061559	105062693	6	40.0	17363	24.2	21759.0	14.1	24481.0			32.9	16714.0			41.5	7409.0	25.9	15127.0			13.5	48717.0	7.38	49941.0
17364	chr5	105105743	105106923	6	40.0	17364	16.4	25320.0			14.8	27574.0														
17365	chr5	107748814	107749712	6	40.0	17365			30.5	15778.0	38.9	17863.0					36.4	8846.0								
17366	chr5	113870546	113871594	6	40.0	17366	43.8	16109.0	13.0	25376.0							12.8	26517.0								
17367	chr5	113872787	113873875	6	40.0	17367	31.9	19207.0	27.7	16909.0			42.7	13596.0			39.6	7920.0	51.0	8756.0	31.4	11740.0	108.7	1784.0	37.8	10146.0
17368	chr5	120023916	120025558	6	40.0	17368	21.4	22836.0			32.7	19661.0	22.0	21318.0												
17370	chr5	125136778	125138288	6	40.0	17370	22.8	22283.0			22.2	23414.0	32.9	16719.0											5.53	54256.0
17371	chr5	134332800	134333926	6	40.0	17371	73.0	10426.0			51.9	14688.0	9.82	30768.0			18.5	19434.0					21.3	34584.0	38.7	9738.0
17372	chr5	134950748	134951940	6	40.0	17372	38.3	17455.0	29.4	16240.0	32.7	19662.0	38.7	14822.0												
17374	chr5	146824428	146825054	6	40.0	17374	41.5	16661.0	39.0	12853.0	56.2	13723.0	42.7	13601.0	10.8	7357.0	19.2	18734.0			43.0	7323.0	36.3	18929.0		
17380	chr6	34965839	34966743	7	40.0	17380	34.7	18427.0	24.9	18142.0	29.0	20807.0	20.2	22175.0									5.92	70172.0		
17382	chr6	49016846	49017614	7	40.0	17382	44.3	16006.0	35.6	13935.0	38.3	18045.0	24.3	20179.0			21.7	16441.0	20.0	17023.0	22.5	16657.0	32.0	22363.0	35.3	11373.0
17383	chr6	65140455	65141381	7	40.0	17383	35.1	18287.0	23.2	18915.0	33.3	19478.0	31.8	17167.0												
17384	chr6	72996635	72997951	7	40.0	17384	25.1	21419.0	9.05	29602.0	8.64	33494.0	16.8	24440.0												
17385	chr6	83267493	83268587	7	40.0	17385	47.4	15306.0	15.8	23133.0	70.4	11059.0	30.6	17580.0	11.7	6810.0					25.2	14982.0	22.9	32352.0	24.2	19308.0
17386	chr6	90754389	90755615	7	40.0	17386	126.8	4317.0	100.1	3106.0	119.2	5085.0	35.2	15946.0											10.4	42460.0
17388	chr6	146489053	146490327	7	40.0	17388	46.5	15527.0	53.7	9064.0	46.9	15889.0														
17389	chr7	16296587	16297389	8	40.0	17389	120.0	4844.0			114.8	5428.0	15.0	25778.0			25.5	13694.0	177.1	1076.0	141.9	322.0	163.4	408.0	30.9	13864.0
17390	chr7	19870987	19871963	8	40.0	17390	58.8	12937.0			47.5	15738.0	47.4	12369.0			26.2	13323.0	25.9	15153.0			35.5	19533.0	21.0	22877.0
17391	chr7	25212659	25213843	8	40.0	17391	25.5	21281.0	26.6	17421.0	24.7	22401.0	34.1	16324.0									10.5	56283.0	6.22	52761.0
17394	chr7	45589152	45589908	8	40.0	17394	39.7	17133.0	15.3	23555.0	40.8	17429.0	19.6	22558.0									18.3	39281.0		
17395	chr7	49740792	49741850	8	40.0	17395			20.9	20163.0			19.6	22559.0	17.6	3813.0										
17396	chr7	68062496	68063518	8	40.0	17396	28.7	20197.0			13.0	29002.0	22.0	21345.0									28.3	25961.0	11.8	39219.0
17397	chr7	73572612	73573880	8	40.0	17397	43.8	16119.0			43.8	16635.0	41.6	13985.0	16.7	4187.0	12.8	26597.0					15.9	43732.0	6.69	51662.0
17398	chr7	73599633	73600755	8	40.0	17398			37.3	13411.0			8.09	33280.0												
17399	chr7	84142810	84143696	8	40.0	17399	35.1	18298.0	24.9	18161.0	40.1	17573.0	24.8	19941.0			19.2	18794.0					11.6	53319.0		
17400	chr7	98164570	98165756	8	40.0	17400	24.6	21589.0	14.1	24525.0	14.2	28099.0	12.7	27694.0									8.34	62762.0		
17402	chr7	127082003	127083103	8	40.0	17402	11.9	28313.0			30.9	20218.0	32.3	16961.0			22.4	15994.0			12.3	23432.0	26.6	27700.0		
17403	chr7	127645522	127646726	8	40.0	17403	40.1	17026.0			40.8	17433.0	33.5	16533.0	6.32	9962.0	8.94	32156.0								
17405	chr7	142341437	142342431	8	40.0	17405	14.6	26402.0	13.6	24954.0													9.96	57915.0		
17406	chr8	72343233	72344621	10	40.0	17406	47.0	15429.0	33.9	14553.0	45.1	16343.0					118.2	1198.0	134.5	1934.0	43.0	7352.0	106.3	1929.0	194.6	160.0
17410	chr8	91360321	91361305	10	40.0	17410	39.2	17262.0	24.9	18173.0	35.2	18957.0	12.7	27730.0												
17411	chr8	111584729	111585481	10	40.0	17411	23.3	22126.0			22.2	23461.0	25.4	19671.0												
17412	chr8	122869981	122871175	10	40.0	17412	34.7	18446.0	9.05	29707.0	34.0	19323.0	28.3	18518.0							21.2	17585.0	20.7	35410.0	12.0	38767.0
17413	chr8	126497382	126498010	10	40.0	17413	42.4	16456.0			43.8	16653.0	42.2	13806.0			16.6	21726.0	10.9	19763.0	40.3	8218.0	101.2	2235.0	59.5	4324.0
17414	chr9	25191352	25192488	12	40.0	17414	52.9	14147.0			42.6	16961.0	49.7	11793.0	11.3	7117.0										
17415	chr9	43545147	43546049	12	40.0	17415	45.6	15725.0	50.3	9862.0	48.2	15590.0	48.5	12084.0			35.1	9327.0	157.9	1394.0	21.8	17185.0	88.0	3261.0	31.4	13621.0
17416	chr9	44648874	44649772	12	40.0	17416	29.2	20072.0	15.8	23187.0															12.2	38268.0
17417	chr9	45126668	45127952	12	40.0	17417	66.1	11577.0	40.7	12364.0	65.4	11937.0	46.2	12684.0									9.15	60319.0		
17422	chr9	113701978	113703346	12	40.0	17422	358.1	399.0	15.3	23623.0	10.5	31445.0														
17424	chr9	120010743	120012141	12	40.0	17424	59.8	12768.0	39.0	12890.0	104.3	6469.0	97.0	4393.0			20.4	17664.0	17.5	17927.0	53.2	4893.0	23.4	31687.0	26.1	17638.0
17427	chr10	41595441	41596259	9	40.0	17427	45.2	15829.0	34.5	14373.0	17.3	26051.0	45.1	13005.0	19.9	3023.0	17.2	21048.0	45.1	9975.0			26.9	27447.0		
17428	chr10	41605035	41605839	9	40.0	17428																				
17429	chr10	42842544	42844044	9	40.0	17429	35.6	18187.0	27.1	17210.0	34.6	19161.0	22.5	21061.0			24.3	14608.0					10.5	56396.0	16.8	29135.0
17430	chr10	43979648	43980916	9	40.0	17430	23.3	22140.0	27.1	17211.0	21.0	24038.0	31.8	17215.0									13.7	48257.0	23.1	20549.0
17431	chr10	67052153	67053069	9	40.0	17431					25.9	21954.0	26.0	19439.0			18.5	19603.0					25.6	29043.0		
17432	chr10	71291676	71292840	9	40.0	17432	28.7	20225.0	19.8	20884.0	24.1	22689.0	27.1	19002.0									13.7	48261.0	14.8	32922.0
17433	chr10	76906387	76907803	9	40.0	17433			32.2	15192.0			39.9	14519.0												
17435	chr10	78123602	78124516	9	40.0	17435					20.4	24358.0	18.5	23325.0												
17437	chr10	82662297	82663101	9	40.0	17437	32.4	19114.0	17.5	22212.0	28.4	21047.0	39.9	14522.0	11.3	7148.0							10.8	55663.0	8.76	46682.0
17438	chr10	83719024	83720058	9	40.0	17438	21.4	22888.0	18.7	21490.0	35.2	18975.0	22.5	21067.0			42.8	7171.0	35.1	12405.0	71.6	2527.0	44.4	13916.0	67.5	3296.0
17440	chr10	117397918	117398672	9	40.0	17440	49.3	14926.0	33.4	14780.0	55.0	14012.0			11.3	7152.0							13.2	49483.0		
17441	chr10	117832809	117833837	9	40.0	17441	231.3	1102.0	69.0	6352.0	85.8	8728.0	258.2	456.0												
17442	chr10	118810632	118811788	9	40.0	17442	22.4	22541.0	26.6	17466.0	21.0	24052.0	17.3	24096.0												
17443	chr10	128344635	128345555	9	40.0	17443	37.9	17614.0	44.7	11282.0	58.7	13211.0	50.8	11530.0	9.03	8598.0	28.7	11953.0					72.7	5299.0	24.0	19602.0
17448	chr11	53132407	53133281	13	40.0	17448	31.9	19253.0	30.0	16079.0	36.4	18621.0	25.4	19711.0							25.2	15103.0	14.0	47728.0		
17449	chr11	54112664	54113554	13	40.0	17449	34.2	18607.0			8.64	33712.0											8.88	61257.0		
17450	chr11	68498980	68500310	13	40.0	17450	24.2	21813.0	51.5	9622.0	48.8	15446.0	44.5	13171.0					39.3	11307.0	20.5	18096.0				
17451	chr11	72954070	72954880	13	40.0	17451			32.8	14961.0	85.2	8814.0	102.2	3927.0			22.4	16089.0	25.1	15499.0			25.6	29065.0	37.3	10390.0
17452	chr11	76730179	76731343	13	40.0	17452			6.79	32677.0			11.0	29431.0												
17453	chr11	87763840	87764792	13	40.0	17453	42.9	16352.0	16.4	22898.0	33.3	19535.0	19.6	22659.0												
17455	chr11	95804754	95805530	13	40.0	17455	45.2	15834.0	38.5	13088.0	32.7	19732.0	34.1	16386.0	17.2	4044.0							7.27	66184.0		
17456	chr11	96992565	96993677	13	40.0	17456	40.6	16938.0	35.6	13994.0	28.4	21061.0	46.8	12548.0			14.7	24195.0							22.1	21585.0
17457	chr11	97342988	97344424	13	40.0	17457	29.2	20088.0			14.2	28198.0					7.03	34410.0			14.3	22248.0	18.6	38946.0	5.3	54819.0
17460	chr12	11195870	11197004	15	40.0	17460	22.4	22553.0	10.2	28588.0	43.2	16842.0											23.1	32110.0	16.8	29189.0
17461	chr12	17505513	17506683	15	40.0	17461			41.3	12239.0	81.5	9324.0	43.3	13502.0			59.4	4440.0			28.0	13594.0	26.1	28432.0	20.5	23594.0
17462	chr12	35038270	35039158	15	40.0	17462	42.9	16361.0	23.8	18742.0	46.9	15933.0	11.0	29464.0												
17463	chr12	85305232	85306198	15	40.0	17463	37.4	17760.0	30.0	16100.0	31.5	20103.0	19.6	22687.0			12.1	27716.0			18.4	19498.0	34.7	20216.0	15.4	31643.0
17464	chr12	85545239	85546163	15	40.0	17464	44.3	16048.0	34.5	14407.0	55.6	13896.0	42.7	13666.0												
17465	chr12	99647069	99648301	15	40.0	17465	52.9	14170.0	38.5	13096.0	98.2	7182.0	47.9	12245.0			8.3	33180.0								
17466	chr12	100988467	100989439	15	40.0	17466	71.6	10656.0	33.4	14806.0	42.6	16997.0	57.8	10028.0			26.8	13095.0			33.4	10942.0	39.0	17141.0	17.3	28403.0
17468	chr13	42245536	42246320	14	40.0	17468	57.5	13240.0	42.4	11909.0	116.7	5300.0	23.1	20823.0			19.2	19027.0	35.9	12209.0			31.8	22671.0	8.76	46777.0
17469	chr13	45882775	45883983	14	40.0	17469	17.8	24690.0	78.6	5084.0	72.2	10741.0	86.1	5540.0									30.1	24169.0		
17470	chr13	45924277	45925269	14	40.0	17470	67.1	11432.0	98.4	3232.0	109.3	5988.0			11.7	6917.0	113.1	1323.0	137.8	1862.0	37.5	9282.0	59.2	8166.0	66.2	3457.0
17472	chr13	101733768	101735098	14	40.0	17472					8.03	34343.0	29.5	18125.0												
17473	chr13	109208896	109209682	14	40.0	17473	24.6	21665.0					21.4	21743.0									9.15	60557.0		
17475	chr14	34614756	34615740	11	40.0	17475	41.1	16842.0	28.8	16547.0	51.2	14889.0	26.0	19484.0							15.7	21412.0	28.8	25529.0	5.99	53516.0
17476	chr14	54705078	54706400	11	40.0	17476	22.8	22365.0	21.5	19981.0	23.5	23008.0	28.3	18578.0											5.99	53519.0
17479	chr14	75318175	75319885	11	40.0	17479	27.4	20706.0	34.5	14421.0	46.3	16089.0	22.5	21141.0	9.03	8661.0	10.2	30706.0					29.1	25246.0	21.9	21896.0
17480	chr14	78731422	78732456	11	40.0	17480	28.7	20265.0	26.0	17756.0	42.0	17180.0	36.4	15664.0							29.3	12903.0			8.76	46812.0
17482	chr14	121422290	121423340	11	40.0	17482	41.1	16847.0	32.8	15007.0	55.0	14047.0	64.7	8675.0									15.3	44957.0	17.1	28827.0
17483	chr14	122073158	122074142	11	40.0	17483					53.7	14345.0	51.4	11447.0			24.9	14306.0			9.55	25062.0	22.6	32889.0		
17485	chr15	31520668	31522092	16	40.0	17485	40.1	17065.0	8.48	30691.0	17.3	26125.0											10.5	56569.0	12.4	37912.0
17489	chr15	53310840	53311624	16	40.0	17489	53.4	14077.0	35.1	14216.0	63.6	12311.0	8.66	32743.0									11.6	53606.0		
17490	chr15	66865126	66866252	16	40.0	17490			42.4	11919.0					14.0	5644.0			42.6	10574.0	73.7	2359.0	65.4	6637.0	64.6	3629.0
17491	chr15	68363143	68363769	16	40.0	17491	37.9	17644.0	30.5	15897.0	37.0	18488.0	38.7	14921.0	11.7	6941.0	13.4	26096.0			73.7	2360.0	73.7	5118.0	76.3	2469.0
17493	chr15	80025311	80026223	16	40.0	17493	58.4	13057.0	56.6	8495.0	79.0	9704.0	82.6	5970.0			31.3	10823.0	27.6	14704.0	34.1	10686.0	91.2	2984.0	10.6	42159.0
17494	chr15	94213923	94214807	16	40.0	17494	16.9	25222.0	18.1	21914.0	34.6	19210.0	25.4	19774.0			12.8	26984.0					8.61	62277.0		
17495	chr15	96583350	96584326	16	40.0	17495	41.1	16856.0	14.7	24281.0	24.1	22752.0	20.8	22009.0	13.1	6156.0							9.96	58228.0		
17496	chr15	101147366	101148236	16	40.0	17496			49.8	10026.0	134.6	3994.0														
17498	chr16	11631232	11632200	17	40.0	17498	12.8	27715.0			20.4	24445.0	13.3	27351.0												
17500	chr16	44999298	45000364	17	40.0	17500	46.1	15670.0	42.4	11929.0	46.9	15961.0	42.2	13886.0	11.7	6949.0	33.2	10063.0								
17501	chr16	46104350	46105134	17	40.0	17501	29.2	20122.0	13.6	25138.0			30.6	17684.0												
17502	chr16	49790265	49790891	17	40.0	17502			7.35	32381.0	19.1	25084.0	32.9	16841.0	26.2	1566.0							15.6	44462.0		
17504	chr16	94067117	94068113	17	40.0	17504			29.4	16353.0			26.0	19507.0												
17508	chr17	30197099	30197931	18	40.0	17508			21.5	20025.0	17.9	25786.0	18.5	23434.0												
17509	chr17	31070344	31071774	18	40.0	17509			46.4	10892.0	34.6	19227.0														
17511	chr17	32492004	32492760	18	40.0	17511	42.0	16607.0	10.7	27966.0	31.5	20131.0														
17513	chr18	56887764	56889396	20	40.0	17513	10.5	29587.0					9.82	31398.0			21.1	17318.0					21.0	35190.0		
17515	chr19	9052659	9053761	21	40.0	17515	46.1	15680.0	47.5	10609.0	63.0	12426.0	64.1	8810.0			116.2	1256.0	92.7	3800.0	44.4	7063.0	144.0	695.0	104.0	1113.0
17516	chr19	11601158	11601990	21	40.0	17516	57.5	13260.0	31.7	15501.0	60.5	12884.0	31.8	17305.0			10.2	30869.0							11.1	41067.0
17517	chr19	27438066	27438824	21	40.0	17517	35.6	18235.0	8.48	30827.0	34.6	19238.0	29.5	18185.0									7.27	66441.0		
17518	chr19	32268267	32269197	21	40.0	17518	15.1	26305.0	34.5	14472.0	142.6	3554.0											31.5	22976.0	63.4	3778.0
17520	chr19	57343202	57343974	21	40.0	17520			14.1	24733.0			14.4	26450.0					40.9	10963.0			38.5	17561.0		
17522	chrX	57227803	57228891	3	40.0	17522	36.5	18013.0	18.7	21626.0	59.3	13126.0	21.4	21805.0	9.03	8715.0	14.1	25347.0								
17525	chr1	30873873	30874805	1	39.2	17525	39.7	17087.0	36.8	13508.0	49.4	15211.0	35.2	15871.0							10.2	24428.0	38.8	17201.0	42.0	8462.0
17528	chr1	43223822	43224976	1	39.2	17528					32.1	19809.0					31.9	10349.0					32.6	21811.0	16.4	29742.0
17530	chr1	52763880	52764766	1	39.2	17530	30.6	19586.0	18.1	21640.0	32.7	19605.0	23.1	20620.0												
17531	chr1	60015653	60016661	1	39.2	17531					65.4	11879.0			8.13	9010.0	219.1	210.0	116.1	2545.0			63.2	7098.0	67.8	3249.0
17532	chr1	69513498	69514334	1	39.2	17532	32.4	19044.0	35.6	13878.0			29.5	17947.0											9.45	44619.0
17533	chr1	75251400	75252184	1	39.2	17533	34.7	18392.0			32.1	19814.0	25.4	19544.0			12.8	26271.0	14.2	18816.0	34.8	10194.0	44.7	13701.0	41.0	8800.0
17534	chr1	79559675	79561107	1	39.2	17534			24.3	18321.0	39.5	17679.0														
17536	chr1	87899510	87900570	1	39.2	17536			14.7	23869.0	18.5	25136.0					17.9	19933.0					20.2	36049.0	5.3	54547.0
17538	chr1	92774657	92775409	1	39.2	17538	26.5	20928.0			32.7	19609.0											8.61	61625.0	16.4	29751.0
17539	chr1	105882666	105884098	1	39.2	17539	32.4	19049.0	24.3	18325.0	29.6	20530.0	16.8	24317.0												
17541	chr1	144330015	144331017	1	39.2	17541	27.8	20448.0	17.5	22006.0	31.5	19985.0	26.6	19116.0	25.3	1657.0	136.7	837.0	62.7	6811.0	10.9	24068.0	84.2	3660.0	51.9	5695.0
17543	chr1	189816014	189817422	1	39.2	17543			36.8	13516.0	35.2	18894.0	11.0	29072.0			8.3	32695.0					32.0	22284.0	15.9	30552.0
17546	chr2	25426658	25427538	2	39.2	17546	46.5	15504.0	46.4	10770.0	50.6	14928.0	46.2	12612.0					29.2	13980.0	32.1	11358.0			39.2	9530.0
17548	chr2	38318850	38319608	2	39.2	17548	37.9	17559.0	29.4	16175.0	58.0	13282.0	35.2	15882.0	6.77	9774.0					36.8	9383.0	6.19	69075.0	15.7	30978.0
17550	chr2	131955177	131955961	2	39.2	17550	48.8	14974.0	31.7	15321.0	37.7	18180.0	28.3	18435.0												
17551	chr2	157744662	157745596	2	39.2	17551	26.9	20772.0			36.4	18549.0	22.0	21255.0												
17552	chr2	160435470	160436706	2	39.2	17552			11.3	26961.0																
17554	chr2	163800967	163801857	2	39.2	17554	22.8	22243.0	46.4	10777.0	33.3	19436.0	28.3	18438.0									8.61	61733.0	24.2	19262.0
17555	chr3	28027072	28028180	4	39.2	17555	13.7	26843.0	10.7	27518.0	22.8	23113.0	25.4	19582.0												
17558	chr3	152092521	152093595	4	39.2	17558	30.1	19739.0	15.3	23483.0	17.9	25538.0													5.07	55076.0
17559	chr4	20032952	20033862	5	39.2	17559	53.4	14004.0	21.5	19827.0	22.8	23125.0	26.0	19351.0			21.7	16365.0			25.2	14914.0	22.1	33385.0	32.7	12769.0
17562	chr4	44113602	44114720	5	39.2	17562	22.8	22265.0	23.2	18877.0	27.2	21437.0	9.24	31599.0												
17565	chr4	46751803	46752727	5	39.2	17565	25.5	21250.0	29.4	16209.0	19.8	24564.0	17.3	23952.0									5.65	70872.0		
17566	chr4	47000418	47001366	5	39.2	17566	31.5	19346.0			24.7	22359.0														
17567	chr4	48039260	48040438	5	39.2	17567	59.3	12820.0	127.2	1812.0	130.9	4224.0	135.7	2089.0	17.6	3776.0	58.8	4483.0	61.0	7069.0			40.1	16365.0	60.6	4142.0
17568	chr4	97656262	97657674	5	39.2	17568	38.3	17446.0	46.9	10653.0	37.7	18205.0	35.2	15916.0									9.69	58525.0		
17571	chr4	129792883	129793789	5	39.2	17571	89.4	8112.0	78.6	5045.0	85.8	8689.0														
17577	chr5	54004894	54005914	6	39.2	17577	41.1	16775.0	9.61	28989.0	36.4	18574.0	36.4	15573.0												
17578	chr5	64701178	64702128	6	39.2	17578			20.4	20457.0	34.6	19106.0	22.0	21305.0												
17580	chr5	76589232	76590020	6	39.2	17580	41.1	16777.0	18.7	21405.0	71.0	10933.0	38.1	15004.0					28.4	14278.0						
17583	chr5	140658898	140660474	6	39.2	17583	25.5	21265.0	20.4	20469.0	21.0	23969.0	27.1	18947.0												
