	chr	start	end	strand	Stat	Parent files	Total subpeaks	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr19-6991172-1	chr19	6941134	7041210	+	907.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr19-17449	0	chr19	6941134	7041210	+	907.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_020566, intron 1 of 5)	B1_Mur1|SINE|Alu	1100	NM_020566	57431	Mm.10721	NM_020566	ENSMUSG00000024963	Dnajc4	2010301J22Rik|Hspf2|Mcg18	DnaJ (Hsp40) homolog, subfamily C, member 4	protein-coding
Merged-chr2-25212636-1	chr2	25152177	25273095	+	907.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr2-33801	0	chr2	25152177	25273095	+	907.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	TTS (NM_028961)	TTS (NM_028961)	-1147	NM_021393	58202	Mm.116418	NM_021393	ENSMUSG00000013465	Nelfb	A730008L03Rik|AB041607|AI663983|Cobra1|Nelf-b	negative elongation factor complex member B, Cobra1	protein-coding
Merged-chr11-97697744-1	chr11	97650352	97745136	+	906.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr11-64409	0	chr11	97650352	97745136	+	906.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001163308, intron 1 of 9)	intron (NM_001163308, intron 1 of 9)	1640	NM_001163307	22658	Mm.2418	NM_009545	ENSMUSG00000018537	Pcgf2	Mel18|Rnf110|Zfp144|mel-18	polycomb group ring finger 2	protein-coding
Merged-chr9-42107619-1	chr9	42053224	42162015	+	904.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr9-48802	0	chr9	42053224	42162015	+	904.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_011436, intron 1 of 47)	intron (NM_011436, intron 1 of 47)	16670	NM_011436	20660	Mm.121920	NM_011436	0	Sorl1	2900010L19Rik|AI596264|AW261561|LR11|SorLA|gp250|mSorLA	sortilin-related receptor, LDLR class A repeats-containing	protein-coding
Merged-chr13-43220086-1	chr13	43166613	43273560	+	903.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr13-19551	0	chr13	43166613	43273560	+	903.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001033399, intron 1 of 1)	B4A|SINE|B4	-48585	NM_001252639	67046	Mm.269213	NM_025935	ENSMUSG00000021368	Tbc1d7	2610009C09Rik	TBC1 domain family, member 7	protein-coding
Merged-chr12-70106091-1	chr12	70053810	70158373	+	901.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr12-36258	0	chr12	70053810	70158373	+	901.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001286079, intron 1 of 28)	intron (NM_001286079, intron 1 of 28)	-3237	NM_001081453	18080	Mm.244047	NM_008697	ENSMUSG00000021068	Nin	3110068G20Rik|AI385615|AU024711|mKIAA1565	ninein	protein-coding
Merged-chr18-73802916-1	chr18	73743864	73861969	+	901.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr18-14643	0	chr18	73743864	73861969	+	901.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_145494, intron 2 of 15)	L1M4|LINE|L1	12476	NM_145494	107029	Mm.36817	NM_145494	ENSMUSG00000024556	Me2	AW120568|D030040L20Rik|NAD-ME	malic enzyme 2, NAD(+)-dependent, mitochondrial	protein-coding
Merged-chr2-30625712-1	chr2	30587440	30663984	+	896.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr2-14935	0	chr2	30587440	30663984	+	896.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	MTE2a|LTR|ERVL-MaLR	30668	NM_030137	78617	Mm.40413	NM_030137	ENSMUSG00000047363	Cstad	9530039B02Rik	CSA-conditional, T cell activation-dependent protein	protein-coding
Merged-chr5-54055050-1	chr5	53994779	54115321	+	893.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr5-28017	0	chr5	53994779	54115321	+	893.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001081103, intron 2 of 11)	Lx9|LINE|L1	56527	NM_001081103	116873	Mm.265985	NM_054083	ENSMUSG00000039156	Stim2	-	stromal interaction molecule 2	protein-coding
Merged-chr13-111956387-1	chr13	111892695	112020079	+	889.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr13-4569	0	chr13	111892695	112020079	+	889.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-147404	NM_011945	26401	Mm.15918	NM_011945	ENSMUSG00000021754	Map3k1	MAPKKK1|MEKK1|Mekk	mitogen-activated protein kinase kinase kinase 1	protein-coding
Merged-chr18-35742789-1	chr18	35692995	35792583	+	888.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr18-21754	0	chr18	35692995	35792583	+	888.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	MLT1B|LTR|ERVL-MaLR	-2235	NM_001289592	72512	Mm.45995	NM_028261	ENSMUSG00000024349	Tmem173	2610307O08Rik|ERIS|MPYS|Mita|STING	transmembrane protein 173	protein-coding
Merged-chr17-27026395-1	chr17	26968250	27084541	+	880.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr17-40061	0	chr17	26968250	27084541	+	880.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_007523, intron 1 of 5)	(TG)n|Simple_repeat|Simple_repeat	2231	NM_007523	12018	Mm.2443	NM_007523	ENSMUSG00000057789	Bak1	Bak|N-BAK1|N-Bak	BCL2-antagonist/killer 1	protein-coding
Merged-chr16-31024753-1	chr16	30967743	31081763	+	875.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr16-12621	0	chr16	30967743	31081763	+	875.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_198626, intron 2 of 3)	intron (NM_198626, intron 2 of 3)	56679	NM_198626	268880	Mm.286693	NM_198626	ENSMUSG00000047434	Xxylt1	AI480653	xyloside xylosyltransferase 1	protein-coding
Merged-chr16-93774246-1	chr16	93711052	93837441	+	874.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr16-759	0	chr16	93711052	93837441	+	874.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_027293, intron 21 of 36)	B1F1|SINE|Alu	-57875	NM_001045529	338467	Mm.287329	NM_001045529	ENSMUSG00000039456	Morc3	1110051N18Rik|AI452146|BF318192|D16Jhu32e|NXP2|Zcwcc3	microrchidia 3	protein-coding
Merged-chr10-39215156-1	chr10	39161536	39268776	+	874.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr10-43587	0	chr10	39161536	39268776	+	874.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	RMER13B|LTR|ERVK	-51362	NM_001127376	327743	Mm.208111	NM_001127376	ENSMUSG00000062074	Wisp3	CCN6|ENSMUSG00000062074|Gm735|WISP-3	WNT1 inducible signaling pathway protein 3	protein-coding
Merged-chr11-51615332-1	chr11	51571909	51658755	+	874.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr11-52782	0	chr11	51571909	51658755	+	874.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-4441	NM_026631	52530	Mm.28203	NM_026631	ENSMUSG00000001056	Nhp2	2410130M07Rik|D11Ertd175e|Nola2	NHP2 ribonucleoprotein	protein-coding
Merged-chr6-146120750-1	chr6	146070286	146171214	+	873.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr6-45648	0	chr6	146070286	146171214	+	873.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_019923, intron 55 of 56)	intron (NM_019923, intron 55 of 56)	186603	NM_010656	16651	Mm.49689	NM_010656	ENSMUSG00000030255	Sspn	Krag	sarcospan	protein-coding
Merged-chr5-125446311-1	chr5	125388612	125504010	+	871.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr5-46781	0	chr5	125388612	125504010	+	871.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_029752, intron 1 of 2)	intron (NM_029752, intron 1 of 2)	4743	NM_029752	76809	Mm.290720	NM_029752	ENSMUSG00000037905	Bri3bp	2410150I18Rik|AI841257|AW742481	Bri3 binding protein	protein-coding
Merged-chr5-34547617-1	chr5	34500827	34594407	+	870.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr5-27747	0	chr5	34500827	34594407	+	870.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001145858, intron 1 of 12)	B3|SINE|B2	-1959	NM_001145859	24055	Mm.5012	NM_011893	ENSMUSG00000054520	Sh3bp2	3BP2	SH3-domain binding protein 2	protein-coding
Merged-chr17-86348807-1	chr17	86297027	86400587	+	862.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr17-32736	0	chr17	86297027	86400587	+	862.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_011104, intron 1 of 14)	ORR1A1|LTR|ERVL-MaLR	-61629	NR_045435	72104	Mm.443401	NR_045435	0	2010106C02Rik	-	RIKEN cDNA 2010106C02 gene	ncRNA
Merged-chr9-14062132-1	chr9	14005714	14118550	+	858.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr9-47272	0	chr9	14005714	14118550	+	858.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-214169	NM_030261	75747	Mm.325126	NM_030261	ENSMUSG00000032009	Sesn3	5630400E15Rik|BC003348|SEST3	sestrin 3	protein-coding
Merged-chr12-112643204-1	chr12	112583234	112703175	+	857.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr12-46339	0	chr12	112583234	112703175	+	857.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	ORR1A3|LTR|ERVL-MaLR	-1624	NM_013929	30954	Mm.289812	NM_013929	ENSMUSG00000064326	Siva1	CD27bp|Siva	SIVA1, apoptosis-inducing factor	protein-coding
Merged-chr14-120339616-1	chr14	120271989	120407244	+	854.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr14-31451	0	chr14	120271989	120407244	+	854.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_175341, intron 2 of 8)	MurERV4-int|LTR|ERVK	63947	NM_175341	105559	Mm.238266	NM_175341	ENSMUSG00000022139	Mbnl2	1110002M11Rik|AI047808|AI837313|AI849185|AL118326|MBLL|R75232|mKIAA4072	muscleblind-like 2	protein-coding
Merged-chr12-112842576-1	chr12	112804742	112880410	+	853.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr12-46386	0	chr12	112804742	112880410	+	853.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	RLTR13D3A1|LTR|ERVK	-13187	NM_028023	71963	Mm.313185	NM_028023	ENSMUSG00000047832	Cdca4	2410018C03Rik|HEPP|SEI-3	cell division cycle associated 4	protein-coding
Merged-chr1-40502561-1	chr1	40460703	40544419	+	853.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr1-39251	0	chr1	40460703	40544419	+	853.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-12801	NM_010553	16174	Mm.20466	NM_010553	ENSMUSG00000026068	Il18rap	AcPL|IL-18R-beta|IL-18RAcP|IL-18Rbeta|IL-1RAcPL	interleukin 18 receptor accessory protein	protein-coding
Merged-chr15-76667077-1	chr15	76606279	76727876	+	850.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr15-26081	0	chr15	76606279	76727876	+	850.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	exon (NM_010630, exon 17 of 18)	exon (NM_010630, exon 17 of 18)	2871	NM_007989	14106	Mm.42011	NM_007989	ENSMUSG00000033837	Foxh1	Fast1|Fast2|fast-1|fast-2	forkhead box H1	protein-coding
Merged-chr5-64355465-1	chr5	64294401	64416529	+	848.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr5-14907	0	chr5	64294401	64416529	+	848.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	112477	NR_040681	69999	Mm.261413	NR_040681	0	1700027F09Rik	-	RIKEN cDNA 1700027F09 gene	ncRNA
Merged-chr9-21348197-1	chr9	21304292	21392103	+	844.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr9-47743	0	chr9	21304292	21392103	+	844.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_152808, intron 18 of 21)	intron (NM_152808, intron 18 of 21)	10369	NM_152808	68682	Mm.148425	NM_152808	ENSMUSG00000057193	Slc44a2	1110028E10Rik|CTL2	solute carrier family 44, member 2	protein-coding
Merged-chr9-110676072-1	chr9	110640261	110711884	+	843.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr9-16201	0	chr9	110640261	110711884	+	843.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_028312, intron 1 of 6)	B3A|SINE|B2	19569	NM_028312	72654	Mm.249115	NM_028312	ENSMUSG00000019659	Ccdc12	2700094L05Rik|C76605	coiled-coil domain containing 12	protein-coding
Merged-chr16-45001218-1	chr16	44956817	45045619	+	839.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr16-26105	0	chr16	44956817	45045619	+	839.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	57540	NM_001128133	74603	Mm.297337	NM_027578	ENSMUSG00000036172	Cd200r3	4733401I18Rik|4833409J19Rik|AI505817|BB106877|mCD200RLb	CD200 receptor 3	protein-coding
Merged-chr15-79911725-1	chr15	79864449	79959002	+	839.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr15-46445	0	chr15	79864449	79959002	+	839.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	MTD|LTR|ERVL-MaLR	-18587	NR_030675	109361	Mm.394656	NR_030675	0	D730005E14Rik	-	RIKEN cDNA D730005E14 gene	ncRNA
Merged-chr9-21137044-1	chr9	21072875	21201213	+	838.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr9-24050	0	chr9	21072875	21201213	+	838.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	PB1D7|SINE|Alu	-5769	NM_001205312	54721	Mm.20249	NM_018793	ENSMUSG00000032175	Tyk2	JTK1	tyrosine kinase 2	protein-coding
Merged-chr16-33725735-1	chr16	33681639	33769832	+	837.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr16-19071	0	chr16	33681639	33769832	+	837.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_175256, intron 3 of 14)	intron (NM_175256, intron 3 of 14)	41269	NM_175256	77446	Mm.245741	NM_172934	ENSMUSG00000075254	Heg1	4632417D23Rik|5530401I02Rik|9530025L16Rik|BC038614|Gm629|OTTMUSG00000027315	HEG homolog 1 (zebrafish)	protein-coding
Merged-chr19-5683927-1	chr19	5635828	5732027	+	827.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr19-17294	0	chr19	5635828	5732027	+	827.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_144868, intron 8 of 34)	intron (NM_144868, intron 8 of 34)	-4851	NR_105953	102465596	0	NR_105953	0	Mir6987	mmu-mir-6987	microRNA mir-6987	ncRNA
Merged-chr11-100586148-1	chr11	100544875	100627422	+	827.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr11-49160	0	chr11	100544875	100627422	+	827.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_019795, intron 9 of 13)	intron (NM_019795, intron 9 of 13)	10257	NM_001146318	12799	Mm.15711	NM_009923	ENSMUSG00000006782	Cnp	CNPase|Cnp-1|Cnp1	2',3'-cyclic nucleotide 3' phosphodiesterase	protein-coding
Merged-chr8-115187968-1	chr8	115127808	115248128	+	825.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr8-36815	0	chr8	115127808	115248128	+	825.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_019573, intron 8 of 8)	intron (NM_019573, intron 8 of 8)	518926	NM_001025577	17132	Mm.275549	NM_001025577	0	Maf	2810401A20Rik|A230108G15Rik|AW047063|c-maf	avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog	protein-coding
Merged-chr11-32024706-1	chr11	31981737	32067675	+	824.700012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr11-14116	0	chr11	31981737	32067675	+	824.700012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001290681, intron 3 of 4)	intron (NM_001290681, intron 3 of 4)	23429	NM_001290681	18197	Mm.3304	NM_008741	ENSMUSG00000020297	Nsg2	-	neuron specific gene family member 2	protein-coding
Merged-chr17-32377581-1	chr17	32319967	32435196	+	824.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr17-30105	0	chr17	32319967	32435196	+	824.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_011717, intron 2 of 8)	intron (NM_011717, intron 2 of 8)	10236	NM_212438	22404	Mm.274948	NM_011717	ENSMUSG00000024050	Wiz	-	widely-interspaced zinc finger motifs	protein-coding
Merged-chr7-101974706-1	chr7	101923392	102026020	+	824.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr7-51798	0	chr7	101923392	102026020	+	824.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_133947, intron 1 of 24)	intron (NM_133947, intron 1 of 24)	4863	NM_133947	101706	Mm.27259	NM_133947	ENSMUSG00000066306	Numa1	6720401E04Rik|AA764025|AL022610|AU014979	nuclear mitotic apparatus protein 1	protein-coding
Merged-chr12-71012716-1	chr12	70967559	71057873	+	821.700012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr12-26907	0	chr12	70967559	71057873	+	821.700012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NR_045055, intron 2 of 3)	intron (NR_045055, intron 2 of 3)	3107	NR_045056	73204	Mm.363770	NR_045055	ENSMUSG00000085622	3110056K07Rik	4921536K06Rik	RIKEN cDNA 3110056K07 gene	ncRNA
Merged-chr10-118766718-1	chr10	118703283	118830154	+	819.700012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr10-47980	0	chr10	118703283	118830154	+	819.700012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	102185	NM_001014390	69181	Mm.45565	NM_001014390	ENSMUSG00000028630	Dyrk2	1810038L18Rik	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	protein-coding
Merged-chr7-127012315-1	chr7	126972435	127052196	+	819.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr7-53297	0	chr7	126972435	127052196	+	819.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_080638, intron 1 of 14)	B2_Mm2|SINE|B2	2279	NM_080638	78388	Mm.228797	NM_080638	ENSMUSG00000030681	Mvp	2310009M24Rik|LRP|VAULT1	major vault protein	protein-coding
Merged-chr2-73009505-1	chr2	72959010	73060000	+	818.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr2-59970	0	chr2	72959010	73060000	+	818.200012	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-29059	NM_001018042	20687	Mm.124328	NM_011450	ENSMUSG00000027109	Sp3	D130027J01Rik	trans-acting transcription factor 3	protein-coding
Merged-chr5-34204072-1	chr5	34158016	34250128	+	816.299988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr5-49770	0	chr5	34158016	34250128	+	816.299988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001015039, intron 8 of 12)	B1_Mur4|SINE|Alu	-16362	NM_010753	17122	Mm.259260	NM_010753	ENSMUSG00000037235	Mxd4	2810410A03Rik|Mad4|bHLHc12	Max dimerization protein 4	protein-coding
Merged-chr6-134914800-1	chr6	134873795	134955806	+	812.799988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr6-38846	0	chr6	134873795	134955806	+	812.799988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-5601	NM_009875	12576	Mm.2958	NM_009875	ENSMUSG00000003031	Cdkn1b	AA408329|AI843786|Kip1|p27|p27Kip1	cyclin-dependent kinase inhibitor 1B	protein-coding
Merged-chr9-20974224-1	chr9	20916797	21031651	+	812.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr9-47647	0	chr9	20916797	21031651	+	812.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_010333, intron 1 of 1)	RSINE1|SINE|B4	2569	NM_010333	14739	Mm.46493	NM_010333	ENSMUSG00000043895	S1pr2	1100001A16Rik|Edg5|Gpcr13|H218|LPb2|S1P2	sphingosine-1-phosphate receptor 2	protein-coding
Merged-chr17-31061245-1	chr17	31011795	31110696	+	809.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr17-4039	0	chr17	31011795	31110696	+	809.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_009593, intron 1 of 14)	intron (NM_009593, intron 1 of 14)	3551	NM_009593	11307	Mm.15691	NM_009593	0	Abcg1	AW413978|Abc8|White	ATP-binding cassette, sub-family G (WHITE), member 1	protein-coding
Merged-chr6-22416834-1	chr6	22373796	22459872	+	806.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr6-34505	0	chr6	22373796	22459872	+	806.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-60753	NM_138587	27999	Mm.490307	NM_138587	ENSMUSG00000029672	Fam3c	D6Wsu176e|Ilei	family with sequence similarity 3, member C	protein-coding
Merged-chr14-118905804-1	chr14	118840197	118971412	+	804.799988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr14-31408	0	chr14	118840197	118971412	+	804.799988	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_025943, intron 7 of 19)	(TCCC)n|Simple_repeat|Simple_repeat	17363	NM_025943	66573	Mm.87456	NM_025943	ENSMUSG00000042156	Dzip1	2510025K24Rik|2810422M04Rik|mKIAA0996	DAZ interacting protein 1	protein-coding
Merged-chr15-58170510-1	chr15	58124851	58216169	+	802.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr15-44132	0	chr15	58124851	58216169	+	802.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	PB1D7|SINE|Alu	29074	NM_029734	76773	Mm.26771	NM_029734	ENSMUSG00000022359	Wdyhv1	2410187C16Rik|AU014961|AW550036|Ntaq1	WDYHV motif containing 1	protein-coding
Merged-chr2-59483559-1	chr2	59438977	59528141	+	800.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr2-30673	0	chr2	59438977	59528141	+	800.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	L1ME1|LINE|L1	-1094	NM_029723	76747	Mm.275769	NM_029723	ENSMUSG00000026989	Dapl1	2310032F03Rik|EEDA	death associated protein-like 1	protein-coding
